"sample_002Cb"	"sample_002Co"	"sample_032Ab"	"sample_032Ao"	"sample_032Bb"	"sample_032Bo"	"sample_088Ab"	"sample_088Ao"	"sample_088Bb"	"sample_088Bo"	"sample_088Cb"	"sample_088Co"
"00306dbb19665982fc78754ac92927bf"	2.77649887361831	2.83346374542469	1.84559294898146	2.7800125774472	2.26994103251022	2.28116536297025	2.71235306497559	3.49244367923963	2.38539039573091	3.79025890371181	2.50107496123471	4.11149063571935
"0032aede248babc5516f057b3bcd4409"	2.7149786108116	4.17283209200237	1.98587550247762	4.1021007219649	1.58080775287044	3.25706454416049	2.25322466625582	2.75603496165613	1.80035574845341	2.72455065017816	1.9887014033102	2.56914362612936
"0034860642bb665e3bc98da83b24f6f7"	2.35335567579169	2.48240360311207	2.38953203457443	3.1068360301847	2.44657512785367	2.72496932870087	2.14100924806395	3.67360539734608	2.23661621605183	3.70666043140902	2.51005281804303	3.46706127410702
"0051ee453ff489fa79b20379bcc79b6b"	1.11314110425696	2.54194405328656	1.31020396852998	2.91837506818275	1.14983081522815	2.20989062136022	2.1607203243996	2.89879525059348	1.68838505325635	2.8171142578224	1.77951085080433	3.18000698275622
"00539cb2af8b7b06ee1279130fa2f307"	2.05926780776313	3.75758180550668	2.64650077771755	4.11740406824264	2.26602840176231	3.5933496232009	2.0005525432278	3.9033244827361	1.7887750201871	4.04497608085951	1.84813035082365	4.33977001782495
"006c80037cfc5a276d7d1b8ef20cdccd"	2.69676649203356	2.3906656659168	1.45907329052186	0.635450118746671	2.06063034487378	4.84595238827701	2.56374604644889	2.50289915947275	1.52132306904417	2.99317646725305	1.89395258087007	2.40586948585907
"00823592d773ca77be3da202ae020b29"	2.63137805086797	2.62479771562831	3.03836134779674	2.73221861434901	2.26275276270948	2.71336108521088	2.8953051243632	3.74855303559955	2.67897697428317	3.83722445641957	2.38826358208313	3.51275545273749
"008810a5ca2332a04d285ca396b6a5f1"	1.12801703373601	3.18720673112703	0.96871125070545	3.47899495552325	1.32087892226901	2.20329257419331	2.16127725633982	4.23219627547368	2.11192567262253	3.72446954606942	2.2063913229388	3.80866093599022
"0092362bbf11972deda26d5b9e919f85"	2.08069275858139	4.25000768344732	1.77841955355073	4.47582322639966	2.10357021479843	3.72023009665233	2.6528902393743	4.63534966799293	2.4404530297077	3.7683589437076	2.45992779690253	5.1480396206683
"0095b52bd61b59e97345c0564dc8496e"	4.76463885165755	5.83337156452353	5.74576046315788	5.98478106229775	5.65452110748807	6.46171569259405	6.2299162485135	6.19468327085986	5.71531861016252	7.02242829241789	5.86163708645049	6.01135471959158
"00b08f570ae6322b03af00df9230f86d"	1.53897469748732	1.44922852921162	1.60880679783936	0.799328399067572	1.65444950378834	1.26426602430395	2.9124908721767	1.39834644214403	2.65599872463041	0.880049894477776	2.1224100308313	0
"00bcc118d77be26d37aa6816c6eec493"	2.6797814450598	0.170047369543551	1.98818580649548	0	2.82774808374984	0.554714654119703	3.39551795085091	0	3.48857435847869	0	3.39142175554723	0
"00c4a692e67b1c93a289ffcae447cfcf"	2.23639398076231	3.79093669592108	2.73348748462049	3.70267402464347	2.46439271363719	3.22902191762921	2.27852393099678	4.34813939324064	1.70372211155474	4.32281815028634	1.95967215954285	4.48987560156709
"00c6a28930e3eafc29b6cf8827820e4c"	2.43759881037155	1.35225309917164	2.78966344794583	1.85466816308165	2.34182951349234	2.15550655621886	2.75048497439534	3.15357071664448	2.46072494832697	2.99337750325731	2.67778066635014	3.42486573003558
"00cee8684ccbb62fce87c20103b8aed2"	2.17039715940748	3.37594238160161	1.91403144028486	3.328022067513	2.74468423529791	4.51441681389469	2.92378611683866	4.43234230133914	2.61223656124981	3.38966109384382	2.31359031280072	4.54353730605022
"0112c347c6def14a99ba74cd77bfc94d"	1.68916586288447	3.58957252292889	2.45962174724523	3.91946385352807	2.05727964599738	3.00451548794807	1.8203048131103	3.89165906062277	1.64495948450118	3.970596018251	2.03072387488241	3.80943331415516
"011b116b1e264e2cde7ec36aa569ad7c"	1.8391540568588	4.67888502873372	1.78409584520015	4.67747521953862	1.96247406399063	3.8676306656372	2.38506053148464	4.61364854292991	2.08630543120116	3.96466403121759	2.14713289989905	4.60218292857425
"0127000197e26a049598b4a6d0225ba2"	2.77201048559386	0.587411892813796	1.88456255143347	0.466830655831397	2.85616258411242	3.14793187463121	3.57270939708958	0.915289689833416	2.92497841154379	0.832124526285831	2.54067475115946	0.996651776959194
"013c9c13c8d7029019462bef0627adba"	2.19956361742562	3.70127096128592	1.90145626959912	3.75236984803303	2.48801888508895	3.71777745555044	2.9474076498178	4.2149313981908	2.91681661726382	4.11078255279063	2.62465165636909	4.92344521089855
"015116cb2ae1efade79e1af688f3c15b"	2.39809580623023	2.16735231805561	1.90309334734567	2.31703537034688	2.58108325276275	3.04331294945463	4.34135879493783	3.18793320158783	4.67900282023981	3.5205158305607	4.16714169941648	2.9872473784252
"01525c063123cb2134c64e84ad1e2118"	3.28584178489062	4.3241097553305	3.52767762744353	4.25575986211136	3.09774742471471	4.14971783549819	2.51429067947616	4.05800694229185	2.42592068464007	4.50942749266328	2.48278773981633	4.21946829263474
"0160f5a856b526939ba1062b1cc9df76"	2.08069275858139	3.81852942061555	1.5842698368291	3.76063812059459	1.85509726978911	3.57031264576296	1.91138056161224	3.42576880218575	1.61122536738821	3.08384445912122	1.66002961054623	3.76678122545621
"017a60cbade7b309db182bcabe59d6a4"	5.1943119711887	2.7293778088153	4.07498304862097	2.25938099267795	6.2352389728231	4.11731184989667	4.17520754875954	4.41120696724656	3.21836929660442	4.08151359632087	3.22808211661667	4.59252679409913
"017d459400583fe36857c77a1d541f39"	3.34697267206532	5.74117177461617	3.9218027672798	6.12162901110934	3.65398472836964	4.81942912980421	3.5858462282152	5.07773565591595	3.63207203749079	5.45595886067287	3.60639255349965	5.48340326569125
"018de0ee05bc68de9383baf688539f9f"	2.13593918865032	4.21153992893862	2.12994927759711	4.39288917310156	2.07224218841559	3.4532019297155	2.74277756042271	3.89299809115043	2.73049382060838	3.20686919140612	2.73538683068147	3.73597417820307
"01ac16555e036cea2ece2a239591aae6"	1.29998933973588	3.33045108475748	1.51598048903603	3.57925442134455	1.5580765968263	2.33369063990969	2.39145640589668	4.23573127090585	2.23661621605183	4.06938293011589	2.28563626972274	4.59868238565136
"01e013346904f75a91f713c559585ff7"	2.39415565276387	3.20171131388111	1.92138997159715	3.28521120568606	1.72882410678903	3.03979848789761	2.96233281187041	2.51245046938849	2.84970785629012	2.22398778614692	2.9145962953114	2.16473311421427
"01e7154d4b5f3188595e288aeab7f7a0"	3.30085761131274	5.03129264098288	2.72165016755624	5.2290410531095	2.75649903718457	4.22813743524098	2.3491327446107	4.1133504669904	2.35245277167425	4.0568019070084	2.2513928461326	4.80828995275266
"01e9bb0d97f8ed373a8d529ffb971acc"	3.06212184606341	4.62617651011911	3.39727683970458	5.06195977433086	3.3967127741586	4.17049251054216	3.61158147622099	4.56425714565663	3.64261821451745	4.30439801075395	3.62187923882541	4.45668433070174
"01ea06c562e6b8f6bbc5be68d99c0373"	5.33849865666105	5.83696712383883	6.00281142461299	6.06799185067505	5.43096949836104	6.25792430971604	5.54963499482382	5.42044340215704	5.44300463781337	5.55665569163232	5.25409553663157	5.0409029712402
"01feb696b69822d637cdf0956d28bad4"	2.9469317118305	0.0808931152052973	2.80659592875046	0	2.15954636280891	0.27775975870613	4.69902621812289	2.74602269966225	4.69393828570306	2.9010665860199	4.51896699142196	2.39781163293702
"0202a0b2dfad6a6e5b225afdddaf5729"	2.08489141411041	0.315337608319727	1.67348387478451	0.170047369543551	1.43146823247263	1.34750649427513	0.785508371812018	0.273040365605805	0.979346204589569	0.414667694373663	0.911164008519446	0
"02104476719f02b32307edfdb1e6a0c4"	2.53718603699285	4.09651152931873	3.19758857045837	4.48840118477495	2.97398766382998	3.60435104654829	3.54746334435798	4.86722871141447	3.22254349075137	4.71585341086258	3.14535500338471	5.11650348086729
"02266378f920e88e1dac1ed916c48ff6"	1.80924781934224	3.6823695354997	1.59799954300047	3.69835410254123	2.31248987825557	3.0931719570822	3.52616874152108	3.87733424743514	3.18288961905158	3.53788620103113	2.44724977986089	4.06848951593406
"022b87e073ba519506a6d0d9dac1bba1"	3.94228348376753	6.12454663537292	3.87430240494302	5.93084893993842	4.43651309173676	6.1380629069686	4.01651238175426	6.07186028476679	4.27478323639348	5.52056059269114	3.96300999290853	6.4745029780054
"02556710e6071f6303dfb662fc79f6b6"	1.90647707049695	2.76396300245189	2.75756873486673	3.48572778914607	1.918919881018	3.18651076115562	2.4636949301874	4.23623525169929	2.39463906802219	4.57813397932521	2.16127725633982	3.99590228250986
"025bc839c8c1f60b74081f09ba0e8632"	1.42743342536823	0.494902318161898	0.987717971215148	0.211810777326722	1.09474415039142	0.0808931152052973	1.53862910742317	0.635740500610399	1.36331740095587	0.218235526641623	1.4527747456198	0
"026f6d9d6a5c591d5465aaeddf6222f1"	1.40054161828378	3.3474798279689	1.51769202838815	3.51875180320814	1.13961000133649	2.31861797627094	1.34985856647868	3.72614922695863	1.33162695977758	3.53889865158484	1.38535391904283	3.49863317952676
"027ee5073ec17a7192c3036f2b817f18"	1.99892900811384	2.4975698478136	2.26096787794353	3.0152112703708	2.18534726383398	3.04788383704626	2.36234722532628	3.8543481288325	2.36398682454718	3.92384761832081	2.49723039947683	4.12580672990737
