"sample_002Cb"	"sample_002Co"	"sample_032Ab"	"sample_032Ao"	"sample_032Bb"	"sample_032Bo"	"sample_088Ab"	"sample_088Ao"	"sample_088Bb"	"sample_088Bo"	"sample_088Cb"	"sample_088Co"
"028a375a3a51f2d5d05b85cf4ef10890"	3.23740909785536	4.69040204974949	3.27824846328038	4.81874884319884	3.01448778418737	4.01813355973665	2.51288005355444	3.46977585618743	2.50152283321081	3.34889796727049	2.38345515062689	3.87408268821802
"02a63d174c8502c109303db99cf1e437"	3.25251270818897	4.49199297720794	3.02518005021495	4.48175076320337	3.06919265749629	4.05356612578096	4.51934668501249	5.61632459800043	4.53609873998567	5.71554818641085	4.42715223538219	5.7983883458874
"02adf979cb3500c39977fffbf7d2a048"	2.41881182115572	3.92123073186604	2.64537594841318	4.29404736983473	2.87649989801452	3.83547078686392	2.40923642176885	3.48323363735382	2.10325306243478	3.06743389333525	1.9018297022389	3.65274528106419
"02c00510d4deae8d414f84d4af078919"	2.05273051306435	2.99137095878169	1.79552590659342	3.06796923199549	1.84709060369411	2.56371716507383	1.48879228346424	0.66303842712296	1.53862910742317	0	1.21980875120797	0
"02c19d40dee2d87c409a2e2f7b713d7f"	0.949336263936235	2.91456478772127	2.01998183483641	2.85527247773575	1.84715743624226	2.25585578879316	1.69736087380441	3.22323749892327	2.08197084030556	3.37486709548279	1.664933166212	3.89803888176102
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.25132813379728	6.17123815965322	3.08289259820358	6.43356671622073	2.39594985156192	4.82883802464889	3.29549013923488	6.46689784647965	3.30448528629993	5.94170113448588	3.44729567201981	6.37102552153038
"02db2ad8ae83f16a31add624ea4ad90e"	2.81773140911092	4.18033372387205	3.10608179340835	4.36328459475602	3.01861373480438	3.86268600677199	3.10009859516466	4.46613751762798	3.38613044326929	3.68021653918514	2.99599323949942	3.65800727477015
"02ed78575eba82d038ec26a744d9b6c5"	5.94498229266489	6.86257820338994	6.83859861086696	7.11756913371752	6.46722833598516	7.05538615816725	7.8310396820265	8.12337391657838	7.85064957689931	8.37412525646484	7.91685650905811	7.26748454771834
"02f7b0f943947c68160210ebf8af9e7d"	2.21732701244217	3.17561096863045	2.25732640907173	3.50634046482814	1.77326862460057	3.08446332336388	3.60255985185538	4.74856146301128	3.37776573473527	5.00703651550686	3.26554177830427	4.83960263090567
"02fd2fc743a4623995fcdfc706ba981b"	0.690247480490327	0.755660370848932	0	0.902612408684743	0.463598786963289	1.58771997610404	0.486811580895103	0.706941598582092	0.272741008582481	0.757201209350051	0.385493666563661	0
"02fdd4f04802f7d7700d7b017e231832"	2.0785868014935	3.09393599031235	2.85430239845208	3.34221739211303	2.18070736049717	3.07465781897255	2.73816548278455	3.90191771856992	2.61223656124981	4.22457894233587	2.43206127435259	3.01154558153777
"03202b02066380ba1d7fadbf07ec658a"	4.14037407803617	4.68776795900802	4.64804656481508	4.7249257637923	3.98453864334749	4.75089609978191	5.14136830824282	4.46693793304127	4.82897479875303	5.01868719039899	4.82016220364297	4.29208551563267
"032a5e85e8531d19bb559affe7d45f99"	3.39952992556295	0.184163193273324	4.13715029982232	0.535172030092426	3.21803439096196	0	1.85360373912816	0	1.78585876090709	0	2.36070493340421	0
"03355cd11fa9d7ee1d42bfd508147739"	2.56229974347299	1.94510515600366	2.37790169151809	1.80938176573944	2.3012734733041	2.51369128713066	2.78575845847151	2.35219839704591	2.29354459900798	2.56919080119267	2.48702390216675	2.35005092296931
"03734cd02763530410103ffac1802bfc"	4.25528177563292	0.0331465333877602	3.49190273307507	0	2.54515057169644	0.431283590733985	3.80943331415516	0.115059329734787	4.28034296224683	0.518424677681289	4.15300490316022	0
"0381b98525605c48d762e395044ca5b2"	2.23001507476128	4.40425414311174	2.49736909270935	4.77699829833228	2.53158962626022	3.95975456761856	2.86895970283231	4.42256258828834	2.81409048566479	4.55055305799127	2.69086199323128	4.76336245899221
"039544c0752df4a57b038dd86e16eba6"	1.47865724737294	2.79944460303343	2.23624185099367	3.62521969341995	0.962294541570412	2.30914731444362	1.1990185522608	2.56513241762808	1.26996838843151	2.51991336831953	1.40264003965598	3.37546307669863
"039c7e0354d3997945bfb6b56867ef87"	1.92064909508862	3.89737469943057	2.58427376491043	4.27468845307051	2.07141023261498	3.94471732612635	1.71004313960807	3.95336224215558	1.48879228346424	3.55645259412574	1.84262683958951	4.20475799038856
"03ce41b70baf38697859cf6c9998b33f"	2.67862516658003	4.58267191731313	2.33067689739014	4.54437690932523	2.36924557991893	3.83066708253149	2.5268333594665	4.3263221364027	2.30310695480952	4.15662192596415	2.22027897816334	4.46523889303548
"03dbe23a9e8b7382924fd20ec95338af"	1.68944426900776	2.12932350389628	1.44052948085132	2.38804034887366	1.58692341684143	2.56666722999519	2.16789898973471	2.64655932248299	2.22434953900362	1.93468362362863	2.07459750220739	2.07841533304578
"03e263884fc71d9f491555f67c1f630d"	2.4710775503953	3.22877027297184	2.9016891956369	3.61256898131233	2.93804547896905	3.27187635110577	2.14100924806395	3.38376973187289	1.76520328793836	3.23770150451816	1.63482101828644	3.70194324993268
"03f86a1233871340db1328f6fc35aff1"	2.17306416199266	3.89096168470966	2.84552907549178	4.15739420991247	2.30747183340492	3.18232473868768	2.44574126843722	4.13810974132235	2.00525395097203	4.11931485983165	2.27494870173584	4.3644493045663
"03f8d34575dc20b78b31c3c1177379b9"	4.44287577246119	6.76275051711579	4.5656379323111	6.68718695641813	4.23888932402214	5.31126006727852	3.60781038657994	5.76459681965053	3.25867790745506	5.49670524928389	3.18649477182079	5.66987333674485
"040ffbbb2858152fe7b1bfe2be12eebb"	1.69196067838758	3.81122211961036	1.48043767104805	3.78600115353904	1.66179473939598	2.81130290016592	2.79723743142739	3.82779364594578	2.77359072007224	4.11534255321771	2.66936619722807	3.8228542484214
"041c4b843dce3deada3d6b1daf849177"	1.62166809476111	3.91710748384072	1.95837855429927	4.2413817071851	1.81947205278596	3.47575538390669	0.431795403354194	3.8517611927885	0.578801978775085	3.34767353125771	0.324428573418785	4.05166424486682
"04270753eac3e84e5b3f45e5131fd1e7"	3.63992686550437	3.73763349858344	3.57975405461114	3.89027306093996	3.1962105368659	3.59003767304052	3.66650500251093	3.52463020494673	3.24315703577133	3.40597461913714	3.4406193566122	3.05925715613353
"042f95fd86a3be60cda5e0a13e76be0c"	5.52834130958754	4.91037318905662	5.96052766112007	4.8054588712209	6.19264827276582	5.13796902667406	3.49091814395761	3.20634643025577	3.59722147540423	3.98611428582076	3.89344615423695	3.52005547861074
"04356242a8d119e65547c999cf90c0a1"	4.17693213133175	4.83641584405829	4.54645279284608	4.38480785813428	5.63151841069114	5.25836127015768	6.62870815773532	7.01878818327697	6.36712981175963	7.58213680438262	6.82263284640555	6.54570725758557
"044669674ac3619381fa49b9e2a04081"	2.03990088735083	3.26481980917435	2.70150046500036	3.33504180267989	2.12392327119296	3.28647196671562	4.14420494715173	5.00312973102815	3.64988963430274	4.70203497494299	3.67713677796917	5.08649350511652
"04731e32cb646050ab7f27f284c04106"	3.63593722202819	0.544991080615638	3.14165839566746	0.302967896686896	1.91147278883524	2.13194990382348	3.76618877921424	0.0652333506258388	3.3994868642453	0.478338918571493	2.82099562766534	0.264372062134168
"0495aca4ee75b03118200f39e55de807"	3.27506748266119	5.01721858328334	3.70002192062558	5.16046310663904	3.58303760040931	4.57887313973211	2.82963636605607	4.63230099449327	2.91059586498471	4.74232298838551	2.7482563260137	4.44693688358712
"0496149b2d1f183353cbf9189b7049e2"	2.18400897887919	4.47739778362176	2.60028795050024	4.721877070297	2.56775884203623	4.01330704345409	1.85087078971867	3.65350561225421	2.08197084030556	3.67581397120902	1.81180389735342	2.78763126377255
"04b93fa3ee523f9634c9c795a5f49e4b"	2.35814921440271	3.71367630517373	2.26113894539744	4.31918732239623	2.37082077121585	3.44624572856001	2.87093519692287	3.91797724371636	2.60195904822363	3.62234480871193	2.49723039947683	4.53404339645953
"04bd54b9e03f729a1a5670b1416e260b"	1.72882410678903	3.77078120960982	1.27014024804846	3.33444150623277	1.78409584520015	3.07075718233566	1.42020368970342	0.700571318813871	1.82163424248362	1.14089802846073	1.54276696921855	1.19191262946793
"04c1a513f665c225f7ed173aa4fa12bf"	2.90906696394886	5.08600055029894	4.39351406328975	5.17962015003063	4.95149148242243	6.06545207683023	3.22808211661667	5.01267867164431	3.04111091079158	4.18294317888012	2.96683679126711	5.45930113328622
"04ca9aedc6db942a0474cdc0a762451a"	0.554714654119703	2.96967301127321	1.07768312707037	2.93536413759225	0.544991080615638	2.25938099267795	2.62575719506176	4.11892144337942	1.96223525956854	4.23115189180425	2.13482205440441	4.12381973815704
"04d5efa38f3a410566bdc4ede3702fb5"	2.32410164284235	3.66913755897352	2.23082514668423	3.0824137419631	2.17306416199266	2.76608537121976	3.42429848457014	4.30839058960659	3.26468631612292	4.51649546276844	3.03526736036362	3.97942853775862
"04eea75f54ae1103d2c566b1e826e22d"	4.03942471738645	3.30271883454556	3.75710294303535	2.89797979877378	4.55400034713749	3.12031591039146	2.77359072007224	2.23101819726155	2.23475368959896	1.74715254310483	2.44120203227719	0.805055214362159
"04ef5fcaf6bf35657ee641e7ab693ee9"	4.40160229994162	4.80917591585374	5.34864502435862	5.52954553708012	4.8108235111446	5.02953039860707	5.321336482062	5.12098550051654	5.20272751763995	5.38545781020821	4.83757234382083	5.01845675986325
"04f27efead94a16b3e810b74f86514f0"	4.49350145978633	5.2856507830184	5.21805476886713	5.99200700245247	5.06313300221964	5.78706850169411	4.53460436377681	4.5255909042495	4.10160216201599	4.4725229737894	4.22483379048681	5.13379902779836
"04fec7391708baeeb296796f3cb236c4"	2.72275777914782	3.82920367316454	2.62759633113526	3.40737598803477	4.52976584776101	5.42660650378094	2.94508508618381	1.89110090652359	2.65232182309697	1.1112454860611	2.26414567455055	1.78585876090709
"05114c017775551aa7d1fa1a490e42d9"	0.837729128052582	2.20345822570098	0.413469832060194	2.73949495326749	1.0135096955033	2.06675557535878	0.607676434370808	3.12948051766453	0.349303844007951	3.16907026535936	1.1395110802394	4.19745184124783
"053a96fa26931ff81216a8112d9a7fac"	0.824471890249581	0.620254392847371	2.03770715188691	1.25584364690042	1.05447264405007	1.75246980703118	2.64492721096108	2.39781163293702	2.57047712807039	2.7107478923921	2.41352521366469	2.14100924806395
"05425468abc7b6696e6644b43e20a070"	4.18729496185742	3.46000182982195	2.61828610016003	3.81436393899723	3.31347423727976	2.81332730048656	4.23850002733178	4.37129576427897	3.38317868222006	4.00641894926428	3.68852839249902	4.52256827300713
"0575b5bcc7abd6f7a59549c280abbd34"	3.67385284297381	1.87079028049168	4.69179376446026	0.463598786963289	3.66050693396148	2.07647639998895	2.88430113018634	0.129695308393597	2.73246867364425	0.13637050429124	2.31618613272767	0
"057d19ad82c16bb114c41198d5aa7834"	3.58631039981114	3.95978603274928	3.99078799254894	3.17671597748843	4.00039795566241	4.58508182927515	0	0.443043447662953	0.689610935408691	1.57173189155507	0	0
"058b63372cbe61fbfecc853d367548c1"	1.91644367398006	3.64785871588713	1.97658053852525	3.24203004498334	1.39036830134474	3.26288662414205	2.05778880398438	3.08905229248308	1.51210288400675	2.93031656780246	1.46089149932667	2.6681583294391
"059e24b38a4bff0d4f11ed6166a3437c"	0.611150481755214	0.929578457721076	0	0.35155435607742	0.554714654119703	0.802056740901611	0.635740500610399	3.87516771645194	0.568988865930157	3.24655169044809	0.285915513004061	4.05136120586346
"05b2a9c8fa9e660356b04f082e8db824"	4.09060906058192	2.59794049996873	4.35617685188275	1.89893638423332	4.57783460006868	4.71621744940156	4.89629128819236	1.05219829915828	4.8001527528581	2.48424142857743	4.21330083529216	0
"05c4489613b115ee4ec2ef8199067913"	1.82870892082088	3.90822079401992	1.3916112773027	3.80053002527964	1.53798369693011	3.40353904260839	3.02178103932354	5.04931778551112	3.23221604710601	4.54094009728035	3.15208196235919	5.39348844576923
"05d75b81fb54d3ff766fc90129feed63"	6.00676057413411	5.46769720608386	3.59606501735044	5.30851163299303	4.08240032970085	5.33387459366971	2.68255733506111	4.92199830560685	1.60727156760268	4.58810662801421	1.98152271230596	5.37001150632246
"05e856ee9d148f9da62ea0b0ccf6db24"	3.55464723550376	4.06021291362809	3.44106424575337	4.19749883976563	3.17135788621621	3.44319679429559	4.92199830560685	5.35802203592619	4.62907458558117	5.48275160672066	4.62019080947244	5.43323472328044
"06094dd96a7550292ac7a15406ee3eb7"	1.94904860547356	0.225262634935915	1.26553791275845	0.0651049037005916	1.56161015395378	0.640865767819377	3.2699969844414	0.408912492378074	3.40481815208771	0.497460709853747	3.45832475798341	0.298918704377769
"06122d6c188a53fa3820d7ba9c64b053"	3.12031591039146	3.29400333426002	4.00440061672642	3.71572898278991	2.96185941112194	3.54582566705839	4.42902376374478	4.76187423177163	4.04222706862655	4.89303094247493	4.50385259778525	4.81692545629417
"062dc7bf1a892776a0d4259124cbb2fd"	4.63062180801888	5.20833022818726	4.31153194405663	5.09243922528934	4.55009085993474	4.67150068182951	5.07469032337047	5.05921235619598	4.46433423707433	4.84445240558907	4.24276399262757	5.04022671716496
"06308be651a239379c2200605a63c9b6"	4.47379567345841	0.572258018282703	4.21757342655339	0.383439957347844	4.36565090098113	1.92611183055843	4.14004751378942	0	3.84717680096151	0.586660867321519	4.07504245405285	0.46812118383793
"063fe437b9d9aede23f02fc83941f904"	2.09531156898022	3.7368307188866	2.46249802482764	3.87570132760821	2.28371547630807	3.34281304020934	2.86994793769962	4.13783180181915	2.95147835504709	3.79778453038794	2.55300134025334	2.50294955975479
"065c6814da267ed1133339f9baecf63c"	1.23155217305279	2.86971185991512	1.61154329456093	3.52022544935181	0.993974104658545	2.35335567579169	1.65305709120456	3.31150699022645	1.84409692111791	3.26356025380655	1.73857609231818	2.7768470328553
"066aad56751f9efcd6546c0e2594e7bc"	4.25264820654214	0.251899701419608	3.66483155739961	0	3.61483980654911	1.8524576569659	4.25098955722863	0.373575324572715	3.91032877102322	0.588519729477948	3.78678852659646	0.259390616787194
"067925bf2c68cfbf03151580d443463a"	2.15168470778391	3.32128510120347	2.02468216929317	3.25968216340982	1.99838320063331	3.06215303916492	2.11451458204045	0.985461635811254	1.99170766821697	1.47412889354691	2.07632655947389	0.864718258020642
"06850915424790786904937314f04f24"	3.72998094557128	5.59119087017171	3.07309938963793	5.61596421586135	3.83649939788916	4.99749484194607	3.2719812363793	3.79817501730677	2.83374143988318	3.04940004663441	2.78977395656129	3.78599845156627
"0691bcbf69519fb5dba78151aa18c728"	1.71074336778506	2.85409124182899	1.16376288080219	2.84318431581182	2.23663296205611	2.83745896227446	1.64310083506578	2.95430358783173	1.32323894713477	2.63161019187226	1.11153398798542	2.89664867777655
"06a434056b6d9da35471b83529f52fed"	3.85343769405394	3.03737687364149	3.48210805100949	1.46706710994084	3.17882295116535	2.813696475927	2.90297972023284	4.07738794120532	2.89434164523328	2.12449377610527	2.23847527994803	1.21980875120797
"06bde0cecfbcada397af9c0bf5f83820"	2.36133218865493	4.33255548180927	4.30586536363637	4.37480756477941	3.40121641481436	3.39105454994855	2.79918484991644	4.90738092384874	2.74106564819957	4.76892371002351	2.98651939342846	4.5954233824152
"06da80a2c361f6c3363b72be33e8e8d4"	3.40285276899654	2.36038034632134	2.85606083884101	2.34603333310442	3.24303249184641	2.28941545951637	2.47693246374248	1.84157916020668	2.19064160981052	2.22449678364283	2.33525951209974	2.04310389903593
"06f154fee6b1d89c4fb222e23f2b939c"	2.58404864546658	4.88164985769924	3.42727336216101	4.9500602431345	3.01614020781102	4.8396254618305	3.22808211661667	4.96933471284942	2.68612492257505	5.23636898144347	2.65599872463041	5.1243079678515
"07110273e3d6af343dda0d8332e78b96"	2.16922054359328	3.15252142669008	1.91147278883524	3.2635314344869	1.97658053852525	3.0676256810829	2.85907349670363	3.96047610469375	2.90038313313352	3.55384473449127	2.67754848816539	4.19612554278233
"0723628f526fba7f82f84bebd97bad25"	0.416032585087047	3.10623758878994	0.578517384034298	3.56940247294424	0.530279880327491	2.11682150823865	0.626473047291953	4.21536088369034	0.887249075889431	3.81251687492209	0.66303842712296	4.1227071800646
"073587e420e91ec5e53de8257bfaba94"	3.03007664550363	4.38871322948848	3.00033083394905	4.53502153613228	3.08472883708957	4.4767816604087	3.50178874296073	4.83632888997474	3.39376449272469	4.68625751708331	3.23770150451816	4.91678194593054
"0760f91983ac07c0e8e9f3efab81a287"	1.91644367398006	1.41112940259118	1.81475226396254	1.76696938522083	1.26063192687406	2.62637807219819	1.54981050960875	2.83299648221873	1.67041847801308	2.78765611757022	1.43054011780907	2.74865703885434
"076c212597b0d5ff02b7d6d677f724bd"	2.92637404961968	2.21070902985544	3.31074434349072	2.63245457935661	4.03227830695968	4.12333210100012	3.27264177970967	3.11721423751023	3.34889796727049	3.27593796740755	2.63498189343822	2.81929934470804
"0770ab0e479e6e586e8685465d538066"	5.68948353365537	4.52027212346647	6.1730973375902	4.60685012410154	6.012840791012	4.6243597822819	5.32176198120064	3.82968693667793	5.00125584425951	4.3980079996498	5.27722283310036	3.53636560062192
"0771eed1039e2a9a46dfc4bb7bc0681b"	1.257789081454	2.76866108445255	2.06049008171305	3.15414401463781	1.73579612179147	2.60871875618742	2.24414779673613	3.2359521833414	2.23525665987641	3.56642183271877	2.20283169065111	2.95250537198294
"077896f52217cf2755311d9ba92258b3"	5.33354929371501	5.45776134497582	4.8251253397607	5.65469811071426	5.43685518172426	5.53866383157463	5.54678568182234	4.16064184832545	5.38585688737848	3.98850652516167	5.52097896174005	4.00990006978188
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	5.57509454872473	7.01637032161707	7.11490154777103	7.19598651986333	6.37667742796505	7.28126976352998	8.22743529125749	8.30755984983306	7.75609592119762	8.80607790540469	7.54615929487353	7.55976526951961
"07ab66989a508e3777a908855686e414"	2.41995986754543	3.74642180118653	0.929578457721076	3.74283591661911	1.98818580649548	3.79834441251061	0.549068936341987	2.86698029843879	1.0337821694644	2.62745745329544	0.617118904263404	3.04940004663441
"07ba0efc76158deb7ed94f5c6b5e148b"	2.78842887940015	0.441659645236198	1.12923399429797	0.163268116928399	1.46051427325949	0.277491470941944	2.26414567455055	0.245859577597942	2.048848304595	0.568988865930157	1.80035574845341	0.454166379437856
