"sample_021Ab"	"sample_021Ao"	"sample_029Db"	"sample_029Do"	"sample_106Bb"	"sample_106Bo"	"sample_7_1_1"	"sample_7_1_4"	"sample_7_2_1"	"sample_7_2_4"
"013c9c13c8d7029019462bef0627adba"	2.22059482086037	3.65199524977425	2.13681625389307	3.1755479027412	2.1439474458298	3.34790526412088	2.93821205674787	0.955638427339064	1.10634554156199	2.90474987077264
"01525c063123cb2134c64e84ad1e2118"	2.20668854130733	3.64234586695838	3.05356523761156	4.16249218770038	2.0261884333741	3.61809694646879	2.61194413800011	1.41071376566063	1.47366171640839	2.84400112263786
"0160f5a856b526939ba1062b1cc9df76"	2.55635406197929	4.49485162171764	2.6100624397738	3.95633381893569	0.566798501802664	1.81754579244194	1.47366171640839	0.370103870920096	0.207010104335413	1.40775615046087
"017a60cbade7b309db182bcabe59d6a4"	3.38099535461651	1.33046447615922	3.72544616775488	1.72952939269192	3.71874913035925	3.34701658912809	3.16176098654941	3.56163781090741	2.73390279106512	3.20882589305502
"017d459400583fe36857c77a1d541f39"	3.04034610994668	6.54239720266928	4.46648680175993	5.93335883766638	2.21338933197381	3.37100652304839	3.11720693122557	1.33719865027583	0.963964082162872	3.35253885882762
"018de0ee05bc68de9383baf688539f9f"	1.51978887806451	2.78483715301161	2.16853470857372	2.95391812034037	2.55434719883018	4.18659043060404	4.31584429654249	2.40326763397008	2.07599561127554	4.38997986125506
"019ee757485f09fa0c7881843036a765"	2.51095768889264	3.13883125052626	2.38255641350419	3.57015729011454	3.53552312537297	3.03803980411899	2.54584141958201	1.66490478531386	2.72917319815653	2.75028240081555
"01ac16555e036cea2ece2a239591aae6"	1.70304625991641	2.91687385641689	1.8511664449027	2.97861643652395	1.60350836737701	2.40981351303177	2.09851534953006	0.434845900979473	0.664845437887849	2.12777386295997
"01e013346904f75a91f713c559585ff7"	3.03811304412904	4.27186069515261	3.13292292731456	4.06502033276006	1.13342264947386	1.23698486051778	0.68944533718473	0.197119853222468	0.177040972350029	0.759810006264008
"01e7154d4b5f3188595e288aeab7f7a0"	6.84323853894069	4.44421849831325	2.70126322157323	4.81540534128511	2.32236811225485	3.73564137230623	3.19751305718567	1.24747041618755	0.995768972573873	2.86007290410623
"01e9bb0d97f8ed373a8d529ffb971acc"	3.15280183216396	4.50566869489729	3.72805112760325	4.74441199311636	3.19404446265255	3.58842715122646	3.64248362124424	2.21998470056503	2.18384153368248	3.72781322706535
"01ea06c562e6b8f6bbc5be68d99c0373"	4.04433850915927	4.61767270278682	3.98404706488618	4.52260194183038	3.19652325723577	3.21419147039133	2.84611214857988	2.069903700741	1.81360575845787	2.70275286160873
"02104476719f02b32307edfdb1e6a0c4"	2.94987993973188	4.05511539569976	3.15938650834875	4.57939011733164	2.70975793572381	3.72619714661614	4.12518801393315	2.12993342514446	2.26932361114243	4.21184900733355
"022b87e073ba519506a6d0d9dac1bba1"	4.63657776362763	5.03730319030116	3.97885477007166	5.56181606422586	3.49741109255324	5.96947840091856	5.72179544591738	3.9335983742147	3.0157463980909	6.18705291759001
"026f6d9d6a5c591d5465aaeddf6222f1"	1.31025898308118	3.10933623904686	1.82169994597264	3.12205410304926	2.07599561127554	4.17008139753384	3.86317629465999	1.89689095866138	0.968570039990359	4.52696520948507
"02a63d174c8502c109303db99cf1e437"	3.2130500881697	4.02021243593052	3.62807262819934	4.4652428399345	2.33650911108402	3.54220362204113	3.10588672989387	1.89870547732821	1.36230899836938	3.17398974981554
"02adf979cb3500c39977fffbf7d2a048"	3.23446794073169	4.29300053864824	2.72331674818023	3.94402409891757	2.44376345184205	3.4089438937047	3.01545126585414	1.36179149001676	0.935689752482658	2.96086797365903
"02c19d40dee2d87c409a2e2f7b713d7f"	0.82556920806647	2.50213243045307	1.2758710511196	2.15787141096695	1.03092035630706	2.4565504699395	2.82766681398724	0.921526998669401	0.867087882561922	2.80522016558592
"02ccf6f06e50ce9c5e49ffe2278c9f27"	1.47464783379941	5.21178987020971	2.4260959866512	5.08066293234522	2.67332712078397	5.26419334213029	4.91432877148502	2.47869828945877	2.15586353895436	5.26558156117338
"02f7b0f943947c68160210ebf8af9e7d"	2.43942276385196	3.85950453977206	2.59747909683797	3.50682746098443	3.44974926347635	4.31713678516106	4.20734633397964	2.26371535824064	2.06377445125075	4.29427345989302
"03202b02066380ba1d7fadbf07ec658a"	3.70701893444172	2.35359754794989	4.38992610156625	3.79036462029581	2.68968729690717	2.68886500315729	2.22261071631923	1.80368721664108	2.63130053762425	2.204082121651
"0381b98525605c48d762e395044ca5b2"	2.2712995824861	3.9805590114471	2.67168060468772	4.11514249122343	2.00055759435131	3.59375907940331	3.78687194401829	1.18723247411525	1.42676762193938	3.44829692833912
"03dbe23a9e8b7382924fd20ec95338af"	1.94532722832953	1.97647836368341	1.8571205207917	2.25865312649174	1.61801502362486	2.2027454205083	2.7393925251913	1.17165207146304	0.782206043352542	2.76334834868228
"03e263884fc71d9f491555f67c1f630d"	2.27253611063385	3.17177918587515	2.60207319915946	3.43523739041888	1.72921274093126	2.63130053762425	2.56836467247411	0.851711676581753	0.902072124876585	2.19198699623455
"03f86a1233871340db1328f6fc35aff1"	1.48887802489071	3.46854632486137	2.14166018648396	3.73027856207219	1.79969208930355	3.95932711358214	4.15081956666511	1.76092046454361	1.90412936170675	3.94420390095705
"03f8d34575dc20b78b31c3c1177379b9"	3.43473917974538	5.38632146729101	3.84704406732126	5.40504547662217	3.10394105699794	4.00714115563065	3.10061774544292	2.31858423883583	1.73001094612663	3.52078059689585
"040ffbbb2858152fe7b1bfe2be12eebb"	2.34850701867304	3.72996682654755	2.58147136129524	3.66972124937519	0.559907174049794	1.20485191779243	0.68944533718473	0.273631321354119	0.135631685464559	0.921526998669401
"041c4b843dce3deada3d6b1daf849177"	0.390759452245651	3.33685551514643	0.99493500582849	3.024065691545	0.695501906016622	3.76747480718263	3.50870813390347	0.327402660646713	0.226501905723844	3.37017444142683
"04270753eac3e84e5b3f45e5131fd1e7"	2.12518182158164	1.36658642933995	2.11777002999581	3.099896774271	2.59104032592807	2.73392421590798	2.34999637954989	2.11998412331827	1.94499930015959	2.48770339232018
"042f95fd86a3be60cda5e0a13e76be0c"	5.7503872685155	4.3210795233633	6.74569255129084	5.31495784264704	4.72326846084027	3.60961571379987	3.14469846569187	3.81099431607073	4.13409197959108	3.1850695789956
"04356242a8d119e65547c999cf90c0a1"	5.66702996631115	6.94056796605987	6.71899663250964	6.98524562445645	6.74166531031883	6.51545716183339	5.86014207017473	5.91799884365555	5.51314602475144	5.98911383635112
"043b4a5d64c5e405fa8ce60a25bebd8b"	3.38676303930543	3.2327590059768	3.9465245237545	4.6144612896978	1.59371901534947	2.69050891504555	2.04359089347314	0.707506096138806	0.68944533718473	2.23822362284869
"04731e32cb646050ab7f27f284c04106"	2.58938827933855	0.34883831763735	1.37834283133227	1.2043107472168	1.1998897084055	2.47382351247519	1.32204208995919	0.452003273893997	0.968621051466462	2.89874550533036
"0496149b2d1f183353cbf9189b7049e2"	1.71014803174107	2.64688943558642	1.84344068836307	3.17952774360395	1.56122513154686	2.71324435476666	2.30440593425598	0.9867846096207	0.671052378236645	2.39667862389024
"04b93fa3ee523f9634c9c795a5f49e4b"	1.8603586280948	2.86512418624213	2.21925956210814	3.02262650540533	1.28164886755061	2.34814241811837	4.67658764910909	1.84661138254698	1.89870547732821	3.46576418364982
"04bd54b9e03f729a1a5670b1416e260b"	1.22686258891087	3.53739360042501	2.29868944750329	3.14307140475824	2.38448484452454	3.40453912514585	4.14258687793727	2.97085257471408	2.47709328815544	3.69677420836986
"04c1a513f665c225f7ed173aa4fa12bf"	3.0164880683293	4.07725007354803	2.421034132139	4.09373782303897	1.66585227488055	3.52289932159308	2.91540310721069	1.43633588668498	1.32468146208513	2.8825204935623
"04ef5fcaf6bf35657ee641e7ab693ee9"	3.94113316335456	3.13278358897531	3.86438072219124	3.6325804943669	2.55528783489924	3.10371589585748	3.03919948639737	1.72274874043881	2.01495435255809	2.17837412990621
"04f27efead94a16b3e810b74f86514f0"	4.10094473309543	4.36821848951502	4.33959788125763	5.21535588673369	4.2467776908109	4.6624077335246	4.53292334055709	3.76924389931665	3.90733105282702	4.39485304055832
"05114c017775551aa7d1fa1a490e42d9"	0.221029317897004	2.02016647755063	0.672189085968468	0.993473970544805	0.264381459330454	1.88225504711188	2.2687366433567	0	0	2.15339401067214
"05425468abc7b6696e6644b43e20a070"	4.48389838401442	3.28843133647635	3.85652880099893	3.6935381187228	2.64040070062328	2.05199576193108	2.07428514003629	1.90526278568756	1.97945840737019	2.24812141997911
"0575b5bcc7abd6f7a59549c280abbd34"	2.06232590119911	0.183137890169845	2.24015421588024	1.27154546779473	3.56306260642636	0.751399252782819	0.391103021676271	1.9789521887406	1.19529084847741	0.0782753273625249
"058b63372cbe61fbfecc853d367548c1"	2.48681981851306	4.12121561329954	3.99804656134982	4.78539170591406	1.29830978345134	2.18384153368248	1.62994519336437	1.04378996756688	0.419049093262551	2.11032167931102
"05c4489613b115ee4ec2ef8199067913"	1.78399292676822	3.60118101736997	1.6264088196528	3.37434388595407	1.72039465316229	3.25046134661373	2.32912879394342	0.514462337094419	0.626484013752523	2.76763269876057
"05d75b81fb54d3ff766fc90129feed63"	2.54063774920287	4.62451976949896	3.4776582977566	4.36291414917506	1.69201832049743	3.50979465336885	3.55681455708748	0.707506096138806	0.748421041968167	3.24012191966764
"05e856ee9d148f9da62ea0b0ccf6db24"	4.01353030698227	4.61476758328041	4.3573834708609	4.73005187757367	3.54290424304976	3.08174435975218	2.76258447118295	3.15041838144263	2.13638705091276	2.81396906085696
"06094dd96a7550292ac7a15406ee3eb7"	1.75801263349992	0.0915689450849225	1.52716454518143	0.30133897202949	1.76920876943714	0.645990057253149	0.991286880910561	1.55357418953179	1.17912565479535	0.759810006264008
"06122d6c188a53fa3820d7ba9c64b053"	3.59603877579739	2.6979603493302	3.95609336647631	3.56606007245365	1.98713434839465	1.37463161492011	1.56122513154686	1.69201832049743	1.58631359442664	1.95851818976271
"062dc7bf1a892776a0d4259124cbb2fd"	3.44613569251584	4.48111987693802	3.84141897958592	4.33616435506417	3.43737291809581	3.54709769202561	3.28371573808262	3.47517651218282	2.9977884082595	3.23346350538696
"06308be651a239379c2200605a63c9b6"	3.59944658318347	0.0651367958746061	4.22376291230777	0.553371154090927	4.0513198180023	4.66693331383273	4.38294288057956	4.01016068864306	3.46345604668837	4.48949984612531
"0639cd2e7dadf3ff0a4ebc918d2008b9"	3.5605362935928	5.63497887097125	3.78370769962476	5.455377182162	1.70969402275258	3.45855109124546	3.09553303739468	0.736900873449868	1.10576498040289	3.07896366121039
"067925bf2c68cfbf03151580d443463a"	2.64752641468401	2.47846178660987	2.90285116969451	3.0425264031306	2.16191168615572	3.46680307195946	3.34959980074249	1.64713628693708	1.4337318526067	3.15744442624473
"06850915424790786904937314f04f24"	2.95311178771735	4.98233060246249	3.48574132815844	4.74171827380866	3.18415816417804	3.00983335651177	2.42027799199069	1.48076078601373	1.93701777437489	2.34626598830562
"0691bcbf69519fb5dba78151aa18c728"	1.9890647889637	3.06908699386717	2.17880938897623	3.40487862690533	2.58499666757999	4.09510058963347	3.54904670699252	1.79303320074642	1.45927232702686	3.51204822498498
"06bde0cecfbcada397af9c0bf5f83820"	2.46076592654535	3.5128371415372	3.0709232304965	3.89880442365648	1.21547077928678	2.01552395626233	1.72374549290316	0.825533253106846	0.458082858350042	1.92860562484799
"06da80a2c361f6c3363b72be33e8e8d4"	4.05485574746664	4.21442557092784	4.03888006760386	4.11195834710751	2.96727366981203	2.53763979899166	2.09920521279335	1.89787076694395	1.95034730846214	1.60215646052269
"06f154fee6b1d89c4fb222e23f2b939c"	5.54183961449274	4.73359330356357	5.5647813694377	5.55130767863975	3.55370156389874	4.58555801855328	4.69257616427905	3.1850695789956	3.03745945826596	4.64008896677743
"0723628f526fba7f82f84bebd97bad25"	0	2.72990431742629	0.292759162192064	2.49322859283083	0.327402660646713	3.67215373078998	3.73013907286274	0.15655065472505	0.236107159466067	3.93003805556771
"073587e420e91ec5e53de8257bfaba94"	3.26987383566384	5.05589555293429	3.71231859851436	4.91422101166155	3.14208764879005	3.45205287189412	2.82551644584491	1.61320281628096	1.72706271334981	3.02519374096157
"0760f91983ac07c0e8e9f3efab81a287"	0.979336092626496	1.76555787969596	1.19838335810894	2.15879697406648	0.255045237925484	0.882231236691572	0.945325124792503	0.226501905723844	0.0924333183310872	0.524719653155948
"0770ab0e479e6e586e8685465d538066"	4.99455455596969	3.71080727257121	5.73187022779784	4.31034157105907	4.5569563426024	3.44879391236464	3.02804019984243	3.99511829895652	3.84244773485209	3.12358127305047
"07ab66989a508e3777a908855686e414"	2.09080863628171	3.79993103208803	1.83240764308443	3.42911108824344	0.370103870920096	2.01817698858855	1.38680423111409	0.236107159466067	0	1.60350836737701
"07ba0efc76158deb7ed94f5c6b5e148b"	1.45347600127489	0	2.18822295145412	0.818374624284029	2.80367852160728	2.00684187524858	1.54584566684951	2.0205371298412	1.70376556260348	1.72065617290447
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	3.06083438584423	3.42371527353711	3.27865001458151	4.47497539215024	1.8729976159257	2.76867921506586	2.39777981158753	1.46250743741486	1.4901632648776	1.71406455887577
"07d44546198c8221cf2a9765f78709b8"	1.67602308774545	0	2.4380735692804	0.102755124572146	2.79408360218255	0.622035548536212	0.624310863920072	3.27028505749177	2.7803191248118	0.319314372917983
"0808113a681a013933c03815ed511b06"	5.03449448762319	1.75769184919226	2.29409637875104	3.8637036308705	4.11108531011617	1.43290169433563	1.16718172620254	2.07158760618372	2.18596225353287	1.34212025142947
"08278cb30c0ecfa025df1080741366fe"	3.72879415716974	4.13985347595661	2.98643014257389	4.73807020433782	3.27871142961016	3.53163497258047	3.38176104727254	2.46275774713925	2.03571820692285	3.32200030245517
"082b8027abcaeb2baea3b91658963091"	3.39469396273338	3.69466231387144	3.63689347653427	3.41169521593184	3.36558557523075	2.40545435806244	2.3955762222417	2.39667862389024	2.55151997016526	1.94649283640292
"0834e59536ad310cbadacdf155bdda3b"	1.73226774710502	2.70126322157323	1.64964275655622	2.65886976078495	1.25784716489452	2.53150234437735	2.45758769554635	0.748421041968167	0.74267754690262	2.5140195597541
"087615d55895b273be3ec65195fa1639"	3.32753218326454	4.3607450292285	4.29422631018336	5.17796334122828	2.67227551689829	3.89149820542802	2.87384143742592	1.31469765617041	1.50907709962851	3.15197269691687
"08d7a738a4756ac72191feaf26591930"	1.22722828717891	3.37201570829858	2.30698539743853	3.37941655902714	4.01370285574015	3.46311277791386	2.87110285481054	3.6297226919642	3.54953577425482	2.96712264320625
"08ffb091e6fb80698e54de15a34c082d"	4.47285999025616	4.18132835549797	4.63882253994993	4.8185326177321	2.67894437291909	2.95016361475945	2.62166917085687	1.46530769301408	1.6740245574137	2.57760167061878
"0974d5a60d20f55cae8db1bb4d3ae6a9"	4.07527692475471	5.86394947720749	4.89218833809353	5.650969851234	4.39551870595528	5.07615171193695	4.66194179447294	4.14527473652287	3.67767757164668	4.78226808152193
"0977ec1ec766483e434b5ced6346bd40"	3.47439021201216	0.483443787698047	3.13942304390256	1.18442198626432	3.00860185409992	0.626772307693485	0.327402660646713	1.92022670646927	1.49288724210354	0.318639168469421
"0989c13d0c860d464a6d08c86ae36452"	1.60594980521782	3.73091972000322	3.33439343853626	4.05138260118709	1.41848693029398	2.12465923289527	1.80771468092825	0.645152878338489	0.728842544780987	2.12195638931919
"09947d9e52474a7c0a88c03dd1c4cdc5"	4.45828372439064	3.22909305079478	3.16657992277432	2.98798937452948	3.6478580907627	1.17912565479535	0.488248671587006	3.03338757940404	2.86698086714262	0.135631685464559
"09b2d834bd6ac6da3f312992a5ada13a"	2.7621485429338	4.56998818813138	3.13453393430021	4.63347632209096	2.60209234702784	4.85449132820921	4.1676793980016	1.44598479709058	1.38820252877353	4.22233801120108
"09c649de9578b51089151c3f67c6d1f1"	3.27214095731047	3.49521100544381	2.36026197784201	3.0534104526374	3.97604336109117	3.79343156810317	2.92319760157577	2.34234268123487	1.92376897520369	3.07225826636662
"09d19cff22a275f6b41de4a94d82edbc"	4.58998305754708	2.31475344553768	4.29298923699772	3.20246853183252	4.52781578430624	3.53131243892538	3.51263021349051	4.39375051760732	4.74709758580868	2.42926196007665
"09d91bd09f3acddc13ab643e76870fa7"	2.71389792056532	0.561432907998303	2.53224816701926	1.73747404027117	0.892200887582466	0.419049093262551	0	1.0265934148793	1.03951847373538	0.517531091780994
"09fcb9ad80345395a0bea7730d6fe7e8"	2.69237508743638	3.10065742087181	2.87907903078045	3.35868310720685	2.43663597566025	2.00522365964009	1.42537203519742	0.502997060371407	1.24747041618755	1.5788529238434
"0a133b520b03346a629160a1e02b66b7"	7.16854512007996	3.61067139577495	9.39179069602375	3.24065610316601	7.90044774931554	4.63045725599997	3.62747269056689	6.58064662685468	6.65507041064852	4.08399813876795
"0a179124b7265fd051af45cf7bbb5a2e"	1.70454079802719	1.92109331446399	2.2467150253502	3.36134713706219	4.76405340679946	4.89129661154846	4.25364837041872	3.44435345011132	3.93193846949527	4.28614617979363
"0a2b2d365687ce2b521870ff1b9fa4ff"	1.34961428925152	3.77140296581165	2.19274097399405	3.43294715106621	1.05649605420276	2.9425329533264	2.40872550445407	0.442651702561981	0.197119853222468	3.07001310576655
"0a2bedc2b9e2f372d7ea96ac9331bd11"	3.42514162961473	3.50112229691904	3.7310397746117	3.6725908108372	2.14066598356824	2.08205063503366	1.0606957913222	1.45688329156018	1.05649605420276	0.719367893303026
"0a3d2dbba6357dd3b8d7cc68bd934825"	2.5156518487928	4.50925838184346	3.08460968261118	4.46437251160902	3.39929741119417	4.47580700855797	3.99270812209745	2.77246965265128	2.26245608746811	4.23926614176117
"0a5a7c8b3e26ce811cf9a5a0f0698842"	6.04182894770725	0.0600032523358097	0.891087789087478	4.9257313675993	4.91181640931292	0.73109063605915	0.0813357175297303	1.05227860487871	0.207010104335413	0.344702560113685
"0a6615421c77de34c12671148d5b177b"	2.66608693789066	3.91118585236987	3.43986570450919	4.0198972892168	2.46172587296446	3.36975814083701	3.24012191966764	1.75046253555316	1.59862567024205	3.36767403432027
"0a8072d5e752c9bb771c9801625bf602"	1.81439981037791	3.98155423022014	1.87838349690536	3.63700477929071	2.26245608746811	4.02349595205962	3.81393619434855	2.05915273371699	1.81360575845787	3.93926864894279
"0a86845c7d4c1c002a7e9103f5010edb"	3.97130687000763	2.03239448241994	3.95662957340731	2.10654831101811	3.4977775123132	0.135631685464559	0.166848294259004	2.61105533634609	1.99044774645155	0.0701135765956515
"0aa642a7708a378ae2d52b09a6251f52"	4.65284074515144	4.71190936995355	4.72308672513213	5.27116863819536	4.40518906274197	3.94032057210035	3.9562291348983	4.24717151144131	3.34695096048957	3.8677017755577
"0ab9f370c6f47a86452d576a2fc304ad"	2.2629311660172	3.35919969628818	2.66856619995835	3.86015607285746	2.68143377249727	3.4256293098708	2.24593960640795	1.15653522500106	0.906971441872821	2.67644876076185
"0ababa66302abc185f7420fe8592e464"	5.72085164699209	5.15468652103033	6.05238572102811	6.28328549669662	2.63738164071821	3.88056536152731	3.37225334874455	1.63467769237428	1.48194652789455	3.18906836371359
"0abfe6fab9f2f0326a0cf0b2819a045d"	5.23843571865811	5.21401119990242	4.93855179439153	5.12211536700987	4.2777843824153	4.40280703134677	4.75388165724667	3.73794910303339	2.70518376345902	4.79926005706515
"0ae7bfa0558543127382041ced659532"	2.71568630504166	3.30168344510725	3.35812424410857	3.53200983130898	4.75440313643882	5.19589284220211	5.41976552188455	4.0747826359551	4.15519543295212	5.21797580588906
"0b0887152c48ecaee3708409b923f793"	4.02067821682726	4.82939448056754	4.77798311603236	5.44885908315446	4.3087055931936	5.1299300457932	4.60535916812984	3.4830149748326	3.18956708935736	4.65009182945195
"0b181d48c37772c1041becbb17b33ac1"	2.10654831101811	3.32364152365754	3.25328266219891	4.46684193538556	1.63231424243507	3.04900286180695	1.54844084626888	1.01349910896156	0.495650055104257	2.09106497706321
"0b261f13fd2e492ade805447726ad7eb"	0.987732868128508	2.59054812597272	2.0303668370326	3.16788227502645	0.353241556604199	4.63151893861628	2.62166917085687	0.18713080712185	0.0701135765956515	2.89280435229336
"0b7adfa1cd85552388da8b57c7886d6b"	1.36658642933995	2.93684707556242	1.07056940351011	2.44480141222498	0.793218734284161	2.00359263189632	1.95338216389401	0.370103870920096	0.426978689188451	1.79969208930355
"0bb191da42bbc249401f322288de381f"	1.18559088734276	0	0.245515424289892	0	0.15655065472505	0	0	0.0924333183310872	0.207010104335413	0
"0be9f61b9f7def51e9fa6d1b63fa43df"	1.98680802641068	2.5611405747874	1.58840220520725	2.62920322270385	2.98563471436326	3.42168392536098	2.93355629275224	1.90412936170675	1.4195344857676	2.83834983555062
"0c0a8b8a1b3690c0f6820fcb1603de6f"	1.69038359691673	3.99064267028714	2.06428983207908	2.99960675803587	1.1450457096447	1.6740245574137	0.973154880200032	0.327402660646713	0.18713080712185	1.06487796438846
"0c23f91edb5ca911f16c5ea6d2e6f7bb"	4.44639529763637	1.70172534652407	3.8450623532982	2.5611405747874	2.88808477567181	1.51993468921656	0.668424348038348	0.893906126406674	2.12325272959941	0.727047344819195
"0c641f1bb166c036145c1c358b3548c0"	2.6380854289013	4.44947100785594	3.39664771427025	4.34362228820262	3.52309888772747	3.32200030245517	2.98195961440262	2.15198775921515	2.00195893955442	3.16636431507327
"0c68649e567b8069a4e74d232b8bf5ea"	1.66438432604886	3.14284280099082	1.78031759324095	3.02018388149532	1.29830978345134	2.07751280786802	2.50020732843815	0.719367893303026	0.273631321354119	1.69646662260684
"0c69526b39e6c700505869e1bb26de49"	3.26149954026815	2.28555632975489	2.59590605546271	2.63758490881907	3.09425776269196	2.96441135435033	3.01391765021527	3.09049325675232	2.22479109200537	2.10021533797604
"0c8a4e5e6583e8f749e0fc431bc19e9b"	4.0101724235054	3.48384530818874	2.96274513126479	3.65761528355811	4.45619065436405	4.60014141287704	4.42014355377443	3.05472497627922	2.84047281258939	4.53257798754567
"0cc5c86249ec081e574cccf28c21ad70"	4.47743771847814	4.78241789254652	5.45133909506379	5.86386166039807	5.01120299958766	5.41153042016995	4.98488915507508	3.92694215932742	3.84314794842937	5.01120299958766
"0ccd6ae37ee2caebd21b05bdc79a677d"	2.72889542196369	3.15147967793784	3.58869883294208	3.7670476367319	3.01098904486995	3.80562317208898	3.61516926821739	2.3955762222417	2.21471189019376	3.51592939731655
"0cd52318943a4637efa5e3e02936878c"	3.78078416611454	4.44425557551792	3.59754125658713	4.16894650211817	2.58467730803113	3.18997936358646	2.84160126432515	1.49161412930093	1.88680843055708	2.84163216094868
"0cddc551cd3c2f10d16fc8fce5d9e9cd"	2.6179883579863	3.39974899993022	1.90511791599694	3.15346225431988	2.88065526081286	3.16585387932908	3.51412896432482	2.1714975688317	1.66490478531386	3.0467048165063
"0ce4a8bb4c43849083fda1f51b3cd7f9"	3.87982661981979	4.64493267543101	4.31386475710154	5.05283720010058	2.90480761328582	3.7318799140544	3.78164127597426	2.46378855764721	2.4565504699395	3.63452714359847
"0ce5e64a14aefbbf08f9f55bab8d3087"	2.12518182158164	3.51605822594723	2.38966696749867	3.15214097356236	3.0949851253479	3.9371460619496	3.43737291809581	2.07902770606169	1.97545022712711	3.37017444142683
"0cfa7e4119733f2ab8a1c59fc7d11cbe"	1.44247146029473	3.77594391302803	1.67022063939832	3.21491438873093	3.87279026820258	5.24419240888882	5.45162877285521	2.89011728107524	2.61371937490788	5.2832248452663
"0d08c5ce5bbbc77fcc000171f26ad75a"	2.7955098276141	4.29365649846186	3.12756685199039	4.20669953405067	3.19948972281334	3.40574485952689	2.85937947593555	1.79366931098537	1.6740245574137	2.63911232810281
"0d249199c968f7d7c3db66f8fb5af173"	3.7750009412518	2.85186198669385	2.30065244235137	2.83278722038731	2.95395722085137	2.63564795286115	2.069903700741	1.26128229008728	0.906971441872821	2.4152358700017
"0d44dd70f99f6ea29c8a575ed17cb12e"	2.9801687883849	4.08572720589685	3.23397801061267	4.45935751481854	1.28834658090385	2.43980685532015	2.27248612989189	0.963964082162872	0.841327932921629	1.94476306283197
"0d5570f6ca39afa62394372bd3e733df"	4.37994198337064	3.1762643392664	3.88149083730666	3.43240830551294	3.87101799441164	3.92435697903194	3.81991537182133	2.736719397938	2.70324161773882	3.57830805205487
"0d5e0b463b926da9fe06e368a558024f"	2.17784962904641	1.61974733701958	3.00525544331738	2.29970897967429	3.61321271001391	3.97126313987232	3.30570835253191	2.85311688898207	2.83551217031747	3.74168784391456
"0d62240701ddae50db5a78fc3050341e"	3.0464149882417	4.42090829589289	3.33895216316441	4.33468331762126	3.47217419494557	3.96806358361144	3.58171258576074	2.03413620469071	1.56376249240885	3.63612351163062
"0d74744c58d6ea67c4db89ac6fd80b89"	3.41052837885363	4.7815110607702	4.29084484632233	5.63359782185136	3.17651869429599	4.61798694925021	4.91980182219879	2.55810444595243	2.18656406658722	5.09130395966342
