"sample_106Bb"	"sample_106Bo"	"sample_7_1_1"	"sample_7_1_4"	"sample_7_2_1"	"sample_7_2_4"	"sample_8_0_12"	"sample_8_0_15"	"sample_8_0_4"	"sample_8_0_6"	"sample_8_0_9"
"00306dbb19665982fc78754ac92927bf"	2.74527381455572	3.84401231109544	3.80601905009399	2.20646418664781	1.80312877463051	4.05416308291375	1.64288042543432	3.08852182469592	1.86568999706804	3.01256697149005	1.09810282558049
"0051ee453ff489fa79b20379bcc79b6b"	1.08961022473438	1.4901632648776	1.26128229008728	0.458082858350042	0.14614586950682	1.45688329156018	1.68168564112163	2.26908373709142	1.43375220957934	2.52344956918842	0.224563342932916
"00539cb2af8b7b06ee1279130fa2f307"	1.1939073168425	2.48216372473953	2.17011656390134	0.502997060371407	0.386686556267673	2.32828451565419	2.41044627595035	4.39046396887634	2.61136635492643	4.22723702867738	1.43338684614376
"006c80037cfc5a276d7d1b8ef20cdccd"	0.620283434036384	1.04378996756688	0	0.748421041968167	0.37842958638172	0	2.04483663967561	3.62324124190396	2.9688519415957	3.30269495826241	2.36193869177658
"0092362bbf11972deda26d5b9e919f85"	0.867087882561922	3.15765127312979	2.3878251938666	0.473279507692021	0.327402660646713	2.42919791994237	1.48494259976513	3.56490091590526	1.40713958198137	3.14701197893242	1.39160821754363
"00a550b3fa43f178639afb2a02540b16"	2.66049692167537	0.645990057253149	1.31144149621782	1.75046253555316	2.38448484452454	0.309798198016489	1.28431036083497	1.10333710910382	1.91789037903873	0.407830308814445	1.17387806649657
"00c4a692e67b1c93a289ffcae447cfcf"	2.49222811566037	4.42855597128806	3.91807793727439	3.62133990104798	2.9425329533264	4.09716125827331	2.46685568744965	3.84452718098621	2.30394049757037	3.72723399682425	1.65577853313254
"00c6a28930e3eafc29b6cf8827820e4c"	3.11075394459442	1.11771205463604	0.719367893303026	1.48743184732784	1.28834658090385	0.74267754690262	1.59974961204351	0.986556072092665	1.85080010787124	0.777746790571071	1.09310669373849
"00cee8684ccbb62fce87c20103b8aed2"	0.702473660125897	1.82492439325043	1.75986129402566	0.469494778852093	0.0782753273625249	1.72438436421783	1.63151937141254	2.28489836969581	1.98364818751443	1.87315921854321	0.93683959424233
"0112c347c6def14a99ba74cd77bfc94d"	1.25440019893045	3.21952841188697	2.5110758140157	0.450397045231816	0.566798501802664	2.22261071631923	0.926792197953112	2.69465907215343	0.94530569694268	2.19479407049043	0.199100008032773
"011b116b1e264e2cde7ec36aa569ad7c"	1.06904271970194	2.29834612123475	2.43132873008648	0.65231476931877	0.273631321354119	2.67394690493955	2.00209494622719	4.62891389973583	2.2376787175397	4.3267622025882	1.12910528224873
"0127000197e26a049598b4a6d0225ba2"	1.7356352263313	0.736900873449868	0.327402660646713	1.14889023443033	1.1450457096447	0.236107159466067	2.16700926353372	0.136477568926128	2.32240848092588	0.118527961947003	1.2105978850176
"013c9c13c8d7029019462bef0627adba"	2.1439474458298	3.34790526412088	2.93821205674787	0.955638427339064	1.10634554156199	2.90474987077264	1.9240293553094	3.31617965252278	1.95770152164937	3.48800228905079	1.53603680383569
"01524ceb0052552ad3c425bf777b0b3a"	3.23250867385144	3.934545655596	4.1786481793143	2.50219222307099	2.02778304903657	3.63867241164635	2.86350289009041	3.83726411377998	2.85719683871086	3.59083588199424	2.16635016339032
"017a60cbade7b309db182bcabe59d6a4"	3.71874913035925	3.34701658912809	3.16176098654941	3.56163781090741	2.73390279106512	3.20882589305502	5.99028869606603	3.20737603502321	6.25975163696519	2.95607043912102	6.18530007961185
"017d459400583fe36857c77a1d541f39"	2.21338933197381	3.37100652304839	3.11720693122557	1.33719865027583	0.963964082162872	3.35253885882762	3.72996285446471	5.52732334818822	4.10416670004041	5.39982170470114	4.63274823170951
"018de0ee05bc68de9383baf688539f9f"	2.55434719883018	4.18659043060404	4.31584429654249	2.40326763397008	2.07599561127554	4.38997986125506	2.46900014274866	4.61763276444356	3.04529318823797	4.74636310402903	1.9935578922028
