"sample_002Cb"	"sample_002Co"	"sample_032Ab"	"sample_032Ao"	"sample_032Bb"	"sample_032Bo"	"sample_16_1_1"	"sample_16_1_4"	"sample_16_2_1"	"sample_16_2_4"
"01e9bb0d97f8ed373a8d529ffb971acc"	3.06212184606341	4.62617651011911	3.39727683970458	5.06195977433086	3.3967127741586	4.17049251054216	4.79090582483253	3.34137115354463	4.64301766822972	3.19674080285296
"01ea06c562e6b8f6bbc5be68d99c0373"	5.33849865666105	5.83696712383883	6.00281142461299	6.06799185067505	5.43096949836104	6.25792430971604	5.0468400664328	4.81424030549847	5.17228830946525	4.41054790857773
"0202a0b2dfad6a6e5b225afdddaf5729"	2.08489141411041	0.315337608319727	1.67348387478451	0.170047369543551	1.43146823247263	1.34750649427513	0.427237036886744	0.150887647637745	0	0.465141829828828
"02104476719f02b32307edfdb1e6a0c4"	2.53718603699285	4.09651152931873	3.19758857045837	4.48840118477495	2.97398766382998	3.60435104654829	4.92402920224024	2.73381099095554	5.06457882350648	3.13040598847989
"02266378f920e88e1dac1ed916c48ff6"	1.80924781934224	3.6823695354997	1.59799954300047	3.69835410254123	2.31248987825557	3.0931719570822	4.59707139916886	1.92401066775368	4.39915134130375	2.52369858513178
"022b87e073ba519506a6d0d9dac1bba1"	3.94228348376753	6.12454663537292	3.87430240494302	5.93084893993842	4.43651309173676	6.1380629069686	6.71442971961789	4.28335712864629	6.97971557052	4.36114185806529
"02556710e6071f6303dfb662fc79f6b6"	1.90647707049695	2.76396300245189	2.75756873486673	3.48572778914607	1.918919881018	3.18651076115562	4.04402475875075	1.66091550983681	2.98061751899205	1.25761404014045
"025bc839c8c1f60b74081f09ba0e8632"	1.42743342536823	0.494902318161898	0.987717971215148	0.211810777326722	1.09474415039142	0.0808931152052973	0.212605015502418	1.15110226674403	0.801507292926005	1.90215379398328
"026f6d9d6a5c591d5465aaeddf6222f1"	1.40054161828378	3.3474798279689	1.51769202838815	3.51875180320814	1.13961000133649	2.31861797627094	4.17037662260648	1.72886901150983	3.85866450628833	1.34618877658338
"028a375a3a51f2d5d05b85cf4ef10890"	3.23740909785536	4.69040204974949	3.27824846328038	4.81874884319884	3.01448778418737	4.01813355973665	3.90966024935685	2.03222007315161	4.10472889534691	2.92480360211415
"02a63d174c8502c109303db99cf1e437"	3.25251270818897	4.49199297720794	3.02518005021495	4.48175076320337	3.06919265749629	4.05356612578096	4.72993946315186	3.44670336515838	4.29634553610779	3.20758075505875
"02adf979cb3500c39977fffbf7d2a048"	2.41881182115572	3.92123073186604	2.64537594841318	4.29404736983473	2.87649989801452	3.83547078686392	3.78811774616292	2.55042643707852	3.8790776576497	2.26544442625633
"02bee791e6098edb3b7b59f89457c830"	1.65110754760549	2.46822587942158	1.76696938522083	2.62393709279867	2.09738263347186	2.24520499576062	1.42755242055002	2.28937765752993	0	1.77508556237762
"02c00510d4deae8d414f84d4af078919"	2.05273051306435	2.99137095878169	1.79552590659342	3.06796923199549	1.84709060369411	2.56371716507383	0.988754266967805	0.878202497224955	0	0.528202959477528
"02c19d40dee2d87c409a2e2f7b713d7f"	0.949336263936235	2.91456478772127	2.01998183483641	2.85527247773575	1.84715743624226	2.25585578879316	1.45423382461391	0.917409326572197	0	1.58241764355261
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.25132813379728	6.17123815965322	3.08289259820358	6.43356671622073	2.39594985156192	4.82883802464889	6.01101834933212	2.74718860317572	6.08949190929917	3.0211225939092
"02db2ad8ae83f16a31add624ea4ad90e"	2.81773140911092	4.18033372387205	3.10608179340835	4.36328459475602	3.01861373480438	3.86268600677199	5.25624721840803	3.57984915748381	4.60835159991979	3.94537545704264
"02ed78575eba82d038ec26a744d9b6c5"	5.94498229266489	6.86257820338994	6.83859861086696	7.11756913371752	6.46722833598516	7.05538615816725	7.75673182073789	7.10162418444655	7.71887052519047	7.00528839713632
"02f7b0f943947c68160210ebf8af9e7d"	2.21732701244217	3.17561096863045	2.25732640907173	3.50634046482814	1.77326862460057	3.08446332336388	4.2093167308395	2.70870545684233	4.39818136583241	2.94015186299597
"02fd2fc743a4623995fcdfc706ba981b"	0.690247480490327	0.755660370848932	0	0.902612408684743	0.463598786963289	1.58771997610404	1.48282652127474	0.111942010031374	0	1.12740898828547
"02fdd4f04802f7d7700d7b017e231832"	2.0785868014935	3.09393599031235	2.85430239845208	3.34221739211303	2.18070736049717	3.07465781897255	3.4616811308114	2.02274657925322	2.01290475867956	2.28787624634145
"032a5e85e8531d19bb559affe7d45f99"	3.39952992556295	0.184163193273324	4.13715029982232	0.535172030092426	3.21803439096196	0	1.04237486235363	2.23702097944966	0	2.30278987202539
"03301869149c66370d4f5cfd7c5c79f7"	1.01251104283798	3.05975375479947	0.763544132531055	3.22877027297184	0.831833327082896	2.48801888508895	3.16537369279384	0.932094787291107	3.41411064542382	1.19238492341925
"03355cd11fa9d7ee1d42bfd508147739"	2.56229974347299	1.94510515600366	2.37790169151809	1.80938176573944	2.3012734733041	2.51369128713066	1.79929777631917	2.10060489388527	1.46862512084882	1.97369495136238
"03734cd02763530410103ffac1802bfc"	4.25528177563292	0.0331465333877602	3.49190273307507	0	2.54515057169644	0.431283590733985	0	3.45935559183544	0	1.59102625329302
"0381b98525605c48d762e395044ca5b2"	2.23001507476128	4.40425414311174	2.49736909270935	4.77699829833228	2.53158962626022	3.95975456761856	4.69442115488517	2.55868593697836	4.72456665713492	2.5307946703015
"039544c0752df4a57b038dd86e16eba6"	1.47865724737294	2.79944460303343	2.23624185099367	3.62521969341995	0.962294541570412	2.30914731444362	2.64430766530646	1.26599842076153	2.32764349233482	1.60301895493584
"039c7e0354d3997945bfb6b56867ef87"	1.92064909508862	3.89737469943057	2.58427376491043	4.27468845307051	2.07141023261498	3.94471732612635	3.44276842414089	1.53956916111075	2.42993424162884	0.838545395506943
"03ce41b70baf38697859cf6c9998b33f"	2.67862516658003	4.58267191731313	2.33067689739014	4.54437690932523	2.36924557991893	3.83066708253149	4.42039219863745	2.30869359803045	4.06355492214368	2.49845807965306
"03dbe23a9e8b7382924fd20ec95338af"	1.68944426900776	2.12932350389628	1.44052948085132	2.38804034887366	1.58692341684143	2.56666722999519	2.99881069749362	1.95827261398138	2.42842189607886	1.46553618092973
"03e263884fc71d9f491555f67c1f630d"	2.4710775503953	3.22877027297184	2.9016891956369	3.61256898131233	2.93804547896905	3.27187635110577	4.26604974195891	2.64850696937269	4.59018157589475	2.93840226852253
"03f86a1233871340db1328f6fc35aff1"	2.17306416199266	3.89096168470966	2.84552907549178	4.15739420991247	2.30747183340492	3.18232473868768	4.26604974195891	2.21140073028907	4.05768462348548	2.33196601533823
"03f8d34575dc20b78b31c3c1177379b9"	4.44287577246119	6.76275051711579	4.5656379323111	6.68718695641813	4.23888932402214	5.31126006727852	5.2153497479901	3.52556497295472	5.31836253305665	2.83960043252224
"040ffbbb2858152fe7b1bfe2be12eebb"	1.69196067838758	3.81122211961036	1.48043767104805	3.78600115353904	1.66179473939598	2.81130290016592	3.4386542324321	1.99292567826671	3.71947432139644	1.50608027855767
"0418465519e7da04c7e3bd5684ae7f5e"	1.63481224382091	0	0.184163193273324	0	0.731629159377735	6.01230457239525	0	1.02127037500925	0	0
"041c4b843dce3deada3d6b1daf849177"	1.62166809476111	3.91710748384072	1.95837855429927	4.2413817071851	1.81947205278596	3.47575538390669	4.27081852735122	1.10314068664627	4.58566250239174	0.890432059700478
"04270753eac3e84e5b3f45e5131fd1e7"	3.63992686550437	3.73763349858344	3.57975405461114	3.89027306093996	3.1962105368659	3.59003767304052	4.353172993248	3.29581227310933	3.79980583655781	3.25723932456514
"042f95fd86a3be60cda5e0a13e76be0c"	5.52834130958754	4.91037318905662	5.96052766112007	4.8054588712209	6.19264827276582	5.13796902667406	4.01486296544444	2.60893604705047	2.98272434427057	2.720110246606
"04356242a8d119e65547c999cf90c0a1"	4.17693213133175	4.83641584405829	4.54645279284608	4.38480785813428	5.63151841069114	5.25836127015768	5.59511682872916	4.82994588670689	4.28534460388476	4.0858600241903
"04731e32cb646050ab7f27f284c04106"	3.63593722202819	0.544991080615638	3.14165839566746	0.302967896686896	1.91147278883524	2.13194990382348	0.596192461709623	2.90257727812968	0	3.61388618695298
"0495aca4ee75b03118200f39e55de807"	3.27506748266119	5.01721858328334	3.70002192062558	5.16046310663904	3.58303760040931	4.57887313973211	4.72587976181195	2.11439257578946	4.41306293710726	2.09271308387308
"0496149b2d1f183353cbf9189b7049e2"	2.18400897887919	4.47739778362176	2.60028795050024	4.721877070297	2.56775884203623	4.01330704345409	4.42146028188587	2.06117293217649	3.82854213069284	2.14432226988289
"04b93fa3ee523f9634c9c795a5f49e4b"	2.35814921440271	3.71367630517373	2.26113894539744	4.31918732239623	2.37082077121585	3.44624572856001	3.47872406526155	3.00804614567527	3.46954775345704	3.42428988549275
"04bd54b9e03f729a1a5670b1416e260b"	1.72882410678903	3.77078120960982	1.27014024804846	3.33444150623277	1.78409584520015	3.07075718233566	2.5858203429699	2.08538086890509	2.76878487176501	1.74451306285115
"04c1a513f665c225f7ed173aa4fa12bf"	2.90906696394886	5.08600055029894	4.39351406328975	5.17962015003063	4.95149148242243	6.06545207683023	5.1523572621915	3.12911110454158	5.15629005415874	3.57155909265734
"04ca9aedc6db942a0474cdc0a762451a"	0.554714654119703	2.96967301127321	1.07768312707037	2.93536413759225	0.544991080615638	2.25938099267795	2.65268871300022	1.62366620844473	1.904361104584	1.46929177626596
"04d5efa38f3a410566bdc4ede3702fb5"	2.32410164284235	3.66913755897352	2.23082514668423	3.0824137419631	2.17306416199266	2.76608537121976	3.67506400882022	2.6814812860234	3.82305477687094	2.32185090956646
"04eea75f54ae1103d2c566b1e826e22d"	4.03942471738645	3.30271883454556	3.75710294303535	2.89797979877378	4.55400034713749	3.12031591039146	2.69457258468514	2.59470395830774	2.13386083254529	2.67026857995912
"04ef5fcaf6bf35657ee641e7ab693ee9"	4.40160229994162	4.80917591585374	5.34864502435862	5.52954553708012	4.8108235111446	5.02953039860707	5.11197612563793	4.82320946865892	4.76487060320923	4.2880442804189
"04f27efead94a16b3e810b74f86514f0"	4.49350145978633	5.2856507830184	5.21805476886713	5.99200700245247	5.06313300221964	5.78706850169411	5.07091826069245	3.73337808949927	4.8395054359534	3.92248944070028
"05114c017775551aa7d1fa1a490e42d9"	0.837729128052582	2.20345822570098	0.413469832060194	2.73949495326749	1.0135096955033	2.06675557535878	2.88457299948159	0.767363257792956	1.85847909050081	0.699362884983915
"053a96fa26931ff81216a8112d9a7fac"	0.824471890249581	0.620254392847371	2.03770715188691	1.25584364690042	1.05447264405007	1.75246980703118	0.725629859444872	0.603843724216785	0	1.32673595194669
"05425468abc7b6696e6644b43e20a070"	4.18729496185742	3.46000182982195	2.61828610016003	3.81436393899723	3.31347423727976	2.81332730048656	4.63093409589428	4.63586310119548	4.63677774293067	4.32065886180169
"0549263621823272726d268903d15338"	0.515239866644411	0	0.583330640444194	0	0.846395596326521	0	0	0.753892265708617	0	1.09821554330841
"0575b5bcc7abd6f7a59549c280abbd34"	3.67385284297381	1.87079028049168	4.69179376446026	0.463598786963289	3.66050693396148	2.07647639998895	0.957213043546916	2.19704096815839	0.795513126646511	1.7004862597086
"057d19ad82c16bb114c41198d5aa7834"	3.58631039981114	3.95978603274928	3.99078799254894	3.17671597748843	4.00039795566241	4.58508182927515	0.611905671277479	2.05170388514533	2.69856643872238	1.27431308764572
"058b63372cbe61fbfecc853d367548c1"	1.91644367398006	3.64785871588713	1.97658053852525	3.24203004498334	1.39036830134474	3.26288662414205	3.45140806023263	2.07984620979065	3.73691223630394	1.83356178307826
"059e24b38a4bff0d4f11ed6166a3437c"	0.611150481755214	0.929578457721076	0	0.35155435607742	0.554714654119703	0.802056740901611	2.19669554853627	0.259375186236246	3.00070687965799	0.781377813954305
"05c4489613b115ee4ec2ef8199067913"	1.82870892082088	3.90822079401992	1.3916112773027	3.80053002527964	1.53798369693011	3.40353904260839	3.96107723415012	1.96689861613133	3.87798193260971	1.71697153787187
"05c91f47ed9f3d030a1ff1f59465f00c"	1.7046057184674	2.56737825146268	1.59799954300047	1.63152107458765	0.638217281734812	2.84062154135723	2.17506553587564	0.890432059700478	2.32185090956646	1.35003434078699
"05d75b81fb54d3ff766fc90129feed63"	6.00676057413411	5.46769720608386	3.59606501735044	5.30851163299303	4.08240032970085	5.33387459366971	3.81873206741098	0.95827240241259	3.79507425369402	0.99915990937788
"05e856ee9d148f9da62ea0b0ccf6db24"	3.55464723550376	4.06021291362809	3.44106424575337	4.19749883976563	3.17135788621621	3.44319679429559	4.09536294349582	3.61592868906081	3.99809203521475	3.05308462969703
"06094dd96a7550292ac7a15406ee3eb7"	1.94904860547356	0.225262634935915	1.26553791275845	0.0651049037005916	1.56161015395378	0.640865767819377	0.808128071651538	3.15847728749275	0.932094787291107	2.5448375408328
"06122d6c188a53fa3820d7ba9c64b053"	3.12031591039146	3.29400333426002	4.00440061672642	3.71572898278991	2.96185941112194	3.54582566705839	3.79980583655781	3.04817936206503	2.90492073965132	2.83700086820485
"062dc7bf1a892776a0d4259124cbb2fd"	4.63062180801888	5.20833022818726	4.31153194405663	5.09243922528934	4.55009085993474	4.67150068182951	5.01354411271171	4.61497117895824	4.65506252349366	4.49484945544585
"06308be651a239379c2200605a63c9b6"	4.47379567345841	0.572258018282703	4.21757342655339	0.383439957347844	4.36565090098113	1.92611183055843	0.383864734389722	4.02814831217654	1.31259473548749	4.30648331452106
"065c6814da267ed1133339f9baecf63c"	1.23155217305279	2.86971185991512	1.61154329456093	3.52022544935181	0.993974104658545	2.35335567579169	2.39600658125193	1.2701643958894	2.60569863549186	0.346824184128204
"066aad56751f9efcd6546c0e2594e7bc"	4.25264820654214	0.251899701419608	3.66483155739961	0	3.61483980654911	1.8524576569659	0.465141829828828	3.10418426567034	0	3.60149113336266
"067925bf2c68cfbf03151580d443463a"	2.15168470778391	3.32128510120347	2.02468216929317	3.25968216340982	1.99838320063331	3.06215303916492	2.11662065749258	1.79532756982615	2.08610227551776	1.91887900808997
"06850915424790786904937314f04f24"	3.72998094557128	5.59119087017171	3.07309938963793	5.61596421586135	3.83649939788916	4.99749484194607	2.85618268734284	2.65300848655477	2.76913953657143	1.92048615624895
"0691bcbf69519fb5dba78151aa18c728"	1.71074336778506	2.85409124182899	1.16376288080219	2.84318431581182	2.23663296205611	2.83745896227446	2.24529887315872	1.04805403947753	2.33922166290851	1.69937975541061
"06a434056b6d9da35471b83529f52fed"	3.85343769405394	3.03737687364149	3.48210805100949	1.46706710994084	3.17882295116535	2.813696475927	2.103611578727	3.70026415181056	1.84999252765283	2.90167277132631
"06bde0cecfbcada397af9c0bf5f83820"	2.36133218865493	4.33255548180927	4.30586536363637	4.37480756477941	3.40121641481436	3.39105454994855	2.7703150068312	2.06561272330467	3.63643611354032	1.55335772966885
"06da80a2c361f6c3363b72be33e8e8d4"	3.40285276899654	2.36038034632134	2.85606083884101	2.34603333310442	3.24303249184641	2.28941545951637	3.45200903551426	2.78903659031645	3.50069548134543	2.52538459511965
"06f154fee6b1d89c4fb222e23f2b939c"	2.58404864546658	4.88164985769924	3.42727336216101	4.9500602431345	3.01614020781102	4.8396254618305	4.89597684184095	2.01290475867956	4.53915355965773	2.66306720047973
"07110273e3d6af343dda0d8332e78b96"	2.16922054359328	3.15252142669008	1.91147278883524	3.2635314344869	1.97658053852525	3.0676256810829	3.32433929613094	1.58130712218336	3.05288167952486	1.94424653206822
"0723628f526fba7f82f84bebd97bad25"	0.416032585087047	3.10623758878994	0.578517384034298	3.56940247294424	0.530279880327491	2.11682150823865	3.06143808189669	0.31492022289764	3.47826724403753	0.0986156199039603
"073587e420e91ec5e53de8257bfaba94"	3.03007664550363	4.38871322948848	3.00033083394905	4.53502153613228	3.08472883708957	4.4767816604087	4.90166864513936	2.54831699001466	4.77854353866039	2.86146273516557
"0760f91983ac07c0e8e9f3efab81a287"	1.91644367398006	1.41112940259118	1.81475226396254	1.76696938522083	1.26063192687406	2.62637807219819	1.87072867783067	1.5093585380793	1.89772450212851	2.07241868907767
"076c212597b0d5ff02b7d6d677f724bd"	2.92637404961968	2.21070902985544	3.31074434349072	2.63245457935661	4.03227830695968	4.12333210100012	2.14084727011775	3.81329714281536	2.8439180786853	4.27597632560772
"0770ab0e479e6e586e8685465d538066"	5.68948353365537	4.52027212346647	6.1730973375902	4.60685012410154	6.012840791012	4.6243597822819	3.38442656928562	2.76924290752437	2.11622292555645	3.18073782023618
"0771eed1039e2a9a46dfc4bb7bc0681b"	1.257789081454	2.76866108445255	2.06049008171305	3.15414401463781	1.73579612179147	2.60871875618742	2.81846058546736	1.17691214276279	2.58236118942057	1.24090926706744
"077896f52217cf2755311d9ba92258b3"	5.33354929371501	5.45776134497582	4.8251253397607	5.65469811071426	5.43685518172426	5.53866383157463	3.18114045303795	2.77091598590434	2.76686740466477	2.83943566976243
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	5.57509454872473	7.01637032161707	7.11490154777103	7.19598651986333	6.37667742796505	7.28126976352998	6.96586972612103	6.38124691471954	6.61895522982722	6.21793234698036
"07ba0efc76158deb7ed94f5c6b5e148b"	2.78842887940015	0.441659645236198	1.12923399429797	0.163268116928399	1.46051427325949	0.277491470941944	0.332548272226965	1.46077081811666	0	1.98608995180974
"07c4d0f20a81938b97f1deefd4690bd8"	1.42338227262168	2.64569432736696	1.82295253404026	2.72496932870087	1.50518966686339	2.76396300245189	3.15089929387509	1.16505337378249	2.42130617743396	1.31089655749108
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	2.11379852296504	3.37099477355542	2.68439323537778	3.43218645507645	1.53467471027946	2.0785868014935	4.15655960492301	2.72414478562667	3.89726585229324	3.36467571081497
"07d44546198c8221cf2a9765f78709b8"	4.09422447691481	0.222558259897845	2.72030782915787	0.0566824565145171	3.19742922742384	0.870959448354682	0	4.39203067695585	0	3.41848587076769
"0808113a681a013933c03815ed511b06"	4.46201195221749	1.00078730697531	5.10416119740994	1.0003692250189	3.91387848618153	1.66376184595064	1.13180782601649	2.62135781484383	0	3.56675106718022
"081419daef27076e9e23740f0f3d0cfa"	2.04638167537039	4.1528663275344	3.37139996025716	4.16625923273704	2.12030962925673	3.88636803898372	4.5412075843104	2.39600658125193	4.37391068930641	2.11617816241334
"08278cb30c0ecfa025df1080741366fe"	2.78766841859171	4.51992053191587	2.62509285010467	4.51181104385798	3.32866363074596	4.08684646663489	4.14724104581481	3.22539023991533	4.27638780251183	3.45234634896839
"082b8027abcaeb2baea3b91658963091"	4.10599465228621	3.99234424661531	4.89346575521224	4.4980133022713	4.48821178522687	4.44880424093836	3.68291439849162	3.84101813980921	4.13381024536778	3.78713705871838
"0833115e4467b0ceb8783aab127ff52b"	3.80324113248556	4.17127297936928	4.31828972549291	4.17464798975142	4.36735413051454	5.61301623516721	4.8936494655858	3.10351983156033	4.89653018158098	3.56905861229023
"0834e59536ad310cbadacdf155bdda3b"	1.21168498883276	3.22810264652695	0.88885170132824	3.20854500523836	1.27014024804846	2.75542819402385	3.63500529876405	1.23719108058206	3.2079588428082	1.14583120909779
"084de90dee50689f7517a25348a908b6"	1.06614522486393	1.77841955355073	3.22609708866851	3.52371004460702	1.88368225160767	2.65521431402133	1.78009132711494	0.7184376631709	2.0478910172759	1.68316706998949
"086eca5f643453c1cf040e3cbe8b2c3c"	1.829976738953	3.2402909995632	1.74228547684304	2.99619263881665	1.78205355286631	2.98638540562983	3.74499368409473	1.19686842789995	3.63564121691917	1.31884761519315
"087615d55895b273be3ec65195fa1639"	4.51770064587595	5.57202340007162	4.84295221408123	6.11755226545158	4.54634476463935	6.05396237572949	5.99458616478579	4.48320892619749	5.88367755660639	5.2040250935008
"089f050dd822e3fc12b55d0a998f6f6c"	2.08279428993281	3.67897155761042	2.30074169497946	3.62252226687193	1.86819182125	2.76820324507662	4.0455805577105	1.95172861746134	3.97750410719699	1.79249719703996
"08b5865dd5287e44cb75455288ca80c8"	3.89816374806658	0.949336263936235	6.72280747341384	1.28423533399069	5.51628635286341	2.17498044532487	0	4.36698317206647	0	5.84260737524625
"08c119aa2b071004f6bc3b8b3b1c8ce4"	1.90396982109993	4.13364610544188	1.9553454958418	4.46094615026483	1.59115825283366	3.31197334035351	3.81362393591218	1.48282652127474	3.58725190669666	2.36588960305304
"08d7a738a4756ac72191feaf26591930"	2.96880784230812	4.04356999292255	3.19067933385918	4.22985571466159	2.93177779516358	4.20653158417467	4.58127456621455	2.69756946961149	4.15027911263182	2.61657374318615
"08ffb091e6fb80698e54de15a34c082d"	4.14091036544509	5.12070974966051	4.34005219248667	5.35606852273708	3.86339388529043	4.65672641630496	5.46239133584446	4.36585525491088	5.43176994231659	3.91984862523504
"090545e39b003a74981d7d9c506623af"	2.50105741744906	1.10147263993577	2.83796682636022	1.17849545040471	2.79206086266448	3.44555574301722	1.07826875510851	1.3839947189686	0	1.94962353162252
"091b05420d1d03c04bff4485b8b1cb93"	2.20700767748544	3.3398312454085	1.96955217512968	3.56508162203206	1.80924781934224	2.95046421199268	3.38994821301758	1.46587927171264	3.53726334288561	1.12260221540821
"09619747866053cd06ccb7f6ac7c553b"	4.83762408519223	3.29961486850511	5.36910513291366	4.05239528324986	3.97001517715093	4.95220633463141	3.78512197188339	1.10314068664627	3.37435465089013	0.902513865161984
"096c8afcca0cf3953b7deb7a22aa2c64"	0.986351108681108	3.38218957219985	1.33358480197079	3.63679591815514	1.6836130334731	3.30555710595978	4.14019469444428	1.47608204726088	4.36491435115527	1.31884761519315
"0974d5a60d20f55cae8db1bb4d3ae6a9"	2.89366161907302	2.94214458451838	2.90390178462899	2.59500216821101	3.39500896083919	3.2952833111105	5.17697979475654	4.71107356826717	5.31843509125464	4.60435871683604
