"sample_002Cb"	"sample_002Co"	"sample_008Ab"	"sample_008Ao"	"sample_012Ab"	"sample_012Ao"	"sample_016Bb"	"sample_016Bo"	"sample_016Cb"	"sample_016Co"	"sample_020Bb"	"sample_020Bo"	"sample_020Cb"	"sample_020Co"	"sample_020Db"	"sample_020Do"	"sample_021Ab"	"sample_021Ao"	"sample_024Bb"	"sample_024Bo"	"sample_028Ab"	"sample_028Ao"	"sample_029Db"	"sample_029Do"	"sample_032Ab"	"sample_032Ao"	"sample_032Bb"	"sample_032Bo"	"sample_040Bb"	"sample_040Bo"	"sample_040Db"	"sample_040Do"	"sample_043Cb"	"sample_043Co"	"sample_056Ab"	"sample_056Ao"	"sample_088Ab"	"sample_088Ao"	"sample_088Bb"	"sample_088Bo"	"sample_088Cb"	"sample_088Co"	"sample_106Bb"	"sample_106Bo"	"sample_16_1_1"	"sample_16_1_4"	"sample_16_2_1"	"sample_16_2_4"	"sample_18_0_14"	"sample_18_0_17"	"sample_40_2_1"	"sample_40_2_4"	"sample_7_1_1"	"sample_7_1_4"	"sample_7_2_1"	"sample_7_2_4"	"sample_8_0_12"	"sample_8_0_15"	"sample_8_0_4"	"sample_8_0_6"	"sample_8_0_9"	"sample_CFAb"	"sample_CFAo"	"sample_CFBb"	"sample_CFBo"	"sample_CFCb"	"sample_CFCo"
"00306dbb19665982fc78754ac92927bf"	2.77649887361831	2.83346374542469	1.14168003620066	3.05947180644256	1.42545103178093	2.308609330465	3.34694057760738	4.68499313720926	3.83940110698125	5.46739440481394	3.26771960447526	4.80785879829288	3.95105480927813	4.42730620539703	3.36722047591833	4.25297112035842	1.95573832093502	3.56843028199609	1.1676869397181	2.75750968410333	3.37275534793579	4.54124946863712	2.73014091610916	3.77496526337568	1.84559294898146	2.7800125774472	2.26994103251022	2.28116536297025	2.67480890898749	3.40849235679921	2.40850208888371	3.49497777090629	1.62152784979051	3.11344435036465	1.79893838202631	3.15505610840337	2.71235306497559	3.49244367923963	2.38539039573091	3.79025890371181	2.50107496123471	4.11149063571935	2.74527381455572	3.84401231109544	2.48193977238682	2.95384616368784	2.28299717831376	3.027821320873	3.96822759297345	3.07463299294176	1.89846961796236	0.400409236820555	3.80601905009399	2.20646418664781	1.80312877463051	4.05416308291375	1.64288042543432	3.08852182469592	1.86568999706804	3.01256697149005	1.09810282558049	3.58543928400651	2.62491011819617	3.36090112298382	2.79400596017524	3.33504634541391	3.65726616035692
"006c80037cfc5a276d7d1b8ef20cdccd"	2.69676649203356	2.3906656659168	2.60049543093496	2.11384641104977	1.46484509440062	1.82182226691346	3.67130385415048	2.54056539338816	2.659253436911	1.70335457629138	3.69237755560237	0	3.1113215522069	0.753150876229689	3.81318431490403	0.247912199829091	2.6845208782945	1.11716577009327	2.15794354853774	3.83224386719806	1.91170431463713	0.682860958301575	3.63788190546299	1.59155496137987	1.45907329052186	0.635450118746671	2.06063034487378	4.84595238827701	1.27264016318804	3.21872391636426	1.98811195878326	2.59619472515376	1.72305394059846	2.43793273822944	1.5465971463208	0.88364147218024	2.56374604644889	2.50289915947275	1.52132306904417	2.99317646725305	1.89395258087007	2.40586948585907	0.620283434036384	1.04378996756688	2.78991690168542	2.55346711079066	0.675017170393496	2.76748321988921	1.34327102821263	2.10717227402822	0.115085230582893	0.606687096893043	0	0.748421041968167	0.37842958638172	0	2.04483663967561	3.62324124190396	2.9688519415957	3.30269495826241	2.36193869177658	3.07593806610919	2.38405678238062	2.57361873897985	1.5133557656137	2.08067798044198	1.57584134739554
"0092362bbf11972deda26d5b9e919f85"	2.08069275858139	4.25000768344732	1.50390293711463	3.7974463737599	1.23008197410087	3.00366075987611	1.18610960312656	2.93328330112149	1.46618259532455	3.18375608322446	2.90779290247465	4.79392050063143	3.72081581606859	4.71910368835638	2.30520725212794	4.44044821982137	4.72663479189597	4.27160807085281	0.799334354441691	3.70103625980123	1.44517440321817	2.66240101888022	2.63365418746852	4.9054432086977	1.77841955355073	4.47582322639966	2.10357021479843	3.72023009665233	4.4446257764304	5.03666230053986	3.59971211835086	4.99230362441128	1.49726222616816	4.05928503000084	2.02408447502765	4.24449334513106	2.6528902393743	4.63534966799293	2.4404530297077	3.7683589437076	2.45992779690253	5.1480396206683	0.867087882561922	3.15765127312979	4.89120543817544	1.66931797478197	4.65857769285256	2.01290475867956	5.3469508517773	4.7830636197673	4.04145539862117	1.5796689821172	2.3878251938666	0.473279507692021	0.327402660646713	2.42919791994237	1.48494259976513	3.56490091590526	1.40713958198137	3.14701197893242	1.39160821754363	1.48654685300898	4.22295129860826	1.28530649370849	4.19377859089752	3.40983305334999	3.40731701842988
"00cee8684ccbb62fce87c20103b8aed2"	2.17039715940748	3.37594238160161	1.03244964074383	3.86896203863665	0.706655941323986	2.7190900172501	1.73364047653287	1.95247185958285	1.43450245115513	2.38948913088971	3.06512343904469	4.74001879070773	3.7434222780568	4.36563578563762	2.71466322014521	3.95195031503719	1.09154739094599	2.46996220240218	0.917036999697315	3.15387574129798	0.997453304572412	1.85168470927917	1.56281579634904	2.43942276385196	1.91403144028486	3.328022067513	2.74468423529791	4.51441681389469	2.84812969316222	3.19628323472499	2.38557556078559	2.94811559123915	0.678955355895438	2.58568173560987	0.492207969294036	2.66797761622657	2.92378611683866	4.43234230133914	2.61223656124981	3.38966109384382	2.31359031280072	4.54353730605022	0.702473660125897	1.82492439325043	2.90654077637384	0.890432059700478	2.3824293809837	1.12740898828547	3.09929440064321	2.30090910479347	0.906430453259081	0.386293401383151	1.75986129402566	0.469494778852093	0.0782753273625249	1.72438436421783	1.63151937141254	2.28489836969581	1.98364818751443	1.87315921854321	0.93683959424233	2.09176516916119	3.85020666332935	1.1252211052926	3.71708353765595	3.50072734659853	3.52898892326627
"011b116b1e264e2cde7ec36aa569ad7c"	1.8391540568588	4.67888502873372	1.27568956266247	3.04693072594418	1.15332614293146	3.12238496833934	0.959135060066762	2.77880782839755	1.06107879702975	3.05545358528694	1.80500936612918	4.44529783899845	3.28352739514361	4.1336171362169	1.73954433163965	3.85106138544421	2.27287126375856	4.6640437026872	0.775114189423935	2.96805450356149	1.12660674872291	2.49138740551638	3.03285383191856	4.62992678018215	1.78409584520015	4.67747521953862	1.96247406399063	3.8676306656372	2.75340590282301	4.15221873836161	2.62167861939992	4.10212587579043	1.05191182499023	3.54117214964282	2.06652439137714	3.94469567646469	2.38506053148464	4.61364854292991	2.08630543120116	3.96466403121759	2.14713289989905	4.60218292857425	1.06904271970194	2.29834612123475	4.83024401595929	2.12261016841739	4.88985322591189	1.99813304266913	4.28141040263936	3.24386107756211	2.80689433362921	0.538411686403664	2.43132873008648	0.65231476931877	0.273631321354119	2.67394690493955	2.00209494622719	4.62891389973583	2.2376787175397	4.3267622025882	1.12910528224873	2.80685632357778	4.83672136593079	2.90227046445955	5.00152232349245	4.58880524786174	4.88154677157744
"013c9c13c8d7029019462bef0627adba"	2.19956361742562	3.70127096128592	1.76068323293224	3.42848207905065	0.906989610239071	2.32568326440668	2.55203626426701	3.74180778235484	2.20029397302911	3.26093071026607	3.31660634600919	5.53780370012466	3.75958206316628	4.21444579766469	2.66133085131587	4.09685447641721	2.22059482086037	3.65199524977425	1.01387468832435	2.94031654623578	2.08823427207899	3.7139253213757	2.13681625389307	3.1755479027412	1.90145626959912	3.75236984803303	2.48801888508895	3.71777745555044	4.18860763765862	4.15863646548142	4.13596098127204	3.70887535611766	2.01821017617756	2.76353248407507	1.90367677717723	3.29051119543734	2.9474076498178	4.2149313981908	2.91681661726382	4.11078255279063	2.62465165636909	4.92344521089855	2.1439474458298	3.34790526412088	3.45397618763146	1.0526305682192	3.75791065167579	1.43295292740123	4.4699998160834	3.18407406552119	2.23236350733968	0.524446312948161	2.93821205674787	0.955638427339064	1.10634554156199	2.90474987077264	1.9240293553094	3.31617965252278	1.95770152164937	3.48800228905079	1.53603680383569	3.12578883594263	5.06514115599177	1.83692019781439	5.19057811282368	4.66038409272112	4.94587795435297
"017a60cbade7b309db182bcabe59d6a4"	5.1943119711887	2.7293778088153	5.70139561169716	4.30286707857383	5.4833421829079	4.3730693880493	1.51189696631975	0.371811801479201	2.18900600833974	0.488889169479432	4.50192179378187	2.23238577976311	4.68111882593014	3.22103397438732	4.32475010797653	2.7572014429324	3.38099535461651	1.33046447615922	5.51168634196327	4.59852067692376	1.25261952963708	0.630314936237133	3.72544616775488	1.72952939269192	4.07498304862097	2.25938099267795	6.2352389728231	4.11731184989667	4.1451666724416	2.96519885865507	4.03352325688339	2.98044962524543	5.55854297649261	2.59517768906569	5.73742113066673	2.0982825548125	4.17520754875954	4.41120696724656	3.21836929660442	4.08151359632087	3.22808211661667	4.59252679409913	3.71874913035925	3.34701658912809	4.95434888112948	5.14754854511918	4.37912141861755	5.3359837666131	2.81491527660143	4.36865465020484	0.979687226147219	4.74894969928041	3.16176098654941	3.56163781090741	2.73390279106512	3.20882589305502	5.99028869606603	3.20737603502321	6.25975163696519	2.95607043912102	6.18530007961185	3.57144028432891	3.88708108576335	2.30137716374116	3.50698028810043	3.76518713370774	3.8276593492211
"018de0ee05bc68de9383baf688539f9f"	2.13593918865032	4.21153992893862	3.70037883209861	5.06930286488208	3.50088825523123	4.98541313965668	1.66386435766991	2.9779573487267	2.26310570066594	3.72775657047818	2.65909242288633	4.84317444792897	4.08373157652837	4.24381522210586	2.71360275709186	4.59455888474211	1.51978887806451	2.78483715301161	3.49484876217693	4.76427245785292	1.98031443115074	3.36233957438377	2.16853470857372	2.95391812034037	2.12994927759711	4.39288917310156	2.07224218841559	3.4532019297155	2.6461868226658	4.07563602144234	2.78223811325	3.98151117665997	2.32473676631554	4.08644096121936	2.53886083207771	4.16835352960701	2.74277756042271	3.89299809115043	2.73049382060838	3.20686919140612	2.73538683068147	3.73597417820307	2.55434719883018	4.18659043060404	4.20697669546922	2.7734186277729	4.43594422632915	2.89841421931827	4.30540477379546	3.15394183860536	4.60467304362235	2.21675275451157	4.31584429654249	2.40326763397008	2.07599561127554	4.38997986125506	2.46900014274866	4.61763276444356	3.04529318823797	4.74636310402903	1.9935578922028	2.11440223226983	3.83819354217953	1.80990844240993	4.03440345675513	3.56285195104166	3.7064267950646
"01ac16555e036cea2ece2a239591aae6"	1.29998933973588	3.33045108475748	1.25721525724279	2.65217779698296	1.01992200277372	2.18709001755468	1.18601983944991	2.97875704666276	1.43345125613132	2.73577735203695	2.00598099359427	4.22894782716517	3.47625251018198	4.32480560872473	2.22876081123402	3.92511228437832	1.70304625991641	2.91687385641689	1.09159480518581	2.8070362108791	1.46684236016297	2.52979027917747	1.8511664449027	2.97861643652395	1.51598048903603	3.57925442134455	1.5580765968263	2.33369063990969	1.43128384339541	2.74173594281445	1.86828495357801	3.07656745954945	1.31606864651989	2.77792319057198	1.78394244339511	2.98960981594162	2.39145640589668	4.23573127090585	2.23661621605183	4.06938293011589	2.28563626972274	4.59868238565136	1.60350836737701	2.40981351303177	3.04606971626084	1.84999252765283	3.32446225900453	1.49285870188942	3.12300240220581	1.8605822847968	2.37630799717925	0.817506323046977	2.09851534953006	0.434845900979473	0.664845437887849	2.12777386295997	1.05969896916914	2.49204460825491	1.27980077837349	2.32185861945031	0.29510109682646	2.24869453376611	4.19456016152632	2.09251807203743	3.91008806958688	3.99407733379041	4.00373760729234
"01e9bb0d97f8ed373a8d529ffb971acc"	3.06212184606341	4.62617651011911	3.10045718575609	4.19827876892957	2.84295933378296	3.69876365164998	2.37840206923103	3.60668336049141	2.90647608963009	4.11907321119453	4.07452361875818	5.21496695277458	4.97510436052616	5.12034785385702	4.14032844325343	5.177663027643	3.15280183216396	4.50566869489729	3.07491792654025	4.39901775676221	2.88601112943541	3.22092627440497	3.72805112760325	4.74441199311636	3.39727683970458	5.06195977433086	3.3967127741586	4.17049251054216	3.51099304748504	4.58182990858016	3.04404136964778	4.5901712624103	2.32514186532502	4.03493798786791	2.84464429054576	3.93560417132211	3.61158147622099	4.56425714565663	3.64261821451745	4.30439801075395	3.62187923882541	4.45668433070174	3.19404446265255	3.58842715122646	4.79090582483253	3.34137115354463	4.64301766822972	3.19674080285296	5.00850035005754	4.3143351481609	3.14703407059416	1.74657502164243	3.64248362124424	2.21998470056503	2.18384153368248	3.72781322706535	3.6374634153515	4.6428007894329	4.08396690007592	4.78719303150561	2.75249366218931	3.42529274276263	5.05131683715367	3.58037934843047	4.63339979456339	4.50180447937506	4.89779472430815
