"sample_088Ab"	"sample_088Ao"	"sample_088Bb"	"sample_088Bo"	"sample_088Cb"	"sample_088Co"	"sample_8_0_12"	"sample_8_0_15"	"sample_8_0_4"	"sample_8_0_6"	"sample_8_0_9"
"00306dbb19665982fc78754ac92927bf"	2.71235306497559	3.49244367923963	2.38539039573091	3.79025890371181	2.50107496123471	4.11149063571935	1.64288042543432	3.08852182469592	1.86568999706804	3.01256697149005	1.09810282558049
"0051ee453ff489fa79b20379bcc79b6b"	2.1607203243996	2.89879525059348	1.68838505325635	2.8171142578224	1.77951085080433	3.18000698275622	1.68168564112163	2.26908373709142	1.43375220957934	2.52344956918842	0.224563342932916
"00539cb2af8b7b06ee1279130fa2f307"	2.0005525432278	3.9033244827361	1.7887750201871	4.04497608085951	1.84813035082365	4.33977001782495	2.41044627595035	4.39046396887634	2.61136635492643	4.22723702867738	1.43338684614376
"006c80037cfc5a276d7d1b8ef20cdccd"	2.56374604644889	2.50289915947275	1.52132306904417	2.99317646725305	1.89395258087007	2.40586948585907	2.04483663967561	3.62324124190396	2.9688519415957	3.30269495826241	2.36193869177658
"0092362bbf11972deda26d5b9e919f85"	2.6528902393743	4.63534966799293	2.4404530297077	3.7683589437076	2.45992779690253	5.1480396206683	1.48494259976513	3.56490091590526	1.40713958198137	3.14701197893242	1.39160821754363
"0095b52bd61b59e97345c0564dc8496e"	6.2299162485135	6.19468327085986	5.71531861016252	7.02242829241789	5.86163708645049	6.01135471959158	6.07164680196743	6.68845390703444	6.72209380526998	6.4599296809764	5.9789204579702
"00a550b3fa43f178639afb2a02540b16"	3.35803375878001	1.6002639601211	3.59401972284244	2.0005525432278	3.89556267443172	0.578801978775085	1.28431036083497	1.10333710910382	1.91789037903873	0.407830308814445	1.17387806649657
"00b08f570ae6322b03af00df9230f86d"	2.9124908721767	1.39834644214403	2.65599872463041	0.880049894477776	2.1224100308313	0	1.43375220957934	0	1.39551373181746	0	0.104496942886173
"00c4a692e67b1c93a289ffcae447cfcf"	2.27852393099678	4.34813939324064	1.70372211155474	4.32281815028634	1.95967215954285	4.48987560156709	2.46685568744965	3.84452718098621	2.30394049757037	3.72723399682425	1.65577853313254
"00c6a28930e3eafc29b6cf8827820e4c"	2.75048497439534	3.15357071664448	2.46072494832697	2.99337750325731	2.67778066635014	3.42486573003558	1.59974961204351	0.986556072092665	1.85080010787124	0.777746790571071	1.09310669373849
"00cee8684ccbb62fce87c20103b8aed2"	2.92378611683866	4.43234230133914	2.61223656124981	3.38966109384382	2.31359031280072	4.54353730605022	1.63151937141254	2.28489836969581	1.98364818751443	1.87315921854321	0.93683959424233
"0112c347c6def14a99ba74cd77bfc94d"	1.8203048131103	3.89165906062277	1.64495948450118	3.970596018251	2.03072387488241	3.80943331415516	0.926792197953112	2.69465907215343	0.94530569694268	2.19479407049043	0.199100008032773
"011b116b1e264e2cde7ec36aa569ad7c"	2.38506053148464	4.61364854292991	2.08630543120116	3.96466403121759	2.14713289989905	4.60218292857425	2.00209494622719	4.62891389973583	2.2376787175397	4.3267622025882	1.12910528224873
"0127000197e26a049598b4a6d0225ba2"	3.57270939708958	0.915289689833416	2.92497841154379	0.832124526285831	2.54067475115946	0.996651776959194	2.16700926353372	0.136477568926128	2.32240848092588	0.118527961947003	1.2105978850176
"013c9c13c8d7029019462bef0627adba"	2.9474076498178	4.2149313981908	2.91681661726382	4.11078255279063	2.62465165636909	4.92344521089855	1.9240293553094	3.31617965252278	1.95770152164937	3.48800228905079	1.53603680383569
"015116cb2ae1efade79e1af688f3c15b"	4.34135879493783	3.18793320158783	4.67900282023981	3.5205158305607	4.16714169941648	2.9872473784252	2.3306126263542	2.71674086101518	2.77137999201965	1.26673124205471	1.27994446729997
"017a60cbade7b309db182bcabe59d6a4"	4.17520754875954	4.41120696724656	3.21836929660442	4.08151359632087	3.22808211661667	4.59252679409913	5.99028869606603	3.20737603502321	6.25975163696519	2.95607043912102	6.18530007961185
"017d459400583fe36857c77a1d541f39"	3.5858462282152	5.07773565591595	3.63207203749079	5.45595886067287	3.60639255349965	5.48340326569125	3.72996285446471	5.52732334818822	4.10416670004041	5.39982170470114	4.63274823170951
"018de0ee05bc68de9383baf688539f9f"	2.74277756042271	3.89299809115043	2.73049382060838	3.20686919140612	2.73538683068147	3.73597417820307	2.46900014274866	4.61763276444356	3.04529318823797	4.74636310402903	1.9935578922028
"019ee757485f09fa0c7881843036a765"	3.19366631871136	3.12642802454425	3.00033765249798	2.58896181384501	2.5678083435862	3.24315703577133	3.00635841559928	3.69265153087873	3.89907408890725	3.58343182355061	2.51965712991083
"019f94720ba42ef1861b87fc58cdd3de"	3.96895177067865	5.06208452299206	3.85656018854496	4.67835540396367	3.88952337649042	5.58288055533468	2.38423291178722	3.41789060460382	3.4871396985217	3.15509528838766	1.17387806649657
"01ac16555e036cea2ece2a239591aae6"	2.39145640589668	4.23573127090585	2.23661621605183	4.06938293011589	2.28563626972274	4.59868238565136	1.05969896916914	2.49204460825491	1.27980077837349	2.32185861945031	0.29510109682646
"01b2f3b340d5c58058b29719f8ce8d4e"	5.82984744613471	6.00776211729343	5.61835050429248	5.68347622456335	5.46882086437005	6.2507977996193	4.44780707181443	4.4273395220225	4.45551275637583	4.62104597608628	3.96775768624105
"01e013346904f75a91f713c559585ff7"	2.96233281187041	2.51245046938849	2.84970785629012	2.22398778614692	2.9145962953114	2.16473311421427	1.25782442340836	2.48486198212375	1.26673124205471	2.05184113053799	0.28552174061444
"01e7154d4b5f3188595e288aeab7f7a0"	2.3491327446107	4.1133504669904	2.35245277167425	4.0568019070084	2.2513928461326	4.80828995275266	2.97632965424395	4.85722120514154	3.20098847585504	4.65260323922272	2.08368154016861
"01e9bb0d97f8ed373a8d529ffb971acc"	3.61158147622099	4.56425714565663	3.64261821451745	4.30439801075395	3.62187923882541	4.45668433070174	3.6374634153515	4.6428007894329	4.08396690007592	4.78719303150561	2.75249366218931
"01ea06c562e6b8f6bbc5be68d99c0373"	5.54963499482382	5.42044340215704	5.44300463781337	5.55665569163232	5.25409553663157	5.0409029712402	5.26152179675598	5.61446222335741	5.34713396846323	5.3721453566533	4.1077959519296
"01feb696b69822d637cdf0956d28bad4"	4.69902621812289	2.74602269966225	4.69393828570306	2.9010665860199	4.51896699142196	2.39781163293702	0	0	0	0.535393350509669	0.69669288710644
"02104476719f02b32307edfdb1e6a0c4"	3.54746334435798	4.86722871141447	3.22254349075137	4.71585341086258	3.14535500338471	5.11650348086729	2.69465907215343	4.12141716964486	2.76048931878345	4.03648166499788	2.10115606562648
"02266378f920e88e1dac1ed916c48ff6"	3.52616874152108	3.87733424743514	3.18288961905158	3.53788620103113	2.44724977986089	4.06848951593406	2.14076486037811	3.92656147210738	2.21531947368005	3.78140371513655	1.52997488200336
"022b87e073ba519506a6d0d9dac1bba1"	4.01651238175426	6.07186028476679	4.27478323639348	5.52056059269114	3.96300999290853	6.4745029780054	3.46916975039103	5.4974714252251	4.00543684285676	5.40993562562401	3.33231079024156
"026f6d9d6a5c591d5465aaeddf6222f1"	1.34985856647868	3.72614922695863	1.33162695977758	3.53889865158484	1.38535391904283	3.49863317952676	1.75776825836069	4.15505024741948	2.03553249544821	4.14712067668836	1.47419167888141
"027ee5073ec17a7192c3036f2b817f18"	2.36234722532628	3.8543481288325	2.36398682454718	3.92384761832081	2.49723039947683	4.12580672990737	0.933001525551467	1.68168564112163	1.21673186028251	5.07692098803813	0.261582420445554
"028a375a3a51f2d5d05b85cf4ef10890"	2.51288005355444	3.46977585618743	2.50152283321081	3.34889796727049	2.38345515062689	3.87408268821802	2.77039481738953	3.65714789113642	2.55205675776206	3.17106848956421	2.31674595305549
"02a63d174c8502c109303db99cf1e437"	4.51934668501249	5.61632459800043	4.53609873998567	5.71554818641085	4.42715223538219	5.7983883458874	2.98272686871106	4.33297913239584	3.25463239094031	4.12141716964486	3.70820667430442
"02adf979cb3500c39977fffbf7d2a048"	2.40923642176885	3.48323363735382	2.10325306243478	3.06743389333525	1.9018297022389	3.65274528106419	2.56022350028729	4.16710639718374	2.88275264838923	3.80433771948091	1.8921626453948
"02c00510d4deae8d414f84d4af078919"	1.48879228346424	0.66303842712296	1.53862910742317	0	1.21980875120797	0	2.73120505724617	1.80547024372335	2.82231372105734	2.12570088183291	1.81878855316649
"02c19d40dee2d87c409a2e2f7b713d7f"	1.69736087380441	3.22323749892327	2.08197084030556	3.37486709548279	1.664933166212	3.89803888176102	1.49770832119226	0.712215233549702	1.1132434629301	0.603262446267548	1.04892016578155
"02ccf6f06e50ce9c5e49ffe2278c9f27"	3.29549013923488	6.46689784647965	3.30448528629993	5.94170113448588	3.44729567201981	6.37102552153038	2.78891378871158	5.45332893475352	2.67012007087517	5.36619797702963	1.62591765943108
"02db2ad8ae83f16a31add624ea4ad90e"	3.10009859516466	4.46613751762798	3.38613044326929	3.68021653918514	2.99599323949942	3.65800727477015	3.27863524426965	4.02248974212148	3.28807735725062	3.93784652951649	2.41704385381084
"02ed78575eba82d038ec26a744d9b6c5"	7.8310396820265	8.12337391657838	7.85064957689931	8.37412525646484	7.91685650905811	7.26748454771834	3.95440058862732	4.33104509940061	4.56241604681644	4.07948019834384	3.55812443555441
"02f7b0f943947c68160210ebf8af9e7d"	3.60255985185538	4.74856146301128	3.37776573473527	5.00703651550686	3.26554177830427	4.83960263090567	2.49139753831836	3.71627728235545	2.95770636633574	3.89107160975016	1.79505137827834
"03202b02066380ba1d7fadbf07ec658a"	5.14136830824282	4.46693793304127	4.82897479875303	5.01868719039899	4.82016220364297	4.29208551563267	1.71054362925939	1.7871783251264	2.43374457486098	1.46332391842725	1.10333710910382
"03355cd11fa9d7ee1d42bfd508147739"	2.78575845847151	2.35219839704591	2.29354459900798	2.56919080119267	2.48702390216675	2.35005092296931	2.42237444545787	1.35950363164444	2.78101996663475	0.81505843816658	1.97579578737546
"03734cd02763530410103ffac1802bfc"	3.80943331415516	0.115059329734787	4.28034296224683	0.518424677681289	4.15300490316022	0	0.0300736292207735	0	0.0487138497797326	0	0.904814925526267
"0381b98525605c48d762e395044ca5b2"	2.86895970283231	4.42256258828834	2.81409048566479	4.55055305799127	2.69086199323128	4.76336245899221	2.47965446520454	4.78224559125134	2.51684830201988	5.39607781787786	1.93907256589414
"039c7e0354d3997945bfb6b56867ef87"	1.71004313960807	3.95336224215558	1.48879228346424	3.55645259412574	1.84262683958951	4.20475799038856	2.50047614701169	4.50594167554301	3.04154238271945	4.14612504458098	1.88259662967757
"03dbe23a9e8b7382924fd20ec95338af"	2.16789898973471	2.64655932248299	2.22434953900362	1.93468362362863	2.07459750220739	2.07841533304578	2.73528760548187	3.91488945323843	2.79281184934882	3.81981613337936	2.11263837843561
"03e263884fc71d9f491555f67c1f630d"	2.14100924806395	3.38376973187289	1.76520328793836	3.23770150451816	1.63482101828644	3.70194324993268	2.70312877740534	3.55190236044552	2.75048471880785	3.32611026363486	1.19791207515497
"03f86a1233871340db1328f6fc35aff1"	2.44574126843722	4.13810974132235	2.00525395097203	4.11931485983165	2.27494870173584	4.3644493045663	2.6655323249428	4.37900557586769	2.64897654258682	4.4054840456924	1.52682644164513
"03f8d34575dc20b78b31c3c1177379b9"	3.60781038657994	5.76459681965053	3.25867790745506	5.49670524928389	3.18649477182079	5.66987333674485	3.39704075484587	4.76705336143708	3.67685059662013	4.82034859561654	2.78894915747479
"040ffbbb2858152fe7b1bfe2be12eebb"	2.79723743142739	3.82779364594578	2.77359072007224	4.11534255321771	2.66936619722807	3.8228542484214	2.88042152926521	4.28386404060122	3.09851085889657	4.14637404555606	1.66396246069339
"041c4b843dce3deada3d6b1daf849177"	0.431795403354194	3.8517611927885	0.578801978775085	3.34767353125771	0.324428573418785	4.05166424486682	0.509455996151454	3.08884511910802	0.425388491341913	3.13122690262876	0.168660245918363
"042f95fd86a3be60cda5e0a13e76be0c"	3.49091814395761	3.20634643025577	3.59722147540423	3.98611428582076	3.89344615423695	3.52005547861074	5.60356312055005	4.94498090082711	6.07668102923715	4.63381921528841	4.82629493288727
"04356242a8d119e65547c999cf90c0a1"	6.62870815773532	7.01878818327697	6.36712981175963	7.58213680438262	6.82263284640555	6.54570725758557	3.55980215533305	3.57073299078487	3.67285937017169	3.35978537867497	3.05947312359436
"043b4a5d64c5e405fa8ce60a25bebd8b"	3.79465513357934	5.97986958458926	4.75003871967705	6.44159350833767	4.61347579869695	6.25190604115971	2.47431542694076	2.98192945137653	2.89008727298973	2.77137999201965	1.65798423735335
"04731e32cb646050ab7f27f284c04106"	3.76618877921424	0.0652333506258388	3.3994868642453	0.478338918571493	2.82099562766534	0.264372062134168	2.87231082789412	3.76046164122099	2.84971441792548	3.68032306162141	1.74805357230317
"0495aca4ee75b03118200f39e55de807"	2.82963636605607	4.63230099449327	2.91059586498471	4.74232298838551	2.7482563260137	4.44693688358712	2.58225051782161	4.48113414095386	2.72502635402033	4.41199554698355	1.70769501850996
"0496149b2d1f183353cbf9189b7049e2"	1.85087078971867	3.65350561225421	2.08197084030556	3.67581397120902	1.81180389735342	2.78763126377255	3.08276868356363	4.00342826184253	3.84772287720606	3.94213109367771	2.12774587356616
"04b93fa3ee523f9634c9c795a5f49e4b"	2.87093519692287	3.91797724371636	2.60195904822363	3.62234480871193	2.49723039947683	4.53404339645953	1.88657208930637	3.39088915900071	2.27948614832231	3.03523253996517	1.0996645059565
"04bd54b9e03f729a1a5670b1416e260b"	1.42020368970342	0.700571318813871	1.82163424248362	1.14089802846073	1.54276696921855	1.19191262946793	2.6127139409578	3.54238300577354	2.46499505655525	3.68320096195146	2.13335285606042
