"sample_021Ab"	"sample_021Ao"	"sample_029Db"	"sample_029Do"	"sample_043Cb"	"sample_043Co"	"sample_056Ab"	"sample_056Ao"	"sample_40_2_1"	"sample_40_2_4"
"017d459400583fe36857c77a1d541f39"	3.04034610994668	6.54239720266928	4.46648680175993	5.93335883766638	5.46412205103575	6.70772535285013	6.77947434028354	6.41982516781033	7.08856145817121	4.36138478758126
"018de0ee05bc68de9383baf688539f9f"	1.51978887806451	2.78483715301161	2.16853470857372	2.95391812034037	2.32473676631554	4.08644096121936	2.53886083207771	4.16835352960701	4.60467304362235	2.21675275451157
"019ee757485f09fa0c7881843036a765"	2.51095768889264	3.13883125052626	2.38255641350419	3.57015729011454	3.20462260866746	4.41197629498648	3.7162951605945	4.33825739765221	3.79283778967657	2.44918758536726
"01ac16555e036cea2ece2a239591aae6"	1.70304625991641	2.91687385641689	1.8511664449027	2.97861643652395	1.31606864651989	2.77792319057198	1.78394244339511	2.98960981594162	2.37630799717925	0.817506323046977
"01e013346904f75a91f713c559585ff7"	3.03811304412904	4.27186069515261	3.13292292731456	4.06502033276006	1.2575409642437	3.32257688439001	2.52711887748613	2.88832895056311	1.23298262095099	0
"01e9bb0d97f8ed373a8d529ffb971acc"	3.15280183216396	4.50566869489729	3.72805112760325	4.74441199311636	2.32514186532502	4.03493798786791	2.84464429054576	3.93560417132211	3.14703407059416	1.74657502164243
"01feb696b69822d637cdf0956d28bad4"	6.27900325928417	3.91558186516769	3.99149976836979	5.63044187978807	4.69506258883429	1.46163997778986	7.10513232761236	2.42179981441021	1.1373941234771	1.19066231144613
"02104476719f02b32307edfdb1e6a0c4"	2.94987993973188	4.05511539569976	3.15938650834875	4.57939011733164	2.61825575496584	3.55649842813534	2.61721822582201	3.93699197007367	3.92020990115503	1.22466062795551
"02266378f920e88e1dac1ed916c48ff6"	2.21592858941588	3.90426235060608	2.23806192196339	3.65899638268909	1.59848254244313	3.34583188778111	1.82462780259456	3.67091830099841	2.14218857378361	0.304589493285019
"022b87e073ba519506a6d0d9dac1bba1"	4.63657776362763	5.03730319030116	3.97885477007166	5.56181606422586	4.64126485469027	6.45534263315025	4.08640317941415	5.96228335766175	5.72222862352785	3.56779648591435
"02556710e6071f6303dfb662fc79f6b6"	2.23520520566273	3.21925095449828	3.11373128588573	4.13664769930895	1.8411347003077	3.65753490637757	2.39493808644789	3.46253976935244	4.11582517633547	2.70843112854014
"026f6d9d6a5c591d5465aaeddf6222f1"	1.31025898308118	3.10933623904686	1.82169994597264	3.12205410304926	0.569750543082658	2.88117941525289	1.70609681866154	3.15373394307853	2.18029180140774	0.503241335624878
"027ee5073ec17a7192c3036f2b817f18"	1.63166113713089	1.28017800433056	1.38223111731409	2.15429155987785	1.2695976102425	2.7055843634218	1.74905132203968	2.80155705892871	1.30876786014148	0.272175971851484
"02a63d174c8502c109303db99cf1e437"	3.2130500881697	4.02021243593052	3.62807262819934	4.4652428399345	2.35621529351449	4.17105312227518	2.65945454509169	4.02737368735065	3.30279969570926	1.76592211143782
"02adf979cb3500c39977fffbf7d2a048"	3.23446794073169	4.29300053864824	2.72331674818023	3.94402409891757	2.69343198218794	4.46335682306685	3.4033624123688	4.39769008427229	3.67190990684254	1.84227584033027
"02c00510d4deae8d414f84d4af078919"	1.50118993820021	1.58919320493529	1.2085893406298	1.48203133987206	1.22727246803004	2.2870638867794	1.60495108111418	1.81909578367721	1.30942549866089	0.913038656992923
"02c19d40dee2d87c409a2e2f7b713d7f"	0.82556920806647	2.50213243045307	1.2758710511196	2.15787141096695	1.31260180266995	2.05004414141229	1.53778787093855	2.18829404076051	2.35796180387685	0.585708952396034
"02ccf6f06e50ce9c5e49ffe2278c9f27"	1.47464783379941	5.21178987020971	2.4260959866512	5.08066293234522	2.62032758942696	4.98169371106907	2.60363146405388	5.22714006271076	4.79362455690785	0.485899123826105
"02db2ad8ae83f16a31add624ea4ad90e"	1.97400602320937	3.14083903732433	2.98095360501618	3.69326084180161	3.80683591917502	4.20433673517617	3.59510514176114	3.76654464542628	3.60327058406059	2.69315386624531
"03202b02066380ba1d7fadbf07ec658a"	3.70701893444172	2.35359754794989	4.38992610156625	3.79036462029581	2.01274923614625	2.27233493582175	1.90661333014892	2.28399129476951	1.23711778987763	1.19927086752599
"03355cd11fa9d7ee1d42bfd508147739"	2.54465003669087	1.29698219907498	2.42191766009017	1.62052896323336	3.93449254394137	3.25249673450092	3.54671173267161	2.09303621394561	1.16881101060287	1.9896858570658
"0381b98525605c48d762e395044ca5b2"	2.2712995824861	3.9805590114471	2.67168060468772	4.11514249122343	1.81923606902695	3.8165041516984	2.3195843593955	3.89493057875544	2.86599753142405	1.29143212464847
"03ce41b70baf38697859cf6c9998b33f"	2.06035810570357	2.78483715301161	2.23189220587045	3.46468472550641	1.23298262095099	3.32718087712002	1.3240162167382	3.8277818532746	1.85234989438136	0.250276111638924
"03e263884fc71d9f491555f67c1f630d"	2.27253611063385	3.17177918587515	2.60207319915946	3.43523739041888	2.39623371135119	3.29132968687858	3.1141083333368	3.35932299329192	3.22856453734385	2.72160991786875
"03f86a1233871340db1328f6fc35aff1"	1.48887802489071	3.46854632486137	2.14166018648396	3.73027856207219	2.91719597234695	4.6016783165018	3.44409427808387	4.67457956272469	4.09992706766885	1.3240162167382
"03f8d34575dc20b78b31c3c1177379b9"	3.43473917974538	5.38632146729101	3.84704406732126	5.40504547662217	2.89114654479417	4.79897184471008	3.79155588638415	4.79529166549176	3.91655167028953	1.61825225875625
"040ffbbb2858152fe7b1bfe2be12eebb"	2.34850701867304	3.72996682654755	2.58147136129524	3.66972124937519	1.18197900416292	3.26180254689475	2.03343333552431	3.38228635677039	2.97035902813564	0.345255691748679
"041c4b843dce3deada3d6b1daf849177"	0.390759452245651	3.33685551514643	0.99493500582849	3.024065691545	0.345255691748679	3.03460908142478	0.250276111638924	3.27048255213054	2.56719867200964	0.0417722628722337
"04270753eac3e84e5b3f45e5131fd1e7"	2.12518182158164	1.36658642933995	2.11777002999581	3.099896774271	1.85256507370396	3.79027207722776	3.00575509038497	3.76741836668033	2.78583040485358	1.34195436282276
"042f95fd86a3be60cda5e0a13e76be0c"	5.7503872685155	4.3210795233633	6.74569255129084	5.31495784264704	3.75163298466578	4.96991539158666	4.14327850970501	4.55479355554627	2.67763958350229	4.70502021777936
"04356242a8d119e65547c999cf90c0a1"	5.66702996631115	6.94056796605987	6.71899663250964	6.98524562445645	7.22876755314529	8.84626104642193	8.14564401683034	8.90735799062065	6.86233163496931	6.26003151956252
"04731e32cb646050ab7f27f284c04106"	2.58938827933855	0.34883831763735	1.37834283133227	1.2043107472168	3.53558598594243	4.25625263268348	3.28708863752169	4.4548569221861	4.83683987824067	5.10172576525769
"04b93fa3ee523f9634c9c795a5f49e4b"	1.8603586280948	2.86512418624213	2.21925956210814	3.02262650540533	1.39017276502318	2.72535734386265	1.69051344028933	3.13066354637251	1.41240338141871	0.689894540081846
"04bd54b9e03f729a1a5670b1416e260b"	1.22686258891087	3.53739360042501	2.29868944750329	3.14307140475824	2.01843291645603	2.93321671817403	2.10523513333612	3.10075639263683	3.97295013207362	1.37202630479133
"04ca9aedc6db942a0474cdc0a762451a"	0.684186248564545	2.51176010834068	1.63648191404505	2.81855759753431	1.45833777496759	3.77179343573237	1.960087882615	4.12414060169284	3.77310133992148	1.17321963611323
"04ef5fcaf6bf35657ee641e7ab693ee9"	3.94113316335456	3.13278358897531	3.86438072219124	3.6325804943669	4.16779867422729	5.20639087560625	5.2794888523496	5.12448449272222	4.47692086434658	2.70843112854014
"04f27efead94a16b3e810b74f86514f0"	4.10094473309543	4.36821848951502	4.33959788125763	5.21535588673369	3.3895054634591	5.13525417720303	4.93239274017327	5.37845858167725	4.49850847970435	2.88038185792682
"05425468abc7b6696e6644b43e20a070"	4.48389838401442	3.28843133647635	3.85652880099893	3.6935381187228	3.42575948807116	2.89414767627473	4.09447953546483	2.95700897806287	2.1766618857124	2.51516088501481
"0575b5bcc7abd6f7a59549c280abbd34"	2.06232590119911	0.183137890169845	2.24015421588024	1.27154546779473	2.38662821501551	0.157293678613881	2.60121400071692	0.283521505198277	0	1.48704765019561
"058b63372cbe61fbfecc853d367548c1"	2.48681981851306	4.12121561329954	3.99804656134982	4.78539170591406	1.87222562569603	3.94884819776504	2.81612672506801	4.40678806196964	2.94898484158577	1.01121429149598
"05c4489613b115ee4ec2ef8199067913"	1.78399292676822	3.60118101736997	1.6264088196528	3.37434388595407	1.48604586752504	3.3963260976151	1.79071957007138	3.64548443146251	2.40603397339616	0.89819725545676
"05d75b81fb54d3ff766fc90129feed63"	2.54063774920287	4.62451976949896	3.4776582977566	4.36291414917506	0.922532446973951	3.40180904958594	0.989990523832956	3.48408391921812	2.63366793014148	0.309369651817718
"05e856ee9d148f9da62ea0b0ccf6db24"	4.01353030698227	4.61476758328041	4.3573834708609	4.73005187757367	3.30446821223475	4.41542022277457	4.33341777344308	4.52720069854086	2.28108991814703	1.77589343337836
"06094dd96a7550292ac7a15406ee3eb7"	1.75801263349992	0.0915689450849225	1.52716454518143	0.30133897202949	1.50360484069479	0	2.32930374933196	0	0	0.739488157441084
"06122d6c188a53fa3820d7ba9c64b053"	3.59603877579739	2.6979603493302	3.95609336647631	3.56606007245365	5.13173314375522	4.78344494051206	6.01742810536318	4.58918681982015	4.19216185416843	3.83302743764555
"062dc7bf1a892776a0d4259124cbb2fd"	3.44613569251584	4.48111987693802	3.84141897958592	4.33616435506417	5.42825026171487	5.55947423702406	5.43124253483071	5.28454727754859	4.60025042377998	3.80557142811229
"06308be651a239379c2200605a63c9b6"	3.59944658318347	0.0651367958746061	4.22376291230777	0.553371154090927	2.29318027243503	0.0787701784732573	2.27397695598038	0.119571832044598	0	1.15156152671144
"0639cd2e7dadf3ff0a4ebc918d2008b9"	3.5605362935928	5.63497887097125	3.78370769962476	5.455377182162	2.68154077744298	4.58324548668896	3.14213308630233	4.48481035198663	4.18871753025337	1.24533717973108
"067925bf2c68cfbf03151580d443463a"	2.64752641468401	2.47846178660987	2.90285116969451	3.0425264031306	2.7055843634218	3.86810465965618	3.34588880875216	4.07656111999898	4.6470085949841	2.61617961909333
"06850915424790786904937314f04f24"	2.95311178771735	4.98233060246249	3.48574132815844	4.74171827380866	2.80831940011799	3.6741363978305	2.68274642544466	3.62443359957152	3.3348956055082	1.66951701600416
"0691bcbf69519fb5dba78151aa18c728"	1.9890647889637	3.06908699386717	2.17880938897623	3.40487862690533	2.24107440999131	3.79571702838341	1.8634407016102	4.09945562844196	3.00827952651381	0.785906837817867
"06da80a2c361f6c3363b72be33e8e8d4"	4.05485574746664	4.21442557092784	4.03888006760386	4.11195834710751	2.43478107656637	3.05830845188444	3.46599493627652	3.19679399394822	2.16923844203431	1.15467652669377
"06f154fee6b1d89c4fb222e23f2b939c"	5.54183961449274	4.73359330356357	5.5647813694377	5.55130767863975	2.30406859206496	4.88956268371698	2.61097034300722	4.56948916233568	2.96816897197598	0.817791512484192
"0723628f526fba7f82f84bebd97bad25"	0	2.72990431742629	0.292759162192064	2.49322859283083	1.45170047454041	1.83207109353158	0.779406066165602	2.10176488635566	2.29694431366964	0.261285991031888
"073587e420e91ec5e53de8257bfaba94"	3.26987383566384	5.05589555293429	3.71231859851436	4.91422101166155	2.28108991814703	4.16006182586967	2.15753874269738	4.24612356040596	2.97979423510539	1.10495811127768
"0760f91983ac07c0e8e9f3efab81a287"	0.979336092626496	1.76555787969596	1.19838335810894	2.15879697406648	0.937429713672618	2.36122667957907	2.00178382792758	2.62263197457567	1.35810372617834	0.498924579459017
"0770ab0e479e6e586e8685465d538066"	4.99455455596969	3.71080727257121	5.73187022779784	4.31034157105907	3.99124415725554	3.98966659135535	4.2276285971729	3.88402326581662	2.73369377601869	4.3145824428276
"077896f52217cf2755311d9ba92258b3"	4.73146496782478	3.60089256063283	5.27853943817661	4.31840546769363	6.32469176362766	5.66047595876724	5.52816229340299	5.12744086848929	5.09773697311965	6.30178537381659
"07ba0efc76158deb7ed94f5c6b5e148b"	1.45347600127489	0	2.18822295145412	0.818374624284029	2.81612672506801	0.785906837817867	2.3606487913847	1.71124710961864	1.6366111530382	1.22466062795551
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	3.06083438584423	3.42371527353711	3.27865001458151	4.47497539215024	0	2.21658320629759	1.24533717973108	1.63106064703546	1.29328338611731	0.204982839337034
"07d44546198c8221cf2a9765f78709b8"	1.67602308774545	0	2.4380735692804	0.102755124572146	2.56758083713649	0	2.18185557551237	0.0525134523155049	0.0316285147349478	1.16094063256243
"0808113a681a013933c03815ed511b06"	5.03449448762319	1.75769184919226	2.29409637875104	3.8637036308705	4.47169132702617	1.71747167433245	5.07941345403083	1.84748840181046	1.72613740735354	1.53063166711085
"081419daef27076e9e23740f0f3d0cfa"	2.60775537287494	4.21152568969909	3.69603915366807	4.3350548484071	2.7401404889851	4.76289090847992	3.07153027751339	4.31856739756638	3.40000009853801	1.67993980477616
"08278cb30c0ecfa025df1080741366fe"	3.72879415716974	4.13985347595661	2.98643014257389	4.73807020433782	3.88606835880774	4.06295985786873	4.26807445503468	4.28015182853249	2.63164658057834	2.14263357076622
"082b8027abcaeb2baea3b91658963091"	3.39469396273338	3.69466231387144	3.63689347653427	3.41169521593184	3.82702685258198	4.28345153542187	4.07523022776519	3.76781101985053	3.97125857817276	3.71573458982155
"087615d55895b273be3ec65195fa1639"	3.32753218326454	4.3607450292285	4.29422631018336	5.17796334122828	2.27086829094497	4.18893314840703	2.73369377601869	4.42568140908183	5.27963373444315	3.16099206096667
"08b5865dd5287e44cb75455288ca80c8"	3.25447691817116	4.61077843034564	4.67594435003103	3.96751144786395	4.07462937210318	0.66189074815939	2.32235762179805	0	0	3.51845103277482
"08d7a738a4756ac72191feaf26591930"	1.22722828717891	3.37201570829858	2.30698539743853	3.37941655902714	1.68522622916065	3.83056235461488	2.06638353073718	3.65900100579103	3.40473421967023	1.02661275885349
"08ffb091e6fb80698e54de15a34c082d"	4.47285999025616	4.18132835549797	4.63882253994993	4.8185326177321	2.89306706673012	5.14615747877861	4.0992198254567	5.32923302939115	3.42159385220637	2.64081321571602
"092f5a8619fb9350043cc4ea36653dd6"	2.35359754794989	2.51095768889264	2.54913105909762	2.83418698755857	1.59996962937722	2.96230526443759	1.89599365080974	2.60887901051277	1.60283637012423	0.304151946407675
"096c8afcca0cf3953b7deb7a22aa2c64"	1.44689777607553	3.62998559915345	1.55197652735083	3.30153667590008	2.60046966747147	4.60224890319346	2.19623275230701	4.57756102665707	3.95458775566709	1.61986634679935
"0974d5a60d20f55cae8db1bb4d3ae6a9"	4.07527692475471	5.86394947720749	4.89218833809353	5.650969851234	4.91178269666619	5.2812260536149	4.55059774211437	5.40449576814595	5.29871838113094	4.99420256670379
"0977ec1ec766483e434b5ced6346bd40"	3.47439021201216	0.483443787698047	3.13942304390256	1.18442198626432	3.04616732225405	0.384736412142731	3.47053154157025	0.227885888635805	0.0280411463298189	1.94393663152145
"0989c13d0c860d464a6d08c86ae36452"	1.60594980521782	3.73091972000322	3.33439343853626	4.05138260118709	2.16266703636918	3.201781916482	2.78538297581179	3.22921577269701	2.17011834953123	1.59017688724711
"09947d9e52474a7c0a88c03dd1c4cdc5"	4.45828372439064	3.22909305079478	3.16657992277432	2.98798937452948	3.04886760285305	2.34441748888687	3.16400079741034	1.09072829147633	0.422717427307924	1.42470176285586
"09b2d834bd6ac6da3f312992a5ada13a"	2.7621485429338	4.56998818813138	3.13453393430021	4.63347632209096	1.23529534201325	3.82062151517585	1.91675849413262	3.99651383835281	3.2858192712377	0.842435855438406
"09c649de9578b51089151c3f67c6d1f1"	3.27214095731047	3.49521100544381	2.36026197784201	3.0534104526374	1.58259442837722	2.22122122964523	2.29264525608582	3.18540052716097	1.7806973422252	1.2695976102425
"09d19cff22a275f6b41de4a94d82edbc"	4.58998305754708	2.31475344553768	4.29298923699772	3.20246853183252	3.13100512687706	1.95500004702654	4.07614007434044	2.14732111292372	1.60142811810885	3.04465998704671
"09d8ddc69c0a38c3720e026fdcb1ea1d"	1.85560087243538	3.84141897958592	1.90741580060673	3.42421900543207	2.15441106996965	3.99523456045236	2.06808061959269	4.00716096323993	4.3664693445094	2.60118453278123
"09d91bd09f3acddc13ab643e76870fa7"	2.71389792056532	0.561432907998303	2.53224816701926	1.73747404027117	2.28628618140018	1.62567702996898	2.3360084188396	0.696832006890402	0.418222735686655	1.49273469883692
"09fcb9ad80345395a0bea7730d6fe7e8"	2.69237508743638	3.10065742087181	2.87907903078045	3.35868310720685	1.22047351570451	1.24533717973108	2.47942590792366	1.80671408939547	0.601416686030339	1.22047351570451
"0a133b520b03346a629160a1e02b66b7"	7.16854512007996	3.61067139577495	9.39179069602375	3.24065610316601	9.32674156515008	2.07534692014707	6.81986862341158	1.43152008497497	0.553533327219064	8.59299177530882
"0a179124b7265fd051af45cf7bbb5a2e"	1.70454079802719	1.92109331446399	2.2467150253502	3.36134713706219	0.73267746117689	3.24753484378534	1.64487957086963	3.4052064014592	1.97598241168652	1.09549409882999
"0a2b2d365687ce2b521870ff1b9fa4ff"	1.34961428925152	3.77140296581165	2.19274097399405	3.43294715106621	1.37184000746588	2.61902513223212	1.47187214991283	3.22121098210537	2.54751339653586	0.157293678613881
"0a2bedc2b9e2f372d7ea96ac9331bd11"	3.42514162961473	3.50112229691904	3.7310397746117	3.6725908108372	3.21658976832563	3.74448086797833	3.09937331633003	3.79765429495645	2.88802973885023	2.2770177970996
"0a3d2dbba6357dd3b8d7cc68bd934825"	2.5156518487928	4.50925838184346	3.08460968261118	4.46437251160902	3.06092943711401	4.96536332979738	3.68324392933208	5.05204959316953	4.65664385110786	2.1035015151719
"0a5a7c8b3e26ce811cf9a5a0f0698842"	6.04182894770725	0.0600032523358097	0.891087789087478	4.9257313675993	5.0164070056775	0.35527296162064	6.94350762082192	1.05671610630351	0.107734495536399	0
"0a6615421c77de34c12671148d5b177b"	2.66608693789066	3.91118585236987	3.43986570450919	4.0198972892168	1.6758627028026	3.96061988499749	2.446783417659	4.09667807408977	3.8720979709375	1.6118414614875
"0a8072d5e752c9bb771c9801625bf602"	1.81439981037791	3.98155423022014	1.87838349690536	3.63700477929071	1.93412327032252	3.86823957701279	2.5417105445466	4.24373618505462	3.56373856284658	1.1558602367292
"0a85e8423dc996333736f2f730379c04"	3.73101993904357	3.74463719302214	3.27046131656196	3.99776280764246	1.14647154348538	2.20880504194541	1.97203240124473	2.24860651223953	1.21626879780183	0.314587357227762
"0a88346680428af1533158ede0201b34"	3.52520456263183	0.245515424289892	1.84588458355934	2.40233992613104	2.14762668704385	0	3.85283411745245	0	0	0.0948855442048434
"0aa642a7708a378ae2d52b09a6251f52"	4.65284074515144	4.71190936995355	4.72308672513213	5.27116863819536	4.29936857617981	5.07312948502112	4.27059279589461	5.32907457601353	4.93349783454251	4.27441201867709
"0ababa66302abc185f7420fe8592e464"	5.72085164699209	5.15468652103033	6.05238572102811	6.28328549669662	3.63521965498411	5.41746711722876	4.15830211789026	5.33839974102792	4.27547197643891	3.77392886782757
"0abb4e308d2287c078352db4a8e5e722"	3.76597474549736	2.17382401857358	5.41058808168763	3.14217532578804	3.1959310758739	3.35038695313226	3.61175394145311	3.03938454705337	1.28545029758679	2.0735606581326
"0abfe6fab9f2f0326a0cf0b2819a045d"	5.23843571865811	5.21401119990242	4.93855179439153	5.12211536700987	2.91873286368179	4.27798469375861	4.07752559637791	4.71780594377626	2.93472920200949	1.84787889906656
"0acda4757638930d0db16ac196907707"	1.54183573433475	0.938780720810582	1.28535280662274	1.25533787778973	0.441180325209062	0.647111618986803	1.58841977069947	0.739488157441084	0.0948855442048434	0.216499931261782
"0ae7bfa0558543127382041ced659532"	2.71568630504166	3.30168344510725	3.35812424410857	3.53200983130898	2.56501366308619	3.86124679838052	3.76192924516289	4.13830149368856	3.21438254518966	2.12750286888355
"0b01334dee682a54a687843f4a0557ca"	1.51978887806451	3.75373417525502	2.15608308733828	3.39301734957172	1.36478850915973	3.36670917517957	1.01121429149598	3.98041418927072	2.52142298826047	0.250276111638924
"0b0887152c48ecaee3708409b923f793"	4.02067821682726	4.82939448056754	4.77798311603236	5.44885908315446	3.35435867311498	5.06111273770033	3.57221565800234	4.94143379725522	3.74149784257282	2.79066079489323
"0b181d48c37772c1041becbb17b33ac1"	2.10654831101811	3.32364152365754	3.25328266219891	4.46684193538556	1.15546730463573	3.80367168844611	1.86784281048349	4.04469824415749	2.81527553690162	0.46825084401481
"0b51afa6da5f0942de43ee67666392b9"	0.928432718699801	1.64069236362869	1.28017800433056	2.38824889574657	1.30105559394695	3.97321766709393	1.89599365080974	3.71767765163505	2.09653683097097	0.261285991031888
"0b7adfa1cd85552388da8b57c7886d6b"	1.36658642933995	2.93684707556242	1.07056940351011	2.44480141222498	1.44166118490928	2.86914874566407	0.974334709042683	3.12103170133844	3.33834664430478	0.632110786476946
"0c0a8b8a1b3690c0f6820fcb1603de6f"	1.69038359691673	3.99064267028714	2.06428983207908	2.99960675803587	1.34646146061817	2.75562591383823	1.6366111530382	2.85778801568896	1.96607797576451	0.403907228577095
"0c13226181291f8612e7219430ee312b"	1.556315577951	3.32085318410067	1.76720034772735	2.89413356231813	1.04678200802398	3.15615917378373	1.42470176285586	3.18009337406394	2.14928553419384	0.145319513903895
"0c23f91edb5ca911f16c5ea6d2e6f7bb"	4.44639529763637	1.70172534652407	3.8450623532982	2.5611405747874	2.15190951152516	2.2202325420448	2.07902212487946	2.53304173934028	1.25489255771807	0.90975049301428
"0c641f1bb166c036145c1c358b3548c0"	2.6380854289013	4.44947100785594	3.39664771427025	4.34362228820262	2.55732831401862	4.90580020334155	3.24587539389929	4.78534668545737	4.23815103906732	3.19476647614638
"0c68649e567b8069a4e74d232b8bf5ea"	1.66438432604886	3.14284280099082	1.78031759324095	3.02018388149532	2.994138303859	4.77111510806549	2.91719597234695	4.43886545230952	5.1708494282593	2.32791837835856
"0c69526b39e6c700505869e1bb26de49"	3.26149954026815	2.28555632975489	2.59590605546271	2.63758490881907	2.68047361057903	3.57761629873079	3.33173676275641	3.69087861900131	2.92270544192264	1.57303034495391
"0c8a4e5e6583e8f749e0fc431bc19e9b"	4.0101724235054	3.48384530818874	2.96274513126479	3.65761528355811	2.48184779603811	3.05708818015412	3.67696065871702	3.78306073344924	3.20393654627675	1.55496709039051
"0cb53fad3ff0516bace8d54936974ac0"	3.16585677024034	2.80318333221964	2.87356953100595	2.85071819383252	1.19927086752599	1.45833777496759	1.44501882583956	0.752971953170507	0.854757822689608	0.335137059955132
"0cc5c86249ec081e574cccf28c21ad70"	4.47743771847814	4.78241789254652	5.45133909506379	5.86386166039807	3.83179565570932	5.9492051736993	4.56060854101677	5.54995655320034	4.70759047441106	3.99019272322766
"0ccd6ae37ee2caebd21b05bdc79a677d"	2.72889542196369	3.15147967793784	3.58869883294208	3.7670476367319	1.55595211099544	3.48371084987607	2.42934390336986	3.19709432088645	1.33530181097794	0.431991485478171
"0cd52318943a4637efa5e3e02936878c"	3.78078416611454	4.44425557551792	3.59754125658713	4.16894650211817	2.19814217863476	3.70761923596994	2.94920621005166	4.07733662733257	2.84208587464896	1.5957867205886
"0cddc551cd3c2f10d16fc8fce5d9e9cd"	2.6179883579863	3.39974899993022	1.90511791599694	3.15346225431988	2.56237126538083	3.94598918073768	3.10585658986423	3.85913232417213	3.47690265584567	1.53179647971704
"0ce4a8bb4c43849083fda1f51b3cd7f9"	3.87982661981979	4.64493267543101	4.31386475710154	5.05283720010058	4.5809173082002	5.66900202997063	4.41919489442727	5.29708251443189	4.76410459977866	3.59822365336303
"0ce5e64a14aefbbf08f9f55bab8d3087"	2.12518182158164	3.51605822594723	2.38966696749867	3.15214097356236	2.55291002076965	4.04917104758423	3.11094543212536	4.1787484997385	3.40991599716962	1.67195739668778
"0cfa7e4119733f2ab8a1c59fc7d11cbe"	1.44247146029473	3.77594391302803	1.67022063939832	3.21491438873093	2.10869337933684	3.56014388597431	2.7373826994218	3.8193936589768	4.92962118476486	2.21192357141566
"0d08c5ce5bbbc77fcc000171f26ad75a"	2.7955098276141	4.29365649846186	3.12756685199039	4.20669953405067	5.21646517463506	4.93011086386975	3.45355411135325	4.76530963871096	4.60043397890353	3.27189597415226
