"sample_002Cb"	"sample_002Co"	"sample_032Ab"	"sample_032Ao"	"sample_032Bb"	"sample_032Bo"	"sample_040Bb"	"sample_040Bo"	"sample_040Db"	"sample_040Do"	"sample_18_0_14"	"sample_18_0_17"
"01feb696b69822d637cdf0956d28bad4"	2.9469317118305	0.0808931152052973	2.80659592875046	0	2.15954636280891	0.27775975870613	3.54819971569281	0.750897086100849	2.72753905368606	0	0	0
"0202a0b2dfad6a6e5b225afdddaf5729"	2.08489141411041	0.315337608319727	1.67348387478451	0.170047369543551	1.43146823247263	1.34750649427513	1.24216556043483	0.243356031346463	1.00498546554687	0.216821154564469	0	1.02576440540957
"02104476719f02b32307edfdb1e6a0c4"	2.53718603699285	4.09651152931873	3.19758857045837	4.48840118477495	2.97398766382998	3.60435104654829	2.32419001674643	3.95031444078268	2.11801300565494	4.30918439959845	4.31053063296881	3.43268958875234
"02266378f920e88e1dac1ed916c48ff6"	1.80924781934224	3.6823695354997	1.59799954300047	3.69835410254123	2.31248987825557	3.0931719570822	2.42957010474853	3.98599439682657	2.74163325761925	3.76043470656365	4.50437478985316	2.837053021873
"022b87e073ba519506a6d0d9dac1bba1"	3.94228348376753	6.12454663537292	3.87430240494302	5.93084893993842	4.43651309173676	6.1380629069686	3.87211517626472	5.79241068275857	3.542416233244	5.31437278574274	6.85243980118597	5.74862071326019
"02556710e6071f6303dfb662fc79f6b6"	1.90647707049695	2.76396300245189	2.75756873486673	3.48572778914607	1.918919881018	3.18651076115562	1.32289268276851	2.9151651288356	1.78817928762172	3.68884118358684	3.58569992148892	3.11013886186939
"026e9b4b119e8cabb3eedd41465c0b04"	0.71528140130383	0.32755617786707	1.54191210713624	0.35155435607742	0.809584422152714	1.53467471027946	1.74105689408254	0.510370731902121	1.95381019044191	0.363961210729011	0.490857191833992	1.18292786316323
"026f6d9d6a5c591d5465aaeddf6222f1"	1.40054161828378	3.3474798279689	1.51769202838815	3.51875180320814	1.13961000133649	2.31861797627094	1.53833300860698	3.5733117412422	1.80355192525492	3.16983938672706	3.83747149309463	2.62413984876645
"027ee5073ec17a7192c3036f2b817f18"	1.99892900811384	2.4975698478136	2.26096787794353	3.0152112703708	2.18534726383398	3.04788383704626	1.27306967040526	2.44126819275817	1.2397935132407	2.81128044935077	2.48116633017228	1.64706119653054
"028a375a3a51f2d5d05b85cf4ef10890"	3.23740909785536	4.69040204974949	3.27824846328038	4.81874884319884	3.01448778418737	4.01813355973665	2.35318314575714	3.25745017532796	2.81828481900126	3.31671734358368	3.71389396610865	2.65392482999312
"02a63d174c8502c109303db99cf1e437"	3.25251270818897	4.49199297720794	3.02518005021495	4.48175076320337	3.06919265749629	4.05356612578096	3.36607550812358	4.59638310850984	3.27052270191658	4.32077529899534	4.25100889695412	4.04280222531174
"02adf979cb3500c39977fffbf7d2a048"	2.41881182115572	3.92123073186604	2.64537594841318	4.29404736983473	2.87649989801452	3.83547078686392	2.99032539265072	3.85153728995448	2.97135067583936	3.60118022779063	4.44189764636657	3.23082301134941
"02c00510d4deae8d414f84d4af078919"	2.05273051306435	2.99137095878169	1.79552590659342	3.06796923199549	1.84709060369411	2.56371716507383	1.98502096606034	2.91514566799481	1.67246904803673	2.48256223713231	1.25419052048655	1.48314880248377
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.25132813379728	6.17123815965322	3.08289259820358	6.43356671622073	2.39594985156192	4.82883802464889	2.26535434841576	5.53818025750782	2.80413464363028	5.55638073383077	5.85449665299488	4.0399002869338
"02db2ad8ae83f16a31add624ea4ad90e"	2.81773140911092	4.18033372387205	3.10608179340835	4.36328459475602	3.01861373480438	3.86268600677199	3.52141301171573	3.80713348994343	3.2784382356794	3.57381927062879	3.51894189805816	2.81828481900126
"02f7b0f943947c68160210ebf8af9e7d"	2.21732701244217	3.17561096863045	2.25732640907173	3.50634046482814	1.77326862460057	3.08446332336388	2.5408142817263	3.86513892352917	2.65627257892057	3.88111214957391	4.0279091319784	3.16949648717013
"02fd2fc743a4623995fcdfc706ba981b"	0.690247480490327	0.755660370848932	0	0.902612408684743	0.463598786963289	1.58771997610404	0.702453739880245	0.607044481506534	0.501562856486806	0.702453739880245	0.262825696452914	0.394943280648582
"03202b02066380ba1d7fadbf07ec658a"	4.14037407803617	4.68776795900802	4.64804656481508	4.7249257637923	3.98453864334749	4.75089609978191	1.75951172167793	1.82353264640969	1.70030185873922	2.04079166556808	3.0974852900042	4.08316732903197
"032a5e85e8531d19bb559affe7d45f99"	3.39952992556295	0.184163193273324	4.13715029982232	0.535172030092426	3.21803439096196	0	1.15929965361419	0.491398126099892	2.26007417304183	0.312911126497556	0	2.61436935987125
"03301869149c66370d4f5cfd7c5c79f7"	1.01251104283798	3.05975375479947	0.763544132531055	3.22877027297184	0.831833327082896	2.48801888508895	1.75663302975248	3.29961121565831	1.65666495079678	3.23535528951198	3.71917342294749	2.5005339056737
"03355cd11fa9d7ee1d42bfd508147739"	2.56229974347299	1.94510515600366	2.37790169151809	1.80938176573944	2.3012734733041	2.51369128713066	2.8552839286289	2.13322317389674	2.77173942025994	2.14185269188327	2.69879498109726	2.60961301295317
"03734cd02763530410103ffac1802bfc"	4.25528177563292	0.0331465333877602	3.49190273307507	0	2.54515057169644	0.431283590733985	3.35747076950666	1.34398890591177	3.38068314583947	1.56272105466155	1.00160411784012	3.3582045697683
"0381b98525605c48d762e395044ca5b2"	2.23001507476128	4.40425414311174	2.49736909270935	4.77699829833228	2.53158962626022	3.95975456761856	3.02784546282565	3.90535028578504	3.18243254718854	3.72042737477053	4.36379984227434	3.71886872519578
"039544c0752df4a57b038dd86e16eba6"	1.47865724737294	2.79944460303343	2.23624185099367	3.62521969341995	0.962294541570412	2.30914731444362	1.06520000525978	2.07106613188814	1.14438616373218	1.6094071338868	2.84053210571074	1.31215366998146
"039c7e0354d3997945bfb6b56867ef87"	1.92064909508862	3.89737469943057	2.58427376491043	4.27468845307051	2.07141023261498	3.94471732612635	1.09994473390189	3.20872043299146	0.826759819883865	3.00178889513652	3.74160235113251	2.33556522028864
"03dbe23a9e8b7382924fd20ec95338af"	1.68944426900776	2.12932350389628	1.44052948085132	2.38804034887366	1.58692341684143	2.56666722999519	2.02328115905278	3.13812986997429	2.15158776944212	3.39419962101382	3.71389396610865	2.56551073831935
"03e263884fc71d9f491555f67c1f630d"	2.4710775503953	3.22877027297184	2.9016891956369	3.61256898131233	2.93804547896905	3.27187635110577	2.82875392325567	3.77300158701451	2.59150197082991	4.06096988441494	3.32659949719087	3.0146189967138
"03f86a1233871340db1328f6fc35aff1"	2.17306416199266	3.89096168470966	2.84552907549178	4.15739420991247	2.30747183340492	3.18232473868768	1.89066545731287	3.68747459364064	1.88790112144404	3.5893578500385	3.61156944873479	2.42246841762399
"03f8d34575dc20b78b31c3c1177379b9"	4.44287577246119	6.76275051711579	4.5656379323111	6.68718695641813	4.23888932402214	5.31126006727852	4.46886693325215	5.52584799573757	4.22003315104375	5.33632771281977	5.5078267095674	4.31755157386448
"040ffbbb2858152fe7b1bfe2be12eebb"	1.69196067838758	3.81122211961036	1.48043767104805	3.78600115353904	1.66179473939598	2.81130290016592	1.75951172167793	3.12720780434203	1.43262913232537	3.25164887335695	3.42836497773307	2.14182931411465
"041c4b843dce3deada3d6b1daf849177"	1.62166809476111	3.91710748384072	1.95837855429927	4.2413817071851	1.81947205278596	3.47575538390669	1.58056507486498	3.83781656688831	1.03090430564403	3.27654832876343	4.31478178807226	2.46568135580287
"04270753eac3e84e5b3f45e5131fd1e7"	3.63992686550437	3.73763349858344	3.57975405461114	3.89027306093996	3.1962105368659	3.59003767304052	4.28210270286552	4.72582199167488	3.88832030271528	4.17250087638905	3.97539209304481	3.71022256092869
"042e4f8f55c4d2dc78a925fa1fe5b112"	1.45926504394806	2.13194990382348	0	0.386505165653359	1.40287661248893	2.34692833663344	3.0722811927425	2.35951348037994	2.51007882216794	1.26367464757198	1.58741722706483	1.55972232018817
"042f95fd86a3be60cda5e0a13e76be0c"	5.52834130958754	4.91037318905662	5.96052766112007	4.8054588712209	6.19264827276582	5.13796902667406	4.24425483564907	4.66871477583957	4.22904589519944	4.87743451348023	4.88705498668577	5.30612183232228
"04356242a8d119e65547c999cf90c0a1"	4.17693213133175	4.83641584405829	4.54645279284608	4.38480785813428	5.63151841069114	5.25836127015768	7.51415012172618	8.13240985345667	7.38581022174193	7.44318035978014	7.6890772428454	7.52903753909669
"04731e32cb646050ab7f27f284c04106"	3.63593722202819	0.544991080615638	3.14165839566746	0.302967896686896	1.91147278883524	2.13194990382348	3.84427079257732	4.71226070432795	3.34361064080917	4.84222453198652	3.17159971394148	1.1851568900683
"0495aca4ee75b03118200f39e55de807"	3.27506748266119	5.01721858328334	3.70002192062558	5.16046310663904	3.58303760040931	4.57887313973211	4.10460837528772	5.88112778154203	3.93083887152579	5.82626998246532	4.67309328547296	3.77624451854879
"0496149b2d1f183353cbf9189b7049e2"	2.18400897887919	4.47739778362176	2.60028795050024	4.721877070297	2.56775884203623	4.01330704345409	2.01885520038069	3.50749545767289	1.77943381953742	3.44448672976055	3.64870048197714	2.89779965816933
"04b93fa3ee523f9634c9c795a5f49e4b"	2.35814921440271	3.71367630517373	2.26113894539744	4.31918732239623	2.37082077121585	3.44624572856001	2.32255437306955	3.81120548804221	2.04079166556808	3.5863870437294	4.3127703356358	3.17718678790859
"04bd54b9e03f729a1a5670b1416e260b"	1.72882410678903	3.77078120960982	1.27014024804846	3.33444150623277	1.78409584520015	3.07075718233566	2.88854787340738	3.42890657799667	2.76819156891533	3.09370708189851	4.11692926367106	3.18135670318667
"04c1a513f665c225f7ed173aa4fa12bf"	2.90906696394886	5.08600055029894	4.39351406328975	5.17962015003063	4.95149148242243	6.06545207683023	2.26001442351164	3.71274379424222	1.67707549294725	3.9422488002174	3.79713381456387	3.1869955472884
"04ca9aedc6db942a0474cdc0a762451a"	0.554714654119703	2.96967301127321	1.07768312707037	2.93536413759225	0.544991080615638	2.25938099267795	0.406131552651325	1.17489408682527	0.677322630212974	1.54913573862572	2.08119001221395	1.49445345709616
"04d5efa38f3a410566bdc4ede3702fb5"	2.32410164284235	3.66913755897352	2.23082514668423	3.0824137419631	2.17306416199266	2.76608537121976	0.394943280648582	1.35817776839406	0.481129012029154	1.06025253811348	2.7480718754517	1.77661198989784
"04eea75f54ae1103d2c566b1e826e22d"	4.03942471738645	3.30271883454556	3.75710294303535	2.89797979877378	4.55400034713749	3.12031591039146	1.80172630159524	2.81728719350596	2.22820631494495	3.25745017532796	3.30145807440464	3.74634379337615
"04ef5fcaf6bf35657ee641e7ab693ee9"	4.40160229994162	4.80917591585374	5.34864502435862	5.52954553708012	4.8108235111446	5.02953039860707	4.97221942112198	3.80921305098154	5.19155159119988	4.48136230007685	3.54768940686702	4.10038149374121
"04f27efead94a16b3e810b74f86514f0"	4.49350145978633	5.2856507830184	5.21805476886713	5.99200700245247	5.06313300221964	5.78706850169411	4.72537783544693	5.46927585754858	4.29857572985567	5.01672272801625	5.40060406285989	4.91402526986007
"05114c017775551aa7d1fa1a490e42d9"	0.837729128052582	2.20345822570098	0.413469832060194	2.73949495326749	1.0135096955033	2.06675557535878	0.781936143374005	2.28926679690786	0.560472563655404	2.65509939344731	2.66095160542375	1.1851568900683
"053a96fa26931ff81216a8112d9a7fac"	0.824471890249581	0.620254392847371	2.03770715188691	1.25584364690042	1.05447264405007	1.75246980703118	0.917490012449637	2.8142883315435	0.834038919257427	3.02638271275275	2.19528937270171	1.06025253811348
"05425468abc7b6696e6644b43e20a070"	4.18729496185742	3.46000182982195	2.61828610016003	3.81436393899723	3.31347423727976	2.81332730048656	4.174558024547	3.08458071211226	4.6774527073055	2.94808495608642	3.34361064080917	3.33650951603992
"0549263621823272726d268903d15338"	0.515239866644411	0	0.583330640444194	0	0.846395596326521	0	0.262825696452914	0.249902320614901	0	0	0.223543471335537	0.819427346470275
"0575b5bcc7abd6f7a59549c280abbd34"	3.67385284297381	1.87079028049168	4.69179376446026	0.463598786963289	3.66050693396148	2.07647639998895	3.27124877955644	0.284081101533432	3.59505199660981	0.580886768400243	0.347073340446514	2.07282819272316
"058b63372cbe61fbfecc853d367548c1"	1.91644367398006	3.64785871588713	1.97658053852525	3.24203004498334	1.39036830134474	3.26288662414205	1.71543622465645	3.38065448043083	2.17272694573582	3.11764454992722	4.21187126873268	2.67600898689075
"059e24b38a4bff0d4f11ed6166a3437c"	0.611150481755214	0.929578457721076	0	0.35155435607742	0.554714654119703	0.802056740901611	1.29617816917678	2.01663485338702	0.812040710500356	0.883560907251236	0.449673362772485	1.06602022406745
"05c4489613b115ee4ec2ef8199067913"	1.82870892082088	3.90822079401992	1.3916112773027	3.80053002527964	1.53798369693011	3.40353904260839	1.94761957053934	3.99756957061917	1.65450667659212	3.42936855635285	3.84093424723197	2.72876037646361
"05c91f47ed9f3d030a1ff1f59465f00c"	1.7046057184674	2.56737825146268	1.59799954300047	1.63152107458765	0.638217281734812	2.84062154135723	2.15546464308799	3.52878992417507	1.73034495219318	3.01416140902236	2.73189692757649	1.41655679924678
"05d75b81fb54d3ff766fc90129feed63"	6.00676057413411	5.46769720608386	3.59606501735044	5.30851163299303	4.08240032970085	5.33387459366971	1.57820243937177	3.68472031444853	1.43830883913272	3.63557380162122	3.92244146293447	2.54407994385158
"05e856ee9d148f9da62ea0b0ccf6db24"	3.55464723550376	4.06021291362809	3.44106424575337	4.19749883976563	3.17135788621621	3.44319679429559	4.86166572466184	4.76742593085583	4.61030995471795	4.57582891008598	4.38337447592762	4.37099854825077
"06094dd96a7550292ac7a15406ee3eb7"	1.94904860547356	0.225262634935915	1.26553791275845	0.0651049037005916	1.56161015395378	0.640865767819377	2.36893447353558	0.766537037787997	2.89779965816933	0.249902320614901	1.07745674659532	2.33232834424324
"06122d6c188a53fa3820d7ba9c64b053"	3.12031591039146	3.29400333426002	4.00440061672642	3.71572898278991	2.96185941112194	3.54582566705839	2.67600898689075	2.71324335994685	2.9782757919045	3.00427567455129	3.69581534511505	3.43860555572256
"062dc7bf1a892776a0d4259124cbb2fd"	4.63062180801888	5.20833022818726	4.31153194405663	5.09243922528934	4.55009085993474	4.67150068182951	5.02947732945274	4.44580158311401	6.90185349768123	4.39085133223954	4.32654563671437	4.32433660896514
"06308be651a239379c2200605a63c9b6"	4.47379567345841	0.572258018282703	4.21757342655339	0.383439957347844	4.36565090098113	1.92611183055843	3.38846904709464	0.311716449459626	2.97499062143845	0.833065952779276	0.0323317566628611	3.97860996800722
"066aad56751f9efcd6546c0e2594e7bc"	4.25264820654214	0.251899701419608	3.66483155739961	0	3.61483980654911	1.8524576569659	3.13957717364933	0.236809742078024	2.99010145018153	0.99451024006759	0	3.80267231738796
"067925bf2c68cfbf03151580d443463a"	2.15168470778391	3.32128510120347	2.02468216929317	3.25968216340982	1.99838320063331	3.06215303916492	2.77210302605437	3.53987405003818	2.91122057566925	3.52922747983529	4.23780950318717	3.20202305298884
"06850915424790786904937314f04f24"	3.72998094557128	5.59119087017171	3.07309938963793	5.61596421586135	3.83649939788916	4.99749484194607	3.02741441764565	3.69645031089615	2.64238218588648	3.29093711543622	4.13263046969448	3.1442786796174
"0691bcbf69519fb5dba78151aa18c728"	1.71074336778506	2.85409124182899	1.16376288080219	2.84318431581182	2.23663296205611	2.83745896227446	1.87562168855643	2.81326702737634	1.50261125597678	2.22380398307673	2.85326953081744	2.09320317703259
"06bde0cecfbcada397af9c0bf5f83820"	2.36133218865493	4.33255548180927	4.30586536363637	4.37480756477941	3.40121641481436	3.39105454994855	2.28417669331069	3.9681556711461	2.01440956548001	3.726035537385	3.71674021355472	3.0067562852313
"06da80a2c361f6c3363b72be33e8e8d4"	3.40285276899654	2.36038034632134	2.85606083884101	2.34603333310442	3.24303249184641	2.28941545951637	3.61191618619028	2.67446716569316	3.66806495176353	2.79575248029487	2.43009565570227	2.86720234325999
"07110273e3d6af343dda0d8332e78b96"	2.16922054359328	3.15252142669008	1.91147278883524	3.2635314344869	1.97658053852525	3.0676256810829	2.35080349745372	3.2152619534175	2.4508359664705	3.58156560276069	3.57133839801338	3.4272879747846
"0723628f526fba7f82f84bebd97bad25"	0.416032585087047	3.10623758878994	0.578517384034298	3.56940247294424	0.530279880327491	2.11682150823865	0.154436353304419	3.16103906335543	0.417196030983863	3.51199011606684	4.12262746995015	2.56551073831935
"073587e420e91ec5e53de8257bfaba94"	3.03007664550363	4.38871322948848	3.00033083394905	4.53502153613228	3.08472883708957	4.4767816604087	2.86026758474471	3.81856690575449	3.24581371980264	3.8975122315444	4.27515803798884	3.56912416233843
"0760f91983ac07c0e8e9f3efab81a287"	1.91644367398006	1.41112940259118	1.81475226396254	1.76696938522083	1.26063192687406	2.62637807219819	1.85003838971173	2.34954816422723	1.9030914052602	2.12493363626389	1.95081508546434	2.05127356053333
"076c212597b0d5ff02b7d6d677f724bd"	2.92637404961968	2.21070902985544	3.31074434349072	2.63245457935661	4.03227830695968	4.12333210100012	2.80826349250039	2.54475449940678	2.39363165101239	1.67872140835235	1.19024906310613	2.91695418258224
"0770ab0e479e6e586e8685465d538066"	5.68948353365537	4.52027212346647	6.1730973375902	4.60685012410154	6.012840791012	4.6243597822819	4.85349169550807	5.69572342087719	4.36719214571543	5.15893230314508	4.62874705441616	5.86959291451878
"0771eed1039e2a9a46dfc4bb7bc0681b"	1.257789081454	2.76866108445255	2.06049008171305	3.15414401463781	1.73579612179147	2.60871875618742	1.70638311849058	2.71766384161818	1.28699875002431	2.69197501824554	2.71324335994685	2.04295907610242
"077896f52217cf2755311d9ba92258b3"	5.33354929371501	5.45776134497582	4.8251253397607	5.65469811071426	5.43685518172426	5.53866383157463	5.11194515469218	4.90745587571103	4.9954840643678	4.7914953035108	4.86305782312141	5.30769335640634
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	5.57509454872473	7.01637032161707	7.11490154777103	7.19598651986333	6.37667742796505	7.28126976352998	5.67066440907856	6.44702658424397	5.75841932313178	6.45868602851706	6.9949959880065	6.8622751605619
"07ab66989a508e3777a908855686e414"	2.41995986754543	3.74642180118653	0.929578457721076	3.74283591661911	1.98818580649548	3.79834441251061	0	2.39515515847531	0.841265416012402	2.96802700246177	2.35951348037994	1.00066864433798
"07ba0efc76158deb7ed94f5c6b5e148b"	2.78842887940015	0.441659645236198	1.12923399429797	0.163268116928399	1.46051427325949	0.277491470941944	2.32600126989567	0.356428676687178	1.73518973714581	0.188230643613282	0.196178681299769	1.36717226804633
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	2.11379852296504	3.37099477355542	2.68439323537778	3.43218645507645	1.53467471027946	2.0785868014935	3.09899258532678	3.6029020878055	3.02476180954527	3.48420185282703	3.74239415435152	3.60698858130152
"07d44546198c8221cf2a9765f78709b8"	4.09422447691481	0.222558259897845	2.72030782915787	0.0566824565145171	3.19742922742384	0.870959448354682	4.01954558214662	3.40090400529818	4.20491796713258	3.92854181552104	4.35160479762491	4.38337447592762
"0808113a681a013933c03815ed511b06"	4.46201195221749	1.00078730697531	5.10416119740994	1.0003692250189	3.91387848618153	1.66376184595064	5.13278754065367	3.40737170761419	4.95341468830458	2.80143028213257	3.02629895958293	3.76726276285545
"08278cb30c0ecfa025df1080741366fe"	2.78766841859171	4.51992053191587	2.62509285010467	4.51181104385798	3.32866363074596	4.08684646663489	3.27149104512661	3.87938823725023	3.13957717364933	3.63381326181599	4.08119515310365	3.35300104114455
"082b8027abcaeb2baea3b91658963091"	4.10599465228621	3.99234424661531	4.89346575521224	4.4980133022713	4.48821178522687	4.44880424093836	4.28824162872256	3.7382935273283	4.08405086408869	3.47535046085183	3.62035135876894	4.59080245673337
"0833115e4467b0ceb8783aab127ff52b"	3.80324113248556	4.17127297936928	4.31828972549291	4.17464798975142	4.36735413051454	5.61301623516721	3.98444226679782	4.4995607504634	3.69415551121428	4.47437561627342	5.08917040437726	4.55286690805461
"0834e59536ad310cbadacdf155bdda3b"	1.21168498883276	3.22810264652695	0.88885170132824	3.20854500523836	1.27014024804846	2.75542819402385	1.76809840773919	3.14030004073603	2.01885520038069	3.25294096316286	3.08991454478125	1.93564333955663
"08381e31997295eb3ac6bec50bb12763"	6.36078910402314	5.92293997488038	7.19984425052417	6.15254709663078	6.25044124370255	6.22987638070417	5.6757724990299	5.19188349727448	5.88392109502162	5.34519952114815	5.11095713693586	5.89003905685022
