"sample_002Cb"	"sample_002Co"	"sample_032Ab"	"sample_032Ao"	"sample_032Bb"	"sample_032Bo"	"sample_043Cb"	"sample_043Co"	"sample_056Ab"	"sample_056Ao"	"sample_40_2_1"	"sample_40_2_4"
"02a63d174c8502c109303db99cf1e437"	3.25251270818897	4.49199297720794	3.02518005021495	4.48175076320337	3.06919265749629	4.05356612578096	2.35621529351449	4.17105312227518	2.65945454509169	4.02737368735065	3.30279969570926	1.76592211143782
"02adf979cb3500c39977fffbf7d2a048"	2.41881182115572	3.92123073186604	2.64537594841318	4.29404736983473	2.87649989801452	3.83547078686392	2.69343198218794	4.46335682306685	3.4033624123688	4.39769008427229	3.67190990684254	1.84227584033027
"02c00510d4deae8d414f84d4af078919"	2.05273051306435	2.99137095878169	1.79552590659342	3.06796923199549	1.84709060369411	2.56371716507383	1.22727246803004	2.2870638867794	1.60495108111418	1.81909578367721	1.30942549866089	0.913038656992923
"02c19d40dee2d87c409a2e2f7b713d7f"	0.949336263936235	2.91456478772127	2.01998183483641	2.85527247773575	1.84715743624226	2.25585578879316	1.31260180266995	2.05004414141229	1.53778787093855	2.18829404076051	2.35796180387685	0.585708952396034
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.25132813379728	6.17123815965322	3.08289259820358	6.43356671622073	2.39594985156192	4.82883802464889	2.62032758942696	4.98169371106907	2.60363146405388	5.22714006271076	4.79362455690785	0.485899123826105
"02db2ad8ae83f16a31add624ea4ad90e"	2.81773140911092	4.18033372387205	3.10608179340835	4.36328459475602	3.01861373480438	3.86268600677199	3.80683591917502	4.20433673517617	3.59510514176114	3.76654464542628	3.60327058406059	2.69315386624531
"02ed78575eba82d038ec26a744d9b6c5"	5.94498229266489	6.86257820338994	6.83859861086696	7.11756913371752	6.46722833598516	7.05538615816725	5.05857648211438	6.00932507406128	5.31563052022359	5.87546603698833	4.72274840067009	4.34933717139804
"03202b02066380ba1d7fadbf07ec658a"	4.14037407803617	4.68776795900802	4.64804656481508	4.7249257637923	3.98453864334749	4.75089609978191	2.01274923614625	2.27233493582175	1.90661333014892	2.28399129476951	1.23711778987763	1.19927086752599
"03355cd11fa9d7ee1d42bfd508147739"	2.56229974347299	1.94510515600366	2.37790169151809	1.80938176573944	2.3012734733041	2.51369128713066	3.93449254394137	3.25249673450092	3.54671173267161	2.09303621394561	1.16881101060287	1.9896858570658
"03734cd02763530410103ffac1802bfc"	4.25528177563292	0.0331465333877602	3.49190273307507	0	2.54515057169644	0.431283590733985	3.52533324053022	0.0907714602009842	4.14653757924743	0.282891230121603	0	1.11867101527973
"0381b98525605c48d762e395044ca5b2"	2.23001507476128	4.40425414311174	2.49736909270935	4.77699829833228	2.53158962626022	3.95975456761856	1.81923606902695	3.8165041516984	2.3195843593955	3.89493057875544	2.86599753142405	1.29143212464847
"039c7e0354d3997945bfb6b56867ef87"	1.92064909508862	3.89737469943057	2.58427376491043	4.27468845307051	2.07141023261498	3.94471732612635	0.585708952396034	4.05461077747009	1.04177770474254	4.19687851190346	2.60678329517914	0.35527296162064
"03ce41b70baf38697859cf6c9998b33f"	2.67862516658003	4.58267191731313	2.33067689739014	4.54437690932523	2.36924557991893	3.83066708253149	1.23298262095099	3.32718087712002	1.3240162167382	3.8277818532746	1.85234989438136	0.250276111638924
"03e263884fc71d9f491555f67c1f630d"	2.4710775503953	3.22877027297184	2.9016891956369	3.61256898131233	2.93804547896905	3.27187635110577	2.39623371135119	3.29132968687858	3.1141083333368	3.35932299329192	3.22856453734385	2.72160991786875
"03f86a1233871340db1328f6fc35aff1"	2.17306416199266	3.89096168470966	2.84552907549178	4.15739420991247	2.30747183340492	3.18232473868768	2.91719597234695	4.6016783165018	3.44409427808387	4.67457956272469	4.09992706766885	1.3240162167382
"03f8d34575dc20b78b31c3c1177379b9"	4.44287577246119	6.76275051711579	4.5656379323111	6.68718695641813	4.23888932402214	5.31126006727852	2.89114654479417	4.79897184471008	3.79155588638415	4.79529166549176	3.91655167028953	1.61825225875625
"040ffbbb2858152fe7b1bfe2be12eebb"	1.69196067838758	3.81122211961036	1.48043767104805	3.78600115353904	1.66179473939598	2.81130290016592	1.18197900416292	3.26180254689475	2.03343333552431	3.38228635677039	2.97035902813564	0.345255691748679
"041c4b843dce3deada3d6b1daf849177"	1.62166809476111	3.91710748384072	1.95837855429927	4.2413817071851	1.81947205278596	3.47575538390669	0.345255691748679	3.03460908142478	0.250276111638924	3.27048255213054	2.56719867200964	0.0417722628722337
"04270753eac3e84e5b3f45e5131fd1e7"	3.63992686550437	3.73763349858344	3.57975405461114	3.89027306093996	3.1962105368659	3.59003767304052	1.85256507370396	3.79027207722776	3.00575509038497	3.76741836668033	2.78583040485358	1.34195436282276
"042f95fd86a3be60cda5e0a13e76be0c"	5.52834130958754	4.91037318905662	5.96052766112007	4.8054588712209	6.19264827276582	5.13796902667406	3.75163298466578	4.96991539158666	4.14327850970501	4.55479355554627	2.67763958350229	4.70502021777936
"04356242a8d119e65547c999cf90c0a1"	4.17693213133175	4.83641584405829	4.54645279284608	4.38480785813428	5.63151841069114	5.25836127015768	7.22876755314529	8.84626104642193	8.14564401683034	8.90735799062065	6.86233163496931	6.26003151956252
"04731e32cb646050ab7f27f284c04106"	3.63593722202819	0.544991080615638	3.14165839566746	0.302967896686896	1.91147278883524	2.13194990382348	3.53558598594243	4.25625263268348	3.28708863752169	4.4548569221861	4.83683987824067	5.10172576525769
"0495aca4ee75b03118200f39e55de807"	3.27506748266119	5.01721858328334	3.70002192062558	5.16046310663904	3.58303760040931	4.57887313973211	3.2764066493547	5.01998202367691	4.39562903858249	4.96734503369024	4.66698947273165	2.24560047581529
"04b93fa3ee523f9634c9c795a5f49e4b"	2.35814921440271	3.71367630517373	2.26113894539744	4.31918732239623	2.37082077121585	3.44624572856001	1.39017276502318	2.72535734386265	1.69051344028933	3.13066354637251	1.41240338141871	0.689894540081846
"04bd54b9e03f729a1a5670b1416e260b"	1.72882410678903	3.77078120960982	1.27014024804846	3.33444150623277	1.78409584520015	3.07075718233566	2.01843291645603	2.93321671817403	2.10523513333612	3.10075639263683	3.97295013207362	1.37202630479133
"04ca9aedc6db942a0474cdc0a762451a"	0.554714654119703	2.96967301127321	1.07768312707037	2.93536413759225	0.544991080615638	2.25938099267795	1.45833777496759	3.77179343573237	1.960087882615	4.12414060169284	3.77310133992148	1.17321963611323
"04eea75f54ae1103d2c566b1e826e22d"	4.03942471738645	3.30271883454556	3.75710294303535	2.89797979877378	4.55400034713749	3.12031591039146	1.36114987144845	2.0717711996756	1.14647154348538	2.03343333552431	1.31260180266995	0.739488157441084
"04ef5fcaf6bf35657ee641e7ab693ee9"	4.40160229994162	4.80917591585374	5.34864502435862	5.52954553708012	4.8108235111446	5.02953039860707	4.16779867422729	5.20639087560625	5.2794888523496	5.12448449272222	4.47692086434658	2.70843112854014
"04f27efead94a16b3e810b74f86514f0"	4.49350145978633	5.2856507830184	5.21805476886713	5.99200700245247	5.06313300221964	5.78706850169411	3.3895054634591	5.13525417720303	4.93239274017327	5.37845858167725	4.49850847970435	2.88038185792682
"05425468abc7b6696e6644b43e20a070"	4.18729496185742	3.46000182982195	2.61828610016003	3.81436393899723	3.31347423727976	2.81332730048656	3.42575948807116	2.89414767627473	4.09447953546483	2.95700897806287	2.1766618857124	2.51516088501481
"0575b5bcc7abd6f7a59549c280abbd34"	3.67385284297381	1.87079028049168	4.69179376446026	0.463598786963289	3.66050693396148	2.07647639998895	2.38662821501551	0.157293678613881	2.60121400071692	0.283521505198277	0	1.48704765019561
"058b63372cbe61fbfecc853d367548c1"	1.91644367398006	3.64785871588713	1.97658053852525	3.24203004498334	1.39036830134474	3.26288662414205	1.87222562569603	3.94884819776504	2.81612672506801	4.40678806196964	2.94898484158577	1.01121429149598
"05c4489613b115ee4ec2ef8199067913"	1.82870892082088	3.90822079401992	1.3916112773027	3.80053002527964	1.53798369693011	3.40353904260839	1.48604586752504	3.3963260976151	1.79071957007138	3.64548443146251	2.40603397339616	0.89819725545676
"05d75b81fb54d3ff766fc90129feed63"	6.00676057413411	5.46769720608386	3.59606501735044	5.30851163299303	4.08240032970085	5.33387459366971	0.922532446973951	3.40180904958594	0.989990523832956	3.48408391921812	2.63366793014148	0.309369651817718
"05e856ee9d148f9da62ea0b0ccf6db24"	3.55464723550376	4.06021291362809	3.44106424575337	4.19749883976563	3.17135788621621	3.44319679429559	3.30446821223475	4.41542022277457	4.33341777344308	4.52720069854086	2.28108991814703	1.77589343337836
"06094dd96a7550292ac7a15406ee3eb7"	1.94904860547356	0.225262634935915	1.26553791275845	0.0651049037005916	1.56161015395378	0.640865767819377	1.50360484069479	0	2.32930374933196	0	0	0.739488157441084
"06122d6c188a53fa3820d7ba9c64b053"	3.12031591039146	3.29400333426002	4.00440061672642	3.71572898278991	2.96185941112194	3.54582566705839	5.13173314375522	4.78344494051206	6.01742810536318	4.58918681982015	4.19216185416843	3.83302743764555
"062dc7bf1a892776a0d4259124cbb2fd"	4.63062180801888	5.20833022818726	4.31153194405663	5.09243922528934	4.55009085993474	4.67150068182951	5.42825026171487	5.55947423702406	5.43124253483071	5.28454727754859	4.60025042377998	3.80557142811229
"06308be651a239379c2200605a63c9b6"	4.47379567345841	0.572258018282703	4.21757342655339	0.383439957347844	4.36565090098113	1.92611183055843	2.29318027243503	0.0787701784732573	2.27397695598038	0.119571832044598	0	1.15156152671144
"067925bf2c68cfbf03151580d443463a"	2.15168470778391	3.32128510120347	2.02468216929317	3.25968216340982	1.99838320063331	3.06215303916492	2.7055843634218	3.86810465965618	3.34588880875216	4.07656111999898	4.6470085949841	2.61617961909333
"06850915424790786904937314f04f24"	3.72998094557128	5.59119087017171	3.07309938963793	5.61596421586135	3.83649939788916	4.99749484194607	2.80831940011799	3.6741363978305	2.68274642544466	3.62443359957152	3.3348956055082	1.66951701600416
"0691bcbf69519fb5dba78151aa18c728"	1.71074336778506	2.85409124182899	1.16376288080219	2.84318431581182	2.23663296205611	2.83745896227446	2.24107440999131	3.79571702838341	1.8634407016102	4.09945562844196	3.00827952651381	0.785906837817867
"06da80a2c361f6c3363b72be33e8e8d4"	3.40285276899654	2.36038034632134	2.85606083884101	2.34603333310442	3.24303249184641	2.28941545951637	2.43478107656637	3.05830845188444	3.46599493627652	3.19679399394822	2.16923844203431	1.15467652669377
"06f154fee6b1d89c4fb222e23f2b939c"	2.58404864546658	4.88164985769924	3.42727336216101	4.9500602431345	3.01614020781102	4.8396254618305	2.30406859206496	4.88956268371698	2.61097034300722	4.56948916233568	2.96816897197598	0.817791512484192
"07110273e3d6af343dda0d8332e78b96"	2.16922054359328	3.15252142669008	1.91147278883524	3.2635314344869	1.97658053852525	3.0676256810829	0.947133757691183	1.94393663152145	2.12410917225384	2.84712193432333	2.05915451958344	0.842586924188816
"0723628f526fba7f82f84bebd97bad25"	0.416032585087047	3.10623758878994	0.578517384034298	3.56940247294424	0.530279880327491	2.11682150823865	1.45170047454041	1.83207109353158	0.779406066165602	2.10176488635566	2.29694431366964	0.261285991031888
"073587e420e91ec5e53de8257bfaba94"	3.03007664550363	4.38871322948848	3.00033083394905	4.53502153613228	3.08472883708957	4.4767816604087	2.28108991814703	4.16006182586967	2.15753874269738	4.24612356040596	2.97979423510539	1.10495811127768
"0760f91983ac07c0e8e9f3efab81a287"	1.91644367398006	1.41112940259118	1.81475226396254	1.76696938522083	1.26063192687406	2.62637807219819	0.937429713672618	2.36122667957907	2.00178382792758	2.62263197457567	1.35810372617834	0.498924579459017
"0770ab0e479e6e586e8685465d538066"	5.68948353365537	4.52027212346647	6.1730973375902	4.60685012410154	6.012840791012	4.6243597822819	3.99124415725554	3.98966659135535	4.2276285971729	3.88402326581662	2.73369377601869	4.3145824428276
"077896f52217cf2755311d9ba92258b3"	5.33354929371501	5.45776134497582	4.8251253397607	5.65469811071426	5.43685518172426	5.53866383157463	6.32469176362766	5.66047595876724	5.52816229340299	5.12744086848929	5.09773697311965	6.30178537381659
"07ba0efc76158deb7ed94f5c6b5e148b"	2.78842887940015	0.441659645236198	1.12923399429797	0.163268116928399	1.46051427325949	0.277491470941944	2.81612672506801	0.785906837817867	2.3606487913847	1.71124710961864	1.6366111530382	1.22466062795551
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	2.11379852296504	3.37099477355542	2.68439323537778	3.43218645507645	1.53467471027946	2.0785868014935	0	2.21658320629759	1.24533717973108	1.63106064703546	1.29328338611731	0.204982839337034
"07d44546198c8221cf2a9765f78709b8"	4.09422447691481	0.222558259897845	2.72030782915787	0.0566824565145171	3.19742922742384	0.870959448354682	2.56758083713649	0	2.18185557551237	0.0525134523155049	0.0316285147349478	1.16094063256243
"0808113a681a013933c03815ed511b06"	4.46201195221749	1.00078730697531	5.10416119740994	1.0003692250189	3.91387848618153	1.66376184595064	4.47169132702617	1.71747167433245	5.07941345403083	1.84748840181046	1.72613740735354	1.53063166711085
"081419daef27076e9e23740f0f3d0cfa"	2.04638167537039	4.1528663275344	3.37139996025716	4.16625923273704	2.12030962925673	3.88636803898372	2.7401404889851	4.76289090847992	3.07153027751339	4.31856739756638	3.40000009853801	1.67993980477616
"08278cb30c0ecfa025df1080741366fe"	2.78766841859171	4.51992053191587	2.62509285010467	4.51181104385798	3.32866363074596	4.08684646663489	3.88606835880774	4.06295985786873	4.26807445503468	4.28015182853249	2.63164658057834	2.14263357076622
"082b8027abcaeb2baea3b91658963091"	4.10599465228621	3.99234424661531	4.89346575521224	4.4980133022713	4.48821178522687	4.44880424093836	3.82702685258198	4.28345153542187	4.07523022776519	3.76781101985053	3.97125857817276	3.71573458982155
"087615d55895b273be3ec65195fa1639"	4.51770064587595	5.57202340007162	4.84295221408123	6.11755226545158	4.54634476463935	6.05396237572949	2.27086829094497	4.18893314840703	2.73369377601869	4.42568140908183	5.27963373444315	3.16099206096667
"08b5865dd5287e44cb75455288ca80c8"	3.89816374806658	0.949336263936235	6.72280747341384	1.28423533399069	5.51628635286341	2.17498044532487	4.07462937210318	0.66189074815939	2.32235762179805	0	0	3.51845103277482
"08c119aa2b071004f6bc3b8b3b1c8ce4"	1.90396982109993	4.13364610544188	1.9553454958418	4.46094615026483	1.59115825283366	3.31197334035351	1.75152150551749	2.55953016164734	1.34646146061817	3.19067966301042	3.78769858398224	1.49407576905189
"08d7a738a4756ac72191feaf26591930"	2.96880784230812	4.04356999292255	3.19067933385918	4.22985571466159	2.93177779516358	4.20653158417467	1.68522622916065	3.83056235461488	2.06638353073718	3.65900100579103	3.40473421967023	1.02661275885349
"08ffb091e6fb80698e54de15a34c082d"	4.14091036544509	5.12070974966051	4.34005219248667	5.35606852273708	3.86339388529043	4.65672641630496	2.89306706673012	5.14615747877861	4.0992198254567	5.32923302939115	3.42159385220637	2.64081321571602
"090545e39b003a74981d7d9c506623af"	2.50105741744906	1.10147263993577	2.83796682636022	1.17849545040471	2.79206086266448	3.44555574301722	0.718915312133346	1.52858050631723	1.97400935678716	0.739488157441084	0.459308514860155	0.520287914754996
"09092441bfed8bc0bf33e10aed6db4b6"	2.23880134986008	2.86120605681177	2.17068682223059	3.16264826764282	1.84147695083524	2.57878679894041	1.11699405789752	2.78425653533895	1.87113917152917	2.89738940034718	1.74178858909232	0.188479312479854
"096c8afcca0cf3953b7deb7a22aa2c64"	0.986351108681108	3.38218957219985	1.33358480197079	3.63679591815514	1.6836130334731	3.30555710595978	2.60046966747147	4.60224890319346	2.19623275230701	4.57756102665707	3.95458775566709	1.61986634679935
"0974d5a60d20f55cae8db1bb4d3ae6a9"	2.89366161907302	2.94214458451838	2.90390178462899	2.59500216821101	3.39500896083919	3.2952833111105	4.91178269666619	5.2812260536149	4.55059774211437	5.40449576814595	5.29871838113094	4.99420256670379
"0977ec1ec766483e434b5ced6346bd40"	3.98359786338398	0.831833327082896	3.34578597033604	0.611150481755214	3.81963895233631	2.39415565276387	3.04616732225405	0.384736412142731	3.47053154157025	0.227885888635805	0.0280411463298189	1.94393663152145
"0989c13d0c860d464a6d08c86ae36452"	1.53145498263257	2.86304705419372	1.88983845177566	3.36629881542284	1.67196837185278	2.51101179489183	2.16266703636918	3.201781916482	2.78538297581179	3.22921577269701	2.17011834953123	1.59017688724711
"09947d9e52474a7c0a88c03dd1c4cdc5"	3.77889925542037	1.68604907755594	3.46433764444198	2.5477913822957	4.10599465228621	4.75525635400987	3.04886760285305	2.34441748888687	3.16400079741034	1.09072829147633	0.422717427307924	1.42470176285586
"09b2d834bd6ac6da3f312992a5ada13a"	2.96750317001427	4.88213011195017	3.18197665776578	5.23078883031315	3.10524490036125	5.14430152432935	1.23529534201325	3.82062151517585	1.91675849413262	3.99651383835281	3.2858192712377	0.842435855438406
"09c649de9578b51089151c3f67c6d1f1"	4.69672645595392	4.45782684026403	3.63504846882663	4.15475383536248	4.0370482506394	4.2516888228516	1.58259442837722	2.22122122964523	2.29264525608582	3.18540052716097	1.7806973422252	1.2695976102425
"09d19cff22a275f6b41de4a94d82edbc"	3.77131932892532	0.819680650204598	3.00860863916124	0.56034111820118	3.436022754476	1.6950128938673	3.13100512687706	1.95500004702654	4.07614007434044	2.14732111292372	1.60142811810885	3.04465998704671
"09d8ddc69c0a38c3720e026fdcb1ea1d"	2.22960544843089	4.50388935170343	2.43522311133713	4.4587917109969	2.48131672890483	3.51183071441055	2.15441106996965	3.99523456045236	2.06808061959269	4.00716096323993	4.3664693445094	2.60118453278123
"09d91bd09f3acddc13ab643e76870fa7"	3.51221476701973	0.802056740901611	3.56555830198606	0.386505165653359	3.01696539681062	1.32536638079492	2.28628618140018	1.62567702996898	2.3360084188396	0.696832006890402	0.418222735686655	1.49273469883692
"09fcb9ad80345395a0bea7730d6fe7e8"	2.26328047085309	2.86044075750566	3.1836355071332	2.74713184370829	2.77315259414019	3.3551294582103	1.22047351570451	1.24533717973108	2.47942590792366	1.80671408939547	0.601416686030339	1.22047351570451
"0a133b520b03346a629160a1e02b66b7"	7.99541853954162	1.31184313775452	6.21671273212612	0.315337608319727	9.29555672691893	0.698661946247969	9.32674156515008	2.07534692014707	6.81986862341158	1.43152008497497	0.553533327219064	8.59299177530882
"0a179124b7265fd051af45cf7bbb5a2e"	2.31914167326172	3.92013267300253	2.56608432852276	4.4980133022713	2.43483348792891	3.77889925542037	0.73267746117689	3.24753484378534	1.64487957086963	3.4052064014592	1.97598241168652	1.09549409882999
"0a21b5f060a23977f11f70419b706824"	2.75649903718457	2.65994053534121	3.40793407245294	2.77242558393345	2.63366546244704	3.54241741991895	1.31642110220563	3.49542552172711	2.35930620011824	3.52391592135993	1.61704808150078	0.272175971851484
"0a2b2d365687ce2b521870ff1b9fa4ff"	1.44945099476766	3.34024244601733	1.28284479217	3.68093791127568	1.38918500522111	2.66153823941067	1.37184000746588	2.61902513223212	1.47187214991283	3.22121098210537	2.54751339653586	0.157293678613881
"0a2bedc2b9e2f372d7ea96ac9331bd11"	3.74721692120845	3.9340755311761	3.53409156297733	3.94489586351329	3.74522793449076	3.67513498009407	3.21658976832563	3.74448086797833	3.09937331633003	3.79765429495645	2.88802973885023	2.2770177970996
"0a3d2dbba6357dd3b8d7cc68bd934825"	2.90998536950866	5.09285320353294	2.85817708201217	5.11211936403743	2.92817854457593	4.50883360961898	3.06092943711401	4.96536332979738	3.68324392933208	5.05204959316953	4.65664385110786	2.1035015151719
"0a482fc1bd46974488a8258ac09ef7ae"	3.02108115855539	3.51822878676691	2.5802262234876	3.69417234701045	2.15954636280891	3.70914552792376	0	2.03157054244885	1.54083824934488	2.50761901028986	1.24123592957678	0.792365622240539
"0a5a7c8b3e26ce811cf9a5a0f0698842"	5.96451719932409	0.57388267306587	4.61606007531793	0.363340877157099	4.3363108622154	0.723488686118054	5.0164070056775	0.35527296162064	6.94350762082192	1.05671610630351	0.107734495536399	0
"0a6615421c77de34c12671148d5b177b"	2.82973943466119	4.2190057262646	2.84846207715225	4.13526495190139	2.48941779259873	4.22493849055303	1.6758627028026	3.96061988499749	2.446783417659	4.09667807408977	3.8720979709375	1.6118414614875
"0a8072d5e752c9bb771c9801625bf602"	2.0775182391742	4.23382853173795	2.0314544019005	4.52365236757605	2.21116074112692	3.42821730006576	1.93412327032252	3.86823957701279	2.5417105445466	4.24373618505462	3.56373856284658	1.1558602367292
"0a85e8423dc996333736f2f730379c04"	2.17306416199266	3.01200401774989	2.3174828680074	2.95398427750997	1.65755203861753	2.66815805191953	1.14647154348538	2.20880504194541	1.97203240124473	2.24860651223953	1.21626879780183	0.314587357227762
