"sample_002Cb"	"sample_002Co"	"sample_032Ab"	"sample_032Ao"	"sample_032Bb"	"sample_032Bo"	"sample_043Cb"	"sample_043Co"	"sample_056Ab"	"sample_056Ao"	"sample_40_2_1"	"sample_40_2_4"
"00306dbb19665982fc78754ac92927bf"	2.77649887361831	2.83346374542469	1.84559294898146	2.7800125774472	2.26994103251022	2.28116536297025	1.62152784979051	3.11344435036465	1.79893838202631	3.15505610840337	1.89846961796236	0.400409236820555
"0051ee453ff489fa79b20379bcc79b6b"	1.11314110425696	2.54194405328656	1.31020396852998	2.91837506818275	1.14983081522815	2.20989062136022	1.51056781990225	2.52312199457686	1.45467110775738	2.67608646936999	1.54522324549091	0.229612307716522
"00539cb2af8b7b06ee1279130fa2f307"	2.05926780776313	3.75758180550668	2.64650077771755	4.11740406824264	2.26602840176231	3.5933496232009	1.85162163174008	3.49097368328872	2.42703424529751	4.15093984967644	3.31487452828524	1.24380337849419
"006c80037cfc5a276d7d1b8ef20cdccd"	2.69676649203356	2.3906656659168	1.45907329052186	0.635450118746671	2.06063034487378	4.84595238827701	1.72305394059846	2.43793273822944	1.5465971463208	0.88364147218024	0.115085230582893	0.606687096893043
"00823592d773ca77be3da202ae020b29"	2.63137805086797	2.62479771562831	3.03836134779674	2.73221861434901	2.26275276270948	2.71336108521088	1.59709464679483	3.26886077975276	2.38712888633511	3.28761975337142	2.14596508354701	0.553533327219064
"0092362bbf11972deda26d5b9e919f85"	2.08069275858139	4.25000768344732	1.77841955355073	4.47582322639966	2.10357021479843	3.72023009665233	1.49726222616816	4.05928503000084	2.02408447502765	4.24449334513106	4.04145539862117	1.5796689821172
"0095b52bd61b59e97345c0564dc8496e"	4.76463885165755	5.83337156452353	5.74576046315788	5.98478106229775	5.65452110748807	6.46171569259405	7.56191344658424	8.54917841043884	8.07678671769597	8.34839988121315	9.54468893670168	8.66200146068248
"00bcc118d77be26d37aa6816c6eec493"	2.6797814450598	0.170047369543551	1.98818580649548	0	2.82774808374984	0.554714654119703	1.8981266280506	0.365190880203047	2.32235762179805	0.403907228577095	0	1.44166118490928
"00cee8684ccbb62fce87c20103b8aed2"	2.17039715940748	3.37594238160161	1.91403144028486	3.328022067513	2.74468423529791	4.51441681389469	0.678955355895438	2.58568173560987	0.492207969294036	2.66797761622657	0.906430453259081	0.386293401383151
"0112c347c6def14a99ba74cd77bfc94d"	1.68916586288447	3.58957252292889	2.45962174724523	3.91946385352807	2.05727964599738	3.00451548794807	1.54993394994437	3.21438254518966	1.92337367104954	3.03597582881051	2.39623371135119	0.711962555977441
"011b116b1e264e2cde7ec36aa569ad7c"	1.8391540568588	4.67888502873372	1.78409584520015	4.67747521953862	1.96247406399063	3.8676306656372	1.05191182499023	3.54117214964282	2.06652439137714	3.94469567646469	2.80689433362921	0.538411686403664
"0127000197e26a049598b4a6d0225ba2"	2.77201048559386	0.587411892813796	1.88456255143347	0.466830655831397	2.85616258411242	3.14793187463121	1.22466062795551	0.250276111638924	2.26202296054005	0.204982839337034	0.193331557022263	1.65308018223666
"013c9c13c8d7029019462bef0627adba"	2.19956361742562	3.70127096128592	1.90145626959912	3.75236984803303	2.48801888508895	3.71777745555044	2.01821017617756	2.76353248407507	1.90367677717723	3.29051119543734	2.23236350733968	0.524446312948161
"015116cb2ae1efade79e1af688f3c15b"	2.39809580623023	2.16735231805561	1.90309334734567	2.31703537034688	2.58108325276275	3.04331294945463	0.759646278510151	3.09240066693216	2.64687795436662	3.14213308630233	1.93576211723202	0.272175971851484
"01524ceb0052552ad3c425bf777b0b3a"	2.27331139931368	3.60340780673036	1.88303460304706	3.53850158823924	1.6357723932532	3.22571206696164	0.822677526704856	2.73423021280348	1.17809108099992	2.30049696381896	2.00636003520829	0.378294673648271
"0160f5a856b526939ba1062b1cc9df76"	2.08069275858139	3.81852942061555	1.5842698368291	3.76063812059459	1.85509726978911	3.57031264576296	1.6338397510465	3.14336058605601	1.69310383295278	3.87403002630092	2.82206484156436	0.866782369862384
"017a60cbade7b309db182bcabe59d6a4"	5.1943119711887	2.7293778088153	4.07498304862097	2.25938099267795	6.2352389728231	4.11731184989667	5.55854297649261	2.59517768906569	5.73742113066673	2.0982825548125	0.979687226147219	4.74894969928041
"017d459400583fe36857c77a1d541f39"	3.34697267206532	5.74117177461617	3.9218027672798	6.12162901110934	3.65398472836964	4.81942912980421	5.46412205103575	6.70772535285013	6.77947434028354	6.41982516781033	7.08856145817121	4.36138478758126
"018de0ee05bc68de9383baf688539f9f"	2.13593918865032	4.21153992893862	2.12994927759711	4.39288917310156	2.07224218841559	3.4532019297155	2.32473676631554	4.08644096121936	2.53886083207771	4.16835352960701	4.60467304362235	2.21675275451157
"01ac16555e036cea2ece2a239591aae6"	1.29998933973588	3.33045108475748	1.51598048903603	3.57925442134455	1.5580765968263	2.33369063990969	1.31606864651989	2.77792319057198	1.78394244339511	2.98960981594162	2.37630799717925	0.817506323046977
"01e013346904f75a91f713c559585ff7"	2.39415565276387	3.20171131388111	1.92138997159715	3.28521120568606	1.72882410678903	3.03979848789761	1.2575409642437	3.32257688439001	2.52711887748613	2.88832895056311	1.23298262095099	0
"01e9bb0d97f8ed373a8d529ffb971acc"	3.06212184606341	4.62617651011911	3.39727683970458	5.06195977433086	3.3967127741586	4.17049251054216	2.32514186532502	4.03493798786791	2.84464429054576	3.93560417132211	3.14703407059416	1.74657502164243
"01feb696b69822d637cdf0956d28bad4"	2.9469317118305	0.0808931152052973	2.80659592875046	0	2.15954636280891	0.27775975870613	4.69506258883429	1.46163997778986	7.10513232761236	2.42179981441021	1.1373941234771	1.19066231144613
"02104476719f02b32307edfdb1e6a0c4"	2.53718603699285	4.09651152931873	3.19758857045837	4.48840118477495	2.97398766382998	3.60435104654829	2.61825575496584	3.55649842813534	2.61721822582201	3.93699197007367	3.92020990115503	1.22466062795551
"02266378f920e88e1dac1ed916c48ff6"	1.80924781934224	3.6823695354997	1.59799954300047	3.69835410254123	2.31248987825557	3.0931719570822	1.59848254244313	3.34583188778111	1.82462780259456	3.67091830099841	2.14218857378361	0.304589493285019
"022b87e073ba519506a6d0d9dac1bba1"	3.94228348376753	6.12454663537292	3.87430240494302	5.93084893993842	4.43651309173676	6.1380629069686	4.64126485469027	6.45534263315025	4.08640317941415	5.96228335766175	5.72222862352785	3.56779648591435
"02556710e6071f6303dfb662fc79f6b6"	1.90647707049695	2.76396300245189	2.75756873486673	3.48572778914607	1.918919881018	3.18651076115562	1.8411347003077	3.65753490637757	2.39493808644789	3.46253976935244	4.11582517633547	2.70843112854014
"026f6d9d6a5c591d5465aaeddf6222f1"	1.40054161828378	3.3474798279689	1.51769202838815	3.51875180320814	1.13961000133649	2.31861797627094	0.569750543082658	2.88117941525289	1.70609681866154	3.15373394307853	2.18029180140774	0.503241335624878
"027ee5073ec17a7192c3036f2b817f18"	1.99892900811384	2.4975698478136	2.26096787794353	3.0152112703708	2.18534726383398	3.04788383704626	1.2695976102425	2.7055843634218	1.74905132203968	2.80155705892871	1.30876786014148	0.272175971851484
"028a375a3a51f2d5d05b85cf4ef10890"	3.23740909785536	4.69040204974949	3.27824846328038	4.81874884319884	3.01448778418737	4.01813355973665	1.62827379807631	2.94823958979269	2.11213970707661	2.85533669047095	2.64586971539035	0.577761581255031
