"sample_008Ab"	"sample_008Ao"	"sample_012Ab"	"sample_012Ao"	"sample_016Bb"	"sample_016Bo"	"sample_016Cb"	"sample_016Co"	"sample_024Bb"	"sample_024Bo"	"sample_028Ab"	"sample_028Ao"
"017a60cbade7b309db182bcabe59d6a4"	5.70139561169716	4.30286707857383	5.4833421829079	4.3730693880493	1.51189696631975	0.371811801479201	2.18900600833974	0.488889169479432	5.51168634196327	4.59852067692376	1.25261952963708	0.630314936237133
"017d459400583fe36857c77a1d541f39"	3.25194051313803	4.77779811939336	3.13808607155888	4.78170888759291	2.43489104757598	4.79754390838387	3.37429866658284	5.01004534677822	2.91755854741254	4.76891432960442	3.02865787748089	4.32459056464396
"018de0ee05bc68de9383baf688539f9f"	3.70037883209861	5.06930286488208	3.50088825523123	4.98541313965668	1.66386435766991	2.9779573487267	2.26310570066594	3.72775657047818	3.49484876217693	4.76427245785292	1.98031443115074	3.36233957438377
"019555a2b3e59c8b753a2efe945418e7"	0.999287226666272	0.974491713162854	0.469206436572077	1.52149046109992	0	0.256759355501299	2.25607832489045	0	0.851775677127912	1.80103300344928	0.136597811353376	0
"019f94720ba42ef1861b87fc58cdd3de"	2.76809175100447	4.34740368060868	2.33731641698011	3.46284156198351	2.1305719415508	3.00216359817906	2.54322422024996	3.55121992387075	2.78794089722258	3.62315890131879	1.98702206725792	2.61493843634505
"01ac16555e036cea2ece2a239591aae6"	1.25721525724279	2.65217779698296	1.01992200277372	2.18709001755468	1.18601983944991	2.97875704666276	1.43345125613132	2.73577735203695	1.09159480518581	2.8070362108791	1.46684236016297	2.52979027917747
"01e9bb0d97f8ed373a8d529ffb971acc"	3.10045718575609	4.19827876892957	2.84295933378296	3.69876365164998	2.37840206923103	3.60668336049141	2.90647608963009	4.11907321119453	3.07491792654025	4.39901775676221	2.88601112943541	3.22092627440497
"01ea06c562e6b8f6bbc5be68d99c0373"	5.10391192278789	5.76453234353086	4.59476337246256	5.00967710184332	3.92986072316113	4.02293998132907	4.04170743547161	4.11931559133555	4.77555650872791	5.67750639571111	3.88923058033746	3.85549438851859
"02104476719f02b32307edfdb1e6a0c4"	2.06180589963626	3.43777240607328	2.02884980739555	3.3859748703202	2.22493128795241	4.40434867137553	2.4495782185347	3.43451912750514	1.93423828780836	3.77494591025648	2.25843454414471	4.21921046982959
"02266378f920e88e1dac1ed916c48ff6"	2.15430356106012	4.0913160515017	2.13658088979728	3.77113914860524	1.9870584136627	3.20952308493334	2.0614971130218	3.2216219516252	1.82389964973362	3.97780377690766	1.55568127098108	2.83797593092143
"022b87e073ba519506a6d0d9dac1bba1"	4.51051230339168	5.88361224898163	3.60052585857004	6.21253842813146	3.51971937385252	5.63381700177439	3.24526335149943	5.38214391568651	3.46284156198351	5.67518162526461	3.38656021238724	5.62994553243721
"028a375a3a51f2d5d05b85cf4ef10890"	1.83345708028424	2.66339552400622	1.62622324717989	2.65594780755237	1.8027900744605	2.98694618870335	2.13457558842624	3.40467516050595	1.54162577218102	2.52749747899739	1.90502446203054	2.43390419029686
"02a63d174c8502c109303db99cf1e437"	2.64642874976183	3.60694925941818	2.5407837758583	3.62280141723789	2.65676797407774	3.76605884522662	3.27635567717754	4.47188597918101	2.50596973855221	4.04309526753041	2.72321529503582	3.79882500185427
"02adf979cb3500c39977fffbf7d2a048"	2.70112007283831	4.21865288784158	2.0599406362902	3.53310640506762	3.3973489197048	4.08144001846193	3.43574019811517	3.9315337210866	2.12756194835733	3.80892146287358	4.11667487155684	4.85660222333445
"02c19d40dee2d87c409a2e2f7b713d7f"	1.83981761950894	1.43979010333764	2.22020135558077	0.787297597189783	1.54365979664978	1.90166772820734	1.84102396532875	1.54845806503253	1.72576833800757	1.03299941284038	1.85697276265559	1.57677400834968
"02ccf6f06e50ce9c5e49ffe2278c9f27"	1.63281443877488	3.93808573853526	2.04371016420049	4.07188133547128	1.97884764860217	5.45477109616755	2.21932375005557	5.46665372019242	1.8195873614479	3.81839056972492	1.80491341820058	5.16543713889765
"02ed78575eba82d038ec26a744d9b6c5"	3.56326280965427	3.67547593822257	2.2497003205535	3.55529530102942	4.44784363508344	4.78030503850925	5.07488978740174	5.50426138222127	2.62131351767705	4.06930393500623	4.42908889020197	4.95111297785107
"02f7b0f943947c68160210ebf8af9e7d"	2.70428579126056	3.10583768934752	2.60318585862641	3.10285378774333	1.24292069180414	2.03964064024988	2.14121291748721	2.38742262556175	2.77806557188077	3.30556971813187	1.41006581786914	2.04256539787456
"03355cd11fa9d7ee1d42bfd508147739"	3.78120130968538	2.14210232440707	3.31769601917612	1.80541743973502	1.88252800822886	1.21629941107046	2.14277932746718	1.83869119779125	3.82771912349999	2.16831171087768	1.74279468662777	2.34727248173769
"03734cd02763530410103ffac1802bfc"	2.22947951794966	0.208991548400235	1.7922806234833	0.214181226751819	3.20726686084322	0.126727800591516	3.69620034090806	0.116759400809843	1.86816827715748	0	3.49951542723872	0.116759400809843
"0381b98525605c48d762e395044ca5b2"	2.38091815960227	4.70940521247607	2.28597671095102	4.30504419655968	1.48563935416859	3.35072383711522	2.24469105608001	3.54338971094429	2.07942715058055	4.80540818274086	1.90400991361561	2.92195984868338
"039544c0752df4a57b038dd86e16eba6"	0.66508458344506	2.31259680810178	0.65130643812554	1.98512536768801	0.642232761758396	1.66575756349977	0.81081865443799	1.84991579239823	0.857436292360128	2.43866461138687	0.324114768078193	1.74156416831621
"03dbe23a9e8b7382924fd20ec95338af"	0.885268479311374	2.34372127815125	0.851775677127912	2.09082216106371	1.49183701019042	2.04402457510141	1.09997868805247	3.0324636408553	0.98944267574987	2.66060912650207	1.03013357069587	1.68473275141124
"03e263884fc71d9f491555f67c1f630d"	1.64694080482394	2.98298866763787	1.31574447454238	2.18491186380871	0.967954857495304	2.87657659625596	1.53641894709715	2.80426312482575	1.48900662324777	3.00233989506128	1.50442155976762	2.53165123111522
"03f86a1233871340db1328f6fc35aff1"	1.79220603616886	3.47197344010359	2.06584832105364	3.41676146384024	3.49131815003563	4.43631317794396	3.57104903921017	4.31906017054026	1.13638804812202	3.77083586794474	3.57421077942203	4.59510304191252
"03f8d34575dc20b78b31c3c1177379b9"	2.45633964509243	4.01595822620673	3.03207124120066	4.3169047549767	3.15152302201884	4.12333399528403	3.30568623833268	4.75076650999262	2.27992842832299	4.11075130029584	3.06345204165529	4.35367682455675
"040ffbbb2858152fe7b1bfe2be12eebb"	0.756556157752879	2.92971319025832	0.345329325123889	2.99570927328949	1.37367962889975	2.66240101888022	2.01742796352248	2.96338618393353	1.43346416559628	3.10821841652186	1.89152938657264	2.7329212042841
"041c4b843dce3deada3d6b1daf849177"	0.0890497148335058	2.97826103645446	0.460849356454254	2.58629792341684	0.356164213538162	2.56856818621036	0.67715701658107	2.45152031019536	0.363993597142208	2.82412837690315	0	2.46692273762636
"042f95fd86a3be60cda5e0a13e76be0c"	3.04122605824854	3.70136481164435	3.34433686462302	3.57513500238805	3.91537842969049	3.11422390254325	4.10196179397703	4.03376429463034	3.88973649584891	4.120947219434	4.00093338650094	2.90656351654725
"04356242a8d119e65547c999cf90c0a1"	4.31703475665833	4.31859000886342	2.93751173251761	3.54368953430052	5.43571289813702	5.94463644520987	5.64386902094144	6.59430534173013	3.50594925094489	4.29121774005769	5.57833067782345	6.01311826400176
"0495aca4ee75b03118200f39e55de807"	3.51760732691308	5.29373106552926	2.89794522885077	4.88280972558623	3.93383439811723	5.47638607194257	4.05721217632808	5.35703424507301	2.65220304483522	5.43468514220735	3.81215559721482	5.67991097752491
"04bd54b9e03f729a1a5670b1416e260b"	2.74099807595045	2.97961407042341	2.60613670061847	3.3734832003941	1.45310428504292	2.29992385503946	1.54365979664978	1.26222520287967	2.15913957457523	2.83434329365794	1.48930098354351	2.15566179924429
"04f27efead94a16b3e810b74f86514f0"	2.44098436822947	4.03674210863462	1.9402714241418	3.33300615305938	4.96519346399452	5.24271440941666	5.30713085341909	5.32004869642654	2.32957603800363	4.50155043210273	5.2903623390525	5.16913193368774
"05114c017775551aa7d1fa1a490e42d9"	0.616006923365579	2.18191407863878	0.705315347225782	1.82705582548918	0.825720739608313	2.70846318248033	0.980703745135942	1.74746600473348	0.40918484795657	2.165263670127	0.165636464930348	2.28628445656355
"05425468abc7b6696e6644b43e20a070"	2.2568484753832	2.960906563656	1.95146893167524	2.47225088837964	4.6758032569455	3.69031519794033	4.30487086307901	3.43161089943644	2.33311123839745	2.66812278849652	3.34376574226421	4.2246611386916
"058b63372cbe61fbfecc853d367548c1"	0.564395774148579	2.05738315958075	0.969457969333098	2.58729926558489	1.05396144567602	2.98808137996744	1.21658760213423	2.88100609220412	0.306922041485484	2.8444549201013	1.19977018568233	2.59664754248111
"059e24b38a4bff0d4f11ed6166a3437c"	0.214700004691302	0.426704611100583	0.287150681288502	0.901603399122278	0.738179339885384	1.09997868805247	0	0.984917509690329	0.391352660986791	1.14064954445917	0	0.835533502323984
"05c4489613b115ee4ec2ef8199067913"	1.32992108015891	3.6309433556027	1.26823128625619	3.9404015969318	1.50633695474711	3.33727629020441	1.90479021163134	3.702163463408	1.16168880409597	4.23990134867592	1.35865451378079	2.9756241686941
"05e856ee9d148f9da62ea0b0ccf6db24"	2.92544016556756	3.52625463665729	2.97690616930394	3.63516401818216	2.82450921989423	2.4495782185347	2.89666745390293	3.03300614090914	2.92829087647938	3.52781887247451	2.30555248592555	2.54145245472513
"06094dd96a7550292ac7a15406ee3eb7"	2.40320659725467	0.92297633335255	2.4604880100803	0.630276600967509	1.65290440717926	0.495770664437372	1.41006581786914	0.915269010094177	2.38376868806952	1.81845657554291	2.00537631861236	0.348247633700645
"062dc7bf1a892776a0d4259124cbb2fd"	3.08344177017508	3.58124197448263	3.16953944013333	3.56560543327048	3.58050442715688	4.49040974020105	4.58779775537044	4.46651180995953	3.23398822684499	4.07578577277133	3.98179730218949	4.24906919159452
"067925bf2c68cfbf03151580d443463a"	1.65463780477758	2.79653722194277	1.40793847868534	2.32892869304105	2.25492835343121	3.17469137067358	2.4625518881805	3.47174739822635	1.426796796839	3.05178883305474	2.53404652574631	3.20912628613673
"06850915424790786904937314f04f24"	2.79957367855015	4.17125571108654	2.86139693186	3.92787474932844	3.18840981323663	4.83608268075805	2.83712292696179	4.49783272857914	2.16639868251017	3.85755388646557	3.1335379558735	4.23856543284276
"0691bcbf69519fb5dba78151aa18c728"	2.52105339031302	4.41101410403056	2.21092832210554	3.67032194202469	1.73634482335276	3.23964988110872	1.78419834974656	3.01393018073926	2.26962392748209	4.2991079238616	1.62189102358586	2.91404503731912
"06bde0cecfbcada397af9c0bf5f83820"	1.55802893103806	2.74163737579214	1.35028548608546	2.9789066649919	2.64782716772889	3.51854619974135	2.50582539753621	3.63626884361557	1.06775366008777	2.93813442276777	2.61543471654572	3.76398337775841
"06da80a2c361f6c3363b72be33e8e8d4"	1.68427445756062	2.26642674860726	1.50690337435875	2.06866225807841	0.967954857495304	1.68264209057474	1.29359364869219	1.92164116814894	1.52245336420939	2.51799891530688	1.4291234600578	1.78971354441713
"06f154fee6b1d89c4fb222e23f2b939c"	3.7836247016468	4.7370095228934	3.4145758232229	5.39326598099549	1.23312686447627	2.72409643557544	1.63988389383134	3.41657201724266	2.14210232440707	3.9339142343903	1.08867137443727	2.50442181747097
"0723628f526fba7f82f84bebd97bad25"	0.136587343446669	1.34042318256374	0.170813930652351	1.43663213664466	0.165636464930348	2.84041604807555	0.282552187060332	2.46213491404852	0.136587343446669	1.63922193203076	0.106690630662525	2.78984294579805
"073587e420e91ec5e53de8257bfaba94"	2.62437017822691	3.56912971372156	3.0246760452384	3.19686947621692	2.79398425910319	3.12367991853441	3.78312281506934	3.78874250385887	2.90569644196014	4.30298671782781	2.80766606781548	3.2759310911664
"077896f52217cf2755311d9ba92258b3"	4.05630626978631	4.15706521882974	4.38168817885542	4.44620038327916	4.45624173323222	3.36344508053071	4.22630700802633	3.56851242970731	4.79424101995822	4.60541543518765	3.94370004805052	3.1563288339838
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	4.31093502219139	5.28816866727115	3.88946436180551	5.04440354133174	5.66152398359087	5.73501986081466	6.20766881116395	6.8443102088757	3.52742804285105	5.63670936638692	5.59197955491005	5.74601740331472
"0808113a681a013933c03815ed511b06"	4.16016608672947	3.23302631243452	4.4223427299584	2.59142016376521	4.46819176202861	3.00272278290937	4.58366495728839	2.31226528835401	4.04046791201073	3.17727899043297	4.63741233628521	2.70017574546174
"081419daef27076e9e23740f0f3d0cfa"	3.67372089143691	4.57191816470118	3.80161532981547	5.10269918008295	2.14385556288011	2.65767592288639	2.05562196975353	2.9163626060048	3.53792719554645	4.74026944886144	1.40455339572884	2.82384091265758
"08278cb30c0ecfa025df1080741366fe"	1.96854000845469	2.83590559903618	1.94408705966585	2.64938524122676	3.03738204840135	2.87536131239215	3.43999761210808	3.11267726458559	1.75609774867397	2.95289392464017	3.32460125336941	3.10161137325034
"082b8027abcaeb2baea3b91658963091"	3.17106043036684	3.16743348654333	3.3466861831691	2.54575545834884	2.6528402221731	2.49973448464142	2.64753086781366	2.30342840854812	3.21326660473503	3.39102231799709	2.36121566739601	2.30698885381743
"0834e59536ad310cbadacdf155bdda3b"	1.01129497401542	2.98834503498087	0.742989434791528	2.30216132018625	2.24769165799625	3.70085707139529	2.54602753625375	3.58446617237977	0.779386419852787	3.05866804288995	2.22727096702822	3.66980812038643
"08d7a738a4756ac72191feaf26591930"	1.92097175626346	3.86494292822614	1.7186366526748	3.53327450902203	1.87093903527124	2.97091669840403	1.47136640047602	3.08992897002942	1.59161400617758	3.830321289027	1.34769047768804	2.92485874187661
"08ffb091e6fb80698e54de15a34c082d"	3.33300615305938	4.69143952940556	3.5653976801998	4.8438597494251	3.00718503954247	3.18282273270214	3.16444608011645	4.16597853847491	3.38796859922137	4.89443408169754	2.78429438041602	3.35836559107635
"0974d5a60d20f55cae8db1bb4d3ae6a9"	2.41309368581868	2.50009883611624	2.33581926650907	2.40141444720305	3.68609021780847	4.41188985659447	3.78389099842203	4.37374395277091	2.69005977794375	2.40485388630592	3.49849443481058	4.39841296738908
"0977ec1ec766483e434b5ced6346bd40"	3.45656712270618	0.92297633335255	2.88539578715152	0.345329325123889	2.01742796352248	0.402391054710501	3.41249841706481	0.299385074400038	2.38376868806952	1.31574447454238	2.35162246470041	0.146371356345521
"09947d9e52474a7c0a88c03dd1c4cdc5"	2.89427053666028	1.98329607562106	3.63235222338895	1.8461379578391	4.16772379510032	1.27173948434731	3.86332673585048	0.72190274767315	2.67170843313975	1.77431485962168	3.9344951448355	0.348247633700645
"09b2d834bd6ac6da3f312992a5ada13a"	1.9005223102413	3.70385229938935	1.62175381975745	3.37366521724621	2.50924924761688	4.16854284794903	2.51457681725697	4.22267973999844	1.61277601948682	3.36582292967012	2.38504188926345	3.86559021298067
"09c649de9578b51089151c3f67c6d1f1"	4.09580191643206	5.04902360962069	3.48470116980369	5.00183333694287	3.0120015412072	3.16534646468454	3.50891967358137	3.59674426137754	3.8774165501939	4.98322757727733	3.77283658129066	2.74933561068801
"09d19cff22a275f6b41de4a94d82edbc"	4.48766862559329	3.46866070308719	3.70711512605362	2.65223808436058	5.12539858082276	4.19439287809809	5.20270498858645	3.88923058033746	4.47668992013092	2.9379178197426	4.61145927812447	4.06051743881105
"09d8ddc69c0a38c3720e026fdcb1ea1d"	1.07404377126672	3.16045099876286	1.41411504801414	2.87811099397146	1.74550259357198	3.67644699031594	2.03376533660333	3.79812315543765	1.0196885682882	3.11262258489633	1.89829968876155	3.55798036536426
"0a133b520b03346a629160a1e02b66b7"	6.77477736744441	4.90769614086921	7.80570350901792	4.25889108892134	6.47028516410228	1.43450245115513	4.44308852558013	0.665650590496445	8.78965295517889	4.74802711655106	7.54662958165371	0.91976708235976
"0a179124b7265fd051af45cf7bbb5a2e"	1.39134035863379	3.88154008632211	1.35768524528342	3.0774311474883	2.72352103431974	3.77976921429329	2.43154539952272	3.59840739458752	1.56415180189178	3.94607586898894	2.06879836278768	3.35509954561678
"0a2bedc2b9e2f372d7ea96ac9331bd11"	1.82276544387502	2.22596373415935	1.55576389162817	1.85866004227329	2.40799460444665	2.22351593484476	2.74563398878731	3.03067205518997	1.62622324717989	2.63039419853632	2.43758852853735	2.24314577915505
"0a3d2dbba6357dd3b8d7cc68bd934825"	1.32638094507519	3.55994578584981	1.45858907594012	3.28520376239173	3.16492151944491	4.45741707964339	3.29154771778214	4.79410118554697	1.48970380209585	3.86818481358508	3.23600940322404	4.50083655401581
"0a5a7c8b3e26ce811cf9a5a0f0698842"	1.95167492930515	0.113100980812874	3.25861178987183	0.148126858706786	3.21859294486142	0.924245012537992	3.75295789286734	1.18610960312656	2.5135884494522	0	4.52112469368376	1.68473275141124
"0a6615421c77de34c12671148d5b177b"	1.68524892199731	3.41211367449683	1.60525015925122	3.11672367682035	1.85129181886369	2.96353264102381	2.35815340732465	3.71209954121199	1.35298353150879	3.69258737639346	2.2113181247944	2.7720282709695
"0a8072d5e752c9bb771c9801625bf602"	1.66091919769345	3.53122768039137	1.34496610326618	3.31075153938723	1.61993733193679	3.5743383246317	1.81296778758145	3.69805019052044	1.35590037786881	3.44242511177029	1.60844160943089	3.20445722301639
"0a88346680428af1533158ede0201b34"	2.61688256244724	0	2.88762186930476	0.113100980812874	3.62107772115402	0.146371356345521	3.14911142726007	0	2.1498825308048	0	3.55121992387075	0.0965194483443099
"0aa642a7708a378ae2d52b09a6251f52"	4.48175224315054	5.41592628026341	4.22423017254454	4.73944735148636	4.79189484264108	5.17623402930923	5.06993062872072	5.18149190203929	4.0820018751515	5.34226284635793	4.00937487076029	4.84698787499153
"0abfe6fab9f2f0326a0cf0b2819a045d"	4.64892852123724	5.57135211376895	4.35426693744692	5.22470554052424	4.42113556273329	5.4159905606165	4.91005135979586	5.70421275540549	4.41255365735909	5.42991412960802	4.84984072017975	6.84835681893452
"0ae7bfa0558543127382041ced659532"	3.56952889365724	5.48134983724947	3.77420116483784	4.73619287820354	2.97953586702029	3.296560641053	3.00885326561352	3.40430109349503	3.26371342603723	5.43311671123149	2.86637774567217	3.13989395763775
"0b0887152c48ecaee3708409b923f793"	2.16220631041208	4.10330223884086	2.1167909136197	3.79475712352471	4.19007456193284	5.00747065321429	4.06999164282998	5.28574043698785	1.877153984245	4.9243686215636	4.05738659487698	4.87319889731261
"0b181d48c37772c1041becbb17b33ac1"	1.02825241182638	3.02778722965437	0.426704611100583	2.58829960606975	1.92493163067012	3.4743704550294	2.7321887740621	4.83884947301023	0.954202896944016	2.89427053666028	2.2040284892534	3.3669465965978
"0b7adfa1cd85552388da8b57c7886d6b"	1.10603798316191	2.90087529104026	0.896188019556969	2.16678885182094	0.989113592911916	2.52355997444276	0.869139164471469	2.94223154457443	0.306922041485484	2.41991024606042	0.984917509690329	2.21022185668316
"0bc554d7aaa03639090507fee7831514"	2.21295137157188	3.16428108670757	1.80760247015481	2.41516617748862	2.55203626426701	2.04402457510141	3.12615355353822	3.07807510314855	2.30598879382669	3.21630031107807	2.88855416262577	2.35803399088836
"0c23f91edb5ca911f16c5ea6d2e6f7bb"	2.33709410380845	2.44951478289071	3.26121950362893	2.2683645838965	1.07750790507216	0.329923672184455	1.80943988112237	0.341430479150787	2.72641890130448	1.96417596019628	1.067167049951	0.237491232125606
"0c641f1bb166c036145c1c358b3548c0"	3.58735891740197	4.50904863711289	3.27383927598345	4.5590436262726	2.92727300967317	3.73188099170364	3.16587172051105	4.10734781891025	2.97351094856539	4.62743106381884	2.40383631706644	3.55894242259847
"0c69526b39e6c700505869e1bb26de49"	1.71305561256926	2.04765282637788	1.81258081312708	1.79022599570202	2.55972022202223	3.17472651628101	2.74476466125389	3.12818009654149	1.28723995726447	2.33326808715117	2.80169799524808	2.52263262020589
"0c8a4e5e6583e8f749e0fc431bc19e9b"	1.93277806493398	2.64959240544088	1.53894402155102	1.73670685612455	3.19443170846829	2.48973866497019	3.2297096566486	2.68169208750136	1.38512493375007	2.33708045658344	3.66949171614098	2.56497759955361
"0c8f6e3274d9d3dff5e25b844ec01305"	1.89130536268789	0.136587343446669	2.18191407863878	0.101147654004846	2.61328938370406	0.265431095391893	3.08479237131465	0.239186964748908	1.62883653656336	0	3.56310067502822	0.175131604255276
"0cc5c86249ec081e574cccf28c21ad70"	2.67170843313975	4.17577376979872	2.41397663539353	3.7276252949178	3.98452363220841	4.58377998816844	4.35873148486489	5.36691213747014	2.71930825736773	4.76177278597225	4.33452788189868	4.35714562871359
"0ccd6ae37ee2caebd21b05bdc79a677d"	3.82132962180039	4.60652481805963	3.97046633230255	4.95933270141986	0.993292142565792	2.31893332937355	1.52423312076787	2.73803324990803	3.32538038585653	4.45193467892912	1.45835615198608	1.90836996587732
"0cd52318943a4637efa5e3e02936878c"	3.87769198223243	6.81459634808171	3.93365386245422	6.84880592000398	2.92524246766934	3.74074365258671	3.23970636447495	4.29624364060464	3.96568603976273	6.65715229470777	2.96987608966347	3.72251058380913
"0cddc551cd3c2f10d16fc8fce5d9e9cd"	1.40449153369637	2.97214962597448	1.51858060386695	2.57420294907555	2.2842050810362	2.8721685840076	2.55061489271856	2.82227753019392	1.29409546126065	2.941721870114	2.23083571257003	2.4077061463697
"0ce4a8bb4c43849083fda1f51b3cd7f9"	2.80740371077163	4.11878559845435	3.311408696976	4.28506836000701	3.14086822828391	3.90227628004598	3.2998886833317	4.50594730755211	2.7245568798467	3.98862305548891	3.14086822828391	3.98158727630204
"0cfa7e4119733f2ab8a1c59fc7d11cbe"	3.72928593551167	4.44030847289666	3.47347368742664	4.60149442895114	2.66082846630413	4.82566107008955	2.78290241528673	4.29140227051767	2.97695004026865	4.52322531113801	3.13206543131641	4.78172156058767
"0d08c5ce5bbbc77fcc000171f26ad75a"	1.72101953680421	3.36616104843433	2.65874720545719	3.01089449393389	2.24076418597818	3.32841451904052	2.47466700070573	3.85140388632532	1.71624807684326	3.37576042128036	2.19688529922866	3.02579408675923
"0d2dbee63533ea7f83cee53a256eff67"	2.33087026898392	3.28635408324092	2.06921442252432	3.56464471339451	1.41006581786914	3.16682101955216	2.1062074912258	2.98864849271772	1.95167492930515	3.51721248507653	1.51189696631975	2.53967754447469
"0d44a1331a11189eb5b80b54e2250401"	2.77641016123191	5.17433577195743	3.17323389978941	4.88492417658717	4.28335744596041	5.88150849088837	4.42666914970248	6.41795132022958	2.4222738671323	5.84693464920164	4.04328852038969	5.65386045367845
"0d44dd70f99f6ea29c8a575ed17cb12e"	1.88121771131128	3.94607586898894	1.95167492930515	3.80072344405603	1.78026735376893	3.92052694422581	1.91999186778273	3.56150339279453	1.93452053292784	4.40364189511832	1.96201364607876	3.28777146496167
"0d5570f6ca39afa62394372bd3e733df"	3.45738450643613	2.74031563730189	3.12668472402992	2.58363837815649	3.10389772787989	3.1436518508453	3.63859689858249	3.51892531082385	3.34892395162622	3.13930236121237	3.21460799920685	3.01409511933386
"0d5e0b463b926da9fe06e368a558024f"	2.91899619711141	3.37666985961026	2.89941133310319	3.34339752684881	3.19426958897566	4.39434095714038	3.40754288730288	4.50249637802161	2.81937837481482	3.39602536313628	3.16847678337051	4.2184064795454
"0d62240701ddae50db5a78fc3050341e"	2.91526308881377	3.78072066085166	2.47617075648804	3.47281070231888	2.18814009703568	3.59763181478726	2.72625775875983	3.7478935894662	2.98753651706571	3.67319504052117	2.27449287701902	3.1371353261605
"0d9c5b930278f3286c85e7e96e510d76"	3.21698871084066	4.49203044483328	2.8224077339075	4.15793415755538	2.9967792874739	4.72430482441256	3.15185901169335	4.80770211067517	2.86872312489636	4.39633106920824	3.1570767478279	4.74045251910306
"0da050ad9cf6f11cd603486a9b421c28"	3.76376252758472	3.71149674397935	3.4276185806866	3.18486412919586	3.12318445642072	2.00385959914992	2.88478724906892	2.63613227008241	3.78180770847576	3.634110521424	3.47122614753631	2.31337972079356
"0e03fc1668d5ef45b41be1b7a8aa03e0"	2.51012706457462	3.19574315857967	2.40522150995508	2.63307193392125	2.97370300292008	3.73585984269603	3.15831822679711	3.84742390102392	2.21762858973458	3.29741780014457	2.97232040528199	3.5214365057626
"0e81b8aaf32285299deb80c42a5db6fa"	2.5038445242082	2.05055905443574	2.72106086086986	2.82964167913045	3.6959208799846	3.61987210930796	4.89432384262853	4.79083361084871	2.46389068669756	3.02391415740456	4.05330959363559	3.57231493513947
"0e90cbae4007b66a6ff1e5cf3db5b129"	3.01023903975471	4.393664155283	2.43633946075776	4.1897794312221	2.18284533720895	3.84869636444102	2.32515379554443	4.2383114791166	2.21585767568405	4.92117269713832	1.94455596004036	3.69409207360814
"0ed56e5826035952f1596f35b3a1652a"	2.09294278424413	2.8580677627729	1.8772018512118	2.40139440599655	1.83923607264148	3.39641318897434	1.53883839383776	2.72851855446603	1.74240340031232	2.81769176419419	1.8248166756557	3.52867965687828
"0ee7da30f91829c08ffe33d299c7c873"	3.58256125780413	3.2001636388248	4.46365206994227	3.66796335463763	2.69258164413984	2.17118970320463	3.0248375749213	2.61740692766304	3.85625857248638	3.1363536291365	2.43686184526904	1.85345050261764
