"sample_040Bb"	"sample_040Bo"	"sample_040Db"	"sample_040Do"	"sample_088Ab"	"sample_088Ao"	"sample_088Bb"	"sample_088Bo"	"sample_088Cb"	"sample_088Co"	"sample_18_0_14"	"sample_18_0_17"
"015116cb2ae1efade79e1af688f3c15b"	2.90605370640931	3.12427499341683	2.57063317392983	2.92505226536625	4.34135879493783	3.18793320158783	4.67900282023981	3.5205158305607	4.16714169941648	2.9872473784252	2.52623251734291	2.1339534009261
"01525c063123cb2134c64e84ad1e2118"	2.46141623093973	3.69788627069053	2.3484089572809	3.85245769734075	2.51429067947616	4.05800694229185	2.42592068464007	4.50942749266328	2.48278773981633	4.21946829263474	4.52936523632062	3.45825171601195
"0160f5a856b526939ba1062b1cc9df76"	1.43262913232537	3.06451645660036	1.55620589783716	2.92773711846818	1.91138056161224	3.42576880218575	1.61122536738821	3.08384445912122	1.66002961054623	3.76678122545621	3.24516326260958	1.13275603323495
"017a60cbade7b309db182bcabe59d6a4"	4.1451666724416	2.96519885865507	4.03352325688339	2.98044962524543	4.17520754875954	4.41120696724656	3.21836929660442	4.08151359632087	3.22808211661667	4.59252679409913	2.81491527660143	4.36865465020484
"018de0ee05bc68de9383baf688539f9f"	2.6461868226658	4.07563602144234	2.78223811325	3.98151117665997	2.74277756042271	3.89299809115043	2.73049382060838	3.20686919140612	2.73538683068147	3.73597417820307	4.30540477379546	3.15394183860536
"019ee757485f09fa0c7881843036a765"	2.84485124259436	3.12427499341683	2.64921273137772	2.89503309916712	3.19366631871136	3.12642802454425	3.00033765249798	2.58896181384501	2.5678083435862	3.24315703577133	3.67824814144528	3.53854191169557
"019f94720ba42ef1861b87fc58cdd3de"	2.70880325082242	4.01383021556661	2.59710374270481	4.43833135088435	3.96895177067865	5.06208452299206	3.85656018854496	4.67835540396367	3.88952337649042	5.58288055533468	3.19444787725097	2.65157155616702
"01ac16555e036cea2ece2a239591aae6"	1.43128384339541	2.74173594281445	1.86828495357801	3.07656745954945	2.39145640589668	4.23573127090585	2.23661621605183	4.06938293011589	2.28563626972274	4.59868238565136	3.12300240220581	1.8605822847968
"01e013346904f75a91f713c559585ff7"	2.41922080405854	3.18964472892508	2.55777754755682	3.17649010837176	2.96233281187041	2.51245046938849	2.84970785629012	2.22398778614692	2.9145962953114	2.16473311421427	3.3930778405569	2.69874033177643
"01e7154d4b5f3188595e288aeab7f7a0"	3.20242965483628	4.11659846565849	3.24006847369146	4.15878871122171	2.3491327446107	4.1133504669904	2.35245277167425	4.0568019070084	2.2513928461326	4.80828995275266	4.11010774810754	3.26540022378778
"01e9bb0d97f8ed373a8d529ffb971acc"	3.51099304748504	4.58182990858016	3.04404136964778	4.5901712624103	3.61158147622099	4.56425714565663	3.64261821451745	4.30439801075395	3.62187923882541	4.45668433070174	5.00850035005754	4.3143351481609
"01ea06c562e6b8f6bbc5be68d99c0373"	4.77195923553255	5.35621356371448	4.78473962584667	5.19114020178199	5.54963499482382	5.42044340215704	5.44300463781337	5.55665569163232	5.25409553663157	5.0409029712402	4.84525030057366	5.38846972216223
"01feb696b69822d637cdf0956d28bad4"	3.54819971569281	0.750897086100849	2.72753905368606	0	4.69902621812289	2.74602269966225	4.69393828570306	2.9010665860199	4.51896699142196	2.39781163293702	0	0
"0202a0b2dfad6a6e5b225afdddaf5729"	1.24216556043483	0.243356031346463	1.00498546554687	0.216821154564469	0.785508371812018	0.273040365605805	0.979346204589569	0.414667694373663	0.911164008519446	0	0	1.02576440540957
"02104476719f02b32307edfdb1e6a0c4"	2.32419001674643	3.95031444078268	2.11801300565494	4.30918439959845	3.54746334435798	4.86722871141447	3.22254349075137	4.71585341086258	3.14535500338471	5.11650348086729	4.31053063296881	3.43268958875234
"02266378f920e88e1dac1ed916c48ff6"	2.42957010474853	3.98599439682657	2.74163325761925	3.76043470656365	3.52616874152108	3.87733424743514	3.18288961905158	3.53788620103113	2.44724977986089	4.06848951593406	4.50437478985316	2.837053021873
"022b87e073ba519506a6d0d9dac1bba1"	3.87211517626472	5.79241068275857	3.542416233244	5.31437278574274	4.01651238175426	6.07186028476679	4.27478323639348	5.52056059269114	3.96300999290853	6.4745029780054	6.85243980118597	5.74862071326019
"02556710e6071f6303dfb662fc79f6b6"	1.32289268276851	2.9151651288356	1.78817928762172	3.68884118358684	2.4636949301874	4.23623525169929	2.39463906802219	4.57813397932521	2.16127725633982	3.99590228250986	3.58569992148892	3.11013886186939
"026f6d9d6a5c591d5465aaeddf6222f1"	1.53833300860698	3.5733117412422	1.80355192525492	3.16983938672706	1.34985856647868	3.72614922695863	1.33162695977758	3.53889865158484	1.38535391904283	3.49863317952676	3.83747149309463	2.62413984876645
"027ee5073ec17a7192c3036f2b817f18"	1.27306967040526	2.44126819275817	1.2397935132407	2.81128044935077	2.36234722532628	3.8543481288325	2.36398682454718	3.92384761832081	2.49723039947683	4.12580672990737	2.48116633017228	1.64706119653054
"028a375a3a51f2d5d05b85cf4ef10890"	2.35318314575714	3.25745017532796	2.81828481900126	3.31671734358368	2.51288005355444	3.46977585618743	2.50152283321081	3.34889796727049	2.38345515062689	3.87408268821802	3.71389396610865	2.65392482999312
"02a63d174c8502c109303db99cf1e437"	3.36607550812358	4.59638310850984	3.27052270191658	4.32077529899534	4.51934668501249	5.61632459800043	4.53609873998567	5.71554818641085	4.42715223538219	5.7983883458874	4.25100889695412	4.04280222531174
"02adf979cb3500c39977fffbf7d2a048"	2.99032539265072	3.85153728995448	2.97135067583936	3.60118022779063	2.40923642176885	3.48323363735382	2.10325306243478	3.06743389333525	1.9018297022389	3.65274528106419	4.44189764636657	3.23082301134941
"02c00510d4deae8d414f84d4af078919"	1.98502096606034	2.91514566799481	1.67246904803673	2.48256223713231	1.48879228346424	0.66303842712296	1.53862910742317	0	1.21980875120797	0	1.25419052048655	1.48314880248377
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.26535434841576	5.53818025750782	2.80413464363028	5.55638073383077	3.29549013923488	6.46689784647965	3.30448528629993	5.94170113448588	3.44729567201981	6.37102552153038	5.85449665299488	4.0399002869338
"02db2ad8ae83f16a31add624ea4ad90e"	3.52141301171573	3.80713348994343	3.2784382356794	3.57381927062879	3.10009859516466	4.46613751762798	3.38613044326929	3.68021653918514	2.99599323949942	3.65800727477015	3.51894189805816	2.81828481900126
"02f7b0f943947c68160210ebf8af9e7d"	2.5408142817263	3.86513892352917	2.65627257892057	3.88111214957391	3.60255985185538	4.74856146301128	3.37776573473527	5.00703651550686	3.26554177830427	4.83960263090567	4.0279091319784	3.16949648717013
"02fd2fc743a4623995fcdfc706ba981b"	0.702453739880245	0.607044481506534	0.501562856486806	0.702453739880245	0.486811580895103	0.706941598582092	0.272741008582481	0.757201209350051	0.385493666563661	0	0.262825696452914	0.394943280648582
"03202b02066380ba1d7fadbf07ec658a"	1.75951172167793	1.82353264640969	1.70030185873922	2.04079166556808	5.14136830824282	4.46693793304127	4.82897479875303	5.01868719039899	4.82016220364297	4.29208551563267	3.0974852900042	4.08316732903197
"032a5e85e8531d19bb559affe7d45f99"	1.15929965361419	0.491398126099892	2.26007417304183	0.312911126497556	1.85360373912816	0	1.78585876090709	0	2.36070493340421	0	0	2.61436935987125
"03355cd11fa9d7ee1d42bfd508147739"	2.8552839286289	2.13322317389674	2.77173942025994	2.14185269188327	2.78575845847151	2.35219839704591	2.29354459900798	2.56919080119267	2.48702390216675	2.35005092296931	2.69879498109726	2.60961301295317
"03734cd02763530410103ffac1802bfc"	3.35747076950666	1.34398890591177	3.38068314583947	1.56272105466155	3.80943331415516	0.115059329734787	4.28034296224683	0.518424677681289	4.15300490316022	0	1.00160411784012	3.3582045697683
"0381b98525605c48d762e395044ca5b2"	3.02784546282565	3.90535028578504	3.18243254718854	3.72042737477053	2.86895970283231	4.42256258828834	2.81409048566479	4.55055305799127	2.69086199323128	4.76336245899221	4.36379984227434	3.71886872519578
"039544c0752df4a57b038dd86e16eba6"	1.06520000525978	2.07106613188814	1.14438616373218	1.6094071338868	1.1990185522608	2.56513241762808	1.26996838843151	2.51991336831953	1.40264003965598	3.37546307669863	2.84053210571074	1.31215366998146
"039c7e0354d3997945bfb6b56867ef87"	1.09994473390189	3.20872043299146	0.826759819883865	3.00178889513652	1.71004313960807	3.95336224215558	1.48879228346424	3.55645259412574	1.84262683958951	4.20475799038856	3.74160235113251	2.33556522028864
"03dbe23a9e8b7382924fd20ec95338af"	2.02328115905278	3.13812986997429	2.15158776944212	3.39419962101382	2.16789898973471	2.64655932248299	2.22434953900362	1.93468362362863	2.07459750220739	2.07841533304578	3.71389396610865	2.56551073831935
"03e263884fc71d9f491555f67c1f630d"	2.82875392325567	3.77300158701451	2.59150197082991	4.06096988441494	2.14100924806395	3.38376973187289	1.76520328793836	3.23770150451816	1.63482101828644	3.70194324993268	3.32659949719087	3.0146189967138
"03f86a1233871340db1328f6fc35aff1"	1.89066545731287	3.68747459364064	1.88790112144404	3.5893578500385	2.44574126843722	4.13810974132235	2.00525395097203	4.11931485983165	2.27494870173584	4.3644493045663	3.61156944873479	2.42246841762399
"03f8d34575dc20b78b31c3c1177379b9"	4.46886693325215	5.52584799573757	4.22003315104375	5.33632771281977	3.60781038657994	5.76459681965053	3.25867790745506	5.49670524928389	3.18649477182079	5.66987333674485	5.5078267095674	4.31755157386448
"040ffbbb2858152fe7b1bfe2be12eebb"	1.75951172167793	3.12720780434203	1.43262913232537	3.25164887335695	2.79723743142739	3.82779364594578	2.77359072007224	4.11534255321771	2.66936619722807	3.8228542484214	3.42836497773307	2.14182931411465
"041c4b843dce3deada3d6b1daf849177"	1.58056507486498	3.83781656688831	1.03090430564403	3.27654832876343	0.431795403354194	3.8517611927885	0.578801978775085	3.34767353125771	0.324428573418785	4.05166424486682	4.31478178807226	2.46568135580287
"04270753eac3e84e5b3f45e5131fd1e7"	4.28210270286552	4.72582199167488	3.88832030271528	4.17250087638905	3.66650500251093	3.52463020494673	3.24315703577133	3.40597461913714	3.4406193566122	3.05925715613353	3.97539209304481	3.71022256092869
"042f95fd86a3be60cda5e0a13e76be0c"	4.24425483564907	4.66871477583957	4.22904589519944	4.87743451348023	3.49091814395761	3.20634643025577	3.59722147540423	3.98611428582076	3.89344615423695	3.52005547861074	4.88705498668577	5.30612183232228
"04356242a8d119e65547c999cf90c0a1"	7.51415012172618	8.13240985345667	7.38581022174193	7.44318035978014	6.62870815773532	7.01878818327697	6.36712981175963	7.58213680438262	6.82263284640555	6.54570725758557	7.6890772428454	7.52903753909669
"04731e32cb646050ab7f27f284c04106"	3.84427079257732	4.71226070432795	3.34361064080917	4.84222453198652	3.76618877921424	0.0652333506258388	3.3994868642453	0.478338918571493	2.82099562766534	0.264372062134168	3.17159971394148	1.1851568900683
"0495aca4ee75b03118200f39e55de807"	4.10460837528772	5.88112778154203	3.93083887152579	5.82626998246532	2.82963636605607	4.63230099449327	2.91059586498471	4.74232298838551	2.7482563260137	4.44693688358712	4.67309328547296	3.77624451854879
"0496149b2d1f183353cbf9189b7049e2"	2.01885520038069	3.50749545767289	1.77943381953742	3.44448672976055	1.85087078971867	3.65350561225421	2.08197084030556	3.67581397120902	1.81180389735342	2.78763126377255	3.64870048197714	2.89779965816933
"04b93fa3ee523f9634c9c795a5f49e4b"	2.32255437306955	3.81120548804221	2.04079166556808	3.5863870437294	2.87093519692287	3.91797724371636	2.60195904822363	3.62234480871193	2.49723039947683	4.53404339645953	4.3127703356358	3.17718678790859
"04bd54b9e03f729a1a5670b1416e260b"	2.88854787340738	3.42890657799667	2.76819156891533	3.09370708189851	1.42020368970342	0.700571318813871	1.82163424248362	1.14089802846073	1.54276696921855	1.19191262946793	4.11692926367106	3.18135670318667
"04c1a513f665c225f7ed173aa4fa12bf"	2.26001442351164	3.71274379424222	1.67707549294725	3.9422488002174	3.22808211661667	5.01267867164431	3.04111091079158	4.18294317888012	2.96683679126711	5.45930113328622	3.79713381456387	3.1869955472884
"04ca9aedc6db942a0474cdc0a762451a"	0.406131552651325	1.17489408682527	0.677322630212974	1.54913573862572	2.62575719506176	4.11892144337942	1.96223525956854	4.23115189180425	2.13482205440441	4.12381973815704	2.08119001221395	1.49445345709616
"04d5efa38f3a410566bdc4ede3702fb5"	0.394943280648582	1.35817776839406	0.481129012029154	1.06025253811348	3.42429848457014	4.30839058960659	3.26468631612292	4.51649546276844	3.03526736036362	3.97942853775862	2.7480718754517	1.77661198989784
"04eea75f54ae1103d2c566b1e826e22d"	1.80172630159524	2.81728719350596	2.22820631494495	3.25745017532796	2.77359072007224	2.23101819726155	2.23475368959896	1.74715254310483	2.44120203227719	0.805055214362159	3.30145807440464	3.74634379337615
"04ef5fcaf6bf35657ee641e7ab693ee9"	4.97221942112198	3.80921305098154	5.19155159119988	4.48136230007685	5.321336482062	5.12098550051654	5.20272751763995	5.38545781020821	4.83757234382083	5.01845675986325	3.54768940686702	4.10038149374121
"04f27efead94a16b3e810b74f86514f0"	4.72537783544693	5.46927585754858	4.29857572985567	5.01672272801625	4.53460436377681	4.5255909042495	4.10160216201599	4.4725229737894	4.22483379048681	5.13379902779836	5.40060406285989	4.91402526986007
"05114c017775551aa7d1fa1a490e42d9"	0.781936143374005	2.28926679690786	0.560472563655404	2.65509939344731	0.607676434370808	3.12948051766453	0.349303844007951	3.16907026535936	1.1395110802394	4.19745184124783	2.66095160542375	1.1851568900683
"053a96fa26931ff81216a8112d9a7fac"	0.917490012449637	2.8142883315435	0.834038919257427	3.02638271275275	2.64492721096108	2.39781163293702	2.57047712807039	2.7107478923921	2.41352521366469	2.14100924806395	2.19528937270171	1.06025253811348
"05425468abc7b6696e6644b43e20a070"	4.174558024547	3.08458071211226	4.6774527073055	2.94808495608642	4.23850002733178	4.37129576427897	3.38317868222006	4.00641894926428	3.68852839249902	4.52256827300713	3.34361064080917	3.33650951603992
"0575b5bcc7abd6f7a59549c280abbd34"	3.27124877955644	0.284081101533432	3.59505199660981	0.580886768400243	2.88430113018634	0.129695308393597	2.73246867364425	0.13637050429124	2.31618613272767	0	0.347073340446514	2.07282819272316
"058b63372cbe61fbfecc853d367548c1"	1.71543622465645	3.38065448043083	2.17272694573582	3.11764454992722	2.05778880398438	3.08905229248308	1.51210288400675	2.93031656780246	1.46089149932667	2.6681583294391	4.21187126873268	2.67600898689075
"059e24b38a4bff0d4f11ed6166a3437c"	1.29617816917678	2.01663485338702	0.812040710500356	0.883560907251236	0.635740500610399	3.87516771645194	0.568988865930157	3.24655169044809	0.285915513004061	4.05136120586346	0.449673362772485	1.06602022406745
"05c4489613b115ee4ec2ef8199067913"	1.94761957053934	3.99756957061917	1.65450667659212	3.42936855635285	3.02178103932354	5.04931778551112	3.23221604710601	4.54094009728035	3.15208196235919	5.39348844576923	3.84093424723197	2.72876037646361
"05d75b81fb54d3ff766fc90129feed63"	1.57820243937177	3.68472031444853	1.43830883913272	3.63557380162122	2.68255733506111	4.92199830560685	1.60727156760268	4.58810662801421	1.98152271230596	5.37001150632246	3.92244146293447	2.54407994385158
"05e856ee9d148f9da62ea0b0ccf6db24"	4.86166572466184	4.76742593085583	4.61030995471795	4.57582891008598	4.92199830560685	5.35802203592619	4.62907458558117	5.48275160672066	4.62019080947244	5.43323472328044	4.38337447592762	4.37099854825077
"06094dd96a7550292ac7a15406ee3eb7"	2.36893447353558	0.766537037787997	2.89779965816933	0.249902320614901	3.2699969844414	0.408912492378074	3.40481815208771	0.497460709853747	3.45832475798341	0.298918704377769	1.07745674659532	2.33232834424324
"060f5656d8e6b35f013adc46dccda6cb"	2.37826753929829	3.07305436061631	2.22279485344775	3.13668046857492	2.7176730856114	3.15208196235919	2.47255231496478	2.7107478923921	2.78870318405836	3.23427662144422	4.40339421326534	3.53367780554579
"06122d6c188a53fa3820d7ba9c64b053"	2.67600898689075	2.71324335994685	2.9782757919045	3.00427567455129	4.42902376374478	4.76187423177163	4.04222706862655	4.89303094247493	4.50385259778525	4.81692545629417	3.69581534511505	3.43860555572256
"062dc7bf1a892776a0d4259124cbb2fd"	5.02947732945274	4.44580158311401	6.90185349768123	4.39085133223954	5.07469032337047	5.05921235619598	4.46433423707433	4.84445240558907	4.24276399262757	5.04022671716496	4.32654563671437	4.32433660896514
"06308be651a239379c2200605a63c9b6"	3.38846904709464	0.311716449459626	2.97499062143845	0.833065952779276	4.14004751378942	0	3.84717680096151	0.586660867321519	4.07504245405285	0.46812118383793	0.0323317566628611	3.97860996800722
"0639cd2e7dadf3ff0a4ebc918d2008b9"	3.09067420374457	4.16267121183253	3.47441996197217	4.10212587579043	2.05778880398438	4.5080846712088	2.25687827043754	4.18533177509132	1.85632923987735	4.90974138089382	5.07580424147344	3.71755194136427
"066aad56751f9efcd6546c0e2594e7bc"	3.13957717364933	0.236809742078024	2.99010145018153	0.99451024006759	4.25098955722863	0.373575324572715	3.91032877102322	0.588519729477948	3.78678852659646	0.259390616787194	0	3.80267231738796
"067925bf2c68cfbf03151580d443463a"	2.77210302605437	3.53987405003818	2.91122057566925	3.52922747983529	2.11451458204045	0.985461635811254	1.99170766821697	1.47412889354691	2.07632655947389	0.864718258020642	4.23780950318717	3.20202305298884
"06850915424790786904937314f04f24"	3.02741441764565	3.69645031089615	2.64238218588648	3.29093711543622	3.2719812363793	3.79817501730677	2.83374143988318	3.04940004663441	2.78977395656129	3.78599845156627	4.13263046969448	3.1442786796174
"0691bcbf69519fb5dba78151aa18c728"	1.87562168855643	2.81326702737634	1.50261125597678	2.22380398307673	1.64310083506578	2.95430358783173	1.32323894713477	2.63161019187226	1.11153398798542	2.89664867777655	2.85326953081744	2.09320317703259
"06bde0cecfbcada397af9c0bf5f83820"	2.28417669331069	3.9681556711461	2.01440956548001	3.726035537385	2.79918484991644	4.90738092384874	2.74106564819957	4.76892371002351	2.98651939342846	4.5954233824152	3.71674021355472	3.0067562852313
"06da80a2c361f6c3363b72be33e8e8d4"	3.61191618619028	2.67446716569316	3.66806495176353	2.79575248029487	2.47693246374248	1.84157916020668	2.19064160981052	2.22449678364283	2.33525951209974	2.04310389903593	2.43009565570227	2.86720234325999
"07110273e3d6af343dda0d8332e78b96"	2.35080349745372	3.2152619534175	2.4508359664705	3.58156560276069	2.85907349670363	3.96047610469375	2.90038313313352	3.55384473449127	2.67754848816539	4.19612554278233	3.57133839801338	3.4272879747846
"0723628f526fba7f82f84bebd97bad25"	0.154436353304419	3.16103906335543	0.417196030983863	3.51199011606684	0.626473047291953	4.21536088369034	0.887249075889431	3.81251687492209	0.66303842712296	4.1227071800646	4.12262746995015	2.56551073831935
"073587e420e91ec5e53de8257bfaba94"	2.86026758474471	3.81856690575449	3.24581371980264	3.8975122315444	3.50178874296073	4.83632888997474	3.39376449272469	4.68625751708331	3.23770150451816	4.91678194593054	4.27515803798884	3.56912416233843
"0760f91983ac07c0e8e9f3efab81a287"	1.85003838971173	2.34954816422723	1.9030914052602	2.12493363626389	1.54981050960875	2.83299648221873	1.67041847801308	2.78765611757022	1.43054011780907	2.74865703885434	1.95081508546434	2.05127356053333
"076c212597b0d5ff02b7d6d677f724bd"	2.80826349250039	2.54475449940678	2.39363165101239	1.67872140835235	3.27264177970967	3.11721423751023	3.34889796727049	3.27593796740755	2.63498189343822	2.81929934470804	1.19024906310613	2.91695418258224
"0770ab0e479e6e586e8685465d538066"	4.85349169550807	5.69572342087719	4.36719214571543	5.15893230314508	5.32176198120064	3.82968693667793	5.00125584425951	4.3980079996498	5.27722283310036	3.53636560062192	4.62874705441616	5.86959291451878
"0771eed1039e2a9a46dfc4bb7bc0681b"	1.70638311849058	2.71766384161818	1.28699875002431	2.69197501824554	2.24414779673613	3.2359521833414	2.23525665987641	3.56642183271877	2.20283169065111	2.95250537198294	2.71324335994685	2.04295907610242
"077896f52217cf2755311d9ba92258b3"	5.11194515469218	4.90745587571103	4.9954840643678	4.7914953035108	5.54678568182234	4.16064184832545	5.38585688737848	3.98850652516167	5.52097896174005	4.00990006978188	4.86305782312141	5.30769335640634
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	5.67066440907856	6.44702658424397	5.75841932313178	6.45868602851706	8.22743529125749	8.30755984983306	7.75609592119762	8.80607790540469	7.54615929487353	7.55976526951961	6.9949959880065	6.8622751605619
"07ab66989a508e3777a908855686e414"	0	2.39515515847531	0.841265416012402	2.96802700246177	0.549068936341987	2.86698029843879	1.0337821694644	2.62745745329544	0.617118904263404	3.04940004663441	2.35951348037994	1.00066864433798
"07ba0efc76158deb7ed94f5c6b5e148b"	2.32600126989567	0.356428676687178	1.73518973714581	0.188230643613282	2.26414567455055	0.245859577597942	2.048848304595	0.568988865930157	1.80035574845341	0.454166379437856	0.196178681299769	1.36717226804633
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	3.09899258532678	3.6029020878055	3.02476180954527	3.48420185282703	3.19152024973833	3.99590228250986	3.26800878741841	4.41837182323549	2.9713094495674	4.1687600823162	3.74239415435152	3.60698858130152
"07d44546198c8221cf2a9765f78709b8"	4.01954558214662	3.40090400529818	4.20491796713258	3.92854181552104	4.87763692016545	2.39936630790227	4.48661154635185	1.98459248883777	4.68230553213982	2.46074529431664	4.35160479762491	4.38337447592762
"0808113a681a013933c03815ed511b06"	5.13278754065367	3.40737170761419	4.95341468830458	2.80143028213257	6.26004787821399	3.21173219222331	6.30742090157435	3.78908726542799	6.2849860344741	3.17340870170533	3.02629895958293	3.76726276285545
"08278cb30c0ecfa025df1080741366fe"	3.27149104512661	3.87938823725023	3.13957717364933	3.63381326181599	4.17091385997014	4.30180605701575	4.70456166232345	3.99269345449236	4.05559541786278	4.3269681027731	4.08119515310365	3.35300104114455
"082b8027abcaeb2baea3b91658963091"	4.28824162872256	3.7382935273283	4.08405086408869	3.47535046085183	4.74582623507204	4.84120623492515	4.79838698508562	4.78443291880607	4.66096680347805	4.36332659378703	3.62035135876894	4.59080245673337
"0833115e4467b0ceb8783aab127ff52b"	3.98444226679782	4.4995607504634	3.69415551121428	4.47437561627342	3.86206902428639	5.08864418111182	3.92831359036413	4.56207707276237	3.64216199041603	4.90768387423545	5.08917040437726	4.55286690805461
"0834e59536ad310cbadacdf155bdda3b"	1.76809840773919	3.14030004073603	2.01885520038069	3.25294096316286	2.26467124215805	3.56564359339394	2.3490353270986	3.32361230976284	2.14200841465771	3.9040839849532	3.08991454478125	1.93564333955663
"08381e31997295eb3ac6bec50bb12763"	5.6757724990299	5.19188349727448	5.88392109502162	5.34519952114815	6.65793705083537	5.58314263722473	6.80553804027145	5.64172889903807	6.40721926844053	4.70943902598482	5.11095713693586	5.89003905685022
"084d4e024d1f8ab820e3b9e6bbe4b0a8"	6.43530995121528	5.09716644468453	6.63654112954874	4.72981054525569	5.84185568758227	2.8797769416291	6.18198589355053	3.97322120389451	6.12571935300601	2.73816548278455	5.12763520837831	6.92368709099637
"086eca5f643453c1cf040e3cbe8b2c3c"	2.25132337705526	3.36346089982576	2.07910398471389	3.44874232642316	2.53383331257758	3.4220262795481	2.09706041376829	3.81827304784388	2.20254815967054	4.03609096064765	3.57709277929742	2.03426110459929
