"sample_008Ab"	"sample_008Ao"	"sample_012Ab"	"sample_012Ao"	"sample_024Bb"	"sample_024Bo"	"sample_8_0_12"	"sample_8_0_15"	"sample_8_0_4"	"sample_8_0_6"	"sample_8_0_9"
"026f6d9d6a5c591d5465aaeddf6222f1"	0.825610667534697	3.16246050583047	0.983879186835169	2.69005447316274	1.10477700782788	3.33569961797863	1.75776825836069	4.15505024741948	2.03553249544821	4.14712067668836	1.47419167888141
"028a375a3a51f2d5d05b85cf4ef10890"	1.83345708028424	2.66339552400622	1.62622324717989	2.65594780755237	1.54162577218102	2.52749747899739	2.77039481738953	3.65714789113642	2.55205675776206	3.17106848956421	2.31674595305549
"02a63d174c8502c109303db99cf1e437"	2.64642874976183	3.60694925941818	2.5407837758583	3.62280141723789	2.50596973855221	4.04309526753041	2.98272686871106	4.33297913239584	3.25463239094031	4.12141716964486	3.70820667430442
"02adf979cb3500c39977fffbf7d2a048"	2.70112007283831	4.21865288784158	2.0599406362902	3.53310640506762	2.12756194835733	3.80892146287358	2.56022350028729	4.16710639718374	2.88275264838923	3.80433771948091	1.8921626453948
"02c19d40dee2d87c409a2e2f7b713d7f"	1.83981761950894	1.43979010333764	2.22020135558077	0.787297597189783	1.72576833800757	1.03299941284038	1.49770832119226	0.712215233549702	1.1132434629301	0.603262446267548	1.04892016578155
"02ccf6f06e50ce9c5e49ffe2278c9f27"	1.63281443877488	3.93808573853526	2.04371016420049	4.07188133547128	1.8195873614479	3.81839056972492	2.78891378871158	5.45332893475352	2.67012007087517	5.36619797702963	1.62591765943108
"02ed78575eba82d038ec26a744d9b6c5"	3.56326280965427	3.67547593822257	2.2497003205535	3.55529530102942	2.62131351767705	4.06930393500623	3.95440058862732	4.33104509940061	4.56241604681644	4.07948019834384	3.55812443555441
"02f7b0f943947c68160210ebf8af9e7d"	2.70428579126056	3.10583768934752	2.60318585862641	3.10285378774333	2.77806557188077	3.30556971813187	2.49139753831836	3.71627728235545	2.95770636633574	3.89107160975016	1.79505137827834
"03202b02066380ba1d7fadbf07ec658a"	3.95452735998681	3.90298115078547	3.81899600718001	3.69741504707345	3.12939368897518	3.20772650151071	1.71054362925939	1.7871783251264	2.43374457486098	1.46332391842725	1.10333710910382
"03355cd11fa9d7ee1d42bfd508147739"	3.78120130968538	2.14210232440707	3.31769601917612	1.80541743973502	3.82771912349999	2.16831171087768	2.42237444545787	1.35950363164444	2.78101996663475	0.81505843816658	1.97579578737546
"03734cd02763530410103ffac1802bfc"	2.22947951794966	0.208991548400235	1.7922806234833	0.214181226751819	1.86816827715748	0	0.0300736292207735	0	0.0487138497797326	0	0.904814925526267
"0381b98525605c48d762e395044ca5b2"	2.38091815960227	4.70940521247607	2.28597671095102	4.30504419655968	2.07942715058055	4.80540818274086	2.47965446520454	4.78224559125134	2.51684830201988	5.39607781787786	1.93907256589414
"03dbe23a9e8b7382924fd20ec95338af"	0.885268479311374	2.34372127815125	0.851775677127912	2.09082216106371	0.98944267574987	2.66060912650207	2.73528760548187	3.91488945323843	2.79281184934882	3.81981613337936	2.11263837843561
"03e263884fc71d9f491555f67c1f630d"	1.64694080482394	2.98298866763787	1.31574447454238	2.18491186380871	1.48900662324777	3.00233989506128	2.70312877740534	3.55190236044552	2.75048471880785	3.32611026363486	1.19791207515497
"03f86a1233871340db1328f6fc35aff1"	1.79220603616886	3.47197344010359	2.06584832105364	3.41676146384024	1.13638804812202	3.77083586794474	2.6655323249428	4.37900557586769	2.64897654258682	4.4054840456924	1.52682644164513
"03f8d34575dc20b78b31c3c1177379b9"	2.45633964509243	4.01595822620673	3.03207124120066	4.3169047549767	2.27992842832299	4.11075130029584	3.39704075484587	4.76705336143708	3.67685059662013	4.82034859561654	2.78894915747479
"040ffbbb2858152fe7b1bfe2be12eebb"	0.756556157752879	2.92971319025832	0.345329325123889	2.99570927328949	1.43346416559628	3.10821841652186	2.88042152926521	4.28386404060122	3.09851085889657	4.14637404555606	1.66396246069339
"041c4b843dce3deada3d6b1daf849177"	0.0890497148335058	2.97826103645446	0.460849356454254	2.58629792341684	0.363993597142208	2.82412837690315	0.509455996151454	3.08884511910802	0.425388491341913	3.13122690262876	0.168660245918363
"042f95fd86a3be60cda5e0a13e76be0c"	3.04122605824854	3.70136481164435	3.34433686462302	3.57513500238805	3.88973649584891	4.120947219434	5.60356312055005	4.94498090082711	6.07668102923715	4.63381921528841	4.82629493288727
"04356242a8d119e65547c999cf90c0a1"	4.31703475665833	4.31859000886342	2.93751173251761	3.54368953430052	3.50594925094489	4.29121774005769	3.55980215533305	3.57073299078487	3.67285937017169	3.35978537867497	3.05947312359436
"04731e32cb646050ab7f27f284c04106"	1.65150406155596	3.77771876556647	1.43102177987471	0.709729852874161	1.33518438622988	0.348167764622536	2.87231082789412	3.76046164122099	2.84971441792548	3.68032306162141	1.74805357230317
"0495aca4ee75b03118200f39e55de807"	3.51760732691308	5.29373106552926	2.89794522885077	4.88280972558623	2.65220304483522	5.43468514220735	2.58225051782161	4.48113414095386	2.72502635402033	4.41199554698355	1.70769501850996
"04b93fa3ee523f9634c9c795a5f49e4b"	1.48655385009557	3.19535901531452	1.32270086714661	2.80665361041941	1.45542880571348	3.00687597383996	1.88657208930637	3.39088915900071	2.27948614832231	3.03523253996517	1.0996645059565
"04bd54b9e03f729a1a5670b1416e260b"	2.74099807595045	2.97961407042341	2.60613670061847	3.3734832003941	2.15913957457523	2.83434329365794	2.6127139409578	3.54238300577354	2.46499505655525	3.68320096195146	2.13335285606042
"04c1a513f665c225f7ed173aa4fa12bf"	1.43979010333764	3.38029936464565	0.373196704877903	2.99969291982935	0.750292816540479	3.54984738906351	3.52306805154689	5.28945331667799	5.07229592808631	4.81065779239386	2.08759124247029
"04ca9aedc6db942a0474cdc0a762451a"	0.477494254333101	1.53304594934234	0.601530670749934	1.83132787833835	0.601530670749934	1.94408705966585	0.91425666456116	2.45423573604631	1.16410035884127	2.14815290688094	0.951401472186501
"04d5efa38f3a410566bdc4ede3702fb5"	2.70339504934358	4.10790684396803	2.98500797326373	4.21839164143213	2.98568017002216	4.03674210863462	2.24103133966858	3.38910860596477	1.70769501850996	3.52260359382834	2.27879964880197
"04ef5fcaf6bf35657ee641e7ab693ee9"	3.50609313933672	4.35306926278684	2.93184287502408	3.3191413430418	3.5387005430271	4.69946275729538	3.73636095283034	5.67747414549851	4.05710918365391	6.20985313146359	3.37413144830608
"04f27efead94a16b3e810b74f86514f0"	2.44098436822947	4.03674210863462	1.9402714241418	3.33300615305938	2.32957603800363	4.50155043210273	4.4807777965939	4.89313645805134	5.17770034895566	4.82579023594937	3.50903961530886
"05425468abc7b6696e6644b43e20a070"	2.2568484753832	2.960906563656	1.95146893167524	2.47225088837964	2.33311123839745	2.66812278849652	3.36601473387109	4.46098068844027	3.97191625397399	3.72428327681523	2.77432970584794
"0575b5bcc7abd6f7a59549c280abbd34"	2.25846809256593	0	3.08110276335762	0.363993597142208	1.75379709736452	0	3.48931295216903	0.200888404404798	3.28770552359325	0	2.40077155946473
"058b63372cbe61fbfecc853d367548c1"	0.564395774148579	2.05738315958075	0.969457969333098	2.58729926558489	0.306922041485484	2.8444549201013	1.04419552483347	1.94525507739986	1.11887755402883	1.9497439335602	0.772172755744953
"059e24b38a4bff0d4f11ed6166a3437c"	0.214700004691302	0.426704611100583	0.287150681288502	0.901603399122278	0.391352660986791	1.14064954445917	0.457112185546232	0.574626084813797	0.91426767651004	0.706465509064177	0.411309200334024
"05c4489613b115ee4ec2ef8199067913"	1.32992108015891	3.6309433556027	1.26823128625619	3.9404015969318	1.16168880409597	4.23990134867592	3.07480367889688	5.49217067635504	2.91085737630168	5.17405429574087	2.58699802763307
"05d75b81fb54d3ff766fc90129feed63"	1.21319259106857	3.33928938177677	1.28156024103535	3.2061749282173	0.695402865099614	3.31606894098247	1.86080656146726	4.22072120388275	2.43374457486098	4.49616258334184	1.77658356213583
"05e856ee9d148f9da62ea0b0ccf6db24"	2.92544016556756	3.52625463665729	2.97690616930394	3.63516401818216	2.92829087647938	3.52781887247451	1.42314653861839	2.14938163553657	1.69904681834586	1.77943015217423	1.36880022222832
"06094dd96a7550292ac7a15406ee3eb7"	2.40320659725467	0.92297633335255	2.4604880100803	0.630276600967509	2.38376868806952	1.81845657554291	0.821811246947283	0	1.07688733488574	0.544563642070819	1.46332391842725
"062dc7bf1a892776a0d4259124cbb2fd"	3.08344177017508	3.58124197448263	3.16953944013333	3.56560543327048	3.23398822684499	4.07578577277133	3.7630139116312	4.21562334728713	4.36749648142594	4.50333163868983	3.28513626265602
"06308be651a239379c2200605a63c9b6"	2.09901007295023	0	2.15913957457523	0	2.54852521664737	0	4.71201892230379	0.160194655609821	4.57675728148874	0	3.92987303560442
"067925bf2c68cfbf03151580d443463a"	1.65463780477758	2.79653722194277	1.40793847868534	2.32892869304105	1.426796796839	3.05178883305474	2.23669389470146	2.90642484911648	2.54120601502218	2.86834355533111	1.74727806866982
"06850915424790786904937314f04f24"	2.79957367855015	4.17125571108654	2.86139693186	3.92787474932844	2.16639868251017	3.85755388646557	2.77799541056612	4.32425523069839	2.78205643230661	4.24687817040533	2.2014720624017
"0691bcbf69519fb5dba78151aa18c728"	2.52105339031302	4.41101410403056	2.21092832210554	3.67032194202469	2.26962392748209	4.2991079238616	2.20895269402531	3.38730005223997	2.24746909669325	2.91741061692259	1.28783218220114
"06bde0cecfbcada397af9c0bf5f83820"	1.55802893103806	2.74163737579214	1.35028548608546	2.9789066649919	1.06775366008777	2.93813442276777	2.16092567154355	2.95688873726057	2.59407729766459	2.89792670284997	0.933001525551467
"06da80a2c361f6c3363b72be33e8e8d4"	1.68427445756062	2.26642674860726	1.50690337435875	2.06866225807841	1.52245336420939	2.51799891530688	3.88203214186155	2.24936404694985	4.47074824837464	1.93848378460319	2.82318772566313
"06f154fee6b1d89c4fb222e23f2b939c"	3.7836247016468	4.7370095228934	3.4145758232229	5.39326598099549	2.14210232440707	3.9339142343903	1.54712837193909	3.11540614267976	1.90157484723513	2.3710949678569	0.69669288710644
"0723628f526fba7f82f84bebd97bad25"	0.136587343446669	1.34042318256374	0.170813930652351	1.43663213664466	0.136587343446669	1.63922193203076	0.73514480375792	3.60548154069414	0.526138185789306	3.68399192960103	1.56043756617796
"073587e420e91ec5e53de8257bfaba94"	2.62437017822691	3.56912971372156	3.0246760452384	3.19686947621692	2.90569644196014	4.30298671782781	3.4365251694402	4.15906940942905	3.77264980571523	3.93740699647164	2.18490632685558
"0771eed1039e2a9a46dfc4bb7bc0681b"	0.571933893311887	2.64467118525626	0.525828515443912	2.10551247224611	0.787297597189783	2.80095810380869	1.87297072465288	4.64006918937671	1.65498166986581	4.555438702917	1.42999349270898
"077896f52217cf2755311d9ba92258b3"	4.05630626978631	4.15706521882974	4.38168817885542	4.44620038327916	4.79424101995822	4.60541543518765	4.92419525211334	4.01081114139258	5.09026788680224	3.64179491868254	3.78209362562505
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	4.31093502219139	5.28816866727115	3.88946436180551	5.04440354133174	3.52742804285105	5.63670936638692	4.73854418622708	4.99266861561417	5.2341308687763	4.85501736060082	3.95366892922543
"07d44546198c8221cf2a9765f78709b8"	0.879763667589162	0	1.18636519621154	0	1.62360311061745	0	3.28028454729276	1.49116699045806	2.69209448117653	1.33112151170073	3.63886664518327
"0808113a681a013933c03815ed511b06"	4.16016608672947	3.23302631243452	4.4223427299584	2.59142016376521	4.04046791201073	3.17727899043297	2.84539404845866	2.46531433935047	2.87107698464589	2.51446114678686	2.58470540156622
"081419daef27076e9e23740f0f3d0cfa"	3.67372089143691	4.57191816470118	3.80161532981547	5.10269918008295	3.53792719554645	4.74026944886144	2.44199149391096	3.46916975039103	2.19479407049043	3.2576644446826	1.4412275231447
"08278cb30c0ecfa025df1080741366fe"	1.96854000845469	2.83590559903618	1.94408705966585	2.64938524122676	1.75609774867397	2.95289392464017	2.78944631578027	3.57521531344556	2.76736190491296	3.52602262399064	1.84217863596594
"082b8027abcaeb2baea3b91658963091"	3.17106043036684	3.16743348654333	3.3466861831691	2.54575545834884	3.21326660473503	3.39102231799709	3.69671561320585	3.81351396396318	4.14179782198783	3.78842963319093	3.32196669592263
"0833115e4467b0ceb8783aab127ff52b"	2.55990473162891	3.07559027186211	2.06247085066414	2.52537018006763	2.46615272241379	2.65407717909875	4.64006918937671	5.05839101865557	4.61014507070262	4.8082203464585	3.84805844221188
"0834e59536ad310cbadacdf155bdda3b"	1.01129497401542	2.98834503498087	0.742989434791528	2.30216132018625	0.779386419852787	3.05866804288995	0.88018990498759	2.57060783458847	1.16759466224874	2.6038037267589	0.644977646757877
"08ffb091e6fb80698e54de15a34c082d"	3.33300615305938	4.69143952940556	3.5653976801998	4.8438597494251	3.38796859922137	4.89443408169754	3.24709911332139	3.55465076706012	3.87340015343818	3.37511384118122	1.31412583615005
"09092441bfed8bc0bf33e10aed6db4b6"	1.62097609090064	2.79771965338868	1.15751621525096	1.85866004227329	0.917675772262734	2.16067411810178	1.1835610955773	1.57030449147074	1.49909969521682	1.23976919965097	0.331746803613881
"0974d5a60d20f55cae8db1bb4d3ae6a9"	2.41309368581868	2.50009883611624	2.33581926650907	2.40141444720305	2.69005977794375	2.40485388630592	4.45276753746351	5.48246631930313	4.48894176129764	5.42391155776386	4.19591618909759
"0977ec1ec766483e434b5ced6346bd40"	3.45656712270618	0.92297633335255	2.88539578715152	0.345329325123889	2.38376868806952	1.31574447454238	3.62747393998044	0.0610424168808622	3.78826278192229	0.0309869082261777	1.80545327955994
"09947d9e52474a7c0a88c03dd1c4cdc5"	2.89427053666028	1.98329607562106	3.63235222338895	1.8461379578391	2.67170843313975	1.77431485962168	4.78627440212348	1.86568999706804	5.24082010942483	1.49909969521682	4.41046723914973
"0996f829f4792e4b30cb5106215a8c42"	0.517933304252917	1.71385378205432	0	0.974491713162854	0.246395126108177	1.14489295748002	0	2.21560833358704	0.882212612887246	0.757525688896151	0.186120996439832
"09b2d834bd6ac6da3f312992a5ada13a"	1.9005223102413	3.70385229938935	1.62175381975745	3.37366521724621	1.61277601948682	3.36582292967012	2.48419128791805	4.08364766597142	3.08339187822157	3.85139824160959	1.37084282200565
"09c649de9578b51089151c3f67c6d1f1"	4.09580191643206	5.04902360962069	3.48470116980369	5.00183333694287	3.8774165501939	4.98322757727733	3.07873412938924	2.89077633528282	3.19189907194799	2.59848198836069	3.26026111746584
"09d19cff22a275f6b41de4a94d82edbc"	4.48766862559329	3.46866070308719	3.70711512605362	2.65223808436058	4.47668992013092	2.9379178197426	4.73575015956512	0.785786328683083	5.46731020539151	0.364803890356563	3.14467458951814
"09d8ddc69c0a38c3720e026fdcb1ea1d"	1.07404377126672	3.16045099876286	1.41411504801414	2.87811099397146	1.0196885682882	3.11262258489633	3.38325144564746	5.21550133676937	3.33118627766667	4.89725748118251	2.31829622426932
"09d91bd09f3acddc13ab643e76870fa7"	2.74869265950682	2.13897321350279	2.84522851893689	1.68959015257028	3.06198596357311	1.82061333050046	2.60616228783363	1.31950824925067	3.85010168491679	1.00785982582614	1.61962894305378
"09da4c4cd10311000e3aa404f8f9d09d"	2.71226696471158	3.30897993110328	2.27090503748478	2.45020995448319	2.425808856567	3.31865980048941	3.9462140364248	4.03282909218911	4.28782202818169	3.85919102523289	2.6256250707396
"09fcb9ad80345395a0bea7730d6fe7e8"	1.87148060129691	1.93328105395585	2.06130342653918	1.86972285975527	1.52238525743797	2.12961588795534	3.74903563681814	4.64325533155156	3.95003976334887	4.78811081778223	3.41943695796498
"0a133b520b03346a629160a1e02b66b7"	6.77477736744441	4.90769614086921	7.80570350901792	4.25889108892134	8.78965295517889	4.74802711655106	8.43773177715894	0.951401472186501	7.59268168538307	0.993062125398682	8.0460172426324
"0a179124b7265fd051af45cf7bbb5a2e"	1.39134035863379	3.88154008632211	1.35768524528342	3.0774311474883	1.56415180189178	3.94607586898894	2.07781385039549	2.98640319302121	2.14227402403857	2.97728537744331	0.770919724544898
"0a2bedc2b9e2f372d7ea96ac9331bd11"	1.82276544387502	2.22596373415935	1.55576389162817	1.85866004227329	1.62622324717989	2.63039419853632	3.040038112435	2.13521488564209	3.18483876056282	1.59933424182499	2.07778817562314
"0a3d2dbba6357dd3b8d7cc68bd934825"	1.32638094507519	3.55994578584981	1.45858907594012	3.28520376239173	1.48970380209585	3.86818481358508	3.11481223946497	3.97662270129877	3.25416342780097	3.62758848460852	2.06149479516513
"0a482fc1bd46974488a8258ac09ef7ae"	1.35536672412713	2.34903106755119	1.30127165744507	1.59641771229746	1.37100449847593	2.20584300312947	1.85835587147507	1.91093057810195	2.61386727903741	2.23599818200439	1.2886572761704
"0a5a7c8b3e26ce811cf9a5a0f0698842"	1.95167492930515	0.113100980812874	3.25861178987183	0.148126858706786	2.5135884494522	0	0.680888347164005	1.9935578922028	2.90570515377986	1.33526629471418	2.68932884502156
"0a6615421c77de34c12671148d5b177b"	1.68524892199731	3.41211367449683	1.60525015925122	3.11672367682035	1.35298353150879	3.69258737639346	2.87951364111209	4.43746666998927	3.30910631354594	4.19223951322101	1.55238606355955
"0a8072d5e752c9bb771c9801625bf602"	1.66091919769345	3.53122768039137	1.34496610326618	3.31075153938723	1.35590037786881	3.44242511177029	2.1246763976256	3.80769949676696	2.14580804842156	3.80536849775848	1.07582775346288
"0a88346680428af1533158ede0201b34"	2.61688256244724	0	2.88762186930476	0.113100980812874	2.1498825308048	0	0.855816898688543	0	1.13418018455413	0.172971312519481	1.2972948272373
"0aa642a7708a378ae2d52b09a6251f52"	4.48175224315054	5.41592628026341	4.22423017254454	4.73944735148636	4.0820018751515	5.34226284635793	5.60378663385989	5.11509042898021	5.55879882459022	4.68684418435775	4.04297806165836
"0ababa66302abc185f7420fe8592e464"	4.09274329334478	5.05026029425339	3.51964776253887	4.88078156377078	3.73210973392081	5.03557276205275	3.53420242885449	4.36747071406087	4.20303176483	4.28107125557323	2.69226839187182
"0abfe6fab9f2f0326a0cf0b2819a045d"	4.64892852123724	5.57135211376895	4.35426693744692	5.22470554052424	4.41255365735909	5.42991412960802	4.80435961036426	5.6124528127352	5.13295217853206	5.91594907103903	4.48059957678462
"0b01334dee682a54a687843f4a0557ca"	0.928248946568821	3.93287233963743	0.41798309680047	3.26777607821569	0.698721614492547	3.39468706882314	1.53702892695403	3.55999029818705	2.32447338691195	3.45733849304019	0.606503735874923
"0b0887152c48ecaee3708409b923f793"	2.16220631041208	4.10330223884086	2.1167909136197	3.79475712352471	1.877153984245	4.9243686215636	4.46709480604465	4.81256950184076	5.02080999791594	4.78113797772047	3.13470946260667
"0b0d9e2666375b366f136e393aeb0d1d"	1.14064954445917	0	0.426704611100583	0	0.822981748340178	0	0.895153710670298	0	0.365065246699411	1.17387806649657	0.516796562180768
"0b181d48c37772c1041becbb17b33ac1"	1.02825241182638	3.02778722965437	0.426704611100583	2.58829960606975	0.954202896944016	2.89427053666028	2.39433330013558	3.22941655565845	2.58462709008087	2.92277699064484	0.727571795414228
"0b7adfa1cd85552388da8b57c7886d6b"	1.10603798316191	2.90087529104026	0.896188019556969	2.16678885182094	0.306922041485484	2.41991024606042	0.875678715306986	3.08132521170139	1.21673186028251	2.80144873669668	0.407830308814445
"0bb191da42bbc249401f322288de381f"	0.46187512363995	0	0.381415200364034	0.0854069653261755	0.163900492752088	0	1.77391723909705	0	1.83853108957146	0	0.998874454586633
"0bc554d7aaa03639090507fee7831514"	2.21295137157188	3.16428108670757	1.80760247015481	2.41516617748862	2.30598879382669	3.21630031107807	4.64386106649715	4.56874584095049	4.57800509333645	3.65144650196322	3.40229411336535
"0be9f61b9f7def51e9fa6d1b63fa43df"	1.98372854886143	2.7612404937841	1.48635670215218	2.25622294427416	1.69644053381896	2.87559773613279	1.94525507739986	3.02257437920609	2.56303182786851	2.30739351398635	1.30585840946941
"0beb2fedb82066e558f82413f7abb98e"	2.91395535467176	1.72576833800757	3.01351202287811	1.23396306687315	1.74686321394558	2.28994909396046	3.83861979410293	1.5897509904438	4.07571789121821	1.5735719498074	2.52344956918842
"0c01cbdfdfcabd0bcedc676f6c9d08d1"	2.31127869389878	0.363993597142208	2.59328635310839	0	1.97409908141457	0.181967327395462	2.94205593143606	1.08755134130868	4.07357802251158	1.14925216962759	1.57682876662137
"0c23f91edb5ca911f16c5ea6d2e6f7bb"	2.33709410380845	2.44951478289071	3.26121950362893	2.2683645838965	2.72641890130448	1.96417596019628	1.78325413722336	0.493607907718236	1.90022602530029	0.633365621027354	1.06877082774924
"0c641f1bb166c036145c1c358b3548c0"	3.58735891740197	4.50904863711289	3.27383927598345	4.5590436262726	2.97351094856539	4.62743106381884	2.33429435756355	3.64353929696813	2.58337361649771	3.51603232278559	1.47689884536842
"0c69526b39e6c700505869e1bb26de49"	1.71305561256926	2.04765282637788	1.81258081312708	1.79022599570202	1.28723995726447	2.33326808715117	2.3643128968345	2.62884961631572	2.50552612469354	2.338828786022	2.33667150659909
