"sample_021Ab"	"sample_021Ao"	"sample_029Db"	"sample_029Do"	"sample_040Bb"	"sample_040Bo"	"sample_040Db"	"sample_040Do"	"sample_18_0_14"	"sample_18_0_17"
"01e7154d4b5f3188595e288aeab7f7a0"	6.84323853894069	4.44421849831325	2.70126322157323	4.81540534128511	3.20242965483628	4.11659846565849	3.24006847369146	4.15878871122171	4.11010774810754	3.26540022378778
"01e9bb0d97f8ed373a8d529ffb971acc"	3.15280183216396	4.50566869489729	3.72805112760325	4.74441199311636	3.51099304748504	4.58182990858016	3.04404136964778	4.5901712624103	5.00850035005754	4.3143351481609
"01ea06c562e6b8f6bbc5be68d99c0373"	4.04433850915927	4.61767270278682	3.98404706488618	4.52260194183038	4.77195923553255	5.35621356371448	4.78473962584667	5.19114020178199	4.84525030057366	5.38846972216223
"01feb696b69822d637cdf0956d28bad4"	6.27900325928417	3.91558186516769	3.99149976836979	5.63044187978807	3.54819971569281	0.750897086100849	2.72753905368606	0	0	0
"02104476719f02b32307edfdb1e6a0c4"	2.94987993973188	4.05511539569976	3.15938650834875	4.57939011733164	2.32419001674643	3.95031444078268	2.11801300565494	4.30918439959845	4.31053063296881	3.43268958875234
"02266378f920e88e1dac1ed916c48ff6"	2.21592858941588	3.90426235060608	2.23806192196339	3.65899638268909	2.42957010474853	3.98599439682657	2.74163325761925	3.76043470656365	4.50437478985316	2.837053021873
"022b87e073ba519506a6d0d9dac1bba1"	4.63657776362763	5.03730319030116	3.97885477007166	5.56181606422586	3.87211517626472	5.79241068275857	3.542416233244	5.31437278574274	6.85243980118597	5.74862071326019
"02556710e6071f6303dfb662fc79f6b6"	2.23520520566273	3.21925095449828	3.11373128588573	4.13664769930895	1.32289268276851	2.9151651288356	1.78817928762172	3.68884118358684	3.58569992148892	3.11013886186939
"026f6d9d6a5c591d5465aaeddf6222f1"	1.31025898308118	3.10933623904686	1.82169994597264	3.12205410304926	1.53833300860698	3.5733117412422	1.80355192525492	3.16983938672706	3.83747149309463	2.62413984876645
"027ee5073ec17a7192c3036f2b817f18"	1.63166113713089	1.28017800433056	1.38223111731409	2.15429155987785	1.27306967040526	2.44126819275817	1.2397935132407	2.81128044935077	2.48116633017228	1.64706119653054
"02a63d174c8502c109303db99cf1e437"	3.2130500881697	4.02021243593052	3.62807262819934	4.4652428399345	3.36607550812358	4.59638310850984	3.27052270191658	4.32077529899534	4.25100889695412	4.04280222531174
"02adf979cb3500c39977fffbf7d2a048"	3.23446794073169	4.29300053864824	2.72331674818023	3.94402409891757	2.99032539265072	3.85153728995448	2.97135067583936	3.60118022779063	4.44189764636657	3.23082301134941
"02c00510d4deae8d414f84d4af078919"	1.50118993820021	1.58919320493529	1.2085893406298	1.48203133987206	1.98502096606034	2.91514566799481	1.67246904803673	2.48256223713231	1.25419052048655	1.48314880248377
"02ccf6f06e50ce9c5e49ffe2278c9f27"	1.47464783379941	5.21178987020971	2.4260959866512	5.08066293234522	2.26535434841576	5.53818025750782	2.80413464363028	5.55638073383077	5.85449665299488	4.0399002869338
"02db2ad8ae83f16a31add624ea4ad90e"	1.97400602320937	3.14083903732433	2.98095360501618	3.69326084180161	3.52141301171573	3.80713348994343	3.2784382356794	3.57381927062879	3.51894189805816	2.81828481900126
"02f7b0f943947c68160210ebf8af9e7d"	2.43942276385196	3.85950453977206	2.59747909683797	3.50682746098443	2.5408142817263	3.86513892352917	2.65627257892057	3.88111214957391	4.0279091319784	3.16949648717013
"03202b02066380ba1d7fadbf07ec658a"	3.70701893444172	2.35359754794989	4.38992610156625	3.79036462029581	1.75951172167793	1.82353264640969	1.70030185873922	2.04079166556808	3.0974852900042	4.08316732903197
"03355cd11fa9d7ee1d42bfd508147739"	2.54465003669087	1.29698219907498	2.42191766009017	1.62052896323336	2.8552839286289	2.13322317389674	2.77173942025994	2.14185269188327	2.69879498109726	2.60961301295317
"0381b98525605c48d762e395044ca5b2"	2.2712995824861	3.9805590114471	2.67168060468772	4.11514249122343	3.02784546282565	3.90535028578504	3.18243254718854	3.72042737477053	4.36379984227434	3.71886872519578
"03dbe23a9e8b7382924fd20ec95338af"	1.94532722832953	1.97647836368341	1.8571205207917	2.25865312649174	2.02328115905278	3.13812986997429	2.15158776944212	3.39419962101382	3.71389396610865	2.56551073831935
"03e263884fc71d9f491555f67c1f630d"	2.27253611063385	3.17177918587515	2.60207319915946	3.43523739041888	2.82875392325567	3.77300158701451	2.59150197082991	4.06096988441494	3.32659949719087	3.0146189967138
"03f86a1233871340db1328f6fc35aff1"	1.48887802489071	3.46854632486137	2.14166018648396	3.73027856207219	1.89066545731287	3.68747459364064	1.88790112144404	3.5893578500385	3.61156944873479	2.42246841762399
"03f8d34575dc20b78b31c3c1177379b9"	3.43473917974538	5.38632146729101	3.84704406732126	5.40504547662217	4.46886693325215	5.52584799573757	4.22003315104375	5.33632771281977	5.5078267095674	4.31755157386448
"040ffbbb2858152fe7b1bfe2be12eebb"	2.34850701867304	3.72996682654755	2.58147136129524	3.66972124937519	1.75951172167793	3.12720780434203	1.43262913232537	3.25164887335695	3.42836497773307	2.14182931411465
"041c4b843dce3deada3d6b1daf849177"	0.390759452245651	3.33685551514643	0.99493500582849	3.024065691545	1.58056507486498	3.83781656688831	1.03090430564403	3.27654832876343	4.31478178807226	2.46568135580287
"04270753eac3e84e5b3f45e5131fd1e7"	2.12518182158164	1.36658642933995	2.11777002999581	3.099896774271	4.28210270286552	4.72582199167488	3.88832030271528	4.17250087638905	3.97539209304481	3.71022256092869
"042f95fd86a3be60cda5e0a13e76be0c"	5.7503872685155	4.3210795233633	6.74569255129084	5.31495784264704	4.24425483564907	4.66871477583957	4.22904589519944	4.87743451348023	4.88705498668577	5.30612183232228
"04356242a8d119e65547c999cf90c0a1"	5.66702996631115	6.94056796605987	6.71899663250964	6.98524562445645	7.51415012172618	8.13240985345667	7.38581022174193	7.44318035978014	7.6890772428454	7.52903753909669
"04731e32cb646050ab7f27f284c04106"	2.58938827933855	0.34883831763735	1.37834283133227	1.2043107472168	3.84427079257732	4.71226070432795	3.34361064080917	4.84222453198652	3.17159971394148	1.1851568900683
"0496149b2d1f183353cbf9189b7049e2"	1.71014803174107	2.64688943558642	1.84344068836307	3.17952774360395	2.01885520038069	3.50749545767289	1.77943381953742	3.44448672976055	3.64870048197714	2.89779965816933
"04b93fa3ee523f9634c9c795a5f49e4b"	1.8603586280948	2.86512418624213	2.21925956210814	3.02262650540533	2.32255437306955	3.81120548804221	2.04079166556808	3.5863870437294	4.3127703356358	3.17718678790859
"04bd54b9e03f729a1a5670b1416e260b"	1.22686258891087	3.53739360042501	2.29868944750329	3.14307140475824	2.88854787340738	3.42890657799667	2.76819156891533	3.09370708189851	4.11692926367106	3.18135670318667
"04c1a513f665c225f7ed173aa4fa12bf"	3.0164880683293	4.07725007354803	2.421034132139	4.09373782303897	2.26001442351164	3.71274379424222	1.67707549294725	3.9422488002174	3.79713381456387	3.1869955472884
"04ca9aedc6db942a0474cdc0a762451a"	0.684186248564545	2.51176010834068	1.63648191404505	2.81855759753431	0.406131552651325	1.17489408682527	0.677322630212974	1.54913573862572	2.08119001221395	1.49445345709616
"04d5efa38f3a410566bdc4ede3702fb5"	1.47482708028144	2.76750708255165	2.75480146272496	2.85842117540506	0.394943280648582	1.35817776839406	0.481129012029154	1.06025253811348	2.7480718754517	1.77661198989784
"04ef5fcaf6bf35657ee641e7ab693ee9"	3.94113316335456	3.13278358897531	3.86438072219124	3.6325804943669	4.97221942112198	3.80921305098154	5.19155159119988	4.48136230007685	3.54768940686702	4.10038149374121
"04f27efead94a16b3e810b74f86514f0"	4.10094473309543	4.36821848951502	4.33959788125763	5.21535588673369	4.72537783544693	5.46927585754858	4.29857572985567	5.01672272801625	5.40060406285989	4.91402526986007
"05114c017775551aa7d1fa1a490e42d9"	0.221029317897004	2.02016647755063	0.672189085968468	0.993473970544805	0.781936143374005	2.28926679690786	0.560472563655404	2.65509939344731	2.66095160542375	1.1851568900683
"05425468abc7b6696e6644b43e20a070"	4.48389838401442	3.28843133647635	3.85652880099893	3.6935381187228	4.174558024547	3.08458071211226	4.6774527073055	2.94808495608642	3.34361064080917	3.33650951603992
"0575b5bcc7abd6f7a59549c280abbd34"	2.06232590119911	0.183137890169845	2.24015421588024	1.27154546779473	3.27124877955644	0.284081101533432	3.59505199660981	0.580886768400243	0.347073340446514	2.07282819272316
"058b63372cbe61fbfecc853d367548c1"	2.48681981851306	4.12121561329954	3.99804656134982	4.78539170591406	1.71543622465645	3.38065448043083	2.17272694573582	3.11764454992722	4.21187126873268	2.67600898689075
"05c4489613b115ee4ec2ef8199067913"	1.78399292676822	3.60118101736997	1.6264088196528	3.37434388595407	1.94761957053934	3.99756957061917	1.65450667659212	3.42936855635285	3.84093424723197	2.72876037646361
"05d75b81fb54d3ff766fc90129feed63"	2.54063774920287	4.62451976949896	3.4776582977566	4.36291414917506	1.57820243937177	3.68472031444853	1.43830883913272	3.63557380162122	3.92244146293447	2.54407994385158
"05e856ee9d148f9da62ea0b0ccf6db24"	4.01353030698227	4.61476758328041	4.3573834708609	4.73005187757367	4.86166572466184	4.76742593085583	4.61030995471795	4.57582891008598	4.38337447592762	4.37099854825077
"06094dd96a7550292ac7a15406ee3eb7"	1.75801263349992	0.0915689450849225	1.52716454518143	0.30133897202949	2.36893447353558	0.766537037787997	2.89779965816933	0.249902320614901	1.07745674659532	2.33232834424324
"06122d6c188a53fa3820d7ba9c64b053"	3.59603877579739	2.6979603493302	3.95609336647631	3.56606007245365	2.67600898689075	2.71324335994685	2.9782757919045	3.00427567455129	3.69581534511505	3.43860555572256
"062dc7bf1a892776a0d4259124cbb2fd"	3.44613569251584	4.48111987693802	3.84141897958592	4.33616435506417	5.02947732945274	4.44580158311401	6.90185349768123	4.39085133223954	4.32654563671437	4.32433660896514
"06308be651a239379c2200605a63c9b6"	3.59944658318347	0.0651367958746061	4.22376291230777	0.553371154090927	3.38846904709464	0.311716449459626	2.97499062143845	0.833065952779276	0.0323317566628611	3.97860996800722
"0639cd2e7dadf3ff0a4ebc918d2008b9"	3.5605362935928	5.63497887097125	3.78370769962476	5.455377182162	3.09067420374457	4.16267121183253	3.47441996197217	4.10212587579043	5.07580424147344	3.71755194136427
"066aad56751f9efcd6546c0e2594e7bc"	2.38112821531283	3.6532191152992	2.52467048465475	2.64249712102929	3.13957717364933	0.236809742078024	2.99010145018153	0.99451024006759	0	3.80267231738796
"067925bf2c68cfbf03151580d443463a"	2.64752641468401	2.47846178660987	2.90285116969451	3.0425264031306	2.77210302605437	3.53987405003818	2.91122057566925	3.52922747983529	4.23780950318717	3.20202305298884
"06850915424790786904937314f04f24"	2.95311178771735	4.98233060246249	3.48574132815844	4.74171827380866	3.02741441764565	3.69645031089615	2.64238218588648	3.29093711543622	4.13263046969448	3.1442786796174
"0691bcbf69519fb5dba78151aa18c728"	1.9890647889637	3.06908699386717	2.17880938897623	3.40487862690533	1.87562168855643	2.81326702737634	1.50261125597678	2.22380398307673	2.85326953081744	2.09320317703259
"06bde0cecfbcada397af9c0bf5f83820"	2.46076592654535	3.5128371415372	3.0709232304965	3.89880442365648	2.28417669331069	3.9681556711461	2.01440956548001	3.726035537385	3.71674021355472	3.0067562852313
"06da80a2c361f6c3363b72be33e8e8d4"	4.05485574746664	4.21442557092784	4.03888006760386	4.11195834710751	3.61191618619028	2.67446716569316	3.66806495176353	2.79575248029487	2.43009565570227	2.86720234325999
"0723628f526fba7f82f84bebd97bad25"	0	2.72990431742629	0.292759162192064	2.49322859283083	0.154436353304419	3.16103906335543	0.417196030983863	3.51199011606684	4.12262746995015	2.56551073831935
"073587e420e91ec5e53de8257bfaba94"	3.26987383566384	5.05589555293429	3.71231859851436	4.91422101166155	2.86026758474471	3.81856690575449	3.24581371980264	3.8975122315444	4.27515803798884	3.56912416233843
"0760f91983ac07c0e8e9f3efab81a287"	0.979336092626496	1.76555787969596	1.19838335810894	2.15879697406648	1.85003838971173	2.34954816422723	1.9030914052602	2.12493363626389	1.95081508546434	2.05127356053333
"076c212597b0d5ff02b7d6d677f724bd"	2.2368575986412	0.725972486624366	2.59747909683797	1.48887802489071	2.80826349250039	2.54475449940678	2.39363165101239	1.67872140835235	1.19024906310613	2.91695418258224
"0770ab0e479e6e586e8685465d538066"	4.99455455596969	3.71080727257121	5.73187022779784	4.31034157105907	4.85349169550807	5.69572342087719	4.36719214571543	5.15893230314508	4.62874705441616	5.86959291451878
"0771eed1039e2a9a46dfc4bb7bc0681b"	0.412228849020459	1.7212690484022	1.32225704769008	2.48938825902511	1.70638311849058	2.71766384161818	1.28699875002431	2.69197501824554	2.71324335994685	2.04295907610242
"077896f52217cf2755311d9ba92258b3"	4.73146496782478	3.60089256063283	5.27853943817661	4.31840546769363	5.11194515469218	4.90745587571103	4.9954840643678	4.7914953035108	4.86305782312141	5.30769335640634
"07ab66989a508e3777a908855686e414"	2.09080863628171	3.79993103208803	1.83240764308443	3.42911108824344	0	2.39515515847531	0.841265416012402	2.96802700246177	2.35951348037994	1.00066864433798
"07ba0efc76158deb7ed94f5c6b5e148b"	1.45347600127489	0	2.18822295145412	0.818374624284029	2.32600126989567	0.356428676687178	1.73518973714581	0.188230643613282	0.196178681299769	1.36717226804633
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	3.06083438584423	3.42371527353711	3.27865001458151	4.47497539215024	3.09899258532678	3.6029020878055	3.02476180954527	3.48420185282703	3.74239415435152	3.60698858130152
"07d44546198c8221cf2a9765f78709b8"	1.67602308774545	0	2.4380735692804	0.102755124572146	4.01954558214662	3.40090400529818	4.20491796713258	3.92854181552104	4.35160479762491	4.38337447592762
"0808113a681a013933c03815ed511b06"	5.03449448762319	1.75769184919226	2.29409637875104	3.8637036308705	5.13278754065367	3.40737170761419	4.95341468830458	2.80143028213257	3.02629895958293	3.76726276285545
"08278cb30c0ecfa025df1080741366fe"	3.72879415716974	4.13985347595661	2.98643014257389	4.73807020433782	3.27149104512661	3.87938823725023	3.13957717364933	3.63381326181599	4.08119515310365	3.35300104114455
"082b8027abcaeb2baea3b91658963091"	3.39469396273338	3.69466231387144	3.63689347653427	3.41169521593184	4.28824162872256	3.7382935273283	4.08405086408869	3.47535046085183	3.62035135876894	4.59080245673337
"0833115e4467b0ceb8783aab127ff52b"	3.50357645724122	4.57812021200343	3.43921416525479	4.51077884392305	3.98444226679782	4.4995607504634	3.69415551121428	4.47437561627342	5.08917040437726	4.55286690805461
"0834e59536ad310cbadacdf155bdda3b"	1.73226774710502	2.70126322157323	1.64964275655622	2.65886976078495	1.76809840773919	3.14030004073603	2.01885520038069	3.25294096316286	3.08991454478125	1.93564333955663
"084d4e024d1f8ab820e3b9e6bbe4b0a8"	4.8765185873517	1.69038359691673	5.60186639049785	3.14083903732433	6.43530995121528	5.09716644468453	6.63654112954874	4.72981054525569	5.12763520837831	6.92368709099637
"086eca5f643453c1cf040e3cbe8b2c3c"	1.0730924060353	2.52570171674157	1.2215803823617	2.48706952759909	2.25132337705526	3.36346089982576	2.07910398471389	3.44874232642316	3.57709277929742	2.03426110459929
"08b5865dd5287e44cb75455288ca80c8"	3.25447691817116	4.61077843034564	4.67594435003103	3.96751144786395	3.47390246546612	0.0801965419942766	4.60380926034875	1.55620589783716	0.262825696452914	5.8264669600397
"08ffb091e6fb80698e54de15a34c082d"	4.47285999025616	4.18132835549797	4.63882253994993	4.8185326177321	4.37668112284911	5.30794289218245	4.51356792335454	5.998569497068	5.19411007456099	4.9427924753308
"091b05420d1d03c04bff4485b8b1cb93"	2.02425911546629	3.09500912117353	2.12518182158164	3.09080060593377	1.93323009589794	3.66934744019865	1.94284832359091	4.08934039557287	3.40590295971047	2.5275669535819
"092f5a8619fb9350043cc4ea36653dd6"	2.35359754794989	2.51095768889264	2.54913105909762	2.83418698755857	2.21188327834488	3.0621752301027	2.30771192828584	2.94808495608642	3.0621752301027	3.0967307895087
"096c8afcca0cf3953b7deb7a22aa2c64"	1.44689777607553	3.62998559915345	1.55197652735083	3.30153667590008	2.81027580806455	4.72863040920876	2.35635332220223	4.02761163513599	4.99207681252971	3.48215044406782
"0974d5a60d20f55cae8db1bb4d3ae6a9"	4.07527692475471	5.86394947720749	4.89218833809353	5.650969851234	4.38337447592762	4.50658886182003	4.2767827788777	4.48347023924133	4.99003318730149	4.89969851922268
"0977ec1ec766483e434b5ced6346bd40"	3.47439021201216	0.483443787698047	3.13942304390256	1.18442198626432	4.32212269060684	0.616104136061633	3.59284200991696	0.969490208341732	0	3.57428757130881
"0989c13d0c860d464a6d08c86ae36452"	1.60594980521782	3.73091972000322	3.33439343853626	4.05138260118709	2.28399917119369	3.32743853572349	2.06212479142015	3.07073542400282	2.62867958762671	1.80845402201945
"09947d9e52474a7c0a88c03dd1c4cdc5"	4.45828372439064	3.22909305079478	3.16657992277432	2.98798937452948	4.22049545248719	2.96286294757071	4.07978407089071	2.64210268780122	3.25294096316286	4.23244570594449
"09b2d834bd6ac6da3f312992a5ada13a"	2.7621485429338	4.56998818813138	3.13453393430021	4.63347632209096	2.38426596054719	4.29311948185088	2.60873656593235	4.34300571655955	4.92553445498124	3.50382499073217
"09c649de9578b51089151c3f67c6d1f1"	3.27214095731047	3.49521100544381	2.36026197784201	3.0534104526374	5.02257045255511	4.54136313059754	5.10823436753532	4.19992155444718	4.44540980114621	3.84284011588891
"09d19cff22a275f6b41de4a94d82edbc"	4.58998305754708	2.31475344553768	4.29298923699772	3.20246853183252	5.87983753557528	1.29720717135541	5.46192178066275	2.17636725419962	0.0267321806647589	5.17201358718985
"09d8ddc69c0a38c3720e026fdcb1ea1d"	1.85560087243538	3.84141897958592	1.90741580060673	3.42421900543207	2.71563765660452	3.48239085099326	2.77196339130888	3.71685467358793	4.13652807337603	2.55229183968955
"09d91bd09f3acddc13ab643e76870fa7"	2.71389792056532	0.561432907998303	2.53224816701926	1.73747404027117	2.44851061015225	0.288181947493432	2.22279485344775	0.196470979898374	0.0801965419942766	1.09436996940998
"09da4c4cd10311000e3aa404f8f9d09d"	4.27009625128692	2.4380735692804	4.6019768928503	2.95874250998104	4.65704985842243	4.88705498668577	4.56057964106016	4.641872345631	4.77942260803607	4.62220132920902
"09fcb9ad80345395a0bea7730d6fe7e8"	2.69237508743638	3.10065742087181	2.87907903078045	3.35868310720685	3.1638661596371	4.02998913543285	3.56109153611648	4.06039300929638	5.31798174899472	4.13205291438508
"0a179124b7265fd051af45cf7bbb5a2e"	1.70454079802719	1.92109331446399	2.2467150253502	3.36134713706219	2.0853490578943	3.94773950908161	1.87860972212678	4.03679312998407	3.90359357741568	2.98166884550189
"0a2b2d365687ce2b521870ff1b9fa4ff"	1.34961428925152	3.77140296581165	2.19274097399405	3.43294715106621	2.57543757550285	2.82931052504015	1.93430456744867	2.91615432790569	2.99786334108371	3.81441198058367
"0a2bedc2b9e2f372d7ea96ac9331bd11"	3.42514162961473	3.50112229691904	3.7310397746117	3.6725908108372	3.31185966447662	3.51149170604416	3.58360782339462	3.30942194727796	2.49641517197087	3.38179027613693
"0a3d2dbba6357dd3b8d7cc68bd934825"	2.5156518487928	4.50925838184346	3.08460968261118	4.46437251160902	3.34672156613693	4.73263447284866	3.15852312336858	4.30490095774631	5.27937174862465	4.04589995389856
"0a5a7c8b3e26ce811cf9a5a0f0698842"	6.04182894770725	0.0600032523358097	0.891087789087478	4.9257313675993	3.0252340454907	2.33701452424812	2.9440165445607	2.52605138262182	2.19718136559248	3.1102804725103
"0a6615421c77de34c12671148d5b177b"	2.66608693789066	3.91118585236987	3.43986570450919	4.0198972892168	2.30912410885459	3.6904547640169	2.29053075612237	3.91464698813053	3.84298570943302	3.04883805532965
"0a8072d5e752c9bb771c9801625bf602"	1.81439981037791	3.98155423022014	1.87838349690536	3.63700477929071	1.37633884314765	3.08333805896916	1.41879520400067	3.12523764395219	3.31458772532063	2.20676144982619
"0a85e8423dc996333736f2f730379c04"	3.73101993904357	3.74463719302214	3.27046131656196	3.99776280764246	2.20269845717146	3.54048094876454	2.25483288995653	3.58267969750303	2.85643572286732	2.63613878910188
"0a86845c7d4c1c002a7e9103f5010edb"	3.97130687000763	2.03239448241994	3.95662957340731	2.10654831101811	3.13522896336149	0.249902320614901	3.08075333785138	0.804599105854088	0.125398409394334	3.3524167174476
"0a88346680428af1533158ede0201b34"	3.52520456263183	0.245515424289892	1.84588458355934	2.40233992613104	4.66463177880724	2.9875791267976	4.997393338452	3.15820395193545	4.09825191855308	3.31246816639651
"0aa642a7708a378ae2d52b09a6251f52"	4.65284074515144	4.71190936995355	4.72308672513213	5.27116863819536	5.87502178493274	5.8577014577478	5.40779206268125	5.50994736232061	5.74473786267551	5.71461024289133
"0ababa66302abc185f7420fe8592e464"	5.72085164699209	5.15468652103033	6.05238572102811	6.28328549669662	4.74197297176617	6.4003954756493	5.06616145060278	6.91918995319698	6.15985514208936	6.27509134553981
"0abb4e308d2287c078352db4a8e5e722"	3.76597474549736	2.17382401857358	5.41058808168763	3.14217532578804	5.06236272756513	3.02557258956487	4.66305694563094	2.49778996895211	2.92325835023038	5.30338400940809
"0acda4757638930d0db16ac196907707"	1.54183573433475	0.938780720810582	1.28535280662274	1.25533787778973	1.86933162176094	1.39601924505351	2.27304086797768	0.968677569544518	0.730794722938272	1.75479798933686
"0ae2d3d6eaf65bba73ffe19f4553a17e"	0.733425027058516	3.61816617500267	1.29722268134516	3.15412224060621	1.31876470432629	2.80220213464065	1.08312633113266	2.55258866247485	3.35300104114455	1.92351845874041
"0ae7bfa0558543127382041ced659532"	2.71568630504166	3.30168344510725	3.35812424410857	3.53200983130898	3.58561947718	4.08699893180667	3.91668740949023	4.13656047884785	4.08126408274774	3.4484709259738
"0afaefd27a02faa8519aa1c5c93db8b7"	2.05475063258032	3.60631059302917	2.82111398276127	3.80644679383785	3.37324019614753	3.80341722960529	3.14893393177409	4.74197297176617	4.99264374580599	4.06556264146331
"0b01334dee682a54a687843f4a0557ca"	1.51978887806451	3.75373417525502	2.15608308733828	3.39301734957172	1.49069942047468	3.34361064080917	1.8709248691027	3.64956933696424	3.18964472892508	2.02107062835351
"0b0887152c48ecaee3708409b923f793"	4.02067821682726	4.82939448056754	4.77798311603236	5.44885908315446	4.52412714481446	5.72153790984463	4.81876267073254	5.42311397174705	5.40901133403228	4.80859499448772
"0b181d48c37772c1041becbb17b33ac1"	2.10654831101811	3.32364152365754	3.25328266219891	4.46684193538556	3.02638271275275	5.23594396650994	2.94457581190968	4.85114393374505	5.43636610309336	4.11010307538867
"0b261f13fd2e492ade805447726ad7eb"	0.987732868128508	2.59054812597272	2.0303668370326	3.16788227502645	0.0954919814592207	3.75145511259642	0.0328543368709473	3.95608390901486	2.74055611265847	0.168645125977711
