"sample_016Bb"	"sample_016Bo"	"sample_016Cb"	"sample_016Co"	"sample_028Ab"	"sample_028Ao"	"sample_106Bb"	"sample_106Bo"	"sample_7_1_1"	"sample_7_1_4"	"sample_7_2_1"	"sample_7_2_4"
"022b87e073ba519506a6d0d9dac1bba1"	3.51971937385252	5.63381700177439	3.24526335149943	5.38214391568651	3.38656021238724	5.62994553243721	3.49741109255324	5.96947840091856	5.72179544591738	3.9335983742147	3.0157463980909	6.18705291759001
"028a375a3a51f2d5d05b85cf4ef10890"	1.8027900744605	2.98694618870335	2.13457558842624	3.40467516050595	1.90502446203054	2.43390419029686	2.82479862766106	3.61614611364409	3.52274163137276	1.79165363029398	1.95338216389401	3.5931006645292
"02a63d174c8502c109303db99cf1e437"	2.65676797407774	3.76605884522662	3.27635567717754	4.47188597918101	2.72321529503582	3.79882500185427	2.33650911108402	3.54220362204113	3.10588672989387	1.89870547732821	1.36230899836938	3.17398974981554
"02adf979cb3500c39977fffbf7d2a048"	3.3973489197048	4.08144001846193	3.43574019811517	3.9315337210866	4.11667487155684	4.85660222333445	2.44376345184205	3.4089438937047	3.01545126585414	1.36179149001676	0.935689752482658	2.96086797365903
"02c19d40dee2d87c409a2e2f7b713d7f"	1.54365979664978	1.90166772820734	1.84102396532875	1.54845806503253	1.85697276265559	1.57677400834968	1.03092035630706	2.4565504699395	2.82766681398724	0.921526998669401	0.867087882561922	2.80522016558592
"02ccf6f06e50ce9c5e49ffe2278c9f27"	1.97884764860217	5.45477109616755	2.21932375005557	5.46665372019242	1.80491341820058	5.16543713889765	2.67332712078397	5.26419334213029	4.91432877148502	2.47869828945877	2.15586353895436	5.26558156117338
"02f7b0f943947c68160210ebf8af9e7d"	1.24292069180414	2.03964064024988	2.14121291748721	2.38742262556175	1.41006581786914	2.04256539787456	3.44974926347635	4.31713678516106	4.20734633397964	2.26371535824064	2.06377445125075	4.29427345989302
"03734cd02763530410103ffac1802bfc"	3.20726686084322	0.126727800591516	3.69620034090806	0.116759400809843	3.49951542723872	0.116759400809843	3.19364995064155	0.0406678587648651	0.216803495568011	2.05581934677661	2.03859049239552	0.154618406949549
"0381b98525605c48d762e395044ca5b2"	1.48563935416859	3.35072383711522	2.24469105608001	3.54338971094429	1.90400991361561	2.92195984868338	2.00055759435131	3.59375907940331	3.78687194401829	1.18723247411525	1.42676762193938	3.44829692833912
"03dbe23a9e8b7382924fd20ec95338af"	1.49183701019042	2.04402457510141	1.09997868805247	3.0324636408553	1.03013357069587	1.68473275141124	1.61801502362486	2.2027454205083	2.7393925251913	1.17165207146304	0.782206043352542	2.76334834868228
"03e263884fc71d9f491555f67c1f630d"	0.967954857495304	2.87657659625596	1.53641894709715	2.80426312482575	1.50442155976762	2.53165123111522	1.72921274093126	2.63130053762425	2.56836467247411	0.851711676581753	0.902072124876585	2.19198699623455
"03f86a1233871340db1328f6fc35aff1"	3.49131815003563	4.43631317794396	3.57104903921017	4.31906017054026	3.57421077942203	4.59510304191252	1.79969208930355	3.95932711358214	4.15081956666511	1.76092046454361	1.90412936170675	3.94420390095705
"03f8d34575dc20b78b31c3c1177379b9"	3.15152302201884	4.12333399528403	3.30568623833268	4.75076650999262	3.06345204165529	4.35367682455675	3.10394105699794	4.00714115563065	3.10061774544292	2.31858423883583	1.73001094612663	3.52078059689585
"040ffbbb2858152fe7b1bfe2be12eebb"	1.37367962889975	2.66240101888022	2.01742796352248	2.96338618393353	1.89152938657264	2.7329212042841	0.559907174049794	1.20485191779243	0.68944533718473	0.273631321354119	0.135631685464559	0.921526998669401
"041c4b843dce3deada3d6b1daf849177"	0.356164213538162	2.56856818621036	0.67715701658107	2.45152031019536	0	2.46692273762636	0.695501906016622	3.76747480718263	3.50870813390347	0.327402660646713	0.226501905723844	3.37017444142683
"042f95fd86a3be60cda5e0a13e76be0c"	3.91537842969049	3.11422390254325	4.10196179397703	4.03376429463034	4.00093338650094	2.90656351654725	4.72326846084027	3.60961571379987	3.14469846569187	3.81099431607073	4.13409197959108	3.1850695789956
"04356242a8d119e65547c999cf90c0a1"	5.43571289813702	5.94463644520987	5.64386902094144	6.59430534173013	5.57833067782345	6.01311826400176	6.74166531031883	6.51545716183339	5.86014207017473	5.91799884365555	5.51314602475144	5.98911383635112
"0495aca4ee75b03118200f39e55de807"	3.93383439811723	5.47638607194257	4.05721217632808	5.35703424507301	3.81215559721482	5.67991097752491	1.88041040418543	3.56266834556909	3.87856466586429	1.05649605420276	1.41660288225198	3.61223299349217
"0496149b2d1f183353cbf9189b7049e2"	1.22654394868085	2.99992372712682	1.18266509896779	3.39149883577516	1.27489090137627	2.9356773394347	1.56122513154686	2.71324435476666	2.30440593425598	0.9867846096207	0.671052378236645	2.39667862389024
"04bd54b9e03f729a1a5670b1416e260b"	1.45310428504292	2.29992385503946	1.54365979664978	1.26222520287967	1.48930098354351	2.15566179924429	2.38448484452454	3.40453912514585	4.14258687793727	2.97085257471408	2.47709328815544	3.69677420836986
"04f27efead94a16b3e810b74f86514f0"	4.96519346399452	5.24271440941666	5.30713085341909	5.32004869642654	5.2903623390525	5.16913193368774	4.2467776908109	4.6624077335246	4.53292334055709	3.76924389931665	3.90733105282702	4.39485304055832
"05114c017775551aa7d1fa1a490e42d9"	0.825720739608313	2.70846318248033	0.980703745135942	1.74746600473348	0.165636464930348	2.28628445656355	0.264381459330454	1.88225504711188	2.2687366433567	0	0	2.15339401067214
"05425468abc7b6696e6644b43e20a070"	4.6758032569455	3.69031519794033	4.30487086307901	3.43161089943644	3.34376574226421	4.2246611386916	2.64040070062328	2.05199576193108	2.07428514003629	1.90526278568756	1.97945840737019	2.24812141997911
"058b63372cbe61fbfecc853d367548c1"	1.05396144567602	2.98808137996744	1.21658760213423	2.88100609220412	1.19977018568233	2.59664754248111	1.29830978345134	2.18384153368248	1.62994519336437	1.04378996756688	0.419049093262551	2.11032167931102
"05c4489613b115ee4ec2ef8199067913"	1.50633695474711	3.33727629020441	1.90479021163134	3.702163463408	1.35865451378079	2.9756241686941	1.72039465316229	3.25046134661373	2.32912879394342	0.514462337094419	0.626484013752523	2.76763269876057
"05e856ee9d148f9da62ea0b0ccf6db24"	2.82450921989423	2.4495782185347	2.89666745390293	3.03300614090914	2.30555248592555	2.54145245472513	3.54290424304976	3.08174435975218	2.76258447118295	3.15041838144263	2.13638705091276	2.81396906085696
"06094dd96a7550292ac7a15406ee3eb7"	1.65290440717926	0.495770664437372	1.41006581786914	0.915269010094177	2.00537631861236	0.348247633700645	1.76920876943714	0.645990057253149	0.991286880910561	1.55357418953179	1.17912565479535	0.759810006264008
"062dc7bf1a892776a0d4259124cbb2fd"	3.58050442715688	4.49040974020105	4.58779775537044	4.46651180995953	3.98179730218949	4.24906919159452	3.43737291809581	3.54709769202561	3.28371573808262	3.47517651218282	2.9977884082595	3.23346350538696
"0639cd2e7dadf3ff0a4ebc918d2008b9"	1.59427645699301	3.61301897710042	1.97539618399787	3.91832924064372	2.00186177741882	3.57103863391844	1.70969402275258	3.45855109124546	3.09553303739468	0.736900873449868	1.10576498040289	3.07896366121039
"067925bf2c68cfbf03151580d443463a"	2.25492835343121	3.17469137067358	2.4625518881805	3.47174739822635	2.53404652574631	3.20912628613673	2.16191168615572	3.46680307195946	3.34959980074249	1.64713628693708	1.4337318526067	3.15744442624473
"06850915424790786904937314f04f24"	3.18840981323663	4.83608268075805	2.83712292696179	4.49783272857914	3.1335379558735	4.23856543284276	3.18415816417804	3.00983335651177	2.42027799199069	1.48076078601373	1.93701777437489	2.34626598830562
"0691bcbf69519fb5dba78151aa18c728"	1.73634482335276	3.23964988110872	1.78419834974656	3.01393018073926	1.62189102358586	2.91404503731912	2.58499666757999	4.09510058963347	3.54904670699252	1.79303320074642	1.45927232702686	3.51204822498498
"06bde0cecfbcada397af9c0bf5f83820"	2.64782716772889	3.51854619974135	2.50582539753621	3.63626884361557	2.61543471654572	3.76398337775841	1.21547077928678	2.01552395626233	1.72374549290316	0.825533253106846	0.458082858350042	1.92860562484799
"06da80a2c361f6c3363b72be33e8e8d4"	0.967954857495304	1.68264209057474	1.29359364869219	1.92164116814894	1.4291234600578	1.78971354441713	2.96727366981203	2.53763979899166	2.09920521279335	1.89787076694395	1.95034730846214	1.60215646052269
"06f154fee6b1d89c4fb222e23f2b939c"	1.23312686447627	2.72409643557544	1.63988389383134	3.41657201724266	1.08867137443727	2.50442181747097	3.55370156389874	4.58555801855328	4.69257616427905	3.1850695789956	3.03745945826596	4.64008896677743
"0723628f526fba7f82f84bebd97bad25"	0.165636464930348	2.84041604807555	0.282552187060332	2.46213491404852	0.106690630662525	2.78984294579805	0.327402660646713	3.67215373078998	3.73013907286274	0.15655065472505	0.236107159466067	3.93003805556771
"073587e420e91ec5e53de8257bfaba94"	2.79398425910319	3.12367991853441	3.78312281506934	3.78874250385887	2.80766606781548	3.2759310911664	3.14208764879005	3.45205287189412	2.82551644584491	1.61320281628096	1.72706271334981	3.02519374096157
"0770ab0e479e6e586e8685465d538066"	5.03613864786586	3.73215058305456	4.78886792873695	4.39146638966082	5.02967887521983	3.98389513852693	4.5569563426024	3.44879391236464	3.02804019984243	3.99511829895652	3.84244773485209	3.12358127305047
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	2.12520868875303	2.1116733459362	2.21514908040493	2.87974252275073	1.40178574757394	2.0924107023666	1.8729976159257	2.76867921506586	2.39777981158753	1.46250743741486	1.4901632648776	1.71406455887577
"0808113a681a013933c03815ed511b06"	4.46819176202861	3.00272278290937	4.58366495728839	2.31226528835401	4.63741233628521	2.70017574546174	4.11108531011617	1.43290169433563	1.16718172620254	2.07158760618372	2.18596225353287	1.34212025142947
"08278cb30c0ecfa025df1080741366fe"	3.03738204840135	2.87536131239215	3.43999761210808	3.11267726458559	3.32460125336941	3.10161137325034	3.27871142961016	3.53163497258047	3.38176104727254	2.46275774713925	2.03571820692285	3.32200030245517
"082b8027abcaeb2baea3b91658963091"	2.6528402221731	2.49973448464142	2.64753086781366	2.30342840854812	2.36121566739601	2.30698885381743	3.36558557523075	2.40545435806244	2.3955762222417	2.39667862389024	2.55151997016526	1.94649283640292
"0834e59536ad310cbadacdf155bdda3b"	2.24769165799625	3.70085707139529	2.54602753625375	3.58446617237977	2.22727096702822	3.66980812038643	1.25784716489452	2.53150234437735	2.45758769554635	0.748421041968167	0.74267754690262	2.5140195597541
"08d7a738a4756ac72191feaf26591930"	1.87093903527124	2.97091669840403	1.47136640047602	3.08992897002942	1.34769047768804	2.92485874187661	4.01370285574015	3.46311277791386	2.87110285481054	3.6297226919642	3.54953577425482	2.96712264320625
"08ffb091e6fb80698e54de15a34c082d"	3.00718503954247	3.18282273270214	3.16444608011645	4.16597853847491	2.78429438041602	3.35836559107635	2.67894437291909	2.95016361475945	2.62166917085687	1.46530769301408	1.6740245574137	2.57760167061878
"0974d5a60d20f55cae8db1bb4d3ae6a9"	3.68609021780847	4.41188985659447	3.78389099842203	4.37374395277091	3.49849443481058	4.39841296738908	4.39551870595528	5.07615171193695	4.66194179447294	4.14527473652287	3.67767757164668	4.78226808152193
"0977ec1ec766483e434b5ced6346bd40"	2.01742796352248	0.402391054710501	3.41249841706481	0.299385074400038	2.35162246470041	0.146371356345521	3.00860185409992	0.626772307693485	0.327402660646713	1.92022670646927	1.49288724210354	0.318639168469421
"0989c13d0c860d464a6d08c86ae36452"	3.22711578297637	4.23563708628246	3.48478064493427	4.12624636183691	3.78337894175979	4.46249434432897	1.41848693029398	2.12465923289527	1.80771468092825	0.645152878338489	0.728842544780987	2.12195638931919
"09947d9e52474a7c0a88c03dd1c4cdc5"	4.16772379510032	1.27173948434731	3.86332673585048	0.72190274767315	3.9344951448355	0.348247633700645	3.6478580907627	1.17912565479535	0.488248671587006	3.03338757940404	2.86698086714262	0.135631685464559
"09b2d834bd6ac6da3f312992a5ada13a"	2.50924924761688	4.16854284794903	2.51457681725697	4.22267973999844	2.38504188926345	3.86559021298067	2.60209234702784	4.85449132820921	4.1676793980016	1.44598479709058	1.38820252877353	4.22233801120108
"09c649de9578b51089151c3f67c6d1f1"	3.0120015412072	3.16534646468454	3.50891967358137	3.59674426137754	3.77283658129066	2.74933561068801	3.97604336109117	3.79343156810317	2.92319760157577	2.34234268123487	1.92376897520369	3.07225826636662
"09d19cff22a275f6b41de4a94d82edbc"	5.12539858082276	4.19439287809809	5.20270498858645	3.88923058033746	4.61145927812447	4.06051743881105	4.52781578430624	3.53131243892538	3.51263021349051	4.39375051760732	4.74709758580868	2.42926196007665
"0a133b520b03346a629160a1e02b66b7"	6.47028516410228	1.43450245115513	4.44308852558013	0.665650590496445	7.54662958165371	0.91976708235976	7.90044774931554	4.63045725599997	3.62747269056689	6.58064662685468	6.65507041064852	4.08399813876795
"0a179124b7265fd051af45cf7bbb5a2e"	2.72352103431974	3.77976921429329	2.43154539952272	3.59840739458752	2.06879836278768	3.35509954561678	4.76405340679946	4.89129661154846	4.25364837041872	3.44435345011132	3.93193846949527	4.28614617979363
"0a2bedc2b9e2f372d7ea96ac9331bd11"	2.40799460444665	2.22351593484476	2.74563398878731	3.03067205518997	2.43758852853735	2.24314577915505	2.14066598356824	2.08205063503366	1.0606957913222	1.45688329156018	1.05649605420276	0.719367893303026
"0a3d2dbba6357dd3b8d7cc68bd934825"	3.16492151944491	4.45741707964339	3.29154771778214	4.79410118554697	3.23600940322404	4.50083655401581	3.39929741119417	4.47580700855797	3.99270812209745	2.77246965265128	2.26245608746811	4.23926614176117
"0a5a7c8b3e26ce811cf9a5a0f0698842"	3.21859294486142	0.924245012537992	3.75295789286734	1.18610960312656	4.52112469368376	1.68473275141124	4.91181640931292	0.73109063605915	0.0813357175297303	1.05227860487871	0.207010104335413	0.344702560113685
"0a6615421c77de34c12671148d5b177b"	1.85129181886369	2.96353264102381	2.35815340732465	3.71209954121199	2.2113181247944	2.7720282709695	2.46172587296446	3.36975814083701	3.24012191966764	1.75046253555316	1.59862567024205	3.36767403432027
"0a8072d5e752c9bb771c9801625bf602"	1.61993733193679	3.5743383246317	1.81296778758145	3.69805019052044	1.60844160943089	3.20445722301639	2.26245608746811	4.02349595205962	3.81393619434855	2.05915273371699	1.81360575845787	3.93926864894279
"0aa642a7708a378ae2d52b09a6251f52"	4.79189484264108	5.17623402930923	5.06993062872072	5.18149190203929	4.00937487076029	4.84698787499153	4.40518906274197	3.94032057210035	3.9562291348983	4.24717151144131	3.34695096048957	3.8677017755577
"0abfe6fab9f2f0326a0cf0b2819a045d"	4.42113556273329	5.4159905606165	4.91005135979586	5.70421275540549	4.84984072017975	6.84835681893452	4.2777843824153	4.40280703134677	4.75388165724667	3.73794910303339	2.70518376345902	4.79926005706515
"0ae7bfa0558543127382041ced659532"	2.97953586702029	3.296560641053	3.00885326561352	3.40430109349503	2.86637774567217	3.13989395763775	4.75440313643882	5.19589284220211	5.41976552188455	4.0747826359551	4.15519543295212	5.21797580588906
"0b0887152c48ecaee3708409b923f793"	4.19007456193284	5.00747065321429	4.06999164282998	5.28574043698785	4.05738659487698	4.87319889731261	4.3087055931936	5.1299300457932	4.60535916812984	3.4830149748326	3.18956708935736	4.65009182945195
"0b181d48c37772c1041becbb17b33ac1"	1.92493163067012	3.4743704550294	2.7321887740621	4.83884947301023	2.2040284892534	3.3669465965978	1.63231424243507	3.04900286180695	1.54844084626888	1.01349910896156	0.495650055104257	2.09106497706321
"0b7987dd394c6b1578d7c83c3e038319"	4.38825468752699	5.34222059957361	3.71830790805469	4.37132860173616	3.99016237058629	5.45085782781179	3.36097555422782	3.42720311547121	3.64659610587795	3.35887304391146	2.22392114273086	2.61637633522076
"0b7adfa1cd85552388da8b57c7886d6b"	0.989113592911916	2.52355997444276	0.869139164471469	2.94223154457443	0.984917509690329	2.21022185668316	0.793218734284161	2.00359263189632	1.95338216389401	0.370103870920096	0.426978689188451	1.79969208930355
"0c23f91edb5ca911f16c5ea6d2e6f7bb"	1.07750790507216	0.329923672184455	1.80943988112237	0.341430479150787	1.067167049951	0.237491232125606	2.88808477567181	1.51993468921656	0.668424348038348	0.893906126406674	2.12325272959941	0.727047344819195
"0c641f1bb166c036145c1c358b3548c0"	2.92727300967317	3.73188099170364	3.16587172051105	4.10734781891025	2.40383631706644	3.55894242259847	3.52309888772747	3.32200030245517	2.98195961440262	2.15198775921515	2.00195893955442	3.16636431507327
"0c69526b39e6c700505869e1bb26de49"	2.55972022202223	3.17472651628101	2.74476466125389	3.12818009654149	2.80169799524808	2.52263262020589	3.09425776269196	2.96441135435033	3.01391765021527	3.09049325675232	2.22479109200537	2.10021533797604
"0c8a4e5e6583e8f749e0fc431bc19e9b"	3.19443170846829	2.48973866497019	3.2297096566486	2.68169208750136	3.66949171614098	2.56497759955361	4.45619065436405	4.60014141287704	4.42014355377443	3.05472497627922	2.84047281258939	4.53257798754567
"0c8f6e3274d9d3dff5e25b844ec01305"	2.61328938370406	0.265431095391893	3.08479237131465	0.239186964748908	3.56310067502822	0.175131604255276	2.3259221530918	1.17165207146304	0	0.851711676581753	1.01349910896156	0.370103870920096
"0cc5c86249ec081e574cccf28c21ad70"	3.98452363220841	4.58377998816844	4.35873148486489	5.36691213747014	4.33452788189868	4.35714562871359	5.01120299958766	5.41153042016995	4.98488915507508	3.92694215932742	3.84314794842937	5.01120299958766
"0ccd6ae37ee2caebd21b05bdc79a677d"	0.993292142565792	2.31893332937355	1.52423312076787	2.73803324990803	1.45835615198608	1.90836996587732	3.01098904486995	3.80562317208898	3.61516926821739	2.3955762222417	2.21471189019376	3.51592939731655
"0cd52318943a4637efa5e3e02936878c"	2.92524246766934	3.74074365258671	3.23970636447495	4.29624364060464	2.96987608966347	3.72251058380913	2.58467730803113	3.18997936358646	2.84160126432515	1.49161412930093	1.88680843055708	2.84163216094868
"0cddc551cd3c2f10d16fc8fce5d9e9cd"	2.2842050810362	2.8721685840076	2.55061489271856	2.82227753019392	2.23083571257003	2.4077061463697	2.88065526081286	3.16585387932908	3.51412896432482	2.1714975688317	1.66490478531386	3.0467048165063
"0ce4a8bb4c43849083fda1f51b3cd7f9"	3.14086822828391	3.90227628004598	3.2998886833317	4.50594730755211	3.14086822828391	3.98158727630204	2.90480761328582	3.7318799140544	3.78164127597426	2.46378855764721	2.4565504699395	3.63452714359847
"0cfa7e4119733f2ab8a1c59fc7d11cbe"	2.66082846630413	4.82566107008955	2.78290241528673	4.29140227051767	3.13206543131641	4.78172156058767	3.87279026820258	5.24419240888882	5.45162877285521	2.89011728107524	2.61371937490788	5.2832248452663
"0d08c5ce5bbbc77fcc000171f26ad75a"	2.24076418597818	3.32841451904052	2.47466700070573	3.85140388632532	2.19688529922866	3.02579408675923	3.19948972281334	3.40574485952689	2.85937947593555	1.79366931098537	1.6740245574137	2.63911232810281
"0d0c4cb9bbf60a4f26961459a473aa37"	2.32665692757576	4.93164618341665	2.26547007331136	5.40050734435841	2.41395972752962	3.99328131856927	1.92199940929413	4.11648799344946	4.0176316103093	0.620283434036384	0.911846872541172	3.76691514908421
"0d44dd70f99f6ea29c8a575ed17cb12e"	1.78026735376893	3.92052694422581	1.91999186778273	3.56150339279453	1.96201364607876	3.28777146496167	1.28834658090385	2.43980685532015	2.27248612989189	0.963964082162872	0.841327932921629	1.94476306283197
"0d5570f6ca39afa62394372bd3e733df"	3.10389772787989	3.1436518508453	3.63859689858249	3.51892531082385	3.21460799920685	3.01409511933386	3.87101799441164	3.92435697903194	3.81991537182133	2.736719397938	2.70324161773882	3.57830805205487
"0d5e0b463b926da9fe06e368a558024f"	3.19426958897566	4.39434095714038	3.40754288730288	4.50249637802161	3.16847678337051	4.2184064795454	3.61321271001391	3.97126313987232	3.30570835253191	2.85311688898207	2.83551217031747	3.74168784391456
"0d62240701ddae50db5a78fc3050341e"	2.18814009703568	3.59763181478726	2.72625775875983	3.7478935894662	2.27449287701902	3.1371353261605	3.47217419494557	3.96806358361144	3.58171258576074	2.03413620469071	1.56376249240885	3.63612351163062
"0d9c5b930278f3286c85e7e96e510d76"	2.9967792874739	4.72430482441256	3.15185901169335	4.80770211067517	3.1570767478279	4.74045251910306	2.81929192181837	4.36506964438464	4.16551691843632	2.13298193409282	1.98911895144218	4.4437356868538
"0da050ad9cf6f11cd603486a9b421c28"	3.12318445642072	2.00385959914992	2.88478724906892	2.63613227008241	3.47122614753631	2.31337972079356	4.82290505672465	3.97763170372181	3.95608907623817	4.4287003941714	3.98012258471506	4.38425920313722
"0dc234c33dc875f3feba6a2584b42647"	2.21268850323268	2.97781796625885	3.19811271565691	3.56946441245993	3.2257748914843	3.00885326561352	3.94748058919107	4.33331238012324	4.13079043547586	3.93336141359325	2.955848640718	4.53660495519268
"0de15ab815820a6f3a1b6b637cd8294d"	1.36509140882615	2.82317215848765	0.91976708235976	2.86188283035675	1.4609717782519	2.93388234823473	0.336090020728881	1.68306191034832	1.50639692680758	0	0	1.40775615046087
"0e03fc1668d5ef45b41be1b7a8aa03e0"	2.97370300292008	3.73585984269603	3.15831822679711	3.84742390102392	2.97232040528199	3.5214365057626	3.25283914376427	3.82116055031091	3.76045672521446	2.89421254541792	2.60346906053563	3.73991119954968
"0e81b8aaf32285299deb80c42a5db6fa"	3.6959208799846	3.61987210930796	4.89432384262853	4.79083361084871	4.05330959363559	3.57231493513947	2.92254660671516	4.21952498443858	3.71167490237191	1.17539584491893	3.34146365454783	3.54115176928666
"0e90cbae4007b66a6ff1e5cf3db5b129"	2.18284533720895	3.84869636444102	2.32515379554443	4.2383114791166	1.94455596004036	3.69409207360814	3.0481972638904	4.17590380834137	4.08999700297955	2.68664730492339	2.43780742698767	3.98500449177156
"0ed39007b4097d5a839142c460e7ce33"	2.74890041922418	2.89666745390293	2.76249810779733	4.22284754815686	3.00495640019064	2.90100903646508	3.23011759867754	2.32236811225485	1.38377494004226	1.79366931098537	1.84661138254698	1.93081609045896
"0ed56e5826035952f1596f35b3a1652a"	1.83923607264148	3.39641318897434	1.53883839383776	2.72851855446603	1.8248166756557	3.52867965687828	2.85182489321678	3.20472795917695	3.19697491688917	2.86780578489999	2.77969678985254	3.01554475325915
"0ee7da30f91829c08ffe33d299c7c873"	2.69258164413984	2.17118970320463	3.0248375749213	2.61740692766304	2.43686184526904	1.85345050261764	3.64754274381691	2.63564795286115	2.18927920742713	2.50516219737611	2.35849792586444	1.9838099352235
"0eed7f124c859e041f7ab7dbf2997013"	1.54845806503253	3.47889484910072	1.83744497766775	3.48719417469106	1.88300153698923	2.97033943711411	1.99868352615129	3.35592208310894	2.43557677750234	0.963964082162872	0.846533282457691	2.37101073697122
"0ef8b6e233a99b63f38108b21f200a48"	2.83050397113559	3.38503571601333	4.0724801859815	4.56731168140728	3.39074063326793	3.17814286805064	5.25940991832217	4.48717682196425	4.6994295866446	5.22594573991971	5.1887598613939	4.85311416847028
"0f305930e0740d28db8aa4e92a98b77d"	0.522832650051581	1.13315315815882	0.780331250970541	1.95247185958285	0.859652229915422	1.07723474183697	2.80081684583175	3.74997808121917	3.52416989163675	2.65028937055163	1.58631359442664	3.5266644490147
