"sample_016Bb"	"sample_016Bo"	"sample_016Cb"	"sample_016Co"	"sample_021Ab"	"sample_021Ao"	"sample_028Ab"	"sample_028Ao"	"sample_029Db"	"sample_029Do"
"00306dbb19665982fc78754ac92927bf"	3.34694057760738	4.68499313720926	3.83940110698125	5.46739440481394	1.95573832093502	3.56843028199609	3.37275534793579	4.54124946863712	2.73014091610916	3.77496526337568
"00539cb2af8b7b06ee1279130fa2f307"	1.50908863374988	2.86935394196391	1.53082850438503	3.05195213487212	2.31617828551275	4.21294652172806	1.34613972033702	2.79117419593519	2.46076592654535	4.11593415403723
"006c80037cfc5a276d7d1b8ef20cdccd"	3.67130385415048	2.54056539338816	2.659253436911	1.70335457629138	2.6845208782945	1.11716577009327	1.91170431463713	0.682860958301575	3.63788190546299	1.59155496137987
"0092362bbf11972deda26d5b9e919f85"	1.18610960312656	2.93328330112149	1.46618259532455	3.18375608322446	4.72663479189597	4.27160807085281	1.44517440321817	2.66240101888022	2.63365418746852	4.9054432086977
"0095b52bd61b59e97345c0564dc8496e"	6.62691685260544	6.8311478052137	7.4704519720516	7.50847902831682	5.56454446833591	6.63347226355316	6.98941275053016	6.99522721256596	6.31331381594876	6.92051506555672
"00cee8684ccbb62fce87c20103b8aed2"	1.73364047653287	1.95247185958285	1.43450245115513	2.38948913088971	1.09154739094599	2.46996220240218	0.997453304572412	1.85168470927917	1.56281579634904	2.43942276385196
"011b116b1e264e2cde7ec36aa569ad7c"	0.959135060066762	2.77880782839755	1.06107879702975	3.05545358528694	2.27287126375856	4.6640437026872	1.12660674872291	2.49138740551638	3.03285383191856	4.62992678018215
"013c9c13c8d7029019462bef0627adba"	2.55203626426701	3.74180778235484	2.20029397302911	3.26093071026607	2.22059482086037	3.65199524977425	2.08823427207899	3.7139253213757	2.13681625389307	3.1755479027412
"0160f5a856b526939ba1062b1cc9df76"	1.2493970243415	2.43291635816834	1.21324666880355	2.62965880149096	2.55635406197929	4.49485162171764	1.1652623289792	2.58057706772908	2.6100624397738	3.95633381893569
"017a60cbade7b309db182bcabe59d6a4"	1.51189696631975	0.371811801479201	2.18900600833974	0.488889169479432	3.38099535461651	1.33046447615922	1.25261952963708	0.630314936237133	3.72544616775488	1.72952939269192
"017d459400583fe36857c77a1d541f39"	2.43489104757598	4.79754390838387	3.37429866658284	5.01004534677822	3.04034610994668	6.54239720266928	3.02865787748089	4.32459056464396	4.46648680175993	5.93335883766638
"018de0ee05bc68de9383baf688539f9f"	1.66386435766991	2.9779573487267	2.26310570066594	3.72775657047818	1.51978887806451	2.78483715301161	1.98031443115074	3.36233957438377	2.16853470857372	2.95391812034037
"019ee757485f09fa0c7881843036a765"	1.85697276265559	1.61332295587016	2.4119432275153	1.97771704656914	2.51095768889264	3.13883125052626	2.34300931241227	1.31799865726938	2.38255641350419	3.57015729011454
"01ac16555e036cea2ece2a239591aae6"	1.18601983944991	2.97875704666276	1.43345125613132	2.73577735203695	1.70304625991641	2.91687385641689	1.46684236016297	2.52979027917747	1.8511664449027	2.97861643652395
"01e013346904f75a91f713c559585ff7"	3.03029069277827	3.07495954115431	3.2865095384517	3.8938274253396	3.03811304412904	4.27186069515261	3.69731740427198	2.91879744807423	3.13292292731456	4.06502033276006
"01e9bb0d97f8ed373a8d529ffb971acc"	2.37840206923103	3.60668336049141	2.90647608963009	4.11907321119453	3.15280183216396	4.50566869489729	2.88601112943541	3.22092627440497	3.72805112760325	4.74441199311636
"01ea06c562e6b8f6bbc5be68d99c0373"	3.92986072316113	4.02293998132907	4.04170743547161	4.11931559133555	4.04433850915927	4.61767270278682	3.88923058033746	3.85549438851859	3.98404706488618	4.52260194183038
"02104476719f02b32307edfdb1e6a0c4"	2.22493128795241	4.40434867137553	2.4495782185347	3.43451912750514	2.94987993973188	4.05511539569976	2.25843454414471	4.21921046982959	3.15938650834875	4.57939011733164
"02266378f920e88e1dac1ed916c48ff6"	1.9870584136627	3.20952308493334	2.0614971130218	3.2216219516252	2.21592858941588	3.90426235060608	1.55568127098108	2.83797593092143	2.23806192196339	3.65899638268909
"022b87e073ba519506a6d0d9dac1bba1"	3.51971937385252	5.63381700177439	3.24526335149943	5.38214391568651	4.63657776362763	5.03730319030116	3.38656021238724	5.62994553243721	3.97885477007166	5.56181606422586
"02556710e6071f6303dfb662fc79f6b6"	0.439345304000257	3.4128694308275	1.14037815759873	3.76867400022871	2.23520520566273	3.21925095449828	1.3089164330985	2.23702599791468	3.11373128588573	4.13664769930895
"02a63d174c8502c109303db99cf1e437"	2.65676797407774	3.76605884522662	3.27635567717754	4.47188597918101	3.2130500881697	4.02021243593052	2.72321529503582	3.79882500185427	3.62807262819934	4.4652428399345
"02adf979cb3500c39977fffbf7d2a048"	3.3973489197048	4.08144001846193	3.43574019811517	3.9315337210866	3.23446794073169	4.29300053864824	4.11667487155684	4.85660222333445	2.72331674818023	3.94402409891757
"02c19d40dee2d87c409a2e2f7b713d7f"	1.54365979664978	1.90166772820734	1.84102396532875	1.54845806503253	0.82556920806647	2.50213243045307	1.85697276265559	1.57677400834968	1.2758710511196	2.15787141096695
"02ccf6f06e50ce9c5e49ffe2278c9f27"	1.97884764860217	5.45477109616755	2.21932375005557	5.46665372019242	1.47464783379941	5.21178987020971	1.80491341820058	5.16543713889765	2.4260959866512	5.08066293234522
"02db2ad8ae83f16a31add624ea4ad90e"	2.58313174376579	3.91739622380008	2.72778289131233	3.67187662173155	1.97400602320937	3.14083903732433	2.74817960383614	3.89405671383502	2.98095360501618	3.69326084180161
"02f7b0f943947c68160210ebf8af9e7d"	1.24292069180414	2.03964064024988	2.14121291748721	2.38742262556175	2.43942276385196	3.85950453977206	1.41006581786914	2.04256539787456	2.59747909683797	3.50682746098443
"03355cd11fa9d7ee1d42bfd508147739"	1.88252800822886	1.21629941107046	2.14277932746718	1.83869119779125	2.54465003669087	1.29698219907498	1.74279468662777	2.34727248173769	2.42191766009017	1.62052896323336
"0381b98525605c48d762e395044ca5b2"	1.48563935416859	3.35072383711522	2.24469105608001	3.54338971094429	2.2712995824861	3.9805590114471	1.90400991361561	2.92195984868338	2.67168060468772	4.11514249122343
"03ce41b70baf38697859cf6c9998b33f"	0.522832650051581	1.74550259357198	1.26857810448374	3.40840815477061	2.06035810570357	2.78483715301161	1.15111871358184	1.56035396511462	2.23189220587045	3.46468472550641
"03dbe23a9e8b7382924fd20ec95338af"	1.49183701019042	2.04402457510141	1.09997868805247	3.0324636408553	1.94532722832953	1.97647836368341	1.03013357069587	1.68473275141124	1.8571205207917	2.25865312649174
"03e263884fc71d9f491555f67c1f630d"	0.967954857495304	2.87657659625596	1.53641894709715	2.80426312482575	2.27253611063385	3.17177918587515	1.50442155976762	2.53165123111522	2.60207319915946	3.43523739041888
"03f86a1233871340db1328f6fc35aff1"	3.49131815003563	4.43631317794396	3.57104903921017	4.31906017054026	1.48887802489071	3.46854632486137	3.57421077942203	4.59510304191252	2.14166018648396	3.73027856207219
"03f8d34575dc20b78b31c3c1177379b9"	3.15152302201884	4.12333399528403	3.30568623833268	4.75076650999262	3.43473917974538	5.38632146729101	3.06345204165529	4.35367682455675	3.84704406732126	5.40504547662217
"040ffbbb2858152fe7b1bfe2be12eebb"	1.37367962889975	2.66240101888022	2.01742796352248	2.96338618393353	2.34850701867304	3.72996682654755	1.89152938657264	2.7329212042841	2.58147136129524	3.66972124937519
"041c4b843dce3deada3d6b1daf849177"	0.356164213538162	2.56856818621036	0.67715701658107	2.45152031019536	0.390759452245651	3.33685551514643	0	2.46692273762636	0.99493500582849	3.024065691545
"042f95fd86a3be60cda5e0a13e76be0c"	3.91537842969049	3.11422390254325	4.10196179397703	4.03376429463034	5.7503872685155	4.3210795233633	4.00093338650094	2.90656351654725	6.74569255129084	5.31495784264704
"04356242a8d119e65547c999cf90c0a1"	5.43571289813702	5.94463644520987	5.64386902094144	6.59430534173013	5.66702996631115	6.94056796605987	5.57833067782345	6.01311826400176	6.71899663250964	6.98524562445645
"0496149b2d1f183353cbf9189b7049e2"	1.22654394868085	2.99992372712682	1.18266509896779	3.39149883577516	1.71014803174107	2.64688943558642	1.27489090137627	2.9356773394347	1.84344068836307	3.17952774360395
"04bd54b9e03f729a1a5670b1416e260b"	1.45310428504292	2.29992385503946	1.54365979664978	1.26222520287967	1.22686258891087	3.53739360042501	1.48930098354351	2.15566179924429	2.29868944750329	3.14307140475824
"04f27efead94a16b3e810b74f86514f0"	4.96519346399452	5.24271440941666	5.30713085341909	5.32004869642654	4.10094473309543	4.36821848951502	5.2903623390525	5.16913193368774	4.33959788125763	5.21535588673369
"05114c017775551aa7d1fa1a490e42d9"	0.825720739608313	2.70846318248033	0.980703745135942	1.74746600473348	0.221029317897004	2.02016647755063	0.165636464930348	2.28628445656355	0.672189085968468	0.993473970544805
