"sample_106Bb"	"sample_106Bo"	"sample_7_1_1"	"sample_7_1_4"	"sample_7_2_1"	"sample_7_2_4"	"sample_CFAb"	"sample_CFAo"	"sample_CFBb"	"sample_CFBo"	"sample_CFCb"	"sample_CFCo"
"00306dbb19665982fc78754ac92927bf"	2.74527381455572	3.84401231109544	3.80601905009399	2.20646418664781	1.80312877463051	4.05416308291375	3.58543928400651	2.62491011819617	3.36090112298382	2.79400596017524	3.33504634541391	3.65726616035692
"0032aede248babc5516f057b3bcd4409"	2.36306617509738	2.68391699035078	2.23174784311504	1.33401505446619	0.954688029190568	1.87113580107638	2.05191205897586	3.32107278174665	2.67342397311897	3.33416800981893	3.10350950659645	3.56629614053659
"0051ee453ff489fa79b20379bcc79b6b"	1.08961022473438	1.4901632648776	1.26128229008728	0.458082858350042	0.14614586950682	1.45688329156018	2.08136985361815	3.08646859926419	1.77705953704084	3.38306927713354	3.08522800905022	3.32517749244754
"00539cb2af8b7b06ee1279130fa2f307"	1.1939073168425	2.48216372473953	2.17011656390134	0.502997060371407	0.386686556267673	2.32828451565419	2.44969113178826	4.51070274697797	2.32097809979093	4.65243751504201	4.27124511857527	4.55131909691513
"006c80037cfc5a276d7d1b8ef20cdccd"	0.620283434036384	1.04378996756688	0	0.748421041968167	0.37842958638172	0	3.07593806610919	2.38405678238062	2.57361873897985	1.5133557656137	2.08067798044198	1.57584134739554
"00823592d773ca77be3da202ae020b29"	1.66719253739376	2.86835675176038	2.05915273371699	1.39283542166327	1.00909595872004	1.7031021930346	3.09321608929916	4.45237120553681	3.2818686520361	4.40353457180824	4.31589302873133	4.65807886693594
"0092362bbf11972deda26d5b9e919f85"	0.867087882561922	3.15765127312979	2.3878251938666	0.473279507692021	0.327402660646713	2.42919791994237	1.48654685300898	4.22295129860826	1.28530649370849	4.19377859089752	3.40983305334999	3.40731701842988
"00a550b3fa43f178639afb2a02540b16"	2.66049692167537	0.645990057253149	1.31144149621782	1.75046253555316	2.38448484452454	0.309798198016489	3.53619250251365	1.69670565655887	3.38283542809703	1.46569501656816	2.70544307215979	0.971711815206825
"00c4a692e67b1c93a289ffcae447cfcf"	2.49222811566037	4.42855597128806	3.91807793727439	3.62133990104798	2.9425329533264	4.09716125827331	2.33579856799926	4.337590408346	2.49335750715752	3.90255286486516	4.74201127551835	4.81661407437961
"00c6a28930e3eafc29b6cf8827820e4c"	3.11075394459442	1.11771205463604	0.719367893303026	1.48743184732784	1.28834658090385	0.74267754690262	2.92238586382834	2.57337177543235	2.48658796543783	2.40889780681551	2.5041404086231	2.04911945542891
"00cee8684ccbb62fce87c20103b8aed2"	0.702473660125897	1.82492439325043	1.75986129402566	0.469494778852093	0.0782753273625249	1.72438436421783	2.09176516916119	3.85020666332935	1.1252211052926	3.71708353765595	3.50072734659853	3.52898892326627
"011b116b1e264e2cde7ec36aa569ad7c"	1.06904271970194	2.29834612123475	2.43132873008648	0.65231476931877	0.273631321354119	2.67394690493955	2.80685632357778	4.83672136593079	2.90227046445955	5.00152232349245	4.58880524786174	4.88154677157744
"0127000197e26a049598b4a6d0225ba2"	1.7356352263313	0.736900873449868	0.327402660646713	1.14889023443033	1.1450457096447	0.236107159466067	2.96778811080916	1.22896649358202	0.489999997373214	0.98821899490561	1.63493870281451	1.02774834681357
"013c9c13c8d7029019462bef0627adba"	2.1439474458298	3.34790526412088	2.93821205674787	0.955638427339064	1.10634554156199	2.90474987077264	3.12578883594263	5.06514115599177	1.83692019781439	5.19057811282368	4.66038409272112	4.94587795435297
"01524ceb0052552ad3c425bf777b0b3a"	3.23250867385144	3.934545655596	4.1786481793143	2.50219222307099	2.02778304903657	3.63867241164635	3.16891149964139	4.50146714041196	3.58629463819045	5.04359686991079	4.37293008624475	4.79055032720691
"01525c063123cb2134c64e84ad1e2118"	2.0261884333741	3.61809694646879	2.61194413800011	1.41071376566063	1.47366171640839	2.84400112263786	2.27827272810035	3.96446348954187	2.77607762892059	4.03843219527259	3.52505779407815	4.14583431730998
"0160f5a856b526939ba1062b1cc9df76"	0.566798501802664	1.81754579244194	1.47366171640839	0.370103870920096	0.207010104335413	1.40775615046087	2.24982377421737	4.36406641110914	1.10109453866824	4.05623167253907	4.02521110942549	4.09294010977364
"017a60cbade7b309db182bcabe59d6a4"	3.71874913035925	3.34701658912809	3.16176098654941	3.56163781090741	2.73390279106512	3.20882589305502	3.57144028432891	3.88708108576335	2.30137716374116	3.50698028810043	3.76518713370774	3.8276593492211
"017d459400583fe36857c77a1d541f39"	2.21338933197381	3.37100652304839	3.11720693122557	1.33719865027583	0.963964082162872	3.35253885882762	3.87925449437806	5.52522773449225	4.27082028761294	5.33846933825313	5.02528180175133	5.37236661697767
"018de0ee05bc68de9383baf688539f9f"	2.55434719883018	4.18659043060404	4.31584429654249	2.40326763397008	2.07599561127554	4.38997986125506	2.11440223226983	3.83819354217953	1.80990844240993	4.03440345675513	3.56285195104166	3.7064267950646
"019ee757485f09fa0c7881843036a765"	3.53552312537297	3.03803980411899	2.54584141958201	1.66490478531386	2.72917319815653	2.75028240081555	3.42082901394736	2.84647420535894	2.41767793554588	3.85765095548011	4.00850413576587	3.62106988225176
"019f94720ba42ef1861b87fc58cdd3de"	2.04828492611418	2.31402589669891	1.10976321864564	0.327402660646713	0.166848294259004	1.52500901615062	3.39922290032285	5.0273777667676	2.08459125909438	4.9829339571641	4.87761692794638	5.15672841019881
"01ac16555e036cea2ece2a239591aae6"	1.60350836737701	2.40981351303177	2.09851534953006	0.434845900979473	0.664845437887849	2.12777386295997	2.24869453376611	4.19456016152632	2.09251807203743	3.91008806958688	3.99407733379041	4.00373760729234
"01b2f3b340d5c58058b29719f8ce8d4e"	4.04619203222079	4.44914103460403	3.5474463536316	3.33113036205604	3.10913417046667	3.66567044668697	4.82042278144006	4.86044612599831	4.76612223256572	4.82030014607758	4.12761336708907	4.57432409955166
"01e013346904f75a91f713c559585ff7"	1.13342264947386	1.23698486051778	0.68944533718473	0.197119853222468	0.177040972350029	0.759810006264008	3.34548733020355	3.14888828743648	1.95772578299574	2.84293674176538	3.22123527916543	3.03864117696428
"01e7154d4b5f3188595e288aeab7f7a0"	2.32236811225485	3.73564137230623	3.19751305718567	1.24747041618755	0.995768972573873	2.86007290410623	2.87897448299086	5.28867902432655	3.57411679865459	5.0321194588886	4.99577654261387	5.20797267728418
"01e9bb0d97f8ed373a8d529ffb971acc"	3.19404446265255	3.58842715122646	3.64248362124424	2.21998470056503	2.18384153368248	3.72781322706535	3.42529274276263	5.05131683715367	3.58037934843047	4.63339979456339	4.50180447937506	4.89779472430815
"01ea06c562e6b8f6bbc5be68d99c0373"	3.19652325723577	3.21419147039133	2.84611214857988	2.069903700741	1.81360575845787	2.70275286160873	4.4443658328227	4.92168213488537	4.22183628604373	4.83925171492526	4.73735840696131	5.0677300288717
"0202a0b2dfad6a6e5b225afdddaf5729"	0.771070721307639	0.0924333183310872	0	0.434845900979473	0.465710050012165	0	1.63405944597824	0	0.491578271385409	0	0.595109476425712	0.328160678683509
"02104476719f02b32307edfdb1e6a0c4"	2.70975793572381	3.72619714661614	4.12518801393315	2.12993342514446	2.26932361114243	4.21184900733355	3.01783572522462	4.31373579407254	3.30787314272307	4.55316009702292	4.14096630443908	4.57226186264174
"022b87e073ba519506a6d0d9dac1bba1"	3.49741109255324	5.96947840091856	5.72179544591738	3.9335983742147	3.0157463980909	6.18705291759001	3.90531254053666	6.18438858179696	4.46574755404064	5.91864627524089	5.78837364085251	6.0512635481934
"026f6d9d6a5c591d5465aaeddf6222f1"	2.07599561127554	4.17008139753384	3.86317629465999	1.89689095866138	0.968570039990359	4.52696520948507	1.54661397389268	3.67762334109819	2.49084100660952	3.74346460439372	3.30445884891394	3.52997234706667
"028a375a3a51f2d5d05b85cf4ef10890"	2.82479862766106	3.61614611364409	3.52274163137276	1.79165363029398	1.95338216389401	3.5931006645292	3.18665870202127	4.54810405024333	3.66796424813156	5.04956309255935	4.49095278589106	5.11605152020223
"02a63d174c8502c109303db99cf1e437"	2.33650911108402	3.54220362204113	3.10588672989387	1.89870547732821	1.36230899836938	3.17398974981554	3.49227924076528	4.89518086512965	3.05668888731382	4.94771514624146	4.57039528753887	4.95492315624774
"02adf979cb3500c39977fffbf7d2a048"	2.44376345184205	3.4089438937047	3.01545126585414	1.36179149001676	0.935689752482658	2.96086797365903	2.96912909164052	4.36374907466354	2.18567079814631	4.01136995702616	3.91774694375205	3.9664401718914
"02c19d40dee2d87c409a2e2f7b713d7f"	1.03092035630706	2.4565504699395	2.82766681398724	0.921526998669401	0.867087882561922	2.80522016558592	1.30611847791222	3.66290440455269	1.62147240654306	3.84796957194986	3.29435636319328	3.54413341172182
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.67332712078397	5.26419334213029	4.91432877148502	2.47869828945877	2.15586353895436	5.26558156117338	1.80741625950409	5.31840042510793	3.58207300470868	5.42818737949507	5.20762409241359	5.42363606210899
"02f7b0f943947c68160210ebf8af9e7d"	3.44974926347635	4.31713678516106	4.20734633397964	2.26371535824064	2.06377445125075	4.29427345989302	3.20429232676951	4.18397499661292	3.02262113537136	3.72283724187945	4.03639736066939	3.89355786566517
"03202b02066380ba1d7fadbf07ec658a"	2.68968729690717	2.68886500315729	2.22261071631923	1.80368721664108	2.63130053762425	2.204082121651	4.81612156997053	4.00739878308088	5.32634330523391	3.28642770128694	3.49873755802336	3.42973663521431
"034f5e1b4e4a4747a0048a61ae79aa98"	0	0.841327932921629	0.411056115921325	0	0	0.226501905723844	1.6244731151682	1.60327657028856	1.35828575670058	1.33854215808238	1.18820920914646	1.24671730165283
"03734cd02763530410103ffac1802bfc"	3.19364995064155	0.0406678587648651	0.216803495568011	2.05581934677661	2.03859049239552	0.154618406949549	5.41656735094466	0.768165595277886	3.49135320967974	0	2.72755997506352	0.446412534761481
"0381b98525605c48d762e395044ca5b2"	2.00055759435131	3.59375907940331	3.78687194401829	1.18723247411525	1.42676762193938	3.44829692833912	2.38471349087024	4.69093190345555	2.93941289592756	4.76460508355477	4.19057537990868	4.59184803915902
"03dbe23a9e8b7382924fd20ec95338af"	1.61801502362486	2.2027454205083	2.7393925251913	1.17165207146304	0.782206043352542	2.76334834868228	3.34869802694281	4.32095760787418	3.18916849959766	4.13274878829435	4.01126218387143	4.1857145046282
"03e263884fc71d9f491555f67c1f630d"	1.72921274093126	2.63130053762425	2.56836467247411	0.851711676581753	0.902072124876585	2.19198699623455	2.87003026543823	4.33520270619549	2.55429588715606	4.33121048959039	4.06749053211758	4.43989055514105
"03f86a1233871340db1328f6fc35aff1"	1.79969208930355	3.95932711358214	4.15081956666511	1.76092046454361	1.90412936170675	3.94420390095705	2.05581256323007	3.71387075380019	2.39297701615981	3.60590102475664	3.54149344224035	3.83195225736148
