"sample_021Ab"	"sample_021Ao"	"sample_029Db"	"sample_029Do"	"sample_16_1_1"	"sample_16_1_4"	"sample_16_2_1"	"sample_16_2_4"
"017a60cbade7b309db182bcabe59d6a4"	3.38099535461651	1.33046447615922	3.72544616775488	1.72952939269192	4.95434888112948	5.14754854511918	4.37912141861755	5.3359837666131
"017d459400583fe36857c77a1d541f39"	3.04034610994668	6.54239720266928	4.46648680175993	5.93335883766638	5.83041976581375	3.48691136184084	5.43989926050183	4.18355401888583
"018de0ee05bc68de9383baf688539f9f"	1.51978887806451	2.78483715301161	2.16853470857372	2.95391812034037	4.20697669546922	2.7734186277729	4.43594422632915	2.89841421931827
"01ac16555e036cea2ece2a239591aae6"	1.70304625991641	2.91687385641689	1.8511664449027	2.97861643652395	3.04606971626084	1.84999252765283	3.32446225900453	1.49285870188942
"01e013346904f75a91f713c559585ff7"	3.03811304412904	4.27186069515261	3.13292292731456	4.06502033276006	2.80973541109082	1.26599842076153	2.06681161892481	0.932094787291107
"01e7154d4b5f3188595e288aeab7f7a0"	6.84323853894069	4.44421849831325	2.70126322157323	4.81540534128511	5.18861310826286	3.06834638044642	5.23328560378681	3.22008061881242
"01e9bb0d97f8ed373a8d529ffb971acc"	3.15280183216396	4.50566869489729	3.72805112760325	4.74441199311636	4.79090582483253	3.34137115354463	4.64301766822972	3.19674080285296
"01ea06c562e6b8f6bbc5be68d99c0373"	4.04433850915927	4.61767270278682	3.98404706488618	4.52260194183038	5.0468400664328	4.81424030549847	5.17228830946525	4.41054790857773
"02104476719f02b32307edfdb1e6a0c4"	2.94987993973188	4.05511539569976	3.15938650834875	4.57939011733164	4.92402920224024	2.73381099095554	5.06457882350648	3.13040598847989
"02266378f920e88e1dac1ed916c48ff6"	2.21592858941588	3.90426235060608	2.23806192196339	3.65899638268909	4.59707139916886	1.92401066775368	4.39915134130375	2.52369858513178
"022b87e073ba519506a6d0d9dac1bba1"	4.63657776362763	5.03730319030116	3.97885477007166	5.56181606422586	6.71442971961789	4.28335712864629	6.97971557052	4.36114185806529
"02556710e6071f6303dfb662fc79f6b6"	2.23520520566273	3.21925095449828	3.11373128588573	4.13664769930895	4.04402475875075	1.66091550983681	2.98061751899205	1.25761404014045
"026f6d9d6a5c591d5465aaeddf6222f1"	1.31025898308118	3.10933623904686	1.82169994597264	3.12205410304926	4.17037662260648	1.72886901150983	3.85866450628833	1.34618877658338
"02a63d174c8502c109303db99cf1e437"	3.2130500881697	4.02021243593052	3.62807262819934	4.4652428399345	4.72993946315186	3.44670336515838	4.29634553610779	3.20758075505875
"02adf979cb3500c39977fffbf7d2a048"	3.23446794073169	4.29300053864824	2.72331674818023	3.94402409891757	3.78811774616292	2.55042643707852	3.8790776576497	2.26544442625633
"02c00510d4deae8d414f84d4af078919"	1.50118993820021	1.58919320493529	1.2085893406298	1.48203133987206	0.988754266967805	0.878202497224955	0	0.528202959477528
"02c19d40dee2d87c409a2e2f7b713d7f"	0.82556920806647	2.50213243045307	1.2758710511196	2.15787141096695	1.45423382461391	0.917409326572197	0	1.58241764355261
"02ccf6f06e50ce9c5e49ffe2278c9f27"	1.47464783379941	5.21178987020971	2.4260959866512	5.08066293234522	6.01101834933212	2.74718860317572	6.08949190929917	3.0211225939092
"02db2ad8ae83f16a31add624ea4ad90e"	1.97400602320937	3.14083903732433	2.98095360501618	3.69326084180161	5.25624721840803	3.57984915748381	4.60835159991979	3.94537545704264
"02f7b0f943947c68160210ebf8af9e7d"	2.43942276385196	3.85950453977206	2.59747909683797	3.50682746098443	4.2093167308395	2.70870545684233	4.39818136583241	2.94015186299597
"02fdd4f04802f7d7700d7b017e231832"	1.72678351909904	2.54913105909762	3.06228189607084	3.09430893078917	3.4616811308114	2.02274657925322	2.01290475867956	2.28787624634145
"03355cd11fa9d7ee1d42bfd508147739"	2.54465003669087	1.29698219907498	2.42191766009017	1.62052896323336	1.79929777631917	2.10060489388527	1.46862512084882	1.97369495136238
"0381b98525605c48d762e395044ca5b2"	2.2712995824861	3.9805590114471	2.67168060468772	4.11514249122343	4.69442115488517	2.55868593697836	4.72456665713492	2.5307946703015
"03ce41b70baf38697859cf6c9998b33f"	2.06035810570357	2.78483715301161	2.23189220587045	3.46468472550641	4.42039219863745	2.30869359803045	4.06355492214368	2.49845807965306
"03dbe23a9e8b7382924fd20ec95338af"	1.94532722832953	1.97647836368341	1.8571205207917	2.25865312649174	2.99881069749362	1.95827261398138	2.42842189607886	1.46553618092973
"03e263884fc71d9f491555f67c1f630d"	2.27253611063385	3.17177918587515	2.60207319915946	3.43523739041888	4.26604974195891	2.64850696937269	4.59018157589475	2.93840226852253
"03f86a1233871340db1328f6fc35aff1"	1.48887802489071	3.46854632486137	2.14166018648396	3.73027856207219	4.26604974195891	2.21140073028907	4.05768462348548	2.33196601533823
"03f8d34575dc20b78b31c3c1177379b9"	3.43473917974538	5.38632146729101	3.84704406732126	5.40504547662217	5.2153497479901	3.52556497295472	5.31836253305665	2.83960043252224
"040ffbbb2858152fe7b1bfe2be12eebb"	2.34850701867304	3.72996682654755	2.58147136129524	3.66972124937519	3.4386542324321	1.99292567826671	3.71947432139644	1.50608027855767
"041c4b843dce3deada3d6b1daf849177"	0.390759452245651	3.33685551514643	0.99493500582849	3.024065691545	4.27081852735122	1.10314068664627	4.58566250239174	0.890432059700478
"04270753eac3e84e5b3f45e5131fd1e7"	2.12518182158164	1.36658642933995	2.11777002999581	3.099896774271	4.353172993248	3.29581227310933	3.79980583655781	3.25723932456514
"042f95fd86a3be60cda5e0a13e76be0c"	5.7503872685155	4.3210795233633	6.74569255129084	5.31495784264704	4.01486296544444	2.60893604705047	2.98272434427057	2.720110246606
"04356242a8d119e65547c999cf90c0a1"	5.66702996631115	6.94056796605987	6.71899663250964	6.98524562445645	5.59511682872916	4.82994588670689	4.28534460388476	4.0858600241903
"043b4a5d64c5e405fa8ce60a25bebd8b"	3.38676303930543	3.2327590059768	3.9465245237545	4.6144612896978	4.32712000425386	1.49618052058566	4.12355751178324	2.62946965727925
"04731e32cb646050ab7f27f284c04106"	2.58938827933855	0.34883831763735	1.37834283133227	1.2043107472168	0.596192461709623	2.90257727812968	0	3.61388618695298
"0496149b2d1f183353cbf9189b7049e2"	1.71014803174107	2.64688943558642	1.84344068836307	3.17952774360395	4.42146028188587	2.06117293217649	3.82854213069284	2.14432226988289
"04b93fa3ee523f9634c9c795a5f49e4b"	1.8603586280948	2.86512418624213	2.21925956210814	3.02262650540533	3.47872406526155	3.00804614567527	3.46954775345704	3.42428988549275
"04bd54b9e03f729a1a5670b1416e260b"	1.22686258891087	3.53739360042501	2.29868944750329	3.14307140475824	2.5858203429699	2.08538086890509	2.76878487176501	1.74451306285115
"04c1a513f665c225f7ed173aa4fa12bf"	3.0164880683293	4.07725007354803	2.421034132139	4.09373782303897	5.1523572621915	3.12911110454158	5.15629005415874	3.57155909265734
"04ca9aedc6db942a0474cdc0a762451a"	0.684186248564545	2.51176010834068	1.63648191404505	2.81855759753431	2.65268871300022	1.62366620844473	1.904361104584	1.46929177626596
"04d5efa38f3a410566bdc4ede3702fb5"	1.47482708028144	2.76750708255165	2.75480146272496	2.85842117540506	3.67506400882022	2.6814812860234	3.82305477687094	2.32185090956646
"04ef5fcaf6bf35657ee641e7ab693ee9"	3.94113316335456	3.13278358897531	3.86438072219124	3.6325804943669	5.11197612563793	4.82320946865892	4.76487060320923	4.2880442804189
"04f27efead94a16b3e810b74f86514f0"	4.10094473309543	4.36821848951502	4.33959788125763	5.21535588673369	5.07091826069245	3.73337808949927	4.8395054359534	3.92248944070028
"05114c017775551aa7d1fa1a490e42d9"	0.221029317897004	2.02016647755063	0.672189085968468	0.993473970544805	2.88457299948159	0.767363257792956	1.85847909050081	0.699362884983915
"05425468abc7b6696e6644b43e20a070"	4.48389838401442	3.28843133647635	3.85652880099893	3.6935381187228	4.63093409589428	4.63586310119548	4.63677774293067	4.32065886180169
"0575b5bcc7abd6f7a59549c280abbd34"	2.06232590119911	0.183137890169845	2.24015421588024	1.27154546779473	0.957213043546916	2.19704096815839	0.795513126646511	1.7004862597086
"058b63372cbe61fbfecc853d367548c1"	2.48681981851306	4.12121561329954	3.99804656134982	4.78539170591406	3.45140806023263	2.07984620979065	3.73691223630394	1.83356178307826
"05c4489613b115ee4ec2ef8199067913"	1.78399292676822	3.60118101736997	1.6264088196528	3.37434388595407	3.96107723415012	1.96689861613133	3.87798193260971	1.71697153787187
"05d75b81fb54d3ff766fc90129feed63"	2.54063774920287	4.62451976949896	3.4776582977566	4.36291414917506	3.81873206741098	0.95827240241259	3.79507425369402	0.99915990937788
"05e856ee9d148f9da62ea0b0ccf6db24"	4.01353030698227	4.61476758328041	4.3573834708609	4.73005187757367	4.09536294349582	3.61592868906081	3.99809203521475	3.05308462969703
"06094dd96a7550292ac7a15406ee3eb7"	1.75801263349992	0.0915689450849225	1.52716454518143	0.30133897202949	0.808128071651538	3.15847728749275	0.932094787291107	2.5448375408328
"06122d6c188a53fa3820d7ba9c64b053"	3.59603877579739	2.6979603493302	3.95609336647631	3.56606007245365	3.79980583655781	3.04817936206503	2.90492073965132	2.83700086820485
"062dc7bf1a892776a0d4259124cbb2fd"	3.44613569251584	4.48111987693802	3.84141897958592	4.33616435506417	5.01354411271171	4.61497117895824	4.65506252349366	4.49484945544585
"06308be651a239379c2200605a63c9b6"	3.59944658318347	0.0651367958746061	4.22376291230777	0.553371154090927	0.383864734389722	4.02814831217654	1.31259473548749	4.30648331452106
"0639cd2e7dadf3ff0a4ebc918d2008b9"	3.5605362935928	5.63497887097125	3.78370769962476	5.455377182162	5.29914508910114	2.18235642703933	4.89093450695111	2.73091468962518
"065c6814da267ed1133339f9baecf63c"	2.06232590119911	3.51052999807238	2.60436235981837	3.45983666144165	2.39600658125193	1.2701643958894	2.60569863549186	0.346824184128204
"066aad56751f9efcd6546c0e2594e7bc"	2.38112821531283	3.6532191152992	2.52467048465475	2.64249712102929	0.465141829828828	3.10418426567034	0	3.60149113336266
"067925bf2c68cfbf03151580d443463a"	2.64752641468401	2.47846178660987	2.90285116969451	3.0425264031306	2.11662065749258	1.79532756982615	2.08610227551776	1.91887900808997
"06850915424790786904937314f04f24"	2.95311178771735	4.98233060246249	3.48574132815844	4.74171827380866	2.85618268734284	2.65300848655477	2.76913953657143	1.92048615624895
"0691bcbf69519fb5dba78151aa18c728"	1.9890647889637	3.06908699386717	2.17880938897623	3.40487862690533	2.24529887315872	1.04805403947753	2.33922166290851	1.69937975541061
"06a434056b6d9da35471b83529f52fed"	4.30367582826121	2.93273922422607	3.71194098110958	2.60778630521476	2.103611578727	3.70026415181056	1.84999252765283	2.90167277132631
"06bde0cecfbcada397af9c0bf5f83820"	2.46076592654535	3.5128371415372	3.0709232304965	3.89880442365648	2.7703150068312	2.06561272330467	3.63643611354032	1.55335772966885
"06da80a2c361f6c3363b72be33e8e8d4"	4.05485574746664	4.21442557092784	4.03888006760386	4.11195834710751	3.45200903551426	2.78903659031645	3.50069548134543	2.52538459511965
"06f154fee6b1d89c4fb222e23f2b939c"	5.54183961449274	4.73359330356357	5.5647813694377	5.55130767863975	4.89597684184095	2.01290475867956	4.53915355965773	2.66306720047973
"0723628f526fba7f82f84bebd97bad25"	0	2.72990431742629	0.292759162192064	2.49322859283083	3.06143808189669	0.31492022289764	3.47826724403753	0.0986156199039603
"073587e420e91ec5e53de8257bfaba94"	3.26987383566384	5.05589555293429	3.71231859851436	4.91422101166155	4.90166864513936	2.54831699001466	4.77854353866039	2.86146273516557
"0760f91983ac07c0e8e9f3efab81a287"	0.979336092626496	1.76555787969596	1.19838335810894	2.15879697406648	1.87072867783067	1.5093585380793	1.89772450212851	2.07241868907767
"076c212597b0d5ff02b7d6d677f724bd"	2.2368575986412	0.725972486624366	2.59747909683797	1.48887802489071	2.14084727011775	3.81329714281536	2.8439180786853	4.27597632560772
"0770ab0e479e6e586e8685465d538066"	4.99455455596969	3.71080727257121	5.73187022779784	4.31034157105907	3.38442656928562	2.76924290752437	2.11622292555645	3.18073782023618
"0771eed1039e2a9a46dfc4bb7bc0681b"	0.412228849020459	1.7212690484022	1.32225704769008	2.48938825902511	2.81846058546736	1.17691214276279	2.58236118942057	1.24090926706744
"077896f52217cf2755311d9ba92258b3"	4.73146496782478	3.60089256063283	5.27853943817661	4.31840546769363	3.18114045303795	2.77091598590434	2.76686740466477	2.83943566976243
"07ba0efc76158deb7ed94f5c6b5e148b"	1.45347600127489	0	2.18822295145412	0.818374624284029	0.332548272226965	1.46077081811666	0	1.98608995180974
"07c4d0f20a81938b97f1deefd4690bd8"	2.1860580182884	3.28445830089519	2.409311675158	3.93902864821755	3.15089929387509	1.16505337378249	2.42130617743396	1.31089655749108
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	3.06083438584423	3.42371527353711	3.27865001458151	4.47497539215024	4.15655960492301	2.72414478562667	3.89726585229324	3.36467571081497
"07d44546198c8221cf2a9765f78709b8"	1.67602308774545	0	2.4380735692804	0.102755124572146	0	4.39203067695585	0	3.41848587076769
"0808113a681a013933c03815ed511b06"	5.03449448762319	1.75769184919226	2.29409637875104	3.8637036308705	1.13180782601649	2.62135781484383	0	3.56675106718022
"081419daef27076e9e23740f0f3d0cfa"	2.60775537287494	4.21152568969909	3.69603915366807	4.3350548484071	4.5412075843104	2.39600658125193	4.37391068930641	2.11617816241334
"08278cb30c0ecfa025df1080741366fe"	3.72879415716974	4.13985347595661	2.98643014257389	4.73807020433782	4.14724104581481	3.22539023991533	4.27638780251183	3.45234634896839
"082b8027abcaeb2baea3b91658963091"	3.39469396273338	3.69466231387144	3.63689347653427	3.41169521593184	3.68291439849162	3.84101813980921	4.13381024536778	3.78713705871838
"0833115e4467b0ceb8783aab127ff52b"	3.50357645724122	4.57812021200343	3.43921416525479	4.51077884392305	4.8936494655858	3.10351983156033	4.89653018158098	3.56905861229023
"0834e59536ad310cbadacdf155bdda3b"	1.73226774710502	2.70126322157323	1.64964275655622	2.65886976078495	3.63500529876405	1.23719108058206	3.2079588428082	1.14583120909779
"086eca5f643453c1cf040e3cbe8b2c3c"	1.0730924060353	2.52570171674157	1.2215803823617	2.48706952759909	3.74499368409473	1.19686842789995	3.63564121691917	1.31884761519315
"087615d55895b273be3ec65195fa1639"	3.32753218326454	4.3607450292285	4.29422631018336	5.17796334122828	5.99458616478579	4.48320892619749	5.88367755660639	5.2040250935008
"089f050dd822e3fc12b55d0a998f6f6c"	2.0951992345419	2.90519578154986	2.24507885396405	2.83236828120881	4.0455805577105	1.95172861746134	3.97750410719699	1.79249719703996
"08b5865dd5287e44cb75455288ca80c8"	3.25447691817116	4.61077843034564	4.67594435003103	3.96751144786395	0	4.36698317206647	0	5.84260737524625
"08d7a738a4756ac72191feaf26591930"	1.22722828717891	3.37201570829858	2.30698539743853	3.37941655902714	4.58127456621455	2.69756946961149	4.15027911263182	2.61657374318615
"08ffb091e6fb80698e54de15a34c082d"	4.47285999025616	4.18132835549797	4.63882253994993	4.8185326177321	5.46239133584446	4.36585525491088	5.43176994231659	3.91984862523504
"091b05420d1d03c04bff4485b8b1cb93"	2.02425911546629	3.09500912117353	2.12518182158164	3.09080060593377	3.38994821301758	1.46587927171264	3.53726334288561	1.12260221540821
"096c8afcca0cf3953b7deb7a22aa2c64"	1.44689777607553	3.62998559915345	1.55197652735083	3.30153667590008	4.14019469444428	1.47608204726088	4.36491435115527	1.31884761519315
"0974d5a60d20f55cae8db1bb4d3ae6a9"	4.07527692475471	5.86394947720749	4.89218833809353	5.650969851234	5.17697979475654	4.71107356826717	5.31843509125464	4.60435871683604
"0977ec1ec766483e434b5ced6346bd40"	3.47439021201216	0.483443787698047	3.13942304390256	1.18442198626432	2.68046712848754	3.57239119861783	3.23767080740597	3.22715386713682
"0989c13d0c860d464a6d08c86ae36452"	1.60594980521782	3.73091972000322	3.33439343853626	4.05138260118709	2.6310050226022	1.33206122138161	2.54425630334274	1.18408065188341
"09947d9e52474a7c0a88c03dd1c4cdc5"	4.45828372439064	3.22909305079478	3.16657992277432	2.98798937452948	1.60301895493584	3.83271811883102	1.49618052058566	3.94594810615988
"09b2d834bd6ac6da3f312992a5ada13a"	2.7621485429338	4.56998818813138	3.13453393430021	4.63347632209096	4.83956054544249	2.11773935995304	4.89158794371668	2.39717911687489
"09c649de9578b51089151c3f67c6d1f1"	3.27214095731047	3.49521100544381	2.36026197784201	3.0534104526374	4.96318557912324	3.14070513720462	4.4572842350375	2.59470395830774
"09d19cff22a275f6b41de4a94d82edbc"	4.58998305754708	2.31475344553768	4.29298923699772	3.20246853183252	3.2717028599047	4.35370237909679	2.32907826218375	4.32099092044716
"09d8ddc69c0a38c3720e026fdcb1ea1d"	1.85560087243538	3.84141897958592	1.90741580060673	3.42421900543207	4.44814472794278	1.97869895805291	4.48069679976388	3.48600496541568
"09d91bd09f3acddc13ab643e76870fa7"	2.71389792056532	0.561432907998303	2.53224816701926	1.73747404027117	3.25894771412984	4.7800261276312	4.0676183783265	5.77342897781276
"09da4c4cd10311000e3aa404f8f9d09d"	4.27009625128692	2.4380735692804	4.6019768928503	2.95874250998104	4.83716009266208	3.96830938359993	4.54875533563628	4.18962959019497
"09fcb9ad80345395a0bea7730d6fe7e8"	2.69237508743638	3.10065742087181	2.87907903078045	3.35868310720685	3.42339219429901	2.01900329114498	2.63072704931276	1.77905060058597
"0a133b520b03346a629160a1e02b66b7"	7.16854512007996	3.61067139577495	9.39179069602375	3.24065610316601	1.93047564759129	10.2499420919181	3.6214874790796	9.86595752313129
"0a179124b7265fd051af45cf7bbb5a2e"	1.70454079802719	1.92109331446399	2.2467150253502	3.36134713706219	4.19633721298427	1.83592562579999	3.74183915177998	1.66931797478197
"0a2b2d365687ce2b521870ff1b9fa4ff"	1.34961428925152	3.77140296581165	2.19274097399405	3.43294715106621	3.20458142499516	1.2825591905395	2.37557102160657	0.972090934874321
"0a2bedc2b9e2f372d7ea96ac9331bd11"	3.42514162961473	3.50112229691904	3.7310397746117	3.6725908108372	3.82467183253261	3.33030699674903	2.86015719402329	3.39492696361679
"0a3d2dbba6357dd3b8d7cc68bd934825"	2.5156518487928	4.50925838184346	3.08460968261118	4.46437251160902	5.11224367127837	3.26518695687024	4.93940994677423	3.02040059316636
"0a6615421c77de34c12671148d5b177b"	2.66608693789066	3.91118585236987	3.43986570450919	4.0198972892168	4.89896124552256	2.55409108070405	4.56260114543791	2.75003209867476
"0a8072d5e752c9bb771c9801625bf602"	1.81439981037791	3.98155423022014	1.87838349690536	3.63700477929071	4.68380236702881	3.09885639033502	4.88618760891906	2.44598146629486
"0a85e8423dc996333736f2f730379c04"	3.73101993904357	3.74463719302214	3.27046131656196	3.99776280764246	3.91984862523504	1.86386429356301	4.49501477092921	2.05360488116613
"0a86845c7d4c1c002a7e9103f5010edb"	3.97130687000763	2.03239448241994	3.95662957340731	2.10654831101811	0.696545400066098	4.28845082248416	0	3.22362349681682
"0a88346680428af1533158ede0201b34"	3.52520456263183	0.245515424289892	1.84588458355934	2.40233992613104	0	0.643094576097711	0	1.31792789077686
"0aa642a7708a378ae2d52b09a6251f52"	4.65284074515144	4.71190936995355	4.72308672513213	5.27116863819536	4.53503280980543	3.32659157278778	4.63356409641431	2.65581358473337
"0ab9f370c6f47a86452d576a2fc304ad"	2.2629311660172	3.35919969628818	2.66856619995835	3.86015607285746	4.88998118083817	2.93526141491539	4.75574221866067	2.85590924431307
"0ababa66302abc185f7420fe8592e464"	5.72085164699209	5.15468652103033	6.05238572102811	6.28328549669662	7.58735367285574	6.97203940088797	6.83337066887536	7.28086226578191
"0abb4e308d2287c078352db4a8e5e722"	3.76597474549736	2.17382401857358	5.41058808168763	3.14217532578804	4.53661972376658	5.18745584808048	4.43454035778524	5.29887265234834
"0abfe6fab9f2f0326a0cf0b2819a045d"	5.23843571865811	5.21401119990242	4.93855179439153	5.12211536700987	6.73036175625705	5.71543495998254	6.22966869612564	6.30585690381756
"0acda4757638930d0db16ac196907707"	1.54183573433475	0.938780720810582	1.28535280662274	1.25533787778973	1.26326798547885	2.27126977100455	0	3.55292210554964
"0ae2d3d6eaf65bba73ffe19f4553a17e"	0.733425027058516	3.61816617500267	1.29722268134516	3.15412224060621	4.74253696659986	1.25339533993497	4.27721024872841	1.65244184479572
"0ae7bfa0558543127382041ced659532"	2.71568630504166	3.30168344510725	3.35812424410857	3.53200983130898	4.21137661966863	3.27082541184865	3.81362393591218	3.64535365134634
"0afaefd27a02faa8519aa1c5c93db8b7"	2.05475063258032	3.60631059302917	2.82111398276127	3.80644679383785	4.79862263062891	2.5517857109735	4.47784207317717	2.35611353757127
"0b01334dee682a54a687843f4a0557ca"	1.51978887806451	3.75373417525502	2.15608308733828	3.39301734957172	3.69733217896632	0.902513865161984	3.66184150086103	2.0478910172759
"0b0887152c48ecaee3708409b923f793"	4.02067821682726	4.82939448056754	4.77798311603236	5.44885908315446	5.80130118356072	4.14653864078174	5.76788970280032	4.21597579886098
"0b181d48c37772c1041becbb17b33ac1"	2.10654831101811	3.32364152365754	3.25328266219891	4.46684193538556	3.71226848570436	1.4310980182903	3.06765769424553	1.39506330133656
"0b261f13fd2e492ade805447726ad7eb"	0.987732868128508	2.59054812597272	2.0303668370326	3.16788227502645	3.75405127467509	0.304055296649722	2.34907165352387	0.436848781475911
"0b51afa6da5f0942de43ee67666392b9"	0.928432718699801	1.64069236362869	1.28017800433056	2.38824889574657	4.24079343052371	1.32279956178184	3.20097031370869	1.95592554144116
"0b7adfa1cd85552388da8b57c7886d6b"	1.36658642933995	2.93684707556242	1.07056940351011	2.44480141222498	2.8552475231465	0.408291195071818	2.74278514136822	0.337081559074049
"0bb191da42bbc249401f322288de381f"	1.18559088734276	0	0.245515424289892	0	0.0851092357321053	0.890432059700478	0	1.62074257329298
"0bde0564069bf8fd2aeeae680bd6e8bf"	5.09235929529571	5.70279084982544	3.89598061158461	5.93335883766638	6.73940816089326	2.19008985227559	6.77232483630297	2.19669554853627
"0be9f61b9f7def51e9fa6d1b63fa43df"	1.98680802641068	2.5611405747874	1.58840220520725	2.62920322270385	3.98634018426805	3.15406377299117	4.08769161369033	3.26688183404941
"0c13226181291f8612e7219430ee312b"	1.556315577951	3.32085318410067	1.76720034772735	2.89413356231813	5.33119566287649	2.60131525987265	5.14591174821489	2.9218016241392
"0c23f91edb5ca911f16c5ea6d2e6f7bb"	4.44639529763637	1.70172534652407	3.8450623532982	2.5611405747874	0.875299762613279	2.07653802785528	0.637848210467897	2.23597532636027
"0c641f1bb166c036145c1c358b3548c0"	2.6380854289013	4.44947100785594	3.39664771427025	4.34362228820262	4.8768659303017	3.27699121177444	4.89265035805936	2.39870003979562
"0c68649e567b8069a4e74d232b8bf5ea"	1.66438432604886	3.14284280099082	1.78031759324095	3.02018388149532	5.19782329054135	2.68249441608568	4.39001308292585	3.58520107842061
"0c69526b39e6c700505869e1bb26de49"	3.26149954026815	2.28555632975489	2.59590605546271	2.63758490881907	3.41194943114572	2.050275994049	3.36839581675185	1.41752790417788
"0c8a4e5e6583e8f749e0fc431bc19e9b"	4.0101724235054	3.48384530818874	2.96274513126479	3.65761528355811	3.27531339674177	2.02665634548633	3.40873702035162	2.18843158761647
"0cb53fad3ff0516bace8d54936974ac0"	3.16585677024034	2.80318333221964	2.87356953100595	2.85071819383252	2.95473182561187	2.32475139519667	3.40382672191545	2.79717401199809
"0cc5c86249ec081e574cccf28c21ad70"	4.47743771847814	4.78241789254652	5.45133909506379	5.86386166039807	5.99266554062646	4.54420205142791	5.33362831189503	5.06784678800891
"0ccbc537e9ee03b714c7210425b6ddcf"	1.4052485894117	2.78196958404553	2.3521273552192	3.24005084333799	3.02328547368651	1.5603997575175	3.23767080740597	0.781377813954305
"0ccd6ae37ee2caebd21b05bdc79a677d"	2.72889542196369	3.15147967793784	3.58869883294208	3.7670476367319	4.05896371002418	3.02400539529351	3.63603153086428	3.20217546695442
"0cd52318943a4637efa5e3e02936878c"	3.78078416611454	4.44425557551792	3.59754125658713	4.16894650211817	5.24530078815919	3.92920667683951	5.31589241659602	3.86489206798042
