"sample_043Cb"	"sample_043Co"	"sample_056Ab"	"sample_056Ao"	"sample_40_2_1"	"sample_40_2_4"	"sample_CFAb"	"sample_CFAo"	"sample_CFBb"	"sample_CFBo"	"sample_CFCb"	"sample_CFCo"
"00306dbb19665982fc78754ac92927bf"	1.62152784979051	3.11344435036465	1.79893838202631	3.15505610840337	1.89846961796236	0.400409236820555	3.58543928400651	2.62491011819617	3.36090112298382	2.79400596017524	3.33504634541391	3.65726616035692
"0051ee453ff489fa79b20379bcc79b6b"	1.51056781990225	2.52312199457686	1.45467110775738	2.67608646936999	1.54522324549091	0.229612307716522	2.08136985361815	3.08646859926419	1.77705953704084	3.38306927713354	3.08522800905022	3.32517749244754
"00539cb2af8b7b06ee1279130fa2f307"	1.85162163174008	3.49097368328872	2.42703424529751	4.15093984967644	3.31487452828524	1.24380337849419	2.44969113178826	4.51070274697797	2.32097809979093	4.65243751504201	4.27124511857527	4.55131909691513
"006c80037cfc5a276d7d1b8ef20cdccd"	1.72305394059846	2.43793273822944	1.5465971463208	0.88364147218024	0.115085230582893	0.606687096893043	3.07593806610919	2.38405678238062	2.57361873897985	1.5133557656137	2.08067798044198	1.57584134739554
"00823592d773ca77be3da202ae020b29"	1.59709464679483	3.26886077975276	2.38712888633511	3.28761975337142	2.14596508354701	0.553533327219064	3.09321608929916	4.45237120553681	3.2818686520361	4.40353457180824	4.31589302873133	4.65807886693594
"0092362bbf11972deda26d5b9e919f85"	1.49726222616816	4.05928503000084	2.02408447502765	4.24449334513106	4.04145539862117	1.5796689821172	1.48654685300898	4.22295129860826	1.28530649370849	4.19377859089752	3.40983305334999	3.40731701842988
"0095b52bd61b59e97345c0564dc8496e"	7.56191344658424	8.54917841043884	8.07678671769597	8.34839988121315	9.54468893670168	8.66200146068248	5.63405024419647	5.56909765518585	4.88649485289338	4.64967759222818	5.32789480939254	5.42269644926596
"00a550b3fa43f178639afb2a02540b16"	2.77620224808418	2.9848380969185	4.03744971364578	3.16159453289081	3.46432124639504	0.884552356086942	3.53619250251365	1.69670565655887	3.38283542809703	1.46569501656816	2.70544307215979	0.971711815206825
"00cee8684ccbb62fce87c20103b8aed2"	0.678955355895438	2.58568173560987	0.492207969294036	2.66797761622657	0.906430453259081	0.386293401383151	2.09176516916119	3.85020666332935	1.1252211052926	3.71708353765595	3.50072734659853	3.52898892326627
"011b116b1e264e2cde7ec36aa569ad7c"	1.05191182499023	3.54117214964282	2.06652439137714	3.94469567646469	2.80689433362921	0.538411686403664	2.80685632357778	4.83672136593079	2.90227046445955	5.00152232349245	4.58880524786174	4.88154677157744
"0127000197e26a049598b4a6d0225ba2"	1.22466062795551	0.250276111638924	2.26202296054005	0.204982839337034	0.193331557022263	1.65308018223666	2.96778811080916	1.22896649358202	0.489999997373214	0.98821899490561	1.63493870281451	1.02774834681357
"013c9c13c8d7029019462bef0627adba"	2.01821017617756	2.76353248407507	1.90367677717723	3.29051119543734	2.23236350733968	0.524446312948161	3.12578883594263	5.06514115599177	1.83692019781439	5.19057811282368	4.66038409272112	4.94587795435297
"015116cb2ae1efade79e1af688f3c15b"	0.759646278510151	3.09240066693216	2.64687795436662	3.14213308630233	1.93576211723202	0.272175971851484	2.39989980782947	3.3807679819852	2.5845745934592	3.18540143711743	2.97316759530457	3.2954839148355
"01524ceb0052552ad3c425bf777b0b3a"	0.822677526704856	2.73423021280348	1.17809108099992	2.30049696381896	2.00636003520829	0.378294673648271	3.16891149964139	4.50146714041196	3.58629463819045	5.04359686991079	4.37293008624475	4.79055032720691
"0160f5a856b526939ba1062b1cc9df76"	1.6338397510465	3.14336058605601	1.69310383295278	3.87403002630092	2.82206484156436	0.866782369862384	2.24982377421737	4.36406641110914	1.10109453866824	4.05623167253907	4.02521110942549	4.09294010977364
"017a60cbade7b309db182bcabe59d6a4"	5.55854297649261	2.59517768906569	5.73742113066673	2.0982825548125	0.979687226147219	4.74894969928041	3.57144028432891	3.88708108576335	2.30137716374116	3.50698028810043	3.76518713370774	3.8276593492211
"017d459400583fe36857c77a1d541f39"	5.46412205103575	6.70772535285013	6.77947434028354	6.41982516781033	7.08856145817121	4.36138478758126	3.87925449437806	5.52522773449225	4.27082028761294	5.33846933825313	5.02528180175133	5.37236661697767
"018de0ee05bc68de9383baf688539f9f"	2.32473676631554	4.08644096121936	2.53886083207771	4.16835352960701	4.60467304362235	2.21675275451157	2.11440223226983	3.83819354217953	1.80990844240993	4.03440345675513	3.56285195104166	3.7064267950646
"019ee757485f09fa0c7881843036a765"	3.20462260866746	4.41197629498648	3.7162951605945	4.33825739765221	3.79283778967657	2.44918758536726	3.42082901394736	2.84647420535894	2.41767793554588	3.85765095548011	4.00850413576587	3.62106988225176
"019f94720ba42ef1861b87fc58cdd3de"	0.28294863740296	2.26939949186115	1.96208856978278	3.13905772863429	0.293606488391722	0.639639330590146	3.39922290032285	5.0273777667676	2.08459125909438	4.9829339571641	4.87761692794638	5.15672841019881
"01ac16555e036cea2ece2a239591aae6"	1.31606864651989	2.77792319057198	1.78394244339511	2.98960981594162	2.37630799717925	0.817506323046977	2.24869453376611	4.19456016152632	2.09251807203743	3.91008806958688	3.99407733379041	4.00373760729234
"01e013346904f75a91f713c559585ff7"	1.2575409642437	3.32257688439001	2.52711887748613	2.88832895056311	1.23298262095099	0	3.34548733020355	3.14888828743648	1.95772578299574	2.84293674176538	3.22123527916543	3.03864117696428
"01e9bb0d97f8ed373a8d529ffb971acc"	2.32514186532502	4.03493798786791	2.84464429054576	3.93560417132211	3.14703407059416	1.74657502164243	3.42529274276263	5.05131683715367	3.58037934843047	4.63339979456339	4.50180447937506	4.89779472430815
"01feb696b69822d637cdf0956d28bad4"	4.69506258883429	1.46163997778986	7.10513232761236	2.42179981441021	1.1373941234771	1.19066231144613	5.77524501932159	0	3.88176567447222	0	3.12445261159274	0
"02104476719f02b32307edfdb1e6a0c4"	2.61825575496584	3.55649842813534	2.61721822582201	3.93699197007367	3.92020990115503	1.22466062795551	3.01783572522462	4.31373579407254	3.30787314272307	4.55316009702292	4.14096630443908	4.57226186264174
"02266378f920e88e1dac1ed916c48ff6"	1.59848254244313	3.34583188778111	1.82462780259456	3.67091830099841	2.14218857378361	0.304589493285019	2.44947026505809	4.15304951565973	2.062851291829	3.99523740970894	3.88984021263474	4.10667978853438
"022b87e073ba519506a6d0d9dac1bba1"	4.64126485469027	6.45534263315025	4.08640317941415	5.96228335766175	5.72222862352785	3.56779648591435	3.90531254053666	6.18438858179696	4.46574755404064	5.91864627524089	5.78837364085251	6.0512635481934
"02556710e6071f6303dfb662fc79f6b6"	1.8411347003077	3.65753490637757	2.39493808644789	3.46253976935244	4.11582517633547	2.70843112854014	2.01407814709435	4.00296511362851	3.43612092648045	4.04271170141647	3.7795267796906	4.24717219578093
"026f6d9d6a5c591d5465aaeddf6222f1"	0.569750543082658	2.88117941525289	1.70609681866154	3.15373394307853	2.18029180140774	0.503241335624878	1.54661397389268	3.67762334109819	2.49084100660952	3.74346460439372	3.30445884891394	3.52997234706667
"027ee5073ec17a7192c3036f2b817f18"	1.2695976102425	2.7055843634218	1.74905132203968	2.80155705892871	1.30876786014148	0.272175971851484	2.74214670003937	4.34601629077417	3.08419772659679	4.21075584577275	4.18989048620897	4.48297715455283
"028a375a3a51f2d5d05b85cf4ef10890"	1.62827379807631	2.94823958979269	2.11213970707661	2.85533669047095	2.64586971539035	0.577761581255031	3.18665870202127	4.54810405024333	3.66796424813156	5.04956309255935	4.49095278589106	5.11605152020223
"02a63d174c8502c109303db99cf1e437"	2.35621529351449	4.17105312227518	2.65945454509169	4.02737368735065	3.30279969570926	1.76592211143782	3.49227924076528	4.89518086512965	3.05668888731382	4.94771514624146	4.57039528753887	4.95492315624774
"02adf979cb3500c39977fffbf7d2a048"	2.69343198218794	4.46335682306685	3.4033624123688	4.39769008427229	3.67190990684254	1.84227584033027	2.96912909164052	4.36374907466354	2.18567079814631	4.01136995702616	3.91774694375205	3.9664401718914
"02c00510d4deae8d414f84d4af078919"	1.22727246803004	2.2870638867794	1.60495108111418	1.81909578367721	1.30942549866089	0.913038656992923	1.68830824083185	0.26555915536401	0.768165595277886	0.687390643447566	0.241960595043212	0.456097384071166
"02c19d40dee2d87c409a2e2f7b713d7f"	1.31260180266995	2.05004414141229	1.53778787093855	2.18829404076051	2.35796180387685	0.585708952396034	1.30611847791222	3.66290440455269	1.62147240654306	3.84796957194986	3.29435636319328	3.54413341172182
