"sample_008Ab"	"sample_008Ao"	"sample_012Ab"	"sample_012Ao"	"sample_021Ab"	"sample_021Ao"	"sample_024Bb"	"sample_024Bo"	"sample_029Db"	"sample_029Do"
"02266378f920e88e1dac1ed916c48ff6"	2.15430356106012	4.0913160515017	2.13658088979728	3.77113914860524	2.21592858941588	3.90426235060608	1.82389964973362	3.97780377690766	2.23806192196339	3.65899638268909
"022b87e073ba519506a6d0d9dac1bba1"	4.51051230339168	5.88361224898163	3.60052585857004	6.21253842813146	4.63657776362763	5.03730319030116	3.46284156198351	5.67518162526461	3.97885477007166	5.56181606422586
"026f6d9d6a5c591d5465aaeddf6222f1"	0.825610667534697	3.16246050583047	0.983879186835169	2.69005447316274	1.31025898308118	3.10933623904686	1.10477700782788	3.33569961797863	1.82169994597264	3.12205410304926
"02a63d174c8502c109303db99cf1e437"	2.64642874976183	3.60694925941818	2.5407837758583	3.62280141723789	3.2130500881697	4.02021243593052	2.50596973855221	4.04309526753041	3.62807262819934	4.4652428399345
"02adf979cb3500c39977fffbf7d2a048"	2.70112007283831	4.21865288784158	2.0599406362902	3.53310640506762	3.23446794073169	4.29300053864824	2.12756194835733	3.80892146287358	2.72331674818023	3.94402409891757
"02c19d40dee2d87c409a2e2f7b713d7f"	1.83981761950894	1.43979010333764	2.22020135558077	0.787297597189783	0.82556920806647	2.50213243045307	1.72576833800757	1.03299941284038	1.2758710511196	2.15787141096695
"02ccf6f06e50ce9c5e49ffe2278c9f27"	1.63281443877488	3.93808573853526	2.04371016420049	4.07188133547128	1.47464783379941	5.21178987020971	1.8195873614479	3.81839056972492	2.4260959866512	5.08066293234522
"02f7b0f943947c68160210ebf8af9e7d"	2.70428579126056	3.10583768934752	2.60318585862641	3.10285378774333	2.43942276385196	3.85950453977206	2.77806557188077	3.30556971813187	2.59747909683797	3.50682746098443
"03202b02066380ba1d7fadbf07ec658a"	3.95452735998681	3.90298115078547	3.81899600718001	3.69741504707345	3.70701893444172	2.35359754794989	3.12939368897518	3.20772650151071	4.38992610156625	3.79036462029581
"03355cd11fa9d7ee1d42bfd508147739"	3.78120130968538	2.14210232440707	3.31769601917612	1.80541743973502	2.54465003669087	1.29698219907498	3.82771912349999	2.16831171087768	2.42191766009017	1.62052896323336
"0381b98525605c48d762e395044ca5b2"	2.38091815960227	4.70940521247607	2.28597671095102	4.30504419655968	2.2712995824861	3.9805590114471	2.07942715058055	4.80540818274086	2.67168060468772	4.11514249122343
"03dbe23a9e8b7382924fd20ec95338af"	0.885268479311374	2.34372127815125	0.851775677127912	2.09082216106371	1.94532722832953	1.97647836368341	0.98944267574987	2.66060912650207	1.8571205207917	2.25865312649174
"03e263884fc71d9f491555f67c1f630d"	1.64694080482394	2.98298866763787	1.31574447454238	2.18491186380871	2.27253611063385	3.17177918587515	1.48900662324777	3.00233989506128	2.60207319915946	3.43523739041888
"03f86a1233871340db1328f6fc35aff1"	1.79220603616886	3.47197344010359	2.06584832105364	3.41676146384024	1.48887802489071	3.46854632486137	1.13638804812202	3.77083586794474	2.14166018648396	3.73027856207219
"03f8d34575dc20b78b31c3c1177379b9"	2.45633964509243	4.01595822620673	3.03207124120066	4.3169047549767	3.43473917974538	5.38632146729101	2.27992842832299	4.11075130029584	3.84704406732126	5.40504547662217
"040ffbbb2858152fe7b1bfe2be12eebb"	0.756556157752879	2.92971319025832	0.345329325123889	2.99570927328949	2.34850701867304	3.72996682654755	1.43346416559628	3.10821841652186	2.58147136129524	3.66972124937519
"041c4b843dce3deada3d6b1daf849177"	0.0890497148335058	2.97826103645446	0.460849356454254	2.58629792341684	0.390759452245651	3.33685551514643	0.363993597142208	2.82412837690315	0.99493500582849	3.024065691545
"042f95fd86a3be60cda5e0a13e76be0c"	3.04122605824854	3.70136481164435	3.34433686462302	3.57513500238805	5.7503872685155	4.3210795233633	3.88973649584891	4.120947219434	6.74569255129084	5.31495784264704
"04356242a8d119e65547c999cf90c0a1"	4.31703475665833	4.31859000886342	2.93751173251761	3.54368953430052	5.66702996631115	6.94056796605987	3.50594925094489	4.29121774005769	6.71899663250964	6.98524562445645
"04731e32cb646050ab7f27f284c04106"	1.65150406155596	3.77771876556647	1.43102177987471	0.709729852874161	2.58938827933855	0.34883831763735	1.33518438622988	0.348167764622536	1.37834283133227	1.2043107472168
"04b93fa3ee523f9634c9c795a5f49e4b"	1.48655385009557	3.19535901531452	1.32270086714661	2.80665361041941	1.8603586280948	2.86512418624213	1.45542880571348	3.00687597383996	2.21925956210814	3.02262650540533
"04bd54b9e03f729a1a5670b1416e260b"	2.74099807595045	2.97961407042341	2.60613670061847	3.3734832003941	1.22686258891087	3.53739360042501	2.15913957457523	2.83434329365794	2.29868944750329	3.14307140475824
"04c1a513f665c225f7ed173aa4fa12bf"	1.43979010333764	3.38029936464565	0.373196704877903	2.99969291982935	3.0164880683293	4.07725007354803	0.750292816540479	3.54984738906351	2.421034132139	4.09373782303897
"04ca9aedc6db942a0474cdc0a762451a"	0.477494254333101	1.53304594934234	0.601530670749934	1.83132787833835	0.684186248564545	2.51176010834068	0.601530670749934	1.94408705966585	1.63648191404505	2.81855759753431
"04d5efa38f3a410566bdc4ede3702fb5"	2.70339504934358	4.10790684396803	2.98500797326373	4.21839164143213	1.47482708028144	2.76750708255165	2.98568017002216	4.03674210863462	2.75480146272496	2.85842117540506
"04ef5fcaf6bf35657ee641e7ab693ee9"	3.50609313933672	4.35306926278684	2.93184287502408	3.3191413430418	3.94113316335456	3.13278358897531	3.5387005430271	4.69946275729538	3.86438072219124	3.6325804943669
"04f27efead94a16b3e810b74f86514f0"	2.44098436822947	4.03674210863462	1.9402714241418	3.33300615305938	4.10094473309543	4.36821848951502	2.32957603800363	4.50155043210273	4.33959788125763	5.21535588673369
"05114c017775551aa7d1fa1a490e42d9"	0.616006923365579	2.18191407863878	0.705315347225782	1.82705582548918	0.221029317897004	2.02016647755063	0.40918484795657	2.165263670127	0.672189085968468	0.993473970544805
"05425468abc7b6696e6644b43e20a070"	2.2568484753832	2.960906563656	1.95146893167524	2.47225088837964	4.48389838401442	3.28843133647635	2.33311123839745	2.66812278849652	3.85652880099893	3.6935381187228
"0575b5bcc7abd6f7a59549c280abbd34"	2.25846809256593	0	3.08110276335762	0.363993597142208	2.06232590119911	0.183137890169845	1.75379709736452	0	2.24015421588024	1.27154546779473
"058b63372cbe61fbfecc853d367548c1"	0.564395774148579	2.05738315958075	0.969457969333098	2.58729926558489	2.48681981851306	4.12121561329954	0.306922041485484	2.8444549201013	3.99804656134982	4.78539170591406
"05c4489613b115ee4ec2ef8199067913"	1.32992108015891	3.6309433556027	1.26823128625619	3.9404015969318	1.78399292676822	3.60118101736997	1.16168880409597	4.23990134867592	1.6264088196528	3.37434388595407
"05d75b81fb54d3ff766fc90129feed63"	1.21319259106857	3.33928938177677	1.28156024103535	3.2061749282173	2.54063774920287	4.62451976949896	0.695402865099614	3.31606894098247	3.4776582977566	4.36291414917506
"05e856ee9d148f9da62ea0b0ccf6db24"	2.92544016556756	3.52625463665729	2.97690616930394	3.63516401818216	4.01353030698227	4.61476758328041	2.92829087647938	3.52781887247451	4.3573834708609	4.73005187757367
"06094dd96a7550292ac7a15406ee3eb7"	2.40320659725467	0.92297633335255	2.4604880100803	0.630276600967509	1.75801263349992	0.0915689450849225	2.38376868806952	1.81845657554291	1.52716454518143	0.30133897202949
"06122d6c188a53fa3820d7ba9c64b053"	2.11240880442977	2.29524146737141	1.93646683836128	1.84662231815029	3.59603877579739	2.6979603493302	2.25947789116596	2.42852611260144	3.95609336647631	3.56606007245365
"062dc7bf1a892776a0d4259124cbb2fd"	3.08344177017508	3.58124197448263	3.16953944013333	3.56560543327048	3.44613569251584	4.48111987693802	3.23398822684499	4.07578577277133	3.84141897958592	4.33616435506417
"06308be651a239379c2200605a63c9b6"	2.09901007295023	0	2.15913957457523	0	3.59944658318347	0.0651367958746061	2.54852521664737	0	4.22376291230777	0.553371154090927
"067925bf2c68cfbf03151580d443463a"	1.65463780477758	2.79653722194277	1.40793847868534	2.32892869304105	2.64752641468401	2.47846178660987	1.426796796839	3.05178883305474	2.90285116969451	3.0425264031306
"06850915424790786904937314f04f24"	2.79957367855015	4.17125571108654	2.86139693186	3.92787474932844	2.95311178771735	4.98233060246249	2.16639868251017	3.85755388646557	3.48574132815844	4.74171827380866
"0691bcbf69519fb5dba78151aa18c728"	2.52105339031302	4.41101410403056	2.21092832210554	3.67032194202469	1.9890647889637	3.06908699386717	2.26962392748209	4.2991079238616	2.17880938897623	3.40487862690533
"06a434056b6d9da35471b83529f52fed"	4.73174798960239	2.91251043445975	3.83636680461749	3.73622774595155	4.30367582826121	2.93273922422607	4.38607355981466	3.35275143324368	3.71194098110958	2.60778630521476
"06bde0cecfbcada397af9c0bf5f83820"	1.55802893103806	2.74163737579214	1.35028548608546	2.9789066649919	2.46076592654535	3.5128371415372	1.06775366008777	2.93813442276777	3.0709232304965	3.89880442365648
"06da80a2c361f6c3363b72be33e8e8d4"	1.68427445756062	2.26642674860726	1.50690337435875	2.06866225807841	4.05485574746664	4.21442557092784	1.52245336420939	2.51799891530688	4.03888006760386	4.11195834710751
"06f154fee6b1d89c4fb222e23f2b939c"	3.7836247016468	4.7370095228934	3.4145758232229	5.39326598099549	5.54183961449274	4.73359330356357	2.14210232440707	3.9339142343903	5.5647813694377	5.55130767863975
"0723628f526fba7f82f84bebd97bad25"	0.136587343446669	1.34042318256374	0.170813930652351	1.43663213664466	0	2.72990431742629	0.136587343446669	1.63922193203076	0.292759162192064	2.49322859283083
"073587e420e91ec5e53de8257bfaba94"	2.62437017822691	3.56912971372156	3.0246760452384	3.19686947621692	3.26987383566384	5.05589555293429	2.90569644196014	4.30298671782781	3.71231859851436	4.91422101166155
"0760f91983ac07c0e8e9f3efab81a287"	1.367901240003	3.21041372205412	1.16584405476335	2.10063964093039	0.979336092626496	1.76555787969596	1.41100282724313	3.00629726694858	1.19838335810894	2.15879697406648
"0771eed1039e2a9a46dfc4bb7bc0681b"	0.571933893311887	2.64467118525626	0.525828515443912	2.10551247224611	0.412228849020459	1.7212690484022	0.787297597189783	2.80095810380869	1.32225704769008	2.48938825902511
"077896f52217cf2755311d9ba92258b3"	4.05630626978631	4.15706521882974	4.38168817885542	4.44620038327916	4.73146496782478	3.60089256063283	4.79424101995822	4.60541543518765	5.27853943817661	4.31840546769363
"07d44546198c8221cf2a9765f78709b8"	0.879763667589162	0	1.18636519621154	0	1.67602308774545	0	1.62360311061745	0	2.4380735692804	0.102755124572146
"0808113a681a013933c03815ed511b06"	4.16016608672947	3.23302631243452	4.4223427299584	2.59142016376521	5.03449448762319	1.75769184919226	4.04046791201073	3.17727899043297	2.29409637875104	3.8637036308705
"081419daef27076e9e23740f0f3d0cfa"	3.67372089143691	4.57191816470118	3.80161532981547	5.10269918008295	2.60775537287494	4.21152568969909	3.53792719554645	4.74026944886144	3.69603915366807	4.3350548484071
"08278cb30c0ecfa025df1080741366fe"	1.96854000845469	2.83590559903618	1.94408705966585	2.64938524122676	3.72879415716974	4.13985347595661	1.75609774867397	2.95289392464017	2.98643014257389	4.73807020433782
"082b8027abcaeb2baea3b91658963091"	3.17106043036684	3.16743348654333	3.3466861831691	2.54575545834884	3.39469396273338	3.69466231387144	3.21326660473503	3.39102231799709	3.63689347653427	3.41169521593184
"0833115e4467b0ceb8783aab127ff52b"	2.55990473162891	3.07559027186211	2.06247085066414	2.52537018006763	3.50357645724122	4.57812021200343	2.46615272241379	2.65407717909875	3.43921416525479	4.51077884392305
"0834e59536ad310cbadacdf155bdda3b"	1.01129497401542	2.98834503498087	0.742989434791528	2.30216132018625	1.73226774710502	2.70126322157323	0.779386419852787	3.05866804288995	1.64964275655622	2.65886976078495
"08d7a738a4756ac72191feaf26591930"	1.92097175626346	3.86494292822614	1.7186366526748	3.53327450902203	1.22722828717891	3.37201570829858	1.59161400617758	3.830321289027	2.30698539743853	3.37941655902714
"08ffb091e6fb80698e54de15a34c082d"	3.33300615305938	4.69143952940556	3.5653976801998	4.8438597494251	4.47285999025616	4.18132835549797	3.38796859922137	4.89443408169754	4.63882253994993	4.8185326177321
"0974d5a60d20f55cae8db1bb4d3ae6a9"	2.41309368581868	2.50009883611624	2.33581926650907	2.40141444720305	4.07527692475471	5.86394947720749	2.69005977794375	2.40485388630592	4.89218833809353	5.650969851234
"0977ec1ec766483e434b5ced6346bd40"	3.45656712270618	0.92297633335255	2.88539578715152	0.345329325123889	3.47439021201216	0.483443787698047	2.38376868806952	1.31574447454238	3.13942304390256	1.18442198626432
"09947d9e52474a7c0a88c03dd1c4cdc5"	2.89427053666028	1.98329607562106	3.63235222338895	1.8461379578391	4.45828372439064	3.22909305079478	2.67170843313975	1.77431485962168	3.16657992277432	2.98798937452948
"09b2d834bd6ac6da3f312992a5ada13a"	1.9005223102413	3.70385229938935	1.62175381975745	3.37366521724621	2.7621485429338	4.56998818813138	1.61277601948682	3.36582292967012	3.13453393430021	4.63347632209096
"09c649de9578b51089151c3f67c6d1f1"	4.09580191643206	5.04902360962069	3.48470116980369	5.00183333694287	3.27214095731047	3.49521100544381	3.8774165501939	4.98322757727733	2.36026197784201	3.0534104526374
"09d19cff22a275f6b41de4a94d82edbc"	4.48766862559329	3.46866070308719	3.70711512605362	2.65223808436058	4.58998305754708	2.31475344553768	4.47668992013092	2.9379178197426	4.29298923699772	3.20246853183252
"09d8ddc69c0a38c3720e026fdcb1ea1d"	1.07404377126672	3.16045099876286	1.41411504801414	2.87811099397146	1.85560087243538	3.84141897958592	1.0196885682882	3.11262258489633	1.90741580060673	3.42421900543207
"09d91bd09f3acddc13ab643e76870fa7"	2.74869265950682	2.13897321350279	2.84522851893689	1.68959015257028	2.71389792056532	0.561432907998303	3.06198596357311	1.82061333050046	2.53224816701926	1.73747404027117
"09da4c4cd10311000e3aa404f8f9d09d"	2.71226696471158	3.30897993110328	2.27090503748478	2.45020995448319	4.27009625128692	2.4380735692804	2.425808856567	3.31865980048941	4.6019768928503	2.95874250998104
"09fcb9ad80345395a0bea7730d6fe7e8"	1.87148060129691	1.93328105395585	2.06130342653918	1.86972285975527	2.69237508743638	3.10065742087181	1.52238525743797	2.12961588795534	2.87907903078045	3.35868310720685
"0a133b520b03346a629160a1e02b66b7"	6.77477736744441	4.90769614086921	7.80570350901792	4.25889108892134	7.16854512007996	3.61067139577495	8.78965295517889	4.74802711655106	9.39179069602375	3.24065610316601
"0a179124b7265fd051af45cf7bbb5a2e"	1.39134035863379	3.88154008632211	1.35768524528342	3.0774311474883	1.70454079802719	1.92109331446399	1.56415180189178	3.94607586898894	2.2467150253502	3.36134713706219
"0a2bedc2b9e2f372d7ea96ac9331bd11"	1.82276544387502	2.22596373415935	1.55576389162817	1.85866004227329	3.42514162961473	3.50112229691904	1.62622324717989	2.63039419853632	3.7310397746117	3.6725908108372
"0a3d2dbba6357dd3b8d7cc68bd934825"	1.32638094507519	3.55994578584981	1.45858907594012	3.28520376239173	2.5156518487928	4.50925838184346	1.48970380209585	3.86818481358508	3.08460968261118	4.46437251160902
"0a5a7c8b3e26ce811cf9a5a0f0698842"	1.95167492930515	0.113100980812874	3.25861178987183	0.148126858706786	6.04182894770725	0.0600032523358097	2.5135884494522	0	0.891087789087478	4.9257313675993
"0a6615421c77de34c12671148d5b177b"	1.68524892199731	3.41211367449683	1.60525015925122	3.11672367682035	2.66608693789066	3.91118585236987	1.35298353150879	3.69258737639346	3.43986570450919	4.0198972892168
"0a8072d5e752c9bb771c9801625bf602"	1.66091919769345	3.53122768039137	1.34496610326618	3.31075153938723	1.81439981037791	3.98155423022014	1.35590037786881	3.44242511177029	1.87838349690536	3.63700477929071
"0a88346680428af1533158ede0201b34"	2.61688256244724	0	2.88762186930476	0.113100980812874	3.52520456263183	0.245515424289892	2.1498825308048	0	1.84588458355934	2.40233992613104
"0aa642a7708a378ae2d52b09a6251f52"	4.48175224315054	5.41592628026341	4.22423017254454	4.73944735148636	4.65284074515144	4.71190936995355	4.0820018751515	5.34226284635793	4.72308672513213	5.27116863819536
"0ababa66302abc185f7420fe8592e464"	4.09274329334478	5.05026029425339	3.51964776253887	4.88078156377078	5.72085164699209	5.15468652103033	3.73210973392081	5.03557276205275	6.05238572102811	6.28328549669662
"0abfe6fab9f2f0326a0cf0b2819a045d"	4.64892852123724	5.57135211376895	4.35426693744692	5.22470554052424	5.23843571865811	5.21401119990242	4.41255365735909	5.42991412960802	4.93855179439153	5.12211536700987
"0ae7bfa0558543127382041ced659532"	3.56952889365724	5.48134983724947	3.77420116483784	4.73619287820354	2.71568630504166	3.30168344510725	3.26371342603723	5.43311671123149	3.35812424410857	3.53200983130898
"0b01334dee682a54a687843f4a0557ca"	0.928248946568821	3.93287233963743	0.41798309680047	3.26777607821569	1.51978887806451	3.75373417525502	0.698721614492547	3.39468706882314	2.15608308733828	3.39301734957172
"0b0887152c48ecaee3708409b923f793"	2.16220631041208	4.10330223884086	2.1167909136197	3.79475712352471	4.02067821682726	4.82939448056754	1.877153984245	4.9243686215636	4.77798311603236	5.44885908315446
"0b181d48c37772c1041becbb17b33ac1"	1.02825241182638	3.02778722965437	0.426704611100583	2.58829960606975	2.10654831101811	3.32364152365754	0.954202896944016	2.89427053666028	3.25328266219891	4.46684193538556
"0b7adfa1cd85552388da8b57c7886d6b"	1.10603798316191	2.90087529104026	0.896188019556969	2.16678885182094	1.36658642933995	2.93684707556242	0.306922041485484	2.41991024606042	1.07056940351011	2.44480141222498
"0bb191da42bbc249401f322288de381f"	0.46187512363995	0	0.381415200364034	0.0854069653261755	1.18559088734276	0	0.163900492752088	0	0.245515424289892	0
"0be9f61b9f7def51e9fa6d1b63fa43df"	1.98372854886143	2.7612404937841	1.48635670215218	2.25622294427416	1.98680802641068	2.5611405747874	1.69644053381896	2.87559773613279	1.58840220520725	2.62920322270385
"0c23f91edb5ca911f16c5ea6d2e6f7bb"	2.33709410380845	2.44951478289071	3.26121950362893	2.2683645838965	4.44639529763637	1.70172534652407	2.72641890130448	1.96417596019628	3.8450623532982	2.5611405747874
"0c641f1bb166c036145c1c358b3548c0"	3.58735891740197	4.50904863711289	3.27383927598345	4.5590436262726	2.6380854289013	4.44947100785594	2.97351094856539	4.62743106381884	3.39664771427025	4.34362228820262
"0c68649e567b8069a4e74d232b8bf5ea"	2.26263095094754	2.51681543945394	2.50057533561373	2.04712945888757	1.66438432604886	3.14284280099082	1.59431919846904	2.53701471632522	1.78031759324095	3.02018388149532
"0c69526b39e6c700505869e1bb26de49"	1.71305561256926	2.04765282637788	1.81258081312708	1.79022599570202	3.26149954026815	2.28555632975489	1.28723995726447	2.33326808715117	2.59590605546271	2.63758490881907
"0c8a4e5e6583e8f749e0fc431bc19e9b"	1.93277806493398	2.64959240544088	1.53894402155102	1.73670685612455	4.0101724235054	3.48384530818874	1.38512493375007	2.33708045658344	2.96274513126479	3.65761528355811
"0cc5c86249ec081e574cccf28c21ad70"	2.67170843313975	4.17577376979872	2.41397663539353	3.7276252949178	4.47743771847814	4.78241789254652	2.71930825736773	4.76177278597225	5.45133909506379	5.86386166039807
"0ccbc537e9ee03b714c7210425b6ddcf"	1.1104305108892	2.80418610051231	0.928248946568821	2.0924651155772	1.4052485894117	2.78196958404553	1.26071696570852	2.87793951910038	2.3521273552192	3.24005084333799
"0ccd6ae37ee2caebd21b05bdc79a677d"	3.82132962180039	4.60652481805963	3.97046633230255	4.95933270141986	2.72889542196369	3.15147967793784	3.32538038585653	4.45193467892912	3.58869883294208	3.7670476367319
"0cd52318943a4637efa5e3e02936878c"	3.87769198223243	6.81459634808171	3.93365386245422	6.84880592000398	3.78078416611454	4.44425557551792	3.96568603976273	6.65715229470777	3.59754125658713	4.16894650211817
"0cddc551cd3c2f10d16fc8fce5d9e9cd"	1.40449153369637	2.97214962597448	1.51858060386695	2.57420294907555	2.6179883579863	3.39974899993022	1.29409546126065	2.941721870114	1.90511791599694	3.15346225431988
"0ce4a8bb4c43849083fda1f51b3cd7f9"	2.80740371077163	4.11878559845435	3.311408696976	4.28506836000701	3.87982661981979	4.64493267543101	2.7245568798467	3.98862305548891	4.31386475710154	5.05283720010058
"0ce5e64a14aefbbf08f9f55bab8d3087"	1.65205381693525	2.4536477239884	2.07591282306905	2.27774819499504	2.12518182158164	3.51605822594723	1.21834749167933	2.76138683977252	2.38966696749867	3.15214097356236
"0cfa7e4119733f2ab8a1c59fc7d11cbe"	3.72928593551167	4.44030847289666	3.47347368742664	4.60149442895114	1.44247146029473	3.77594391302803	2.97695004026865	4.52322531113801	1.67022063939832	3.21491438873093
"0d08c5ce5bbbc77fcc000171f26ad75a"	1.72101953680421	3.36616104843433	2.65874720545719	3.01089449393389	2.7955098276141	4.29365649846186	1.71624807684326	3.37576042128036	3.12756685199039	4.20669953405067
"0d234f3e81378ddd0c564da070d342ca"	0.192997696791189	2.8444549201013	0.541434360070708	2.69892939942789	0.546165740211018	3.65801397854651	0.277116452346998	3.10225593749251	1.8136383709465	3.42169780465796
"0d2dbee63533ea7f83cee53a256eff67"	2.33087026898392	3.28635408324092	2.06921442252432	3.56464471339451	2.56827765867087	3.75155843487749	1.95167492930515	3.51721248507653	3.03515777342935	4.49932999975117
"0d44a1331a11189eb5b80b54e2250401"	2.77641016123191	5.17433577195743	3.17323389978941	4.88492417658717	5.56513661589462	6.55877065997486	2.4222738671323	5.84693464920164	5.47603869181675	6.73965681277874
"0d44dd70f99f6ea29c8a575ed17cb12e"	1.88121771131128	3.94607586898894	1.95167492930515	3.80072344405603	2.9801687883849	4.08572720589685	1.93452053292784	4.40364189511832	3.23397801061267	4.45935751481854
"0d5570f6ca39afa62394372bd3e733df"	3.45738450643613	2.74031563730189	3.12668472402992	2.58363837815649	4.37994198337064	3.1762643392664	3.34892395162622	3.13930236121237	3.88149083730666	3.43240830551294
"0d5e0b463b926da9fe06e368a558024f"	2.91899619711141	3.37666985961026	2.89941133310319	3.34339752684881	2.17784962904641	1.61974733701958	2.81937837481482	3.39602536313628	3.00525544331738	2.29970897967429
"0d62240701ddae50db5a78fc3050341e"	2.91526308881377	3.78072066085166	2.47617075648804	3.47281070231888	3.0464149882417	4.42090829589289	2.98753651706571	3.67319504052117	3.33895216316441	4.33468331762126
"0d74744c58d6ea67c4db89ac6fd80b89"	4.82492271427713	5.04508934422766	5.42944744394656	4.50948796198391	3.41052837885363	4.7815110607702	5.12636294482141	4.97948282230439	4.29084484632233	5.63359782185136
