"sample_088Ab"	"sample_088Ao"	"sample_088Bb"	"sample_088Bo"	"sample_088Cb"	"sample_088Co"	"sample_106Bb"	"sample_106Bo"	"sample_7_1_1"	"sample_7_1_4"	"sample_7_2_1"	"sample_7_2_4"
"00306dbb19665982fc78754ac92927bf"	2.71235306497559	3.49244367923963	2.38539039573091	3.79025890371181	2.50107496123471	4.11149063571935	2.74527381455572	3.84401231109544	3.80601905009399	2.20646418664781	1.80312877463051	4.05416308291375
"0032aede248babc5516f057b3bcd4409"	2.25322466625582	2.75603496165613	1.80035574845341	2.72455065017816	1.9887014033102	2.56914362612936	2.36306617509738	2.68391699035078	2.23174784311504	1.33401505446619	0.954688029190568	1.87113580107638
"0051ee453ff489fa79b20379bcc79b6b"	2.1607203243996	2.89879525059348	1.68838505325635	2.8171142578224	1.77951085080433	3.18000698275622	1.08961022473438	1.4901632648776	1.26128229008728	0.458082858350042	0.14614586950682	1.45688329156018
"00539cb2af8b7b06ee1279130fa2f307"	2.0005525432278	3.9033244827361	1.7887750201871	4.04497608085951	1.84813035082365	4.33977001782495	1.1939073168425	2.48216372473953	2.17011656390134	0.502997060371407	0.386686556267673	2.32828451565419
"006c80037cfc5a276d7d1b8ef20cdccd"	2.56374604644889	2.50289915947275	1.52132306904417	2.99317646725305	1.89395258087007	2.40586948585907	0.620283434036384	1.04378996756688	0	0.748421041968167	0.37842958638172	0
"00823592d773ca77be3da202ae020b29"	2.8953051243632	3.74855303559955	2.67897697428317	3.83722445641957	2.38826358208313	3.51275545273749	1.66719253739376	2.86835675176038	2.05915273371699	1.39283542166327	1.00909595872004	1.7031021930346
"0092362bbf11972deda26d5b9e919f85"	2.6528902393743	4.63534966799293	2.4404530297077	3.7683589437076	2.45992779690253	5.1480396206683	0.867087882561922	3.15765127312979	2.3878251938666	0.473279507692021	0.327402660646713	2.42919791994237
"00a550b3fa43f178639afb2a02540b16"	3.35803375878001	1.6002639601211	3.59401972284244	2.0005525432278	3.89556267443172	0.578801978775085	2.66049692167537	0.645990057253149	1.31144149621782	1.75046253555316	2.38448484452454	0.309798198016489
"00c4a692e67b1c93a289ffcae447cfcf"	2.27852393099678	4.34813939324064	1.70372211155474	4.32281815028634	1.95967215954285	4.48987560156709	2.49222811566037	4.42855597128806	3.91807793727439	3.62133990104798	2.9425329533264	4.09716125827331
"00c6a28930e3eafc29b6cf8827820e4c"	2.75048497439534	3.15357071664448	2.46072494832697	2.99337750325731	2.67778066635014	3.42486573003558	3.11075394459442	1.11771205463604	0.719367893303026	1.48743184732784	1.28834658090385	0.74267754690262
"00cee8684ccbb62fce87c20103b8aed2"	2.92378611683866	4.43234230133914	2.61223656124981	3.38966109384382	2.31359031280072	4.54353730605022	0.702473660125897	1.82492439325043	1.75986129402566	0.469494778852093	0.0782753273625249	1.72438436421783
"0112c347c6def14a99ba74cd77bfc94d"	1.8203048131103	3.89165906062277	1.64495948450118	3.970596018251	2.03072387488241	3.80943331415516	1.25440019893045	3.21952841188697	2.5110758140157	0.450397045231816	0.566798501802664	2.22261071631923
"011b116b1e264e2cde7ec36aa569ad7c"	2.38506053148464	4.61364854292991	2.08630543120116	3.96466403121759	2.14713289989905	4.60218292857425	1.06904271970194	2.29834612123475	2.43132873008648	0.65231476931877	0.273631321354119	2.67394690493955
"0127000197e26a049598b4a6d0225ba2"	3.57270939708958	0.915289689833416	2.92497841154379	0.832124526285831	2.54067475115946	0.996651776959194	1.7356352263313	0.736900873449868	0.327402660646713	1.14889023443033	1.1450457096447	0.236107159466067
"013c9c13c8d7029019462bef0627adba"	2.9474076498178	4.2149313981908	2.91681661726382	4.11078255279063	2.62465165636909	4.92344521089855	2.1439474458298	3.34790526412088	2.93821205674787	0.955638427339064	1.10634554156199	2.90474987077264
"01525c063123cb2134c64e84ad1e2118"	2.51429067947616	4.05800694229185	2.42592068464007	4.50942749266328	2.48278773981633	4.21946829263474	2.0261884333741	3.61809694646879	2.61194413800011	1.41071376566063	1.47366171640839	2.84400112263786
"0160f5a856b526939ba1062b1cc9df76"	1.91138056161224	3.42576880218575	1.61122536738821	3.08384445912122	1.66002961054623	3.76678122545621	0.566798501802664	1.81754579244194	1.47366171640839	0.370103870920096	0.207010104335413	1.40775615046087
