"sample_008Ab"	"sample_008Ao"	"sample_012Ab"	"sample_012Ao"	"sample_024Bb"	"sample_024Bo"	"sample_106Bb"	"sample_106Bo"	"sample_7_1_1"	"sample_7_1_4"	"sample_7_2_1"	"sample_7_2_4"
"00306dbb19665982fc78754ac92927bf"	1.14168003620066	3.05947180644256	1.42545103178093	2.308609330465	1.1676869397181	2.75750968410333	2.74527381455572	3.84401231109544	3.80601905009399	2.20646418664781	1.80312877463051	4.05416308291375
"0032aede248babc5516f057b3bcd4409"	1.73988091589059	2.6129883238016	1.97224948866988	2.99903007980845	1.7988335554413	2.69264379624379	2.36306617509738	2.68391699035078	2.23174784311504	1.33401505446619	0.954688029190568	1.87113580107638
"0051ee453ff489fa79b20379bcc79b6b"	1.34042318256374	2.66802233562245	1.27196737767908	2.16678885182094	0.901603399122278	2.45020995448319	1.08961022473438	1.4901632648776	1.26128229008728	0.458082858350042	0.14614586950682	1.45688329156018
"00539cb2af8b7b06ee1279130fa2f307"	1.46063247429251	3.74708282683313	0.954038499484924	3.09374706397674	1.09226716145969	3.85717942506772	1.1939073168425	2.48216372473953	2.17011656390134	0.502997060371407	0.386686556267673	2.32828451565419
"006c80037cfc5a276d7d1b8ef20cdccd"	2.60049543093496	2.11384641104977	1.46484509440062	1.82182226691346	2.15794354853774	3.83224386719806	0.620283434036384	1.04378996756688	0	0.748421041968167	0.37842958638172	0
"0092362bbf11972deda26d5b9e919f85"	1.50390293711463	3.7974463737599	1.23008197410087	3.00366075987611	0.799334354441691	3.70103625980123	0.867087882561922	3.15765127312979	2.3878251938666	0.473279507692021	0.327402660646713	2.42919791994237
"00a550b3fa43f178639afb2a02540b16"	3.59432973508601	2.46162352257293	3.86298852641627	2.916118827901	3.6901330430429	2.55371378180422	2.66049692167537	0.645990057253149	1.31144149621782	1.75046253555316	2.38448484452454	0.309798198016489
"00c4a692e67b1c93a289ffcae447cfcf"	3.11709600198271	3.82394844527772	2.50710306002508	4.21032812795133	1.99422196754317	3.59140057437899	2.49222811566037	4.42855597128806	3.91807793727439	3.62133990104798	2.9425329533264	4.09716125827331
"00cee8684ccbb62fce87c20103b8aed2"	1.03244964074383	3.86896203863665	0.706655941323986	2.7190900172501	0.917036999697315	3.15387574129798	0.702473660125897	1.82492439325043	1.75986129402566	0.469494778852093	0.0782753273625249	1.72438436421783
"0112c347c6def14a99ba74cd77bfc94d"	2.2722774204191	3.97572336290467	1.87102726134746	3.86047009839678	1.78553429967128	3.58256125780413	1.25440019893045	3.21952841188697	2.5110758140157	0.450397045231816	0.566798501802664	2.22261071631923
"011b116b1e264e2cde7ec36aa569ad7c"	1.27568956266247	3.04693072594418	1.15332614293146	3.12238496833934	0.775114189423935	2.96805450356149	1.06904271970194	2.29834612123475	2.43132873008648	0.65231476931877	0.273631321354119	2.67394690493955
"0127000197e26a049598b4a6d0225ba2"	0.724839627292435	0	0.501953381566355	0	1.31216869650197	0.564395774148579	1.7356352263313	0.736900873449868	0.327402660646713	1.14889023443033	1.1450457096447	0.236107159466067
"013c9c13c8d7029019462bef0627adba"	1.76068323293224	3.42848207905065	0.906989610239071	2.32568326440668	1.01387468832435	2.94031654623578	2.1439474458298	3.34790526412088	2.93821205674787	0.955638427339064	1.10634554156199	2.90474987077264
"01524ceb0052552ad3c425bf777b0b3a"	0.974491713162854	2.48406713082388	1.28309262473153	1.85658388699329	1.28309262473153	2.53279601153133	3.23250867385144	3.934545655596	4.1786481793143	2.50219222307099	2.02778304903657	3.63867241164635
"0160f5a856b526939ba1062b1cc9df76"	2.02454571332062	3.57662467196646	1.42069095690768	3.17878897672828	1.66974624894349	3.00629726694858	0.566798501802664	1.81754579244194	1.47366171640839	0.370103870920096	0.207010104335413	1.40775615046087
"017a60cbade7b309db182bcabe59d6a4"	5.70139561169716	4.30286707857383	5.4833421829079	4.3730693880493	5.51168634196327	4.59852067692376	3.71874913035925	3.34701658912809	3.16176098654941	3.56163781090741	2.73390279106512	3.20882589305502
"017d459400583fe36857c77a1d541f39"	3.25194051313803	4.77779811939336	3.13808607155888	4.78170888759291	2.91755854741254	4.76891432960442	2.21338933197381	3.37100652304839	3.11720693122557	1.33719865027583	0.963964082162872	3.35253885882762
"018de0ee05bc68de9383baf688539f9f"	3.70037883209861	5.06930286488208	3.50088825523123	4.98541313965668	3.49484876217693	4.76427245785292	2.55434719883018	4.18659043060404	4.31584429654249	2.40326763397008	2.07599561127554	4.38997986125506
"019f94720ba42ef1861b87fc58cdd3de"	2.76809175100447	4.34740368060868	2.33731641698011	3.46284156198351	2.78794089722258	3.62315890131879	2.04828492611418	2.31402589669891	1.10976321864564	0.327402660646713	0.166848294259004	1.52500901615062
"01ac16555e036cea2ece2a239591aae6"	1.25721525724279	2.65217779698296	1.01992200277372	2.18709001755468	1.09159480518581	2.8070362108791	1.60350836737701	2.40981351303177	2.09851534953006	0.434845900979473	0.664845437887849	2.12777386295997
"01e7154d4b5f3188595e288aeab7f7a0"	1.50979988097553	3.24054827158943	1.42709795547086	2.64372570150484	1.27196737767908	3.00233989506128	2.32236811225485	3.73564137230623	3.19751305718567	1.24747041618755	0.995768972573873	2.86007290410623
"01e9bb0d97f8ed373a8d529ffb971acc"	3.10045718575609	4.19827876892957	2.84295933378296	3.69876365164998	3.07491792654025	4.39901775676221	3.19404446265255	3.58842715122646	3.64248362124424	2.21998470056503	2.18384153368248	3.72781322706535
"01ea06c562e6b8f6bbc5be68d99c0373"	5.10391192278789	5.76453234353086	4.59476337246256	5.00967710184332	4.77555650872791	5.67750639571111	3.19652325723577	3.21419147039133	2.84611214857988	2.069903700741	1.81360575845787	2.70275286160873
"02104476719f02b32307edfdb1e6a0c4"	2.06180589963626	3.43777240607328	2.02884980739555	3.3859748703202	1.93423828780836	3.77494591025648	2.70975793572381	3.72619714661614	4.12518801393315	2.12993342514446	2.26932361114243	4.21184900733355
"022b87e073ba519506a6d0d9dac1bba1"	4.51051230339168	5.88361224898163	3.60052585857004	6.21253842813146	3.46284156198351	5.67518162526461	3.49741109255324	5.96947840091856	5.72179544591738	3.9335983742147	3.0157463980909	6.18705291759001
