"sample_008Ab"	"sample_008Ao"	"sample_012Ab"	"sample_012Ao"	"sample_024Bb"	"sample_024Bo"	"sample_106Bb"	"sample_106Bo"	"sample_7_1_1"	"sample_7_1_4"	"sample_7_2_1"	"sample_7_2_4"
"023ba7a7b10d718c663d5207c4f61f07"	1.50685575578214	3.07066463794589	0.846082836830659	1.9402714241418	1.09274343391462	2.87042723720026	0.216803495568011	0.776653881674644	0.318639168469421	0.968570039990359	0.820231271429188	0.916698648664787
"026f6d9d6a5c591d5465aaeddf6222f1"	0.825610667534697	3.16246050583047	0.983879186835169	2.69005447316274	1.10477700782788	3.33569961797863	2.07599561127554	4.17008139753384	3.86317629465999	1.89689095866138	0.968570039990359	4.52696520948507
"028a375a3a51f2d5d05b85cf4ef10890"	1.83345708028424	2.66339552400622	1.62622324717989	2.65594780755237	1.54162577218102	2.52749747899739	2.82479862766106	3.61614611364409	3.52274163137276	1.79165363029398	1.95338216389401	3.5931006645292
"02a63d174c8502c109303db99cf1e437"	2.64642874976183	3.60694925941818	2.5407837758583	3.62280141723789	2.50596973855221	4.04309526753041	2.33650911108402	3.54220362204113	3.10588672989387	1.89870547732821	1.36230899836938	3.17398974981554
"02adf979cb3500c39977fffbf7d2a048"	2.70112007283831	4.21865288784158	2.0599406362902	3.53310640506762	2.12756194835733	3.80892146287358	2.44376345184205	3.4089438937047	3.01545126585414	1.36179149001676	0.935689752482658	2.96086797365903
"02c19d40dee2d87c409a2e2f7b713d7f"	1.83981761950894	1.43979010333764	2.22020135558077	0.787297597189783	1.72576833800757	1.03299941284038	1.03092035630706	2.4565504699395	2.82766681398724	0.921526998669401	0.867087882561922	2.80522016558592
"02ccf6f06e50ce9c5e49ffe2278c9f27"	1.63281443877488	3.93808573853526	2.04371016420049	4.07188133547128	1.8195873614479	3.81839056972492	2.67332712078397	5.26419334213029	4.91432877148502	2.47869828945877	2.15586353895436	5.26558156117338
"02f7b0f943947c68160210ebf8af9e7d"	2.70428579126056	3.10583768934752	2.60318585862641	3.10285378774333	2.77806557188077	3.30556971813187	3.44974926347635	4.31713678516106	4.20734633397964	2.26371535824064	2.06377445125075	4.29427345989302
"03202b02066380ba1d7fadbf07ec658a"	3.95452735998681	3.90298115078547	3.81899600718001	3.69741504707345	3.12939368897518	3.20772650151071	2.68968729690717	2.68886500315729	2.22261071631923	1.80368721664108	2.63130053762425	2.204082121651
"03734cd02763530410103ffac1802bfc"	2.22947951794966	0.208991548400235	1.7922806234833	0.214181226751819	1.86816827715748	0	3.19364995064155	0.0406678587648651	0.216803495568011	2.05581934677661	2.03859049239552	0.154618406949549
"0381b98525605c48d762e395044ca5b2"	2.38091815960227	4.70940521247607	2.28597671095102	4.30504419655968	2.07942715058055	4.80540818274086	2.00055759435131	3.59375907940331	3.78687194401829	1.18723247411525	1.42676762193938	3.44829692833912
"03dbe23a9e8b7382924fd20ec95338af"	0.885268479311374	2.34372127815125	0.851775677127912	2.09082216106371	0.98944267574987	2.66060912650207	1.61801502362486	2.2027454205083	2.7393925251913	1.17165207146304	0.782206043352542	2.76334834868228
"03e263884fc71d9f491555f67c1f630d"	1.64694080482394	2.98298866763787	1.31574447454238	2.18491186380871	1.48900662324777	3.00233989506128	1.72921274093126	2.63130053762425	2.56836467247411	0.851711676581753	0.902072124876585	2.19198699623455
"03f86a1233871340db1328f6fc35aff1"	1.79220603616886	3.47197344010359	2.06584832105364	3.41676146384024	1.13638804812202	3.77083586794474	1.79969208930355	3.95932711358214	4.15081956666511	1.76092046454361	1.90412936170675	3.94420390095705
"03f8d34575dc20b78b31c3c1177379b9"	2.45633964509243	4.01595822620673	3.03207124120066	4.3169047549767	2.27992842832299	4.11075130029584	3.10394105699794	4.00714115563065	3.10061774544292	2.31858423883583	1.73001094612663	3.52078059689585
"040ffbbb2858152fe7b1bfe2be12eebb"	0.756556157752879	2.92971319025832	0.345329325123889	2.99570927328949	1.43346416559628	3.10821841652186	0.559907174049794	1.20485191779243	0.68944533718473	0.273631321354119	0.135631685464559	0.921526998669401
"041c4b843dce3deada3d6b1daf849177"	0.0890497148335058	2.97826103645446	0.460849356454254	2.58629792341684	0.363993597142208	2.82412837690315	0.695501906016622	3.76747480718263	3.50870813390347	0.327402660646713	0.226501905723844	3.37017444142683
"042f95fd86a3be60cda5e0a13e76be0c"	3.04122605824854	3.70136481164435	3.34433686462302	3.57513500238805	3.88973649584891	4.120947219434	4.72326846084027	3.60961571379987	3.14469846569187	3.81099431607073	4.13409197959108	3.1850695789956
"04356242a8d119e65547c999cf90c0a1"	4.31703475665833	4.31859000886342	2.93751173251761	3.54368953430052	3.50594925094489	4.29121774005769	6.74166531031883	6.51545716183339	5.86014207017473	5.91799884365555	5.51314602475144	5.98911383635112
"04731e32cb646050ab7f27f284c04106"	1.65150406155596	3.77771876556647	1.43102177987471	0.709729852874161	1.33518438622988	0.348167764622536	1.1998897084055	2.47382351247519	1.32204208995919	0.452003273893997	0.968621051466462	2.89874550533036
"0495aca4ee75b03118200f39e55de807"	3.51760732691308	5.29373106552926	2.89794522885077	4.88280972558623	2.65220304483522	5.43468514220735	1.88041040418543	3.56266834556909	3.87856466586429	1.05649605420276	1.41660288225198	3.61223299349217
"04b93fa3ee523f9634c9c795a5f49e4b"	1.48655385009557	3.19535901531452	1.32270086714661	2.80665361041941	1.45542880571348	3.00687597383996	1.28164886755061	2.34814241811837	4.67658764910909	1.84661138254698	1.89870547732821	3.46576418364982
"04bd54b9e03f729a1a5670b1416e260b"	2.74099807595045	2.97961407042341	2.60613670061847	3.3734832003941	2.15913957457523	2.83434329365794	2.38448484452454	3.40453912514585	4.14258687793727	2.97085257471408	2.47709328815544	3.69677420836986
"04c1a513f665c225f7ed173aa4fa12bf"	1.43979010333764	3.38029936464565	0.373196704877903	2.99969291982935	0.750292816540479	3.54984738906351	1.66585227488055	3.52289932159308	2.91540310721069	1.43633588668498	1.32468146208513	2.8825204935623
"04ef5fcaf6bf35657ee641e7ab693ee9"	3.50609313933672	4.35306926278684	2.93184287502408	3.3191413430418	3.5387005430271	4.69946275729538	2.55528783489924	3.10371589585748	3.03919948639737	1.72274874043881	2.01495435255809	2.17837412990621
"04f27efead94a16b3e810b74f86514f0"	2.44098436822947	4.03674210863462	1.9402714241418	3.33300615305938	2.32957603800363	4.50155043210273	4.2467776908109	4.6624077335246	4.53292334055709	3.76924389931665	3.90733105282702	4.39485304055832
"05114c017775551aa7d1fa1a490e42d9"	0.616006923365579	2.18191407863878	0.705315347225782	1.82705582548918	0.40918484795657	2.165263670127	0.264381459330454	1.88225504711188	2.2687366433567	0	0	2.15339401067214
"05425468abc7b6696e6644b43e20a070"	2.2568484753832	2.960906563656	1.95146893167524	2.47225088837964	2.33311123839745	2.66812278849652	2.64040070062328	2.05199576193108	2.07428514003629	1.90526278568756	1.97945840737019	2.24812141997911
"0575b5bcc7abd6f7a59549c280abbd34"	2.25846809256593	0	3.08110276335762	0.363993597142208	1.75379709736452	0	3.56306260642636	0.751399252782819	0.391103021676271	1.9789521887406	1.19529084847741	0.0782753273625249
"058b63372cbe61fbfecc853d367548c1"	0.564395774148579	2.05738315958075	0.969457969333098	2.58729926558489	0.306922041485484	2.8444549201013	1.29830978345134	2.18384153368248	1.62994519336437	1.04378996756688	0.419049093262551	2.11032167931102
"05c4489613b115ee4ec2ef8199067913"	1.32992108015891	3.6309433556027	1.26823128625619	3.9404015969318	1.16168880409597	4.23990134867592	1.72039465316229	3.25046134661373	2.32912879394342	0.514462337094419	0.626484013752523	2.76763269876057
"05d75b81fb54d3ff766fc90129feed63"	1.21319259106857	3.33928938177677	1.28156024103535	3.2061749282173	0.695402865099614	3.31606894098247	1.69201832049743	3.50979465336885	3.55681455708748	0.707506096138806	0.748421041968167	3.24012191966764
"05e856ee9d148f9da62ea0b0ccf6db24"	2.92544016556756	3.52625463665729	2.97690616930394	3.63516401818216	2.92829087647938	3.52781887247451	3.54290424304976	3.08174435975218	2.76258447118295	3.15041838144263	2.13638705091276	2.81396906085696
"06094dd96a7550292ac7a15406ee3eb7"	2.40320659725467	0.92297633335255	2.4604880100803	0.630276600967509	2.38376868806952	1.81845657554291	1.76920876943714	0.645990057253149	0.991286880910561	1.55357418953179	1.17912565479535	0.759810006264008
"06122d6c188a53fa3820d7ba9c64b053"	2.11240880442977	2.29524146737141	1.93646683836128	1.84662231815029	2.25947789116596	2.42852611260144	1.98713434839465	1.37463161492011	1.56122513154686	1.69201832049743	1.58631359442664	1.95851818976271
"062dc7bf1a892776a0d4259124cbb2fd"	3.08344177017508	3.58124197448263	3.16953944013333	3.56560543327048	3.23398822684499	4.07578577277133	3.43737291809581	3.54709769202561	3.28371573808262	3.47517651218282	2.9977884082595	3.23346350538696
"06308be651a239379c2200605a63c9b6"	2.09901007295023	0	2.15913957457523	0	2.54852521664737	0	4.0513198180023	4.66693331383273	4.38294288057956	4.01016068864306	3.46345604668837	4.48949984612531
"067925bf2c68cfbf03151580d443463a"	1.65463780477758	2.79653722194277	1.40793847868534	2.32892869304105	1.426796796839	3.05178883305474	2.16191168615572	3.46680307195946	3.34959980074249	1.64713628693708	1.4337318526067	3.15744442624473
"06850915424790786904937314f04f24"	2.79957367855015	4.17125571108654	2.86139693186	3.92787474932844	2.16639868251017	3.85755388646557	3.18415816417804	3.00983335651177	2.42027799199069	1.48076078601373	1.93701777437489	2.34626598830562
"0691bcbf69519fb5dba78151aa18c728"	2.52105339031302	4.41101410403056	2.21092832210554	3.67032194202469	2.26962392748209	4.2991079238616	2.58499666757999	4.09510058963347	3.54904670699252	1.79303320074642	1.45927232702686	3.51204822498498
"06bde0cecfbcada397af9c0bf5f83820"	1.55802893103806	2.74163737579214	1.35028548608546	2.9789066649919	1.06775366008777	2.93813442276777	1.21547077928678	2.01552395626233	1.72374549290316	0.825533253106846	0.458082858350042	1.92860562484799
"06da80a2c361f6c3363b72be33e8e8d4"	1.68427445756062	2.26642674860726	1.50690337435875	2.06866225807841	1.52245336420939	2.51799891530688	2.96727366981203	2.53763979899166	2.09920521279335	1.89787076694395	1.95034730846214	1.60215646052269
"06f154fee6b1d89c4fb222e23f2b939c"	3.7836247016468	4.7370095228934	3.4145758232229	5.39326598099549	2.14210232440707	3.9339142343903	3.55370156389874	4.58555801855328	4.69257616427905	3.1850695789956	3.03745945826596	4.64008896677743
"0723628f526fba7f82f84bebd97bad25"	0.136587343446669	1.34042318256374	0.170813930652351	1.43663213664466	0.136587343446669	1.63922193203076	0.327402660646713	3.67215373078998	3.73013907286274	0.15655065472505	0.236107159466067	3.93003805556771
"073587e420e91ec5e53de8257bfaba94"	2.62437017822691	3.56912971372156	3.0246760452384	3.19686947621692	2.90569644196014	4.30298671782781	3.14208764879005	3.45205287189412	2.82551644584491	1.61320281628096	1.72706271334981	3.02519374096157
"0760f91983ac07c0e8e9f3efab81a287"	1.367901240003	3.21041372205412	1.16584405476335	2.10063964093039	1.41100282724313	3.00629726694858	0.255045237925484	0.882231236691572	0.945325124792503	0.226501905723844	0.0924333183310872	0.524719653155948
"07d44546198c8221cf2a9765f78709b8"	0.879763667589162	0	1.18636519621154	0	1.62360311061745	0	2.79408360218255	0.622035548536212	0.624310863920072	3.27028505749177	2.7803191248118	0.319314372917983
"0808113a681a013933c03815ed511b06"	4.16016608672947	3.23302631243452	4.4223427299584	2.59142016376521	4.04046791201073	3.17727899043297	4.11108531011617	1.43290169433563	1.16718172620254	2.07158760618372	2.18596225353287	1.34212025142947
"08278cb30c0ecfa025df1080741366fe"	1.96854000845469	2.83590559903618	1.94408705966585	2.64938524122676	1.75609774867397	2.95289392464017	3.27871142961016	3.53163497258047	3.38176104727254	2.46275774713925	2.03571820692285	3.32200030245517
"082b8027abcaeb2baea3b91658963091"	3.17106043036684	3.16743348654333	3.3466861831691	2.54575545834884	3.21326660473503	3.39102231799709	3.36558557523075	2.40545435806244	2.3955762222417	2.39667862389024	2.55151997016526	1.94649283640292
"0834e59536ad310cbadacdf155bdda3b"	1.01129497401542	2.98834503498087	0.742989434791528	2.30216132018625	0.779386419852787	3.05866804288995	1.25784716489452	2.53150234437735	2.45758769554635	0.748421041968167	0.74267754690262	2.5140195597541
"08d7a738a4756ac72191feaf26591930"	1.92097175626346	3.86494292822614	1.7186366526748	3.53327450902203	1.59161400617758	3.830321289027	4.01370285574015	3.46311277791386	2.87110285481054	3.6297226919642	3.54953577425482	2.96712264320625
"08ffb091e6fb80698e54de15a34c082d"	3.33300615305938	4.69143952940556	3.5653976801998	4.8438597494251	3.38796859922137	4.89443408169754	2.67894437291909	2.95016361475945	2.62166917085687	1.46530769301408	1.6740245574137	2.57760167061878
"09092441bfed8bc0bf33e10aed6db4b6"	1.62097609090064	2.79771965338868	1.15751621525096	1.85866004227329	0.917675772262734	2.16067411810178	0.877208889077939	1.36230899836938	1.6393879002885	0.664845437887849	0.531856907719062	1.72274874043881
"0974d5a60d20f55cae8db1bb4d3ae6a9"	2.41309368581868	2.50009883611624	2.33581926650907	2.40141444720305	2.69005977794375	2.40485388630592	4.39551870595528	5.07615171193695	4.66194179447294	4.14527473652287	3.67767757164668	4.78226808152193
"0977ec1ec766483e434b5ced6346bd40"	3.45656712270618	0.92297633335255	2.88539578715152	0.345329325123889	2.38376868806952	1.31574447454238	3.00860185409992	0.626772307693485	0.327402660646713	1.92022670646927	1.49288724210354	0.318639168469421
"09947d9e52474a7c0a88c03dd1c4cdc5"	2.89427053666028	1.98329607562106	3.63235222338895	1.8461379578391	2.67170843313975	1.77431485962168	3.6478580907627	1.17912565479535	0.488248671587006	3.03338757940404	2.86698086714262	0.135631685464559
"09b2d834bd6ac6da3f312992a5ada13a"	1.9005223102413	3.70385229938935	1.62175381975745	3.37366521724621	1.61277601948682	3.36582292967012	2.60209234702784	4.85449132820921	4.1676793980016	1.44598479709058	1.38820252877353	4.22233801120108
"09c649de9578b51089151c3f67c6d1f1"	4.09580191643206	5.04902360962069	3.48470116980369	5.00183333694287	3.8774165501939	4.98322757727733	3.97604336109117	3.79343156810317	2.92319760157577	2.34234268123487	1.92376897520369	3.07225826636662
"09d19cff22a275f6b41de4a94d82edbc"	4.48766862559329	3.46866070308719	3.70711512605362	2.65223808436058	4.47668992013092	2.9379178197426	4.52781578430624	3.53131243892538	3.51263021349051	4.39375051760732	4.74709758580868	2.42926196007665
"09d91bd09f3acddc13ab643e76870fa7"	2.74869265950682	2.13897321350279	2.84522851893689	1.68959015257028	3.06198596357311	1.82061333050046	0.892200887582466	0.419049093262551	0	1.0265934148793	1.03951847373538	0.517531091780994
"09fcb9ad80345395a0bea7730d6fe7e8"	1.87148060129691	1.93328105395585	2.06130342653918	1.86972285975527	1.52238525743797	2.12961588795534	2.43663597566025	2.00522365964009	1.42537203519742	0.502997060371407	1.24747041618755	1.5788529238434
"0a133b520b03346a629160a1e02b66b7"	6.77477736744441	4.90769614086921	7.80570350901792	4.25889108892134	8.78965295517889	4.74802711655106	7.90044774931554	4.63045725599997	3.62747269056689	6.58064662685468	6.65507041064852	4.08399813876795
"0a179124b7265fd051af45cf7bbb5a2e"	1.39134035863379	3.88154008632211	1.35768524528342	3.0774311474883	1.56415180189178	3.94607586898894	4.76405340679946	4.89129661154846	4.25364837041872	3.44435345011132	3.93193846949527	4.28614617979363
"0a2bedc2b9e2f372d7ea96ac9331bd11"	1.82276544387502	2.22596373415935	1.55576389162817	1.85866004227329	1.62622324717989	2.63039419853632	2.14066598356824	2.08205063503366	1.0606957913222	1.45688329156018	1.05649605420276	0.719367893303026
"0a3d2dbba6357dd3b8d7cc68bd934825"	1.32638094507519	3.55994578584981	1.45858907594012	3.28520376239173	1.48970380209585	3.86818481358508	3.39929741119417	4.47580700855797	3.99270812209745	2.77246965265128	2.26245608746811	4.23926614176117
"0a482fc1bd46974488a8258ac09ef7ae"	1.35536672412713	2.34903106755119	1.30127165744507	1.59641771229746	1.37100449847593	2.20584300312947	1.79768852425836	1.6393879002885	0.950017534948856	0.593898505053564	0.2827964070012	0.633219347180054
"0a5a7c8b3e26ce811cf9a5a0f0698842"	1.95167492930515	0.113100980812874	3.25861178987183	0.148126858706786	2.5135884494522	0	4.91181640931292	0.73109063605915	0.0813357175297303	1.05227860487871	0.207010104335413	0.344702560113685
"0a6615421c77de34c12671148d5b177b"	1.68524892199731	3.41211367449683	1.60525015925122	3.11672367682035	1.35298353150879	3.69258737639346	2.46172587296446	3.36975814083701	3.24012191966764	1.75046253555316	1.59862567024205	3.36767403432027
"0a8072d5e752c9bb771c9801625bf602"	1.66091919769345	3.53122768039137	1.34496610326618	3.31075153938723	1.35590037786881	3.44242511177029	2.26245608746811	4.02349595205962	3.81393619434855	2.05915273371699	1.81360575845787	3.93926864894279
"0aa642a7708a378ae2d52b09a6251f52"	4.48175224315054	5.41592628026341	4.22423017254454	4.73944735148636	4.0820018751515	5.34226284635793	4.40518906274197	3.94032057210035	3.9562291348983	4.24717151144131	3.34695096048957	3.8677017755577
"0ababa66302abc185f7420fe8592e464"	4.09274329334478	5.05026029425339	3.51964776253887	4.88078156377078	3.73210973392081	5.03557276205275	2.63738164071821	3.88056536152731	3.37225334874455	1.63467769237428	1.48194652789455	3.18906836371359
"0abfe6fab9f2f0326a0cf0b2819a045d"	4.64892852123724	5.57135211376895	4.35426693744692	5.22470554052424	4.41255365735909	5.42991412960802	4.2777843824153	4.40280703134677	4.75388165724667	3.73794910303339	2.70518376345902	4.79926005706515
"0ae7bfa0558543127382041ced659532"	3.56952889365724	5.48134983724947	3.77420116483784	4.73619287820354	3.26371342603723	5.43311671123149	4.75440313643882	5.19589284220211	5.41976552188455	4.0747826359551	4.15519543295212	5.21797580588906
"0b0887152c48ecaee3708409b923f793"	2.16220631041208	4.10330223884086	2.1167909136197	3.79475712352471	1.877153984245	4.9243686215636	4.3087055931936	5.1299300457932	4.60535916812984	3.4830149748326	3.18956708935736	4.65009182945195
"0b181d48c37772c1041becbb17b33ac1"	1.02825241182638	3.02778722965437	0.426704611100583	2.58829960606975	0.954202896944016	2.89427053666028	1.63231424243507	3.04900286180695	1.54844084626888	1.01349910896156	0.495650055104257	2.09106497706321
"0b7adfa1cd85552388da8b57c7886d6b"	1.10603798316191	2.90087529104026	0.896188019556969	2.16678885182094	0.306922041485484	2.41991024606042	0.793218734284161	2.00359263189632	1.95338216389401	0.370103870920096	0.426978689188451	1.79969208930355
"0bb191da42bbc249401f322288de381f"	0.46187512363995	0	0.381415200364034	0.0854069653261755	0.163900492752088	0	0.15655065472505	0	0	0.0924333183310872	0.207010104335413	0
"0be9f61b9f7def51e9fa6d1b63fa43df"	1.98372854886143	2.7612404937841	1.48635670215218	2.25622294427416	1.69644053381896	2.87559773613279	2.98563471436326	3.42168392536098	2.93355629275224	1.90412936170675	1.4195344857676	2.83834983555062
"0c23f91edb5ca911f16c5ea6d2e6f7bb"	2.33709410380845	2.44951478289071	3.26121950362893	2.2683645838965	2.72641890130448	1.96417596019628	2.88808477567181	1.51993468921656	0.668424348038348	0.893906126406674	2.12325272959941	0.727047344819195
"0c641f1bb166c036145c1c358b3548c0"	3.58735891740197	4.50904863711289	3.27383927598345	4.5590436262726	2.97351094856539	4.62743106381884	3.52309888772747	3.32200030245517	2.98195961440262	2.15198775921515	2.00195893955442	3.16636431507327
"0c68649e567b8069a4e74d232b8bf5ea"	2.26263095094754	2.51681543945394	2.50057533561373	2.04712945888757	1.59431919846904	2.53701471632522	1.29830978345134	2.07751280786802	2.50020732843815	0.719367893303026	0.273631321354119	1.69646662260684
"0c69526b39e6c700505869e1bb26de49"	1.71305561256926	2.04765282637788	1.81258081312708	1.79022599570202	1.28723995726447	2.33326808715117	3.09425776269196	2.96441135435033	3.01391765021527	3.09049325675232	2.22479109200537	2.10021533797604
"0c8a4e5e6583e8f749e0fc431bc19e9b"	1.93277806493398	2.64959240544088	1.53894402155102	1.73670685612455	1.38512493375007	2.33708045658344	4.45619065436405	4.60014141287704	4.42014355377443	3.05472497627922	2.84047281258939	4.53257798754567
"0c8f6e3274d9d3dff5e25b844ec01305"	1.89130536268789	0.136587343446669	2.18191407863878	0.101147654004846	1.62883653656336	0	2.3259221530918	1.17165207146304	0	0.851711676581753	1.01349910896156	0.370103870920096
"0cc5c86249ec081e574cccf28c21ad70"	2.67170843313975	4.17577376979872	2.41397663539353	3.7276252949178	2.71930825736773	4.76177278597225	5.01120299958766	5.41153042016995	4.98488915507508	3.92694215932742	3.84314794842937	5.01120299958766
"0ccd6ae37ee2caebd21b05bdc79a677d"	3.82132962180039	4.60652481805963	3.97046633230255	4.95933270141986	3.32538038585653	4.45193467892912	3.01098904486995	3.80562317208898	3.61516926821739	2.3955762222417	2.21471189019376	3.51592939731655
"0cd52318943a4637efa5e3e02936878c"	3.87769198223243	6.81459634808171	3.93365386245422	6.84880592000398	3.96568603976273	6.65715229470777	2.58467730803113	3.18997936358646	2.84160126432515	1.49161412930093	1.88680843055708	2.84163216094868
"0cddc551cd3c2f10d16fc8fce5d9e9cd"	1.40449153369637	2.97214962597448	1.51858060386695	2.57420294907555	1.29409546126065	2.941721870114	2.88065526081286	3.16585387932908	3.51412896432482	2.1714975688317	1.66490478531386	3.0467048165063
"0ce4a8bb4c43849083fda1f51b3cd7f9"	2.80740371077163	4.11878559845435	3.311408696976	4.28506836000701	2.7245568798467	3.98862305548891	2.90480761328582	3.7318799140544	3.78164127597426	2.46378855764721	2.4565504699395	3.63452714359847
"0ce5e64a14aefbbf08f9f55bab8d3087"	1.65205381693525	2.4536477239884	2.07591282306905	2.27774819499504	1.21834749167933	2.76138683977252	3.0949851253479	3.9371460619496	3.43737291809581	2.07902770606169	1.97545022712711	3.37017444142683
