"sample_040Bb"	"sample_040Bo"	"sample_040Db"	"sample_040Do"	"sample_16_1_1"	"sample_16_1_4"	"sample_16_2_1"	"sample_16_2_4"	"sample_18_0_14"	"sample_18_0_17"
"01ea06c562e6b8f6bbc5be68d99c0373"	4.77195923553255	5.35621356371448	4.78473962584667	5.19114020178199	5.0468400664328	4.81424030549847	5.17228830946525	4.41054790857773	4.84525030057366	5.38846972216223
"0202a0b2dfad6a6e5b225afdddaf5729"	1.24216556043483	0.243356031346463	1.00498546554687	0.216821154564469	0.427237036886744	0.150887647637745	0	0.465141829828828	0	1.02576440540957
"02104476719f02b32307edfdb1e6a0c4"	2.32419001674643	3.95031444078268	2.11801300565494	4.30918439959845	4.92402920224024	2.73381099095554	5.06457882350648	3.13040598847989	4.31053063296881	3.43268958875234
"02266378f920e88e1dac1ed916c48ff6"	2.42957010474853	3.98599439682657	2.74163325761925	3.76043470656365	4.59707139916886	1.92401066775368	4.39915134130375	2.52369858513178	4.50437478985316	2.837053021873
"022b87e073ba519506a6d0d9dac1bba1"	3.87211517626472	5.79241068275857	3.542416233244	5.31437278574274	6.71442971961789	4.28335712864629	6.97971557052	4.36114185806529	6.85243980118597	5.74862071326019
"02556710e6071f6303dfb662fc79f6b6"	1.32289268276851	2.9151651288356	1.78817928762172	3.68884118358684	4.04402475875075	1.66091550983681	2.98061751899205	1.25761404014045	3.58569992148892	3.11013886186939
"026f6d9d6a5c591d5465aaeddf6222f1"	1.53833300860698	3.5733117412422	1.80355192525492	3.16983938672706	4.17037662260648	1.72886901150983	3.85866450628833	1.34618877658338	3.83747149309463	2.62413984876645
"028a375a3a51f2d5d05b85cf4ef10890"	2.35318314575714	3.25745017532796	2.81828481900126	3.31671734358368	3.90966024935685	2.03222007315161	4.10472889534691	2.92480360211415	3.71389396610865	2.65392482999312
"02a63d174c8502c109303db99cf1e437"	3.36607550812358	4.59638310850984	3.27052270191658	4.32077529899534	4.72993946315186	3.44670336515838	4.29634553610779	3.20758075505875	4.25100889695412	4.04280222531174
"02adf979cb3500c39977fffbf7d2a048"	2.99032539265072	3.85153728995448	2.97135067583936	3.60118022779063	3.78811774616292	2.55042643707852	3.8790776576497	2.26544442625633	4.44189764636657	3.23082301134941
"02c00510d4deae8d414f84d4af078919"	1.98502096606034	2.91514566799481	1.67246904803673	2.48256223713231	0.988754266967805	0.878202497224955	0	0.528202959477528	1.25419052048655	1.48314880248377
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.26535434841576	5.53818025750782	2.80413464363028	5.55638073383077	6.01101834933212	2.74718860317572	6.08949190929917	3.0211225939092	5.85449665299488	4.0399002869338
"02db2ad8ae83f16a31add624ea4ad90e"	3.52141301171573	3.80713348994343	3.2784382356794	3.57381927062879	5.25624721840803	3.57984915748381	4.60835159991979	3.94537545704264	3.51894189805816	2.81828481900126
"02f7b0f943947c68160210ebf8af9e7d"	2.5408142817263	3.86513892352917	2.65627257892057	3.88111214957391	4.2093167308395	2.70870545684233	4.39818136583241	2.94015186299597	4.0279091319784	3.16949648717013
"02fd2fc743a4623995fcdfc706ba981b"	0.702453739880245	0.607044481506534	0.501562856486806	0.702453739880245	1.48282652127474	0.111942010031374	0	1.12740898828547	0.262825696452914	0.394943280648582
"032a5e85e8531d19bb559affe7d45f99"	1.15929965361419	0.491398126099892	2.26007417304183	0.312911126497556	1.04237486235363	2.23702097944966	0	2.30278987202539	0	2.61436935987125
"03301869149c66370d4f5cfd7c5c79f7"	1.75663302975248	3.29961121565831	1.65666495079678	3.23535528951198	3.16537369279384	0.932094787291107	3.41411064542382	1.19238492341925	3.71917342294749	2.5005339056737
"03355cd11fa9d7ee1d42bfd508147739"	2.8552839286289	2.13322317389674	2.77173942025994	2.14185269188327	1.79929777631917	2.10060489388527	1.46862512084882	1.97369495136238	2.69879498109726	2.60961301295317
"03734cd02763530410103ffac1802bfc"	3.35747076950666	1.34398890591177	3.38068314583947	1.56272105466155	0	3.45935559183544	0	1.59102625329302	1.00160411784012	3.3582045697683
"0381b98525605c48d762e395044ca5b2"	3.02784546282565	3.90535028578504	3.18243254718854	3.72042737477053	4.69442115488517	2.55868593697836	4.72456665713492	2.5307946703015	4.36379984227434	3.71886872519578
"039544c0752df4a57b038dd86e16eba6"	1.06520000525978	2.07106613188814	1.14438616373218	1.6094071338868	2.64430766530646	1.26599842076153	2.32764349233482	1.60301895493584	2.84053210571074	1.31215366998146
"039c7e0354d3997945bfb6b56867ef87"	1.09994473390189	3.20872043299146	0.826759819883865	3.00178889513652	3.44276842414089	1.53956916111075	2.42993424162884	0.838545395506943	3.74160235113251	2.33556522028864
"03dbe23a9e8b7382924fd20ec95338af"	2.02328115905278	3.13812986997429	2.15158776944212	3.39419962101382	2.99881069749362	1.95827261398138	2.42842189607886	1.46553618092973	3.71389396610865	2.56551073831935
"03e263884fc71d9f491555f67c1f630d"	2.82875392325567	3.77300158701451	2.59150197082991	4.06096988441494	4.26604974195891	2.64850696937269	4.59018157589475	2.93840226852253	3.32659949719087	3.0146189967138
"03f86a1233871340db1328f6fc35aff1"	1.89066545731287	3.68747459364064	1.88790112144404	3.5893578500385	4.26604974195891	2.21140073028907	4.05768462348548	2.33196601533823	3.61156944873479	2.42246841762399
"03f8d34575dc20b78b31c3c1177379b9"	4.46886693325215	5.52584799573757	4.22003315104375	5.33632771281977	5.2153497479901	3.52556497295472	5.31836253305665	2.83960043252224	5.5078267095674	4.31755157386448
"040ffbbb2858152fe7b1bfe2be12eebb"	1.75951172167793	3.12720780434203	1.43262913232537	3.25164887335695	3.4386542324321	1.99292567826671	3.71947432139644	1.50608027855767	3.42836497773307	2.14182931411465
"041c4b843dce3deada3d6b1daf849177"	1.58056507486498	3.83781656688831	1.03090430564403	3.27654832876343	4.27081852735122	1.10314068664627	4.58566250239174	0.890432059700478	4.31478178807226	2.46568135580287
"04270753eac3e84e5b3f45e5131fd1e7"	4.28210270286552	4.72582199167488	3.88832030271528	4.17250087638905	4.353172993248	3.29581227310933	3.79980583655781	3.25723932456514	3.97539209304481	3.71022256092869
"042f95fd86a3be60cda5e0a13e76be0c"	4.24425483564907	4.66871477583957	4.22904589519944	4.87743451348023	4.01486296544444	2.60893604705047	2.98272434427057	2.720110246606	4.88705498668577	5.30612183232228
"04356242a8d119e65547c999cf90c0a1"	7.51415012172618	8.13240985345667	7.38581022174193	7.44318035978014	5.59511682872916	4.82994588670689	4.28534460388476	4.0858600241903	7.6890772428454	7.52903753909669
"04731e32cb646050ab7f27f284c04106"	3.84427079257732	4.71226070432795	3.34361064080917	4.84222453198652	0.596192461709623	2.90257727812968	0	3.61388618695298	3.17159971394148	1.1851568900683
"0495aca4ee75b03118200f39e55de807"	4.10460837528772	5.88112778154203	3.93083887152579	5.82626998246532	4.72587976181195	2.11439257578946	4.41306293710726	2.09271308387308	4.67309328547296	3.77624451854879
"0496149b2d1f183353cbf9189b7049e2"	2.01885520038069	3.50749545767289	1.77943381953742	3.44448672976055	4.42146028188587	2.06117293217649	3.82854213069284	2.14432226988289	3.64870048197714	2.89779965816933
"04b93fa3ee523f9634c9c795a5f49e4b"	2.32255437306955	3.81120548804221	2.04079166556808	3.5863870437294	3.47872406526155	3.00804614567527	3.46954775345704	3.42428988549275	4.3127703356358	3.17718678790859
"04bd54b9e03f729a1a5670b1416e260b"	2.88854787340738	3.42890657799667	2.76819156891533	3.09370708189851	2.5858203429699	2.08538086890509	2.76878487176501	1.74451306285115	4.11692926367106	3.18135670318667
"04c1a513f665c225f7ed173aa4fa12bf"	2.26001442351164	3.71274379424222	1.67707549294725	3.9422488002174	5.1523572621915	3.12911110454158	5.15629005415874	3.57155909265734	3.79713381456387	3.1869955472884
"04ca9aedc6db942a0474cdc0a762451a"	0.406131552651325	1.17489408682527	0.677322630212974	1.54913573862572	2.65268871300022	1.62366620844473	1.904361104584	1.46929177626596	2.08119001221395	1.49445345709616
"04d5efa38f3a410566bdc4ede3702fb5"	0.394943280648582	1.35817776839406	0.481129012029154	1.06025253811348	3.67506400882022	2.6814812860234	3.82305477687094	2.32185090956646	2.7480718754517	1.77661198989784
"04eea75f54ae1103d2c566b1e826e22d"	1.80172630159524	2.81728719350596	2.22820631494495	3.25745017532796	2.69457258468514	2.59470395830774	2.13386083254529	2.67026857995912	3.30145807440464	3.74634379337615
"04ef5fcaf6bf35657ee641e7ab693ee9"	4.97221942112198	3.80921305098154	5.19155159119988	4.48136230007685	5.11197612563793	4.82320946865892	4.76487060320923	4.2880442804189	3.54768940686702	4.10038149374121
"04f27efead94a16b3e810b74f86514f0"	4.72537783544693	5.46927585754858	4.29857572985567	5.01672272801625	5.07091826069245	3.73337808949927	4.8395054359534	3.92248944070028	5.40060406285989	4.91402526986007
"05114c017775551aa7d1fa1a490e42d9"	0.781936143374005	2.28926679690786	0.560472563655404	2.65509939344731	2.88457299948159	0.767363257792956	1.85847909050081	0.699362884983915	2.66095160542375	1.1851568900683
"053a96fa26931ff81216a8112d9a7fac"	0.917490012449637	2.8142883315435	0.834038919257427	3.02638271275275	0.725629859444872	0.603843724216785	0	1.32673595194669	2.19528937270171	1.06025253811348
"05425468abc7b6696e6644b43e20a070"	4.174558024547	3.08458071211226	4.6774527073055	2.94808495608642	4.63093409589428	4.63586310119548	4.63677774293067	4.32065886180169	3.34361064080917	3.33650951603992
"0549263621823272726d268903d15338"	0.262825696452914	0.249902320614901	0	0	0	0.753892265708617	0	1.09821554330841	0.223543471335537	0.819427346470275
"0575b5bcc7abd6f7a59549c280abbd34"	3.27124877955644	0.284081101533432	3.59505199660981	0.580886768400243	0.957213043546916	2.19704096815839	0.795513126646511	1.7004862597086	0.347073340446514	2.07282819272316
"058b63372cbe61fbfecc853d367548c1"	1.71543622465645	3.38065448043083	2.17272694573582	3.11764454992722	3.45140806023263	2.07984620979065	3.73691223630394	1.83356178307826	4.21187126873268	2.67600898689075
"059e24b38a4bff0d4f11ed6166a3437c"	1.29617816917678	2.01663485338702	0.812040710500356	0.883560907251236	2.19669554853627	0.259375186236246	3.00070687965799	0.781377813954305	0.449673362772485	1.06602022406745
"05c4489613b115ee4ec2ef8199067913"	1.94761957053934	3.99756957061917	1.65450667659212	3.42936855635285	3.96107723415012	1.96689861613133	3.87798193260971	1.71697153787187	3.84093424723197	2.72876037646361
"05c91f47ed9f3d030a1ff1f59465f00c"	2.15546464308799	3.52878992417507	1.73034495219318	3.01416140902236	2.17506553587564	0.890432059700478	2.32185090956646	1.35003434078699	2.73189692757649	1.41655679924678
"05d75b81fb54d3ff766fc90129feed63"	1.57820243937177	3.68472031444853	1.43830883913272	3.63557380162122	3.81873206741098	0.95827240241259	3.79507425369402	0.99915990937788	3.92244146293447	2.54407994385158
"05e856ee9d148f9da62ea0b0ccf6db24"	4.86166572466184	4.76742593085583	4.61030995471795	4.57582891008598	4.09536294349582	3.61592868906081	3.99809203521475	3.05308462969703	4.38337447592762	4.37099854825077
"06094dd96a7550292ac7a15406ee3eb7"	2.36893447353558	0.766537037787997	2.89779965816933	0.249902320614901	0.808128071651538	3.15847728749275	0.932094787291107	2.5448375408328	1.07745674659532	2.33232834424324
"060f5656d8e6b35f013adc46dccda6cb"	2.37826753929829	3.07305436061631	2.22279485344775	3.13668046857492	3.87293034807537	2.05739606607874	3.82208328684657	2.14432226988289	4.40339421326534	3.53367780554579
"06122d6c188a53fa3820d7ba9c64b053"	2.67600898689075	2.71324335994685	2.9782757919045	3.00427567455129	3.79980583655781	3.04817936206503	2.90492073965132	2.83700086820485	3.69581534511505	3.43860555572256
"062dc7bf1a892776a0d4259124cbb2fd"	5.02947732945274	4.44580158311401	6.90185349768123	4.39085133223954	5.01354411271171	4.61497117895824	4.65506252349366	4.49484945544585	4.32654563671437	4.32433660896514
"06308be651a239379c2200605a63c9b6"	3.38846904709464	0.311716449459626	2.97499062143845	0.833065952779276	0.383864734389722	4.02814831217654	1.31259473548749	4.30648331452106	0.0323317566628611	3.97860996800722
"0639cd2e7dadf3ff0a4ebc918d2008b9"	3.09067420374457	4.16267121183253	3.47441996197217	4.10212587579043	5.29914508910114	2.18235642703933	4.89093450695111	2.73091468962518	5.07580424147344	3.71755194136427
"066aad56751f9efcd6546c0e2594e7bc"	3.13957717364933	0.236809742078024	2.99010145018153	0.99451024006759	0.465141829828828	3.10418426567034	0	3.60149113336266	0	3.80267231738796
"067925bf2c68cfbf03151580d443463a"	2.77210302605437	3.53987405003818	2.91122057566925	3.52922747983529	2.11662065749258	1.79532756982615	2.08610227551776	1.91887900808997	4.23780950318717	3.20202305298884
"06850915424790786904937314f04f24"	3.02741441764565	3.69645031089615	2.64238218588648	3.29093711543622	2.85618268734284	2.65300848655477	2.76913953657143	1.92048615624895	4.13263046969448	3.1442786796174
"0691bcbf69519fb5dba78151aa18c728"	1.87562168855643	2.81326702737634	1.50261125597678	2.22380398307673	2.24529887315872	1.04805403947753	2.33922166290851	1.69937975541061	2.85326953081744	2.09320317703259
"06bde0cecfbcada397af9c0bf5f83820"	2.28417669331069	3.9681556711461	2.01440956548001	3.726035537385	2.7703150068312	2.06561272330467	3.63643611354032	1.55335772966885	3.71674021355472	3.0067562852313
"06da80a2c361f6c3363b72be33e8e8d4"	3.61191618619028	2.67446716569316	3.66806495176353	2.79575248029487	3.45200903551426	2.78903659031645	3.50069548134543	2.52538459511965	2.43009565570227	2.86720234325999
"07110273e3d6af343dda0d8332e78b96"	2.35080349745372	3.2152619534175	2.4508359664705	3.58156560276069	3.32433929613094	1.58130712218336	3.05288167952486	1.94424653206822	3.57133839801338	3.4272879747846
"0723628f526fba7f82f84bebd97bad25"	0.154436353304419	3.16103906335543	0.417196030983863	3.51199011606684	3.06143808189669	0.31492022289764	3.47826724403753	0.0986156199039603	4.12262746995015	2.56551073831935
"073587e420e91ec5e53de8257bfaba94"	2.86026758474471	3.81856690575449	3.24581371980264	3.8975122315444	4.90166864513936	2.54831699001466	4.77854353866039	2.86146273516557	4.27515803798884	3.56912416233843
"0760f91983ac07c0e8e9f3efab81a287"	1.85003838971173	2.34954816422723	1.9030914052602	2.12493363626389	1.87072867783067	1.5093585380793	1.89772450212851	2.07241868907767	1.95081508546434	2.05127356053333
"076c212597b0d5ff02b7d6d677f724bd"	2.80826349250039	2.54475449940678	2.39363165101239	1.67872140835235	2.14084727011775	3.81329714281536	2.8439180786853	4.27597632560772	1.19024906310613	2.91695418258224
"0770ab0e479e6e586e8685465d538066"	4.85349169550807	5.69572342087719	4.36719214571543	5.15893230314508	3.38442656928562	2.76924290752437	2.11622292555645	3.18073782023618	4.62874705441616	5.86959291451878
"0771eed1039e2a9a46dfc4bb7bc0681b"	1.70638311849058	2.71766384161818	1.28699875002431	2.69197501824554	2.81846058546736	1.17691214276279	2.58236118942057	1.24090926706744	2.71324335994685	2.04295907610242
"077896f52217cf2755311d9ba92258b3"	5.11194515469218	4.90745587571103	4.9954840643678	4.7914953035108	3.18114045303795	2.77091598590434	2.76686740466477	2.83943566976243	4.86305782312141	5.30769335640634
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	5.67066440907856	6.44702658424397	5.75841932313178	6.45868602851706	6.96586972612103	6.38124691471954	6.61895522982722	6.21793234698036	6.9949959880065	6.8622751605619
"07ba0efc76158deb7ed94f5c6b5e148b"	2.32600126989567	0.356428676687178	1.73518973714581	0.188230643613282	0.332548272226965	1.46077081811666	0	1.98608995180974	0.196178681299769	1.36717226804633
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	3.09899258532678	3.6029020878055	3.02476180954527	3.48420185282703	4.15655960492301	2.72414478562667	3.89726585229324	3.36467571081497	3.74239415435152	3.60698858130152
"07d44546198c8221cf2a9765f78709b8"	4.01954558214662	3.40090400529818	4.20491796713258	3.92854181552104	0	4.39203067695585	0	3.41848587076769	4.35160479762491	4.38337447592762
"0808113a681a013933c03815ed511b06"	5.13278754065367	3.40737170761419	4.95341468830458	2.80143028213257	1.13180782601649	2.62135781484383	0	3.56675106718022	3.02629895958293	3.76726276285545
"08278cb30c0ecfa025df1080741366fe"	3.27149104512661	3.87938823725023	3.13957717364933	3.63381326181599	4.14724104581481	3.22539023991533	4.27638780251183	3.45234634896839	4.08119515310365	3.35300104114455
"082b8027abcaeb2baea3b91658963091"	4.28824162872256	3.7382935273283	4.08405086408869	3.47535046085183	3.68291439849162	3.84101813980921	4.13381024536778	3.78713705871838	3.62035135876894	4.59080245673337
"0833115e4467b0ceb8783aab127ff52b"	3.98444226679782	4.4995607504634	3.69415551121428	4.47437561627342	4.8936494655858	3.10351983156033	4.89653018158098	3.56905861229023	5.08917040437726	4.55286690805461
"0834e59536ad310cbadacdf155bdda3b"	1.76809840773919	3.14030004073603	2.01885520038069	3.25294096316286	3.63500529876405	1.23719108058206	3.2079588428082	1.14583120909779	3.08991454478125	1.93564333955663
"086eca5f643453c1cf040e3cbe8b2c3c"	2.25132337705526	3.36346089982576	2.07910398471389	3.44874232642316	3.74499368409473	1.19686842789995	3.63564121691917	1.31884761519315	3.57709277929742	2.03426110459929
"08b5865dd5287e44cb75455288ca80c8"	3.47390246546612	0.0801965419942766	4.60380926034875	1.55620589783716	0	4.36698317206647	0	5.84260737524625	0.262825696452914	5.8264669600397
"08ffb091e6fb80698e54de15a34c082d"	4.37668112284911	5.30794289218245	4.51356792335454	5.998569497068	5.46239133584446	4.36585525491088	5.43176994231659	3.91984862523504	5.19411007456099	4.9427924753308
"090545e39b003a74981d7d9c506623af"	2.76779080937988	1.9807615269755	2.01375219778698	1.55585684363187	1.07826875510851	1.3839947189686	0	1.94962353162252	0.929063665862471	2.61938009183919
"091b05420d1d03c04bff4485b8b1cb93"	1.93323009589794	3.66934744019865	1.94284832359091	4.08934039557287	3.38994821301758	1.46587927171264	3.53726334288561	1.12260221540821	3.40590295971047	2.5275669535819
"096c8afcca0cf3953b7deb7a22aa2c64"	2.81027580806455	4.72863040920876	2.35635332220223	4.02761163513599	4.14019469444428	1.47608204726088	4.36491435115527	1.31884761519315	4.99207681252971	3.48215044406782
"0974d5a60d20f55cae8db1bb4d3ae6a9"	4.38337447592762	4.50658886182003	4.2767827788777	4.48347023924133	5.17697979475654	4.71107356826717	5.31843509125464	4.60435871683604	4.99003318730149	4.89969851922268
"0977ec1ec766483e434b5ced6346bd40"	4.32212269060684	0.616104136061633	3.59284200991696	0.969490208341732	2.68046712848754	3.57239119861783	3.23767080740597	3.22715386713682	0	3.57428757130881
"0989c13d0c860d464a6d08c86ae36452"	2.28399917119369	3.32743853572349	2.06212479142015	3.07073542400282	2.6310050226022	1.33206122138161	2.54425630334274	1.18408065188341	2.62867958762671	1.80845402201945
"09947d9e52474a7c0a88c03dd1c4cdc5"	4.22049545248719	2.96286294757071	4.07978407089071	2.64210268780122	1.60301895493584	3.83271811883102	1.49618052058566	3.94594810615988	3.25294096316286	4.23244570594449
"0996f829f4792e4b30cb5106215a8c42"	1.33207573950027	2.51143497480082	1.1800386540303	2.55777754755682	0.865746704060523	0.148331110471537	2.10979711738295	0	4.28025550279709	2.44995282052447
"09b2d834bd6ac6da3f312992a5ada13a"	2.38426596054719	4.29311948185088	2.60873656593235	4.34300571655955	4.83956054544249	2.11773935995304	4.89158794371668	2.39717911687489	4.92553445498124	3.50382499073217
"09c649de9578b51089151c3f67c6d1f1"	5.02257045255511	4.54136313059754	5.10823436753532	4.19992155444718	4.96318557912324	3.14070513720462	4.4572842350375	2.59470395830774	4.44540980114621	3.84284011588891
"09d19cff22a275f6b41de4a94d82edbc"	5.87983753557528	1.29720717135541	5.46192178066275	2.17636725419962	3.2717028599047	4.35370237909679	2.32907826218375	4.32099092044716	0.0267321806647589	5.17201358718985
"09d8ddc69c0a38c3720e026fdcb1ea1d"	2.71563765660452	3.48239085099326	2.77196339130888	3.71685467358793	4.44814472794278	1.97869895805291	4.48069679976388	3.48600496541568	4.13652807337603	2.55229183968955
"09d91bd09f3acddc13ab643e76870fa7"	2.44851061015225	0.288181947493432	2.22279485344775	0.196470979898374	3.25894771412984	4.7800261276312	4.0676183783265	5.77342897781276	0.0801965419942766	1.09436996940998
"09da4c4cd10311000e3aa404f8f9d09d"	4.65704985842243	4.88705498668577	4.56057964106016	4.641872345631	4.83716009266208	3.96830938359993	4.54875533563628	4.18962959019497	4.77942260803607	4.62220132920902
"09ec5fb7e5ff73deec56d65778be98ed"	2.5958590019458	0.99451024006759	2.19528937270171	0.726968729035456	0.97767628763632	2.84735882335202	1.57276313962257	4.45125808769799	0	2.79814072154914
"09fcb9ad80345395a0bea7730d6fe7e8"	3.1638661596371	4.02998913543285	3.56109153611648	4.06039300929638	3.42339219429901	2.01900329114498	2.63072704931276	1.77905060058597	5.31798174899472	4.13205291438508
"0a179124b7265fd051af45cf7bbb5a2e"	2.0853490578943	3.94773950908161	1.87860972212678	4.03679312998407	4.19633721298427	1.83592562579999	3.74183915177998	1.66931797478197	3.90359357741568	2.98166884550189
"0a2b2d365687ce2b521870ff1b9fa4ff"	2.57543757550285	2.82931052504015	1.93430456744867	2.91615432790569	3.20458142499516	1.2825591905395	2.37557102160657	0.972090934874321	2.99786334108371	3.81441198058367
"0a2bedc2b9e2f372d7ea96ac9331bd11"	3.31185966447662	3.51149170604416	3.58360782339462	3.30942194727796	3.82467183253261	3.33030699674903	2.86015719402329	3.39492696361679	2.49641517197087	3.38179027613693
"0a3d2dbba6357dd3b8d7cc68bd934825"	3.34672156613693	4.73263447284866	3.15852312336858	4.30490095774631	5.11224367127837	3.26518695687024	4.93940994677423	3.02040059316636	5.27937174862465	4.04589995389856
"0a4182a68004d1f4a635b111f35aff10"	2.01885520038069	0.819427346470275	2.30937200968302	0.438964356648568	0.635082197944702	1.86845949399675	0	1.11987859566306	0.312911126497556	1.83158897139067
"0a482fc1bd46974488a8258ac09ef7ae"	2.93308529565334	3.63601650741386	2.42070584939414	3.26385683866524	3.80575127473997	2.96623466544005	4.03647075137025	2.90734981160226	3.37037384664985	3.51298619149306
