"sample_040Bb"	"sample_040Bo"	"sample_040Db"	"sample_040Do"	"sample_16_1_1"	"sample_16_1_4"	"sample_16_2_1"	"sample_16_2_4"	"sample_18_0_14"	"sample_18_0_17"
"00306dbb19665982fc78754ac92927bf"	2.67480890898749	3.40849235679921	2.40850208888371	3.49497777090629	2.48193977238682	2.95384616368784	2.28299717831376	3.027821320873	3.96822759297345	3.07463299294176
"0034860642bb665e3bc98da83b24f6f7"	2.29132961984735	2.93397760194817	1.55300796954876	3.18398051019977	3.30128113017792	2.26814995070835	2.93683307483863	2.89678095283442	2.33806974302635	2.40714491864446
"0051ee453ff489fa79b20379bcc79b6b"	0.919076202477152	1.76632737948895	1.08486004750821	1.8952114506445	2.37398004813342	1.88522339592511	1.25827589272424	2.15577665535745	2.3897134435495	1.56591380569541
"006c80037cfc5a276d7d1b8ef20cdccd"	1.27264016318804	3.21872391636426	1.98811195878326	2.59619472515376	2.78991690168542	2.55346711079066	0.675017170393496	2.76748321988921	1.34327102821263	2.10717227402822
"00823592d773ca77be3da202ae020b29"	1.48880112978996	2.3549742697362	1.25305414899894	2.4195504898939	3.29909717504575	2.1391052313606	3.05657371892132	1.85926171917942	2.40217605889569	1.88793026641604
"0092362bbf11972deda26d5b9e919f85"	4.4446257764304	5.03666230053986	3.59971211835086	4.99230362441128	4.89120543817544	1.66931797478197	4.65857769285256	2.01290475867956	5.3469508517773	4.7830636197673
"0095b52bd61b59e97345c0564dc8496e"	7.2781841229063	8.0324231858856	7.55850333659167	7.77451827274606	6.14513243040775	5.48512588353003	5.71709215985505	5.83907875062416	7.9921169414333	7.5102996775346
"00a550b3fa43f178639afb2a02540b16"	3.91797326745464	2.54867925268507	2.92146121117871	1.92107574069811	3.64458011856188	3.57405333621416	3.40579373555818	4.00620997284737	1.56671828521394	3.45350832473626
"00b08f570ae6322b03af00df9230f86d"	1.1800386540303	0.325050108920519	0.812040710500356	1.07175483449823	0.611905671277479	1.5255905428715	0	2.37281445304717	0.417196030983863	1.75663302975248
"00bcc118d77be26d37aa6816c6eec493"	2.86408481948799	0	2.63494172928157	0.223543471335537	0	2.73956618067322	0	2.39330584839184	0	2.92505226536625
"00c4a692e67b1c93a289ffcae447cfcf"	2.12800548978815	4.1933886713187	1.85537569017753	3.81562883832181	4.91048332371871	3.11541261928986	4.56136439019034	3.15784797676697	3.87835246155087	2.59710374270481
"00cee8684ccbb62fce87c20103b8aed2"	2.84812969316222	3.19628323472499	2.38557556078559	2.94811559123915	2.90654077637384	0.890432059700478	2.3824293809837	1.12740898828547	3.09929440064321	2.30090910479347
"00ebf8e1ef000771b72c70f2036cc4f0"	3.93769854941728	0.360607202466337	2.84775996820322	0	0.611905671277479	2.66203418542213	0	2.22749014162885	0	4.48196020104521
"0112c347c6def14a99ba74cd77bfc94d"	1.08312633113266	2.79814072154914	1.28699875002431	2.80321491578154	3.45327733108006	1.60534488780071	3.18317151838227	1.32465606308192	3.36865008498288	2.05800082344499
"011b116b1e264e2cde7ec36aa569ad7c"	2.75340590282301	4.15221873836161	2.62167861939992	4.10212587579043	4.83024401595929	2.12261016841739	4.88985322591189	1.99813304266913	4.28141040263936	3.24386107756211
"0127000197e26a049598b4a6d0225ba2"	1.7479468962714	0.210098837793401	1.98272412217803	0.417196030983863	0.17896520959305	2.22916183226529	0	2.32364629171513	0.0954919814592207	2.64566402866611
"013c9c13c8d7029019462bef0627adba"	4.18860763765862	4.15863646548142	4.13596098127204	3.70887535611766	3.45397618763146	1.0526305682192	3.75791065167579	1.43295292740123	4.4699998160834	3.18407406552119
"015116cb2ae1efade79e1af688f3c15b"	2.90605370640931	3.12427499341683	2.57063317392983	2.92505226536625	2.20815154883239	2.58246853502406	2.35611353757127	3.38041974720093	2.52623251734291	2.1339534009261
"01524ceb0052552ad3c425bf777b0b3a"	2.80624711935579	3.3868854528544	2.62167861939992	3.09294972426935	2.86015719402329	1.38769787573231	2.98511682856144	1.65809892540673	2.68857512015687	2.21917087482767
"01525c063123cb2134c64e84ad1e2118"	2.46141623093973	3.69788627069053	2.3484089572809	3.85245769734075	3.50085645494235	1.62366620844473	3.71623811938155	1.87527889533655	4.52936523632062	3.45825171601195
"0160f5a856b526939ba1062b1cc9df76"	1.43262913232537	3.06451645660036	1.55620589783716	2.92773711846818	3.39492696361679	1.17424714216405	3.3387479124908	1.8661576611687	3.24516326260958	1.13275603323495
"017a60cbade7b309db182bcabe59d6a4"	4.1451666724416	2.96519885865507	4.03352325688339	2.98044962524543	4.95434888112948	5.14754854511918	4.37912141861755	5.3359837666131	2.81491527660143	4.36865465020484
"018de0ee05bc68de9383baf688539f9f"	2.6461868226658	4.07563602144234	2.78223811325	3.98151117665997	4.20697669546922	2.7734186277729	4.43594422632915	2.89841421931827	4.30540477379546	3.15394183860536
"019f94720ba42ef1861b87fc58cdd3de"	2.70880325082242	4.01383021556661	2.59710374270481	4.43833135088435	5.81530449917208	3.55603890851393	5.52598094313943	3.93037029973101	3.19444787725097	2.65157155616702
"01ac16555e036cea2ece2a239591aae6"	1.43128384339541	2.74173594281445	1.86828495357801	3.07656745954945	3.04606971626084	1.84999252765283	3.32446225900453	1.49285870188942	3.12300240220581	1.8605822847968
"01e013346904f75a91f713c559585ff7"	2.41922080405854	3.18964472892508	2.55777754755682	3.17649010837176	2.80973541109082	1.26599842076153	2.06681161892481	0.932094787291107	3.3930778405569	2.69874033177643
"01e7154d4b5f3188595e288aeab7f7a0"	3.20242965483628	4.11659846565849	3.24006847369146	4.15878871122171	5.18861310826286	3.06834638044642	5.23328560378681	3.22008061881242	4.11010774810754	3.26540022378778
"01e9bb0d97f8ed373a8d529ffb971acc"	3.51099304748504	4.58182990858016	3.04404136964778	4.5901712624103	4.79090582483253	3.34137115354463	4.64301766822972	3.19674080285296	5.00850035005754	4.3143351481609
