"sample_002Cb"	"sample_002Co"	"sample_008Ab"	"sample_008Ao"	"sample_012Ab"	"sample_012Ao"	"sample_016Bb"	"sample_016Bo"	"sample_016Cb"	"sample_016Co"	"sample_021Ab"	"sample_021Ao"	"sample_024Bb"	"sample_024Bo"	"sample_028Ab"	"sample_028Ao"	"sample_029Db"	"sample_029Do"	"sample_032Ab"	"sample_032Ao"	"sample_032Bb"	"sample_032Bo"	"sample_040Bb"	"sample_040Bo"	"sample_040Db"	"sample_040Do"	"sample_043Cb"	"sample_043Co"	"sample_056Ab"	"sample_056Ao"	"sample_106Bb"	"sample_106Bo"	"sample_16_1_1"	"sample_16_1_4"	"sample_16_2_1"	"sample_16_2_4"	"sample_18_0_14"	"sample_18_0_17"	"sample_40_2_1"	"sample_40_2_4"	"sample_7_1_1"	"sample_7_1_4"	"sample_7_2_1"	"sample_7_2_4"	"sample_8_0_12"	"sample_8_0_15"	"sample_8_0_4"	"sample_8_0_6"	"sample_8_0_9"
"043aab733df943204ad5f00be077291c"	2.9407196499762	4.61839094533352	1.74454119399364	3.79983076212624	1.73754260713252	3.26218566612978	1.48930098354351	2.73145580699285	2.01592942694028	3.19627178768497	1.53125629016194	2.55898525346062	1.50094137348036	3.03036096912979	1.72364674601124	2.36757485605666	1.99935273932943	3.21848507325539	3.61256898131233	5.03962114258713	3.24071195182921	4.08154729201345	2.18782498368836	3.91863708410663	2.76188160509609	4.01050632730614	1.28834380956169	3.25282018153534	2.0691740579007	3.13667433221125	1.00066650933281	1.42298663373676	4.15470282700002	1.67210318012749	3.35179584063998	1.53201028246233	4.32167931815478	2.91785721483103	2.10884184610789	0.687521741700512	0.803534021828542	0.339523751283538	0.347286032065511	1.38738635597901	1.72466622088546	3.10488008833199	2.13892857551188	3.05868078128995	0.656703089022601
"0468f59da37cad8e1d8dc328ddff8811"	2.8217501270147	3.79721098692621	2.04368806072397	3.61208601393198	1.95544738186539	3.26625451718927	1.83024834414023	3.15104116810584	2.71816969256441	3.81290180690833	2.96998854151641	3.48719133118561	2.17438006151806	3.97547365379666	2.77450968850209	2.89168245411403	3.4000751570678	3.78065419930947	3.48107142895948	4.25384614326576	3.30889801148495	4.66849997377675	2.2204812692634	3.85695688300883	2.06574653437616	3.69010989762725	2.53953679153618	3.78898586359802	3.04616732225405	4.11327049814714	2.13781539712684	3.85910048984336	3.73797004933991	2.13736015260786	3.93674613462605	2.34340222350247	3.54638748818031	2.81030068983892	3.50230333951074	2.76909318245291	3.19006556639785	1.1939073168425	1.37768868830875	2.99294464171624	3.56801334566916	4.20909735205833	3.80871087927622	4.12473007765828	2.44062172178435
"04c4e57c46ca8bf11cdf9eb198513e84"	4.95764315395709	3.02953553797499	2.4750747817383	1.76119684995672	2.2969903786125	1.7567473459069	3.57201253255101	2.21715947984238	3.23301031602423	0.584308771938396	3.94562848497177	3.70520825806075	2.41045934923434	2.92693779063806	3.7311844244816	1.22815185611909	3.94761172146178	3.89475794847313	4.51150236885509	3.14312255510564	4.03479976285661	3.57343892303308	4.28848091700999	1.95243913715154	4.44353110347472	1.91786189676864	2.13697005697171	1.65978424362072	2.45457643539797	1.47926295352221	4.06505326832783	3.53762618415634	1.87612295659765	3.14972154235389	1.36287644694656	2.94438669160836	1.53687587484878	3.47353805375253	0.803876187832076	0.76000254901245	2.53994863577945	1.81989131009433	2.40441413919116	2.85710300191519	3.82484667045554	1.88605236141625	4.76458972227283	1.76868013775744	2.26009788872606
"0518fb4aa3e6bc13f085feb43a8bbe7e"	3.45500697701297	3.82890749022592	1.07473788292187	2.32438229842353	1.19847873955365	2.10063964093039	2.21391954862362	2.80698640498875	3.15248603385417	3.02429062405423	2.87090356870017	3.3543712845945	1.06101771929273	3.12179868490883	2.34624794445633	2.46405279514592	3.01701602158981	3.71227714769267	3.24354533444505	3.96425563386073	3.44889045581936	4.57934905573921	3.36515586522049	4.18780128158992	3.41025426480548	4.09383168340623	1.93020357571864	3.44383193769093	2.87815315651802	3.02741011577133	2.41393283723157	2.30364851245295	3.05796595308363	1.83828389394414	2.56781279237751	1.88880662446522	4.26864658713129	3.6549591715293	1.8912527078053	0.98383009570008	1.35260643302904	1.27811120334586	0.967769472332758	1.55380710179483	3.05747530593147	3.66168713419786	3.46007589842769	2.94456011300279	2.24188008694583
"055582bf87abfc587b152016a37adea2"	6.45878954358054	3.75631564794001	5.88421916954212	2.45385553953692	5.10537018996118	1.79037761050801	7.19988893513368	3.62333361977597	6.97911295993651	3.73301793750248	7.49529444659266	3.92049937925304	5.60917392904249	1.9334768339127	6.5797630151367	3.92847234340599	7.21356447291267	6.419876289188	6.77955654982819	3.26417582931928	6.54465109024171	4.00991644574007	7.72417281229839	3.79968710714498	7.32157459332888	4.02998913543285	6.74354804510023	3.73139844791606	7.2547802434797	4.38434408481077	5.16842981278607	3.23632254193102	3.85710153717056	6.762186397625	4.24441042481727	5.19174750881967	2.99846354024701	7.07453129421835	3.63490638813313	5.42924868127271	2.60570587291501	4.23366546532475	3.69075120130173	2.64600527947067	4.7814047210641	1.22138198136859	4.84181552061256	3.27268832738462	5.23186311289951
"0586aaf9e2db94ce68674fcfc109de01"	3.70707927799887	4.23694301412962	2.22596373415935	3.61960038096091	2.23312032446691	2.81858450958194	2.15305021063103	2.95403932694839	2.70996263789531	3.48822676404524	4.45935751481854	4.23736178014402	0.89074315390502	3.96669431788281	2.35803399088836	3.05658938598945	4.1450104264832	4.2537531094924	4.20978986009015	4.16160436169582	4.14144636540398	4.94179062591237	3.80043424557258	4.60964515834706	3.57709277929742	5.02235040344506	3.14458658090112	4.21342419397139	3.70621452970301	4.01358664607017	3.05129563820128	3.82085551283351	5.54426625603593	3.93847796660859	5.70326335326934	3.74359289811626	4.32874979541388	3.78689959501813	3.06491793312279	1.87658931563146	2.31162956813924	1.36230899836938	1.76092046454361	3.79042865342411	3.10346820567488	3.69578197679794	3.93508244120856	3.07334865546299	2.6011068037182
"05871147ff12b16b162fac81396e211a"	3.16112767952375	3.28773114022808	4.99626987038205	4.25907917694214	5.06871717215258	4.68125746587639	2.32445626564885	2.79604850203326	2.53433383323978	3.2865095384517	1.93458627532387	3.01564763959296	5.37186388111394	4.02848668222438	2.37911363320772	2.37178619613262	2.42036635087107	3.04034610994668	4.3735337721975	3.51171196227865	3.11957177617663	3.72349095538242	2.22880146348272	4.11180818964444	1.9085728062128	4.24746572290857	2.35796180387685	2.96670626535249	2.6912276928369	3.56054811773103	2.50516219737611	3.29768552654833	3.31697375165618	2.40272667367143	4.00270028810041	2.15810275707065	2.44142131636188	2.27089192101911	3.87786277202137	1.15993501969077	2.98011698709666	2.4323924349417	1.30160891342195	2.86698086714262	6.12264495583428	4.68159271178049	6.12821896270939	4.7946420516192	5.25357227004992
"059f46cc760a6f4330ae67c7a1edffe4"	3.74920195970963	5.57573318589847	3.8615901828338	4.47629377069712	3.72474128734831	4.64994683056166	3.12022131907521	4.17772669553946	3.20725396163753	4.1061968551878	3.07877938655551	5.03539463616748	3.5509934510638	4.42823859718346	3.23171607944112	3.73447237473963	3.35164712869841	4.4453074902816	3.6390416526141	5.55058453804717	3.77542815950423	4.84930872012668	3.91131075183577	4.87883269196622	3.95480467852342	4.39395026481549	3.20404551747467	3.78350344399834	3.50230333951074	4.16757845009448	3.59542925597078	4.445171431122	5.06915098937584	3.22891438945242	5.05452144050454	4.04997555531783	5.11838176110703	4.23099005931945	3.80081529486316	2.10696575126891	4.06610419712687	3.12733975414606	2.96836750016991	4.41371417682159	3.58120784693728	4.96028678426654	3.83843001861759	5.12277377292362	3.64415083545616
"05b0dee66b0a70f529ddb70ec3be9155"	1.14424732191249	4.28217435136753	2.23479829803273	4.62665204287665	1.43665147755164	4.26143974865841	2.84500827427842	3.76398504812031	2.12386336902001	4.02876759986882	1.51978887806451	3.79106277783862	1.43462345460805	4.31986454845733	2.18267941863324	3.66267273834765	2.42857789168853	4.09142864840786	0.881899681102992	4.19922463748692	2.23263397682298	4.6425425670275	2.76427623781085	4.84183499140648	2.19685601461753	3.8789691339937	2.25608230578217	4.8716420795075	1.36114987144845	4.36897656421297	1.07622158191953	4.13717720924467	4.53294503670736	1.1824449354515	4.49112829550184	1.83106061539911	4.67711569757258	3.64619387267566	5.13181712212341	1.93576211723202	3.29581513247863	0.872901131896368	0.902849709707772	3.51342672386057	2.93892523758263	4.21102812332408	3.23470276935346	4.13920427362507	2.38593329784814
"05db447f5d09ea1e6ea1697bc67c868d"	2.94139681061296	4.11460051213063	1.35116536813521	3.10377385302737	1.46926755471295	2.61462420407089	2.29608386129702	3.80589987202291	2.43840075852426	3.99216026661696	2.39360599905369	3.94823089826355	1.27932947158215	3.08795364101672	2.22015535552317	3.75771873119092	2.37891033910782	3.89327683517493	3.12963224032299	4.25942113365177	2.97631249285416	3.92774277196785	2.68922072279072	3.80376300135011	2.7113308722729	3.78837175205975	1.80371269212879	3.63927711790384	2.05801751739659	3.88599546280676	1.99704178752011	3.59973944956694	4.56740370452115	2.98359819728024	4.51503092111709	3.051060902202	4.11861832591939	3.22808716161858	2.77889340107755	0.98041818679686	3.73650739554505	1.16412221284094	1.07319020174269	3.74826848937819	2.09394343841621	3.28887770181184	2.46108616186756	3.13055009016638	1.39974518383388
