"sample_002Cb"	"sample_002Co"	"sample_008Ab"	"sample_008Ao"	"sample_012Ab"	"sample_012Ao"	"sample_024Bb"	"sample_024Bo"	"sample_032Ab"	"sample_032Ao"	"sample_032Bb"	"sample_032Bo"
"0575b5bcc7abd6f7a59549c280abbd34"	3.67385284297381	1.87079028049168	2.25846809256593	0	3.08110276335762	0.363993597142208	1.75379709736452	0	4.69179376446026	0.463598786963289	3.66050693396148	2.07647639998895
"058b63372cbe61fbfecc853d367548c1"	1.91644367398006	3.64785871588713	0.564395774148579	2.05738315958075	0.969457969333098	2.58729926558489	0.306922041485484	2.8444549201013	1.97658053852525	3.24203004498334	1.39036830134474	3.26288662414205
"059e24b38a4bff0d4f11ed6166a3437c"	0.611150481755214	0.929578457721076	0.214700004691302	0.426704611100583	0.287150681288502	0.901603399122278	0.391352660986791	1.14064954445917	0	0.35155435607742	0.554714654119703	0.802056740901611
"05c4489613b115ee4ec2ef8199067913"	1.82870892082088	3.90822079401992	1.32992108015891	3.6309433556027	1.26823128625619	3.9404015969318	1.16168880409597	4.23990134867592	1.3916112773027	3.80053002527964	1.53798369693011	3.40353904260839
"05d75b81fb54d3ff766fc90129feed63"	6.00676057413411	5.46769720608386	1.21319259106857	3.33928938177677	1.28156024103535	3.2061749282173	0.695402865099614	3.31606894098247	3.59606501735044	5.30851163299303	4.08240032970085	5.33387459366971
"05e856ee9d148f9da62ea0b0ccf6db24"	3.55464723550376	4.06021291362809	2.92544016556756	3.52625463665729	2.97690616930394	3.63516401818216	2.92829087647938	3.52781887247451	3.44106424575337	4.19749883976563	3.17135788621621	3.44319679429559
"06094dd96a7550292ac7a15406ee3eb7"	1.94904860547356	0.225262634935915	2.40320659725467	0.92297633335255	2.4604880100803	0.630276600967509	2.38376868806952	1.81845657554291	1.26553791275845	0.0651049037005916	1.56161015395378	0.640865767819377
"06122d6c188a53fa3820d7ba9c64b053"	3.12031591039146	3.29400333426002	2.11240880442977	2.29524146737141	1.93646683836128	1.84662231815029	2.25947789116596	2.42852611260144	4.00440061672642	3.71572898278991	2.96185941112194	3.54582566705839
"062dc7bf1a892776a0d4259124cbb2fd"	4.63062180801888	5.20833022818726	3.08344177017508	3.58124197448263	3.16953944013333	3.56560543327048	3.23398822684499	4.07578577277133	4.31153194405663	5.09243922528934	4.55009085993474	4.67150068182951
"06308be651a239379c2200605a63c9b6"	4.47379567345841	0.572258018282703	2.09901007295023	0	2.15913957457523	0	2.54852521664737	0	4.21757342655339	0.383439957347844	4.36565090098113	1.92611183055843
"067925bf2c68cfbf03151580d443463a"	2.15168470778391	3.32128510120347	1.65463780477758	2.79653722194277	1.40793847868534	2.32892869304105	1.426796796839	3.05178883305474	2.02468216929317	3.25968216340982	1.99838320063331	3.06215303916492
"06850915424790786904937314f04f24"	3.72998094557128	5.59119087017171	2.79957367855015	4.17125571108654	2.86139693186	3.92787474932844	2.16639868251017	3.85755388646557	3.07309938963793	5.61596421586135	3.83649939788916	4.99749484194607
"0691bcbf69519fb5dba78151aa18c728"	1.71074336778506	2.85409124182899	2.52105339031302	4.41101410403056	2.21092832210554	3.67032194202469	2.26962392748209	4.2991079238616	1.16376288080219	2.84318431581182	2.23663296205611	2.83745896227446
"06a434056b6d9da35471b83529f52fed"	3.85343769405394	3.03737687364149	4.73174798960239	2.91251043445975	3.83636680461749	3.73622774595155	4.38607355981466	3.35275143324368	3.48210805100949	1.46706710994084	3.17882295116535	2.813696475927
"06bde0cecfbcada397af9c0bf5f83820"	2.36133218865493	4.33255548180927	1.55802893103806	2.74163737579214	1.35028548608546	2.9789066649919	1.06775366008777	2.93813442276777	4.30586536363637	4.37480756477941	3.40121641481436	3.39105454994855
"06da80a2c361f6c3363b72be33e8e8d4"	3.40285276899654	2.36038034632134	1.68427445756062	2.26642674860726	1.50690337435875	2.06866225807841	1.52245336420939	2.51799891530688	2.85606083884101	2.34603333310442	3.24303249184641	2.28941545951637
"06f154fee6b1d89c4fb222e23f2b939c"	2.58404864546658	4.88164985769924	3.7836247016468	4.7370095228934	3.4145758232229	5.39326598099549	2.14210232440707	3.9339142343903	3.42727336216101	4.9500602431345	3.01614020781102	4.8396254618305
"0723628f526fba7f82f84bebd97bad25"	0.416032585087047	3.10623758878994	0.136587343446669	1.34042318256374	0.170813930652351	1.43663213664466	0.136587343446669	1.63922193203076	0.578517384034298	3.56940247294424	0.530279880327491	2.11682150823865
"073587e420e91ec5e53de8257bfaba94"	3.03007664550363	4.38871322948848	2.62437017822691	3.56912971372156	3.0246760452384	3.19686947621692	2.90569644196014	4.30298671782781	3.00033083394905	4.53502153613228	3.08472883708957	4.4767816604087
"0760f91983ac07c0e8e9f3efab81a287"	1.91644367398006	1.41112940259118	1.367901240003	3.21041372205412	1.16584405476335	2.10063964093039	1.41100282724313	3.00629726694858	1.81475226396254	1.76696938522083	1.26063192687406	2.62637807219819
"0771eed1039e2a9a46dfc4bb7bc0681b"	1.257789081454	2.76866108445255	0.571933893311887	2.64467118525626	0.525828515443912	2.10551247224611	0.787297597189783	2.80095810380869	2.06049008171305	3.15414401463781	1.73579612179147	2.60871875618742
"077896f52217cf2755311d9ba92258b3"	5.33354929371501	5.45776134497582	4.05630626978631	4.15706521882974	4.38168817885542	4.44620038327916	4.79424101995822	4.60541543518765	4.8251253397607	5.65469811071426	5.43685518172426	5.53866383157463
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	5.57509454872473	7.01637032161707	4.31093502219139	5.28816866727115	3.88946436180551	5.04440354133174	3.52742804285105	5.63670936638692	7.11490154777103	7.19598651986333	6.37667742796505	7.28126976352998
"07d44546198c8221cf2a9765f78709b8"	4.09422447691481	0.222558259897845	0.879763667589162	0	1.18636519621154	0	1.62360311061745	0	2.72030782915787	0.0566824565145171	3.19742922742384	0.870959448354682
"0808113a681a013933c03815ed511b06"	4.46201195221749	1.00078730697531	4.16016608672947	3.23302631243452	4.4223427299584	2.59142016376521	4.04046791201073	3.17727899043297	5.10416119740994	1.0003692250189	3.91387848618153	1.66376184595064
"081419daef27076e9e23740f0f3d0cfa"	2.04638167537039	4.1528663275344	3.67372089143691	4.57191816470118	3.80161532981547	5.10269918008295	3.53792719554645	4.74026944886144	3.37139996025716	4.16625923273704	2.12030962925673	3.88636803898372
"08278cb30c0ecfa025df1080741366fe"	2.78766841859171	4.51992053191587	1.96854000845469	2.83590559903618	1.94408705966585	2.64938524122676	1.75609774867397	2.95289392464017	2.62509285010467	4.51181104385798	3.32866363074596	4.08684646663489
"082b8027abcaeb2baea3b91658963091"	4.10599465228621	3.99234424661531	3.17106043036684	3.16743348654333	3.3466861831691	2.54575545834884	3.21326660473503	3.39102231799709	4.89346575521224	4.4980133022713	4.48821178522687	4.44880424093836
"0833115e4467b0ceb8783aab127ff52b"	3.80324113248556	4.17127297936928	2.55990473162891	3.07559027186211	2.06247085066414	2.52537018006763	2.46615272241379	2.65407717909875	4.31828972549291	4.17464798975142	4.36735413051454	5.61301623516721
"0834e59536ad310cbadacdf155bdda3b"	1.21168498883276	3.22810264652695	1.01129497401542	2.98834503498087	0.742989434791528	2.30216132018625	0.779386419852787	3.05866804288995	0.88885170132824	3.20854500523836	1.27014024804846	2.75542819402385
"08d7a738a4756ac72191feaf26591930"	2.96880784230812	4.04356999292255	1.92097175626346	3.86494292822614	1.7186366526748	3.53327450902203	1.59161400617758	3.830321289027	3.19067933385918	4.22985571466159	2.93177779516358	4.20653158417467
"08ffb091e6fb80698e54de15a34c082d"	4.14091036544509	5.12070974966051	3.33300615305938	4.69143952940556	3.5653976801998	4.8438597494251	3.38796859922137	4.89443408169754	4.34005219248667	5.35606852273708	3.86339388529043	4.65672641630496
"09092441bfed8bc0bf33e10aed6db4b6"	2.23880134986008	2.86120605681177	1.62097609090064	2.79771965338868	1.15751621525096	1.85866004227329	0.917675772262734	2.16067411810178	2.17068682223059	3.16264826764282	1.84147695083524	2.57878679894041
"0974d5a60d20f55cae8db1bb4d3ae6a9"	2.89366161907302	2.94214458451838	2.41309368581868	2.50009883611624	2.33581926650907	2.40141444720305	2.69005977794375	2.40485388630592	2.90390178462899	2.59500216821101	3.39500896083919	3.2952833111105
"0977ec1ec766483e434b5ced6346bd40"	3.98359786338398	0.831833327082896	3.45656712270618	0.92297633335255	2.88539578715152	0.345329325123889	2.38376868806952	1.31574447454238	3.34578597033604	0.611150481755214	3.81963895233631	2.39415565276387
"09947d9e52474a7c0a88c03dd1c4cdc5"	3.77889925542037	1.68604907755594	2.89427053666028	1.98329607562106	3.63235222338895	1.8461379578391	2.67170843313975	1.77431485962168	3.46433764444198	2.5477913822957	4.10599465228621	4.75525635400987
"09b2d834bd6ac6da3f312992a5ada13a"	2.96750317001427	4.88213011195017	1.9005223102413	3.70385229938935	1.62175381975745	3.37366521724621	1.61277601948682	3.36582292967012	3.18197665776578	5.23078883031315	3.10524490036125	5.14430152432935
"09c649de9578b51089151c3f67c6d1f1"	4.69672645595392	4.45782684026403	4.09580191643206	5.04902360962069	3.48470116980369	5.00183333694287	3.8774165501939	4.98322757727733	3.63504846882663	4.15475383536248	4.0370482506394	4.2516888228516
"09d19cff22a275f6b41de4a94d82edbc"	3.77131932892532	0.819680650204598	4.48766862559329	3.46866070308719	3.70711512605362	2.65223808436058	4.47668992013092	2.9379178197426	3.00860863916124	0.56034111820118	3.436022754476	1.6950128938673
"09d8ddc69c0a38c3720e026fdcb1ea1d"	2.22960544843089	4.50388935170343	1.07404377126672	3.16045099876286	1.41411504801414	2.87811099397146	1.0196885682882	3.11262258489633	2.43522311133713	4.4587917109969	2.48131672890483	3.51183071441055
"09d91bd09f3acddc13ab643e76870fa7"	3.51221476701973	0.802056740901611	2.74869265950682	2.13897321350279	2.84522851893689	1.68959015257028	3.06198596357311	1.82061333050046	3.56555830198606	0.386505165653359	3.01696539681062	1.32536638079492
"09da4c4cd10311000e3aa404f8f9d09d"	4.82133147393577	5.43876059418698	2.71226696471158	3.30897993110328	2.27090503748478	2.45020995448319	2.425808856567	3.31865980048941	5.3430208678648	5.3139180210462	5.0977046538493	5.09005551883672
"09fcb9ad80345395a0bea7730d6fe7e8"	2.26328047085309	2.86044075750566	1.87148060129691	1.93328105395585	2.06130342653918	1.86972285975527	1.52238525743797	2.12961588795534	3.1836355071332	2.74713184370829	2.77315259414019	3.3551294582103
"0a133b520b03346a629160a1e02b66b7"	7.99541853954162	1.31184313775452	6.77477736744441	4.90769614086921	7.80570350901792	4.25889108892134	8.78965295517889	4.74802711655106	6.21671273212612	0.315337608319727	9.29555672691893	0.698661946247969
"0a179124b7265fd051af45cf7bbb5a2e"	2.31914167326172	3.92013267300253	1.39134035863379	3.88154008632211	1.35768524528342	3.0774311474883	1.56415180189178	3.94607586898894	2.56608432852276	4.4980133022713	2.43483348792891	3.77889925542037
"0a2bedc2b9e2f372d7ea96ac9331bd11"	3.74721692120845	3.9340755311761	1.82276544387502	2.22596373415935	1.55576389162817	1.85866004227329	1.62622324717989	2.63039419853632	3.53409156297733	3.94489586351329	3.74522793449076	3.67513498009407
"0a3d2dbba6357dd3b8d7cc68bd934825"	2.90998536950866	5.09285320353294	1.32638094507519	3.55994578584981	1.45858907594012	3.28520376239173	1.48970380209585	3.86818481358508	2.85817708201217	5.11211936403743	2.92817854457593	4.50883360961898
"0a482fc1bd46974488a8258ac09ef7ae"	3.02108115855539	3.51822878676691	1.35536672412713	2.34903106755119	1.30127165744507	1.59641771229746	1.37100449847593	2.20584300312947	2.5802262234876	3.69417234701045	2.15954636280891	3.70914552792376
"0a5a7c8b3e26ce811cf9a5a0f0698842"	5.96451719932409	0.57388267306587	1.95167492930515	0.113100980812874	3.25861178987183	0.148126858706786	2.5135884494522	0	4.61606007531793	0.363340877157099	4.3363108622154	0.723488686118054
"0a6615421c77de34c12671148d5b177b"	2.82973943466119	4.2190057262646	1.68524892199731	3.41211367449683	1.60525015925122	3.11672367682035	1.35298353150879	3.69258737639346	2.84846207715225	4.13526495190139	2.48941779259873	4.22493849055303
"0a8072d5e752c9bb771c9801625bf602"	2.0775182391742	4.23382853173795	1.66091919769345	3.53122768039137	1.34496610326618	3.31075153938723	1.35590037786881	3.44242511177029	2.0314544019005	4.52365236757605	2.21116074112692	3.42821730006576
"0a88346680428af1533158ede0201b34"	4.31266141708901	0.198082530869998	2.61688256244724	0	2.88762186930476	0.113100980812874	2.1498825308048	0	3.84410305101691	0.141203511510552	3.85629244936099	0.315337608319727
"0aa642a7708a378ae2d52b09a6251f52"	5.43582768461432	5.79648174293486	4.48175224315054	5.41592628026341	4.22423017254454	4.73944735148636	4.0820018751515	5.34226284635793	5.04982714785875	5.85122145850054	6.37228286990902	5.07394696295825
"0ababa66302abc185f7420fe8592e464"	4.58868584269289	4.42022426455975	4.09274329334478	5.05026029425339	3.51964776253887	4.88078156377078	3.73210973392081	5.03557276205275	5.48741706640726	4.72462673609324	5.23327611639674	5.7463527576292
