"sample_002Cb"	"sample_002Co"	"sample_008Ab"	"sample_008Ao"	"sample_012Ab"	"sample_012Ao"	"sample_024Bb"	"sample_024Bo"	"sample_032Ab"	"sample_032Ao"	"sample_032Bb"	"sample_032Bo"
"00306dbb19665982fc78754ac92927bf"	2.77649887361831	2.83346374542469	1.14168003620066	3.05947180644256	1.42545103178093	2.308609330465	1.1676869397181	2.75750968410333	1.84559294898146	2.7800125774472	2.26994103251022	2.28116536297025
"0032aede248babc5516f057b3bcd4409"	2.7149786108116	4.17283209200237	1.73988091589059	2.6129883238016	1.97224948866988	2.99903007980845	1.7988335554413	2.69264379624379	1.98587550247762	4.1021007219649	1.58080775287044	3.25706454416049
"0051ee453ff489fa79b20379bcc79b6b"	1.11314110425696	2.54194405328656	1.34042318256374	2.66802233562245	1.27196737767908	2.16678885182094	0.901603399122278	2.45020995448319	1.31020396852998	2.91837506818275	1.14983081522815	2.20989062136022
"00539cb2af8b7b06ee1279130fa2f307"	2.05926780776313	3.75758180550668	1.46063247429251	3.74708282683313	0.954038499484924	3.09374706397674	1.09226716145969	3.85717942506772	2.64650077771755	4.11740406824264	2.26602840176231	3.5933496232009
"006c80037cfc5a276d7d1b8ef20cdccd"	2.69676649203356	2.3906656659168	2.60049543093496	2.11384641104977	1.46484509440062	1.82182226691346	2.15794354853774	3.83224386719806	1.45907329052186	0.635450118746671	2.06063034487378	4.84595238827701
"0092362bbf11972deda26d5b9e919f85"	2.08069275858139	4.25000768344732	1.50390293711463	3.7974463737599	1.23008197410087	3.00366075987611	0.799334354441691	3.70103625980123	1.77841955355073	4.47582322639966	2.10357021479843	3.72023009665233
"0095b52bd61b59e97345c0564dc8496e"	4.76463885165755	5.83337156452353	7.13561910823496	8.26891014955157	6.4299584414206	7.64784570253546	6.30534341128089	7.44762015839823	5.74576046315788	5.98478106229775	5.65452110748807	6.46171569259405
"00c4a692e67b1c93a289ffcae447cfcf"	2.23639398076231	3.79093669592108	3.11709600198271	3.82394844527772	2.50710306002508	4.21032812795133	1.99422196754317	3.59140057437899	2.73348748462049	3.70267402464347	2.46439271363719	3.22902191762921
"00cee8684ccbb62fce87c20103b8aed2"	2.17039715940748	3.37594238160161	1.03244964074383	3.86896203863665	0.706655941323986	2.7190900172501	0.917036999697315	3.15387574129798	1.91403144028486	3.328022067513	2.74468423529791	4.51441681389469
"00d413ed2e7ee7dd251ede7c7ed3ff78"	2.74681991513478	3.31320082863685	2.65220304483522	1.8892959568478	1.19445717397681	1.24933854040006	3.82045515436819	1.67224837884478	3.01366054730734	3.32357408928607	2.59291121685909	3.63237746007748
"0112c347c6def14a99ba74cd77bfc94d"	1.68916586288447	3.58957252292889	2.2722774204191	3.97572336290467	1.87102726134746	3.86047009839678	1.78553429967128	3.58256125780413	2.45962174724523	3.91946385352807	2.05727964599738	3.00451548794807
"011b116b1e264e2cde7ec36aa569ad7c"	1.8391540568588	4.67888502873372	1.27568956266247	3.04693072594418	1.15332614293146	3.12238496833934	0.775114189423935	2.96805450356149	1.78409584520015	4.67747521953862	1.96247406399063	3.8676306656372
"0127000197e26a049598b4a6d0225ba2"	2.77201048559386	0.587411892813796	0.724839627292435	0	0.501953381566355	0	1.31216869650197	0.564395774148579	1.88456255143347	0.466830655831397	2.85616258411242	3.14793187463121
"013c9c13c8d7029019462bef0627adba"	2.19956361742562	3.70127096128592	1.76068323293224	3.42848207905065	0.906989610239071	2.32568326440668	1.01387468832435	2.94031654623578	1.90145626959912	3.75236984803303	2.48801888508895	3.71777745555044
"015116cb2ae1efade79e1af688f3c15b"	2.39809580623023	2.16735231805561	2.63422136947233	3.4280504230723	2.00502977338474	2.52217072240395	1.85866004227329	3.28486054974883	1.90309334734567	2.31703537034688	2.58108325276275	3.04331294945463
"01524ceb0052552ad3c425bf777b0b3a"	2.27331139931368	3.60340780673036	0.974491713162854	2.48406713082388	1.28309262473153	1.85658388699329	1.28309262473153	2.53279601153133	1.88303460304706	3.53850158823924	1.6357723932532	3.22571206696164
"0160f5a856b526939ba1062b1cc9df76"	2.08069275858139	3.81852942061555	2.02454571332062	3.57662467196646	1.42069095690768	3.17878897672828	1.66974624894349	3.00629726694858	1.5842698368291	3.76063812059459	1.85509726978911	3.57031264576296
"017a60cbade7b309db182bcabe59d6a4"	5.1943119711887	2.7293778088153	5.70139561169716	4.30286707857383	5.4833421829079	4.3730693880493	5.51168634196327	4.59852067692376	4.07498304862097	2.25938099267795	6.2352389728231	4.11731184989667
"017d459400583fe36857c77a1d541f39"	3.34697267206532	5.74117177461617	3.25194051313803	4.77779811939336	3.13808607155888	4.78170888759291	2.91755854741254	4.76891432960442	3.9218027672798	6.12162901110934	3.65398472836964	4.81942912980421
"018de0ee05bc68de9383baf688539f9f"	2.13593918865032	4.21153992893862	3.70037883209861	5.06930286488208	3.50088825523123	4.98541313965668	3.49484876217693	4.76427245785292	2.12994927759711	4.39288917310156	2.07224218841559	3.4532019297155
"01ac16555e036cea2ece2a239591aae6"	1.29998933973588	3.33045108475748	1.25721525724279	2.65217779698296	1.01992200277372	2.18709001755468	1.09159480518581	2.8070362108791	1.51598048903603	3.57925442134455	1.5580765968263	2.33369063990969
"01e7154d4b5f3188595e288aeab7f7a0"	3.30085761131274	5.03129264098288	1.50979988097553	3.24054827158943	1.42709795547086	2.64372570150484	1.27196737767908	3.00233989506128	2.72165016755624	5.2290410531095	2.75649903718457	4.22813743524098
"01e9bb0d97f8ed373a8d529ffb971acc"	3.06212184606341	4.62617651011911	3.10045718575609	4.19827876892957	2.84295933378296	3.69876365164998	3.07491792654025	4.39901775676221	3.39727683970458	5.06195977433086	3.3967127741586	4.17049251054216
"01ea06c562e6b8f6bbc5be68d99c0373"	5.33849865666105	5.83696712383883	5.10391192278789	5.76453234353086	4.59476337246256	5.00967710184332	4.77555650872791	5.67750639571111	6.00281142461299	6.06799185067505	5.43096949836104	6.25792430971604
"01feb696b69822d637cdf0956d28bad4"	2.9469317118305	0.0808931152052973	6.09174824751999	6.18969410632919	6.43070906887773	5.91292984141103	5.95084451135935	6.30115473577041	2.80659592875046	0	2.15954636280891	0.27775975870613
"02104476719f02b32307edfdb1e6a0c4"	2.53718603699285	4.09651152931873	2.06180589963626	3.43777240607328	2.02884980739555	3.3859748703202	1.93423828780836	3.77494591025648	3.19758857045837	4.48840118477495	2.97398766382998	3.60435104654829
"02266378f920e88e1dac1ed916c48ff6"	1.80924781934224	3.6823695354997	2.15430356106012	4.0913160515017	2.13658088979728	3.77113914860524	1.82389964973362	3.97780377690766	1.59799954300047	3.69835410254123	2.31248987825557	3.0931719570822
"022b87e073ba519506a6d0d9dac1bba1"	3.94228348376753	6.12454663537292	4.51051230339168	5.88361224898163	3.60052585857004	6.21253842813146	3.46284156198351	5.67518162526461	3.87430240494302	5.93084893993842	4.43651309173676	6.1380629069686
"023ba7a7b10d718c663d5207c4f61f07"	1.92876384489262	1.74954449106753	1.50685575578214	3.07066463794589	0.846082836830659	1.9402714241418	1.09274343391462	2.87042723720026	0.374990092938378	1.62490606139764	1.79255032308735	2.59668554848636
"026f6d9d6a5c591d5465aaeddf6222f1"	1.40054161828378	3.3474798279689	0.825610667534697	3.16246050583047	0.983879186835169	2.69005447316274	1.10477700782788	3.33569961797863	1.51769202838815	3.51875180320814	1.13961000133649	2.31861797627094
"028a375a3a51f2d5d05b85cf4ef10890"	3.23740909785536	4.69040204974949	1.83345708028424	2.66339552400622	1.62622324717989	2.65594780755237	1.54162577218102	2.52749747899739	3.27824846328038	4.81874884319884	3.01448778418737	4.01813355973665
"02a63d174c8502c109303db99cf1e437"	3.25251270818897	4.49199297720794	2.64642874976183	3.60694925941818	2.5407837758583	3.62280141723789	2.50596973855221	4.04309526753041	3.02518005021495	4.48175076320337	3.06919265749629	4.05356612578096
"02adf979cb3500c39977fffbf7d2a048"	2.41881182115572	3.92123073186604	2.70112007283831	4.21865288784158	2.0599406362902	3.53310640506762	2.12756194835733	3.80892146287358	2.64537594841318	4.29404736983473	2.87649989801452	3.83547078686392
"02c19d40dee2d87c409a2e2f7b713d7f"	0.949336263936235	2.91456478772127	1.83981761950894	1.43979010333764	2.22020135558077	0.787297597189783	1.72576833800757	1.03299941284038	2.01998183483641	2.85527247773575	1.84715743624226	2.25585578879316
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.25132813379728	6.17123815965322	1.63281443877488	3.93808573853526	2.04371016420049	4.07188133547128	1.8195873614479	3.81839056972492	3.08289259820358	6.43356671622073	2.39594985156192	4.82883802464889
"02ed78575eba82d038ec26a744d9b6c5"	5.94498229266489	6.86257820338994	3.56326280965427	3.67547593822257	2.2497003205535	3.55529530102942	2.62131351767705	4.06930393500623	6.83859861086696	7.11756913371752	6.46722833598516	7.05538615816725
"02f7b0f943947c68160210ebf8af9e7d"	2.21732701244217	3.17561096863045	2.70428579126056	3.10583768934752	2.60318585862641	3.10285378774333	2.77806557188077	3.30556971813187	2.25732640907173	3.50634046482814	1.77326862460057	3.08446332336388
"03202b02066380ba1d7fadbf07ec658a"	4.14037407803617	4.68776795900802	3.95452735998681	3.90298115078547	3.81899600718001	3.69741504707345	3.12939368897518	3.20772650151071	4.64804656481508	4.7249257637923	3.98453864334749	4.75089609978191
"03355cd11fa9d7ee1d42bfd508147739"	2.56229974347299	1.94510515600366	3.78120130968538	2.14210232440707	3.31769601917612	1.80541743973502	3.82771912349999	2.16831171087768	2.37790169151809	1.80938176573944	2.3012734733041	2.51369128713066
"03734cd02763530410103ffac1802bfc"	4.25528177563292	0.0331465333877602	2.22947951794966	0.208991548400235	1.7922806234833	0.214181226751819	1.86816827715748	0	3.49190273307507	0	2.54515057169644	0.431283590733985
"0381b98525605c48d762e395044ca5b2"	2.23001507476128	4.40425414311174	2.38091815960227	4.70940521247607	2.28597671095102	4.30504419655968	2.07942715058055	4.80540818274086	2.49736909270935	4.77699829833228	2.53158962626022	3.95975456761856
"039544c0752df4a57b038dd86e16eba6"	1.47865724737294	2.79944460303343	0.66508458344506	2.31259680810178	0.65130643812554	1.98512536768801	0.857436292360128	2.43866461138687	2.23624185099367	3.62521969341995	0.962294541570412	2.30914731444362
"03dbe23a9e8b7382924fd20ec95338af"	1.68944426900776	2.12932350389628	0.885268479311374	2.34372127815125	0.851775677127912	2.09082216106371	0.98944267574987	2.66060912650207	1.44052948085132	2.38804034887366	1.58692341684143	2.56666722999519
"03e263884fc71d9f491555f67c1f630d"	2.4710775503953	3.22877027297184	1.64694080482394	2.98298866763787	1.31574447454238	2.18491186380871	1.48900662324777	3.00233989506128	2.9016891956369	3.61256898131233	2.93804547896905	3.27187635110577
"03f86a1233871340db1328f6fc35aff1"	2.17306416199266	3.89096168470966	1.79220603616886	3.47197344010359	2.06584832105364	3.41676146384024	1.13638804812202	3.77083586794474	2.84552907549178	4.15739420991247	2.30747183340492	3.18232473868768
"03f8d34575dc20b78b31c3c1177379b9"	4.44287577246119	6.76275051711579	2.45633964509243	4.01595822620673	3.03207124120066	4.3169047549767	2.27992842832299	4.11075130029584	4.5656379323111	6.68718695641813	4.23888932402214	5.31126006727852
"040ffbbb2858152fe7b1bfe2be12eebb"	1.69196067838758	3.81122211961036	0.756556157752879	2.92971319025832	0.345329325123889	2.99570927328949	1.43346416559628	3.10821841652186	1.48043767104805	3.78600115353904	1.66179473939598	2.81130290016592
"041c4b843dce3deada3d6b1daf849177"	1.62166809476111	3.91710748384072	0.0890497148335058	2.97826103645446	0.460849356454254	2.58629792341684	0.363993597142208	2.82412837690315	1.95837855429927	4.2413817071851	1.81947205278596	3.47575538390669
"042f95fd86a3be60cda5e0a13e76be0c"	5.52834130958754	4.91037318905662	3.04122605824854	3.70136481164435	3.34433686462302	3.57513500238805	3.88973649584891	4.120947219434	5.96052766112007	4.8054588712209	6.19264827276582	5.13796902667406
"04356242a8d119e65547c999cf90c0a1"	4.17693213133175	4.83641584405829	4.31703475665833	4.31859000886342	2.93751173251761	3.54368953430052	3.50594925094489	4.29121774005769	4.54645279284608	4.38480785813428	5.63151841069114	5.25836127015768
"04731e32cb646050ab7f27f284c04106"	3.63593722202819	0.544991080615638	1.65150406155596	3.77771876556647	1.43102177987471	0.709729852874161	1.33518438622988	0.348167764622536	3.14165839566746	0.302967896686896	1.91147278883524	2.13194990382348
"0495aca4ee75b03118200f39e55de807"	3.27506748266119	5.01721858328334	3.51760732691308	5.29373106552926	2.89794522885077	4.88280972558623	2.65220304483522	5.43468514220735	3.70002192062558	5.16046310663904	3.58303760040931	4.57887313973211
"04b93fa3ee523f9634c9c795a5f49e4b"	2.35814921440271	3.71367630517373	1.48655385009557	3.19535901531452	1.32270086714661	2.80665361041941	1.45542880571348	3.00687597383996	2.26113894539744	4.31918732239623	2.37082077121585	3.44624572856001
"04bd54b9e03f729a1a5670b1416e260b"	1.72882410678903	3.77078120960982	2.74099807595045	2.97961407042341	2.60613670061847	3.3734832003941	2.15913957457523	2.83434329365794	1.27014024804846	3.33444150623277	1.78409584520015	3.07075718233566
"04c1a513f665c225f7ed173aa4fa12bf"	2.90906696394886	5.08600055029894	1.43979010333764	3.38029936464565	0.373196704877903	2.99969291982935	0.750292816540479	3.54984738906351	4.39351406328975	5.17962015003063	4.95149148242243	6.06545207683023
"04ca9aedc6db942a0474cdc0a762451a"	0.554714654119703	2.96967301127321	0.477494254333101	1.53304594934234	0.601530670749934	1.83132787833835	0.601530670749934	1.94408705966585	1.07768312707037	2.93536413759225	0.544991080615638	2.25938099267795
"04d5efa38f3a410566bdc4ede3702fb5"	2.32410164284235	3.66913755897352	2.70339504934358	4.10790684396803	2.98500797326373	4.21839164143213	2.98568017002216	4.03674210863462	2.23082514668423	3.0824137419631	2.17306416199266	2.76608537121976
"04ef5fcaf6bf35657ee641e7ab693ee9"	4.40160229994162	4.80917591585374	3.50609313933672	4.35306926278684	2.93184287502408	3.3191413430418	3.5387005430271	4.69946275729538	5.34864502435862	5.52954553708012	4.8108235111446	5.02953039860707
"04f27efead94a16b3e810b74f86514f0"	4.49350145978633	5.2856507830184	2.44098436822947	4.03674210863462	1.9402714241418	3.33300615305938	2.32957603800363	4.50155043210273	5.21805476886713	5.99200700245247	5.06313300221964	5.78706850169411
"04fec7391708baeeb296796f3cb236c4"	2.72275777914782	3.82920367316454	2.22308669549018	2.80418610051231	1.26823128625619	1.09719461758049	1.56136364195162	2.16678885182094	2.62759633113526	3.40737598803477	4.52976584776101	5.42660650378094
"05114c017775551aa7d1fa1a490e42d9"	0.837729128052582	2.20345822570098	0.616006923365579	2.18191407863878	0.705315347225782	1.82705582548918	0.40918484795657	2.165263670127	0.413469832060194	2.73949495326749	1.0135096955033	2.06675557535878
"05425468abc7b6696e6644b43e20a070"	4.18729496185742	3.46000182982195	2.2568484753832	2.960906563656	1.95146893167524	2.47225088837964	2.33311123839745	2.66812278849652	2.61828610016003	3.81436393899723	3.31347423727976	2.81332730048656
