"sample_106Bb"	"sample_106Bo"	"sample_7_1_1"	"sample_7_1_4"	"sample_7_2_1"	"sample_7_2_4"	"sample_8_0_12"	"sample_8_0_15"	"sample_8_0_4"	"sample_8_0_6"	"sample_8_0_9"
"0017fe1f3ebeebeb2783b69b6ce6815a"	1.44553920795506	2.86973074592041	1.69868337532767	0.897148686345789	0.60056028923713	1.92376897520369	0.354081985124743	1.68752424611694	0.397309272850899	1.39551373181746	1.48850070761206
"002861a72226ea57067f3c051d2d1799"	1.36230899836938	1.84278443595229	1.52763983166096	0.683351862691644	0.300878367083592	1.62280418448942	2.49659540270294	3.84906446213463	2.53224305935539	3.30957670725453	0.895153710670298
"0051c6dcc452166ab514e05d48839bb7"	3.75622169739672	0.713454582396802	0.394875906553896	3.5944319520961	2.83480149404286	0.344702560113685	2.97311563463837	0	2.97873340804173	0.354081985124743	1.81574809423991
"009487b8b7bdd6acdb13a77dffed0b11"	0.488248671587006	1.68081021748906	1.76507320396555	0.872161190111893	0.573642664005221	2.02299155331788	1.2886572761704	3.8487292346007	1.90392199864904	3.27089733404299	0.640248387522574
"0096cfdbab221d81c3dcbb1844012a4f"	0.216803495568011	0.776653881674644	0.318639168469421	0.968570039990359	0.820231271429188	0.916698648664787	1.92019958996173	1.68168564112163	1.56373737046274	0.580426310495826	1.74410865575205
"00c0154e00241a141eef9a1067a35fd4"	0.545980389840366	1.29167869008851	1.22993290599547	0.273631321354119	0.226501905723844	1.38680423111409	1.71054362925939	3.39704075484587	1.02179171766559	3.53736027551489	0.672891410610139
"0153a1f57cba588bcc28845aa54d5b25"	3.79615368744543	5.11753403607713	4.90699437316166	3.54500316566287	3.50870813390347	4.94191402857821	4.97477933726269	5.79596568573724	4.94251330042797	6.15339303833138	4.11012210626429
"0178d78645f5380df04fdafef7a3e492"	3.18657099774911	4.8329801128172	4.36428327313381	2.80081684583175	2.68474336121849	4.51286025094497	2.48092004717045	2.80906384277772	2.58699802763307	2.70207397900755	1.72746696227096
"01907f358106a7fd969d8cec338fa095"	2.62254859292877	3.27230587476685	3.0467048165063	1.87671087871856	1.24398743301409	2.86904398482287	2.3914578698369	3.03172393276566	2.0914857185107	3.15509528838766	1.34760966428419
"01b13221b450af7fc4e6a3c7a9a12fe0"	1.80368721664108	2.71964637153754	3.21078034471539	1.38377494004226	1.43981854023262	2.96337874720652	2.53847711611702	3.65877090679025	2.66990129735596	3.64159642364773	1.24431365911703
"01bca72f3c43238d533a3eea1ff39cd4"	3.12627796340063	3.30259600848438	3.55127362939563	2.89615306941832	2.1811115683527	2.73311607735437	2.87865403946662	2.92108286254101	3.57861158373002	2.6011068037182	1.72466622088546
"01c7a504fe943dec1c3a9c790e6a6e0b"	4.80789610893172	4.79326040534091	3.49226706811819	2.69624141772879	2.99597474415562	3.34317553634898	3.85807338613138	3.57641286109857	4.99948110342789	3.28041244480554	1.88737505693609
"01d167a6dbdb0cbe980b5f2ea54e71fd"	3.75961094665633	5.40273634409794	5.14922469423991	3.35887304391146	2.89615306941832	5.63291472167685	3.51092148301704	5.54635200441389	3.71128887684305	5.26437473816665	3.2054640477161
"020f37e6575038ede16cc321c7359c84"	3.4714222050957	1.99375020214818	1.38982437328922	2.07902770606169	2.03887472293281	1.01349910896156	4.04698611266001	2.9261566608778	4.11706827845791	2.74139419292584	2.78215333514899
"023d205d1b375efcc4ba8e8b70ef29f4"	1.78963387842636	2.13495666160719	1.60594080467467	1.35609027572795	1.07319020174269	1.82732849101352	3.5590948620289	3.73860936705733	3.7746354100589	3.91677059775567	2.12399034302052
"026d87c5a066f29442beb1e7c01c5cfb"	1.28834658090385	3.27734226065211	2.53150234437735	0.736900873449868	0.318639168469421	2.58584264166056	2.023124068268	4.29422560053255	2.34880739158835	4.2961564971318	1.48494259976513
"0293062df92c8668e578c931845c8216"	2.81469469211078	2.84329645584317	2.23822362284869	1.66947506760815	1.06904271970194	2.47810943430433	3.13476316616868	3.97072985537745	3.49767342703557	4.46261525484853	3.26068733285848
"02a5344c16dc0e4ce5c7426d6d8e6464"	3.70514593464538	5.12403948250521	4.58999228215364	2.80814497705547	2.55151997016526	4.72359110704121	3.2600834858096	4.47613372742275	3.50668228958294	4.23949658963515	2.35479948304271
"02a8f82f0c32bc0d6af3a27415523d03"	2.00522365964009	0.0924333183310872	0	0.607177987580577	0.798679931384444	0	2.39720048603539	0.0610424168808622	1.67875350517428	0.224563342932916	2.04981703727995
"02c0db74890aa4996610b8bbe700d201"	4.46972679523097	4.82007747219875	4.58876251330641	3.88778451220996	3.60304238735208	4.68679169285588	2.37841512440937	4.03314141475864	2.90914291659229	3.93477484813753	1.62754498544313
"02cb0462cfa6235b205d5a7b9e0db1cd"	3.11988343403819	3.78191705356258	3.78714242921506	3.239173427683	2.857991175397	3.69467027987095	3.1415865762779	3.9032102065401	3.4122000958594	4.11783710542367	3.16974709139065
"030f9394d4a6b0be677c35849676d575"	0.18713080712185	2.40872550445407	2.43875101220381	0.309798198016489	0.135631685464559	2.79860789358628	0.597886599525581	3.19455985333968	0	2.8987939690737	0.81486911522497
"036f4fbfcd4073dda8a7515941821561"	1.41366265916182	3.15455786607163	1.89142756375556	1.14889023443033	0.759810006264008	2.05295702771771	2.04575651828435	3.09424205643744	2.6589428666396	2.44199149391096	0.526138185789306
"037e958dc9a3ffbf61ce3606e671e68d"	3.10371589585748	5.3351857960193	5.04638717729668	2.99233751788584	3.20146248894074	5.10336557305891	3.29276519027207	4.42545789409977	3.7341074718425	4.15849975990062	3.08492999208951
"03ec6aa1fb530f3bb3fa3b994be9bf36"	1.93781389120319	3.4408692750696	2.58035621381729	1.12559820458643	1.26128229008728	2.42385094548553	2.13892857551188	2.97392010848861	2.82131602729076	2.8535754457286	1.4412275231447
"03f20837ac22d72ee3fafdf1f4e68653"	2.51988118117057	3.32025175258886	3.28914657285641	1.32117833992793	1.21208233303107	3.21467782558665	3.93508244120856	5.05347825947849	4.10572370681808	5.54862110202878	3.31645136407995
"0411d28ec5eaa6eb89f5622cdd93c17c"	4.49003314659399	4.09009496211532	3.26169256456079	1.52763983166096	1.01788295643298	3.64533252637475	1.84849260746597	4.52963967635369	2.5917231050512	4.4485435100775	2.67316554564868
"041b397438129e48eebacbd311f3aeb2"	3.0949851253479	3.9371460619496	3.43737291809581	2.07902770606169	1.97545022712711	3.37017444142683	3.17830513210235	3.06310377800217	3.53781793125757	2.91938585949594	1.10333710910382
"0425b855277416df2cf64ae8fe37787c"	3.93525552821575	2.92124334422992	2.28118064346536	2.46995120589441	2.78823443722166	2.03413620469071	3.17567968095096	3.21498763564793	5.30504842208066	2.96908352898436	1.7550512238493
"044d8b015396831afaed872386df89c8"	1.62041247106213	2.49921340173652	2.86353285060673	0.748421041968167	0.545980389840366	2.57668180085549	2.00633629739568	3.91111651468954	1.96529812456899	3.7494060005329	1.94750202420662
"0453b6dd677ba270db993b487a0d86a1"	3.41692882442475	3.38832218422062	3.13368693160032	1.74413487551738	1.85989152587576	2.34698515857644	3.41323714529127	4.2451513718274	4.27602180037626	4.26987947509038	2.69146434644081
"04816f06d57b5775b30a26eec1f77e61"	2.069903700741	3.64564857096643	3.82614567607244	1.00909595872004	1.30160891342195	4.42768899569636	0.96946896864109	4.50001578242104	1.81574809423991	4.02726899439039	0.680888347164005
"04955706a1e839e7b92e00ec81e17005"	1.45969931835938	2.70356381898982	3.64533252637475	1.70089522492289	0.480792098861471	2.714046851865	2.46097386512193	3.15038796869669	2.06987593681013	3.27685487966801	1.45601256948643
"049909aeeedfc375f8393ff5868a0e4f"	1.29830978345134	2.18384153368248	1.62994519336437	1.04378996756688	0.419049093262551	2.11032167931102	1.04419552483347	1.94525507739986	1.11887755402883	1.9497439335602	0.772172755744953
"04a60050a56c46177a86669fac9ce51f"	2.41198598532597	3.08285447773539	2.28734505125627	1.5223712611896	0.950017534948856	2.50219222307099	2.07778817562314	2.78117872232186	2.71985597127891	2.56545446064467	1.26228774912606
"04bd010b35ca56e2058a2802f6cdff49"	3.1820599617437	3.48487225426188	2.40326763397008	2.25232442316093	1.55357418953179	2.49522778647165	3.06015728824995	3.89139294150067	3.56845718875276	3.69851310116472	2.22585522513532
"055c44d14b3f9512aa2bbe0cf59fbf72"	1.19756884266532	1.95851818976271	1.8214703634629	0.861988705261485	0.754131737591928	2.16596206905584	2.50047614701169	2.99697270390207	3.03020480885416	3.23686284416091	2.02520286126684
"05819591b6a3ebaed8da5f8d2152c064"	3.12361854366472	3.9183185468556	4.0470384837525	2.16039575688106	2.29469252848673	3.92503221748679	3.86271292212418	5.18512904898902	3.94182566143009	5.21857365417095	3.13818069107769
"061169b9d888a7e03b29bfa6297f1314"	2.19872456290628	3.33242787808388	2.90348101048984	1.04378996756688	1.00023106469794	3.06945102711484	2.17174538880942	4.26214813005514	2.52596989520492	4.30235303387202	1.3994040523696
"0641a2d352091d3df7a9dfda9c06c6a5"	3.22724074119983	0.327402660646713	0	0.10340911290936	0.0587640685306927	0	0.680888347164005	0.104496942886173	0.354081985124743	0	0.199100008032773
"0658fd4870addf12526f3287ee56e9e5"	0.787727548661939	2.84681483473609	2.72124049213277	0.473279507692021	0.135631685464559	2.23951376167358	0	3.12097506039516	0	2.41984674831087	0.0610424168808622
"06be595056a308fabe77dcdfb61fa3f5"	3.47742234949365	4.5068683105217	3.64628036065498	2.65710596859249	2.35045292718602	4.19902292026332	3.95788637642822	0.888704095634175	4.43127945370681	0.835552582437043	1.35169049391286
"06e84c5a629fc40f743363f635a9846b"	0.982261976173564	0.336090020728881	0	0.748421041968167	1.16412221284094	0.177040972350029	2.64563223887835	2.19829333933992	2.68825938173632	1.97407880379732	1.78454013912854
"070d5641c2325ac185497b61378aec1c"	3.53728548228823	4.02738649411787	4.29823019785782	2.26748368384616	2.40763631082423	3.91301171649224	2.08563830203974	3.29276519027207	2.54837146971467	3.29801286716602	1.71338414846981
"07131ddb13bc74a931a20d3e5c9bf2c5"	2.54394138094685	2.33181762842413	1.86365368330272	1.83315250067569	0.931114317623171	1.8214703634629	3.78326375087536	4.40797874644498	3.75162530688131	4.31463209232097	2.87953817486839
"071b0bb19ae446effcc7396e499699e0"	3.83481372148232	4.62785727666801	3.70603876248745	3.04842884538703	2.72044374948768	3.81686944335862	4.33028987354844	4.96296630117938	4.58091134530508	4.65305334847964	3.39387544156168
"071e5d424e87c89efdb0787e90ca3dd4"	3.5561236178107	2.67644876076185	1.775380225462	2.60302037150246	2.43875101220381	2.18247748260614	3.48954348972405	1.34351211322445	3.32497875286977	0.998874454586633	2.53224305935539
"07221cd2ba8179933ff889fc5d719210"	2.83052679734266	3.85552048232719	3.79397658508906	2.41090033913324	2.67394690493955	3.85858984421041	3.11470784230449	3.51139139711646	3.57288481831677	3.60119621511193	1.82085602872955
"072926833487d10042dcfaac89352467"	2.32355419655492	2.6781131940169	1.93606902652441	1.32440299982767	0.74267754690262	2.42062898351373	3.3390314392879	4.22464273361551	3.76045360456531	3.82394901315373	2.16635016339032
"074ab73e94b5b691fd24173fcc2238da"	3.83585930633035	5.48160143914167	5.44108511305135	3.33501787039202	3.22097901161959	5.81961136517705	3.03324075243969	6.02230377197694	3.04529318823797	6.08731768857285	3.31816266906935
"0764fd7da3a7c59463f32151d1395150"	3.17043844846185	3.28189888577577	2.41090033913324	1.54328101576636	1.71188167851053	2.74562982481479	5.00413791174897	5.23840042676559	5.11127553476416	4.72341981499509	3.705501932052
"0775ec0b486373ce0b27201c56bfe8d2"	3.18807016562343	3.76439280433255	4.14008452369384	2.90281704855454	2.57206971666103	4.08460949653106	3.03702276631181	4.05028051235977	3.33847310711685	4.30107413826806	2.90828458321171
"07b26260fa14dba027ae60b10b7aea9b"	4.64195755634732	1.83121493046687	1.0265934148793	4.08175329048577	4.25776882345007	1.14118634742703	3.60548154069414	0.993062125398682	3.19068274879796	0.571580495923011	3.55595450613611
"07b80c9729a12704ed4aa4af3da8a972"	1.57384803979459	3.12787022704298	2.47301834644531	0.587192043705526	0.74267754690262	2.42385094548553	2.42264180854684	4.24176234114151	2.92193028535164	4.77915932440235	2.96015525009351
"07ef5d2017ef280151a6d665dbd9b7d8"	4.10896113443218	4.12435027105851	3.40373449380288	2.96087500670733	2.77095520127058	3.35971457857823	5.3752828891556	4.45185078721764	6.25241465828573	4.39854298572156	4.91067964210851
"07f0f13f4bddb571a6264f1f8dccd48e"	5.53864616201338	6.40309055450812	4.97774247485821	4.46806211896843	4.38108369024148	5.32757345307289	7.39501578805305	7.73434240448539	7.48897386564951	7.1131155546086	5.94665574080462
"07f23058e68ca8ecbb071845d6959c12"	3.18256219405339	3.9183185468556	3.51808564676036	1.9516642765505	1.87671087871856	3.79015521350247	3.35892656032123	4.41808552761457	3.68951125448604	3.8097572516066	2.65673669598411
"07f7111c0dd93e0ccd8f7b475be76b85"	0	2.10443593799721	2.38113329984197	0.0587640685306927	0	2.25359650914073	0	2.93120484568822	0	2.66114418081838	0.118572057629995
"07fc30857c57357859df2392a266d89b"	2.57852069499926	4.48676810876501	3.77694138324704	1.274905992181	1.23346509950157	4.05252302318473	3.07553039747321	5.15625695070537	3.2225417371931	5.13332342378906	2.721927333421
"081be46d8c601c06b8b27822cab55d07"	3.51772659457418	3.26169256456079	2.34234268123487	3.10859366219491	2.66892433678397	1.9737698665058	3.08060269366348	1.83351286985494	3.1690857369416	1.35169049391286	1.85096755882452
"083c0a249dc1791afd80018c86bb9f7a"	1.52500901615062	3.01515296517693	2.62342724229698	0.725246442419945	0.177040972350029	2.78748934205061	1.8558991608437	4.03759260694315	1.7871783251264	3.78861890112478	1.17873130112267
"08b98b7abde669f22195ab2d2c0456f6"	0.488248671587006	0.620283434036384	0.114265746128343	0.442651702561981	0.361708255546583	0.318639168469421	1.68752424611694	0.535393350509669	1.79766201488067	0	0.535393350509669
"08efe5fcd6cb80bbf1bdd7cdc72815db"	3.0216614383716	3.98147863649203	4.04830681916398	2.21471189019376	2.34001333524617	3.86647569751205	3.33118627766667	4.37028669041749	3.21625062203662	4.2636991883529	1.92709539936162
