"sample_020Bb"	"sample_020Bo"	"sample_020Cb"	"sample_020Co"	"sample_020Db"	"sample_020Do"	"sample_021Ab"	"sample_021Ao"	"sample_029Db"	"sample_029Do"
"00cee8684ccbb62fce87c20103b8aed2"	3.06512343904469	4.74001879070773	3.7434222780568	4.36563578563762	2.71466322014521	3.95195031503719	1.09154739094599	2.46996220240218	1.56281579634904	2.43942276385196
"00d413ed2e7ee7dd251ede7c7ed3ff78"	3.93988327860692	5.24402534890184	4.21775198833632	5.0937041138552	3.40967177236618	4.64993213349008	1.81866751211831	2.3796979744537	2.52590782825385	3.06733174490589
"0112c347c6def14a99ba74cd77bfc94d"	1.76630695131609	3.01929585878887	2.48045810299321	3.58442841364703	1.74975413594969	3.56015193297139	1.6040675176441	3.13816109143593	2.6380854289013	3.61192443295969
"011b116b1e264e2cde7ec36aa569ad7c"	1.80500936612918	4.44529783899845	3.28352739514361	4.1336171362169	1.73954433163965	3.85106138544421	2.27287126375856	4.6640437026872	3.03285383191856	4.62992678018215
"0127000197e26a049598b4a6d0225ba2"	1.85116121139404	0.21430180337389	1.98748007396407	0.293371634839806	2.35495397839321	0.335288420978619	1.5134608008051	0.163391293036848	1.29721746222992	0.251381789520943
"013c9c13c8d7029019462bef0627adba"	3.31660634600919	5.53780370012466	3.75958206316628	4.21444579766469	2.66133085131587	4.09685447641721	2.22059482086037	3.65199524977425	2.13681625389307	3.1755479027412
"015116cb2ae1efade79e1af688f3c15b"	1.47202833866916	1.51777402180592	1.93370887684901	2.2507959424273	2.06814475124343	1.91227619375501	3.3788897394343	3.6909493104825	3.1769515564005	3.38204650193238
"01525c063123cb2134c64e84ad1e2118"	1.64732080803148	3.54502086191586	2.57741290225959	3.9140264372178	1.46898801347107	3.81399288995021	2.20668854130733	3.64234586695838	3.05356523761156	4.16249218770038
"0160f5a856b526939ba1062b1cc9df76"	1.87753708544777	4.353359377388	2.99155998163668	3.10320976683262	2.35045788412452	3.33158803447882	2.55635406197929	4.49485162171764	2.6100624397738	3.95633381893569
"017a60cbade7b309db182bcabe59d6a4"	4.50192179378187	2.23238577976311	4.68111882593014	3.22103397438732	4.32475010797653	2.7572014429324	3.38099535461651	1.33046447615922	3.72544616775488	1.72952939269192
"017d459400583fe36857c77a1d541f39"	3.97204546951341	5.15575731511443	4.9466222597552	5.78441893832944	4.00378960507092	5.42674834665433	3.04034610994668	6.54239720266928	4.46648680175993	5.93335883766638
"018de0ee05bc68de9383baf688539f9f"	2.65909242288633	4.84317444792897	4.08373157652837	4.24381522210586	2.71360275709186	4.59455888474211	1.51978887806451	2.78483715301161	2.16853470857372	2.95391812034037
"019ee757485f09fa0c7881843036a765"	3.22613120085779	3.56242467736002	3.58974407756409	3.58398416355546	3.27632809774957	3.47171163747906	2.51095768889264	3.13883125052626	2.38255641350419	3.57015729011454
"01ac16555e036cea2ece2a239591aae6"	2.00598099359427	4.22894782716517	3.47625251018198	4.32480560872473	2.22876081123402	3.92511228437832	1.70304625991641	2.91687385641689	1.8511664449027	2.97861643652395
"01e013346904f75a91f713c559585ff7"	3.27511853068661	3.28535351460243	2.73874854799081	3.58708977763676	2.49903898294276	3.33785949059088	3.03811304412904	4.27186069515261	3.13292292731456	4.06502033276006
"01e7154d4b5f3188595e288aeab7f7a0"	2.29073718287561	3.98313676224695	3.15160683806642	4.21112863982674	2.215068861314	3.84184514640642	6.84323853894069	4.44421849831325	2.70126322157323	4.81540534128511
"01e9bb0d97f8ed373a8d529ffb971acc"	4.07452361875818	5.21496695277458	4.97510436052616	5.12034785385702	4.14032844325343	5.177663027643	3.15280183216396	4.50566869489729	3.72805112760325	4.74441199311636
"01ea06c562e6b8f6bbc5be68d99c0373"	4.69525857411968	5.34166394123236	4.57429835730449	5.01837547479496	4.80813036041019	4.83201175519772	4.04433850915927	4.61767270278682	3.98404706488618	4.52260194183038
"01feb696b69822d637cdf0956d28bad4"	4.68850822117782	1.56714567096362	4.05972268220673	1.68956135531	3.39206177882796	1.2699403039872	6.27900325928417	3.91558186516769	3.99149976836979	5.63044187978807
"02104476719f02b32307edfdb1e6a0c4"	3.17381700872827	4.29839688036552	3.21311925402768	4.38673446164927	2.39372178787662	3.59533312097707	2.94987993973188	4.05511539569976	3.15938650834875	4.57939011733164
"02266378f920e88e1dac1ed916c48ff6"	2.34433683116869	5.16283781463578	3.19842296381586	3.94454169472357	2.25109430542179	3.79833690585627	2.21592858941588	3.90426235060608	2.23806192196339	3.65899638268909
"022b87e073ba519506a6d0d9dac1bba1"	3.05537080934737	0.614218685254534	0.911628681385166	2.20805724708674	0	0.336543662641743	4.63657776362763	5.03730319030116	3.97885477007166	5.56181606422586
"02556710e6071f6303dfb662fc79f6b6"	1.64732080803148	2.35350441746356	1.46159383743623	3.11677186753025	0.911628681385166	3.22294848033691	2.23520520566273	3.21925095449828	3.11373128588573	4.13664769930895
"026f6d9d6a5c591d5465aaeddf6222f1"	1.48674161879161	4.01153594623291	3.3956392533568	4.20082973235053	1.88069270981256	3.92024808711937	1.31025898308118	3.10933623904686	1.82169994597264	3.12205410304926
"027ee5073ec17a7192c3036f2b817f18"	2.25109430542179	3.69927156855448	3.16992504780121	3.9759564435399	2.45192295261704	3.79258249692223	1.63166113713089	1.28017800433056	1.38223111731409	2.15429155987785
"02a63d174c8502c109303db99cf1e437"	4.31709454276416	5.14788251779488	4.79577395041772	4.89790878264618	4.25546188993484	5.2206909256826	3.2130500881697	4.02021243593052	3.62807262819934	4.4652428399345
"02adf979cb3500c39977fffbf7d2a048"	3.09394504562831	4.14298325519082	3.2149890960607	3.7765941393957	2.59261061155475	3.70641077284415	3.23446794073169	4.29300053864824	2.72331674818023	3.94402409891757
"02c00510d4deae8d414f84d4af078919"	1.18312382480985	1.12473749897877	2.00277147832244	1.21408840089829	2.08816973094235	1.50614737385179	1.50118993820021	1.58919320493529	1.2085893406298	1.48203133987206
"02c19d40dee2d87c409a2e2f7b713d7f"	1.22395188664125	2.88481322673489	2.09060054773135	3.19055140925791	1.03831577968344	2.81731898950284	0.82556920806647	2.50213243045307	1.2758710511196	2.15787141096695
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.3131566170054	5.80043218113637	4.88335298284598	5.61106792728153	1.68065880670059	5.47503743090164	1.47464783379941	5.21178987020971	2.4260959866512	5.08066293234522
"02db2ad8ae83f16a31add624ea4ad90e"	3.91466511198861	4.75169778093757	4.46265483245309	4.79484765493403	3.39098447367196	4.58823076061443	1.97400602320937	3.14083903732433	2.98095360501618	3.69326084180161
"02f7b0f943947c68160210ebf8af9e7d"	3.2659629435914	4.19411864975801	3.79366281906935	4.46653208120849	3.44354631632015	4.5102448317283	2.43942276385196	3.85950453977206	2.59747909683797	3.50682746098443
"02fdd4f04802f7d7700d7b017e231832"	2.63642816209566	2.4737375064846	2.968803733139	3.94794412706553	3.25618070398288	3.66544489733939	1.72678351909904	2.54913105909762	3.06228189607084	3.09430893078917
"03202b02066380ba1d7fadbf07ec658a"	3.02940493236903	2.08862028780934	3.20428623246349	3.47121436856385	3.60986297801793	2.968803733139	3.70701893444172	2.35359754794989	4.38992610156625	3.79036462029581
"03355cd11fa9d7ee1d42bfd508147739"	3.20523156287477	3.06426422480575	3.29629878702387	2.89278582176373	3.35583274379399	3.40418141095641	2.54465003669087	1.29698219907498	2.42191766009017	1.62052896323336
"0381b98525605c48d762e395044ca5b2"	2.80904732280919	4.66409027680788	3.44823468194751	4.40475648314741	2.55837259528661	4.28242436350102	2.2712995824861	3.9805590114471	2.67168060468772	4.11514249122343
"03ce41b70baf38697859cf6c9998b33f"	2.53392694620513	5.2881520341837	4.23574319347651	4.61631805692955	2.93706787923566	4.69569723575157	2.06035810570357	2.78483715301161	2.23189220587045	3.46468472550641
"03dbe23a9e8b7382924fd20ec95338af"	2.86542491661368	3.03399354071072	2.78389124676778	3.13241484196063	2.0755855623498	3.09063232503	1.94532722832953	1.97647836368341	1.8571205207917	2.25865312649174
"03e263884fc71d9f491555f67c1f630d"	3.29370437163138	3.99469592490613	3.56514516985497	4.48744428869928	3.28774659823481	4.11400083894028	2.27253611063385	3.17177918587515	2.60207319915946	3.43523739041888
"03f86a1233871340db1328f6fc35aff1"	2.01030794600599	4.23481651335095	3.19186764542098	4.12285394670348	2.52755737116754	4.06632793621526	1.48887802489071	3.46854632486137	2.14166018648396	3.73027856207219
"03f8d34575dc20b78b31c3c1177379b9"	3.16114704604813	5.01551287267934	4.14414234555692	4.94628096221702	3.20103310609595	5.15085443049302	3.43473917974538	5.38632146729101	3.84704406732126	5.40504547662217
"040ffbbb2858152fe7b1bfe2be12eebb"	2.6260592189962	3.74720373806313	2.90953888918988	3.97625665509713	2.34126219688012	3.63508893900142	2.34850701867304	3.72996682654755	2.58147136129524	3.66972124937519
"041c4b843dce3deada3d6b1daf849177"	1.18067265181289	3.64098249092172	2.60853508627049	4.07425150875632	1.23797183125075	4.00583162208694	0.390759452245651	3.33685551514643	0.99493500582849	3.024065691545
"04270753eac3e84e5b3f45e5131fd1e7"	1.9552260495629	2.47508524395698	2.2793361178575	2.67906015442189	2.34433683116869	2.68125437831505	2.12518182158164	1.36658642933995	2.11777002999581	3.099896774271
"042f95fd86a3be60cda5e0a13e76be0c"	6.93698111317461	5.41328679438627	6.46178025265284	5.5292017600872	7.13387767233765	6.09403585554134	5.7503872685155	4.3210795233633	6.74569255129084	5.31495784264704
"04356242a8d119e65547c999cf90c0a1"	4.52684028783297	4.39910768848581	4.58342301483601	5.06257390220246	4.24722314887326	4.76992671769185	5.66702996631115	6.94056796605987	6.71899663250964	6.98524562445645
"04731e32cb646050ab7f27f284c04106"	3.11199489377029	0.0945045724718856	2.97024092769037	0.146929510386918	3.28861759330161	0.157598477570636	2.58938827933855	0.34883831763735	1.37834283133227	1.2043107472168
"0496149b2d1f183353cbf9189b7049e2"	2.25613646528716	4.19509952860057	3.44806849928989	4.57495837057985	2.24940791995774	4.27568964241792	1.71014803174107	2.64688943558642	1.84344068836307	3.17952774360395
"04b93fa3ee523f9634c9c795a5f49e4b"	2.12559060215573	3.5790843423759	2.83626820263248	3.49432275226564	2.53899355507507	3.28355493612252	1.8603586280948	2.86512418624213	2.21925956210814	3.02262650540533
"04bd54b9e03f729a1a5670b1416e260b"	1.87746806680186	3.12736234201276	2.72754010291672	2.84137994469727	1.86845534464194	3.11398575959494	1.22686258891087	3.53739360042501	2.29868944750329	3.14307140475824
"04c1a513f665c225f7ed173aa4fa12bf"	4.02405471776675	6.04303802611973	4.07889413742701	5.04319374103703	3.22545583236784	5.11301082162425	3.0164880683293	4.07725007354803	2.421034132139	4.09373782303897
"04ca9aedc6db942a0474cdc0a762451a"	1.45039903816072	3.6792747765158	3.53200035553511	4.1590041385322	1.62235729662952	3.63635477029858	0.684186248564545	2.51176010834068	1.63648191404505	2.81855759753431
"04d5efa38f3a410566bdc4ede3702fb5"	3.71459612754083	4.31109942928307	3.97234685731196	4.47184019022472	4.10189697085147	4.09232111643575	1.47482708028144	2.76750708255165	2.75480146272496	2.85842117540506
"04ef5fcaf6bf35657ee641e7ab693ee9"	4.35828804061308	4.0525174099222	4.1802789872849	4.05001113204365	4.11164419034672	3.90729560887647	3.94113316335456	3.13278358897531	3.86438072219124	3.6325804943669
"04f27efead94a16b3e810b74f86514f0"	4.15125084281786	4.43708168823714	4.28634396691078	4.54386621419989	4.34147171114804	4.40889696959847	4.10094473309543	4.36821848951502	4.33959788125763	5.21535588673369
"05425468abc7b6696e6644b43e20a070"	3.59678795878271	3.51310052756098	3.49383660369303	3.79258249692223	3.4977191907835	3.26477770768018	4.48389838401442	3.28843133647635	3.85652880099893	3.6935381187228
"0575b5bcc7abd6f7a59549c280abbd34"	1.27563837954361	0.284000735383931	1.57619877652522	0.183359791193236	2.36808943875584	0.462685194325917	2.06232590119911	0.183137890169845	2.24015421588024	1.27154546779473
"058b63372cbe61fbfecc853d367548c1"	1.63803236634608	3.00829364810934	2.75821668754674	3.94979513142395	1.62865683999897	3.80583966245186	2.48681981851306	4.12121561329954	3.99804656134982	4.78539170591406
"05c4489613b115ee4ec2ef8199067913"	3.53246830468257	5.19289427115436	4.14261852969288	4.30614784169589	3.47121436856385	4.76392491375949	1.78399292676822	3.60118101736997	1.6264088196528	3.37434388595407
"05d75b81fb54d3ff766fc90129feed63"	1.87508600998422	4.17856413463834	3.17126869663572	4.11426234628618	1.99953161685693	3.86492452156038	2.54063774920287	4.62451976949896	3.4776582977566	4.36291414917506
"05e856ee9d148f9da62ea0b0ccf6db24"	3.81997674922525	3.81892337256363	3.62405075754621	4.3654324089485	3.4300914970289	4.69847096648298	4.01353030698227	4.61476758328041	4.3573834708609	4.73005187757367
"06094dd96a7550292ac7a15406ee3eb7"	2.77531998893279	0.494793798052954	2.00816195049832	1.08264820472888	2.09257689397283	1.0095755893699	1.75801263349992	0.0915689450849225	1.52716454518143	0.30133897202949
"06122d6c188a53fa3820d7ba9c64b053"	4.63668381417585	4.76105330712905	4.48094194454411	4.7949800354039	4.74183519869272	4.17487951795245	3.59603877579739	2.6979603493302	3.95609336647631	3.56606007245365
"062dc7bf1a892776a0d4259124cbb2fd"	4.22643752079623	4.75514749512014	4.93287867577251	4.86068039963778	4.80039260103351	4.88383756793872	3.44613569251584	4.48111987693802	3.84141897958592	4.33616435506417
"06308be651a239379c2200605a63c9b6"	3.61648933458233	0	3.1745906071095	0.271703955557686	3.56700448574576	0.454929804374912	3.59944658318347	0.0651367958746061	4.22376291230777	0.553371154090927
"0639cd2e7dadf3ff0a4ebc918d2008b9"	2.99956332569339	5.15925785341169	4.13701125424122	5.08423330386031	2.98914643444557	4.91319709165703	3.5605362935928	5.63497887097125	3.78370769962476	5.455377182162
"063fe437b9d9aede23f02fc83941f904"	1.30091837342464	3.01773150615315	2.42679896200066	3.70676671886207	1.33096556662287	3.20168457854682	2.1452854604151	2.79905293535053	2.36962859903552	3.49281955700945
"066aad56751f9efcd6546c0e2594e7bc"	3.38612218642959	0.454981357820028	3.51500666574878	0.336543662641743	4.11504645825753	0	2.38112821531283	3.6532191152992	2.52467048465475	2.64249712102929
"067925bf2c68cfbf03151580d443463a"	1.58267878745436	1.4705550795825	2.12090552481443	1.73674847118496	1.91689522758336	1.49452337688456	2.64752641468401	2.47846178660987	2.90285116969451	3.0425264031306
"06850915424790786904937314f04f24"	2.73460124833428	4.44759314287665	3.2841548217859	3.72429746538333	2.45742136631979	3.40543107359418	2.95311178771735	4.98233060246249	3.48574132815844	4.74171827380866
"0691bcbf69519fb5dba78151aa18c728"	2.36228179950344	3.81144942744079	2.80584762441026	2.44737293558876	2.58306958510391	3.3600627431791	1.9890647889637	3.06908699386717	2.17880938897623	3.40487862690533
"06a434056b6d9da35471b83529f52fed"	3.68932315566384	3.32066200820431	3.80298810302737	3.53340354656019	3.70872982536839	3.23624836463707	4.30367582826121	2.93273922422607	3.71194098110958	2.60778630521476
"06bde0cecfbcada397af9c0bf5f83820"	2.76226739007414	4.87812880845604	4.67232852241081	5.16384523442398	3.00115633669102	4.90457429612093	2.46076592654535	3.5128371415372	3.0709232304965	3.89880442365648
"06c1a374a0a04f77bfca645ffe73c61c"	0	2.00169619305498	1.10409854493791	1.50870666515994	0.0916890860962891	3.03326598760106	0	1.74043810427109	0.0744579109180097	0.0453365883882916
"06da80a2c361f6c3363b72be33e8e8d4"	3.0469025220633	3.21360082670081	2.84841109397278	3.56105248523441	2.99512579429032	2.98601539520877	4.05485574746664	4.21442557092784	4.03888006760386	4.11195834710751
"06f154fee6b1d89c4fb222e23f2b939c"	3.20103310609595	5.78067167370558	4.01164308426037	4.42867999369088	3.81187236145638	6.09843154867604	5.54183961449274	4.73359330356357	5.5647813694377	5.55130767863975
"0723628f526fba7f82f84bebd97bad25"	1.56380101150051	5.17540344286949	3.85514691408439	5.29154146186843	1.83502902602256	4.74392696248368	0	2.72990431742629	0.292759162192064	2.49322859283083
"073587e420e91ec5e53de8257bfaba94"	2.90157495053075	4.59011040563452	4.13753738791586	4.99381958772011	2.45933847105994	4.59460615125225	3.26987383566384	5.05589555293429	3.71231859851436	4.91422101166155
"0760f91983ac07c0e8e9f3efab81a287"	2.39228721335135	3.40967177236618	2.79605155457005	4.07886733886429	2.68453671307117	3.47617596519997	0.979336092626496	1.76555787969596	1.19838335810894	2.15879697406648
"076c212597b0d5ff02b7d6d677f724bd"	2.10240045716355	1.67467943640726	1.603217002637	2.03570697640698	2.43384139957184	1.81958408254871	2.2368575986412	0.725972486624366	2.59747909683797	1.48887802489071
"0771eed1039e2a9a46dfc4bb7bc0681b"	1.8342924506519	2.89042217147511	2.09080067906513	3.00024227438499	1.54687223608357	3.29822790158244	0.412228849020459	1.7212690484022	1.32225704769008	2.48938825902511
"077896f52217cf2755311d9ba92258b3"	3.744199758367	2.36621909725522	3.22304506785768	3.50067750648592	3.33196587864287	2.67855668858296	4.73146496782478	3.60089256063283	5.27853943817661	4.31840546769363
"07ab66989a508e3777a908855686e414"	2.27276238393216	3.2841548217859	2.24940791995774	2.64100229408786	2.09257689397283	3.21591063302883	2.09080863628171	3.79993103208803	1.83240764308443	3.42911108824344
"07ba0efc76158deb7ed94f5c6b5e148b"	2.29491789935798	2.90836277641297	2.8878709022281	2.9181733338079	2.63023159549431	2.66646216783688	1.45347600127489	0	2.18822295145412	0.818374624284029
"07c4d0f20a81938b97f1deefd4690bd8"	2.71360275709186	4.06303076287364	3.32297216579376	4.00378960507092	2.32886824488394	3.97385243528945	2.1860580182884	3.28445830089519	2.409311675158	3.93902864821755
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	3.59941667489158	4.27055912031323	4.01511381926042	4.19726768986165	3.73237448089814	4.38934841490287	3.06083438584423	3.42371527353711	3.27865001458151	4.47497539215024
"07d44546198c8221cf2a9765f78709b8"	3.50319935679332	0	3.38600595612707	0.375393601359993	3.5231859850813	0.271214468256301	1.67602308774545	0	2.4380735692804	0.102755124572146
"0808113a681a013933c03815ed511b06"	4.17411774815773	0.976479197285108	3.30952817637197	0.871813600167629	3.80551129443144	2.50854928644202	5.03449448762319	1.75769184919226	2.29409637875104	3.8637036308705
"081419daef27076e9e23740f0f3d0cfa"	3.39313792464641	4.64348394952534	4.29638845986496	4.80577602843824	3.56015193297139	4.89862507363236	2.60775537287494	4.21152568969909	3.69603915366807	4.3350548484071
"08278cb30c0ecfa025df1080741366fe"	2.74390860134469	3.95379392557603	2.88481322673489	3.38123614178767	2.85762494155579	3.26965730029877	3.72879415716974	4.13985347595661	2.98643014257389	4.73807020433782
"082b8027abcaeb2baea3b91658963091"	4.73665672933266	4.71236915864773	4.6144170615538	4.56584477935464	4.97709232639752	4.46891004514281	3.39469396273338	3.69466231387144	3.63689347653427	3.41169521593184
"0833115e4467b0ceb8783aab127ff52b"	3.83253147249657	4.70804668703457	4.31709454276416	5.16118711722894	3.80155926823527	4.9564695553807	3.50357645724122	4.57812021200343	3.43921416525479	4.51077884392305
"0834e59536ad310cbadacdf155bdda3b"	1.64032491876484	3.8555967577817	2.65324279831801	3.40518971888725	1.72143992452678	3.38238463080179	1.73226774710502	2.70126322157323	1.64964275655622	2.65886976078495
"084d4e024d1f8ab820e3b9e6bbe4b0a8"	6.10819837476032	2.34740204105046	6.15272677979299	4.556647366079	6.29697569774722	3.31195107270796	4.8765185873517	1.69038359691673	5.60186639049785	3.14083903732433
"086eca5f643453c1cf040e3cbe8b2c3c"	2.08862028780934	3.55924138693819	2.48713383443664	3.50351495225511	2.07061923936318	3.28355493612252	1.0730924060353	2.52570171674157	1.2215803823617	2.48706952759909
"087615d55895b273be3ec65195fa1639"	3.46322425124204	4.44346283295538	3.91370694680269	4.92523840947579	3.19580599086014	4.53405035412378	3.32753218326454	4.3607450292285	4.29422631018336	5.17796334122828
"089f050dd822e3fc12b55d0a998f6f6c"	1.99082615167614	3.73428800229766	3.296670000333	4.36787020356991	1.86769652948454	4.1883239174782	2.0951992345419	2.90519578154986	2.24507885396405	2.83236828120881
"08b5865dd5287e44cb75455288ca80c8"	3.24659210299502	0.442782961054987	1.42456933596229	0	2.05156210625042	0.45358593059249	3.25447691817116	4.61077843034564	4.67594435003103	3.96751144786395
"08d7a738a4756ac72191feaf26591930"	1.75806479270396	4.50758403813229	3.11535290867869	4.4347712079466	2.34893112985915	4.02631123022985	1.22722828717891	3.37201570829858	2.30698539743853	3.37941655902714
"08ffb091e6fb80698e54de15a34c082d"	4.4190875652519	5.74859702590402	4.77208435624831	5.85564204045642	4.66346026369931	6.01067303715526	4.47285999025616	4.18132835549797	4.63882253994993	4.8185326177321
"091b05420d1d03c04bff4485b8b1cb93"	1.70130945963931	3.15638831896017	2.16492266509513	3.40383616367915	1.67467943640726	3.29548480403779	2.02425911546629	3.09500912117353	2.12518182158164	3.09080060593377
"092f5a8619fb9350043cc4ea36653dd6"	4.24151556927612	3.72545532660379	3.53387083969936	3.97565614182862	2.91475863269659	3.21333908537555	2.35359754794989	2.51095768889264	2.54913105909762	2.83418698755857
"096c8afcca0cf3953b7deb7a22aa2c64"	2.39520912287122	4.72352091825204	3.57056405177555	4.36726131182965	2.35654169762021	4.27635690454752	1.44689777607553	3.62998559915345	1.55197652735083	3.30153667590008
"0974d5a60d20f55cae8db1bb4d3ae6a9"	2.82268979485994	2.30082527968132	2.88811543766372	2.78942519553556	3.11892206958423	2.33871209970945	4.07527692475471	5.86394947720749	4.89218833809353	5.650969851234
"0977ec1ec766483e434b5ced6346bd40"	3.34634858096416	0.475085693652529	3.54732821690511	0.838254809259856	3.46372550831027	0.681198073483805	3.47439021201216	0.483443787698047	3.13942304390256	1.18442198626432
"0989c13d0c860d464a6d08c86ae36452"	1.50256389853234	2.52300710030052	2.19236860272225	2.87614969384908	1.49028593461657	2.53303062329444	1.60594980521782	3.73091972000322	3.33439343853626	4.05138260118709
"09b2d834bd6ac6da3f312992a5ada13a"	4.09781624703166	4.90814333445766	4.5242003541589	4.82628093941266	4.31847903767142	4.84861225212568	2.7621485429338	4.56998818813138	3.13453393430021	4.63347632209096
"09c649de9578b51089151c3f67c6d1f1"	3.07820282916797	3.27783030786385	3.25529755155232	2.96821043589213	3.22639188583179	3.04750877664207	3.27214095731047	3.49521100544381	2.36026197784201	3.0534104526374
"09d19cff22a275f6b41de4a94d82edbc"	4.38138718656531	0.624889770843749	3.51584799986549	1.53028916662408	4.2815300557699	1.82200042871068	4.58998305754708	2.31475344553768	4.29298923699772	3.20246853183252
"09d8ddc69c0a38c3720e026fdcb1ea1d"	2.29235534710813	4.30528418764432	3.55146808697098	4.32071697514768	2.13320266347487	3.98908122702729	1.85560087243538	3.84141897958592	1.90741580060673	3.42421900543207
"09d91bd09f3acddc13ab643e76870fa7"	1.81003026206876	1.95839362179935	1.43272991400627	0.956506236320495	1.83825587339607	1.75000410866336	2.71389792056532	0.561432907998303	2.53224816701926	1.73747404027117
"09da4c4cd10311000e3aa404f8f9d09d"	4.0514042840557	4.90552289580292	4.36156037222059	4.5500739221017	4.12077790276851	4.7693719327543	4.27009625128692	2.4380735692804	4.6019768928503	2.95874250998104
"09fcb9ad80345395a0bea7730d6fe7e8"	3.3723244364415	2.46941807151909	2.92087473180564	3.3569424531537	3.0640086423282	3.2976254731605	2.69237508743638	3.10065742087181	2.87907903078045	3.35868310720685
"0a179124b7265fd051af45cf7bbb5a2e"	2.84044323766885	3.88230921439034	3.28045016495082	3.99573491165218	2.79730585161634	3.92754247937006	1.70454079802719	1.92109331446399	2.2467150253502	3.36134713706219
"0a2b2d365687ce2b521870ff1b9fa4ff"	0.85880567645736	4.18710914109555	3.20493558972245	3.36808875691612	1.21449485290549	3.94887005752182	1.34961428925152	3.77140296581165	2.19274097399405	3.43294715106621
"0a2bedc2b9e2f372d7ea96ac9331bd11"	3.86120956380198	3.88388959073767	4.00673547901372	3.78083414217331	4.2436001328969	3.90407362652256	3.42514162961473	3.50112229691904	3.7310397746117	3.6725908108372
"0a3d2dbba6357dd3b8d7cc68bd934825"	3.24439385280714	4.66240285929296	3.88189108458551	5.01359990861411	2.70186283208594	4.89635505647358	2.5156518487928	4.50925838184346	3.08460968261118	4.46437251160902
"0a4e5160b1f7e7b5aadbdc240f6bd259"	0.631388791271998	2.3640947818466	0.578967893593901	2.34893112985915	0.605521796924992	1.0662529953762	0.53717150310378	2.34177503644318	1.07585530154549	2.65235283705607
"0a5a7c8b3e26ce811cf9a5a0f0698842"	5.08927583765853	5.45990250219601	5.06228630183009	5.09488168313852	4.96521647255944	5.21357437482609	6.04182894770725	0.0600032523358097	0.891087789087478	4.9257313675993
"0a6615421c77de34c12671148d5b177b"	3.12343934363198	4.19251706095778	3.5734453609286	4.23724877909425	2.87514997808084	4.27655915186421	2.66608693789066	3.91118585236987	3.43986570450919	4.0198972892168
"0a8072d5e752c9bb771c9801625bf602"	2.60025086207898	4.09044844888658	3.28055009796088	3.6699402339745	2.30360976783542	3.6605177360811	1.81439981037791	3.98155423022014	1.87838349690536	3.63700477929071
