"sample_002Cb"	"sample_002Co"	"sample_032Ab"	"sample_032Ao"	"sample_032Bb"	"sample_032Bo"	"sample_106Bb"	"sample_106Bo"	"sample_7_1_1"	"sample_7_1_4"	"sample_7_2_1"	"sample_7_2_4"
"00306dbb19665982fc78754ac92927bf"	2.77649887361831	2.83346374542469	1.84559294898146	2.7800125774472	2.26994103251022	2.28116536297025	2.74527381455572	3.84401231109544	3.80601905009399	2.20646418664781	1.80312877463051	4.05416308291375
"0032aede248babc5516f057b3bcd4409"	2.7149786108116	4.17283209200237	1.98587550247762	4.1021007219649	1.58080775287044	3.25706454416049	2.36306617509738	2.68391699035078	2.23174784311504	1.33401505446619	0.954688029190568	1.87113580107638
"0051ee453ff489fa79b20379bcc79b6b"	1.11314110425696	2.54194405328656	1.31020396852998	2.91837506818275	1.14983081522815	2.20989062136022	1.08961022473438	1.4901632648776	1.26128229008728	0.458082858350042	0.14614586950682	1.45688329156018
"00539cb2af8b7b06ee1279130fa2f307"	2.05926780776313	3.75758180550668	2.64650077771755	4.11740406824264	2.26602840176231	3.5933496232009	1.1939073168425	2.48216372473953	2.17011656390134	0.502997060371407	0.386686556267673	2.32828451565419
"006c80037cfc5a276d7d1b8ef20cdccd"	2.69676649203356	2.3906656659168	1.45907329052186	0.635450118746671	2.06063034487378	4.84595238827701	0.620283434036384	1.04378996756688	0	0.748421041968167	0.37842958638172	0
"00823592d773ca77be3da202ae020b29"	2.63137805086797	2.62479771562831	3.03836134779674	2.73221861434901	2.26275276270948	2.71336108521088	1.66719253739376	2.86835675176038	2.05915273371699	1.39283542166327	1.00909595872004	1.7031021930346
"0092362bbf11972deda26d5b9e919f85"	2.08069275858139	4.25000768344732	1.77841955355073	4.47582322639966	2.10357021479843	3.72023009665233	0.867087882561922	3.15765127312979	2.3878251938666	0.473279507692021	0.327402660646713	2.42919791994237
"00c4a692e67b1c93a289ffcae447cfcf"	2.23639398076231	3.79093669592108	2.73348748462049	3.70267402464347	2.46439271363719	3.22902191762921	2.49222811566037	4.42855597128806	3.91807793727439	3.62133990104798	2.9425329533264	4.09716125827331
"00c6a28930e3eafc29b6cf8827820e4c"	2.43759881037155	1.35225309917164	2.78966344794583	1.85466816308165	2.34182951349234	2.15550655621886	3.11075394459442	1.11771205463604	0.719367893303026	1.48743184732784	1.28834658090385	0.74267754690262
"00cee8684ccbb62fce87c20103b8aed2"	2.17039715940748	3.37594238160161	1.91403144028486	3.328022067513	2.74468423529791	4.51441681389469	0.702473660125897	1.82492439325043	1.75986129402566	0.469494778852093	0.0782753273625249	1.72438436421783
"0112c347c6def14a99ba74cd77bfc94d"	1.68916586288447	3.58957252292889	2.45962174724523	3.91946385352807	2.05727964599738	3.00451548794807	1.25440019893045	3.21952841188697	2.5110758140157	0.450397045231816	0.566798501802664	2.22261071631923
"011b116b1e264e2cde7ec36aa569ad7c"	1.8391540568588	4.67888502873372	1.78409584520015	4.67747521953862	1.96247406399063	3.8676306656372	1.06904271970194	2.29834612123475	2.43132873008648	0.65231476931877	0.273631321354119	2.67394690493955
"0127000197e26a049598b4a6d0225ba2"	2.77201048559386	0.587411892813796	1.88456255143347	0.466830655831397	2.85616258411242	3.14793187463121	1.7356352263313	0.736900873449868	0.327402660646713	1.14889023443033	1.1450457096447	0.236107159466067
"013c9c13c8d7029019462bef0627adba"	2.19956361742562	3.70127096128592	1.90145626959912	3.75236984803303	2.48801888508895	3.71777745555044	2.1439474458298	3.34790526412088	2.93821205674787	0.955638427339064	1.10634554156199	2.90474987077264
"01524ceb0052552ad3c425bf777b0b3a"	2.27331139931368	3.60340780673036	1.88303460304706	3.53850158823924	1.6357723932532	3.22571206696164	3.23250867385144	3.934545655596	4.1786481793143	2.50219222307099	2.02778304903657	3.63867241164635
"01525c063123cb2134c64e84ad1e2118"	3.28584178489062	4.3241097553305	3.52767762744353	4.25575986211136	3.09774742471471	4.14971783549819	2.0261884333741	3.61809694646879	2.61194413800011	1.41071376566063	1.47366171640839	2.84400112263786
"0160f5a856b526939ba1062b1cc9df76"	2.08069275858139	3.81852942061555	1.5842698368291	3.76063812059459	1.85509726978911	3.57031264576296	0.566798501802664	1.81754579244194	1.47366171640839	0.370103870920096	0.207010104335413	1.40775615046087
"017a60cbade7b309db182bcabe59d6a4"	5.1943119711887	2.7293778088153	4.07498304862097	2.25938099267795	6.2352389728231	4.11731184989667	3.71874913035925	3.34701658912809	3.16176098654941	3.56163781090741	2.73390279106512	3.20882589305502
"017d459400583fe36857c77a1d541f39"	3.34697267206532	5.74117177461617	3.9218027672798	6.12162901110934	3.65398472836964	4.81942912980421	2.21338933197381	3.37100652304839	3.11720693122557	1.33719865027583	0.963964082162872	3.35253885882762
"018de0ee05bc68de9383baf688539f9f"	2.13593918865032	4.21153992893862	2.12994927759711	4.39288917310156	2.07224218841559	3.4532019297155	2.55434719883018	4.18659043060404	4.31584429654249	2.40326763397008	2.07599561127554	4.38997986125506
"01ac16555e036cea2ece2a239591aae6"	1.29998933973588	3.33045108475748	1.51598048903603	3.57925442134455	1.5580765968263	2.33369063990969	1.60350836737701	2.40981351303177	2.09851534953006	0.434845900979473	0.664845437887849	2.12777386295997
"01e013346904f75a91f713c559585ff7"	2.39415565276387	3.20171131388111	1.92138997159715	3.28521120568606	1.72882410678903	3.03979848789761	1.13342264947386	1.23698486051778	0.68944533718473	0.197119853222468	0.177040972350029	0.759810006264008
"01e7154d4b5f3188595e288aeab7f7a0"	3.30085761131274	5.03129264098288	2.72165016755624	5.2290410531095	2.75649903718457	4.22813743524098	2.32236811225485	3.73564137230623	3.19751305718567	1.24747041618755	0.995768972573873	2.86007290410623
"01e9bb0d97f8ed373a8d529ffb971acc"	3.06212184606341	4.62617651011911	3.39727683970458	5.06195977433086	3.3967127741586	4.17049251054216	3.19404446265255	3.58842715122646	3.64248362124424	2.21998470056503	2.18384153368248	3.72781322706535
"01ea06c562e6b8f6bbc5be68d99c0373"	5.33849865666105	5.83696712383883	6.00281142461299	6.06799185067505	5.43096949836104	6.25792430971604	3.19652325723577	3.21419147039133	2.84611214857988	2.069903700741	1.81360575845787	2.70275286160873
"0202a0b2dfad6a6e5b225afdddaf5729"	2.08489141411041	0.315337608319727	1.67348387478451	0.170047369543551	1.43146823247263	1.34750649427513	0.771070721307639	0.0924333183310872	0	0.434845900979473	0.465710050012165	0
"02104476719f02b32307edfdb1e6a0c4"	2.53718603699285	4.09651152931873	3.19758857045837	4.48840118477495	2.97398766382998	3.60435104654829	2.70975793572381	3.72619714661614	4.12518801393315	2.12993342514446	2.26932361114243	4.21184900733355
"022b87e073ba519506a6d0d9dac1bba1"	3.94228348376753	6.12454663537292	3.87430240494302	5.93084893993842	4.43651309173676	6.1380629069686	3.49741109255324	5.96947840091856	5.72179544591738	3.9335983742147	3.0157463980909	6.18705291759001
"023ba7a7b10d718c663d5207c4f61f07"	1.92876384489262	1.74954449106753	0.374990092938378	1.62490606139764	1.79255032308735	2.59668554848636	0.216803495568011	0.776653881674644	0.318639168469421	0.968570039990359	0.820231271429188	0.916698648664787
"026f6d9d6a5c591d5465aaeddf6222f1"	1.40054161828378	3.3474798279689	1.51769202838815	3.51875180320814	1.13961000133649	2.31861797627094	2.07599561127554	4.17008139753384	3.86317629465999	1.89689095866138	0.968570039990359	4.52696520948507
"028a375a3a51f2d5d05b85cf4ef10890"	3.23740909785536	4.69040204974949	3.27824846328038	4.81874884319884	3.01448778418737	4.01813355973665	2.82479862766106	3.61614611364409	3.52274163137276	1.79165363029398	1.95338216389401	3.5931006645292
"02a63d174c8502c109303db99cf1e437"	3.25251270818897	4.49199297720794	3.02518005021495	4.48175076320337	3.06919265749629	4.05356612578096	2.33650911108402	3.54220362204113	3.10588672989387	1.89870547732821	1.36230899836938	3.17398974981554
"02adf979cb3500c39977fffbf7d2a048"	2.41881182115572	3.92123073186604	2.64537594841318	4.29404736983473	2.87649989801452	3.83547078686392	2.44376345184205	3.4089438937047	3.01545126585414	1.36179149001676	0.935689752482658	2.96086797365903
"02c19d40dee2d87c409a2e2f7b713d7f"	0.949336263936235	2.91456478772127	2.01998183483641	2.85527247773575	1.84715743624226	2.25585578879316	1.03092035630706	2.4565504699395	2.82766681398724	0.921526998669401	0.867087882561922	2.80522016558592
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.25132813379728	6.17123815965322	3.08289259820358	6.43356671622073	2.39594985156192	4.82883802464889	2.67332712078397	5.26419334213029	4.91432877148502	2.47869828945877	2.15586353895436	5.26558156117338
"02f7b0f943947c68160210ebf8af9e7d"	2.21732701244217	3.17561096863045	2.25732640907173	3.50634046482814	1.77326862460057	3.08446332336388	3.44974926347635	4.31713678516106	4.20734633397964	2.26371535824064	2.06377445125075	4.29427345989302
"03202b02066380ba1d7fadbf07ec658a"	4.14037407803617	4.68776795900802	4.64804656481508	4.7249257637923	3.98453864334749	4.75089609978191	2.68968729690717	2.68886500315729	2.22261071631923	1.80368721664108	2.63130053762425	2.204082121651
"03734cd02763530410103ffac1802bfc"	4.25528177563292	0.0331465333877602	3.49190273307507	0	2.54515057169644	0.431283590733985	3.19364995064155	0.0406678587648651	0.216803495568011	2.05581934677661	2.03859049239552	0.154618406949549
"0381b98525605c48d762e395044ca5b2"	2.23001507476128	4.40425414311174	2.49736909270935	4.77699829833228	2.53158962626022	3.95975456761856	2.00055759435131	3.59375907940331	3.78687194401829	1.18723247411525	1.42676762193938	3.44829692833912
"03dbe23a9e8b7382924fd20ec95338af"	1.68944426900776	2.12932350389628	1.44052948085132	2.38804034887366	1.58692341684143	2.56666722999519	1.61801502362486	2.2027454205083	2.7393925251913	1.17165207146304	0.782206043352542	2.76334834868228
"03e263884fc71d9f491555f67c1f630d"	2.4710775503953	3.22877027297184	2.9016891956369	3.61256898131233	2.93804547896905	3.27187635110577	1.72921274093126	2.63130053762425	2.56836467247411	0.851711676581753	0.902072124876585	2.19198699623455
"03f86a1233871340db1328f6fc35aff1"	2.17306416199266	3.89096168470966	2.84552907549178	4.15739420991247	2.30747183340492	3.18232473868768	1.79969208930355	3.95932711358214	4.15081956666511	1.76092046454361	1.90412936170675	3.94420390095705
"03f8d34575dc20b78b31c3c1177379b9"	4.44287577246119	6.76275051711579	4.5656379323111	6.68718695641813	4.23888932402214	5.31126006727852	3.10394105699794	4.00714115563065	3.10061774544292	2.31858423883583	1.73001094612663	3.52078059689585
