"sample_016Bb"	"sample_016Bo"	"sample_016Cb"	"sample_016Co"	"sample_028Ab"	"sample_028Ao"	"sample_16_1_1"	"sample_16_1_4"	"sample_16_2_1"	"sample_16_2_4"
"0639cd2e7dadf3ff0a4ebc918d2008b9"	1.59427645699301	3.61301897710042	1.97539618399787	3.91832924064372	2.00186177741882	3.57103863391844	5.29914508910114	2.18235642703933	4.89093450695111	2.73091468962518
"067925bf2c68cfbf03151580d443463a"	2.25492835343121	3.17469137067358	2.4625518881805	3.47174739822635	2.53404652574631	3.20912628613673	2.11662065749258	1.79532756982615	2.08610227551776	1.91887900808997
"06850915424790786904937314f04f24"	3.18840981323663	4.83608268075805	2.83712292696179	4.49783272857914	3.1335379558735	4.23856543284276	2.85618268734284	2.65300848655477	2.76913953657143	1.92048615624895
"0691bcbf69519fb5dba78151aa18c728"	1.73634482335276	3.23964988110872	1.78419834974656	3.01393018073926	1.62189102358586	2.91404503731912	2.24529887315872	1.04805403947753	2.33922166290851	1.69937975541061
"06bde0cecfbcada397af9c0bf5f83820"	2.64782716772889	3.51854619974135	2.50582539753621	3.63626884361557	2.61543471654572	3.76398337775841	2.7703150068312	2.06561272330467	3.63643611354032	1.55335772966885
"06da80a2c361f6c3363b72be33e8e8d4"	0.967954857495304	1.68264209057474	1.29359364869219	1.92164116814894	1.4291234600578	1.78971354441713	3.45200903551426	2.78903659031645	3.50069548134543	2.52538459511965
"06f154fee6b1d89c4fb222e23f2b939c"	1.23312686447627	2.72409643557544	1.63988389383134	3.41657201724266	1.08867137443727	2.50442181747097	4.89597684184095	2.01290475867956	4.53915355965773	2.66306720047973
"0723628f526fba7f82f84bebd97bad25"	0.165636464930348	2.84041604807555	0.282552187060332	2.46213491404852	0.106690630662525	2.78984294579805	3.06143808189669	0.31492022289764	3.47826724403753	0.0986156199039603
"073587e420e91ec5e53de8257bfaba94"	2.79398425910319	3.12367991853441	3.78312281506934	3.78874250385887	2.80766606781548	3.2759310911664	4.90166864513936	2.54831699001466	4.77854353866039	2.86146273516557
"0770ab0e479e6e586e8685465d538066"	5.03613864786586	3.73215058305456	4.78886792873695	4.39146638966082	5.02967887521983	3.98389513852693	3.38442656928562	2.76924290752437	2.11622292555645	3.18073782023618
"077896f52217cf2755311d9ba92258b3"	4.45624173323222	3.36344508053071	4.22630700802633	3.56851242970731	3.94370004805052	3.1563288339838	3.18114045303795	2.77091598590434	2.76686740466477	2.83943566976243
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	5.66152398359087	5.73501986081466	6.20766881116395	6.8443102088757	5.59197955491005	5.74601740331472	6.96586972612103	6.38124691471954	6.61895522982722	6.21793234698036
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	2.12520868875303	2.1116733459362	2.21514908040493	2.87974252275073	1.40178574757394	2.0924107023666	4.15655960492301	2.72414478562667	3.89726585229324	3.36467571081497
"0808113a681a013933c03815ed511b06"	4.46819176202861	3.00272278290937	4.58366495728839	2.31226528835401	4.63741233628521	2.70017574546174	1.13180782601649	2.62135781484383	0	3.56675106718022
"081419daef27076e9e23740f0f3d0cfa"	2.14385556288011	2.65767592288639	2.05562196975353	2.9163626060048	1.40455339572884	2.82384091265758	4.5412075843104	2.39600658125193	4.37391068930641	2.11617816241334
"08278cb30c0ecfa025df1080741366fe"	3.03738204840135	2.87536131239215	3.43999761210808	3.11267726458559	3.32460125336941	3.10161137325034	4.14724104581481	3.22539023991533	4.27638780251183	3.45234634896839
"082b8027abcaeb2baea3b91658963091"	2.6528402221731	2.49973448464142	2.64753086781366	2.30342840854812	2.36121566739601	2.30698885381743	3.68291439849162	3.84101813980921	4.13381024536778	3.78713705871838
"0834e59536ad310cbadacdf155bdda3b"	2.24769165799625	3.70085707139529	2.54602753625375	3.58446617237977	2.22727096702822	3.66980812038643	3.63500529876405	1.23719108058206	3.2079588428082	1.14583120909779
"08d7a738a4756ac72191feaf26591930"	1.87093903527124	2.97091669840403	1.47136640047602	3.08992897002942	1.34769047768804	2.92485874187661	4.58127456621455	2.69756946961149	4.15027911263182	2.61657374318615
"08ffb091e6fb80698e54de15a34c082d"	3.00718503954247	3.18282273270214	3.16444608011645	4.16597853847491	2.78429438041602	3.35836559107635	5.46239133584446	4.36585525491088	5.43176994231659	3.91984862523504
"0974d5a60d20f55cae8db1bb4d3ae6a9"	3.68609021780847	4.41188985659447	3.78389099842203	4.37374395277091	3.49849443481058	4.39841296738908	5.17697979475654	4.71107356826717	5.31843509125464	4.60435871683604
"0977ec1ec766483e434b5ced6346bd40"	2.01742796352248	0.402391054710501	3.41249841706481	0.299385074400038	2.35162246470041	0.146371356345521	2.68046712848754	3.57239119861783	3.23767080740597	3.22715386713682
"0989c13d0c860d464a6d08c86ae36452"	3.22711578297637	4.23563708628246	3.48478064493427	4.12624636183691	3.78337894175979	4.46249434432897	2.6310050226022	1.33206122138161	2.54425630334274	1.18408065188341
"09947d9e52474a7c0a88c03dd1c4cdc5"	4.16772379510032	1.27173948434731	3.86332673585048	0.72190274767315	3.9344951448355	0.348247633700645	1.60301895493584	3.83271811883102	1.49618052058566	3.94594810615988
"09b2d834bd6ac6da3f312992a5ada13a"	2.50924924761688	4.16854284794903	2.51457681725697	4.22267973999844	2.38504188926345	3.86559021298067	4.83956054544249	2.11773935995304	4.89158794371668	2.39717911687489
"09c649de9578b51089151c3f67c6d1f1"	3.0120015412072	3.16534646468454	3.50891967358137	3.59674426137754	3.77283658129066	2.74933561068801	4.96318557912324	3.14070513720462	4.4572842350375	2.59470395830774
"09d19cff22a275f6b41de4a94d82edbc"	5.12539858082276	4.19439287809809	5.20270498858645	3.88923058033746	4.61145927812447	4.06051743881105	3.2717028599047	4.35370237909679	2.32907826218375	4.32099092044716
"09d8ddc69c0a38c3720e026fdcb1ea1d"	1.74550259357198	3.67644699031594	2.03376533660333	3.79812315543765	1.89829968876155	3.55798036536426	4.44814472794278	1.97869895805291	4.48069679976388	3.48600496541568
"0a133b520b03346a629160a1e02b66b7"	6.47028516410228	1.43450245115513	4.44308852558013	0.665650590496445	7.54662958165371	0.91976708235976	1.93047564759129	10.2499420919181	3.6214874790796	9.86595752313129
"0a179124b7265fd051af45cf7bbb5a2e"	2.72352103431974	3.77976921429329	2.43154539952272	3.59840739458752	2.06879836278768	3.35509954561678	4.19633721298427	1.83592562579999	3.74183915177998	1.66931797478197
"0a2bedc2b9e2f372d7ea96ac9331bd11"	2.40799460444665	2.22351593484476	2.74563398878731	3.03067205518997	2.43758852853735	2.24314577915505	3.82467183253261	3.33030699674903	2.86015719402329	3.39492696361679
"0a3d2dbba6357dd3b8d7cc68bd934825"	3.16492151944491	4.45741707964339	3.29154771778214	4.79410118554697	3.23600940322404	4.50083655401581	5.11224367127837	3.26518695687024	4.93940994677423	3.02040059316636
"0a6615421c77de34c12671148d5b177b"	1.85129181886369	2.96353264102381	2.35815340732465	3.71209954121199	2.2113181247944	2.7720282709695	4.89896124552256	2.55409108070405	4.56260114543791	2.75003209867476
"0a8072d5e752c9bb771c9801625bf602"	1.61993733193679	3.5743383246317	1.81296778758145	3.69805019052044	1.60844160943089	3.20445722301639	4.68380236702881	3.09885639033502	4.88618760891906	2.44598146629486
"0a88346680428af1533158ede0201b34"	3.62107772115402	0.146371356345521	3.14911142726007	0	3.55121992387075	0.0965194483443099	0	0.643094576097711	0	1.31792789077686
"0aa642a7708a378ae2d52b09a6251f52"	4.79189484264108	5.17623402930923	5.06993062872072	5.18149190203929	4.00937487076029	4.84698787499153	4.53503280980543	3.32659157278778	4.63356409641431	2.65581358473337
"0abb4e308d2287c078352db4a8e5e722"	3.79103239600282	1.43181657229526	3.91492947754298	1.49688985036148	3.64577167208742	1.41281067560825	4.53661972376658	5.18745584808048	4.43454035778524	5.29887265234834
"0abfe6fab9f2f0326a0cf0b2819a045d"	4.42113556273329	5.4159905606165	4.91005135979586	5.70421275540549	4.84984072017975	6.84835681893452	6.73036175625705	5.71543495998254	6.22966869612564	6.30585690381756
"0ae7bfa0558543127382041ced659532"	2.97953586702029	3.296560641053	3.00885326561352	3.40430109349503	2.86637774567217	3.13989395763775	4.21137661966863	3.27082541184865	3.81362393591218	3.64535365134634
"0b0887152c48ecaee3708409b923f793"	4.19007456193284	5.00747065321429	4.06999164282998	5.28574043698785	4.05738659487698	4.87319889731261	5.80130118356072	4.14653864078174	5.76788970280032	4.21597579886098
"0b181d48c37772c1041becbb17b33ac1"	1.92493163067012	3.4743704550294	2.7321887740621	4.83884947301023	2.2040284892534	3.3669465965978	3.71226848570436	1.4310980182903	3.06765769424553	1.39506330133656
"0b7adfa1cd85552388da8b57c7886d6b"	0.989113592911916	2.52355997444276	0.869139164471469	2.94223154457443	0.984917509690329	2.21022185668316	2.8552475231465	0.408291195071818	2.74278514136822	0.337081559074049
"0bc554d7aaa03639090507fee7831514"	2.55203626426701	2.04402457510141	3.12615355353822	3.07807510314855	2.88855416262577	2.35803399088836	3.2713875127129	3.85647566487711	2.86775832398166	3.67693874677502
"0c23f91edb5ca911f16c5ea6d2e6f7bb"	1.07750790507216	0.329923672184455	1.80943988112237	0.341430479150787	1.067167049951	0.237491232125606	0.875299762613279	2.07653802785528	0.637848210467897	2.23597532636027
"0c641f1bb166c036145c1c358b3548c0"	2.92727300967317	3.73188099170364	3.16587172051105	4.10734781891025	2.40383631706644	3.55894242259847	4.8768659303017	3.27699121177444	4.89265035805936	2.39870003979562
"0c69526b39e6c700505869e1bb26de49"	2.55972022202223	3.17472651628101	2.74476466125389	3.12818009654149	2.80169799524808	2.52263262020589	3.41194943114572	2.050275994049	3.36839581675185	1.41752790417788
"0c8a4e5e6583e8f749e0fc431bc19e9b"	3.19443170846829	2.48973866497019	3.2297096566486	2.68169208750136	3.66949171614098	2.56497759955361	3.27531339674177	2.02665634548633	3.40873702035162	2.18843158761647
"0c8f6e3274d9d3dff5e25b844ec01305"	2.61328938370406	0.265431095391893	3.08479237131465	0.239186964748908	3.56310067502822	0.175131604255276	0.501662167245997	2.42262016868138	0	2.53549757257035
"0cc5c86249ec081e574cccf28c21ad70"	3.98452363220841	4.58377998816844	4.35873148486489	5.36691213747014	4.33452788189868	4.35714562871359	5.99266554062646	4.54420205142791	5.33362831189503	5.06784678800891
"0ccd6ae37ee2caebd21b05bdc79a677d"	0.993292142565792	2.31893332937355	1.52423312076787	2.73803324990803	1.45835615198608	1.90836996587732	4.05896371002418	3.02400539529351	3.63603153086428	3.20217546695442
"0cd52318943a4637efa5e3e02936878c"	2.92524246766934	3.74074365258671	3.23970636447495	4.29624364060464	2.96987608966347	3.72251058380913	5.24530078815919	3.92920667683951	5.31589241659602	3.86489206798042
"0ce4a8bb4c43849083fda1f51b3cd7f9"	3.14086822828391	3.90227628004598	3.2998886833317	4.50594730755211	3.14086822828391	3.98158727630204	5.7806758715292	3.4286208960897	5.17998416832998	3.78006641786125
"0cfa7e4119733f2ab8a1c59fc7d11cbe"	2.66082846630413	4.82566107008955	2.78290241528673	4.29140227051767	3.13206543131641	4.78172156058767	3.24807829178519	1.16966082360819	3.4233248860354	1.00514447732693
"0d0c4cb9bbf60a4f26961459a473aa37"	2.32665692757576	4.93164618341665	2.26547007331136	5.40050734435841	2.41395972752962	3.99328131856927	4.90578079853681	1.7129763290773	4.70251340685412	3.2423097334278
"0d2dbee63533ea7f83cee53a256eff67"	1.41006581786914	3.16682101955216	2.1062074912258	2.98864849271772	1.51189696631975	2.53967754447469	5.76455134959707	2.51535567055416	5.20654377364147	2.17674609503482
"0d44a1331a11189eb5b80b54e2250401"	4.28335744596041	5.88150849088837	4.42666914970248	6.41795132022958	4.04328852038969	5.65386045367845	6.53481895833988	4.49897416583802	6.61519311288659	4.34801641330076
"0d44dd70f99f6ea29c8a575ed17cb12e"	1.78026735376893	3.92052694422581	1.91999186778273	3.56150339279453	1.96201364607876	3.28777146496167	4.64978091509122	2.75657787980561	4.56859591306053	2.34363262386773
"0d5570f6ca39afa62394372bd3e733df"	3.10389772787989	3.1436518508453	3.63859689858249	3.51892531082385	3.21460799920685	3.01409511933386	2.65065051792587	3.32711673837025	1.67101729725685	3.27741006276883
"0d5e0b463b926da9fe06e368a558024f"	3.19426958897566	4.39434095714038	3.40754288730288	4.50249637802161	3.16847678337051	4.2184064795454	4.4009690146124	3.01533193907835	3.86240569526777	3.28311922746258
"0d62240701ddae50db5a78fc3050341e"	2.18814009703568	3.59763181478726	2.72625775875983	3.7478935894662	2.27449287701902	3.1371353261605	5.38983130428046	3.13814027723648	5.10822295120645	3.04254371944623
"0d9c5b930278f3286c85e7e96e510d76"	2.9967792874739	4.72430482441256	3.15185901169335	4.80770211067517	3.1570767478279	4.74045251910306	4.56707160460939	3.43770300202816	4.83504457033759	3.47322838889291
"0dc234c33dc875f3feba6a2584b42647"	2.21268850323268	2.97781796625885	3.19811271565691	3.56946441245993	3.2257748914843	3.00885326561352	5.24639304152358	4.10224166453124	5.10391628922448	4.1616480385955
"0de15ab815820a6f3a1b6b637cd8294d"	1.36509140882615	2.82317215848765	0.91976708235976	2.86188283035675	1.4609717782519	2.93388234823473	3.23476051254289	1.10314068664627	3.00070687965799	1.18788122655951
"0e03fc1668d5ef45b41be1b7a8aa03e0"	2.97370300292008	3.73585984269603	3.15831822679711	3.84742390102392	2.97232040528199	3.5214365057626	4.1714358785107	3.16579482889133	4.28993722731164	3.49384725224228
"0e81b8aaf32285299deb80c42a5db6fa"	3.6959208799846	3.61987210930796	4.89432384262853	4.79083361084871	4.05330959363559	3.57231493513947	3.83687674058893	1.73932552454623	2.54599892694251	4.98458708610148
"0e90cbae4007b66a6ff1e5cf3db5b129"	2.18284533720895	3.84869636444102	2.32515379554443	4.2383114791166	1.94455596004036	3.69409207360814	5.51572902591114	3.17964156922322	6.45633819987117	3.26178856026578
"0ed56e5826035952f1596f35b3a1652a"	1.83923607264148	3.39641318897434	1.53883839383776	2.72851855446603	1.8248166756557	3.52867965687828	2.61310860344386	2.9366072175487	2.88257799092042	2.89107996679639
"0edaa5e3e8ed4821d1c443fa5c410cfd"	0.136597811353376	0	0.307696442034863	0.394833458543438	0.417337023877132	0.0653700503213339	0	0.781377813954305	0.176033494972864	1.21019957767193
"0ee7da30f91829c08ffe33d299c7c873"	2.69258164413984	2.17118970320463	3.0248375749213	2.61740692766304	2.43686184526904	1.85345050261764	3.92131660582959	2.61549153906526	3.35438512015299	1.70493425672692
"0eed7f124c859e041f7ab7dbf2997013"	1.54845806503253	3.47889484910072	1.83744497766775	3.48719417469106	1.88300153698923	2.97033943711411	4.37502956215722	2.93211066525667	4.04687521039588	3.2786662164584
"0ef8b6e233a99b63f38108b21f200a48"	2.83050397113559	3.38503571601333	4.0724801859815	4.56731168140728	3.39074063326793	3.17814286805064	6.50072875349607	5.58532315787328	6.36395259330946	5.65490649480471
"0f6ca61140a663b107ab4b112c24c6a1"	4.09223084656494	3.78644735607174	3.66929658017022	3.77359971266166	3.26952988899161	3.39980134098401	4.60958770054518	4.72559512217971	4.52403181470539	4.60349718210496
"0f780630855deba5873b5ef483524a6a"	2.6994189252467	3.83624830351329	2.79673563718378	3.98494240865644	2.09795228092632	3.37314140095177	4.95716430393377	3.08473414319805	4.74227882014783	3.09148390136035
"0fb8a9f0acdd3c042174e505d1b76f7e"	2.14651427774376	3.77988357027	2.46590396456268	4.1218732754051	3.04118368011831	3.41349460369559	4.40681242997283	1.99898377585852	4.51722891159094	2.20188578272386
"0fcfc6d9b1bb1293c34aba3e297354f0"	1.39343654489537	0	1.84636854366938	0.146371356345521	1.22654394868085	0.106690630662525	0	3.33822243750076	0	1.5255905428715
"0fee0391287bd1e2297a106e2c515428"	2.39992898718234	3.40648127622865	2.59671099238511	3.38797921897669	2.4509577682438	3.39798334448829	3.61393589449268	2.15123625101734	4.32143375922853	2.34482259720759
"0ffcb8ad15c9755aed7f5f9923b534d1"	1.20989453621091	2.44665799070371	1.56507298245684	2.2040284892534	1.63988389383134	2.10208840461401	2.28525423080632	1.00571872456099	2.86385672590674	1.32655615981944
"105dbe61dca20dce26a128cf913e46dd"	5.08148453568375	5.2782595364904	5.60800866305793	6.69676137834227	5.30930472880514	5.30500816316386	4.90669902370438	3.67553803883948	3.57253725070857	3.49336572659396
"107bdcfc1c2e0a8019d8880f44d9d703"	3.87950787154136	5.07101089353664	3.9344951448355	4.27509076769039	3.61745651633469	4.46028434634337	4.65705668709846	3.31990655935799	4.4993963757147	3.09029039366469
