"sample_016Bb"	"sample_016Bo"	"sample_016Cb"	"sample_016Co"	"sample_028Ab"	"sample_028Ao"	"sample_16_1_1"	"sample_16_1_4"	"sample_16_2_1"	"sample_16_2_4"
"00306dbb19665982fc78754ac92927bf"	3.34694057760738	4.68499313720926	3.83940110698125	5.46739440481394	3.37275534793579	4.54124946863712	2.48193977238682	2.95384616368784	2.28299717831376	3.027821320873
"006c80037cfc5a276d7d1b8ef20cdccd"	3.67130385415048	2.54056539338816	2.659253436911	1.70335457629138	1.91170431463713	0.682860958301575	2.78991690168542	2.55346711079066	0.675017170393496	2.76748321988921
"0092362bbf11972deda26d5b9e919f85"	1.18610960312656	2.93328330112149	1.46618259532455	3.18375608322446	1.44517440321817	2.66240101888022	4.89120543817544	1.66931797478197	4.65857769285256	2.01290475867956
"0095b52bd61b59e97345c0564dc8496e"	6.62691685260544	6.8311478052137	7.4704519720516	7.50847902831682	6.98941275053016	6.99522721256596	6.14513243040775	5.48512588353003	5.71709215985505	5.83907875062416
"00cee8684ccbb62fce87c20103b8aed2"	1.73364047653287	1.95247185958285	1.43450245115513	2.38948913088971	0.997453304572412	1.85168470927917	2.90654077637384	0.890432059700478	2.3824293809837	1.12740898828547
"011b116b1e264e2cde7ec36aa569ad7c"	0.959135060066762	2.77880782839755	1.06107879702975	3.05545358528694	1.12660674872291	2.49138740551638	4.83024401595929	2.12261016841739	4.88985322591189	1.99813304266913
"013c9c13c8d7029019462bef0627adba"	2.55203626426701	3.74180778235484	2.20029397302911	3.26093071026607	2.08823427207899	3.7139253213757	3.45397618763146	1.0526305682192	3.75791065167579	1.43295292740123
"01524ceb0052552ad3c425bf777b0b3a"	1.76110299142773	2.4159721694534	1.8193553429491	2.87784416987816	2.17631254821468	2.1582665852243	2.86015719402329	1.38769787573231	2.98511682856144	1.65809892540673
"0160f5a856b526939ba1062b1cc9df76"	1.2493970243415	2.43291635816834	1.21324666880355	2.62965880149096	1.1652623289792	2.58057706772908	3.39492696361679	1.17424714216405	3.3387479124908	1.8661576611687
"017a60cbade7b309db182bcabe59d6a4"	1.51189696631975	0.371811801479201	2.18900600833974	0.488889169479432	1.25261952963708	0.630314936237133	4.95434888112948	5.14754854511918	4.37912141861755	5.3359837666131
"017d459400583fe36857c77a1d541f39"	2.43489104757598	4.79754390838387	3.37429866658284	5.01004534677822	3.02865787748089	4.32459056464396	5.83041976581375	3.48691136184084	5.43989926050183	4.18355401888583
"018de0ee05bc68de9383baf688539f9f"	1.66386435766991	2.9779573487267	2.26310570066594	3.72775657047818	1.98031443115074	3.36233957438377	4.20697669546922	2.7734186277729	4.43594422632915	2.89841421931827
"019f94720ba42ef1861b87fc58cdd3de"	2.1305719415508	3.00216359817906	2.54322422024996	3.55121992387075	1.98702206725792	2.61493843634505	5.81530449917208	3.55603890851393	5.52598094313943	3.93037029973101
"01ac16555e036cea2ece2a239591aae6"	1.18601983944991	2.97875704666276	1.43345125613132	2.73577735203695	1.46684236016297	2.52979027917747	3.04606971626084	1.84999252765283	3.32446225900453	1.49285870188942
"01e013346904f75a91f713c559585ff7"	3.03029069277827	3.07495954115431	3.2865095384517	3.8938274253396	3.69731740427198	2.91879744807423	2.80973541109082	1.26599842076153	2.06681161892481	0.932094787291107
"01e9bb0d97f8ed373a8d529ffb971acc"	2.37840206923103	3.60668336049141	2.90647608963009	4.11907321119453	2.88601112943541	3.22092627440497	4.79090582483253	3.34137115354463	4.64301766822972	3.19674080285296
"01ea06c562e6b8f6bbc5be68d99c0373"	3.92986072316113	4.02293998132907	4.04170743547161	4.11931559133555	3.88923058033746	3.85549438851859	5.0468400664328	4.81424030549847	5.17228830946525	4.41054790857773
"02104476719f02b32307edfdb1e6a0c4"	2.22493128795241	4.40434867137553	2.4495782185347	3.43451912750514	2.25843454414471	4.21921046982959	4.92402920224024	2.73381099095554	5.06457882350648	3.13040598847989
"02266378f920e88e1dac1ed916c48ff6"	1.9870584136627	3.20952308493334	2.0614971130218	3.2216219516252	1.55568127098108	2.83797593092143	4.59707139916886	1.92401066775368	4.39915134130375	2.52369858513178
"022b87e073ba519506a6d0d9dac1bba1"	3.51971937385252	5.63381700177439	3.24526335149943	5.38214391568651	3.38656021238724	5.62994553243721	6.71442971961789	4.28335712864629	6.97971557052	4.36114185806529
"02556710e6071f6303dfb662fc79f6b6"	0.439345304000257	3.4128694308275	1.14037815759873	3.76867400022871	1.3089164330985	2.23702599791468	4.04402475875075	1.66091550983681	2.98061751899205	1.25761404014045
"028a375a3a51f2d5d05b85cf4ef10890"	1.8027900744605	2.98694618870335	2.13457558842624	3.40467516050595	1.90502446203054	2.43390419029686	3.90966024935685	2.03222007315161	4.10472889534691	2.92480360211415
"02a63d174c8502c109303db99cf1e437"	2.65676797407774	3.76605884522662	3.27635567717754	4.47188597918101	2.72321529503582	3.79882500185427	4.72993946315186	3.44670336515838	4.29634553610779	3.20758075505875
"02adf979cb3500c39977fffbf7d2a048"	3.3973489197048	4.08144001846193	3.43574019811517	3.9315337210866	4.11667487155684	4.85660222333445	3.78811774616292	2.55042643707852	3.8790776576497	2.26544442625633
"02c19d40dee2d87c409a2e2f7b713d7f"	1.54365979664978	1.90166772820734	1.84102396532875	1.54845806503253	1.85697276265559	1.57677400834968	1.45423382461391	0.917409326572197	0	1.58241764355261
"02ccf6f06e50ce9c5e49ffe2278c9f27"	1.97884764860217	5.45477109616755	2.21932375005557	5.46665372019242	1.80491341820058	5.16543713889765	6.01101834933212	2.74718860317572	6.08949190929917	3.0211225939092
"02db2ad8ae83f16a31add624ea4ad90e"	2.58313174376579	3.91739622380008	2.72778289131233	3.67187662173155	2.74817960383614	3.89405671383502	5.25624721840803	3.57984915748381	4.60835159991979	3.94537545704264
"02ed78575eba82d038ec26a744d9b6c5"	4.44784363508344	4.78030503850925	5.07488978740174	5.50426138222127	4.42908889020197	4.95111297785107	7.75673182073789	7.10162418444655	7.71887052519047	7.00528839713632
"02f7b0f943947c68160210ebf8af9e7d"	1.24292069180414	2.03964064024988	2.14121291748721	2.38742262556175	1.41006581786914	2.04256539787456	4.2093167308395	2.70870545684233	4.39818136583241	2.94015186299597
"03355cd11fa9d7ee1d42bfd508147739"	1.88252800822886	1.21629941107046	2.14277932746718	1.83869119779125	1.74279468662777	2.34727248173769	1.79929777631917	2.10060489388527	1.46862512084882	1.97369495136238
"03734cd02763530410103ffac1802bfc"	3.20726686084322	0.126727800591516	3.69620034090806	0.116759400809843	3.49951542723872	0.116759400809843	0	3.45935559183544	0	1.59102625329302
"0381b98525605c48d762e395044ca5b2"	1.48563935416859	3.35072383711522	2.24469105608001	3.54338971094429	1.90400991361561	2.92195984868338	4.69442115488517	2.55868593697836	4.72456665713492	2.5307946703015
"039544c0752df4a57b038dd86e16eba6"	0.642232761758396	1.66575756349977	0.81081865443799	1.84991579239823	0.324114768078193	1.74156416831621	2.64430766530646	1.26599842076153	2.32764349233482	1.60301895493584
"03ce41b70baf38697859cf6c9998b33f"	0.522832650051581	1.74550259357198	1.26857810448374	3.40840815477061	1.15111871358184	1.56035396511462	4.42039219863745	2.30869359803045	4.06355492214368	2.49845807965306
"03dbe23a9e8b7382924fd20ec95338af"	1.49183701019042	2.04402457510141	1.09997868805247	3.0324636408553	1.03013357069587	1.68473275141124	2.99881069749362	1.95827261398138	2.42842189607886	1.46553618092973
"03e263884fc71d9f491555f67c1f630d"	0.967954857495304	2.87657659625596	1.53641894709715	2.80426312482575	1.50442155976762	2.53165123111522	4.26604974195891	2.64850696937269	4.59018157589475	2.93840226852253
"03f86a1233871340db1328f6fc35aff1"	3.49131815003563	4.43631317794396	3.57104903921017	4.31906017054026	3.57421077942203	4.59510304191252	4.26604974195891	2.21140073028907	4.05768462348548	2.33196601533823
"03f8d34575dc20b78b31c3c1177379b9"	3.15152302201884	4.12333399528403	3.30568623833268	4.75076650999262	3.06345204165529	4.35367682455675	5.2153497479901	3.52556497295472	5.31836253305665	2.83960043252224
"040ffbbb2858152fe7b1bfe2be12eebb"	1.37367962889975	2.66240101888022	2.01742796352248	2.96338618393353	1.89152938657264	2.7329212042841	3.4386542324321	1.99292567826671	3.71947432139644	1.50608027855767
"041c4b843dce3deada3d6b1daf849177"	0.356164213538162	2.56856818621036	0.67715701658107	2.45152031019536	0	2.46692273762636	4.27081852735122	1.10314068664627	4.58566250239174	0.890432059700478
"042f95fd86a3be60cda5e0a13e76be0c"	3.91537842969049	3.11422390254325	4.10196179397703	4.03376429463034	4.00093338650094	2.90656351654725	4.01486296544444	2.60893604705047	2.98272434427057	2.720110246606
"04356242a8d119e65547c999cf90c0a1"	5.43571289813702	5.94463644520987	5.64386902094144	6.59430534173013	5.57833067782345	6.01311826400176	5.59511682872916	4.82994588670689	4.28534460388476	4.0858600241903
"0495aca4ee75b03118200f39e55de807"	3.93383439811723	5.47638607194257	4.05721217632808	5.35703424507301	3.81215559721482	5.67991097752491	4.72587976181195	2.11439257578946	4.41306293710726	2.09271308387308
"0496149b2d1f183353cbf9189b7049e2"	1.22654394868085	2.99992372712682	1.18266509896779	3.39149883577516	1.27489090137627	2.9356773394347	4.42146028188587	2.06117293217649	3.82854213069284	2.14432226988289
"04bd54b9e03f729a1a5670b1416e260b"	1.45310428504292	2.29992385503946	1.54365979664978	1.26222520287967	1.48930098354351	2.15566179924429	2.5858203429699	2.08538086890509	2.76878487176501	1.74451306285115
"04f27efead94a16b3e810b74f86514f0"	4.96519346399452	5.24271440941666	5.30713085341909	5.32004869642654	5.2903623390525	5.16913193368774	5.07091826069245	3.73337808949927	4.8395054359534	3.92248944070028
"05114c017775551aa7d1fa1a490e42d9"	0.825720739608313	2.70846318248033	0.980703745135942	1.74746600473348	0.165636464930348	2.28628445656355	2.88457299948159	0.767363257792956	1.85847909050081	0.699362884983915
"05425468abc7b6696e6644b43e20a070"	4.6758032569455	3.69031519794033	4.30487086307901	3.43161089943644	3.34376574226421	4.2246611386916	4.63093409589428	4.63586310119548	4.63677774293067	4.32065886180169
"058b63372cbe61fbfecc853d367548c1"	1.05396144567602	2.98808137996744	1.21658760213423	2.88100609220412	1.19977018568233	2.59664754248111	3.45140806023263	2.07984620979065	3.73691223630394	1.83356178307826
"059e24b38a4bff0d4f11ed6166a3437c"	0.738179339885384	1.09997868805247	0	0.984917509690329	0	0.835533502323984	2.19669554853627	0.259375186236246	3.00070687965799	0.781377813954305
"05c4489613b115ee4ec2ef8199067913"	1.50633695474711	3.33727629020441	1.90479021163134	3.702163463408	1.35865451378079	2.9756241686941	3.96107723415012	1.96689861613133	3.87798193260971	1.71697153787187
"05e856ee9d148f9da62ea0b0ccf6db24"	2.82450921989423	2.4495782185347	2.89666745390293	3.03300614090914	2.30555248592555	2.54145245472513	4.09536294349582	3.61592868906081	3.99809203521475	3.05308462969703
"06094dd96a7550292ac7a15406ee3eb7"	1.65290440717926	0.495770664437372	1.41006581786914	0.915269010094177	2.00537631861236	0.348247633700645	0.808128071651538	3.15847728749275	0.932094787291107	2.5448375408328
"062dc7bf1a892776a0d4259124cbb2fd"	3.58050442715688	4.49040974020105	4.58779775537044	4.46651180995953	3.98179730218949	4.24906919159452	5.01354411271171	4.61497117895824	4.65506252349366	4.49484945544585
