"sample_016Bb"	"sample_016Bo"	"sample_016Cb"	"sample_016Co"	"sample_028Ab"	"sample_028Ao"	"sample_043Cb"	"sample_043Co"	"sample_056Ab"	"sample_056Ao"	"sample_40_2_1"	"sample_40_2_4"
"00306dbb19665982fc78754ac92927bf"	3.34694057760738	4.68499313720926	3.83940110698125	5.46739440481394	3.37275534793579	4.54124946863712	1.62152784979051	3.11344435036465	1.79893838202631	3.15505610840337	1.89846961796236	0.400409236820555
"00539cb2af8b7b06ee1279130fa2f307"	1.50908863374988	2.86935394196391	1.53082850438503	3.05195213487212	1.34613972033702	2.79117419593519	1.85162163174008	3.49097368328872	2.42703424529751	4.15093984967644	3.31487452828524	1.24380337849419
"006c80037cfc5a276d7d1b8ef20cdccd"	3.67130385415048	2.54056539338816	2.659253436911	1.70335457629138	1.91170431463713	0.682860958301575	1.72305394059846	2.43793273822944	1.5465971463208	0.88364147218024	0.115085230582893	0.606687096893043
"0092362bbf11972deda26d5b9e919f85"	1.18610960312656	2.93328330112149	1.46618259532455	3.18375608322446	1.44517440321817	2.66240101888022	1.49726222616816	4.05928503000084	2.02408447502765	4.24449334513106	4.04145539862117	1.5796689821172
"0095b52bd61b59e97345c0564dc8496e"	6.62691685260544	6.8311478052137	7.4704519720516	7.50847902831682	6.98941275053016	6.99522721256596	7.56191344658424	8.54917841043884	8.07678671769597	8.34839988121315	9.54468893670168	8.66200146068248
"00cee8684ccbb62fce87c20103b8aed2"	1.73364047653287	1.95247185958285	1.43450245115513	2.38948913088971	0.997453304572412	1.85168470927917	0.678955355895438	2.58568173560987	0.492207969294036	2.66797761622657	0.906430453259081	0.386293401383151
"011b116b1e264e2cde7ec36aa569ad7c"	0.959135060066762	2.77880782839755	1.06107879702975	3.05545358528694	1.12660674872291	2.49138740551638	1.05191182499023	3.54117214964282	2.06652439137714	3.94469567646469	2.80689433362921	0.538411686403664
"013c9c13c8d7029019462bef0627adba"	2.55203626426701	3.74180778235484	2.20029397302911	3.26093071026607	2.08823427207899	3.7139253213757	2.01821017617756	2.76353248407507	1.90367677717723	3.29051119543734	2.23236350733968	0.524446312948161
"01524ceb0052552ad3c425bf777b0b3a"	1.76110299142773	2.4159721694534	1.8193553429491	2.87784416987816	2.17631254821468	2.1582665852243	0.822677526704856	2.73423021280348	1.17809108099992	2.30049696381896	2.00636003520829	0.378294673648271
"0160f5a856b526939ba1062b1cc9df76"	1.2493970243415	2.43291635816834	1.21324666880355	2.62965880149096	1.1652623289792	2.58057706772908	1.6338397510465	3.14336058605601	1.69310383295278	3.87403002630092	2.82206484156436	0.866782369862384
"017a60cbade7b309db182bcabe59d6a4"	1.51189696631975	0.371811801479201	2.18900600833974	0.488889169479432	1.25261952963708	0.630314936237133	5.55854297649261	2.59517768906569	5.73742113066673	2.0982825548125	0.979687226147219	4.74894969928041
"017d459400583fe36857c77a1d541f39"	2.43489104757598	4.79754390838387	3.37429866658284	5.01004534677822	3.02865787748089	4.32459056464396	5.46412205103575	6.70772535285013	6.77947434028354	6.41982516781033	7.08856145817121	4.36138478758126
"018de0ee05bc68de9383baf688539f9f"	1.66386435766991	2.9779573487267	2.26310570066594	3.72775657047818	1.98031443115074	3.36233957438377	2.32473676631554	4.08644096121936	2.53886083207771	4.16835352960701	4.60467304362235	2.21675275451157
"019ee757485f09fa0c7881843036a765"	1.85697276265559	1.61332295587016	2.4119432275153	1.97771704656914	2.34300931241227	1.31799865726938	3.20462260866746	4.41197629498648	3.7162951605945	4.33825739765221	3.79283778967657	2.44918758536726
"019f94720ba42ef1861b87fc58cdd3de"	2.1305719415508	3.00216359817906	2.54322422024996	3.55121992387075	1.98702206725792	2.61493843634505	0.28294863740296	2.26939949186115	1.96208856978278	3.13905772863429	0.293606488391722	0.639639330590146
"01ac16555e036cea2ece2a239591aae6"	1.18601983944991	2.97875704666276	1.43345125613132	2.73577735203695	1.46684236016297	2.52979027917747	1.31606864651989	2.77792319057198	1.78394244339511	2.98960981594162	2.37630799717925	0.817506323046977
"01e013346904f75a91f713c559585ff7"	3.03029069277827	3.07495954115431	3.2865095384517	3.8938274253396	3.69731740427198	2.91879744807423	1.2575409642437	3.32257688439001	2.52711887748613	2.88832895056311	1.23298262095099	0
"01e9bb0d97f8ed373a8d529ffb971acc"	2.37840206923103	3.60668336049141	2.90647608963009	4.11907321119453	2.88601112943541	3.22092627440497	2.32514186532502	4.03493798786791	2.84464429054576	3.93560417132211	3.14703407059416	1.74657502164243
"02104476719f02b32307edfdb1e6a0c4"	2.22493128795241	4.40434867137553	2.4495782185347	3.43451912750514	2.25843454414471	4.21921046982959	2.61825575496584	3.55649842813534	2.61721822582201	3.93699197007367	3.92020990115503	1.22466062795551
"02266378f920e88e1dac1ed916c48ff6"	1.9870584136627	3.20952308493334	2.0614971130218	3.2216219516252	1.55568127098108	2.83797593092143	1.59848254244313	3.34583188778111	1.82462780259456	3.67091830099841	2.14218857378361	0.304589493285019
"022b87e073ba519506a6d0d9dac1bba1"	3.51971937385252	5.63381700177439	3.24526335149943	5.38214391568651	3.38656021238724	5.62994553243721	4.64126485469027	6.45534263315025	4.08640317941415	5.96228335766175	5.72222862352785	3.56779648591435
"02556710e6071f6303dfb662fc79f6b6"	0.439345304000257	3.4128694308275	1.14037815759873	3.76867400022871	1.3089164330985	2.23702599791468	1.8411347003077	3.65753490637757	2.39493808644789	3.46253976935244	4.11582517633547	2.70843112854014
"028a375a3a51f2d5d05b85cf4ef10890"	1.8027900744605	2.98694618870335	2.13457558842624	3.40467516050595	1.90502446203054	2.43390419029686	1.62827379807631	2.94823958979269	2.11213970707661	2.85533669047095	2.64586971539035	0.577761581255031
"02a63d174c8502c109303db99cf1e437"	2.65676797407774	3.76605884522662	3.27635567717754	4.47188597918101	2.72321529503582	3.79882500185427	2.35621529351449	4.17105312227518	2.65945454509169	4.02737368735065	3.30279969570926	1.76592211143782
"02adf979cb3500c39977fffbf7d2a048"	3.3973489197048	4.08144001846193	3.43574019811517	3.9315337210866	4.11667487155684	4.85660222333445	2.69343198218794	4.46335682306685	3.4033624123688	4.39769008427229	3.67190990684254	1.84227584033027
"02c19d40dee2d87c409a2e2f7b713d7f"	1.54365979664978	1.90166772820734	1.84102396532875	1.54845806503253	1.85697276265559	1.57677400834968	1.31260180266995	2.05004414141229	1.53778787093855	2.18829404076051	2.35796180387685	0.585708952396034
"02ccf6f06e50ce9c5e49ffe2278c9f27"	1.97884764860217	5.45477109616755	2.21932375005557	5.46665372019242	1.80491341820058	5.16543713889765	2.62032758942696	4.98169371106907	2.60363146405388	5.22714006271076	4.79362455690785	0.485899123826105
"02db2ad8ae83f16a31add624ea4ad90e"	2.58313174376579	3.91739622380008	2.72778289131233	3.67187662173155	2.74817960383614	3.89405671383502	3.80683591917502	4.20433673517617	3.59510514176114	3.76654464542628	3.60327058406059	2.69315386624531
"02ed78575eba82d038ec26a744d9b6c5"	4.44784363508344	4.78030503850925	5.07488978740174	5.50426138222127	4.42908889020197	4.95111297785107	5.05857648211438	6.00932507406128	5.31563052022359	5.87546603698833	4.72274840067009	4.34933717139804
"03355cd11fa9d7ee1d42bfd508147739"	1.88252800822886	1.21629941107046	2.14277932746718	1.83869119779125	1.74279468662777	2.34727248173769	3.93449254394137	3.25249673450092	3.54671173267161	2.09303621394561	1.16881101060287	1.9896858570658
"03734cd02763530410103ffac1802bfc"	3.20726686084322	0.126727800591516	3.69620034090806	0.116759400809843	3.49951542723872	0.116759400809843	3.52533324053022	0.0907714602009842	4.14653757924743	0.282891230121603	0	1.11867101527973
"0381b98525605c48d762e395044ca5b2"	1.48563935416859	3.35072383711522	2.24469105608001	3.54338971094429	1.90400991361561	2.92195984868338	1.81923606902695	3.8165041516984	2.3195843593955	3.89493057875544	2.86599753142405	1.29143212464847
"03ce41b70baf38697859cf6c9998b33f"	0.522832650051581	1.74550259357198	1.26857810448374	3.40840815477061	1.15111871358184	1.56035396511462	1.23298262095099	3.32718087712002	1.3240162167382	3.8277818532746	1.85234989438136	0.250276111638924
"03e263884fc71d9f491555f67c1f630d"	0.967954857495304	2.87657659625596	1.53641894709715	2.80426312482575	1.50442155976762	2.53165123111522	2.39623371135119	3.29132968687858	3.1141083333368	3.35932299329192	3.22856453734385	2.72160991786875
"03f86a1233871340db1328f6fc35aff1"	3.49131815003563	4.43631317794396	3.57104903921017	4.31906017054026	3.57421077942203	4.59510304191252	2.91719597234695	4.6016783165018	3.44409427808387	4.67457956272469	4.09992706766885	1.3240162167382
"03f8d34575dc20b78b31c3c1177379b9"	3.15152302201884	4.12333399528403	3.30568623833268	4.75076650999262	3.06345204165529	4.35367682455675	2.89114654479417	4.79897184471008	3.79155588638415	4.79529166549176	3.91655167028953	1.61825225875625
"040ffbbb2858152fe7b1bfe2be12eebb"	1.37367962889975	2.66240101888022	2.01742796352248	2.96338618393353	1.89152938657264	2.7329212042841	1.18197900416292	3.26180254689475	2.03343333552431	3.38228635677039	2.97035902813564	0.345255691748679
"041c4b843dce3deada3d6b1daf849177"	0.356164213538162	2.56856818621036	0.67715701658107	2.45152031019536	0	2.46692273762636	0.345255691748679	3.03460908142478	0.250276111638924	3.27048255213054	2.56719867200964	0.0417722628722337
"042f95fd86a3be60cda5e0a13e76be0c"	3.91537842969049	3.11422390254325	4.10196179397703	4.03376429463034	4.00093338650094	2.90656351654725	3.75163298466578	4.96991539158666	4.14327850970501	4.55479355554627	2.67763958350229	4.70502021777936
"04356242a8d119e65547c999cf90c0a1"	5.43571289813702	5.94463644520987	5.64386902094144	6.59430534173013	5.57833067782345	6.01311826400176	7.22876755314529	8.84626104642193	8.14564401683034	8.90735799062065	6.86233163496931	6.26003151956252
"0495aca4ee75b03118200f39e55de807"	3.93383439811723	5.47638607194257	4.05721217632808	5.35703424507301	3.81215559721482	5.67991097752491	3.2764066493547	5.01998202367691	4.39562903858249	4.96734503369024	4.66698947273165	2.24560047581529
"04bd54b9e03f729a1a5670b1416e260b"	1.45310428504292	2.29992385503946	1.54365979664978	1.26222520287967	1.48930098354351	2.15566179924429	2.01843291645603	2.93321671817403	2.10523513333612	3.10075639263683	3.97295013207362	1.37202630479133
"04f27efead94a16b3e810b74f86514f0"	4.96519346399452	5.24271440941666	5.30713085341909	5.32004869642654	5.2903623390525	5.16913193368774	3.3895054634591	5.13525417720303	4.93239274017327	5.37845858167725	4.49850847970435	2.88038185792682
"05425468abc7b6696e6644b43e20a070"	4.6758032569455	3.69031519794033	4.30487086307901	3.43161089943644	3.34376574226421	4.2246611386916	3.42575948807116	2.89414767627473	4.09447953546483	2.95700897806287	2.1766618857124	2.51516088501481
"058b63372cbe61fbfecc853d367548c1"	1.05396144567602	2.98808137996744	1.21658760213423	2.88100609220412	1.19977018568233	2.59664754248111	1.87222562569603	3.94884819776504	2.81612672506801	4.40678806196964	2.94898484158577	1.01121429149598
