"sample_016Bb"	"sample_016Bo"	"sample_016Cb"	"sample_016Co"	"sample_028Ab"	"sample_028Ao"	"sample_8_0_12"	"sample_8_0_15"	"sample_8_0_4"	"sample_8_0_6"	"sample_8_0_9"
"02ed78575eba82d038ec26a744d9b6c5"	4.44784363508344	4.78030503850925	5.07488978740174	5.50426138222127	4.42908889020197	4.95111297785107	3.95440058862732	4.33104509940061	4.56241604681644	4.07948019834384	3.55812443555441
"02f7b0f943947c68160210ebf8af9e7d"	1.24292069180414	2.03964064024988	2.14121291748721	2.38742262556175	1.41006581786914	2.04256539787456	2.49139753831836	3.71627728235545	2.95770636633574	3.89107160975016	1.79505137827834
"03355cd11fa9d7ee1d42bfd508147739"	1.88252800822886	1.21629941107046	2.14277932746718	1.83869119779125	1.74279468662777	2.34727248173769	2.42237444545787	1.35950363164444	2.78101996663475	0.81505843816658	1.97579578737546
"03734cd02763530410103ffac1802bfc"	3.20726686084322	0.126727800591516	3.69620034090806	0.116759400809843	3.49951542723872	0.116759400809843	0.0300736292207735	0	0.0487138497797326	0	0.904814925526267
"0381b98525605c48d762e395044ca5b2"	1.48563935416859	3.35072383711522	2.24469105608001	3.54338971094429	1.90400991361561	2.92195984868338	2.47965446520454	4.78224559125134	2.51684830201988	5.39607781787786	1.93907256589414
"03dbe23a9e8b7382924fd20ec95338af"	1.49183701019042	2.04402457510141	1.09997868805247	3.0324636408553	1.03013357069587	1.68473275141124	2.73528760548187	3.91488945323843	2.79281184934882	3.81981613337936	2.11263837843561
"03e263884fc71d9f491555f67c1f630d"	0.967954857495304	2.87657659625596	1.53641894709715	2.80426312482575	1.50442155976762	2.53165123111522	2.70312877740534	3.55190236044552	2.75048471880785	3.32611026363486	1.19791207515497
"03f86a1233871340db1328f6fc35aff1"	3.49131815003563	4.43631317794396	3.57104903921017	4.31906017054026	3.57421077942203	4.59510304191252	2.6655323249428	4.37900557586769	2.64897654258682	4.4054840456924	1.52682644164513
"03f8d34575dc20b78b31c3c1177379b9"	3.15152302201884	4.12333399528403	3.30568623833268	4.75076650999262	3.06345204165529	4.35367682455675	3.39704075484587	4.76705336143708	3.67685059662013	4.82034859561654	2.78894915747479
"040ffbbb2858152fe7b1bfe2be12eebb"	1.37367962889975	2.66240101888022	2.01742796352248	2.96338618393353	1.89152938657264	2.7329212042841	2.88042152926521	4.28386404060122	3.09851085889657	4.14637404555606	1.66396246069339
"041c4b843dce3deada3d6b1daf849177"	0.356164213538162	2.56856818621036	0.67715701658107	2.45152031019536	0	2.46692273762636	0.509455996151454	3.08884511910802	0.425388491341913	3.13122690262876	0.168660245918363
"042f95fd86a3be60cda5e0a13e76be0c"	3.91537842969049	3.11422390254325	4.10196179397703	4.03376429463034	4.00093338650094	2.90656351654725	5.60356312055005	4.94498090082711	6.07668102923715	4.63381921528841	4.82629493288727
"04356242a8d119e65547c999cf90c0a1"	5.43571289813702	5.94463644520987	5.64386902094144	6.59430534173013	5.57833067782345	6.01311826400176	3.55980215533305	3.57073299078487	3.67285937017169	3.35978537867497	3.05947312359436
"0495aca4ee75b03118200f39e55de807"	3.93383439811723	5.47638607194257	4.05721217632808	5.35703424507301	3.81215559721482	5.67991097752491	2.58225051782161	4.48113414095386	2.72502635402033	4.41199554698355	1.70769501850996
"0496149b2d1f183353cbf9189b7049e2"	1.22654394868085	2.99992372712682	1.18266509896779	3.39149883577516	1.27489090137627	2.9356773394347	3.08276868356363	4.00342826184253	3.84772287720606	3.94213109367771	2.12774587356616
"04bd54b9e03f729a1a5670b1416e260b"	1.45310428504292	2.29992385503946	1.54365979664978	1.26222520287967	1.48930098354351	2.15566179924429	2.6127139409578	3.54238300577354	2.46499505655525	3.68320096195146	2.13335285606042
"04f27efead94a16b3e810b74f86514f0"	4.96519346399452	5.24271440941666	5.30713085341909	5.32004869642654	5.2903623390525	5.16913193368774	4.4807777965939	4.89313645805134	5.17770034895566	4.82579023594937	3.50903961530886
"05425468abc7b6696e6644b43e20a070"	4.6758032569455	3.69031519794033	4.30487086307901	3.43161089943644	3.34376574226421	4.2246611386916	3.36601473387109	4.46098068844027	3.97191625397399	3.72428327681523	2.77432970584794
"058b63372cbe61fbfecc853d367548c1"	1.05396144567602	2.98808137996744	1.21658760213423	2.88100609220412	1.19977018568233	2.59664754248111	1.04419552483347	1.94525507739986	1.11887755402883	1.9497439335602	0.772172755744953
"059e24b38a4bff0d4f11ed6166a3437c"	0.738179339885384	1.09997868805247	0	0.984917509690329	0	0.835533502323984	0.457112185546232	0.574626084813797	0.91426767651004	0.706465509064177	0.411309200334024
"05c4489613b115ee4ec2ef8199067913"	1.50633695474711	3.33727629020441	1.90479021163134	3.702163463408	1.35865451378079	2.9756241686941	3.07480367889688	5.49217067635504	2.91085737630168	5.17405429574087	2.58699802763307
"05e856ee9d148f9da62ea0b0ccf6db24"	2.82450921989423	2.4495782185347	2.89666745390293	3.03300614090914	2.30555248592555	2.54145245472513	1.42314653861839	2.14938163553657	1.69904681834586	1.77943015217423	1.36880022222832
"06094dd96a7550292ac7a15406ee3eb7"	1.65290440717926	0.495770664437372	1.41006581786914	0.915269010094177	2.00537631861236	0.348247633700645	0.821811246947283	0	1.07688733488574	0.544563642070819	1.46332391842725
"062dc7bf1a892776a0d4259124cbb2fd"	3.58050442715688	4.49040974020105	4.58779775537044	4.46651180995953	3.98179730218949	4.24906919159452	3.7630139116312	4.21562334728713	4.36749648142594	4.50333163868983	3.28513626265602
"067925bf2c68cfbf03151580d443463a"	2.25492835343121	3.17469137067358	2.4625518881805	3.47174739822635	2.53404652574631	3.20912628613673	2.23669389470146	2.90642484911648	2.54120601502218	2.86834355533111	1.74727806866982
"06850915424790786904937314f04f24"	3.18840981323663	4.83608268075805	2.83712292696179	4.49783272857914	3.1335379558735	4.23856543284276	2.77799541056612	4.32425523069839	2.78205643230661	4.24687817040533	2.2014720624017
"0691bcbf69519fb5dba78151aa18c728"	1.73634482335276	3.23964988110872	1.78419834974656	3.01393018073926	1.62189102358586	2.91404503731912	2.20895269402531	3.38730005223997	2.24746909669325	2.91741061692259	1.28783218220114
"06bde0cecfbcada397af9c0bf5f83820"	2.64782716772889	3.51854619974135	2.50582539753621	3.63626884361557	2.61543471654572	3.76398337775841	2.16092567154355	2.95688873726057	2.59407729766459	2.89792670284997	0.933001525551467
"06da80a2c361f6c3363b72be33e8e8d4"	0.967954857495304	1.68264209057474	1.29359364869219	1.92164116814894	1.4291234600578	1.78971354441713	3.88203214186155	2.24936404694985	4.47074824837464	1.93848378460319	2.82318772566313
"06f154fee6b1d89c4fb222e23f2b939c"	1.23312686447627	2.72409643557544	1.63988389383134	3.41657201724266	1.08867137443727	2.50442181747097	1.54712837193909	3.11540614267976	1.90157484723513	2.3710949678569	0.69669288710644
"0723628f526fba7f82f84bebd97bad25"	0.165636464930348	2.84041604807555	0.282552187060332	2.46213491404852	0.106690630662525	2.78984294579805	0.73514480375792	3.60548154069414	0.526138185789306	3.68399192960103	1.56043756617796
"073587e420e91ec5e53de8257bfaba94"	2.79398425910319	3.12367991853441	3.78312281506934	3.78874250385887	2.80766606781548	3.2759310911664	3.4365251694402	4.15906940942905	3.77264980571523	3.93740699647164	2.18490632685558
"0770ab0e479e6e586e8685465d538066"	5.03613864786586	3.73215058305456	4.78886792873695	4.39146638966082	5.02967887521983	3.98389513852693	4.805648179248	3.0549799478131	5.64635331357929	3.63663475992066	3.30669825952829
"077896f52217cf2755311d9ba92258b3"	4.45624173323222	3.36344508053071	4.22630700802633	3.56851242970731	3.94370004805052	3.1563288339838	4.92419525211334	4.01081114139258	5.09026788680224	3.64179491868254	3.78209362562505
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	5.66152398359087	5.73501986081466	6.20766881116395	6.8443102088757	5.59197955491005	5.74601740331472	4.73854418622708	4.99266861561417	5.2341308687763	4.85501736060082	3.95366892922543
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	2.12520868875303	2.1116733459362	2.21514908040493	2.87974252275073	1.40178574757394	2.0924107023666	2.66443709282314	3.78790653585373	2.44335939232815	4.1371194645759	1.884988697475
"0808113a681a013933c03815ed511b06"	4.46819176202861	3.00272278290937	4.58366495728839	2.31226528835401	4.63741233628521	2.70017574546174	2.84539404845866	2.46531433935047	2.87107698464589	2.51446114678686	2.58470540156622
"081419daef27076e9e23740f0f3d0cfa"	2.14385556288011	2.65767592288639	2.05562196975353	2.9163626060048	1.40455339572884	2.82384091265758	2.44199149391096	3.46916975039103	2.19479407049043	3.2576644446826	1.4412275231447
"08278cb30c0ecfa025df1080741366fe"	3.03738204840135	2.87536131239215	3.43999761210808	3.11267726458559	3.32460125336941	3.10161137325034	2.78944631578027	3.57521531344556	2.76736190491296	3.52602262399064	1.84217863596594
"082b8027abcaeb2baea3b91658963091"	2.6528402221731	2.49973448464142	2.64753086781366	2.30342840854812	2.36121566739601	2.30698885381743	3.69671561320585	3.81351396396318	4.14179782198783	3.78842963319093	3.32196669592263
"0834e59536ad310cbadacdf155bdda3b"	2.24769165799625	3.70085707139529	2.54602753625375	3.58446617237977	2.22727096702822	3.66980812038643	0.88018990498759	2.57060783458847	1.16759466224874	2.6038037267589	0.644977646757877
"08ffb091e6fb80698e54de15a34c082d"	3.00718503954247	3.18282273270214	3.16444608011645	4.16597853847491	2.78429438041602	3.35836559107635	3.24709911332139	3.55465076706012	3.87340015343818	3.37511384118122	1.31412583615005
"0974d5a60d20f55cae8db1bb4d3ae6a9"	3.68609021780847	4.41188985659447	3.78389099842203	4.37374395277091	3.49849443481058	4.39841296738908	4.45276753746351	5.48246631930313	4.48894176129764	5.42391155776386	4.19591618909759
"0977ec1ec766483e434b5ced6346bd40"	2.01742796352248	0.402391054710501	3.41249841706481	0.299385074400038	2.35162246470041	0.146371356345521	3.62747393998044	0.0610424168808622	3.78826278192229	0.0309869082261777	1.80545327955994
"0989c13d0c860d464a6d08c86ae36452"	3.22711578297637	4.23563708628246	3.48478064493427	4.12624636183691	3.78337894175979	4.46249434432897	2.13404650034742	2.90559117952537	2.55562875420381	2.64011251756672	1.03063586677215
"09947d9e52474a7c0a88c03dd1c4cdc5"	4.16772379510032	1.27173948434731	3.86332673585048	0.72190274767315	3.9344951448355	0.348247633700645	4.78627440212348	1.86568999706804	5.24082010942483	1.49909969521682	4.41046723914973
"09b2d834bd6ac6da3f312992a5ada13a"	2.50924924761688	4.16854284794903	2.51457681725697	4.22267973999844	2.38504188926345	3.86559021298067	2.48419128791805	4.08364766597142	3.08339187822157	3.85139824160959	1.37084282200565
"09c649de9578b51089151c3f67c6d1f1"	3.0120015412072	3.16534646468454	3.50891967358137	3.59674426137754	3.77283658129066	2.74933561068801	3.07873412938924	2.89077633528282	3.19189907194799	2.59848198836069	3.26026111746584
"09d19cff22a275f6b41de4a94d82edbc"	5.12539858082276	4.19439287809809	5.20270498858645	3.88923058033746	4.61145927812447	4.06051743881105	4.73575015956512	0.785786328683083	5.46731020539151	0.364803890356563	3.14467458951814
"09d8ddc69c0a38c3720e026fdcb1ea1d"	1.74550259357198	3.67644699031594	2.03376533660333	3.79812315543765	1.89829968876155	3.55798036536426	3.38325144564746	5.21550133676937	3.33118627766667	4.89725748118251	2.31829622426932
"0a133b520b03346a629160a1e02b66b7"	6.47028516410228	1.43450245115513	4.44308852558013	0.665650590496445	7.54662958165371	0.91976708235976	8.43773177715894	0.951401472186501	7.59268168538307	0.993062125398682	8.0460172426324
"0a179124b7265fd051af45cf7bbb5a2e"	2.72352103431974	3.77976921429329	2.43154539952272	3.59840739458752	2.06879836278768	3.35509954561678	2.07781385039549	2.98640319302121	2.14227402403857	2.97728537744331	0.770919724544898
"0a2bedc2b9e2f372d7ea96ac9331bd11"	2.40799460444665	2.22351593484476	2.74563398878731	3.03067205518997	2.43758852853735	2.24314577915505	3.040038112435	2.13521488564209	3.18483876056282	1.59933424182499	2.07778817562314
"0a3d2dbba6357dd3b8d7cc68bd934825"	3.16492151944491	4.45741707964339	3.29154771778214	4.79410118554697	3.23600940322404	4.50083655401581	3.11481223946497	3.97662270129877	3.25416342780097	3.62758848460852	2.06149479516513
"0a5a7c8b3e26ce811cf9a5a0f0698842"	3.21859294486142	0.924245012537992	3.75295789286734	1.18610960312656	4.52112469368376	1.68473275141124	0.680888347164005	1.9935578922028	2.90570515377986	1.33526629471418	2.68932884502156
"0a6615421c77de34c12671148d5b177b"	1.85129181886369	2.96353264102381	2.35815340732465	3.71209954121199	2.2113181247944	2.7720282709695	2.87951364111209	4.43746666998927	3.30910631354594	4.19223951322101	1.55238606355955
"0a8072d5e752c9bb771c9801625bf602"	1.61993733193679	3.5743383246317	1.81296778758145	3.69805019052044	1.60844160943089	3.20445722301639	2.1246763976256	3.80769949676696	2.14580804842156	3.80536849775848	1.07582775346288
"0a88346680428af1533158ede0201b34"	3.62107772115402	0.146371356345521	3.14911142726007	0	3.55121992387075	0.0965194483443099	0.855816898688543	0	1.13418018455413	0.172971312519481	1.2972948272373
"0aa642a7708a378ae2d52b09a6251f52"	4.79189484264108	5.17623402930923	5.06993062872072	5.18149190203929	4.00937487076029	4.84698787499153	5.60378663385989	5.11509042898021	5.55879882459022	4.68684418435775	4.04297806165836
"0abb4e308d2287c078352db4a8e5e722"	3.79103239600282	1.43181657229526	3.91492947754298	1.49688985036148	3.64577167208742	1.41281067560825	4.99437609344218	3.29510089153785	5.28643229809652	2.86440051709793	4.93394170519159
"0abfe6fab9f2f0326a0cf0b2819a045d"	4.42113556273329	5.4159905606165	4.91005135979586	5.70421275540549	4.84984072017975	6.84835681893452	4.80435961036426	5.6124528127352	5.13295217853206	5.91594907103903	4.48059957678462
"0b0887152c48ecaee3708409b923f793"	4.19007456193284	5.00747065321429	4.06999164282998	5.28574043698785	4.05738659487698	4.87319889731261	4.46709480604465	4.81256950184076	5.02080999791594	4.78113797772047	3.13470946260667
"0b181d48c37772c1041becbb17b33ac1"	1.92493163067012	3.4743704550294	2.7321887740621	4.83884947301023	2.2040284892534	3.3669465965978	2.39433330013558	3.22941655565845	2.58462709008087	2.92277699064484	0.727571795414228
"0b7987dd394c6b1578d7c83c3e038319"	4.38825468752699	5.34222059957361	3.71830790805469	4.37132860173616	3.99016237058629	5.45085782781179	2.31208066699564	3.16776171442625	3.05572121101299	3.31987105049637	2.30425649542248
"0b7adfa1cd85552388da8b57c7886d6b"	0.989113592911916	2.52355997444276	0.869139164471469	2.94223154457443	0.984917509690329	2.21022185668316	0.875678715306986	3.08132521170139	1.21673186028251	2.80144873669668	0.407830308814445
"0bc554d7aaa03639090507fee7831514"	2.55203626426701	2.04402457510141	3.12615355353822	3.07807510314855	2.88855416262577	2.35803399088836	4.64386106649715	4.56874584095049	4.57800509333645	3.65144650196322	3.40229411336535
"0c23f91edb5ca911f16c5ea6d2e6f7bb"	1.07750790507216	0.329923672184455	1.80943988112237	0.341430479150787	1.067167049951	0.237491232125606	1.78325413722336	0.493607907718236	1.90022602530029	0.633365621027354	1.06877082774924
"0c641f1bb166c036145c1c358b3548c0"	2.92727300967317	3.73188099170364	3.16587172051105	4.10734781891025	2.40383631706644	3.55894242259847	2.33429435756355	3.64353929696813	2.58337361649771	3.51603232278559	1.47689884536842
"0c69526b39e6c700505869e1bb26de49"	2.55972022202223	3.17472651628101	2.74476466125389	3.12818009654149	2.80169799524808	2.52263262020589	2.3643128968345	2.62884961631572	2.50552612469354	2.338828786022	2.33667150659909
"0c8a4e5e6583e8f749e0fc431bc19e9b"	3.19443170846829	2.48973866497019	3.2297096566486	2.68169208750136	3.66949171614098	2.56497759955361	2.46097386512193	4.06955338477437	2.78312699903074	4.32363918352396	1.90157484723513
"0cc5c86249ec081e574cccf28c21ad70"	3.98452363220841	4.58377998816844	4.35873148486489	5.36691213747014	4.33452788189868	4.35714562871359	4.13132314830138	3.98106342778454	4.68377705718777	4.32593035069191	3.02334004756353
"0ccd6ae37ee2caebd21b05bdc79a677d"	0.993292142565792	2.31893332937355	1.52423312076787	2.73803324990803	1.45835615198608	1.90836996587732	2.23130092314658	3.22525094688913	2.47054638287125	2.9311773319975	1.41815598618712
"0cd52318943a4637efa5e3e02936878c"	2.92524246766934	3.74074365258671	3.23970636447495	4.29624364060464	2.96987608966347	3.72251058380913	3.46568935139201	4.90079656439918	3.71911081606309	4.84108515060296	2.38930305670313
"0cddc551cd3c2f10d16fc8fce5d9e9cd"	2.2842050810362	2.8721685840076	2.55061489271856	2.82227753019392	2.23083571257003	2.4077061463697	3.21940112687294	3.62998067966581	3.26610561037504	3.55054798811941	2.5471400160965
"0ce4a8bb4c43849083fda1f51b3cd7f9"	3.14086822828391	3.90227628004598	3.2998886833317	4.50594730755211	3.14086822828391	3.98158727630204	4.38882199383375	4.37821608373761	4.49633805122803	4.65649747179793	2.40858772245267
"0cfa7e4119733f2ab8a1c59fc7d11cbe"	2.66082846630413	4.82566107008955	2.78290241528673	4.29140227051767	3.13206543131641	4.78172156058767	1.77391723909705	4.77452051226941	1.90859983849183	5.09241075199836	2.3710949678569
"0d08c5ce5bbbc77fcc000171f26ad75a"	2.24076418597818	3.32841451904052	2.47466700070573	3.85140388632532	2.19688529922866	3.02579408675923	3.62255759751726	4.14356791051625	3.89202219199621	4.06585201372789	2.04447613863727
"0d0c4cb9bbf60a4f26961459a473aa37"	2.32665692757576	4.93164618341665	2.26547007331136	5.40050734435841	2.41395972752962	3.99328131856927	1.91318707358304	4.66410086485502	2.11005904763308	4.51525957557528	1.54381038448825
"0d2dbee63533ea7f83cee53a256eff67"	1.41006581786914	3.16682101955216	2.1062074912258	2.98864849271772	1.51189696631975	2.53967754447469	2.58225051782161	4.61498728024289	3.13064665940236	4.62429320985715	1.63983209380466
"0d44a1331a11189eb5b80b54e2250401"	4.28335744596041	5.88150849088837	4.42666914970248	6.41795132022958	4.04328852038969	5.65386045367845	4.56629487877531	5.42273116999378	4.40490746062815	5.0985785256634	4.53184342245759
"0d5570f6ca39afa62394372bd3e733df"	3.10389772787989	3.1436518508453	3.63859689858249	3.51892531082385	3.21460799920685	3.01409511933386	3.96825648857169	5.28741852404314	4.15533217941409	5.26624233456146	3.466896960218
"0d5e0b463b926da9fe06e368a558024f"	3.19426958897566	4.39434095714038	3.40754288730288	4.50249637802161	3.16847678337051	4.2184064795454	2.06190059485513	3.17040800873906	1.92709539936162	3.07116214304489	1.00465319573473
"0d62240701ddae50db5a78fc3050341e"	2.18814009703568	3.59763181478726	2.72625775875983	3.7478935894662	2.27449287701902	3.1371353261605	3.42968531947086	4.70735305828066	4.00744139755912	4.7552054376172	2.73834556049789
"0d9c5b930278f3286c85e7e96e510d76"	2.9967792874739	4.72430482441256	3.15185901169335	4.80770211067517	3.1570767478279	4.74045251910306	3.95501611327808	6.23905852244513	4.03775391820516	6.30530519241487	3.33757122140312
"0dc234c33dc875f3feba6a2584b42647"	2.21268850323268	2.97781796625885	3.19811271565691	3.56946441245993	3.2257748914843	3.00885326561352	2.75849639013064	2.64786301692931	3.10134663698974	2.75949335092754	1.45967492591988
"0de15ab815820a6f3a1b6b637cd8294d"	1.36509140882615	2.82317215848765	0.91976708235976	2.86188283035675	1.4609717782519	2.93388234823473	1.28431036083497	3.38057771668157	2.29160907630496	3.14498090078736	0.757525688896151
"0e03fc1668d5ef45b41be1b7a8aa03e0"	2.97370300292008	3.73585984269603	3.15831822679711	3.84742390102392	2.97232040528199	3.5214365057626	3.36639343213684	4.81516451667704	3.96871529044271	4.80988434952286	2.77345310401319
"0e81b8aaf32285299deb80c42a5db6fa"	3.6959208799846	3.61987210930796	4.89432384262853	4.79083361084871	4.05330959363559	3.57231493513947	2.77434099674869	0.884219844236345	1.74048973180899	1.33579570955543	2.52858241586493
"0e90cbae4007b66a6ff1e5cf3db5b129"	2.18284533720895	3.84869636444102	2.32515379554443	4.2383114791166	1.94455596004036	3.69409207360814	3.44234981758064	3.95215837707686	3.86006439503013	3.84368728939581	4.78377671727897
"0ed39007b4097d5a839142c460e7ce33"	2.74890041922418	2.89666745390293	2.76249810779733	4.22284754815686	3.00495640019064	2.90100903646508	2.63415655894229	3.12515972057802	3.31989319748952	2.67444386241737	1.90409275426212
"0ed56e5826035952f1596f35b3a1652a"	1.83923607264148	3.39641318897434	1.53883839383776	2.72851855446603	1.8248166756557	3.52867965687828	2.56127906971267	2.63589966668864	2.6117399902527	2.83989239382636	2.17440334399769
"0edaa5e3e8ed4821d1c443fa5c410cfd"	0.136597811353376	0	0.307696442034863	0.394833458543438	0.417337023877132	0.0653700503213339	0.526138185789306	0	0.882212612887246	0	0.308901342893877
"0f30d986b98245db48bc614583a24454"	7.06290921880431	7.52671816124483	6.93513038412863	7.76875054963026	7.00033090147218	7.47438877538439	7.12763123190678	7.24700641659321	7.28425694561303	7.30206686517298	6.08147434101602
"0f4e7af4faf4d15c1bd07d2b6f172788"	2.61216743960156	0.251302563942614	2.83251684366606	0.255392107006309	2.79278128257998	0.115141800194199	3.77715970907065	0	4.19615309705839	0.0309869082261777	3.22567251495227
"0f6ca61140a663b107ab4b112c24c6a1"	4.09223084656494	3.78644735607174	3.66929658017022	3.77359971266166	3.26952988899161	3.39980134098401	4.43015534203375	4.37306913579989	5.09482456825259	3.79818649199827	4.06605221502105
