"sample_040Bb"	"sample_040Bo"	"sample_040Db"	"sample_040Do"	"sample_18_0_14"	"sample_18_0_17"	"sample_8_0_12"	"sample_8_0_15"	"sample_8_0_4"	"sample_8_0_6"	"sample_8_0_9"
"00c6a28930e3eafc29b6cf8827820e4c"	4.40542495439816	3.99141496628142	4.24055806345313	3.29125240100391	3.7909536700183	4.32215111304276	1.59974961204351	0.986556072092665	1.85080010787124	0.777746790571071	1.09310669373849
"00cee8684ccbb62fce87c20103b8aed2"	2.84812969316222	3.19628323472499	2.38557556078559	2.94811559123915	3.09929440064321	2.30090910479347	1.63151937141254	2.28489836969581	1.98364818751443	1.87315921854321	0.93683959424233
"0112c347c6def14a99ba74cd77bfc94d"	1.08312633113266	2.79814072154914	1.28699875002431	2.80321491578154	3.36865008498288	2.05800082344499	0.926792197953112	2.69465907215343	0.94530569694268	2.19479407049043	0.199100008032773
"011b116b1e264e2cde7ec36aa569ad7c"	2.75340590282301	4.15221873836161	2.62167861939992	4.10212587579043	4.28141040263936	3.24386107756211	2.00209494622719	4.62891389973583	2.2376787175397	4.3267622025882	1.12910528224873
"0127000197e26a049598b4a6d0225ba2"	1.7479468962714	0.210098837793401	1.98272412217803	0.417196030983863	0.0954919814592207	2.64566402866611	2.16700926353372	0.136477568926128	2.32240848092588	0.118527961947003	1.2105978850176
"013c9c13c8d7029019462bef0627adba"	4.18860763765862	4.15863646548142	4.13596098127204	3.70887535611766	4.4699998160834	3.18407406552119	1.9240293553094	3.31617965252278	1.95770152164937	3.48800228905079	1.53603680383569
"015116cb2ae1efade79e1af688f3c15b"	2.90605370640931	3.12427499341683	2.57063317392983	2.92505226536625	2.52623251734291	2.1339534009261	2.3306126263542	2.71674086101518	2.77137999201965	1.26673124205471	1.27994446729997
"01524ceb0052552ad3c425bf777b0b3a"	2.80624711935579	3.3868854528544	2.62167861939992	3.09294972426935	2.68857512015687	2.21917087482767	2.86350289009041	3.83726411377998	2.85719683871086	3.59083588199424	2.16635016339032
"017a60cbade7b309db182bcabe59d6a4"	4.1451666724416	2.96519885865507	4.03352325688339	2.98044962524543	2.81491527660143	4.36865465020484	5.99028869606603	3.20737603502321	6.25975163696519	2.95607043912102	6.18530007961185
"018de0ee05bc68de9383baf688539f9f"	2.6461868226658	4.07563602144234	2.78223811325	3.98151117665997	4.30540477379546	3.15394183860536	2.46900014274866	4.61763276444356	3.04529318823797	4.74636310402903	1.9935578922028
"019ee757485f09fa0c7881843036a765"	2.84485124259436	3.12427499341683	2.64921273137772	2.89503309916712	3.67824814144528	3.53854191169557	3.00635841559928	3.69265153087873	3.89907408890725	3.58343182355061	2.51965712991083
"019f94720ba42ef1861b87fc58cdd3de"	2.70880325082242	4.01383021556661	2.59710374270481	4.43833135088435	3.19444787725097	2.65157155616702	2.38423291178722	3.41789060460382	3.4871396985217	3.15509528838766	1.17387806649657
"01ac16555e036cea2ece2a239591aae6"	1.43128384339541	2.74173594281445	1.86828495357801	3.07656745954945	3.12300240220581	1.8605822847968	1.05969896916914	2.49204460825491	1.27980077837349	2.32185861945031	0.29510109682646
"01e013346904f75a91f713c559585ff7"	2.41922080405854	3.18964472892508	2.55777754755682	3.17649010837176	3.3930778405569	2.69874033177643	1.25782442340836	2.48486198212375	1.26673124205471	2.05184113053799	0.28552174061444
"01e7154d4b5f3188595e288aeab7f7a0"	3.20242965483628	4.11659846565849	3.24006847369146	4.15878871122171	4.11010774810754	3.26540022378778	2.97632965424395	4.85722120514154	3.20098847585504	4.65260323922272	2.08368154016861
"01e9bb0d97f8ed373a8d529ffb971acc"	3.51099304748504	4.58182990858016	3.04404136964778	4.5901712624103	5.00850035005754	4.3143351481609	3.6374634153515	4.6428007894329	4.08396690007592	4.78719303150561	2.75249366218931
"01ea06c562e6b8f6bbc5be68d99c0373"	4.77195923553255	5.35621356371448	4.78473962584667	5.19114020178199	4.84525030057366	5.38846972216223	5.26152179675598	5.61446222335741	5.34713396846323	5.3721453566533	4.1077959519296
"01feb696b69822d637cdf0956d28bad4"	3.54819971569281	0.750897086100849	2.72753905368606	0	0	0	0	0	0	0.535393350509669	0.69669288710644
"02104476719f02b32307edfdb1e6a0c4"	2.32419001674643	3.95031444078268	2.11801300565494	4.30918439959845	4.31053063296881	3.43268958875234	2.69465907215343	4.12141716964486	2.76048931878345	4.03648166499788	2.10115606562648
"02266378f920e88e1dac1ed916c48ff6"	2.42957010474853	3.98599439682657	2.74163325761925	3.76043470656365	4.50437478985316	2.837053021873	2.14076486037811	3.92656147210738	2.21531947368005	3.78140371513655	1.52997488200336
"022b87e073ba519506a6d0d9dac1bba1"	3.87211517626472	5.79241068275857	3.542416233244	5.31437278574274	6.85243980118597	5.74862071326019	3.46916975039103	5.4974714252251	4.00543684285676	5.40993562562401	3.33231079024156
"026e9b4b119e8cabb3eedd41465c0b04"	1.74105689408254	0.510370731902121	1.95381019044191	0.363961210729011	0.490857191833992	1.18292786316323	0.975419647444183	0.104496942886173	1.37979931389288	0	0.273623715200741
"026f6d9d6a5c591d5465aaeddf6222f1"	1.53833300860698	3.5733117412422	1.80355192525492	3.16983938672706	3.83747149309463	2.62413984876645	1.75776825836069	4.15505024741948	2.03553249544821	4.14712067668836	1.47419167888141
"027ee5073ec17a7192c3036f2b817f18"	1.27306967040526	2.44126819275817	1.2397935132407	2.81128044935077	2.48116633017228	1.64706119653054	0.933001525551467	1.68168564112163	1.21673186028251	5.07692098803813	0.261582420445554
"028a375a3a51f2d5d05b85cf4ef10890"	2.35318314575714	3.25745017532796	2.81828481900126	3.31671734358368	3.71389396610865	2.65392482999312	2.77039481738953	3.65714789113642	2.55205675776206	3.17106848956421	2.31674595305549
"02a63d174c8502c109303db99cf1e437"	3.36607550812358	4.59638310850984	3.27052270191658	4.32077529899534	4.25100889695412	4.04280222531174	2.98272686871106	4.33297913239584	3.25463239094031	4.12141716964486	3.70820667430442
"02adf979cb3500c39977fffbf7d2a048"	2.99032539265072	3.85153728995448	2.97135067583936	3.60118022779063	4.44189764636657	3.23082301134941	2.56022350028729	4.16710639718374	2.88275264838923	3.80433771948091	1.8921626453948
"02c00510d4deae8d414f84d4af078919"	1.98502096606034	2.91514566799481	1.67246904803673	2.48256223713231	1.25419052048655	1.48314880248377	2.73120505724617	1.80547024372335	2.82231372105734	2.12570088183291	1.81878855316649
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.26535434841576	5.53818025750782	2.80413464363028	5.55638073383077	5.85449665299488	4.0399002869338	2.78891378871158	5.45332893475352	2.67012007087517	5.36619797702963	1.62591765943108
"02db2ad8ae83f16a31add624ea4ad90e"	3.52141301171573	3.80713348994343	3.2784382356794	3.57381927062879	3.51894189805816	2.81828481900126	3.27863524426965	4.02248974212148	3.28807735725062	3.93784652951649	2.41704385381084
"02f7b0f943947c68160210ebf8af9e7d"	2.5408142817263	3.86513892352917	2.65627257892057	3.88111214957391	4.0279091319784	3.16949648717013	2.49139753831836	3.71627728235545	2.95770636633574	3.89107160975016	1.79505137827834
"03202b02066380ba1d7fadbf07ec658a"	1.75951172167793	1.82353264640969	1.70030185873922	2.04079166556808	3.0974852900042	4.08316732903197	1.71054362925939	1.7871783251264	2.43374457486098	1.46332391842725	1.10333710910382
"03301869149c66370d4f5cfd7c5c79f7"	1.75663302975248	3.29961121565831	1.65666495079678	3.23535528951198	3.71917342294749	2.5005339056737	1.37184852058817	2.89705868382261	1.37583181910898	2.99539981829687	0.648509582540956
"03355cd11fa9d7ee1d42bfd508147739"	2.8552839286289	2.13322317389674	2.77173942025994	2.14185269188327	2.69879498109726	2.60961301295317	2.42237444545787	1.35950363164444	2.78101996663475	0.81505843816658	1.97579578737546
"03734cd02763530410103ffac1802bfc"	3.35747076950666	1.34398890591177	3.38068314583947	1.56272105466155	1.00160411784012	3.3582045697683	0.0300736292207735	0	0.0487138497797326	0	0.904814925526267
"0381b98525605c48d762e395044ca5b2"	3.02784546282565	3.90535028578504	3.18243254718854	3.72042737477053	4.36379984227434	3.71886872519578	2.47965446520454	4.78224559125134	2.51684830201988	5.39607781787786	1.93907256589414
"039c7e0354d3997945bfb6b56867ef87"	1.09994473390189	3.20872043299146	0.826759819883865	3.00178889513652	3.74160235113251	2.33556522028864	2.50047614701169	4.50594167554301	3.04154238271945	4.14612504458098	1.88259662967757
"03dbe23a9e8b7382924fd20ec95338af"	2.02328115905278	3.13812986997429	2.15158776944212	3.39419962101382	3.71389396610865	2.56551073831935	2.73528760548187	3.91488945323843	2.79281184934882	3.81981613337936	2.11263837843561
"03e263884fc71d9f491555f67c1f630d"	2.82875392325567	3.77300158701451	2.59150197082991	4.06096988441494	3.32659949719087	3.0146189967138	2.70312877740534	3.55190236044552	2.75048471880785	3.32611026363486	1.19791207515497
"03f86a1233871340db1328f6fc35aff1"	1.89066545731287	3.68747459364064	1.88790112144404	3.5893578500385	3.61156944873479	2.42246841762399	2.6655323249428	4.37900557586769	2.64897654258682	4.4054840456924	1.52682644164513
"03f8d34575dc20b78b31c3c1177379b9"	4.46886693325215	5.52584799573757	4.22003315104375	5.33632771281977	5.5078267095674	4.31755157386448	3.39704075484587	4.76705336143708	3.67685059662013	4.82034859561654	2.78894915747479
"040ffbbb2858152fe7b1bfe2be12eebb"	1.75951172167793	3.12720780434203	1.43262913232537	3.25164887335695	3.42836497773307	2.14182931411465	2.88042152926521	4.28386404060122	3.09851085889657	4.14637404555606	1.66396246069339
"041c4b843dce3deada3d6b1daf849177"	1.58056507486498	3.83781656688831	1.03090430564403	3.27654832876343	4.31478178807226	2.46568135580287	0.509455996151454	3.08884511910802	0.425388491341913	3.13122690262876	0.168660245918363
"042e4f8f55c4d2dc78a925fa1fe5b112"	3.0722811927425	2.35951348037994	2.51007882216794	1.26367464757198	1.58741722706483	1.55972232018817	1.51305916191139	0.458836508403796	1.14425337270122	0.672891410610139	2.17889403931808
"042f95fd86a3be60cda5e0a13e76be0c"	4.24425483564907	4.66871477583957	4.22904589519944	4.87743451348023	4.88705498668577	5.30612183232228	5.60356312055005	4.94498090082711	6.07668102923715	4.63381921528841	4.82629493288727
"04356242a8d119e65547c999cf90c0a1"	7.51415012172618	8.13240985345667	7.38581022174193	7.44318035978014	7.6890772428454	7.52903753909669	3.55980215533305	3.57073299078487	3.67285937017169	3.35978537867497	3.05947312359436
"04731e32cb646050ab7f27f284c04106"	3.84427079257732	4.71226070432795	3.34361064080917	4.84222453198652	3.17159971394148	1.1851568900683	2.87231082789412	3.76046164122099	2.84971441792548	3.68032306162141	1.74805357230317
"0495aca4ee75b03118200f39e55de807"	4.10460837528772	5.88112778154203	3.93083887152579	5.82626998246532	4.67309328547296	3.77624451854879	2.58225051782161	4.48113414095386	2.72502635402033	4.41199554698355	1.70769501850996
"0496149b2d1f183353cbf9189b7049e2"	2.01885520038069	3.50749545767289	1.77943381953742	3.44448672976055	3.64870048197714	2.89779965816933	3.08276868356363	4.00342826184253	3.84772287720606	3.94213109367771	2.12774587356616
"04b93fa3ee523f9634c9c795a5f49e4b"	2.32255437306955	3.81120548804221	2.04079166556808	3.5863870437294	4.3127703356358	3.17718678790859	1.88657208930637	3.39088915900071	2.27948614832231	3.03523253996517	1.0996645059565
"04bd54b9e03f729a1a5670b1416e260b"	2.88854787340738	3.42890657799667	2.76819156891533	3.09370708189851	4.11692926367106	3.18135670318667	2.6127139409578	3.54238300577354	2.46499505655525	3.68320096195146	2.13335285606042
"04c1a513f665c225f7ed173aa4fa12bf"	2.26001442351164	3.71274379424222	1.67707549294725	3.9422488002174	3.79713381456387	3.1869955472884	3.52306805154689	5.28945331667799	5.07229592808631	4.81065779239386	2.08759124247029
"04ca9aedc6db942a0474cdc0a762451a"	0.406131552651325	1.17489408682527	0.677322630212974	1.54913573862572	2.08119001221395	1.49445345709616	0.91425666456116	2.45423573604631	1.16410035884127	2.14815290688094	0.951401472186501
"04d5efa38f3a410566bdc4ede3702fb5"	0.394943280648582	1.35817776839406	0.481129012029154	1.06025253811348	2.7480718754517	1.77661198989784	2.24103133966858	3.38910860596477	1.70769501850996	3.52260359382834	2.27879964880197
"04eea75f54ae1103d2c566b1e826e22d"	1.80172630159524	2.81728719350596	2.22820631494495	3.25745017532796	3.30145807440464	3.74634379337615	1.61510502398013	1.5735719498074	1.49557916666987	1.86568999706804	0.951401472186501
"04ef5fcaf6bf35657ee641e7ab693ee9"	4.97221942112198	3.80921305098154	5.19155159119988	4.48136230007685	3.54768940686702	4.10038149374121	3.73636095283034	5.67747414549851	4.05710918365391	6.20985313146359	3.37413144830608
"04f27efead94a16b3e810b74f86514f0"	4.72537783544693	5.46927585754858	4.29857572985567	5.01672272801625	5.40060406285989	4.91402526986007	4.4807777965939	4.89313645805134	5.17770034895566	4.82579023594937	3.50903961530886
"05425468abc7b6696e6644b43e20a070"	4.174558024547	3.08458071211226	4.6774527073055	2.94808495608642	3.34361064080917	3.33650951603992	3.36601473387109	4.46098068844027	3.97191625397399	3.72428327681523	2.77432970584794
"0575b5bcc7abd6f7a59549c280abbd34"	3.27124877955644	0.284081101533432	3.59505199660981	0.580886768400243	0.347073340446514	2.07282819272316	3.48931295216903	0.200888404404798	3.28770552359325	0	2.40077155946473
"058b63372cbe61fbfecc853d367548c1"	1.71543622465645	3.38065448043083	2.17272694573582	3.11764454992722	4.21187126873268	2.67600898689075	1.04419552483347	1.94525507739986	1.11887755402883	1.9497439335602	0.772172755744953
"059e24b38a4bff0d4f11ed6166a3437c"	1.29617816917678	2.01663485338702	0.812040710500356	0.883560907251236	0.449673362772485	1.06602022406745	0.457112185546232	0.574626084813797	0.91426767651004	0.706465509064177	0.411309200334024
"05c4489613b115ee4ec2ef8199067913"	1.94761957053934	3.99756957061917	1.65450667659212	3.42936855635285	3.84093424723197	2.72876037646361	3.07480367889688	5.49217067635504	2.91085737630168	5.17405429574087	2.58699802763307
"05c91f47ed9f3d030a1ff1f59465f00c"	2.15546464308799	3.52878992417507	1.73034495219318	3.01416140902236	2.73189692757649	1.41655679924678	0.875678715306986	2.36223945602633	1.84849260746597	2.96259815146681	0.807878453209858
"05d75b81fb54d3ff766fc90129feed63"	1.57820243937177	3.68472031444853	1.43830883913272	3.63557380162122	3.92244146293447	2.54407994385158	1.86080656146726	4.22072120388275	2.43374457486098	4.49616258334184	1.77658356213583
"05e856ee9d148f9da62ea0b0ccf6db24"	4.86166572466184	4.76742593085583	4.61030995471795	4.57582891008598	4.38337447592762	4.37099854825077	1.42314653861839	2.14938163553657	1.69904681834586	1.77943015217423	1.36880022222832
"06094dd96a7550292ac7a15406ee3eb7"	2.36893447353558	0.766537037787997	2.89779965816933	0.249902320614901	1.07745674659532	2.33232834424324	0.821811246947283	0	1.07688733488574	0.544563642070819	1.46332391842725
"060f5656d8e6b35f013adc46dccda6cb"	2.37826753929829	3.07305436061631	2.22279485344775	3.13668046857492	4.40339421326534	3.53367780554579	2.69146434644081	3.96238541868026	3.14971368191279	3.58430573995772	1.28431036083497
"062dc7bf1a892776a0d4259124cbb2fd"	5.02947732945274	4.44580158311401	6.90185349768123	4.39085133223954	4.32654563671437	4.32433660896514	3.7630139116312	4.21562334728713	4.36749648142594	4.50333163868983	3.28513626265602
"06308be651a239379c2200605a63c9b6"	3.38846904709464	0.311716449459626	2.97499062143845	0.833065952779276	0.0323317566628611	3.97860996800722	4.71201892230379	0.160194655609821	4.57675728148874	0	3.92987303560442
"067925bf2c68cfbf03151580d443463a"	2.77210302605437	3.53987405003818	2.91122057566925	3.52922747983529	4.23780950318717	3.20202305298884	2.23669389470146	2.90642484911648	2.54120601502218	2.86834355533111	1.74727806866982
"06850915424790786904937314f04f24"	3.02741441764565	3.69645031089615	2.64238218588648	3.29093711543622	4.13263046969448	3.1442786796174	2.77799541056612	4.32425523069839	2.78205643230661	4.24687817040533	2.2014720624017
"0691bcbf69519fb5dba78151aa18c728"	1.87562168855643	2.81326702737634	1.50261125597678	2.22380398307673	2.85326953081744	2.09320317703259	2.20895269402531	3.38730005223997	2.24746909669325	2.91741061692259	1.28783218220114
"06bde0cecfbcada397af9c0bf5f83820"	2.28417669331069	3.9681556711461	2.01440956548001	3.726035537385	3.71674021355472	3.0067562852313	2.16092567154355	2.95688873726057	2.59407729766459	2.89792670284997	0.933001525551467
"06da80a2c361f6c3363b72be33e8e8d4"	3.61191618619028	2.67446716569316	3.66806495176353	2.79575248029487	2.43009565570227	2.86720234325999	3.88203214186155	2.24936404694985	4.47074824837464	1.93848378460319	2.82318772566313
"07110273e3d6af343dda0d8332e78b96"	2.35080349745372	3.2152619534175	2.4508359664705	3.58156560276069	3.57133839801338	3.4272879747846	3.01565685419787	2.9536115193437	3.39440369004356	3.0024584023484	1.12910528224873
"0723628f526fba7f82f84bebd97bad25"	0.154436353304419	3.16103906335543	0.417196030983863	3.51199011606684	4.12262746995015	2.56551073831935	0.73514480375792	3.60548154069414	0.526138185789306	3.68399192960103	1.56043756617796
"073587e420e91ec5e53de8257bfaba94"	2.86026758474471	3.81856690575449	3.24581371980264	3.8975122315444	4.27515803798884	3.56912416233843	3.4365251694402	4.15906940942905	3.77264980571523	3.93740699647164	2.18490632685558
"0770ab0e479e6e586e8685465d538066"	4.85349169550807	5.69572342087719	4.36719214571543	5.15893230314508	4.62874705441616	5.86959291451878	4.805648179248	3.0549799478131	5.64635331357929	3.63663475992066	3.30669825952829
"0771eed1039e2a9a46dfc4bb7bc0681b"	1.70638311849058	2.71766384161818	1.28699875002431	2.69197501824554	2.71324335994685	2.04295907610242	1.87297072465288	4.64006918937671	1.65498166986581	4.555438702917	1.42999349270898
"077896f52217cf2755311d9ba92258b3"	5.11194515469218	4.90745587571103	4.9954840643678	4.7914953035108	4.86305782312141	5.30769335640634	4.92419525211334	4.01081114139258	5.09026788680224	3.64179491868254	3.78209362562505
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	5.67066440907856	6.44702658424397	5.75841932313178	6.45868602851706	6.9949959880065	6.8622751605619	4.73854418622708	4.99266861561417	5.2341308687763	4.85501736060082	3.95366892922543
"07ab66989a508e3777a908855686e414"	0	2.39515515847531	0.841265416012402	2.96802700246177	2.35951348037994	1.00066864433798	0.397309272850899	0.888704095634175	0.199100008032773	0.606503735874923	0.28552174061444
"07ba0efc76158deb7ed94f5c6b5e148b"	2.32600126989567	0.356428676687178	1.73518973714581	0.188230643613282	0.196178681299769	1.36717226804633	2.39940034014406	0.0522484714430866	2.02938956145579	0.105956360485696	1.85691234835962
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	3.09899258532678	3.6029020878055	3.02476180954527	3.48420185282703	3.74239415435152	3.60698858130152	2.66443709282314	3.78790653585373	2.44335939232815	4.1371194645759	1.884988697475
"07d44546198c8221cf2a9765f78709b8"	4.01954558214662	3.40090400529818	4.20491796713258	3.92854181552104	4.35160479762491	4.38337447592762	3.28028454729276	1.49116699045806	2.69209448117653	1.33112151170073	3.63886664518327
"0808113a681a013933c03815ed511b06"	5.13278754065367	3.40737170761419	4.95341468830458	2.80143028213257	3.02629895958293	3.76726276285545	2.84539404845866	2.46531433935047	2.87107698464589	2.51446114678686	2.58470540156622
"08278cb30c0ecfa025df1080741366fe"	3.27149104512661	3.87938823725023	3.13957717364933	3.63381326181599	4.08119515310365	3.35300104114455	2.78944631578027	3.57521531344556	2.76736190491296	3.52602262399064	1.84217863596594
"082b8027abcaeb2baea3b91658963091"	4.28824162872256	3.7382935273283	4.08405086408869	3.47535046085183	3.62035135876894	4.59080245673337	3.69671561320585	3.81351396396318	4.14179782198783	3.78842963319093	3.32196669592263
"0833115e4467b0ceb8783aab127ff52b"	3.98444226679782	4.4995607504634	3.69415551121428	4.47437561627342	5.08917040437726	4.55286690805461	4.64006918937671	5.05839101865557	4.61014507070262	4.8082203464585	3.84805844221188
"0834e59536ad310cbadacdf155bdda3b"	1.76809840773919	3.14030004073603	2.01885520038069	3.25294096316286	3.08991454478125	1.93564333955663	0.88018990498759	2.57060783458847	1.16759466224874	2.6038037267589	0.644977646757877
"084d4e024d1f8ab820e3b9e6bbe4b0a8"	6.43530995121528	5.09716644468453	6.63654112954874	4.72981054525569	5.12763520837831	6.92368709099637	7.27854964034959	4.18567568455165	6.89826878414041	4.03062888467809	5.18908612484189
"08ffb091e6fb80698e54de15a34c082d"	4.37668112284911	5.30794289218245	4.51356792335454	5.998569497068	5.19411007456099	4.9427924753308	3.24709911332139	3.55465076706012	3.87340015343818	3.37511384118122	1.31412583615005
"090545e39b003a74981d7d9c506623af"	2.76779080937988	1.9807615269755	2.01375219778698	1.55585684363187	0.929063665862471	2.61938009183919	0.237055923894006	0.132451810084945	0.342976750614841	0	0.186120996439832
"09092441bfed8bc0bf33e10aed6db4b6"	1.78125010305192	2.44345899429435	1.98398625441512	2.58510507596077	3.24118065284801	2.07180025402857	1.1835610955773	1.57030449147074	1.49909969521682	1.23976919965097	0.331746803613881
"091b05420d1d03c04bff4485b8b1cb93"	1.93323009589794	3.66934744019865	1.94284832359091	4.08934039557287	3.40590295971047	2.5275669535819	1.64591949297112	3.19391471223492	1.7685631699357	3.27388054339267	0.478532157737582
"092f5a8619fb9350043cc4ea36653dd6"	2.21188327834488	3.0621752301027	2.30771192828584	2.94808495608642	3.0621752301027	3.0967307895087	2.39576792067951	2.50047614701169	2.51330426030796	2.25927249950548	1.41863182357884
"096c8afcca0cf3953b7deb7a22aa2c64"	2.81027580806455	4.72863040920876	2.35635332220223	4.02761163513599	4.99207681252971	3.48215044406782	2.81101146774918	4.54270014605254	2.67987265234074	4.41077231066342	2.86232425554565
"0974d5a60d20f55cae8db1bb4d3ae6a9"	4.38337447592762	4.50658886182003	4.2767827788777	4.48347023924133	4.99003318730149	4.89969851922268	4.45276753746351	5.48246631930313	4.48894176129764	5.42391155776386	4.19591618909759
"0977ec1ec766483e434b5ced6346bd40"	4.32212269060684	0.616104136061633	3.59284200991696	0.969490208341732	0	3.57428757130881	3.62747393998044	0.0610424168808622	3.78826278192229	0.0309869082261777	1.80545327955994
"0989c13d0c860d464a6d08c86ae36452"	2.28399917119369	3.32743853572349	2.06212479142015	3.07073542400282	2.62867958762671	1.80845402201945	2.13404650034742	2.90559117952537	2.55562875420381	2.64011251756672	1.03063586677215
"09947d9e52474a7c0a88c03dd1c4cdc5"	4.22049545248719	2.96286294757071	4.07978407089071	2.64210268780122	3.25294096316286	4.23244570594449	4.78627440212348	1.86568999706804	5.24082010942483	1.49909969521682	4.41046723914973
"0996f829f4792e4b30cb5106215a8c42"	1.33207573950027	2.51143497480082	1.1800386540303	2.55777754755682	4.28025550279709	2.44995282052447	0	2.21560833358704	0.882212612887246	0.757525688896151	0.186120996439832
"09b2d834bd6ac6da3f312992a5ada13a"	2.38426596054719	4.29311948185088	2.60873656593235	4.34300571655955	4.92553445498124	3.50382499073217	2.48419128791805	4.08364766597142	3.08339187822157	3.85139824160959	1.37084282200565
"09c649de9578b51089151c3f67c6d1f1"	5.02257045255511	4.54136313059754	5.10823436753532	4.19992155444718	4.44540980114621	3.84284011588891	3.07873412938924	2.89077633528282	3.19189907194799	2.59848198836069	3.26026111746584
"09d19cff22a275f6b41de4a94d82edbc"	5.87983753557528	1.29720717135541	5.46192178066275	2.17636725419962	0.0267321806647589	5.17201358718985	4.73575015956512	0.785786328683083	5.46731020539151	0.364803890356563	3.14467458951814
"09d8ddc69c0a38c3720e026fdcb1ea1d"	2.71563765660452	3.48239085099326	2.77196339130888	3.71685467358793	4.13652807337603	2.55229183968955	3.38325144564746	5.21550133676937	3.33118627766667	4.89725748118251	2.31829622426932
"09d91bd09f3acddc13ab643e76870fa7"	2.44851061015225	0.288181947493432	2.22279485344775	0.196470979898374	0.0801965419942766	1.09436996940998	2.60616228783363	1.31950824925067	3.85010168491679	1.00785982582614	1.61962894305378
"09da4c4cd10311000e3aa404f8f9d09d"	4.65704985842243	4.88705498668577	4.56057964106016	4.641872345631	4.77942260803607	4.62220132920902	3.9462140364248	4.03282909218911	4.28782202818169	3.85919102523289	2.6256250707396
"09fcb9ad80345395a0bea7730d6fe7e8"	3.1638661596371	4.02998913543285	3.56109153611648	4.06039300929638	5.31798174899472	4.13205291438508	3.74903563681814	4.64325533155156	3.95003976334887	4.78811081778223	3.41943695796498
"0a179124b7265fd051af45cf7bbb5a2e"	2.0853490578943	3.94773950908161	1.87860972212678	4.03679312998407	3.90359357741568	2.98166884550189	2.07781385039549	2.98640319302121	2.14227402403857	2.97728537744331	0.770919724544898
"0a21b5f060a23977f11f70419b706824"	1.65666495079678	2.96286294757071	2.32419001674643	3.28970327914523	3.17788298242094	2.56165161819938	1.31856783034212	2.26255361926321	1.18836767519544	2.30425649542248	0.159646407754736
"0a2b2d365687ce2b521870ff1b9fa4ff"	2.57543757550285	2.82931052504015	1.93430456744867	2.91615432790569	2.99786334108371	3.81441198058367	2.10499817114401	3.75162530688131	2.19128251374723	3.15643617688787	1.19791207515497
"0a2bedc2b9e2f372d7ea96ac9331bd11"	3.31185966447662	3.51149170604416	3.58360782339462	3.30942194727796	2.49641517197087	3.38179027613693	3.040038112435	2.13521488564209	3.18483876056282	1.59933424182499	2.07778817562314
"0a3d2dbba6357dd3b8d7cc68bd934825"	3.34672156613693	4.73263447284866	3.15852312336858	4.30490095774631	5.27937174862465	4.04589995389856	3.11481223946497	3.97662270129877	3.25416342780097	3.62758848460852	2.06149479516513
