"sample_040Bb"	"sample_040Bo"	"sample_040Db"	"sample_040Do"	"sample_18_0_14"	"sample_18_0_17"	"sample_CFAb"	"sample_CFAo"	"sample_CFBb"	"sample_CFBo"	"sample_CFCb"	"sample_CFCo"
"01ea06c562e6b8f6bbc5be68d99c0373"	4.77195923553255	5.35621356371448	4.78473962584667	5.19114020178199	4.84525030057366	5.38846972216223	4.4443658328227	4.92168213488537	4.22183628604373	4.83925171492526	4.73735840696131	5.0677300288717
"01feb696b69822d637cdf0956d28bad4"	3.54819971569281	0.750897086100849	2.72753905368606	0	0	0	5.77524501932159	0	3.88176567447222	0	3.12445261159274	0
"0202a0b2dfad6a6e5b225afdddaf5729"	1.24216556043483	0.243356031346463	1.00498546554687	0.216821154564469	0	1.02576440540957	1.63405944597824	0	0.491578271385409	0	0.595109476425712	0.328160678683509
"02104476719f02b32307edfdb1e6a0c4"	2.32419001674643	3.95031444078268	2.11801300565494	4.30918439959845	4.31053063296881	3.43268958875234	3.01783572522462	4.31373579407254	3.30787314272307	4.55316009702292	4.14096630443908	4.57226186264174
"02266378f920e88e1dac1ed916c48ff6"	2.42957010474853	3.98599439682657	2.74163325761925	3.76043470656365	4.50437478985316	2.837053021873	2.44947026505809	4.15304951565973	2.062851291829	3.99523740970894	3.88984021263474	4.10667978853438
"022b87e073ba519506a6d0d9dac1bba1"	3.87211517626472	5.79241068275857	3.542416233244	5.31437278574274	6.85243980118597	5.74862071326019	3.90531254053666	6.18438858179696	4.46574755404064	5.91864627524089	5.78837364085251	6.0512635481934
"02556710e6071f6303dfb662fc79f6b6"	1.32289268276851	2.9151651288356	1.78817928762172	3.68884118358684	3.58569992148892	3.11013886186939	2.01407814709435	4.00296511362851	3.43612092648045	4.04271170141647	3.7795267796906	4.24717219578093
"026f6d9d6a5c591d5465aaeddf6222f1"	1.53833300860698	3.5733117412422	1.80355192525492	3.16983938672706	3.83747149309463	2.62413984876645	1.54661397389268	3.67762334109819	2.49084100660952	3.74346460439372	3.30445884891394	3.52997234706667
"027ee5073ec17a7192c3036f2b817f18"	1.27306967040526	2.44126819275817	1.2397935132407	2.81128044935077	2.48116633017228	1.64706119653054	2.74214670003937	4.34601629077417	3.08419772659679	4.21075584577275	4.18989048620897	4.48297715455283
"028a375a3a51f2d5d05b85cf4ef10890"	2.35318314575714	3.25745017532796	2.81828481900126	3.31671734358368	3.71389396610865	2.65392482999312	3.18665870202127	4.54810405024333	3.66796424813156	5.04956309255935	4.49095278589106	5.11605152020223
"02a63d174c8502c109303db99cf1e437"	3.36607550812358	4.59638310850984	3.27052270191658	4.32077529899534	4.25100889695412	4.04280222531174	3.49227924076528	4.89518086512965	3.05668888731382	4.94771514624146	4.57039528753887	4.95492315624774
"02adf979cb3500c39977fffbf7d2a048"	2.99032539265072	3.85153728995448	2.97135067583936	3.60118022779063	4.44189764636657	3.23082301134941	2.96912909164052	4.36374907466354	2.18567079814631	4.01136995702616	3.91774694375205	3.9664401718914
"02c00510d4deae8d414f84d4af078919"	1.98502096606034	2.91514566799481	1.67246904803673	2.48256223713231	1.25419052048655	1.48314880248377	1.68830824083185	0.26555915536401	0.768165595277886	0.687390643447566	0.241960595043212	0.456097384071166
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.26535434841576	5.53818025750782	2.80413464363028	5.55638073383077	5.85449665299488	4.0399002869338	1.80741625950409	5.31840042510793	3.58207300470868	5.42818737949507	5.20762409241359	5.42363606210899
"02db2ad8ae83f16a31add624ea4ad90e"	3.52141301171573	3.80713348994343	3.2784382356794	3.57381927062879	3.51894189805816	2.81828481900126	2.54598481579654	3.58376379736461	2.48958037755388	3.49088987236324	3.19541557260981	3.46411834525863
"02f7b0f943947c68160210ebf8af9e7d"	2.5408142817263	3.86513892352917	2.65627257892057	3.88111214957391	4.0279091319784	3.16949648717013	3.20429232676951	4.18397499661292	3.02262113537136	3.72283724187945	4.03639736066939	3.89355786566517
"02fd2fc743a4623995fcdfc706ba981b"	0.702453739880245	0.607044481506534	0.501562856486806	0.702453739880245	0.262825696452914	0.394943280648582	0.548112159912006	2.93431251069669	0.556864578254977	1.63044765401185	2.01610549727724	2.60050656342596
"03202b02066380ba1d7fadbf07ec658a"	1.75951172167793	1.82353264640969	1.70030185873922	2.04079166556808	3.0974852900042	4.08316732903197	4.81612156997053	4.00739878308088	5.32634330523391	3.28642770128694	3.49873755802336	3.42973663521431
"03301869149c66370d4f5cfd7c5c79f7"	1.75663302975248	3.29961121565831	1.65666495079678	3.23535528951198	3.71917342294749	2.5005339056737	1.54336990222422	3.18540143711743	1.2895036859229	2.8769045924455	2.90227046445955	2.80501767350485
"03355cd11fa9d7ee1d42bfd508147739"	2.8552839286289	2.13322317389674	2.77173942025994	2.14185269188327	2.69879498109726	2.60961301295317	1.8887845046757	1.24786690744402	1.80868413802593	1.5949329430021	1.65137375223432	1.54213068138448
"03734cd02763530410103ffac1802bfc"	3.35747076950666	1.34398890591177	3.38068314583947	1.56272105466155	1.00160411784012	3.3582045697683	5.41656735094466	0.768165595277886	3.49135320967974	0	2.72755997506352	0.446412534761481
"0381b98525605c48d762e395044ca5b2"	3.02784546282565	3.90535028578504	3.18243254718854	3.72042737477053	4.36379984227434	3.71886872519578	2.38471349087024	4.69093190345555	2.93941289592756	4.76460508355477	4.19057537990868	4.59184803915902
"039544c0752df4a57b038dd86e16eba6"	1.06520000525978	2.07106613188814	1.14438616373218	1.6094071338868	2.84053210571074	1.31215366998146	1.83692019781439	2.76080658465263	1.99770965815172	2.44310570402908	2.81326510615933	2.97937034426186
"039c7e0354d3997945bfb6b56867ef87"	1.09994473390189	3.20872043299146	0.826759819883865	3.00178889513652	3.74160235113251	2.33556522028864	1.40786601100782	3.33254045373985	1.41896675769385	2.84382228150985	3.0247037188692	3.16506720126978
"03dbe23a9e8b7382924fd20ec95338af"	2.02328115905278	3.13812986997429	2.15158776944212	3.39419962101382	3.71389396610865	2.56551073831935	3.34869802694281	4.32095760787418	3.18916849959766	4.13274878829435	4.01126218387143	4.1857145046282
"03e263884fc71d9f491555f67c1f630d"	2.82875392325567	3.77300158701451	2.59150197082991	4.06096988441494	3.32659949719087	3.0146189967138	2.87003026543823	4.33520270619549	2.55429588715606	4.33121048959039	4.06749053211758	4.43989055514105
"03f86a1233871340db1328f6fc35aff1"	1.89066545731287	3.68747459364064	1.88790112144404	3.5893578500385	3.61156944873479	2.42246841762399	2.05581256323007	3.71387075380019	2.39297701615981	3.60590102475664	3.54149344224035	3.83195225736148
"03f8d34575dc20b78b31c3c1177379b9"	4.46886693325215	5.52584799573757	4.22003315104375	5.33632771281977	5.5078267095674	4.31755157386448	3.62998131606633	5.33268188437168	3.74310453660768	5.12594786733843	4.87854298739545	5.13565776833335
"040ffbbb2858152fe7b1bfe2be12eebb"	1.75951172167793	3.12720780434203	1.43262913232537	3.25164887335695	3.42836497773307	2.14182931411465	3.30780379069418	4.16017574750925	3.01951950079696	3.93814429453501	3.33741519665251	3.89701056046747
"041c4b843dce3deada3d6b1daf849177"	1.58056507486498	3.83781656688831	1.03090430564403	3.27654832876343	4.31478178807226	2.46568135580287	0.823066055894185	3.22849152548149	2.07509008782214	3.40882739890616	3.59007893013907	3.60961197920315
"04270753eac3e84e5b3f45e5131fd1e7"	4.28210270286552	4.72582199167488	3.88832030271528	4.17250087638905	3.97539209304481	3.71022256092869	2.77037828101363	2.80133020027161	2.29679878455363	2.27827272810035	2.39158668818491	2.72954655662928
"042f95fd86a3be60cda5e0a13e76be0c"	4.24425483564907	4.66871477583957	4.22904589519944	4.87743451348023	4.88705498668577	5.30612183232228	6.77638104601482	5.77420614428535	7.90390148721853	5.60526692313243	6.66721661617845	5.51542269241611
"04356242a8d119e65547c999cf90c0a1"	7.51415012172618	8.13240985345667	7.38581022174193	7.44318035978014	7.6890772428454	7.52903753909669	8.84474141752591	9.03238650133904	8.52937760148863	8.6841784920523	8.44455260022459	8.62830749392922
"04731e32cb646050ab7f27f284c04106"	3.84427079257732	4.71226070432795	3.34361064080917	4.84222453198652	3.17159971394148	1.1851568900683	4.3555139592736	1.86557854251166	3.41033550157318	0	2.85613819708856	1.71054652153513
"0495aca4ee75b03118200f39e55de807"	4.10460837528772	5.88112778154203	3.93083887152579	5.82626998246532	4.67309328547296	3.77624451854879	4.01593347828187	4.77821901696939	3.87104933273867	4.91053841229129	4.721103903821	4.86971060399188
"0496149b2d1f183353cbf9189b7049e2"	2.01885520038069	3.50749545767289	1.77943381953742	3.44448672976055	3.64870048197714	2.89779965816933	1.68267053014832	3.20162386186038	2.38880021972723	2.87776057010096	2.7741814531702	3.09183559328513
"04b93fa3ee523f9634c9c795a5f49e4b"	2.32255437306955	3.81120548804221	2.04079166556808	3.5863870437294	4.3127703356358	3.17718678790859	2.37616412528374	4.23711472897298	1.33454622646608	3.85925544589822	3.96705770801109	4.1475181211372
"04bd54b9e03f729a1a5670b1416e260b"	2.88854787340738	3.42890657799667	2.76819156891533	3.09370708189851	4.11692926367106	3.18135670318667	2.97048021633026	3.52868757889785	2.98267500800202	3.72160159296205	2.52616780808455	2.87746313128321
"04c1a513f665c225f7ed173aa4fa12bf"	2.26001442351164	3.71274379424222	1.67707549294725	3.9422488002174	3.79713381456387	3.1869955472884	1.93162343538412	4.49299646864873	1.33854215808238	4.27632906221879	4.02792352359319	4.32237110563532
"04ca9aedc6db942a0474cdc0a762451a"	0.406131552651325	1.17489408682527	0.677322630212974	1.54913573862572	2.08119001221395	1.49445345709616	1.92941717025393	3.24344167820545	2.18696771061684	3.31280031777901	2.83045613468081	3.3050171167769
"04d5efa38f3a410566bdc4ede3702fb5"	0.394943280648582	1.35817776839406	0.481129012029154	1.06025253811348	2.7480718754517	1.77661198989784	2.02818403612554	2.02216300297813	1.79233130569841	1.81239442977735	2.14335017698097	2.06742361482243
"04eea75f54ae1103d2c566b1e826e22d"	1.80172630159524	2.81728719350596	2.22820631494495	3.25745017532796	3.30145807440464	3.74634379337615	3.09940484543592	3.39310902559088	4.19675733755919	3.90714810237316	3.24403506028052	4.04989209662072
"04ef5fcaf6bf35657ee641e7ab693ee9"	4.97221942112198	3.80921305098154	5.19155159119988	4.48136230007685	3.54768940686702	4.10038149374121	4.36154715436437	4.06410003959473	3.86946366927018	4.13201676936626	3.95285150232726	3.94640696339387
"04f27efead94a16b3e810b74f86514f0"	4.72537783544693	5.46927585754858	4.29857572985567	5.01672272801625	5.40060406285989	4.91402526986007	3.52818803018075	3.95780308192103	3.34602316271079	3.95080546871783	4.03735945101144	4.04697297140155
"05114c017775551aa7d1fa1a490e42d9"	0.781936143374005	2.28926679690786	0.560472563655404	2.65509939344731	2.66095160542375	1.1851568900683	0.924576311460928	3.07862494698355	2.5471763490947	3.40933035254568	3.2338993642195	3.37921458752842
"05425468abc7b6696e6644b43e20a070"	4.174558024547	3.08458071211226	4.6774527073055	2.94808495608642	3.34361064080917	3.33650951603992	4.0437787224735	3.52191772882188	2.12171815772504	3.7795267796906	4.06383875571353	3.93041020009948
"0575b5bcc7abd6f7a59549c280abbd34"	3.27124877955644	0.284081101533432	3.59505199660981	0.580886768400243	0.347073340446514	2.07282819272316	2.95506764706644	1.0941991922976	1.62461227906322	0.265187050560876	2.4220036382418	1.45157219245917
"058b63372cbe61fbfecc853d367548c1"	1.71543622465645	3.38065448043083	2.17272694573582	3.11764454992722	4.21187126873268	2.67600898689075	1.51368971671481	3.25053912953685	2.70544307215979	3.3166693186943	2.93915218656847	3.48157775539701
"059e24b38a4bff0d4f11ed6166a3437c"	1.29617816917678	2.01663485338702	0.812040710500356	0.883560907251236	0.449673362772485	1.06602022406745	0.616076053364569	5.02548160684481	1.57848868800348	4.86561667423622	4.55516355822675	4.7422765009563
"05c4489613b115ee4ec2ef8199067913"	1.94761957053934	3.99756957061917	1.65450667659212	3.42936855635285	3.84093424723197	2.72876037646361	2.87089214509185	5.37778906815171	1.85611672393786	4.91679418933923	4.84847526489195	5.01321984459965
"05d75b81fb54d3ff766fc90129feed63"	1.57820243937177	3.68472031444853	1.43830883913272	3.63557380162122	3.92244146293447	2.54407994385158	1.0806601082386	3.60713954033391	1.37380468886667	3.94552493593259	3.51425055282815	4.0421777636338
"05e856ee9d148f9da62ea0b0ccf6db24"	4.86166572466184	4.76742593085583	4.61030995471795	4.57582891008598	4.38337447592762	4.37099854825077	4.34531130043619	4.7719315078004	4.32659965045596	4.66997992034403	4.07112902155703	4.36657933714471
"06094dd96a7550292ac7a15406ee3eb7"	2.36893447353558	0.766537037787997	2.89779965816933	0.249902320614901	1.07745674659532	2.33232834424324	2.82505924841799	1.13098395956164	1.59405296878842	0.416782161336348	1.17420696465362	0.375857771355506
"06122d6c188a53fa3820d7ba9c64b053"	2.67600898689075	2.71324335994685	2.9782757919045	3.00427567455129	3.69581534511505	3.43860555572256	4.72326847861244	4.70002673564509	4.0485662777858	4.438274539682	4.50651531493493	4.52974225383957
"062dc7bf1a892776a0d4259124cbb2fd"	5.02947732945274	4.44580158311401	6.90185349768123	4.39085133223954	4.32654563671437	4.32433660896514	4.04564327410308	3.93368961991052	4.37866870312696	4.34452215195428	4.08938026044102	4.38816048409702
"06308be651a239379c2200605a63c9b6"	3.38846904709464	0.311716449459626	2.97499062143845	0.833065952779276	0.0323317566628611	3.97860996800722	3.76706005976035	0.0902031953501191	2.77952260099954	0.126914742547285	2.51736132039461	0.149972289824486
"0639cd2e7dadf3ff0a4ebc918d2008b9"	3.09067420374457	4.16267121183253	3.47441996197217	4.10212587579043	5.07580424147344	3.71755194136427	2.22383794571959	4.88200809243506	2.4417833982948	4.88626525166598	4.86585106512645	5.10245556092933
"066aad56751f9efcd6546c0e2594e7bc"	3.13957717364933	0.236809742078024	2.99010145018153	0.99451024006759	0	3.80267231738796	4.66397540310288	0.154683109489998	3.84178919286364	0.128280631474234	3.63961315661102	0
"067925bf2c68cfbf03151580d443463a"	2.77210302605437	3.53987405003818	2.91122057566925	3.52922747983529	4.23780950318717	3.20202305298884	2.64059585784864	2.92156259534959	2.10136418611821	2.56087469142591	2.29903452406891	2.03188880271374
"0691bcbf69519fb5dba78151aa18c728"	1.87562168855643	2.81326702737634	1.50261125597678	2.22380398307673	2.85326953081744	2.09320317703259	1.15582728897325	2.67295449502231	0.900965129756271	2.5676071292843	2.34440341963025	2.4016779378484
"06bde0cecfbcada397af9c0bf5f83820"	2.28417669331069	3.9681556711461	2.01440956548001	3.726035537385	3.71674021355472	3.0067562852313	2.58572104749307	4.5700803147472	3.20100476449496	4.64632640944763	4.51220594032723	4.67651519037364
"06da80a2c361f6c3363b72be33e8e8d4"	3.61191618619028	2.67446716569316	3.66806495176353	2.79575248029487	2.43009565570227	2.86720234325999	5.62363792796428	4.69635467352138	4.85283677391235	4.91412740090534	4.57211213728124	4.60089675388218
"07110273e3d6af343dda0d8332e78b96"	2.35080349745372	3.2152619534175	2.4508359664705	3.58156560276069	3.57133839801338	3.4272879747846	2.26887938420886	3.65781882870031	2.25302503253051	3.70866580676788	3.6818439629849	3.90469993709636
"0723628f526fba7f82f84bebd97bad25"	0.154436353304419	3.16103906335543	0.417196030983863	3.51199011606684	4.12262746995015	2.56551073831935	0.36535952357165	4.44275703913043	2.85613819708856	3.95197514333281	4.24825932850966	4.44864333864284
"073587e420e91ec5e53de8257bfaba94"	2.86026758474471	3.81856690575449	3.24581371980264	3.8975122315444	4.27515803798884	3.56912416233843	3.69591127282495	5.08839083434917	3.3708888157514	5.12594786733843	5.09540135224309	5.4321196024912
"0760f91983ac07c0e8e9f3efab81a287"	1.85003838971173	2.34954816422723	1.9030914052602	2.12493363626389	1.95081508546434	2.05127356053333	0.875497914880333	2.25296347357651	1.02252074116078	1.44341671879942	1.40155821440687	1.88618061363643
"0770ab0e479e6e586e8685465d538066"	4.85349169550807	5.69572342087719	4.36719214571543	5.15893230314508	4.62874705441616	5.86959291451878	6.47667031112279	4.49112325240254	7.06106801240177	4.09598135527853	5.487622018017	4.11129960959644
"0771eed1039e2a9a46dfc4bb7bc0681b"	1.70638311849058	2.71766384161818	1.28699875002431	2.69197501824554	2.71324335994685	2.04295907610242	1.47923598864259	3.0080758926107	1.68038179219131	3.10797035650387	2.98302063819563	3.14102442747427
"077896f52217cf2755311d9ba92258b3"	5.11194515469218	4.90745587571103	4.9954840643678	4.7914953035108	4.86305782312141	5.30769335640634	5.80303201226441	5.16597178485746	6.664970240388	5.17332268940287	5.84064523876233	4.85666886396065
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	5.67066440907856	6.44702658424397	5.75841932313178	6.45868602851706	6.9949959880065	6.8622751605619	8.4509948384797	8.32920607641386	8.08064949229241	7.85221578826683	8.05577516656444	7.74298630247948
"07ab66989a508e3777a908855686e414"	0	2.39515515847531	0.841265416012402	2.96802700246177	2.35951348037994	1.00066864433798	2.89976263635543	4.64193835565221	1.47269405106714	5.0164506189366	3.92110991413472	4.55228159874465
"07ba0efc76158deb7ed94f5c6b5e148b"	2.32600126989567	0.356428676687178	1.73518973714581	0.188230643613282	0.196178681299769	1.36717226804633	3.57361127954449	0.669271079041189	2.53457767176657	0	1.80136919452773	0.600968196517218
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	3.09899258532678	3.6029020878055	3.02476180954527	3.48420185282703	3.74239415435152	3.60698858130152	3.21697802518504	4.03359575769531	3.86469153684482	3.99459862564553	3.61043476892206	3.8220175944249
"07d44546198c8221cf2a9765f78709b8"	4.01954558214662	3.40090400529818	4.20491796713258	3.92854181552104	4.35160479762491	4.38337447592762	2.98168649177862	0	3.3550886592124	0.14156900430699	1.88654587552334	0
"0808113a681a013933c03815ed511b06"	5.13278754065367	3.40737170761419	4.95341468830458	2.80143028213257	3.02629895958293	3.76726276285545	5.71824035622475	2.06788976524886	4.28891280023661	1.55797724608407	3.40498795330159	1.82916839693511
"08278cb30c0ecfa025df1080741366fe"	3.27149104512661	3.87938823725023	3.13957717364933	3.63381326181599	4.08119515310365	3.35300104114455	5.59858760453765	4.87692182013403	3.5854517360655	4.52908605944994	4.41867587133673	4.57542140650201
"082b8027abcaeb2baea3b91658963091"	4.28824162872256	3.7382935273283	4.08405086408869	3.47535046085183	3.62035135876894	4.59080245673337	4.23359263345766	4.01976410923612	4.65098587364226	4.24847661330442	4.37675948757684	4.42870466509651
"0833115e4467b0ceb8783aab127ff52b"	3.98444226679782	4.4995607504634	3.69415551121428	4.47437561627342	5.08917040437726	4.55286690805461	3.73804992690926	4.73094192018346	3.54149344224035	4.92874949341426	4.32920838866474	4.54842602045311
"0834e59536ad310cbadacdf155bdda3b"	1.76809840773919	3.14030004073603	2.01885520038069	3.25294096316286	3.08991454478125	1.93564333955663	1.50021037391633	3.19603813883734	0.918525033961229	3.10214315738198	3.15991837255207	3.20717855781014
"08381e31997295eb3ac6bec50bb12763"	5.6757724990299	5.19188349727448	5.88392109502162	5.34519952114815	5.11095713693586	5.89003905685022	6.31225422414285	4.89198952639358	5.61733317966888	5.02638023605856	5.36421300388669	4.88212338940449
"084d4e024d1f8ab820e3b9e6bbe4b0a8"	6.43530995121528	5.09716644468453	6.63654112954874	4.72981054525569	5.12763520837831	6.92368709099637	7.18195162440602	4.07630400556721	7.4912660954596	3.22788884529604	5.85198664039088	3.08976126935611
"086eca5f643453c1cf040e3cbe8b2c3c"	2.25132337705526	3.36346089982576	2.07910398471389	3.44874232642316	3.57709277929742	2.03426110459929	2.57766812986931	3.87610662534824	1.73766646984775	3.62147667490279	3.72015484043406	3.69061175281776
"08b5865dd5287e44cb75455288ca80c8"	3.47390246546612	0.0801965419942766	4.60380926034875	1.55620589783716	0.262825696452914	5.8264669600397	3.81231934842163	0.842900778806099	3.02986119937821	0.375857771355506	2.34604373649839	1.10613856175358
"08ffb091e6fb80698e54de15a34c082d"	4.37668112284911	5.30794289218245	4.51356792335454	5.998569497068	5.19411007456099	4.9427924753308	3.96330833978402	4.8110593650845	4.71512705023307	5.24761063693983	4.52744368716396	4.81944127717771
"090545e39b003a74981d7d9c506623af"	2.76779080937988	1.9807615269755	2.01375219778698	1.55585684363187	0.929063665862471	2.61938009183919	2.89585931495555	2.38489253821322	1.72076496378859	2.15094621078853	2.38418466650484	1.61138996116177
"09092441bfed8bc0bf33e10aed6db4b6"	1.78125010305192	2.44345899429435	1.98398625441512	2.58510507596077	3.24118065284801	2.07180025402857	2.04209371358191	3.46078064576754	1.97896906009479	3.51062202754339	3.41284396283795	3.56887152020602
