"sample_043Cb"	"sample_043Co"	"sample_056Ab"	"sample_056Ao"	"sample_106Bb"	"sample_106Bo"	"sample_40_2_1"	"sample_40_2_4"	"sample_7_1_1"	"sample_7_1_4"	"sample_7_2_1"	"sample_7_2_4"
"00306dbb19665982fc78754ac92927bf"	1.62152784979051	3.11344435036465	1.79893838202631	3.15505610840337	2.74527381455572	3.84401231109544	1.89846961796236	0.400409236820555	3.80601905009399	2.20646418664781	1.80312877463051	4.05416308291375
"0051ee453ff489fa79b20379bcc79b6b"	1.51056781990225	2.52312199457686	1.45467110775738	2.67608646936999	1.08961022473438	1.4901632648776	1.54522324549091	0.229612307716522	1.26128229008728	0.458082858350042	0.14614586950682	1.45688329156018
"00539cb2af8b7b06ee1279130fa2f307"	1.85162163174008	3.49097368328872	2.42703424529751	4.15093984967644	1.1939073168425	2.48216372473953	3.31487452828524	1.24380337849419	2.17011656390134	0.502997060371407	0.386686556267673	2.32828451565419
"006c80037cfc5a276d7d1b8ef20cdccd"	1.72305394059846	2.43793273822944	1.5465971463208	0.88364147218024	0.620283434036384	1.04378996756688	0.115085230582893	0.606687096893043	0	0.748421041968167	0.37842958638172	0
"00823592d773ca77be3da202ae020b29"	1.59709464679483	3.26886077975276	2.38712888633511	3.28761975337142	1.66719253739376	2.86835675176038	2.14596508354701	0.553533327219064	2.05915273371699	1.39283542166327	1.00909595872004	1.7031021930346
"0092362bbf11972deda26d5b9e919f85"	1.49726222616816	4.05928503000084	2.02408447502765	4.24449334513106	0.867087882561922	3.15765127312979	4.04145539862117	1.5796689821172	2.3878251938666	0.473279507692021	0.327402660646713	2.42919791994237
"00a550b3fa43f178639afb2a02540b16"	2.77620224808418	2.9848380969185	4.03744971364578	3.16159453289081	2.66049692167537	0.645990057253149	3.46432124639504	0.884552356086942	1.31144149621782	1.75046253555316	2.38448484452454	0.309798198016489
"00cee8684ccbb62fce87c20103b8aed2"	0.678955355895438	2.58568173560987	0.492207969294036	2.66797761622657	0.702473660125897	1.82492439325043	0.906430453259081	0.386293401383151	1.75986129402566	0.469494778852093	0.0782753273625249	1.72438436421783
"0112c347c6def14a99ba74cd77bfc94d"	1.54993394994437	3.21438254518966	1.92337367104954	3.03597582881051	1.25440019893045	3.21952841188697	2.39623371135119	0.711962555977441	2.5110758140157	0.450397045231816	0.566798501802664	2.22261071631923
"011b116b1e264e2cde7ec36aa569ad7c"	1.05191182499023	3.54117214964282	2.06652439137714	3.94469567646469	1.06904271970194	2.29834612123475	2.80689433362921	0.538411686403664	2.43132873008648	0.65231476931877	0.273631321354119	2.67394690493955
"0127000197e26a049598b4a6d0225ba2"	1.22466062795551	0.250276111638924	2.26202296054005	0.204982839337034	1.7356352263313	0.736900873449868	0.193331557022263	1.65308018223666	0.327402660646713	1.14889023443033	1.1450457096447	0.236107159466067
"013c9c13c8d7029019462bef0627adba"	2.01821017617756	2.76353248407507	1.90367677717723	3.29051119543734	2.1439474458298	3.34790526412088	2.23236350733968	0.524446312948161	2.93821205674787	0.955638427339064	1.10634554156199	2.90474987077264
"01524ceb0052552ad3c425bf777b0b3a"	0.822677526704856	2.73423021280348	1.17809108099992	2.30049696381896	3.23250867385144	3.934545655596	2.00636003520829	0.378294673648271	4.1786481793143	2.50219222307099	2.02778304903657	3.63867241164635
"0160f5a856b526939ba1062b1cc9df76"	1.6338397510465	3.14336058605601	1.69310383295278	3.87403002630092	0.566798501802664	1.81754579244194	2.82206484156436	0.866782369862384	1.47366171640839	0.370103870920096	0.207010104335413	1.40775615046087
"017a60cbade7b309db182bcabe59d6a4"	5.55854297649261	2.59517768906569	5.73742113066673	2.0982825548125	3.71874913035925	3.34701658912809	0.979687226147219	4.74894969928041	3.16176098654941	3.56163781090741	2.73390279106512	3.20882589305502
"017d459400583fe36857c77a1d541f39"	5.46412205103575	6.70772535285013	6.77947434028354	6.41982516781033	2.21338933197381	3.37100652304839	7.08856145817121	4.36138478758126	3.11720693122557	1.33719865027583	0.963964082162872	3.35253885882762
"018de0ee05bc68de9383baf688539f9f"	2.32473676631554	4.08644096121936	2.53886083207771	4.16835352960701	2.55434719883018	4.18659043060404	4.60467304362235	2.21675275451157	4.31584429654249	2.40326763397008	2.07599561127554	4.38997986125506
"019ee757485f09fa0c7881843036a765"	3.20462260866746	4.41197629498648	3.7162951605945	4.33825739765221	3.53552312537297	3.03803980411899	3.79283778967657	2.44918758536726	2.54584141958201	1.66490478531386	2.72917319815653	2.75028240081555
"019f94720ba42ef1861b87fc58cdd3de"	0.28294863740296	2.26939949186115	1.96208856978278	3.13905772863429	2.04828492611418	2.31402589669891	0.293606488391722	0.639639330590146	1.10976321864564	0.327402660646713	0.166848294259004	1.52500901615062
"01ac16555e036cea2ece2a239591aae6"	1.31606864651989	2.77792319057198	1.78394244339511	2.98960981594162	1.60350836737701	2.40981351303177	2.37630799717925	0.817506323046977	2.09851534953006	0.434845900979473	0.664845437887849	2.12777386295997
"01e013346904f75a91f713c559585ff7"	1.2575409642437	3.32257688439001	2.52711887748613	2.88832895056311	1.13342264947386	1.23698486051778	1.23298262095099	0	0.68944533718473	0.197119853222468	0.177040972350029	0.759810006264008
"01e9bb0d97f8ed373a8d529ffb971acc"	2.32514186532502	4.03493798786791	2.84464429054576	3.93560417132211	3.19404446265255	3.58842715122646	3.14703407059416	1.74657502164243	3.64248362124424	2.21998470056503	2.18384153368248	3.72781322706535
"02104476719f02b32307edfdb1e6a0c4"	2.61825575496584	3.55649842813534	2.61721822582201	3.93699197007367	2.70975793572381	3.72619714661614	3.92020990115503	1.22466062795551	4.12518801393315	2.12993342514446	2.26932361114243	4.21184900733355
"022b87e073ba519506a6d0d9dac1bba1"	4.64126485469027	6.45534263315025	4.08640317941415	5.96228335766175	3.49741109255324	5.96947840091856	5.72222862352785	3.56779648591435	5.72179544591738	3.9335983742147	3.0157463980909	6.18705291759001
"026f6d9d6a5c591d5465aaeddf6222f1"	0.569750543082658	2.88117941525289	1.70609681866154	3.15373394307853	2.07599561127554	4.17008139753384	2.18029180140774	0.503241335624878	3.86317629465999	1.89689095866138	0.968570039990359	4.52696520948507
"028a375a3a51f2d5d05b85cf4ef10890"	1.62827379807631	2.94823958979269	2.11213970707661	2.85533669047095	2.82479862766106	3.61614611364409	2.64586971539035	0.577761581255031	3.52274163137276	1.79165363029398	1.95338216389401	3.5931006645292
"02a63d174c8502c109303db99cf1e437"	2.35621529351449	4.17105312227518	2.65945454509169	4.02737368735065	2.33650911108402	3.54220362204113	3.30279969570926	1.76592211143782	3.10588672989387	1.89870547732821	1.36230899836938	3.17398974981554
"02adf979cb3500c39977fffbf7d2a048"	2.69343198218794	4.46335682306685	3.4033624123688	4.39769008427229	2.44376345184205	3.4089438937047	3.67190990684254	1.84227584033027	3.01545126585414	1.36179149001676	0.935689752482658	2.96086797365903
"02c19d40dee2d87c409a2e2f7b713d7f"	1.31260180266995	2.05004414141229	1.53778787093855	2.18829404076051	1.03092035630706	2.4565504699395	2.35796180387685	0.585708952396034	2.82766681398724	0.921526998669401	0.867087882561922	2.80522016558592
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.62032758942696	4.98169371106907	2.60363146405388	5.22714006271076	2.67332712078397	5.26419334213029	4.79362455690785	0.485899123826105	4.91432877148502	2.47869828945877	2.15586353895436	5.26558156117338
"03202b02066380ba1d7fadbf07ec658a"	2.01274923614625	2.27233493582175	1.90661333014892	2.28399129476951	2.68968729690717	2.68886500315729	1.23711778987763	1.19927086752599	2.22261071631923	1.80368721664108	2.63130053762425	2.204082121651
"03734cd02763530410103ffac1802bfc"	3.52533324053022	0.0907714602009842	4.14653757924743	0.282891230121603	3.19364995064155	0.0406678587648651	0	1.11867101527973	0.216803495568011	2.05581934677661	2.03859049239552	0.154618406949549
"0381b98525605c48d762e395044ca5b2"	1.81923606902695	3.8165041516984	2.3195843593955	3.89493057875544	2.00055759435131	3.59375907940331	2.86599753142405	1.29143212464847	3.78687194401829	1.18723247411525	1.42676762193938	3.44829692833912
"03e263884fc71d9f491555f67c1f630d"	2.39623371135119	3.29132968687858	3.1141083333368	3.35932299329192	1.72921274093126	2.63130053762425	3.22856453734385	2.72160991786875	2.56836467247411	0.851711676581753	0.902072124876585	2.19198699623455
"03f86a1233871340db1328f6fc35aff1"	2.91719597234695	4.6016783165018	3.44409427808387	4.67457956272469	1.79969208930355	3.95932711358214	4.09992706766885	1.3240162167382	4.15081956666511	1.76092046454361	1.90412936170675	3.94420390095705
"03f8d34575dc20b78b31c3c1177379b9"	2.89114654479417	4.79897184471008	3.79155588638415	4.79529166549176	3.10394105699794	4.00714115563065	3.91655167028953	1.61825225875625	3.10061774544292	2.31858423883583	1.73001094612663	3.52078059689585
"040ffbbb2858152fe7b1bfe2be12eebb"	1.18197900416292	3.26180254689475	2.03343333552431	3.38228635677039	0.559907174049794	1.20485191779243	2.97035902813564	0.345255691748679	0.68944533718473	0.273631321354119	0.135631685464559	0.921526998669401
"041c4b843dce3deada3d6b1daf849177"	0.345255691748679	3.03460908142478	0.250276111638924	3.27048255213054	0.695501906016622	3.76747480718263	2.56719867200964	0.0417722628722337	3.50870813390347	0.327402660646713	0.226501905723844	3.37017444142683
"04270753eac3e84e5b3f45e5131fd1e7"	1.85256507370396	3.79027207722776	3.00575509038497	3.76741836668033	2.59104032592807	2.73392421590798	2.78583040485358	1.34195436282276	2.34999637954989	2.11998412331827	1.94499930015959	2.48770339232018
