"sample_002Cb"	"sample_002Co"	"sample_016Bb"	"sample_016Bo"	"sample_016Cb"	"sample_016Co"	"sample_028Ab"	"sample_028Ao"	"sample_032Ab"	"sample_032Ao"	"sample_032Bb"	"sample_032Bo"
"00306dbb19665982fc78754ac92927bf"	2.77649887361831	2.83346374542469	3.34694057760738	4.68499313720926	3.83940110698125	5.46739440481394	3.37275534793579	4.54124946863712	1.84559294898146	2.7800125774472	2.26994103251022	2.28116536297025
"00539cb2af8b7b06ee1279130fa2f307"	2.05926780776313	3.75758180550668	1.50908863374988	2.86935394196391	1.53082850438503	3.05195213487212	1.34613972033702	2.79117419593519	2.64650077771755	4.11740406824264	2.26602840176231	3.5933496232009
"006c80037cfc5a276d7d1b8ef20cdccd"	2.69676649203356	2.3906656659168	3.67130385415048	2.54056539338816	2.659253436911	1.70335457629138	1.91170431463713	0.682860958301575	1.45907329052186	0.635450118746671	2.06063034487378	4.84595238827701
"0092362bbf11972deda26d5b9e919f85"	2.08069275858139	4.25000768344732	1.18610960312656	2.93328330112149	1.46618259532455	3.18375608322446	1.44517440321817	2.66240101888022	1.77841955355073	4.47582322639966	2.10357021479843	3.72023009665233
"0095b52bd61b59e97345c0564dc8496e"	4.76463885165755	5.83337156452353	6.62691685260544	6.8311478052137	7.4704519720516	7.50847902831682	6.98941275053016	6.99522721256596	5.74576046315788	5.98478106229775	5.65452110748807	6.46171569259405
"00cee8684ccbb62fce87c20103b8aed2"	2.17039715940748	3.37594238160161	1.73364047653287	1.95247185958285	1.43450245115513	2.38948913088971	0.997453304572412	1.85168470927917	1.91403144028486	3.328022067513	2.74468423529791	4.51441681389469
"011b116b1e264e2cde7ec36aa569ad7c"	1.8391540568588	4.67888502873372	0.959135060066762	2.77880782839755	1.06107879702975	3.05545358528694	1.12660674872291	2.49138740551638	1.78409584520015	4.67747521953862	1.96247406399063	3.8676306656372
"013c9c13c8d7029019462bef0627adba"	2.19956361742562	3.70127096128592	2.55203626426701	3.74180778235484	2.20029397302911	3.26093071026607	2.08823427207899	3.7139253213757	1.90145626959912	3.75236984803303	2.48801888508895	3.71777745555044
"01524ceb0052552ad3c425bf777b0b3a"	2.27331139931368	3.60340780673036	1.76110299142773	2.4159721694534	1.8193553429491	2.87784416987816	2.17631254821468	2.1582665852243	1.88303460304706	3.53850158823924	1.6357723932532	3.22571206696164
"0160f5a856b526939ba1062b1cc9df76"	2.08069275858139	3.81852942061555	1.2493970243415	2.43291635816834	1.21324666880355	2.62965880149096	1.1652623289792	2.58057706772908	1.5842698368291	3.76063812059459	1.85509726978911	3.57031264576296
"017a60cbade7b309db182bcabe59d6a4"	5.1943119711887	2.7293778088153	1.51189696631975	0.371811801479201	2.18900600833974	0.488889169479432	1.25261952963708	0.630314936237133	4.07498304862097	2.25938099267795	6.2352389728231	4.11731184989667
"017d459400583fe36857c77a1d541f39"	3.34697267206532	5.74117177461617	2.43489104757598	4.79754390838387	3.37429866658284	5.01004534677822	3.02865787748089	4.32459056464396	3.9218027672798	6.12162901110934	3.65398472836964	4.81942912980421
"018de0ee05bc68de9383baf688539f9f"	2.13593918865032	4.21153992893862	1.66386435766991	2.9779573487267	2.26310570066594	3.72775657047818	1.98031443115074	3.36233957438377	2.12994927759711	4.39288917310156	2.07224218841559	3.4532019297155
"01ac16555e036cea2ece2a239591aae6"	1.29998933973588	3.33045108475748	1.18601983944991	2.97875704666276	1.43345125613132	2.73577735203695	1.46684236016297	2.52979027917747	1.51598048903603	3.57925442134455	1.5580765968263	2.33369063990969
"01e013346904f75a91f713c559585ff7"	2.39415565276387	3.20171131388111	3.03029069277827	3.07495954115431	3.2865095384517	3.8938274253396	3.69731740427198	2.91879744807423	1.92138997159715	3.28521120568606	1.72882410678903	3.03979848789761
"01e9bb0d97f8ed373a8d529ffb971acc"	3.06212184606341	4.62617651011911	2.37840206923103	3.60668336049141	2.90647608963009	4.11907321119453	2.88601112943541	3.22092627440497	3.39727683970458	5.06195977433086	3.3967127741586	4.17049251054216
"01ea06c562e6b8f6bbc5be68d99c0373"	5.33849865666105	5.83696712383883	3.92986072316113	4.02293998132907	4.04170743547161	4.11931559133555	3.88923058033746	3.85549438851859	6.00281142461299	6.06799185067505	5.43096949836104	6.25792430971604
"02104476719f02b32307edfdb1e6a0c4"	2.53718603699285	4.09651152931873	2.22493128795241	4.40434867137553	2.4495782185347	3.43451912750514	2.25843454414471	4.21921046982959	3.19758857045837	4.48840118477495	2.97398766382998	3.60435104654829
"02266378f920e88e1dac1ed916c48ff6"	1.80924781934224	3.6823695354997	1.9870584136627	3.20952308493334	2.0614971130218	3.2216219516252	1.55568127098108	2.83797593092143	1.59799954300047	3.69835410254123	2.31248987825557	3.0931719570822
"022b87e073ba519506a6d0d9dac1bba1"	3.94228348376753	6.12454663537292	3.51971937385252	5.63381700177439	3.24526335149943	5.38214391568651	3.38656021238724	5.62994553243721	3.87430240494302	5.93084893993842	4.43651309173676	6.1380629069686
"02556710e6071f6303dfb662fc79f6b6"	1.90647707049695	2.76396300245189	0.439345304000257	3.4128694308275	1.14037815759873	3.76867400022871	1.3089164330985	2.23702599791468	2.75756873486673	3.48572778914607	1.918919881018	3.18651076115562
"028a375a3a51f2d5d05b85cf4ef10890"	3.23740909785536	4.69040204974949	1.8027900744605	2.98694618870335	2.13457558842624	3.40467516050595	1.90502446203054	2.43390419029686	3.27824846328038	4.81874884319884	3.01448778418737	4.01813355973665
"02a63d174c8502c109303db99cf1e437"	3.25251270818897	4.49199297720794	2.65676797407774	3.76605884522662	3.27635567717754	4.47188597918101	2.72321529503582	3.79882500185427	3.02518005021495	4.48175076320337	3.06919265749629	4.05356612578096
"02adf979cb3500c39977fffbf7d2a048"	2.41881182115572	3.92123073186604	3.3973489197048	4.08144001846193	3.43574019811517	3.9315337210866	4.11667487155684	4.85660222333445	2.64537594841318	4.29404736983473	2.87649989801452	3.83547078686392
"02c19d40dee2d87c409a2e2f7b713d7f"	0.949336263936235	2.91456478772127	1.54365979664978	1.90166772820734	1.84102396532875	1.54845806503253	1.85697276265559	1.57677400834968	2.01998183483641	2.85527247773575	1.84715743624226	2.25585578879316
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.25132813379728	6.17123815965322	1.97884764860217	5.45477109616755	2.21932375005557	5.46665372019242	1.80491341820058	5.16543713889765	3.08289259820358	6.43356671622073	2.39594985156192	4.82883802464889
"02db2ad8ae83f16a31add624ea4ad90e"	2.81773140911092	4.18033372387205	2.58313174376579	3.91739622380008	2.72778289131233	3.67187662173155	2.74817960383614	3.89405671383502	3.10608179340835	4.36328459475602	3.01861373480438	3.86268600677199
"02ed78575eba82d038ec26a744d9b6c5"	5.94498229266489	6.86257820338994	4.44784363508344	4.78030503850925	5.07488978740174	5.50426138222127	4.42908889020197	4.95111297785107	6.83859861086696	7.11756913371752	6.46722833598516	7.05538615816725
"02f7b0f943947c68160210ebf8af9e7d"	2.21732701244217	3.17561096863045	1.24292069180414	2.03964064024988	2.14121291748721	2.38742262556175	1.41006581786914	2.04256539787456	2.25732640907173	3.50634046482814	1.77326862460057	3.08446332336388
"03355cd11fa9d7ee1d42bfd508147739"	2.56229974347299	1.94510515600366	1.88252800822886	1.21629941107046	2.14277932746718	1.83869119779125	1.74279468662777	2.34727248173769	2.37790169151809	1.80938176573944	2.3012734733041	2.51369128713066
"03734cd02763530410103ffac1802bfc"	4.25528177563292	0.0331465333877602	3.20726686084322	0.126727800591516	3.69620034090806	0.116759400809843	3.49951542723872	0.116759400809843	3.49190273307507	0	2.54515057169644	0.431283590733985
"0381b98525605c48d762e395044ca5b2"	2.23001507476128	4.40425414311174	1.48563935416859	3.35072383711522	2.24469105608001	3.54338971094429	1.90400991361561	2.92195984868338	2.49736909270935	4.77699829833228	2.53158962626022	3.95975456761856
"039544c0752df4a57b038dd86e16eba6"	1.47865724737294	2.79944460303343	0.642232761758396	1.66575756349977	0.81081865443799	1.84991579239823	0.324114768078193	1.74156416831621	2.23624185099367	3.62521969341995	0.962294541570412	2.30914731444362
"03ce41b70baf38697859cf6c9998b33f"	2.67862516658003	4.58267191731313	0.522832650051581	1.74550259357198	1.26857810448374	3.40840815477061	1.15111871358184	1.56035396511462	2.33067689739014	4.54437690932523	2.36924557991893	3.83066708253149
"03dbe23a9e8b7382924fd20ec95338af"	1.68944426900776	2.12932350389628	1.49183701019042	2.04402457510141	1.09997868805247	3.0324636408553	1.03013357069587	1.68473275141124	1.44052948085132	2.38804034887366	1.58692341684143	2.56666722999519
"03e263884fc71d9f491555f67c1f630d"	2.4710775503953	3.22877027297184	0.967954857495304	2.87657659625596	1.53641894709715	2.80426312482575	1.50442155976762	2.53165123111522	2.9016891956369	3.61256898131233	2.93804547896905	3.27187635110577
"03f86a1233871340db1328f6fc35aff1"	2.17306416199266	3.89096168470966	3.49131815003563	4.43631317794396	3.57104903921017	4.31906017054026	3.57421077942203	4.59510304191252	2.84552907549178	4.15739420991247	2.30747183340492	3.18232473868768
"03f8d34575dc20b78b31c3c1177379b9"	4.44287577246119	6.76275051711579	3.15152302201884	4.12333399528403	3.30568623833268	4.75076650999262	3.06345204165529	4.35367682455675	4.5656379323111	6.68718695641813	4.23888932402214	5.31126006727852
"040ffbbb2858152fe7b1bfe2be12eebb"	1.69196067838758	3.81122211961036	1.37367962889975	2.66240101888022	2.01742796352248	2.96338618393353	1.89152938657264	2.7329212042841	1.48043767104805	3.78600115353904	1.66179473939598	2.81130290016592
"041c4b843dce3deada3d6b1daf849177"	1.62166809476111	3.91710748384072	0.356164213538162	2.56856818621036	0.67715701658107	2.45152031019536	0	2.46692273762636	1.95837855429927	4.2413817071851	1.81947205278596	3.47575538390669
"042f95fd86a3be60cda5e0a13e76be0c"	5.52834130958754	4.91037318905662	3.91537842969049	3.11422390254325	4.10196179397703	4.03376429463034	4.00093338650094	2.90656351654725	5.96052766112007	4.8054588712209	6.19264827276582	5.13796902667406
"04356242a8d119e65547c999cf90c0a1"	4.17693213133175	4.83641584405829	5.43571289813702	5.94463644520987	5.64386902094144	6.59430534173013	5.57833067782345	6.01311826400176	4.54645279284608	4.38480785813428	5.63151841069114	5.25836127015768
"0495aca4ee75b03118200f39e55de807"	3.27506748266119	5.01721858328334	3.93383439811723	5.47638607194257	4.05721217632808	5.35703424507301	3.81215559721482	5.67991097752491	3.70002192062558	5.16046310663904	3.58303760040931	4.57887313973211
"0496149b2d1f183353cbf9189b7049e2"	2.18400897887919	4.47739778362176	1.22654394868085	2.99992372712682	1.18266509896779	3.39149883577516	1.27489090137627	2.9356773394347	2.60028795050024	4.721877070297	2.56775884203623	4.01330704345409
"04bd54b9e03f729a1a5670b1416e260b"	1.72882410678903	3.77078120960982	1.45310428504292	2.29992385503946	1.54365979664978	1.26222520287967	1.48930098354351	2.15566179924429	1.27014024804846	3.33444150623277	1.78409584520015	3.07075718233566
"04f27efead94a16b3e810b74f86514f0"	4.49350145978633	5.2856507830184	4.96519346399452	5.24271440941666	5.30713085341909	5.32004869642654	5.2903623390525	5.16913193368774	5.21805476886713	5.99200700245247	5.06313300221964	5.78706850169411
"05114c017775551aa7d1fa1a490e42d9"	0.837729128052582	2.20345822570098	0.825720739608313	2.70846318248033	0.980703745135942	1.74746600473348	0.165636464930348	2.28628445656355	0.413469832060194	2.73949495326749	1.0135096955033	2.06675557535878
"05425468abc7b6696e6644b43e20a070"	4.18729496185742	3.46000182982195	4.6758032569455	3.69031519794033	4.30487086307901	3.43161089943644	3.34376574226421	4.2246611386916	2.61828610016003	3.81436393899723	3.31347423727976	2.81332730048656
"058b63372cbe61fbfecc853d367548c1"	1.91644367398006	3.64785871588713	1.05396144567602	2.98808137996744	1.21658760213423	2.88100609220412	1.19977018568233	2.59664754248111	1.97658053852525	3.24203004498334	1.39036830134474	3.26288662414205
"059e24b38a4bff0d4f11ed6166a3437c"	0.611150481755214	0.929578457721076	0.738179339885384	1.09997868805247	0	0.984917509690329	0	0.835533502323984	0	0.35155435607742	0.554714654119703	0.802056740901611
"05c4489613b115ee4ec2ef8199067913"	1.82870892082088	3.90822079401992	1.50633695474711	3.33727629020441	1.90479021163134	3.702163463408	1.35865451378079	2.9756241686941	1.3916112773027	3.80053002527964	1.53798369693011	3.40353904260839
"05e856ee9d148f9da62ea0b0ccf6db24"	3.55464723550376	4.06021291362809	2.82450921989423	2.4495782185347	2.89666745390293	3.03300614090914	2.30555248592555	2.54145245472513	3.44106424575337	4.19749883976563	3.17135788621621	3.44319679429559
"06094dd96a7550292ac7a15406ee3eb7"	1.94904860547356	0.225262634935915	1.65290440717926	0.495770664437372	1.41006581786914	0.915269010094177	2.00537631861236	0.348247633700645	1.26553791275845	0.0651049037005916	1.56161015395378	0.640865767819377
"062dc7bf1a892776a0d4259124cbb2fd"	4.63062180801888	5.20833022818726	3.58050442715688	4.49040974020105	4.58779775537044	4.46651180995953	3.98179730218949	4.24906919159452	4.31153194405663	5.09243922528934	4.55009085993474	4.67150068182951
"067925bf2c68cfbf03151580d443463a"	2.15168470778391	3.32128510120347	2.25492835343121	3.17469137067358	2.4625518881805	3.47174739822635	2.53404652574631	3.20912628613673	2.02468216929317	3.25968216340982	1.99838320063331	3.06215303916492
"06850915424790786904937314f04f24"	3.72998094557128	5.59119087017171	3.18840981323663	4.83608268075805	2.83712292696179	4.49783272857914	3.1335379558735	4.23856543284276	3.07309938963793	5.61596421586135	3.83649939788916	4.99749484194607
"0691bcbf69519fb5dba78151aa18c728"	1.71074336778506	2.85409124182899	1.73634482335276	3.23964988110872	1.78419834974656	3.01393018073926	1.62189102358586	2.91404503731912	1.16376288080219	2.84318431581182	2.23663296205611	2.83745896227446
"06bde0cecfbcada397af9c0bf5f83820"	2.36133218865493	4.33255548180927	2.64782716772889	3.51854619974135	2.50582539753621	3.63626884361557	2.61543471654572	3.76398337775841	4.30586536363637	4.37480756477941	3.40121641481436	3.39105454994855
"06da80a2c361f6c3363b72be33e8e8d4"	3.40285276899654	2.36038034632134	0.967954857495304	1.68264209057474	1.29359364869219	1.92164116814894	1.4291234600578	1.78971354441713	2.85606083884101	2.34603333310442	3.24303249184641	2.28941545951637
"06f154fee6b1d89c4fb222e23f2b939c"	2.58404864546658	4.88164985769924	1.23312686447627	2.72409643557544	1.63988389383134	3.41657201724266	1.08867137443727	2.50442181747097	3.42727336216101	4.9500602431345	3.01614020781102	4.8396254618305
"0723628f526fba7f82f84bebd97bad25"	0.416032585087047	3.10623758878994	0.165636464930348	2.84041604807555	0.282552187060332	2.46213491404852	0.106690630662525	2.78984294579805	0.578517384034298	3.56940247294424	0.530279880327491	2.11682150823865
"073587e420e91ec5e53de8257bfaba94"	3.03007664550363	4.38871322948848	2.79398425910319	3.12367991853441	3.78312281506934	3.78874250385887	2.80766606781548	3.2759310911664	3.00033083394905	4.53502153613228	3.08472883708957	4.4767816604087
"0770ab0e479e6e586e8685465d538066"	5.68948353365537	4.52027212346647	5.03613864786586	3.73215058305456	4.78886792873695	4.39146638966082	5.02967887521983	3.98389513852693	6.1730973375902	4.60685012410154	6.012840791012	4.6243597822819
"077896f52217cf2755311d9ba92258b3"	5.33354929371501	5.45776134497582	4.45624173323222	3.36344508053071	4.22630700802633	3.56851242970731	3.94370004805052	3.1563288339838	4.8251253397607	5.65469811071426	5.43685518172426	5.53866383157463
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	5.57509454872473	7.01637032161707	5.66152398359087	5.73501986081466	6.20766881116395	6.8443102088757	5.59197955491005	5.74601740331472	7.11490154777103	7.19598651986333	6.37667742796505	7.28126976352998
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	2.11379852296504	3.37099477355542	2.12520868875303	2.1116733459362	2.21514908040493	2.87974252275073	1.40178574757394	2.0924107023666	2.68439323537778	3.43218645507645	1.53467471027946	2.0785868014935
"0808113a681a013933c03815ed511b06"	4.46201195221749	1.00078730697531	4.46819176202861	3.00272278290937	4.58366495728839	2.31226528835401	4.63741233628521	2.70017574546174	5.10416119740994	1.0003692250189	3.91387848618153	1.66376184595064
"081419daef27076e9e23740f0f3d0cfa"	2.04638167537039	4.1528663275344	2.14385556288011	2.65767592288639	2.05562196975353	2.9163626060048	1.40455339572884	2.82384091265758	3.37139996025716	4.16625923273704	2.12030962925673	3.88636803898372
"08278cb30c0ecfa025df1080741366fe"	2.78766841859171	4.51992053191587	3.03738204840135	2.87536131239215	3.43999761210808	3.11267726458559	3.32460125336941	3.10161137325034	2.62509285010467	4.51181104385798	3.32866363074596	4.08684646663489
"082b8027abcaeb2baea3b91658963091"	4.10599465228621	3.99234424661531	2.6528402221731	2.49973448464142	2.64753086781366	2.30342840854812	2.36121566739601	2.30698885381743	4.89346575521224	4.4980133022713	4.48821178522687	4.44880424093836
"0834e59536ad310cbadacdf155bdda3b"	1.21168498883276	3.22810264652695	2.24769165799625	3.70085707139529	2.54602753625375	3.58446617237977	2.22727096702822	3.66980812038643	0.88885170132824	3.20854500523836	1.27014024804846	2.75542819402385
"08d7a738a4756ac72191feaf26591930"	2.96880784230812	4.04356999292255	1.87093903527124	2.97091669840403	1.47136640047602	3.08992897002942	1.34769047768804	2.92485874187661	3.19067933385918	4.22985571466159	2.93177779516358	4.20653158417467
"08ffb091e6fb80698e54de15a34c082d"	4.14091036544509	5.12070974966051	3.00718503954247	3.18282273270214	3.16444608011645	4.16597853847491	2.78429438041602	3.35836559107635	4.34005219248667	5.35606852273708	3.86339388529043	4.65672641630496
"0974d5a60d20f55cae8db1bb4d3ae6a9"	2.89366161907302	2.94214458451838	3.68609021780847	4.41188985659447	3.78389099842203	4.37374395277091	3.49849443481058	4.39841296738908	2.90390178462899	2.59500216821101	3.39500896083919	3.2952833111105
"0977ec1ec766483e434b5ced6346bd40"	3.98359786338398	0.831833327082896	2.01742796352248	0.402391054710501	3.41249841706481	0.299385074400038	2.35162246470041	0.146371356345521	3.34578597033604	0.611150481755214	3.81963895233631	2.39415565276387
"0989c13d0c860d464a6d08c86ae36452"	1.53145498263257	2.86304705419372	3.22711578297637	4.23563708628246	3.48478064493427	4.12624636183691	3.78337894175979	4.46249434432897	1.88983845177566	3.36629881542284	1.67196837185278	2.51101179489183
"09947d9e52474a7c0a88c03dd1c4cdc5"	3.77889925542037	1.68604907755594	4.16772379510032	1.27173948434731	3.86332673585048	0.72190274767315	3.9344951448355	0.348247633700645	3.46433764444198	2.5477913822957	4.10599465228621	4.75525635400987
"09b2d834bd6ac6da3f312992a5ada13a"	2.96750317001427	4.88213011195017	2.50924924761688	4.16854284794903	2.51457681725697	4.22267973999844	2.38504188926345	3.86559021298067	3.18197665776578	5.23078883031315	3.10524490036125	5.14430152432935
"09c649de9578b51089151c3f67c6d1f1"	4.69672645595392	4.45782684026403	3.0120015412072	3.16534646468454	3.50891967358137	3.59674426137754	3.77283658129066	2.74933561068801	3.63504846882663	4.15475383536248	4.0370482506394	4.2516888228516
"09d19cff22a275f6b41de4a94d82edbc"	3.77131932892532	0.819680650204598	5.12539858082276	4.19439287809809	5.20270498858645	3.88923058033746	4.61145927812447	4.06051743881105	3.00860863916124	0.56034111820118	3.436022754476	1.6950128938673
"09d8ddc69c0a38c3720e026fdcb1ea1d"	2.22960544843089	4.50388935170343	1.74550259357198	3.67644699031594	2.03376533660333	3.79812315543765	1.89829968876155	3.55798036536426	2.43522311133713	4.4587917109969	2.48131672890483	3.51183071441055
