"sample_021Ab"	"sample_021Ao"	"sample_029Db"	"sample_029Do"	"sample_088Ab"	"sample_088Ao"	"sample_088Bb"	"sample_088Bo"	"sample_088Cb"	"sample_088Co"
"040ffbbb2858152fe7b1bfe2be12eebb"	2.34850701867304	3.72996682654755	2.58147136129524	3.66972124937519	2.79723743142739	3.82779364594578	2.77359072007224	4.11534255321771	2.66936619722807	3.8228542484214
"041c4b843dce3deada3d6b1daf849177"	0.390759452245651	3.33685551514643	0.99493500582849	3.024065691545	0.431795403354194	3.8517611927885	0.578801978775085	3.34767353125771	0.324428573418785	4.05166424486682
"04270753eac3e84e5b3f45e5131fd1e7"	2.12518182158164	1.36658642933995	2.11777002999581	3.099896774271	3.66650500251093	3.52463020494673	3.24315703577133	3.40597461913714	3.4406193566122	3.05925715613353
"042f95fd86a3be60cda5e0a13e76be0c"	5.7503872685155	4.3210795233633	6.74569255129084	5.31495784264704	3.49091814395761	3.20634643025577	3.59722147540423	3.98611428582076	3.89344615423695	3.52005547861074
"04356242a8d119e65547c999cf90c0a1"	5.66702996631115	6.94056796605987	6.71899663250964	6.98524562445645	6.62870815773532	7.01878818327697	6.36712981175963	7.58213680438262	6.82263284640555	6.54570725758557
"043b4a5d64c5e405fa8ce60a25bebd8b"	3.38676303930543	3.2327590059768	3.9465245237545	4.6144612896978	3.79465513357934	5.97986958458926	4.75003871967705	6.44159350833767	4.61347579869695	6.25190604115971
"04731e32cb646050ab7f27f284c04106"	2.58938827933855	0.34883831763735	1.37834283133227	1.2043107472168	3.76618877921424	0.0652333506258388	3.3994868642453	0.478338918571493	2.82099562766534	0.264372062134168
"0496149b2d1f183353cbf9189b7049e2"	1.71014803174107	2.64688943558642	1.84344068836307	3.17952774360395	1.85087078971867	3.65350561225421	2.08197084030556	3.67581397120902	1.81180389735342	2.78763126377255
"04b93fa3ee523f9634c9c795a5f49e4b"	1.8603586280948	2.86512418624213	2.21925956210814	3.02262650540533	2.87093519692287	3.91797724371636	2.60195904822363	3.62234480871193	2.49723039947683	4.53404339645953
"04bd54b9e03f729a1a5670b1416e260b"	1.22686258891087	3.53739360042501	2.29868944750329	3.14307140475824	1.42020368970342	0.700571318813871	1.82163424248362	1.14089802846073	1.54276696921855	1.19191262946793
"04c1a513f665c225f7ed173aa4fa12bf"	3.0164880683293	4.07725007354803	2.421034132139	4.09373782303897	3.22808211661667	5.01267867164431	3.04111091079158	4.18294317888012	2.96683679126711	5.45930113328622
"04ca9aedc6db942a0474cdc0a762451a"	0.684186248564545	2.51176010834068	1.63648191404505	2.81855759753431	2.62575719506176	4.11892144337942	1.96223525956854	4.23115189180425	2.13482205440441	4.12381973815704
"04d5efa38f3a410566bdc4ede3702fb5"	1.47482708028144	2.76750708255165	2.75480146272496	2.85842117540506	3.42429848457014	4.30839058960659	3.26468631612292	4.51649546276844	3.03526736036362	3.97942853775862
"04ef5fcaf6bf35657ee641e7ab693ee9"	3.94113316335456	3.13278358897531	3.86438072219124	3.6325804943669	5.321336482062	5.12098550051654	5.20272751763995	5.38545781020821	4.83757234382083	5.01845675986325
"04f27efead94a16b3e810b74f86514f0"	4.10094473309543	4.36821848951502	4.33959788125763	5.21535588673369	4.53460436377681	4.5255909042495	4.10160216201599	4.4725229737894	4.22483379048681	5.13379902779836
"05114c017775551aa7d1fa1a490e42d9"	0.221029317897004	2.02016647755063	0.672189085968468	0.993473970544805	0.607676434370808	3.12948051766453	0.349303844007951	3.16907026535936	1.1395110802394	4.19745184124783
"05425468abc7b6696e6644b43e20a070"	4.48389838401442	3.28843133647635	3.85652880099893	3.6935381187228	4.23850002733178	4.37129576427897	3.38317868222006	4.00641894926428	3.68852839249902	4.52256827300713
"0575b5bcc7abd6f7a59549c280abbd34"	2.06232590119911	0.183137890169845	2.24015421588024	1.27154546779473	2.88430113018634	0.129695308393597	2.73246867364425	0.13637050429124	2.31618613272767	0
"058b63372cbe61fbfecc853d367548c1"	2.48681981851306	4.12121561329954	3.99804656134982	4.78539170591406	2.05778880398438	3.08905229248308	1.51210288400675	2.93031656780246	1.46089149932667	2.6681583294391
"05c4489613b115ee4ec2ef8199067913"	1.78399292676822	3.60118101736997	1.6264088196528	3.37434388595407	3.02178103932354	5.04931778551112	3.23221604710601	4.54094009728035	3.15208196235919	5.39348844576923
"05d75b81fb54d3ff766fc90129feed63"	2.54063774920287	4.62451976949896	3.4776582977566	4.36291414917506	2.68255733506111	4.92199830560685	1.60727156760268	4.58810662801421	1.98152271230596	5.37001150632246
"05e856ee9d148f9da62ea0b0ccf6db24"	4.01353030698227	4.61476758328041	4.3573834708609	4.73005187757367	4.92199830560685	5.35802203592619	4.62907458558117	5.48275160672066	4.62019080947244	5.43323472328044
"06094dd96a7550292ac7a15406ee3eb7"	1.75801263349992	0.0915689450849225	1.52716454518143	0.30133897202949	3.2699969844414	0.408912492378074	3.40481815208771	0.497460709853747	3.45832475798341	0.298918704377769
"06122d6c188a53fa3820d7ba9c64b053"	3.59603877579739	2.6979603493302	3.95609336647631	3.56606007245365	4.42902376374478	4.76187423177163	4.04222706862655	4.89303094247493	4.50385259778525	4.81692545629417
"062dc7bf1a892776a0d4259124cbb2fd"	3.44613569251584	4.48111987693802	3.84141897958592	4.33616435506417	5.07469032337047	5.05921235619598	4.46433423707433	4.84445240558907	4.24276399262757	5.04022671716496
"06308be651a239379c2200605a63c9b6"	3.59944658318347	0.0651367958746061	4.22376291230777	0.553371154090927	4.14004751378942	0	3.84717680096151	0.586660867321519	4.07504245405285	0.46812118383793
"0639cd2e7dadf3ff0a4ebc918d2008b9"	3.5605362935928	5.63497887097125	3.78370769962476	5.455377182162	2.05778880398438	4.5080846712088	2.25687827043754	4.18533177509132	1.85632923987735	4.90974138089382
"063fe437b9d9aede23f02fc83941f904"	2.1452854604151	2.79905293535053	2.36962859903552	3.49281955700945	2.86994793769962	4.13783180181915	2.95147835504709	3.79778453038794	2.55300134025334	2.50294955975479
"065c6814da267ed1133339f9baecf63c"	2.06232590119911	3.51052999807238	2.60436235981837	3.45983666144165	1.65305709120456	3.31150699022645	1.84409692111791	3.26356025380655	1.73857609231818	2.7768470328553
"066aad56751f9efcd6546c0e2594e7bc"	2.38112821531283	3.6532191152992	2.52467048465475	2.64249712102929	4.25098955722863	0.373575324572715	3.91032877102322	0.588519729477948	3.78678852659646	0.259390616787194
"067925bf2c68cfbf03151580d443463a"	2.64752641468401	2.47846178660987	2.90285116969451	3.0425264031306	2.11451458204045	0.985461635811254	1.99170766821697	1.47412889354691	2.07632655947389	0.864718258020642
"06850915424790786904937314f04f24"	2.95311178771735	4.98233060246249	3.48574132815844	4.74171827380866	3.2719812363793	3.79817501730677	2.83374143988318	3.04940004663441	2.78977395656129	3.78599845156627
"0691bcbf69519fb5dba78151aa18c728"	1.9890647889637	3.06908699386717	2.17880938897623	3.40487862690533	1.64310083506578	2.95430358783173	1.32323894713477	2.63161019187226	1.11153398798542	2.89664867777655
"06a434056b6d9da35471b83529f52fed"	4.30367582826121	2.93273922422607	3.71194098110958	2.60778630521476	2.90297972023284	4.07738794120532	2.89434164523328	2.12449377610527	2.23847527994803	1.21980875120797
"06bde0cecfbcada397af9c0bf5f83820"	2.46076592654535	3.5128371415372	3.0709232304965	3.89880442365648	2.79918484991644	4.90738092384874	2.74106564819957	4.76892371002351	2.98651939342846	4.5954233824152
"06c1a374a0a04f77bfca645ffe73c61c"	0	1.74043810427109	0.0744579109180097	0.0453365883882916	0.420419399889975	1.26506414074358	0	1.44459157073017	0	0.626473047291953
"06da80a2c361f6c3363b72be33e8e8d4"	4.05485574746664	4.21442557092784	4.03888006760386	4.11195834710751	2.47693246374248	1.84157916020668	2.19064160981052	2.22449678364283	2.33525951209974	2.04310389903593
"06f154fee6b1d89c4fb222e23f2b939c"	5.54183961449274	4.73359330356357	5.5647813694377	5.55130767863975	3.22808211661667	4.96933471284942	2.68612492257505	5.23636898144347	2.65599872463041	5.1243079678515
"0723628f526fba7f82f84bebd97bad25"	0	2.72990431742629	0.292759162192064	2.49322859283083	0.626473047291953	4.21536088369034	0.887249075889431	3.81251687492209	0.66303842712296	4.1227071800646
"073587e420e91ec5e53de8257bfaba94"	3.26987383566384	5.05589555293429	3.71231859851436	4.91422101166155	3.50178874296073	4.83632888997474	3.39376449272469	4.68625751708331	3.23770150451816	4.91678194593054
"0760f91983ac07c0e8e9f3efab81a287"	0.979336092626496	1.76555787969596	1.19838335810894	2.15879697406648	1.54981050960875	2.83299648221873	1.67041847801308	2.78765611757022	1.43054011780907	2.74865703885434
"076c212597b0d5ff02b7d6d677f724bd"	2.2368575986412	0.725972486624366	2.59747909683797	1.48887802489071	3.27264177970967	3.11721423751023	3.34889796727049	3.27593796740755	2.63498189343822	2.81929934470804
"0770ab0e479e6e586e8685465d538066"	4.99455455596969	3.71080727257121	5.73187022779784	4.31034157105907	5.32176198120064	3.82968693667793	5.00125584425951	4.3980079996498	5.27722283310036	3.53636560062192
"0771eed1039e2a9a46dfc4bb7bc0681b"	0.412228849020459	1.7212690484022	1.32225704769008	2.48938825902511	2.24414779673613	3.2359521833414	2.23525665987641	3.56642183271877	2.20283169065111	2.95250537198294
"077896f52217cf2755311d9ba92258b3"	4.73146496782478	3.60089256063283	5.27853943817661	4.31840546769363	5.54678568182234	4.16064184832545	5.38585688737848	3.98850652516167	5.52097896174005	4.00990006978188
"07ab66989a508e3777a908855686e414"	2.09080863628171	3.79993103208803	1.83240764308443	3.42911108824344	0.549068936341987	2.86698029843879	1.0337821694644	2.62745745329544	0.617118904263404	3.04940004663441
"07ba0efc76158deb7ed94f5c6b5e148b"	1.45347600127489	0	2.18822295145412	0.818374624284029	2.26414567455055	0.245859577597942	2.048848304595	0.568988865930157	1.80035574845341	0.454166379437856
"07c4d0f20a81938b97f1deefd4690bd8"	2.1860580182884	3.28445830089519	2.409311675158	3.93902864821755	2.29445614242031	3.77766475676666	1.93482031206871	3.58342949001127	2.10981554553482	3.98268014458639
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	3.06083438584423	3.42371527353711	3.27865001458151	4.47497539215024	3.19152024973833	3.99590228250986	3.26800878741841	4.41837182323549	2.9713094495674	4.1687600823162
"07d44546198c8221cf2a9765f78709b8"	1.67602308774545	0	2.4380735692804	0.102755124572146	4.87763692016545	2.39936630790227	4.48661154635185	1.98459248883777	4.68230553213982	2.46074529431664
"0808113a681a013933c03815ed511b06"	5.03449448762319	1.75769184919226	2.29409637875104	3.8637036308705	6.26004787821399	3.21173219222331	6.30742090157435	3.78908726542799	6.2849860344741	3.17340870170533
"081419daef27076e9e23740f0f3d0cfa"	2.60775537287494	4.21152568969909	3.69603915366807	4.3350548484071	2.99773327022416	4.29184724482652	2.66088032355915	4.09088023503088	2.98019519585212	3.98753781609177
"08278cb30c0ecfa025df1080741366fe"	3.72879415716974	4.13985347595661	2.98643014257389	4.73807020433782	4.17091385997014	4.30180605701575	4.70456166232345	3.99269345449236	4.05559541786278	4.3269681027731
"082b8027abcaeb2baea3b91658963091"	3.39469396273338	3.69466231387144	3.63689347653427	3.41169521593184	4.74582623507204	4.84120623492515	4.79838698508562	4.78443291880607	4.66096680347805	4.36332659378703
"0833115e4467b0ceb8783aab127ff52b"	3.50357645724122	4.57812021200343	3.43921416525479	4.51077884392305	3.86206902428639	5.08864418111182	3.92831359036413	4.56207707276237	3.64216199041603	4.90768387423545
"0834e59536ad310cbadacdf155bdda3b"	1.73226774710502	2.70126322157323	1.64964275655622	2.65886976078495	2.26467124215805	3.56564359339394	2.3490353270986	3.32361230976284	2.14200841465771	3.9040839849532
"084d4e024d1f8ab820e3b9e6bbe4b0a8"	4.8765185873517	1.69038359691673	5.60186639049785	3.14083903732433	5.84185568758227	2.8797769416291	6.18198589355053	3.97322120389451	6.12571935300601	2.73816548278455
"086eca5f643453c1cf040e3cbe8b2c3c"	1.0730924060353	2.52570171674157	1.2215803823617	2.48706952759909	2.53383331257758	3.4220262795481	2.09706041376829	3.81827304784388	2.20254815967054	4.03609096064765
"087615d55895b273be3ec65195fa1639"	3.32753218326454	4.3607450292285	4.29422631018336	5.17796334122828	2.88757117325072	4.30674851662795	2.82137531497426	4.19902194459751	2.8914456255383	4.88107270107154
"089f050dd822e3fc12b55d0a998f6f6c"	2.0951992345419	2.90519578154986	2.24507885396405	2.83236828120881	1.42802154583186	2.34078413056837	1.65166180383756	2.90297972023284	1.52734677482646	2.53934748546625
"08b5865dd5287e44cb75455288ca80c8"	3.25447691817116	4.61077843034564	4.67594435003103	3.96751144786395	2.61223656124981	0	2.14713289989905	0.189826656279728	1.88318331914701	0
"08d7a738a4756ac72191feaf26591930"	1.22722828717891	3.37201570829858	2.30698539743853	3.37941655902714	3.32599958509625	5.40412273324497	3.39434932045723	5.97328331563888	3.69806711797293	5.35283935807885
"08ffb091e6fb80698e54de15a34c082d"	4.47285999025616	4.18132835549797	4.63882253994993	4.8185326177321	2.25528852452354	2.68666501467287	2.00114460651917	3.83222184143736	2.36037099669301	3.1324104568097
"091b05420d1d03c04bff4485b8b1cb93"	2.02425911546629	3.09500912117353	2.12518182158164	3.09080060593377	1.50439290255465	2.85502088059324	1.49662301511544	2.90202361063661	1.27484870180612	2.97842435189044
"092f5a8619fb9350043cc4ea36653dd6"	2.35359754794989	2.51095768889264	2.54913105909762	2.83418698755857	3.23564798257347	3.60875449305768	2.77032240608426	3.310861210939	2.79723743142739	3.23838507580041
"096c8afcca0cf3953b7deb7a22aa2c64"	1.44689777607553	3.62998559915345	1.55197652735083	3.30153667590008	1.91815593101015	3.83008468272764	2.13729884779568	3.342369149221	2.0000670681154	4.32444067157294
"0974d5a60d20f55cae8db1bb4d3ae6a9"	4.07527692475471	5.86394947720749	4.89218833809353	5.650969851234	3.06322870255976	2.61269922558732	2.87596746594975	2.28282988757456	3.11539992012457	2.35006788048422
"0977ec1ec766483e434b5ced6346bd40"	3.47439021201216	0.483443787698047	3.13942304390256	1.18442198626432	3.84656715700786	3.95469851313106	2.60453834598838	3.84545063074527	2.82654646383317	4.57526628820793
"0989c13d0c860d464a6d08c86ae36452"	1.60594980521782	3.73091972000322	3.33439343853626	4.05138260118709	4.21149480511477	4.65807473161292	3.87985594864612	4.79656280930782	3.93207697368456	4.96933471284942
"09947d9e52474a7c0a88c03dd1c4cdc5"	4.45828372439064	3.22909305079478	3.16657992277432	2.98798937452948	3.69070428809116	1.12830053236993	3.37962502932598	1.07623715531378	3.73575302087863	1.40691528097435
"09b2d834bd6ac6da3f312992a5ada13a"	2.7621485429338	4.56998818813138	3.13453393430021	4.63347632209096	3.34270748239208	5.04334616624214	3.30622999957377	4.83790106989664	3.28036646003417	5.29899081641299
"09c649de9578b51089151c3f67c6d1f1"	3.27214095731047	3.49521100544381	2.36026197784201	3.0534104526374	4.6351789840537	3.52308929762965	4.49902158209251	3.40481815208771	4.67981150160319	3.98332919912081
"09d19cff22a275f6b41de4a94d82edbc"	4.58998305754708	2.31475344553768	4.29298923699772	3.20246853183252	5.25271582391882	0.382836674417789	5.39837384510959	1.22975130844493	5.13980945743728	0.264372062134168
"09d8ddc69c0a38c3720e026fdcb1ea1d"	1.85560087243538	3.84141897958592	1.90741580060673	3.42421900543207	2.61351385514456	4.60427738756216	2.49291946129786	4.57094927297718	2.98196290946799	4.53926689397427
"09d91bd09f3acddc13ab643e76870fa7"	2.71389792056532	0.561432907998303	2.53224816701926	1.73747404027117	2.38497521196259	1.76692143825608	1.90270709811093	1.32913630762762	2.05970313286243	1.0688284092211
"09da4c4cd10311000e3aa404f8f9d09d"	4.27009625128692	2.4380735692804	4.6019768928503	2.95874250998104	4.51268114303242	5.15412615944635	4.05589717664062	5.24495002808042	4.41014896879573	5.19348460049478
"09fcb9ad80345395a0bea7730d6fe7e8"	2.69237508743638	3.10065742087181	2.87907903078045	3.35868310720685	4.18488924401393	3.25481675329748	3.52432975156154	3.43335448538001	3.48379564352544	2.40501162830574
"0a133b520b03346a629160a1e02b66b7"	7.16854512007996	3.61067139577495	9.39179069602375	3.24065610316601	6.31605974439329	0.465166951354208	7.72185881045908	4.47391437369417	8.26851655253649	2.9010665860199
"0a179124b7265fd051af45cf7bbb5a2e"	1.70454079802719	1.92109331446399	2.2467150253502	3.36134713706219	3.01858993864177	4.58127683549589	2.93966389895261	4.60172796469871	2.85546456282089	4.43988045833143
"0a2b2d365687ce2b521870ff1b9fa4ff"	1.34961428925152	3.77140296581165	2.19274097399405	3.43294715106621	1.28639712727785	2.88771530974891	1.15273537198778	3.81165738449116	1.14700680899783	3.32295252469266
"0a2bedc2b9e2f372d7ea96ac9331bd11"	3.42514162961473	3.50112229691904	3.7310397746117	3.6725908108372	4.45668433070174	4.3980079996498	4.30768717419034	4.0379357497138	4.34904000915318	4.16687171410904
