"sample_040Bb"	"sample_040Bo"	"sample_040Db"	"sample_040Do"	"sample_043Cb"	"sample_043Co"	"sample_056Ab"	"sample_056Ao"	"sample_18_0_14"	"sample_18_0_17"	"sample_40_2_1"	"sample_40_2_4"
"00306dbb19665982fc78754ac92927bf"	2.67480890898749	3.40849235679921	2.40850208888371	3.49497777090629	1.62152784979051	3.11344435036465	1.79893838202631	3.15505610840337	3.96822759297345	3.07463299294176	1.89846961796236	0.400409236820555
"0051ee453ff489fa79b20379bcc79b6b"	0.919076202477152	1.76632737948895	1.08486004750821	1.8952114506445	1.51056781990225	2.52312199457686	1.45467110775738	2.67608646936999	2.3897134435495	1.56591380569541	1.54522324549091	0.229612307716522
"00539cb2af8b7b06ee1279130fa2f307"	2.26007417304183	4.43655388169503	2.10994649811804	4.31120307063428	1.85162163174008	3.49097368328872	2.42703424529751	4.15093984967644	4.0669939201993	2.67140004789361	3.31487452828524	1.24380337849419
"006c80037cfc5a276d7d1b8ef20cdccd"	1.27264016318804	3.21872391636426	1.98811195878326	2.59619472515376	1.72305394059846	2.43793273822944	1.5465971463208	0.88364147218024	1.34327102821263	2.10717227402822	0.115085230582893	0.606687096893043
"00823592d773ca77be3da202ae020b29"	1.48880112978996	2.3549742697362	1.25305414899894	2.4195504898939	1.59709464679483	3.26886077975276	2.38712888633511	3.28761975337142	2.40217605889569	1.88793026641604	2.14596508354701	0.553533327219064
"0092362bbf11972deda26d5b9e919f85"	4.4446257764304	5.03666230053986	3.59971211835086	4.99230362441128	1.49726222616816	4.05928503000084	2.02408447502765	4.24449334513106	5.3469508517773	4.7830636197673	4.04145539862117	1.5796689821172
"0095b52bd61b59e97345c0564dc8496e"	7.2781841229063	8.0324231858856	7.55850333659167	7.77451827274606	7.56191344658424	8.54917841043884	8.07678671769597	8.34839988121315	7.9921169414333	7.5102996775346	9.54468893670168	8.66200146068248
"00a550b3fa43f178639afb2a02540b16"	3.91797326745464	2.54867925268507	2.92146121117871	1.92107574069811	2.77620224808418	2.9848380969185	4.03744971364578	3.16159453289081	1.56671828521394	3.45350832473626	3.46432124639504	0.884552356086942
"00bcc118d77be26d37aa6816c6eec493"	2.86408481948799	0	2.63494172928157	0.223543471335537	1.8981266280506	0.365190880203047	2.32235762179805	0.403907228577095	0	2.92505226536625	0	1.44166118490928
"00cee8684ccbb62fce87c20103b8aed2"	2.84812969316222	3.19628323472499	2.38557556078559	2.94811559123915	0.678955355895438	2.58568173560987	0.492207969294036	2.66797761622657	3.09929440064321	2.30090910479347	0.906430453259081	0.386293401383151
"0112c347c6def14a99ba74cd77bfc94d"	1.08312633113266	2.79814072154914	1.28699875002431	2.80321491578154	1.54993394994437	3.21438254518966	1.92337367104954	3.03597582881051	3.36865008498288	2.05800082344499	2.39623371135119	0.711962555977441
"011b116b1e264e2cde7ec36aa569ad7c"	2.75340590282301	4.15221873836161	2.62167861939992	4.10212587579043	1.05191182499023	3.54117214964282	2.06652439137714	3.94469567646469	4.28141040263936	3.24386107756211	2.80689433362921	0.538411686403664
"0127000197e26a049598b4a6d0225ba2"	1.7479468962714	0.210098837793401	1.98272412217803	0.417196030983863	1.22466062795551	0.250276111638924	2.26202296054005	0.204982839337034	0.0954919814592207	2.64566402866611	0.193331557022263	1.65308018223666
"013c9c13c8d7029019462bef0627adba"	4.18860763765862	4.15863646548142	4.13596098127204	3.70887535611766	2.01821017617756	2.76353248407507	1.90367677717723	3.29051119543734	4.4699998160834	3.18407406552119	2.23236350733968	0.524446312948161
"015116cb2ae1efade79e1af688f3c15b"	2.90605370640931	3.12427499341683	2.57063317392983	2.92505226536625	0.759646278510151	3.09240066693216	2.64687795436662	3.14213308630233	2.52623251734291	2.1339534009261	1.93576211723202	0.272175971851484
"01524ceb0052552ad3c425bf777b0b3a"	2.80624711935579	3.3868854528544	2.62167861939992	3.09294972426935	0.822677526704856	2.73423021280348	1.17809108099992	2.30049696381896	2.68857512015687	2.21917087482767	2.00636003520829	0.378294673648271
"0160f5a856b526939ba1062b1cc9df76"	1.43262913232537	3.06451645660036	1.55620589783716	2.92773711846818	1.6338397510465	3.14336058605601	1.69310383295278	3.87403002630092	3.24516326260958	1.13275603323495	2.82206484156436	0.866782369862384
"017a60cbade7b309db182bcabe59d6a4"	4.1451666724416	2.96519885865507	4.03352325688339	2.98044962524543	5.55854297649261	2.59517768906569	5.73742113066673	2.0982825548125	2.81491527660143	4.36865465020484	0.979687226147219	4.74894969928041
"018de0ee05bc68de9383baf688539f9f"	2.6461868226658	4.07563602144234	2.78223811325	3.98151117665997	2.32473676631554	4.08644096121936	2.53886083207771	4.16835352960701	4.30540477379546	3.15394183860536	4.60467304362235	2.21675275451157
"019ee757485f09fa0c7881843036a765"	2.84485124259436	3.12427499341683	2.64921273137772	2.89503309916712	3.20462260866746	4.41197629498648	3.7162951605945	4.33825739765221	3.67824814144528	3.53854191169557	3.79283778967657	2.44918758536726
"019f94720ba42ef1861b87fc58cdd3de"	2.70880325082242	4.01383021556661	2.59710374270481	4.43833135088435	0.28294863740296	2.26939949186115	1.96208856978278	3.13905772863429	3.19444787725097	2.65157155616702	0.293606488391722	0.639639330590146
"01ac16555e036cea2ece2a239591aae6"	1.43128384339541	2.74173594281445	1.86828495357801	3.07656745954945	1.31606864651989	2.77792319057198	1.78394244339511	2.98960981594162	3.12300240220581	1.8605822847968	2.37630799717925	0.817506323046977
"01e013346904f75a91f713c559585ff7"	2.41922080405854	3.18964472892508	2.55777754755682	3.17649010837176	1.2575409642437	3.32257688439001	2.52711887748613	2.88832895056311	3.3930778405569	2.69874033177643	1.23298262095099	0
"01e9bb0d97f8ed373a8d529ffb971acc"	3.51099304748504	4.58182990858016	3.04404136964778	4.5901712624103	2.32514186532502	4.03493798786791	2.84464429054576	3.93560417132211	5.00850035005754	4.3143351481609	3.14703407059416	1.74657502164243
"01feb696b69822d637cdf0956d28bad4"	3.54819971569281	0.750897086100849	2.72753905368606	0	4.69506258883429	1.46163997778986	7.10513232761236	2.42179981441021	0	0	1.1373941234771	1.19066231144613
"02104476719f02b32307edfdb1e6a0c4"	2.32419001674643	3.95031444078268	2.11801300565494	4.30918439959845	2.61825575496584	3.55649842813534	2.61721822582201	3.93699197007367	4.31053063296881	3.43268958875234	3.92020990115503	1.22466062795551
"02266378f920e88e1dac1ed916c48ff6"	2.42957010474853	3.98599439682657	2.74163325761925	3.76043470656365	1.59848254244313	3.34583188778111	1.82462780259456	3.67091830099841	4.50437478985316	2.837053021873	2.14218857378361	0.304589493285019
"022b87e073ba519506a6d0d9dac1bba1"	3.87211517626472	5.79241068275857	3.542416233244	5.31437278574274	4.64126485469027	6.45534263315025	4.08640317941415	5.96228335766175	6.85243980118597	5.74862071326019	5.72222862352785	3.56779648591435
"02556710e6071f6303dfb662fc79f6b6"	1.32289268276851	2.9151651288356	1.78817928762172	3.68884118358684	1.8411347003077	3.65753490637757	2.39493808644789	3.46253976935244	3.58569992148892	3.11013886186939	4.11582517633547	2.70843112854014
"026f6d9d6a5c591d5465aaeddf6222f1"	1.53833300860698	3.5733117412422	1.80355192525492	3.16983938672706	0.569750543082658	2.88117941525289	1.70609681866154	3.15373394307853	3.83747149309463	2.62413984876645	2.18029180140774	0.503241335624878
"027ee5073ec17a7192c3036f2b817f18"	1.27306967040526	2.44126819275817	1.2397935132407	2.81128044935077	1.2695976102425	2.7055843634218	1.74905132203968	2.80155705892871	2.48116633017228	1.64706119653054	1.30876786014148	0.272175971851484
"028a375a3a51f2d5d05b85cf4ef10890"	2.35318314575714	3.25745017532796	2.81828481900126	3.31671734358368	1.62827379807631	2.94823958979269	2.11213970707661	2.85533669047095	3.71389396610865	2.65392482999312	2.64586971539035	0.577761581255031
"02a63d174c8502c109303db99cf1e437"	3.36607550812358	4.59638310850984	3.27052270191658	4.32077529899534	2.35621529351449	4.17105312227518	2.65945454509169	4.02737368735065	4.25100889695412	4.04280222531174	3.30279969570926	1.76592211143782
"02adf979cb3500c39977fffbf7d2a048"	2.99032539265072	3.85153728995448	2.97135067583936	3.60118022779063	2.69343198218794	4.46335682306685	3.4033624123688	4.39769008427229	4.44189764636657	3.23082301134941	3.67190990684254	1.84227584033027
"02c00510d4deae8d414f84d4af078919"	1.98502096606034	2.91514566799481	1.67246904803673	2.48256223713231	1.22727246803004	2.2870638867794	1.60495108111418	1.81909578367721	1.25419052048655	1.48314880248377	1.30942549866089	0.913038656992923
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.26535434841576	5.53818025750782	2.80413464363028	5.55638073383077	2.62032758942696	4.98169371106907	2.60363146405388	5.22714006271076	5.85449665299488	4.0399002869338	4.79362455690785	0.485899123826105
"02db2ad8ae83f16a31add624ea4ad90e"	3.52141301171573	3.80713348994343	3.2784382356794	3.57381927062879	3.80683591917502	4.20433673517617	3.59510514176114	3.76654464542628	3.51894189805816	2.81828481900126	3.60327058406059	2.69315386624531
"03202b02066380ba1d7fadbf07ec658a"	1.75951172167793	1.82353264640969	1.70030185873922	2.04079166556808	2.01274923614625	2.27233493582175	1.90661333014892	2.28399129476951	3.0974852900042	4.08316732903197	1.23711778987763	1.19927086752599
"03355cd11fa9d7ee1d42bfd508147739"	2.8552839286289	2.13322317389674	2.77173942025994	2.14185269188327	3.93449254394137	3.25249673450092	3.54671173267161	2.09303621394561	2.69879498109726	2.60961301295317	1.16881101060287	1.9896858570658
"03734cd02763530410103ffac1802bfc"	3.35747076950666	1.34398890591177	3.38068314583947	1.56272105466155	3.52533324053022	0.0907714602009842	4.14653757924743	0.282891230121603	1.00160411784012	3.3582045697683	0	1.11867101527973
"0381b98525605c48d762e395044ca5b2"	3.02784546282565	3.90535028578504	3.18243254718854	3.72042737477053	1.81923606902695	3.8165041516984	2.3195843593955	3.89493057875544	4.36379984227434	3.71886872519578	2.86599753142405	1.29143212464847
"039c7e0354d3997945bfb6b56867ef87"	1.09994473390189	3.20872043299146	0.826759819883865	3.00178889513652	0.585708952396034	4.05461077747009	1.04177770474254	4.19687851190346	3.74160235113251	2.33556522028864	2.60678329517914	0.35527296162064
"03e263884fc71d9f491555f67c1f630d"	2.82875392325567	3.77300158701451	2.59150197082991	4.06096988441494	2.39623371135119	3.29132968687858	3.1141083333368	3.35932299329192	3.32659949719087	3.0146189967138	3.22856453734385	2.72160991786875
"03f86a1233871340db1328f6fc35aff1"	1.89066545731287	3.68747459364064	1.88790112144404	3.5893578500385	2.91719597234695	4.6016783165018	3.44409427808387	4.67457956272469	3.61156944873479	2.42246841762399	4.09992706766885	1.3240162167382
"03f8d34575dc20b78b31c3c1177379b9"	4.46886693325215	5.52584799573757	4.22003315104375	5.33632771281977	2.89114654479417	4.79897184471008	3.79155588638415	4.79529166549176	5.5078267095674	4.31755157386448	3.91655167028953	1.61825225875625
"040ffbbb2858152fe7b1bfe2be12eebb"	1.75951172167793	3.12720780434203	1.43262913232537	3.25164887335695	1.18197900416292	3.26180254689475	2.03343333552431	3.38228635677039	3.42836497773307	2.14182931411465	2.97035902813564	0.345255691748679
"041c4b843dce3deada3d6b1daf849177"	1.58056507486498	3.83781656688831	1.03090430564403	3.27654832876343	0.345255691748679	3.03460908142478	0.250276111638924	3.27048255213054	4.31478178807226	2.46568135580287	2.56719867200964	0.0417722628722337
"04270753eac3e84e5b3f45e5131fd1e7"	4.28210270286552	4.72582199167488	3.88832030271528	4.17250087638905	1.85256507370396	3.79027207722776	3.00575509038497	3.76741836668033	3.97539209304481	3.71022256092869	2.78583040485358	1.34195436282276
"042f95fd86a3be60cda5e0a13e76be0c"	4.24425483564907	4.66871477583957	4.22904589519944	4.87743451348023	3.75163298466578	4.96991539158666	4.14327850970501	4.55479355554627	4.88705498668577	5.30612183232228	2.67763958350229	4.70502021777936
"04356242a8d119e65547c999cf90c0a1"	7.51415012172618	8.13240985345667	7.38581022174193	7.44318035978014	7.22876755314529	8.84626104642193	8.14564401683034	8.90735799062065	7.6890772428454	7.52903753909669	6.86233163496931	6.26003151956252
"04731e32cb646050ab7f27f284c04106"	3.84427079257732	4.71226070432795	3.34361064080917	4.84222453198652	3.53558598594243	4.25625263268348	3.28708863752169	4.4548569221861	3.17159971394148	1.1851568900683	4.83683987824067	5.10172576525769
"0495aca4ee75b03118200f39e55de807"	4.10460837528772	5.88112778154203	3.93083887152579	5.82626998246532	3.2764066493547	5.01998202367691	4.39562903858249	4.96734503369024	4.67309328547296	3.77624451854879	4.66698947273165	2.24560047581529
"04b93fa3ee523f9634c9c795a5f49e4b"	2.32255437306955	3.81120548804221	2.04079166556808	3.5863870437294	1.39017276502318	2.72535734386265	1.69051344028933	3.13066354637251	4.3127703356358	3.17718678790859	1.41240338141871	0.689894540081846
"04bd54b9e03f729a1a5670b1416e260b"	2.88854787340738	3.42890657799667	2.76819156891533	3.09370708189851	2.01843291645603	2.93321671817403	2.10523513333612	3.10075639263683	4.11692926367106	3.18135670318667	3.97295013207362	1.37202630479133
"04ca9aedc6db942a0474cdc0a762451a"	0.406131552651325	1.17489408682527	0.677322630212974	1.54913573862572	1.45833777496759	3.77179343573237	1.960087882615	4.12414060169284	2.08119001221395	1.49445345709616	3.77310133992148	1.17321963611323
"04eea75f54ae1103d2c566b1e826e22d"	1.80172630159524	2.81728719350596	2.22820631494495	3.25745017532796	1.36114987144845	2.0717711996756	1.14647154348538	2.03343333552431	3.30145807440464	3.74634379337615	1.31260180266995	0.739488157441084
"04ef5fcaf6bf35657ee641e7ab693ee9"	4.97221942112198	3.80921305098154	5.19155159119988	4.48136230007685	4.16779867422729	5.20639087560625	5.2794888523496	5.12448449272222	3.54768940686702	4.10038149374121	4.47692086434658	2.70843112854014
"04f27efead94a16b3e810b74f86514f0"	4.72537783544693	5.46927585754858	4.29857572985567	5.01672272801625	3.3895054634591	5.13525417720303	4.93239274017327	5.37845858167725	5.40060406285989	4.91402526986007	4.49850847970435	2.88038185792682
"05425468abc7b6696e6644b43e20a070"	4.174558024547	3.08458071211226	4.6774527073055	2.94808495608642	3.42575948807116	2.89414767627473	4.09447953546483	2.95700897806287	3.34361064080917	3.33650951603992	2.1766618857124	2.51516088501481
"0575b5bcc7abd6f7a59549c280abbd34"	3.27124877955644	0.284081101533432	3.59505199660981	0.580886768400243	2.38662821501551	0.157293678613881	2.60121400071692	0.283521505198277	0.347073340446514	2.07282819272316	0	1.48704765019561
"058b63372cbe61fbfecc853d367548c1"	1.71543622465645	3.38065448043083	2.17272694573582	3.11764454992722	1.87222562569603	3.94884819776504	2.81612672506801	4.40678806196964	4.21187126873268	2.67600898689075	2.94898484158577	1.01121429149598
"05c4489613b115ee4ec2ef8199067913"	1.94761957053934	3.99756957061917	1.65450667659212	3.42936855635285	1.48604586752504	3.3963260976151	1.79071957007138	3.64548443146251	3.84093424723197	2.72876037646361	2.40603397339616	0.89819725545676
"05d75b81fb54d3ff766fc90129feed63"	1.57820243937177	3.68472031444853	1.43830883913272	3.63557380162122	0.922532446973951	3.40180904958594	0.989990523832956	3.48408391921812	3.92244146293447	2.54407994385158	2.63366793014148	0.309369651817718
"05e856ee9d148f9da62ea0b0ccf6db24"	4.86166572466184	4.76742593085583	4.61030995471795	4.57582891008598	3.30446821223475	4.41542022277457	4.33341777344308	4.52720069854086	4.38337447592762	4.37099854825077	2.28108991814703	1.77589343337836
