"sample_020Bb"	"sample_020Bo"	"sample_020Cb"	"sample_020Co"	"sample_020Db"	"sample_020Do"	"sample_8_0_12"	"sample_8_0_15"	"sample_8_0_4"	"sample_8_0_6"	"sample_8_0_9"
"0691bcbf69519fb5dba78151aa18c728"	2.36228179950344	3.81144942744079	2.80584762441026	2.44737293558876	2.58306958510391	3.3600627431791	2.20895269402531	3.38730005223997	2.24746909669325	2.91741061692259	1.28783218220114
"06bde0cecfbcada397af9c0bf5f83820"	2.76226739007414	4.87812880845604	4.67232852241081	5.16384523442398	3.00115633669102	4.90457429612093	2.16092567154355	2.95688873726057	2.59407729766459	2.89792670284997	0.933001525551467
"06da80a2c361f6c3363b72be33e8e8d4"	3.0469025220633	3.21360082670081	2.84841109397278	3.56105248523441	2.99512579429032	2.98601539520877	3.88203214186155	2.24936404694985	4.47074824837464	1.93848378460319	2.82318772566313
"06f154fee6b1d89c4fb222e23f2b939c"	3.20103310609595	5.78067167370558	4.01164308426037	4.42867999369088	3.81187236145638	6.09843154867604	1.54712837193909	3.11540614267976	1.90157484723513	2.3710949678569	0.69669288710644
"07110273e3d6af343dda0d8332e78b96"	2.72730182695177	4.45524531152172	3.55238573527335	3.99793218855856	3.00036014840268	3.78097337639348	3.01565685419787	2.9536115193437	3.39440369004356	3.0024584023484	1.12910528224873
"0723628f526fba7f82f84bebd97bad25"	1.56380101150051	5.17540344286949	3.85514691408439	5.29154146186843	1.83502902602256	4.74392696248368	0.73514480375792	3.60548154069414	0.526138185789306	3.68399192960103	1.56043756617796
"073587e420e91ec5e53de8257bfaba94"	2.90157495053075	4.59011040563452	4.13753738791586	4.99381958772011	2.45933847105994	4.59460615125225	3.4365251694402	4.15906940942905	3.77264980571523	3.93740699647164	2.18490632685558
"0771eed1039e2a9a46dfc4bb7bc0681b"	1.8342924506519	2.89042217147511	2.09080067906513	3.00024227438499	1.54687223608357	3.29822790158244	1.87297072465288	4.64006918937671	1.65498166986581	4.555438702917	1.42999349270898
"077896f52217cf2755311d9ba92258b3"	3.744199758367	2.36621909725522	3.22304506785768	3.50067750648592	3.33196587864287	2.67855668858296	4.92419525211334	4.01081114139258	5.09026788680224	3.64179491868254	3.78209362562505
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	7.3546940297218	7.78300377041702	7.56231583139441	7.95818042242834	7.4832107394663	8.52183505169387	4.73854418622708	4.99266861561417	5.2341308687763	4.85501736060082	3.95366892922543
"07ab66989a508e3777a908855686e414"	2.27276238393216	3.2841548217859	2.24940791995774	2.64100229408786	2.09257689397283	3.21591063302883	0.397309272850899	0.888704095634175	0.199100008032773	0.606503735874923	0.28552174061444
"07ba0efc76158deb7ed94f5c6b5e148b"	2.29491789935798	2.90836277641297	2.8878709022281	2.9181733338079	2.63023159549431	2.66646216783688	2.39940034014406	0.0522484714430866	2.02938956145579	0.105956360485696	1.85691234835962
"07c4d0f20a81938b97f1deefd4690bd8"	2.71360275709186	4.06303076287364	3.32297216579376	4.00378960507092	2.32886824488394	3.97385243528945	3.09851085889657	3.26189393416216	2.64227671326264	3.20354839770938	0.993062125398682
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	3.59941667489158	4.27055912031323	4.01511381926042	4.19726768986165	3.73237448089814	4.38934841490287	2.66443709282314	3.78790653585373	2.44335939232815	4.1371194645759	1.884988697475
"07d44546198c8221cf2a9765f78709b8"	3.50319935679332	0	3.38600595612707	0.375393601359993	3.5231859850813	0.271214468256301	3.28028454729276	1.49116699045806	2.69209448117653	1.33112151170073	3.63886664518327
"0808113a681a013933c03815ed511b06"	4.17411774815773	0.976479197285108	3.30952817637197	0.871813600167629	3.80551129443144	2.50854928644202	2.84539404845866	2.46531433935047	2.87107698464589	2.51446114678686	2.58470540156622
"081419daef27076e9e23740f0f3d0cfa"	3.39313792464641	4.64348394952534	4.29638845986496	4.80577602843824	3.56015193297139	4.89862507363236	2.44199149391096	3.46916975039103	2.19479407049043	3.2576644446826	1.4412275231447
"08278cb30c0ecfa025df1080741366fe"	2.74390860134469	3.95379392557603	2.88481322673489	3.38123614178767	2.85762494155579	3.26965730029877	2.78944631578027	3.57521531344556	2.76736190491296	3.52602262399064	1.84217863596594
"082b8027abcaeb2baea3b91658963091"	4.73665672933266	4.71236915864773	4.6144170615538	4.56584477935464	4.97709232639752	4.46891004514281	3.69671561320585	3.81351396396318	4.14179782198783	3.78842963319093	3.32196669592263
"0833115e4467b0ceb8783aab127ff52b"	3.83253147249657	4.70804668703457	4.31709454276416	5.16118711722894	3.80155926823527	4.9564695553807	4.64006918937671	5.05839101865557	4.61014507070262	4.8082203464585	3.84805844221188
"0834e59536ad310cbadacdf155bdda3b"	1.64032491876484	3.8555967577817	2.65324279831801	3.40518971888725	1.72143992452678	3.38238463080179	0.88018990498759	2.57060783458847	1.16759466224874	2.6038037267589	0.644977646757877
"084d4e024d1f8ab820e3b9e6bbe4b0a8"	6.10819837476032	2.34740204105046	6.15272677979299	4.556647366079	6.29697569774722	3.31195107270796	7.27854964034959	4.18567568455165	6.89826878414041	4.03062888467809	5.18908612484189
"087615d55895b273be3ec65195fa1639"	3.46322425124204	4.44346283295538	3.91370694680269	4.92523840947579	3.19580599086014	4.53405035412378	4.07945167838589	4.92083020012909	4.48664130225617	5.46330427607617	2.91513070974945
"08ffb091e6fb80698e54de15a34c082d"	4.4190875652519	5.74859702590402	4.77208435624831	5.85564204045642	4.66346026369931	6.01067303715526	3.24709911332139	3.55465076706012	3.87340015343818	3.37511384118122	1.31412583615005
"090545e39b003a74981d7d9c506623af"	3.06276777655917	2.18427493337895	2.33718608415738	2.45580641214305	2.98257224465235	2.14882326022498	0.237055923894006	0.132451810084945	0.342976750614841	0	0.186120996439832
"09092441bfed8bc0bf33e10aed6db4b6"	2.02426187600972	3.14710743032369	2.28642043270779	3.18103718826405	2.31571535270159	2.77698827211684	1.1835610955773	1.57030449147074	1.49909969521682	1.23976919965097	0.331746803613881
"091b05420d1d03c04bff4485b8b1cb93"	1.70130945963931	3.15638831896017	2.16492266509513	3.40383616367915	1.67467943640726	3.29548480403779	1.64591949297112	3.19391471223492	1.7685631699357	3.27388054339267	0.478532157737582
"092f5a8619fb9350043cc4ea36653dd6"	4.24151556927612	3.72545532660379	3.53387083969936	3.97565614182862	2.91475863269659	3.21333908537555	2.39576792067951	2.50047614701169	2.51330426030796	2.25927249950548	1.41863182357884
"096c8afcca0cf3953b7deb7a22aa2c64"	2.39520912287122	4.72352091825204	3.57056405177555	4.36726131182965	2.35654169762021	4.27635690454752	2.81101146774918	4.54270014605254	2.67987265234074	4.41077231066342	2.86232425554565
"0974d5a60d20f55cae8db1bb4d3ae6a9"	2.82268979485994	2.30082527968132	2.88811543766372	2.78942519553556	3.11892206958423	2.33871209970945	4.45276753746351	5.48246631930313	4.48894176129764	5.42391155776386	4.19591618909759
"0977ec1ec766483e434b5ced6346bd40"	3.34634858096416	0.475085693652529	3.54732821690511	0.838254809259856	3.46372550831027	0.681198073483805	3.62747393998044	0.0610424168808622	3.78826278192229	0.0309869082261777	1.80545327955994
"0989c13d0c860d464a6d08c86ae36452"	1.50256389853234	2.52300710030052	2.19236860272225	2.87614969384908	1.49028593461657	2.53303062329444	2.13404650034742	2.90559117952537	2.55562875420381	2.64011251756672	1.03063586677215
"0996f829f4792e4b30cb5106215a8c42"	0.852002206151793	2.62721664745909	1.75806479270396	3.11393193352152	1.0607276425796	2.71147845126488	0	2.21560833358704	0.882212612887246	0.757525688896151	0.186120996439832
"09b2d834bd6ac6da3f312992a5ada13a"	4.09781624703166	4.90814333445766	4.5242003541589	4.82628093941266	4.31847903767142	4.84861225212568	2.48419128791805	4.08364766597142	3.08339187822157	3.85139824160959	1.37084282200565
"09c649de9578b51089151c3f67c6d1f1"	3.07820282916797	3.27783030786385	3.25529755155232	2.96821043589213	3.22639188583179	3.04750877664207	3.07873412938924	2.89077633528282	3.19189907194799	2.59848198836069	3.26026111746584
"09d19cff22a275f6b41de4a94d82edbc"	4.38138718656531	0.624889770843749	3.51584799986549	1.53028916662408	4.2815300557699	1.82200042871068	4.73575015956512	0.785786328683083	5.46731020539151	0.364803890356563	3.14467458951814
"09d8ddc69c0a38c3720e026fdcb1ea1d"	2.29235534710813	4.30528418764432	3.55146808697098	4.32071697514768	2.13320266347487	3.98908122702729	3.38325144564746	5.21550133676937	3.33118627766667	4.89725748118251	2.31829622426932
"09d91bd09f3acddc13ab643e76870fa7"	1.81003026206876	1.95839362179935	1.43272991400627	0.956506236320495	1.83825587339607	1.75000410866336	2.60616228783363	1.31950824925067	3.85010168491679	1.00785982582614	1.61962894305378
"09da4c4cd10311000e3aa404f8f9d09d"	4.0514042840557	4.90552289580292	4.36156037222059	4.5500739221017	4.12077790276851	4.7693719327543	3.9462140364248	4.03282909218911	4.28782202818169	3.85919102523289	2.6256250707396
"09fcb9ad80345395a0bea7730d6fe7e8"	3.3723244364415	2.46941807151909	2.92087473180564	3.3569424531537	3.0640086423282	3.2976254731605	3.74903563681814	4.64325533155156	3.95003976334887	4.78811081778223	3.41943695796498
"0a179124b7265fd051af45cf7bbb5a2e"	2.84044323766885	3.88230921439034	3.28045016495082	3.99573491165218	2.79730585161634	3.92754247937006	2.07781385039549	2.98640319302121	2.14227402403857	2.97728537744331	0.770919724544898
"0a21b5f060a23977f11f70419b706824"	2.71572255980788	3.62447756364197	2.91908770233597	4.05723442024572	2.66467912710434	3.88024036589241	1.31856783034212	2.26255361926321	1.18836767519544	2.30425649542248	0.159646407754736
