"sample_008Ab"	"sample_008Ao"	"sample_012Ab"	"sample_012Ao"	"sample_024Bb"	"sample_024Bo"	"sample_16_1_1"	"sample_16_1_4"	"sample_16_2_1"	"sample_16_2_4"
"03734cd02763530410103ffac1802bfc"	2.22947951794966	0.208991548400235	1.7922806234833	0.214181226751819	1.86816827715748	0	0	3.45935559183544	0	1.59102625329302
"0381b98525605c48d762e395044ca5b2"	2.38091815960227	4.70940521247607	2.28597671095102	4.30504419655968	2.07942715058055	4.80540818274086	4.69442115488517	2.55868593697836	4.72456665713492	2.5307946703015
"039544c0752df4a57b038dd86e16eba6"	0.66508458344506	2.31259680810178	0.65130643812554	1.98512536768801	0.857436292360128	2.43866461138687	2.64430766530646	1.26599842076153	2.32764349233482	1.60301895493584
"03dbe23a9e8b7382924fd20ec95338af"	0.885268479311374	2.34372127815125	0.851775677127912	2.09082216106371	0.98944267574987	2.66060912650207	2.99881069749362	1.95827261398138	2.42842189607886	1.46553618092973
"03e263884fc71d9f491555f67c1f630d"	1.64694080482394	2.98298866763787	1.31574447454238	2.18491186380871	1.48900662324777	3.00233989506128	4.26604974195891	2.64850696937269	4.59018157589475	2.93840226852253
"03f86a1233871340db1328f6fc35aff1"	1.79220603616886	3.47197344010359	2.06584832105364	3.41676146384024	1.13638804812202	3.77083586794474	4.26604974195891	2.21140073028907	4.05768462348548	2.33196601533823
"03f8d34575dc20b78b31c3c1177379b9"	2.45633964509243	4.01595822620673	3.03207124120066	4.3169047549767	2.27992842832299	4.11075130029584	5.2153497479901	3.52556497295472	5.31836253305665	2.83960043252224
"040ffbbb2858152fe7b1bfe2be12eebb"	0.756556157752879	2.92971319025832	0.345329325123889	2.99570927328949	1.43346416559628	3.10821841652186	3.4386542324321	1.99292567826671	3.71947432139644	1.50608027855767
"041c4b843dce3deada3d6b1daf849177"	0.0890497148335058	2.97826103645446	0.460849356454254	2.58629792341684	0.363993597142208	2.82412837690315	4.27081852735122	1.10314068664627	4.58566250239174	0.890432059700478
"042f95fd86a3be60cda5e0a13e76be0c"	3.04122605824854	3.70136481164435	3.34433686462302	3.57513500238805	3.88973649584891	4.120947219434	4.01486296544444	2.60893604705047	2.98272434427057	2.720110246606
"04356242a8d119e65547c999cf90c0a1"	4.31703475665833	4.31859000886342	2.93751173251761	3.54368953430052	3.50594925094489	4.29121774005769	5.59511682872916	4.82994588670689	4.28534460388476	4.0858600241903
"04731e32cb646050ab7f27f284c04106"	1.65150406155596	3.77771876556647	1.43102177987471	0.709729852874161	1.33518438622988	0.348167764622536	0.596192461709623	2.90257727812968	0	3.61388618695298
"0495aca4ee75b03118200f39e55de807"	3.51760732691308	5.29373106552926	2.89794522885077	4.88280972558623	2.65220304483522	5.43468514220735	4.72587976181195	2.11439257578946	4.41306293710726	2.09271308387308
"04b93fa3ee523f9634c9c795a5f49e4b"	1.48655385009557	3.19535901531452	1.32270086714661	2.80665361041941	1.45542880571348	3.00687597383996	3.47872406526155	3.00804614567527	3.46954775345704	3.42428988549275
"04bd54b9e03f729a1a5670b1416e260b"	2.74099807595045	2.97961407042341	2.60613670061847	3.3734832003941	2.15913957457523	2.83434329365794	2.5858203429699	2.08538086890509	2.76878487176501	1.74451306285115
"04c1a513f665c225f7ed173aa4fa12bf"	1.43979010333764	3.38029936464565	0.373196704877903	2.99969291982935	0.750292816540479	3.54984738906351	5.1523572621915	3.12911110454158	5.15629005415874	3.57155909265734
"04ca9aedc6db942a0474cdc0a762451a"	0.477494254333101	1.53304594934234	0.601530670749934	1.83132787833835	0.601530670749934	1.94408705966585	2.65268871300022	1.62366620844473	1.904361104584	1.46929177626596
"04d5efa38f3a410566bdc4ede3702fb5"	2.70339504934358	4.10790684396803	2.98500797326373	4.21839164143213	2.98568017002216	4.03674210863462	3.67506400882022	2.6814812860234	3.82305477687094	2.32185090956646
"04ef5fcaf6bf35657ee641e7ab693ee9"	3.50609313933672	4.35306926278684	2.93184287502408	3.3191413430418	3.5387005430271	4.69946275729538	5.11197612563793	4.82320946865892	4.76487060320923	4.2880442804189
"04f27efead94a16b3e810b74f86514f0"	2.44098436822947	4.03674210863462	1.9402714241418	3.33300615305938	2.32957603800363	4.50155043210273	5.07091826069245	3.73337808949927	4.8395054359534	3.92248944070028
"05114c017775551aa7d1fa1a490e42d9"	0.616006923365579	2.18191407863878	0.705315347225782	1.82705582548918	0.40918484795657	2.165263670127	2.88457299948159	0.767363257792956	1.85847909050081	0.699362884983915
"05425468abc7b6696e6644b43e20a070"	2.2568484753832	2.960906563656	1.95146893167524	2.47225088837964	2.33311123839745	2.66812278849652	4.63093409589428	4.63586310119548	4.63677774293067	4.32065886180169
"0575b5bcc7abd6f7a59549c280abbd34"	2.25846809256593	0	3.08110276335762	0.363993597142208	1.75379709736452	0	0.957213043546916	2.19704096815839	0.795513126646511	1.7004862597086
"058b63372cbe61fbfecc853d367548c1"	0.564395774148579	2.05738315958075	0.969457969333098	2.58729926558489	0.306922041485484	2.8444549201013	3.45140806023263	2.07984620979065	3.73691223630394	1.83356178307826
"059e24b38a4bff0d4f11ed6166a3437c"	0.214700004691302	0.426704611100583	0.287150681288502	0.901603399122278	0.391352660986791	1.14064954445917	2.19669554853627	0.259375186236246	3.00070687965799	0.781377813954305
"05c4489613b115ee4ec2ef8199067913"	1.32992108015891	3.6309433556027	1.26823128625619	3.9404015969318	1.16168880409597	4.23990134867592	3.96107723415012	1.96689861613133	3.87798193260971	1.71697153787187
"05d75b81fb54d3ff766fc90129feed63"	1.21319259106857	3.33928938177677	1.28156024103535	3.2061749282173	0.695402865099614	3.31606894098247	3.81873206741098	0.95827240241259	3.79507425369402	0.99915990937788
"05e856ee9d148f9da62ea0b0ccf6db24"	2.92544016556756	3.52625463665729	2.97690616930394	3.63516401818216	2.92829087647938	3.52781887247451	4.09536294349582	3.61592868906081	3.99809203521475	3.05308462969703
"06094dd96a7550292ac7a15406ee3eb7"	2.40320659725467	0.92297633335255	2.4604880100803	0.630276600967509	2.38376868806952	1.81845657554291	0.808128071651538	3.15847728749275	0.932094787291107	2.5448375408328
"06122d6c188a53fa3820d7ba9c64b053"	2.11240880442977	2.29524146737141	1.93646683836128	1.84662231815029	2.25947789116596	2.42852611260144	3.79980583655781	3.04817936206503	2.90492073965132	2.83700086820485
"062dc7bf1a892776a0d4259124cbb2fd"	3.08344177017508	3.58124197448263	3.16953944013333	3.56560543327048	3.23398822684499	4.07578577277133	5.01354411271171	4.61497117895824	4.65506252349366	4.49484945544585
"06308be651a239379c2200605a63c9b6"	2.09901007295023	0	2.15913957457523	0	2.54852521664737	0	0.383864734389722	4.02814831217654	1.31259473548749	4.30648331452106
"067925bf2c68cfbf03151580d443463a"	1.65463780477758	2.79653722194277	1.40793847868534	2.32892869304105	1.426796796839	3.05178883305474	2.11662065749258	1.79532756982615	2.08610227551776	1.91887900808997
"06850915424790786904937314f04f24"	2.79957367855015	4.17125571108654	2.86139693186	3.92787474932844	2.16639868251017	3.85755388646557	2.85618268734284	2.65300848655477	2.76913953657143	1.92048615624895
"0691bcbf69519fb5dba78151aa18c728"	2.52105339031302	4.41101410403056	2.21092832210554	3.67032194202469	2.26962392748209	4.2991079238616	2.24529887315872	1.04805403947753	2.33922166290851	1.69937975541061
"06a434056b6d9da35471b83529f52fed"	4.73174798960239	2.91251043445975	3.83636680461749	3.73622774595155	4.38607355981466	3.35275143324368	2.103611578727	3.70026415181056	1.84999252765283	2.90167277132631
"06bde0cecfbcada397af9c0bf5f83820"	1.55802893103806	2.74163737579214	1.35028548608546	2.9789066649919	1.06775366008777	2.93813442276777	2.7703150068312	2.06561272330467	3.63643611354032	1.55335772966885
"06da80a2c361f6c3363b72be33e8e8d4"	1.68427445756062	2.26642674860726	1.50690337435875	2.06866225807841	1.52245336420939	2.51799891530688	3.45200903551426	2.78903659031645	3.50069548134543	2.52538459511965
"06f154fee6b1d89c4fb222e23f2b939c"	3.7836247016468	4.7370095228934	3.4145758232229	5.39326598099549	2.14210232440707	3.9339142343903	4.89597684184095	2.01290475867956	4.53915355965773	2.66306720047973
"0723628f526fba7f82f84bebd97bad25"	0.136587343446669	1.34042318256374	0.170813930652351	1.43663213664466	0.136587343446669	1.63922193203076	3.06143808189669	0.31492022289764	3.47826724403753	0.0986156199039603
"073587e420e91ec5e53de8257bfaba94"	2.62437017822691	3.56912971372156	3.0246760452384	3.19686947621692	2.90569644196014	4.30298671782781	4.90166864513936	2.54831699001466	4.77854353866039	2.86146273516557
"0760f91983ac07c0e8e9f3efab81a287"	1.367901240003	3.21041372205412	1.16584405476335	2.10063964093039	1.41100282724313	3.00629726694858	1.87072867783067	1.5093585380793	1.89772450212851	2.07241868907767
"0771eed1039e2a9a46dfc4bb7bc0681b"	0.571933893311887	2.64467118525626	0.525828515443912	2.10551247224611	0.787297597189783	2.80095810380869	2.81846058546736	1.17691214276279	2.58236118942057	1.24090926706744
"077896f52217cf2755311d9ba92258b3"	4.05630626978631	4.15706521882974	4.38168817885542	4.44620038327916	4.79424101995822	4.60541543518765	3.18114045303795	2.77091598590434	2.76686740466477	2.83943566976243
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	4.31093502219139	5.28816866727115	3.88946436180551	5.04440354133174	3.52742804285105	5.63670936638692	6.96586972612103	6.38124691471954	6.61895522982722	6.21793234698036
"07d44546198c8221cf2a9765f78709b8"	0.879763667589162	0	1.18636519621154	0	1.62360311061745	0	0	4.39203067695585	0	3.41848587076769
"0808113a681a013933c03815ed511b06"	4.16016608672947	3.23302631243452	4.4223427299584	2.59142016376521	4.04046791201073	3.17727899043297	1.13180782601649	2.62135781484383	0	3.56675106718022
"081419daef27076e9e23740f0f3d0cfa"	3.67372089143691	4.57191816470118	3.80161532981547	5.10269918008295	3.53792719554645	4.74026944886144	4.5412075843104	2.39600658125193	4.37391068930641	2.11617816241334
"08278cb30c0ecfa025df1080741366fe"	1.96854000845469	2.83590559903618	1.94408705966585	2.64938524122676	1.75609774867397	2.95289392464017	4.14724104581481	3.22539023991533	4.27638780251183	3.45234634896839
"082b8027abcaeb2baea3b91658963091"	3.17106043036684	3.16743348654333	3.3466861831691	2.54575545834884	3.21326660473503	3.39102231799709	3.68291439849162	3.84101813980921	4.13381024536778	3.78713705871838
"0833115e4467b0ceb8783aab127ff52b"	2.55990473162891	3.07559027186211	2.06247085066414	2.52537018006763	2.46615272241379	2.65407717909875	4.8936494655858	3.10351983156033	4.89653018158098	3.56905861229023
"0834e59536ad310cbadacdf155bdda3b"	1.01129497401542	2.98834503498087	0.742989434791528	2.30216132018625	0.779386419852787	3.05866804288995	3.63500529876405	1.23719108058206	3.2079588428082	1.14583120909779
"08d7a738a4756ac72191feaf26591930"	1.92097175626346	3.86494292822614	1.7186366526748	3.53327450902203	1.59161400617758	3.830321289027	4.58127456621455	2.69756946961149	4.15027911263182	2.61657374318615
"08ffb091e6fb80698e54de15a34c082d"	3.33300615305938	4.69143952940556	3.5653976801998	4.8438597494251	3.38796859922137	4.89443408169754	5.46239133584446	4.36585525491088	5.43176994231659	3.91984862523504
"0974d5a60d20f55cae8db1bb4d3ae6a9"	2.41309368581868	2.50009883611624	2.33581926650907	2.40141444720305	2.69005977794375	2.40485388630592	5.17697979475654	4.71107356826717	5.31843509125464	4.60435871683604
"0977ec1ec766483e434b5ced6346bd40"	3.45656712270618	0.92297633335255	2.88539578715152	0.345329325123889	2.38376868806952	1.31574447454238	2.68046712848754	3.57239119861783	3.23767080740597	3.22715386713682
"09947d9e52474a7c0a88c03dd1c4cdc5"	2.89427053666028	1.98329607562106	3.63235222338895	1.8461379578391	2.67170843313975	1.77431485962168	1.60301895493584	3.83271811883102	1.49618052058566	3.94594810615988
"0996f829f4792e4b30cb5106215a8c42"	0.517933304252917	1.71385378205432	0	0.974491713162854	0.246395126108177	1.14489295748002	0.865746704060523	0.148331110471537	2.10979711738295	0
"09b2d834bd6ac6da3f312992a5ada13a"	1.9005223102413	3.70385229938935	1.62175381975745	3.37366521724621	1.61277601948682	3.36582292967012	4.83956054544249	2.11773935995304	4.89158794371668	2.39717911687489
"09c649de9578b51089151c3f67c6d1f1"	4.09580191643206	5.04902360962069	3.48470116980369	5.00183333694287	3.8774165501939	4.98322757727733	4.96318557912324	3.14070513720462	4.4572842350375	2.59470395830774
"09d19cff22a275f6b41de4a94d82edbc"	4.48766862559329	3.46866070308719	3.70711512605362	2.65223808436058	4.47668992013092	2.9379178197426	3.2717028599047	4.35370237909679	2.32907826218375	4.32099092044716
"09d8ddc69c0a38c3720e026fdcb1ea1d"	1.07404377126672	3.16045099876286	1.41411504801414	2.87811099397146	1.0196885682882	3.11262258489633	4.44814472794278	1.97869895805291	4.48069679976388	3.48600496541568
"09d91bd09f3acddc13ab643e76870fa7"	2.74869265950682	2.13897321350279	2.84522851893689	1.68959015257028	3.06198596357311	1.82061333050046	3.25894771412984	4.7800261276312	4.0676183783265	5.77342897781276
"09da4c4cd10311000e3aa404f8f9d09d"	2.71226696471158	3.30897993110328	2.27090503748478	2.45020995448319	2.425808856567	3.31865980048941	4.83716009266208	3.96830938359993	4.54875533563628	4.18962959019497
"09ec5fb7e5ff73deec56d65778be98ed"	0.23594130954407	0	0.15953473120401	0	0.501953381566355	0.40918484795657	0.97767628763632	2.84735882335202	1.57276313962257	4.45125808769799
"09fcb9ad80345395a0bea7730d6fe7e8"	1.87148060129691	1.93328105395585	2.06130342653918	1.86972285975527	1.52238525743797	2.12961588795534	3.42339219429901	2.01900329114498	2.63072704931276	1.77905060058597
"0a133b520b03346a629160a1e02b66b7"	6.77477736744441	4.90769614086921	7.80570350901792	4.25889108892134	8.78965295517889	4.74802711655106	1.93047564759129	10.2499420919181	3.6214874790796	9.86595752313129
"0a179124b7265fd051af45cf7bbb5a2e"	1.39134035863379	3.88154008632211	1.35768524528342	3.0774311474883	1.56415180189178	3.94607586898894	4.19633721298427	1.83592562579999	3.74183915177998	1.66931797478197
"0a2bedc2b9e2f372d7ea96ac9331bd11"	1.82276544387502	2.22596373415935	1.55576389162817	1.85866004227329	1.62622324717989	2.63039419853632	3.82467183253261	3.33030699674903	2.86015719402329	3.39492696361679
"0a3d2dbba6357dd3b8d7cc68bd934825"	1.32638094507519	3.55994578584981	1.45858907594012	3.28520376239173	1.48970380209585	3.86818481358508	5.11224367127837	3.26518695687024	4.93940994677423	3.02040059316636
"0a482fc1bd46974488a8258ac09ef7ae"	1.35536672412713	2.34903106755119	1.30127165744507	1.59641771229746	1.37100449847593	2.20584300312947	3.80575127473997	2.96623466544005	4.03647075137025	2.90734981160226
"0a6615421c77de34c12671148d5b177b"	1.68524892199731	3.41211367449683	1.60525015925122	3.11672367682035	1.35298353150879	3.69258737639346	4.89896124552256	2.55409108070405	4.56260114543791	2.75003209867476
"0a8072d5e752c9bb771c9801625bf602"	1.66091919769345	3.53122768039137	1.34496610326618	3.31075153938723	1.35590037786881	3.44242511177029	4.68380236702881	3.09885639033502	4.88618760891906	2.44598146629486
"0a88346680428af1533158ede0201b34"	2.61688256244724	0	2.88762186930476	0.113100980812874	2.1498825308048	0	0	0.643094576097711	0	1.31792789077686
"0aa642a7708a378ae2d52b09a6251f52"	4.48175224315054	5.41592628026341	4.22423017254454	4.73944735148636	4.0820018751515	5.34226284635793	4.53503280980543	3.32659157278778	4.63356409641431	2.65581358473337
"0ababa66302abc185f7420fe8592e464"	4.09274329334478	5.05026029425339	3.51964776253887	4.88078156377078	3.73210973392081	5.03557276205275	7.58735367285574	6.97203940088797	6.83337066887536	7.28086226578191
"0abfe6fab9f2f0326a0cf0b2819a045d"	4.64892852123724	5.57135211376895	4.35426693744692	5.22470554052424	4.41255365735909	5.42991412960802	6.73036175625705	5.71543495998254	6.22966869612564	6.30585690381756
"0ae7bfa0558543127382041ced659532"	3.56952889365724	5.48134983724947	3.77420116483784	4.73619287820354	3.26371342603723	5.43311671123149	4.21137661966863	3.27082541184865	3.81362393591218	3.64535365134634
"0b01334dee682a54a687843f4a0557ca"	0.928248946568821	3.93287233963743	0.41798309680047	3.26777607821569	0.698721614492547	3.39468706882314	3.69733217896632	0.902513865161984	3.66184150086103	2.0478910172759
"0b0887152c48ecaee3708409b923f793"	2.16220631041208	4.10330223884086	2.1167909136197	3.79475712352471	1.877153984245	4.9243686215636	5.80130118356072	4.14653864078174	5.76788970280032	4.21597579886098
"0b0d9e2666375b366f136e393aeb0d1d"	1.14064954445917	0	0.426704611100583	0	0.822981748340178	0	0	0.391721375613744	0	0.821618723586556
"0b181d48c37772c1041becbb17b33ac1"	1.02825241182638	3.02778722965437	0.426704611100583	2.58829960606975	0.954202896944016	2.89427053666028	3.71226848570436	1.4310980182903	3.06765769424553	1.39506330133656
"0b7adfa1cd85552388da8b57c7886d6b"	1.10603798316191	2.90087529104026	0.896188019556969	2.16678885182094	0.306922041485484	2.41991024606042	2.8552475231465	0.408291195071818	2.74278514136822	0.337081559074049
"0bb191da42bbc249401f322288de381f"	0.46187512363995	0	0.381415200364034	0.0854069653261755	0.163900492752088	0	0.0851092357321053	0.890432059700478	0	1.62074257329298
"0bc554d7aaa03639090507fee7831514"	2.21295137157188	3.16428108670757	1.80760247015481	2.41516617748862	2.30598879382669	3.21630031107807	3.2713875127129	3.85647566487711	2.86775832398166	3.67693874677502
"0be9f61b9f7def51e9fa6d1b63fa43df"	1.98372854886143	2.7612404937841	1.48635670215218	2.25622294427416	1.69644053381896	2.87559773613279	3.98634018426805	3.15406377299117	4.08769161369033	3.26688183404941
"0c01cbdfdfcabd0bcedc676f6c9d08d1"	2.31127869389878	0.363993597142208	2.59328635310839	0	1.97409908141457	0.181967327395462	0.387838671191098	1.90876116267907	0	2.30426907430129
"0c22c65174664996ca034f18427a602b"	0.256740790024731	2.47178552644794	0	1.71385378205432	0.256740790024731	1.26448118409241	3.86644291744663	2.4549210414777	4.05203712469969	2.30722093087357
"0c23f91edb5ca911f16c5ea6d2e6f7bb"	2.33709410380845	2.44951478289071	3.26121950362893	2.2683645838965	2.72641890130448	1.96417596019628	0.875299762613279	2.07653802785528	0.637848210467897	2.23597532636027
"0c641f1bb166c036145c1c358b3548c0"	3.58735891740197	4.50904863711289	3.27383927598345	4.5590436262726	2.97351094856539	4.62743106381884	4.8768659303017	3.27699121177444	4.89265035805936	2.39870003979562
"0c68649e567b8069a4e74d232b8bf5ea"	2.26263095094754	2.51681543945394	2.50057533561373	2.04712945888757	1.59431919846904	2.53701471632522	5.19782329054135	2.68249441608568	4.39001308292585	3.58520107842061
"0c69526b39e6c700505869e1bb26de49"	1.71305561256926	2.04765282637788	1.81258081312708	1.79022599570202	1.28723995726447	2.33326808715117	3.41194943114572	2.050275994049	3.36839581675185	1.41752790417788
"0c8a4e5e6583e8f749e0fc431bc19e9b"	1.93277806493398	2.64959240544088	1.53894402155102	1.73670685612455	1.38512493375007	2.33708045658344	3.27531339674177	2.02665634548633	3.40873702035162	2.18843158761647
"0c8f6e3274d9d3dff5e25b844ec01305"	1.89130536268789	0.136587343446669	2.18191407863878	0.101147654004846	1.62883653656336	0	0.501662167245997	2.42262016868138	0	2.53549757257035
"0cc5c86249ec081e574cccf28c21ad70"	2.67170843313975	4.17577376979872	2.41397663539353	3.7276252949178	2.71930825736773	4.76177278597225	5.99266554062646	4.54420205142791	5.33362831189503	5.06784678800891
"0ccbc537e9ee03b714c7210425b6ddcf"	1.1104305108892	2.80418610051231	0.928248946568821	2.0924651155772	1.26071696570852	2.87793951910038	3.02328547368651	1.5603997575175	3.23767080740597	0.781377813954305
