"sample_16_1_1"	"sample_16_1_4"	"sample_16_2_1"	"sample_16_2_4"	"sample_CFAb"	"sample_CFAo"	"sample_CFBb"	"sample_CFBo"	"sample_CFCb"	"sample_CFCo"
"03ce41b70baf38697859cf6c9998b33f"	4.42039219863745	2.30869359803045	4.06355492214368	2.49845807965306	2.18183295390923	4.18825594598542	2.32841578942857	4.45802517571834	4.26890631165795	4.58617377121524
"03dbe23a9e8b7382924fd20ec95338af"	2.99881069749362	1.95827261398138	2.42842189607886	1.46553618092973	3.34869802694281	4.32095760787418	3.18916849959766	4.13274878829435	4.01126218387143	4.1857145046282
"03e263884fc71d9f491555f67c1f630d"	4.26604974195891	2.64850696937269	4.59018157589475	2.93840226852253	2.87003026543823	4.33520270619549	2.55429588715606	4.33121048959039	4.06749053211758	4.43989055514105
"03f86a1233871340db1328f6fc35aff1"	4.26604974195891	2.21140073028907	4.05768462348548	2.33196601533823	2.05581256323007	3.71387075380019	2.39297701615981	3.60590102475664	3.54149344224035	3.83195225736148
"03f8d34575dc20b78b31c3c1177379b9"	5.2153497479901	3.52556497295472	5.31836253305665	2.83960043252224	3.62998131606633	5.33268188437168	3.74310453660768	5.12594786733843	4.87854298739545	5.13565776833335
"040ffbbb2858152fe7b1bfe2be12eebb"	3.4386542324321	1.99292567826671	3.71947432139644	1.50608027855767	3.30780379069418	4.16017574750925	3.01951950079696	3.93814429453501	3.33741519665251	3.89701056046747
"041c4b843dce3deada3d6b1daf849177"	4.27081852735122	1.10314068664627	4.58566250239174	0.890432059700478	0.823066055894185	3.22849152548149	2.07509008782214	3.40882739890616	3.59007893013907	3.60961197920315
"04270753eac3e84e5b3f45e5131fd1e7"	4.353172993248	3.29581227310933	3.79980583655781	3.25723932456514	2.77037828101363	2.80133020027161	2.29679878455363	2.27827272810035	2.39158668818491	2.72954655662928
"042f95fd86a3be60cda5e0a13e76be0c"	4.01486296544444	2.60893604705047	2.98272434427057	2.720110246606	6.77638104601482	5.77420614428535	7.90390148721853	5.60526692313243	6.66721661617845	5.51542269241611
"04356242a8d119e65547c999cf90c0a1"	5.59511682872916	4.82994588670689	4.28534460388476	4.0858600241903	8.84474141752591	9.03238650133904	8.52937760148863	8.6841784920523	8.44455260022459	8.62830749392922
"043b4a5d64c5e405fa8ce60a25bebd8b"	4.32712000425386	1.49618052058566	4.12355751178324	2.62946965727925	3.8786257127994	6.04245062230855	5.03056319459117	6.3553668446928	5.4647726165609	6.02296860174974
"04731e32cb646050ab7f27f284c04106"	0.596192461709623	2.90257727812968	0	3.61388618695298	4.3555139592736	1.86557854251166	3.41033550157318	0	2.85613819708856	1.71054652153513
"0495aca4ee75b03118200f39e55de807"	4.72587976181195	2.11439257578946	4.41306293710726	2.09271308387308	4.01593347828187	4.77821901696939	3.87104933273867	4.91053841229129	4.721103903821	4.86971060399188
"0496149b2d1f183353cbf9189b7049e2"	4.42146028188587	2.06117293217649	3.82854213069284	2.14432226988289	1.68267053014832	3.20162386186038	2.38880021972723	2.87776057010096	2.7741814531702	3.09183559328513
"04b93fa3ee523f9634c9c795a5f49e4b"	3.47872406526155	3.00804614567527	3.46954775345704	3.42428988549275	2.37616412528374	4.23711472897298	1.33454622646608	3.85925544589822	3.96705770801109	4.1475181211372
"04bd54b9e03f729a1a5670b1416e260b"	2.5858203429699	2.08538086890509	2.76878487176501	1.74451306285115	2.97048021633026	3.52868757889785	2.98267500800202	3.72160159296205	2.52616780808455	2.87746313128321
"04c1a513f665c225f7ed173aa4fa12bf"	5.1523572621915	3.12911110454158	5.15629005415874	3.57155909265734	1.93162343538412	4.49299646864873	1.33854215808238	4.27632906221879	4.02792352359319	4.32237110563532
"04ca9aedc6db942a0474cdc0a762451a"	2.65268871300022	1.62366620844473	1.904361104584	1.46929177626596	1.92941717025393	3.24344167820545	2.18696771061684	3.31280031777901	2.83045613468081	3.3050171167769
"04d5efa38f3a410566bdc4ede3702fb5"	3.67506400882022	2.6814812860234	3.82305477687094	2.32185090956646	2.02818403612554	2.02216300297813	1.79233130569841	1.81239442977735	2.14335017698097	2.06742361482243
"04eea75f54ae1103d2c566b1e826e22d"	2.69457258468514	2.59470395830774	2.13386083254529	2.67026857995912	3.09940484543592	3.39310902559088	4.19675733755919	3.90714810237316	3.24403506028052	4.04989209662072
"04ef5fcaf6bf35657ee641e7ab693ee9"	5.11197612563793	4.82320946865892	4.76487060320923	4.2880442804189	4.36154715436437	4.06410003959473	3.86946366927018	4.13201676936626	3.95285150232726	3.94640696339387
"04f27efead94a16b3e810b74f86514f0"	5.07091826069245	3.73337808949927	4.8395054359534	3.92248944070028	3.52818803018075	3.95780308192103	3.34602316271079	3.95080546871783	4.03735945101144	4.04697297140155
"05114c017775551aa7d1fa1a490e42d9"	2.88457299948159	0.767363257792956	1.85847909050081	0.699362884983915	0.924576311460928	3.07862494698355	2.5471763490947	3.40933035254568	3.2338993642195	3.37921458752842
"05425468abc7b6696e6644b43e20a070"	4.63093409589428	4.63586310119548	4.63677774293067	4.32065886180169	4.0437787224735	3.52191772882188	2.12171815772504	3.7795267796906	4.06383875571353	3.93041020009948
"0575b5bcc7abd6f7a59549c280abbd34"	0.957213043546916	2.19704096815839	0.795513126646511	1.7004862597086	2.95506764706644	1.0941991922976	1.62461227906322	0.265187050560876	2.4220036382418	1.45157219245917
"058b63372cbe61fbfecc853d367548c1"	3.45140806023263	2.07984620979065	3.73691223630394	1.83356178307826	1.51368971671481	3.25053912953685	2.70544307215979	3.3166693186943	2.93915218656847	3.48157775539701
"059e24b38a4bff0d4f11ed6166a3437c"	2.19669554853627	0.259375186236246	3.00070687965799	0.781377813954305	0.616076053364569	5.02548160684481	1.57848868800348	4.86561667423622	4.55516355822675	4.7422765009563
"05c4489613b115ee4ec2ef8199067913"	3.96107723415012	1.96689861613133	3.87798193260971	1.71697153787187	2.87089214509185	5.37778906815171	1.85611672393786	4.91679418933923	4.84847526489195	5.01321984459965
"05d75b81fb54d3ff766fc90129feed63"	3.81873206741098	0.95827240241259	3.79507425369402	0.99915990937788	1.0806601082386	3.60713954033391	1.37380468886667	3.94552493593259	3.51425055282815	4.0421777636338
"05e856ee9d148f9da62ea0b0ccf6db24"	4.09536294349582	3.61592868906081	3.99809203521475	3.05308462969703	4.34531130043619	4.7719315078004	4.32659965045596	4.66997992034403	4.07112902155703	4.36657933714471
"06094dd96a7550292ac7a15406ee3eb7"	0.808128071651538	3.15847728749275	0.932094787291107	2.5448375408328	2.82505924841799	1.13098395956164	1.59405296878842	0.416782161336348	1.17420696465362	0.375857771355506
"06122d6c188a53fa3820d7ba9c64b053"	3.79980583655781	3.04817936206503	2.90492073965132	2.83700086820485	4.72326847861244	4.70002673564509	4.0485662777858	4.438274539682	4.50651531493493	4.52974225383957
"062dc7bf1a892776a0d4259124cbb2fd"	5.01354411271171	4.61497117895824	4.65506252349366	4.49484945544585	4.04564327410308	3.93368961991052	4.37866870312696	4.34452215195428	4.08938026044102	4.38816048409702
"06308be651a239379c2200605a63c9b6"	0.383864734389722	4.02814831217654	1.31259473548749	4.30648331452106	3.76706005976035	0.0902031953501191	2.77952260099954	0.126914742547285	2.51736132039461	0.149972289824486
"0639cd2e7dadf3ff0a4ebc918d2008b9"	5.29914508910114	2.18235642703933	4.89093450695111	2.73091468962518	2.22383794571959	4.88200809243506	2.4417833982948	4.88626525166598	4.86585106512645	5.10245556092933
"065c6814da267ed1133339f9baecf63c"	2.39600658125193	1.2701643958894	2.60569863549186	0.346824184128204	0.773330940650903	2.45200732165019	1.60643354245478	2.73027295000448	2.24807605714798	2.79367471245213
"06608aa469565b1d3a438c87bb960551"	3.09013758954706	1.11777222582309	3.20698160829281	1.0527623976559	2.8955688960141	4.60703420761982	3.59843754502658	4.64647234681005	4.06148412357254	4.38834940377467
"066aad56751f9efcd6546c0e2594e7bc"	0.465141829828828	3.10418426567034	0	3.60149113336266	4.66397540310288	0.154683109489998	3.84178919286364	0.128280631474234	3.63961315661102	0
"067925bf2c68cfbf03151580d443463a"	2.11662065749258	1.79532756982615	2.08610227551776	1.91887900808997	2.64059585784864	2.92156259534959	2.10136418611821	2.56087469142591	2.29903452406891	2.03188880271374
"0691bcbf69519fb5dba78151aa18c728"	2.24529887315872	1.04805403947753	2.33922166290851	1.69937975541061	1.15582728897325	2.67295449502231	0.900965129756271	2.5676071292843	2.34440341963025	2.4016779378484
"06a682855ca27c8ebdd9ed2556447b9a"	2.56097547202754	0.176033494972864	3.2492280210274	0	0.782175854769953	4.80597140384092	2.86830427441508	4.78649905022579	4.38967084312314	4.64924111779122
"06bde0cecfbcada397af9c0bf5f83820"	2.7703150068312	2.06561272330467	3.63643611354032	1.55335772966885	2.58572104749307	4.5700803147472	3.20100476449496	4.64632640944763	4.51220594032723	4.67651519037364
"06da80a2c361f6c3363b72be33e8e8d4"	3.45200903551426	2.78903659031645	3.50069548134543	2.52538459511965	5.62363792796428	4.69635467352138	4.85283677391235	4.91412740090534	4.57211213728124	4.60089675388218
"06e55c354504ff6531cbdb3cc5cf43a4"	0.936503187320648	0.520659853669112	0.783300277550243	0.739729985124124	0.977417680353125	2.70469013727297	0.3711195287521	2.39590633423437	2.00982594346686	2.24633215515308
"06f154fee6b1d89c4fb222e23f2b939c"	4.89597684184095	2.01290475867956	4.53915355965773	2.66306720047973	3.66835240849015	6.22007778437943	4.2616424940752	5.78786111314704	5.75058987444686	5.96931423014375
"07110273e3d6af343dda0d8332e78b96"	3.32433929613094	1.58130712218336	3.05288167952486	1.94424653206822	2.26887938420886	3.65781882870031	2.25302503253051	3.70866580676788	3.6818439629849	3.90469993709636
"0723628f526fba7f82f84bebd97bad25"	3.06143808189669	0.31492022289764	3.47826724403753	0.0986156199039603	0.36535952357165	4.44275703913043	2.85613819708856	3.95197514333281	4.24825932850966	4.44864333864284
"073587e420e91ec5e53de8257bfaba94"	4.90166864513936	2.54831699001466	4.77854353866039	2.86146273516557	3.69591127282495	5.08839083434917	3.3708888157514	5.12594786733843	5.09540135224309	5.4321196024912
"0760f91983ac07c0e8e9f3efab81a287"	1.87072867783067	1.5093585380793	1.89772450212851	2.07241868907767	0.875497914880333	2.25296347357651	1.02252074116078	1.44341671879942	1.40155821440687	1.88618061363643
"0770ab0e479e6e586e8685465d538066"	3.38442656928562	2.76924290752437	2.11622292555645	3.18073782023618	6.47667031112279	4.49112325240254	7.06106801240177	4.09598135527853	5.487622018017	4.11129960959644
"0771eed1039e2a9a46dfc4bb7bc0681b"	2.81846058546736	1.17691214276279	2.58236118942057	1.24090926706744	1.47923598864259	3.0080758926107	1.68038179219131	3.10797035650387	2.98302063819563	3.14102442747427
"077896f52217cf2755311d9ba92258b3"	3.18114045303795	2.77091598590434	2.76686740466477	2.83943566976243	5.80303201226441	5.16597178485746	6.664970240388	5.17332268940287	5.84064523876233	4.85666886396065
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	6.96586972612103	6.38124691471954	6.61895522982722	6.21793234698036	8.4509948384797	8.32920607641386	8.08064949229241	7.85221578826683	8.05577516656444	7.74298630247948
"07a6681550e750fe5bd3e83dc318b5b1"	0	0.336302222169575	0	0.492656357808617	2.29066148851644	1.38528785476226	2.57303717807191	2.85613819708856	2.67970175408517	3.21697802518504
"07ba0efc76158deb7ed94f5c6b5e148b"	0.332548272226965	1.46077081811666	0	1.98608995180974	3.57361127954449	0.669271079041189	2.53457767176657	0	1.80136919452773	0.600968196517218
"07c4d0f20a81938b97f1deefd4690bd8"	3.15089929387509	1.16505337378249	2.42130617743396	1.31089655749108	2.39297701615981	3.64756942385694	1.7456610789824	3.48344712895408	3.24876948366039	3.49735713986647
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	4.15655960492301	2.72414478562667	3.89726585229324	3.36467571081497	3.21697802518504	4.03359575769531	3.86469153684482	3.99459862564553	3.61043476892206	3.8220175944249
"07d44546198c8221cf2a9765f78709b8"	0	4.39203067695585	0	3.41848587076769	2.98168649177862	0	3.3550886592124	0.14156900430699	1.88654587552334	0
"0808113a681a013933c03815ed511b06"	1.13180782601649	2.62135781484383	0	3.56675106718022	5.71824035622475	2.06788976524886	4.28891280023661	1.55797724608407	3.40498795330159	1.82916839693511
"081419daef27076e9e23740f0f3d0cfa"	4.5412075843104	2.39600658125193	4.37391068930641	2.11617816241334	2.54209920811357	4.19046398578506	2.92714682883294	4.01979045966785	3.48061097794707	3.65728470014024
"08278cb30c0ecfa025df1080741366fe"	4.14724104581481	3.22539023991533	4.27638780251183	3.45234634896839	5.59858760453765	4.87692182013403	3.5854517360655	4.52908605944994	4.41867587133673	4.57542140650201
"082b8027abcaeb2baea3b91658963091"	3.68291439849162	3.84101813980921	4.13381024536778	3.78713705871838	4.23359263345766	4.01976410923612	4.65098587364226	4.24847661330442	4.37675948757684	4.42870466509651
"0833115e4467b0ceb8783aab127ff52b"	4.8936494655858	3.10351983156033	4.89653018158098	3.56905861229023	3.73804992690926	4.73094192018346	3.54149344224035	4.92874949341426	4.32920838866474	4.54842602045311
"0834e59536ad310cbadacdf155bdda3b"	3.63500529876405	1.23719108058206	3.2079588428082	1.14583120909779	1.50021037391633	3.19603813883734	0.918525033961229	3.10214315738198	3.15991837255207	3.20717855781014
"084de90dee50689f7517a25348a908b6"	1.78009132711494	0.7184376631709	2.0478910172759	1.68316706998949	1.3305342632979	2.04995608674831	2.04995608674831	1.52698978071307	1.50697275672892	2.10518141058388
"086eca5f643453c1cf040e3cbe8b2c3c"	3.74499368409473	1.19686842789995	3.63564121691917	1.31884761519315	2.57766812986931	3.87610662534824	1.73766646984775	3.62147667490279	3.72015484043406	3.69061175281776
"087615d55895b273be3ec65195fa1639"	5.99458616478579	4.48320892619749	5.88367755660639	5.2040250935008	3.62634532284419	5.40897190808905	3.18225134179111	4.93336045012917	5.04369496437811	4.94609426984444
"089f050dd822e3fc12b55d0a998f6f6c"	4.0455805577105	1.95172861746134	3.97750410719699	1.79249719703996	1.9873416035314	2.65328027373257	2.28138433677096	2.99775103448424	2.30896152030279	2.66287262367634
"08b5865dd5287e44cb75455288ca80c8"	0	4.36698317206647	0	5.84260737524625	3.81231934842163	0.842900778806099	3.02986119937821	0.375857771355506	2.34604373649839	1.10613856175358
"08c119aa2b071004f6bc3b8b3b1c8ce4"	3.81362393591218	1.48282652127474	3.58725190669666	2.36588960305304	1.03309622322309	3.83261107210797	0.988830160220261	3.57528110044969	3.73151337410534	3.6818439629849
"08d7a738a4756ac72191feaf26591930"	4.58127456621455	2.69756946961149	4.15027911263182	2.61657374318615	2.86310835476479	4.71458192435027	4.57306855830449	5.21161254620148	5.09679757737449	5.63453931470685
"08ffb091e6fb80698e54de15a34c082d"	5.46239133584446	4.36585525491088	5.43176994231659	3.91984862523504	3.96330833978402	4.8110593650845	4.71512705023307	5.24761063693983	4.52744368716396	4.81944127717771
"090545e39b003a74981d7d9c506623af"	1.07826875510851	1.3839947189686	0	1.94962353162252	2.89585931495555	2.38489253821322	1.72076496378859	2.15094621078853	2.38418466650484	1.61138996116177
"091b05420d1d03c04bff4485b8b1cb93"	3.38994821301758	1.46587927171264	3.53726334288561	1.12260221540821	1.87728129293938	2.95432510785447	2.14513189919911	2.78831589929613	2.63708567289124	3.00455761540862
"095b4c9b7ebbd7994ba837f7b745ceed"	0	0.519434064588303	0	0.746901194891311	0.789108057705738	2.51695361611625	0.710075091580594	2.59824604932332	1.53685001515019	1.77443967714405
