"sample_16_1_1"	"sample_16_1_4"	"sample_16_2_1"	"sample_16_2_4"	"sample_8_0_12"	"sample_8_0_15"	"sample_8_0_4"	"sample_8_0_6"	"sample_8_0_9"
"00306dbb19665982fc78754ac92927bf"	2.48193977238682	2.95384616368784	2.28299717831376	3.027821320873	1.64288042543432	3.08852182469592	1.86568999706804	3.01256697149005	1.09810282558049
"0051ee453ff489fa79b20379bcc79b6b"	2.37398004813342	1.88522339592511	1.25827589272424	2.15577665535745	1.68168564112163	2.26908373709142	1.43375220957934	2.52344956918842	0.224563342932916
"006c80037cfc5a276d7d1b8ef20cdccd"	2.78991690168542	2.55346711079066	0.675017170393496	2.76748321988921	2.04483663967561	3.62324124190396	2.9688519415957	3.30269495826241	2.36193869177658
"0092362bbf11972deda26d5b9e919f85"	4.89120543817544	1.66931797478197	4.65857769285256	2.01290475867956	1.48494259976513	3.56490091590526	1.40713958198137	3.14701197893242	1.39160821754363
"0095b52bd61b59e97345c0564dc8496e"	6.14513243040775	5.48512588353003	5.71709215985505	5.83907875062416	6.07164680196743	6.68845390703444	6.72209380526998	6.4599296809764	5.9789204579702
"00a550b3fa43f178639afb2a02540b16"	3.64458011856188	3.57405333621416	3.40579373555818	4.00620997284737	1.28431036083497	1.10333710910382	1.91789037903873	0.407830308814445	1.17387806649657
"00b08f570ae6322b03af00df9230f86d"	0.611905671277479	1.5255905428715	0	2.37281445304717	1.43375220957934	0	1.39551373181746	0	0.104496942886173
"00c4a692e67b1c93a289ffcae447cfcf"	4.91048332371871	3.11541261928986	4.56136439019034	3.15784797676697	2.46685568744965	3.84452718098621	2.30394049757037	3.72723399682425	1.65577853313254
"00cee8684ccbb62fce87c20103b8aed2"	2.90654077637384	0.890432059700478	2.3824293809837	1.12740898828547	1.63151937141254	2.28489836969581	1.98364818751443	1.87315921854321	0.93683959424233
"00d413ed2e7ee7dd251ede7c7ed3ff78"	2.99182806202906	1.5255905428715	2.61115097276207	1.65527438541602	2.26745520101031	3.1997060532766	2.51965712991083	3.1483637428222	1.03864145308687
"0112c347c6def14a99ba74cd77bfc94d"	3.45327733108006	1.60534488780071	3.18317151838227	1.32465606308192	0.926792197953112	2.69465907215343	0.94530569694268	2.19479407049043	0.199100008032773
"011b116b1e264e2cde7ec36aa569ad7c"	4.83024401595929	2.12261016841739	4.88985322591189	1.99813304266913	2.00209494622719	4.62891389973583	2.2376787175397	4.3267622025882	1.12910528224873
"0127000197e26a049598b4a6d0225ba2"	0.17896520959305	2.22916183226529	0	2.32364629171513	2.16700926353372	0.136477568926128	2.32240848092588	0.118527961947003	1.2105978850176
"013c9c13c8d7029019462bef0627adba"	3.45397618763146	1.0526305682192	3.75791065167579	1.43295292740123	1.9240293553094	3.31617965252278	1.95770152164937	3.48800228905079	1.53603680383569
"015116cb2ae1efade79e1af688f3c15b"	2.20815154883239	2.58246853502406	2.35611353757127	3.38041974720093	2.3306126263542	2.71674086101518	2.77137999201965	1.26673124205471	1.27994446729997
"01524ceb0052552ad3c425bf777b0b3a"	2.86015719402329	1.38769787573231	2.98511682856144	1.65809892540673	2.86350289009041	3.83726411377998	2.85719683871086	3.59083588199424	2.16635016339032
"017a60cbade7b309db182bcabe59d6a4"	4.95434888112948	5.14754854511918	4.37912141861755	5.3359837666131	5.99028869606603	3.20737603502321	6.25975163696519	2.95607043912102	6.18530007961185
"017d459400583fe36857c77a1d541f39"	5.83041976581375	3.48691136184084	5.43989926050183	4.18355401888583	3.72996285446471	5.52732334818822	4.10416670004041	5.39982170470114	4.63274823170951
"018de0ee05bc68de9383baf688539f9f"	4.20697669546922	2.7734186277729	4.43594422632915	2.89841421931827	2.46900014274866	4.61763276444356	3.04529318823797	4.74636310402903	1.9935578922028
"019f94720ba42ef1861b87fc58cdd3de"	5.81530449917208	3.55603890851393	5.52598094313943	3.93037029973101	2.38423291178722	3.41789060460382	3.4871396985217	3.15509528838766	1.17387806649657
"01ac16555e036cea2ece2a239591aae6"	3.04606971626084	1.84999252765283	3.32446225900453	1.49285870188942	1.05969896916914	2.49204460825491	1.27980077837349	2.32185861945031	0.29510109682646
"01b2f3b340d5c58058b29719f8ce8d4e"	3.21763179378907	2.44782538128459	3.18415900524358	2.15805522249332	4.44780707181443	4.4273395220225	4.45551275637583	4.62104597608628	3.96775768624105
"01e013346904f75a91f713c559585ff7"	2.80973541109082	1.26599842076153	2.06681161892481	0.932094787291107	1.25782442340836	2.48486198212375	1.26673124205471	2.05184113053799	0.28552174061444
"01e7154d4b5f3188595e288aeab7f7a0"	5.18861310826286	3.06834638044642	5.23328560378681	3.22008061881242	2.97632965424395	4.85722120514154	3.20098847585504	4.65260323922272	2.08368154016861
"01e9bb0d97f8ed373a8d529ffb971acc"	4.79090582483253	3.34137115354463	4.64301766822972	3.19674080285296	3.6374634153515	4.6428007894329	4.08396690007592	4.78719303150561	2.75249366218931
"01ea06c562e6b8f6bbc5be68d99c0373"	5.0468400664328	4.81424030549847	5.17228830946525	4.41054790857773	5.26152179675598	5.61446222335741	5.34713396846323	5.3721453566533	4.1077959519296
"02104476719f02b32307edfdb1e6a0c4"	4.92402920224024	2.73381099095554	5.06457882350648	3.13040598847989	2.69465907215343	4.12141716964486	2.76048931878345	4.03648166499788	2.10115606562648
"02266378f920e88e1dac1ed916c48ff6"	4.59707139916886	1.92401066775368	4.39915134130375	2.52369858513178	2.14076486037811	3.92656147210738	2.21531947368005	3.78140371513655	1.52997488200336
"022b87e073ba519506a6d0d9dac1bba1"	6.71442971961789	4.28335712864629	6.97971557052	4.36114185806529	3.46916975039103	5.4974714252251	4.00543684285676	5.40993562562401	3.33231079024156
"026f6d9d6a5c591d5465aaeddf6222f1"	4.17037662260648	1.72886901150983	3.85866450628833	1.34618877658338	1.75776825836069	4.15505024741948	2.03553249544821	4.14712067668836	1.47419167888141
"028a375a3a51f2d5d05b85cf4ef10890"	3.90966024935685	2.03222007315161	4.10472889534691	2.92480360211415	2.77039481738953	3.65714789113642	2.55205675776206	3.17106848956421	2.31674595305549
"02a63d174c8502c109303db99cf1e437"	4.72993946315186	3.44670336515838	4.29634553610779	3.20758075505875	2.98272686871106	4.33297913239584	3.25463239094031	4.12141716964486	3.70820667430442
"02adf979cb3500c39977fffbf7d2a048"	3.78811774616292	2.55042643707852	3.8790776576497	2.26544442625633	2.56022350028729	4.16710639718374	2.88275264838923	3.80433771948091	1.8921626453948
"02c00510d4deae8d414f84d4af078919"	0.988754266967805	0.878202497224955	0	0.528202959477528	2.73120505724617	1.80547024372335	2.82231372105734	2.12570088183291	1.81878855316649
"02c19d40dee2d87c409a2e2f7b713d7f"	1.45423382461391	0.917409326572197	0	1.58241764355261	1.49770832119226	0.712215233549702	1.1132434629301	0.603262446267548	1.04892016578155
"02ccf6f06e50ce9c5e49ffe2278c9f27"	6.01101834933212	2.74718860317572	6.08949190929917	3.0211225939092	2.78891378871158	5.45332893475352	2.67012007087517	5.36619797702963	1.62591765943108
"02db2ad8ae83f16a31add624ea4ad90e"	5.25624721840803	3.57984915748381	4.60835159991979	3.94537545704264	3.27863524426965	4.02248974212148	3.28807735725062	3.93784652951649	2.41704385381084
"02ed78575eba82d038ec26a744d9b6c5"	7.75673182073789	7.10162418444655	7.71887052519047	7.00528839713632	3.95440058862732	4.33104509940061	4.56241604681644	4.07948019834384	3.55812443555441
"02f7b0f943947c68160210ebf8af9e7d"	4.2093167308395	2.70870545684233	4.39818136583241	2.94015186299597	2.49139753831836	3.71627728235545	2.95770636633574	3.89107160975016	1.79505137827834
"03301869149c66370d4f5cfd7c5c79f7"	3.16537369279384	0.932094787291107	3.41411064542382	1.19238492341925	1.37184852058817	2.89705868382261	1.37583181910898	2.99539981829687	0.648509582540956
"03355cd11fa9d7ee1d42bfd508147739"	1.79929777631917	2.10060489388527	1.46862512084882	1.97369495136238	2.42237444545787	1.35950363164444	2.78101996663475	0.81505843816658	1.97579578737546
"03734cd02763530410103ffac1802bfc"	0	3.45935559183544	0	1.59102625329302	0.0300736292207735	0	0.0487138497797326	0	0.904814925526267
"0381b98525605c48d762e395044ca5b2"	4.69442115488517	2.55868593697836	4.72456665713492	2.5307946703015	2.47965446520454	4.78224559125134	2.51684830201988	5.39607781787786	1.93907256589414
"039c7e0354d3997945bfb6b56867ef87"	3.44276842414089	1.53956916111075	2.42993424162884	0.838545395506943	2.50047614701169	4.50594167554301	3.04154238271945	4.14612504458098	1.88259662967757
"03dbe23a9e8b7382924fd20ec95338af"	2.99881069749362	1.95827261398138	2.42842189607886	1.46553618092973	2.73528760548187	3.91488945323843	2.79281184934882	3.81981613337936	2.11263837843561
"03e263884fc71d9f491555f67c1f630d"	4.26604974195891	2.64850696937269	4.59018157589475	2.93840226852253	2.70312877740534	3.55190236044552	2.75048471880785	3.32611026363486	1.19791207515497
"03f86a1233871340db1328f6fc35aff1"	4.26604974195891	2.21140073028907	4.05768462348548	2.33196601533823	2.6655323249428	4.37900557586769	2.64897654258682	4.4054840456924	1.52682644164513
"03f8d34575dc20b78b31c3c1177379b9"	5.2153497479901	3.52556497295472	5.31836253305665	2.83960043252224	3.39704075484587	4.76705336143708	3.67685059662013	4.82034859561654	2.78894915747479
"040ffbbb2858152fe7b1bfe2be12eebb"	3.4386542324321	1.99292567826671	3.71947432139644	1.50608027855767	2.88042152926521	4.28386404060122	3.09851085889657	4.14637404555606	1.66396246069339
"041c4b843dce3deada3d6b1daf849177"	4.27081852735122	1.10314068664627	4.58566250239174	0.890432059700478	0.509455996151454	3.08884511910802	0.425388491341913	3.13122690262876	0.168660245918363
"042f95fd86a3be60cda5e0a13e76be0c"	4.01486296544444	2.60893604705047	2.98272434427057	2.720110246606	5.60356312055005	4.94498090082711	6.07668102923715	4.63381921528841	4.82629493288727
"04356242a8d119e65547c999cf90c0a1"	5.59511682872916	4.82994588670689	4.28534460388476	4.0858600241903	3.55980215533305	3.57073299078487	3.67285937017169	3.35978537867497	3.05947312359436
"043b4a5d64c5e405fa8ce60a25bebd8b"	4.32712000425386	1.49618052058566	4.12355751178324	2.62946965727925	2.47431542694076	2.98192945137653	2.89008727298973	2.77137999201965	1.65798423735335
"04731e32cb646050ab7f27f284c04106"	0.596192461709623	2.90257727812968	0	3.61388618695298	2.87231082789412	3.76046164122099	2.84971441792548	3.68032306162141	1.74805357230317
"0495aca4ee75b03118200f39e55de807"	4.72587976181195	2.11439257578946	4.41306293710726	2.09271308387308	2.58225051782161	4.48113414095386	2.72502635402033	4.41199554698355	1.70769501850996
"0496149b2d1f183353cbf9189b7049e2"	4.42146028188587	2.06117293217649	3.82854213069284	2.14432226988289	3.08276868356363	4.00342826184253	3.84772287720606	3.94213109367771	2.12774587356616
"04b93fa3ee523f9634c9c795a5f49e4b"	3.47872406526155	3.00804614567527	3.46954775345704	3.42428988549275	1.88657208930637	3.39088915900071	2.27948614832231	3.03523253996517	1.0996645059565
"04bd54b9e03f729a1a5670b1416e260b"	2.5858203429699	2.08538086890509	2.76878487176501	1.74451306285115	2.6127139409578	3.54238300577354	2.46499505655525	3.68320096195146	2.13335285606042
"04c1a513f665c225f7ed173aa4fa12bf"	5.1523572621915	3.12911110454158	5.15629005415874	3.57155909265734	3.52306805154689	5.28945331667799	5.07229592808631	4.81065779239386	2.08759124247029
"04ca9aedc6db942a0474cdc0a762451a"	2.65268871300022	1.62366620844473	1.904361104584	1.46929177626596	0.91425666456116	2.45423573604631	1.16410035884127	2.14815290688094	0.951401472186501
