"sample_002Cb"	"sample_002Co"	"sample_021Ab"	"sample_021Ao"	"sample_029Db"	"sample_029Do"	"sample_032Ab"	"sample_032Ao"	"sample_032Bb"	"sample_032Bo"	"sample_040Bb"	"sample_040Bo"	"sample_040Db"	"sample_040Do"	"sample_043Cb"	"sample_043Co"	"sample_056Ab"	"sample_056Ao"	"sample_18_0_14"	"sample_18_0_17"	"sample_40_2_1"	"sample_40_2_4"
"0138509a4a7bb4c8bbf80e2f2a2c403a"	7.9612841262676	4.99549945578319	1.84486170930634	5.71252542043803	2.3136507034738	5.21179690076542	8.45605276474845	4.15337498930314	8.8066631921188	11.0838397304019	11.3665185139855	7.28098442596205	11.2691539742087	5.5112285397202	0.413356555237524	0.718915312133346	1.73660804004637	0.848690889671217	4.64571102323183	9.90494872269143	0.639639330590146	1.8411347003077
"0170558beaac4caa6407d21f1b1863a4"	4.0370482506394	5.65404894565806	3.33030198723991	5.6173243264255	4.23512598475073	5.56240982912823	4.41636470189612	5.20454333975628	4.46230779468463	5.24631860232252	3.64084662809156	4.85570397631713	4.09991402393697	5.12057849320175	4.79327119287292	6.03333754752799	5.84201909199554	5.86163852112567	4.84011423672567	3.91896882726102	6.05288324650252	4.16471111422225
"01896a313d0020c8b2b980d58a1a0267"	7.28597742292573	9.46110009036526	7.20180793582844	8.41445057568539	6.479521469081	9.2317714393859	7.54524032463161	9.57897685193816	6.93119078263545	8.24675373480403	4.13472966131745	4.15326891587208	4.37731053132017	3.89139367650833	3.07547679831388	4.72097699463804	3.53972107946796	4.97582189232886	4.44717161250441	4.05866384255838	3.98041418927072	2.1035015151719
"019824552e3a676db7346d8a462c6d9c"	0.126463473628098	4.20653158417467	0.221029317897004	3.12940790577548	1.87475473688025	3.58613218761092	0.601962927402062	3.68828835444895	0.374990092938378	3.2902447406582	3.51696060108462	4.5704834985878	3.6603668044639	4.90688755129493	0.120420443525521	1.98773968155296	0.157540356946515	2.75833391603588	4.87412193601927	3.67698145278141	2.01084747458841	0.157540356946515
"0209584f794e64ff8cbb96bea8f1325c"	2.8096451960773	4.57419119395426	3.74373408574266	8.17215399364897	5.76061594244734	8.273709790956	2.58912258566423	4.682478870393	2.60169593257626	3.8166774609985	3.98034307511472	7.57301030446026	3.61488502916733	7.24892290845876	5.12667248523145	10.1603066751072	5.62327961766974	11.3265326021451	8.52937409405582	5.78603045784432	9.15602239188261	2.71034016322134
"0228318ee8fa9c5d265f6bc85d541024"	4.03227830695968	5.01877980401668	5.16467169158097	6.35820472706437	6.31721406456789	7.05077169089365	3.46222609437189	4.77720264947202	3.49548725325025	3.98673036077301	3.84248212666978	4.3236729479563	4.13606535270423	4.2535552756023	5.47617395113116	6.93726472377806	5.27565798745408	7.09701147574974	4.28854116407467	4.24425483564907	9.24283938497598	7.27730026423784
"02677ced35ad45c6a17b10f76f78b09a"	4.11923131856698	5.60430594030451	2.40233992613104	4.40985773169969	3.36935921697999	4.8304512911055	4.46172445980535	5.80199580291068	4.2817087308736	5.51493036011371	2.81128044935077	3.9822652294824	2.61803066778008	3.59605393498217	2.97108798229613	3.95131204317033	3.30394597222354	3.83702028233493	4.155627790639	3.51943660954334	3.29555282566869	2.87718525238498
"028ee642eb064920b3b1a73eace34e08"	4.92602260799831	7.92120063599468	3.70130938149247	5.11099042368383	3.99492083336404	5.45920161067542	5.59853590234029	8.4022582458671	5.11342688861123	7.4078168549612	3.98243200261561	6.2273314859457	3.78985606614296	6.96962860695807	1.87222562569603	4.46160944430283	2.47225166214593	4.36156621558011	6.62155630419711	5.45976018459052	4.18914872007952	0.811495389808975
"02bd86316727e7c5abcc64d7385868b5"	1.33428133410273	3.62701394396393	1.54977283011237	3.17759622566289	2.54671175103493	3.74353997303256	1.37770154842186	3.84554483371739	0.975087048063854	3.27634108940244	2.78482603990426	4.48196020104521	2.42366934031681	4.46346721102743	0.632110786476946	2.48299382149789	1.18197900416292	2.44179227282126	5.49154712862027	3.71348669720678	0.884552356086942	0.511800947982658
"02bf24f80d39db06b856a301d860ab19"	2.1958207034774	4.51567555007983	2.02221489021764	2.68135024180551	2.45944524175013	3.65081303450746	2.87066711246627	5.10335215658239	2.49499393495887	4.01144323647933	2.32908095679801	4.18732020092286	2.10181439253156	4.20167313997463	0.35527296162064	2.4393149650254	1.01637350471662	2.41037588314108	3.98537383387804	2.906966631468	2.01464738787102	0.676454631951391
"02cb5f2bfea2a37020777fd75fc88635"	2.78498667403531	6.06658600372706	3.14279630575638	7.97910233932326	5.32312439015419	8.23276992064288	2.84454949348525	5.91373933716923	2.36133218865493	4.55098072280213	2.98926138242368	4.62923626088129	3.08839349341437	4.33642631503656	5.48280480472851	8.71491872703237	6.08109559165287	9.0811610494184	4.56615177237088	2.9654483084454	6.99759302802687	3.33007072021658
"02d9bfbacf29e21709f9ea6227d42cb3"	0.802056740901611	3.39162181524269	0.481438006871399	2.75676671176564	1.73772206232814	2.90265380163608	1.00637016423164	3.38593462952023	0.779127609638688	2.54117623355032	0.718863659064582	2.30937200968302	0.718863659064582	1.89380449471756	1.97005152960584	3.36376124586971	1.72654071678562	3.23753658479563	2.94369659840687	1.86576862697598	3.72353200871631	1.19066231144613
"037c1287b740ca30010808aa48bdfce3"	4.38057555734383	7.14407924766457	3.58235903382675	7.08809390196369	4.136897072769	6.83680274290563	5.36471660223011	7.37685702805985	4.38694729917831	6.36554638200448	5.84104765410255	7.39448246554594	6.0768944629594	7.37645023777962	3.98571897379169	8.74381704947992	5.26767180937264	9.53909571195303	6.53906287935736	5.66620662943763	7.10687341469097	2.8553271379996
"040ed2ecb0d3491b52973596fa95cba3"	3.46854741554119	5.65475710482809	3.35272956553301	5.27612533489753	4.07894695854765	5.48505781232188	4.03496419932771	5.93335236740147	4.41921003352641	6.4293191866429	3.00758178991114	5.41875598413452	3.00012759993927	5.52651293490663	2.87397839577879	5.6407320581859	3.01806072786954	5.45334277511711	5.75286973754458	4.53188418361694	5.14250854442903	2.00320405371597
"0411ac2d97adabe3fc25319405b1189e"	3.78274195016599	5.38104362259028	4.68211881963984	4.88227708791505	5.74674080957541	5.27137197836312	4.66326672076607	5.89145515804463	4.11042637062038	4.40921575035675	3.81893355797141	3.70036573350687	3.37438443942747	3.91863708410663	3.92723668823353	4.44555967001124	3.5943239919386	4.53957514960145	3.90393034803069	4.36464647084235	4.25160599862519	3.53889542755152
"0416cad93e1297447e4c699ddd42b0c5"	3.68955212781824	5.58785351289207	4.09892200782114	7.11234511321595	5.25823111239611	7.68147108964033	3.7975889382116	5.57419977092622	3.91711945643122	5.04777261413351	6.45015351575772	6.77118832834979	6.33001720083859	6.24409286297156	3.28974140041645	4.27995501023479	3.58687247572563	4.2026368958983	6.7195472990838	6.1139190544301	3.10267476223239	2.52938818003171
"0430f86decdd0bd5c0a936c6d744c285"	3.69491653615095	4.11251972717557	8.05882566193193	3.10937194978402	8.16163366707337	5.09829143129001	2.29092868394893	3.17351524330207	2.85306717882645	4.73186617001143	10.2933336372234	8.92519576880568	8.45221784069726	8.80276755263888	2.01654194344079	1.91712141594869	3.4660995554201	2.42306112151016	8.00655899808979	11.3204630174229	0.963542952109095	1.18197900416292
"0442357c053901d07a24f83ca900a610"	6.00676057413411	5.46769720608386	2.54063774920287	4.62451976949896	3.4776582977566	4.36291414917506	3.59606501735044	5.30851163299303	4.08240032970085	5.33387459366971	3.15640487874355	7.36944062889705	2.87661767826544	7.27114760324244	1.8450648939479	6.80361809917188	1.97998104766591	6.96816783843623	7.84488292586895	5.08815988770315	5.26733586028296	0.618739303635437
"044e2b43b0cbfe1fd830937719e114e5"	5.59775922159005	7.74901180811321	7.01261112396362	8.23703066092703	7.23089330932905	9.06348089057728	5.57432723400863	8.18343865631967	5.48610438883528	6.8725428580995	5.82891993869227	7.50979820467409	6.32549155602374	7.44682365758488	4.40888854190093	9.25599986375297	7.86845697651761	10.4729379883662	6.99735539471931	5.72785011033064	5.31096109692521	1.57795001189835
"045b0e11126b6d2e5d18dd483b814a1a"	6.39223260800755	1.31637123565227	3.95574204745092	0	3.95307473355761	1.09672384000418	5.86809130815298	1.32087892226901	5.80535059928105	2.57253726556527	4.79556572693849	1.07175483449823	4.88478480386211	1.58056507486498	1.6366111530382	0.227885888635805	1.2575409642437	0.261285991031888	0	4.51740397873122	0	0.193331557022263
"049198db23cfbd348c88feacea39f911"	2.50742771929258	2.36291988457846	3.79036462029581	2.20327954231457	5.05263956545175	3.50729102851362	3.09393599031235	2.75863728951835	2.87922356934228	2.93267558728995	2.8142883315435	2.39210581893246	2.74700164723715	2.42662407490397	6.77654965659553	5.17049237383064	8.73321545534424	5.1769785676266	2.98589403641809	3.09294972426935	2.59264072440056	3.15232624235692
"04b43c4dc222ed588f7ce3bc282486fc"	7.57646827395015	6.81832996161862	13.1398259501119	9.5287930177992	11.64447251192	10.2972249165388	9.04337833079645	6.68464912260498	6.75511828700333	7.16348856839754	14.5016203928172	9.56993724046588	14.4952240354623	8.57133538593296	14.3058680807145	16.1135273171348	16.2979507061625	16.9866951794948	8.35307349493415	8.8359489690461	14.7535612246869	11.1158322178527
"04f3d3fdb938002fc1ae3168a29210dd"	2.84062154135723	3.61347793029828	1.52988375206856	3.294255616488	1.78551669023598	3.03143526832295	2.77453008657199	3.8830137359658	2.49915573106006	3.07075718233566	3.92656870199009	4.57651656394731	4.08316732903197	4.99400307573822	0.878664043587919	3.03734071074712	2.06277555747136	3.10650049617233	5.11317022153693	4.3669802534853	2.19465004384492	0.324914993947949
"05125836f2d61271016ae0802d7bd9a3"	2.64808283407985	5.05736026690781	4.21046775769821	7.41802037354987	6.50184181168721	7.93616718488633	2.93804547896905	5.07605370301901	2.34369910887191	3.72795734456854	3.47958025102747	4.64171135081767	3.45245117526956	4.38128761166363	4.32331500509015	7.62267261538504	4.76004393483482	7.72423791531153	4.84800498584708	3.79669295873283	5.61569453939113	1.97049727463098
"0516dfda2186bdd19f07278e681f4146"	3.05214241588418	7.4275725699402	1.83360493981795	3.43374201313788	2.80374697283691	3.63217152702489	3.86724783815281	7.13025793650207	2.70798980100243	7.12075095774224	1.86318050145632	3.87454541215828	1.94762296705899	3.37780933442291	1.6666001707111	4.85958757288742	2.0824602308496	4.12666769551731	4.67667563164857	3.37780933442291	2.69507633664122	0.0818693460457127
"0540f377b232c6adfc02907921e2cc31"	1.95772733596494	3.21397853268457	0.777010273566937	1.92109331446399	1.43881090703014	1.50273427296696	2.34045941940611	3.31748521084717	2.21990291331036	2.72275777914782	3.24187811132048	4.73698282595313	2.49780549336351	4.53291307430413	3.45160145191008	5.77742950964994	4.61784848227814	6.30425347599707	4.70062465738188	4.38374754468346	6.71277654826136	3.74611054625651
"054ceec3127e1f5bca0aabeff1c3af4b"	4.49149904676034	4.06000373049084	1.91882668064557	0.183137890169845	1.6102655698312	1.3861043430676	6.04627212444011	4.53007025871758	5.93262111048825	1.61452184211922	2.62893484108667	0.550892132979074	3.03444805155666	0.168645125977711	2.8041436498289	0	4.2013601175459	0.0686814896793344	0.125398409394334	2.67830551491865	0	0.35527296162064
"05a90bcc3454a13641d4448a893573a0"	1.96955217512968	3.47430706521539	1.75658124087844	2.71363855711294	1.91655489752449	2.99032367341021	2.12593597744211	4.18624353653559	1.88624082080065	3.12031591039146	2.33556522028864	3.59834186734775	2.20085132605857	3.24190461504902	3.68716854133702	4.88333770327269	4.70037704227291	5.08953615010524	4.29516615538953	3.26449525327795	5.4966547287223	2.6912276928369
"05c42291f78d276f588198977f28d709"	2.19206372747482	3.8676306656372	2.98876807975236	4.04108266473971	3.26987383566384	4.06471628090027	2.87827645935483	3.99575950418636	2.49499393495887	3.1941399193407	3.42728089641818	4.24401522172765	3.14606424280683	3.72361898791783	2.27893385621381	4.09919239795982	3.41670626801152	4.50245072945659	4.27608678456759	3.207369884682	3.32159855426807	0.542473245863567
"05e0956be94316a390d48a0b7180c51d"	3.94195645592687	3.78809703552653	2.58938827933855	2.67284573203266	3.05356523761156	2.71875008595308	4.67323382720763	4.12387760361404	4.10349315262535	4.30404525516956	3.81415656116202	4.04237911216397	3.69912677056549	4.0505546260504	2.96377441788366	3.54260550457022	3.23137695906053	3.81124908855967	3.41747091320198	4.9185521684139	2.8528793414884	3.82219754899211
"06337cc772e982db771f13e10899e176"	3.00701790062104	3.47273953873538	2.71568630504166	3.30168344510725	3.35812424410857	3.53200983130898	4.11456334474375	3.6987713179114	3.48366097201773	3.95817823453652	7.17123895436	8.17399786361333	7.83337481898046	8.2731209576957	2.56501366308619	3.86124679838052	3.76192924516289	4.13830149368856	8.16252816549548	6.8969418519476	3.21438254518966	2.12750286888355
"063f36c3100d763046ee74ca4f412f86"	1.67664000810541	4.34945354502922	1.4052485894117	4.08442687750271	2.77813332249513	4.47427075528253	2.42891056018744	4.20552689814931	1.78692195396252	3.72063828597092	9.4366164809313	17.9725952690524	9.38249166495663	16.9228705387225	3.65599053463717	8.69069317415554	3.60231398415101	8.5933082395514	15.8179337235283	11.7622282470427	4.70077536359847	0.931782737430579
"064013fefe6d49c19ae2d9606a1afd74"	5.57824138326463	9.55858362404214	3.07177574894799	5.18086914339444	3.7223341976604	6.13313707907781	7.97388983277924	10.1671167132106	6.8458045714032	8.90365049702492	4.81742543226886	9.0168386909824	4.20326052697327	9.16693173779861	2.2274105438495	7.62988045813183	2.94979873277665	7.34824871770815	7.57365246454768	5.478344911775	4.63617458099708	0.565437937439563
"0645343bac152d194b084f45b0103b51"	1.17072579701004	4.28542763845236	1.23887778678852	7.55998025356333	2.8841780628393	7.85790556014665	1.55623163155937	4.70270546115788	1.71981080511546	3.20239678832033	3.70036573350687	4.68302989727329	3.64084662809156	4.69836084847441	0.639639330590146	2.58772155312235	1.07143463257993	3.19476647614638	4.63492605618911	3.6307205399404	2.11728703079972	0
"064afb2e2575e5d6e5cecf7ab3b577e9"	2.23983675518835	3.52866706838008	8.14381493910995	8.32217510276143	9.10871894816191	9.43708163538467	2.52781319013215	3.68321722893005	2.38333376679946	3.26803350244869	8.48054555213828	7.58056889402045	8.33907094813968	8.0511426031569	7.46026798148866	8.74503901950181	10.8671062857771	9.48454613270177	7.39892251966194	6.89933131259477	8.35287886754228	5.62770156974332
"0651b5efdaf443357668abedb695b40b"	3.72145416509236	4.05034300435453	2.17908549890835	2.79339084986904	3.19040309663471	3.31412927579075	4.44426222876563	4.00070642211332	3.94293721878198	3.99047645089325	4.99536056040064	5.48713237848857	5.06215126368984	5.32125136050402	1.85011689544677	2.9055933745985	2.4626052281039	3.02153095714907	5.28290469926156	4.70457922670029	2.75833391603588	1.9212939264043
"06757bcd7bc8b955f8e94b6ae58a8cd7"	2.69127128577795	3.50109423868317	3.68504691002016	5.59696183210952	3.33136567868299	6.61963146156742	1.99965793585318	4.15210647077433	4.17852813083884	4.86775063477837	3.24255719461752	4.42282062880213	2.56036192820261	4.31478178807226	2.4389712842084	6.40448364157715	3.25748269883152	6.1995168396614	4.03354482090647	3.47700343506902	5.41202493303712	2.60653707898979
"0682b1eca2e53c7e0d90dd1326692742"	2.09531156898022	3.97761894854798	2.20068330503559	6.20581160727819	2.29306535961888	5.98392521547635	2.06585706405741	4.69872343237931	1.91147278883524	3.69584714825594	1.69724730425851	3.37209464207489	1.94045242559749	3.07768085620116	0.697910318784997	2.10869337933684	0.66189074815939	2.55512160755656	4.56909938664332	2.98505042520713	2.03714854388958	0.569750543082658
"06b7892295e942dc077eda2d7e4e86fa"	3.79000263744593	5.12662939426501	4.43729387247832	6.2762161800129	5.60823704051508	6.07055637206658	3.99606940454523	4.92614416406916	3.58303760040931	4.92345116764084	9.16359627693338	11.6035018508716	9.78111905467826	10.8181532817211	10.7892758313325	19.0128771499134	10.4932153934426	16.8100945507834	10.2172664416845	9.56075374516574	10.286497396265	6.17087500858325
"06c3d7a612ed19363bb3ab44dfeedef3"	5.62207807074098	0.611150481755214	5.71024276199029	2.1159084666365	5.85069001473657	3.06589153121471	3.72998094557128	0.315337608319727	5.06473064339199	1.50518966686339	6.43324535160919	1.54913573862572	6.3766218403342	0.125398409394334	6.16682066604915	3.56297008280079	6.29909718811798	3.45807214231338	1.08312633113266	6.31409210115095	4.35610900580737	5.6490770321735
"06e4ab61cfc23b8257164f5fc6b3d8f7"	12.5332137018061	4.72947948769974	5.28337021234075	0.490945313452563	6.02828656839108	0.452361416572393	9.46036817287583	3.52767762744353	10.8609647652574	4.80818005847378	8.95893093018306	1.31144209435533	8.60210818930292	2.49009046059418	4.98061978884843	0.511800947982658	3.92133751042451	0.431991485478171	0.389713622246241	9.75329311976946	0	3.70656383460664
"06e624f5e2fea0d9214e4299e4cc276c"	0.647079157998886	2.82874425489024	2.14208662038612	5.55873485873577	2.69131018290745	5.87634078308792	1.25103232894514	2.67049356393948	0.949336263936235	1.83378266202071	0.616104136061633	2.08119001221395	0.541219029085784	2.46851469951473	1.94658684633522	7.49298880380129	2.09498484994631	7.29927634431806	2.64684832937577	0.702453739880245	5.46231666477427	1.49014344203704
"06f2fff6329a0cf37f63af7b10e0c5a0"	3.95914322363271	1.79814719089155	6.41790552061691	1.79122790283834	8.4824840529175	2.91350888622596	2.48941779259873	0.690247480490327	3.71777745555044	2.86107327399108	5.92382282802836	3.2106437041502	6.51205361528476	1.35595441456455	8.14052166332537	9.98284045392068	8.35275547922901	9.65839308235233	1.15212710265273	8.34010444859486	5.9315431478545	5.17986494976358
"06f8a3a147fca20397796827449cea8d"	3.86480814082256	4.28054373024389	5.4680155607119	4.53593107307907	5.81388887827099	5.24139951110195	3.70873261934874	4.32187528912581	3.77697235646078	3.48055271468632	2.8142883315435	2.9160503341291	2.9637254774189	2.9160503341291	3.4828376126156	4.03744971364578	3.66265687797599	3.72866930816042	2.95853910354522	3.50298050607953	3.23306062324043	2.36733484182148
"06ff7c2ce02faf9aad837f4bffc76d39"	2.77137166943137	3.44570862652185	6.00008981643396	7.01355989155369	5.56125183316553	7.18718497507726	2.47250034215802	3.48830531787868	2.63487488107274	3.74083818829731	2.24072032751724	3.39978972471116	2.14182931411465	3.56818248958751	3.85116607991259	4.26979400658589	4.50693140052771	5.40052198146921	3.67232315179822	2.84872766628742	6.61599212329667	3.23209219816396
"07a5b0b96fa53c26477b148b362b8378"	4.46347344459587	1.11704862353461	4.55952302739787	0.703275713355986	4.84235154461419	0.832317643697917	4.52903875263225	1.12254786681272	3.76455149354791	1.31184313775452	5.00167123671547	1.70638311849058	4.74749232651818	3.24516326260958	3.95349704332191	0	3.53889542755152	0.384736412142731	0.182654834584075	5.00189588311693	0	3.46030845079225
"07a5d161e6412722679f26d757976a91"	6.27248447116192	0.409144995675686	4.05350624812424	3.17824047959456	3.47431090713669	3.39871630633867	4.55116849852877	0.238714492545108	6.59563587855045	2.97914079300306	11.5360889793327	1.53054482369542	10.3087199920924	0.668803257170428	6.08841503168399	4.40296617671201	8.89601269752241	4.49581554888074	0	9.73992845378108	5.51095323299618	5.52585589515328
"07b2fc14dc49550b699c98f003e5b75a"	3.27059704168389	3.70500874984382	3.4895226173835	3.63828854457533	3.46468472550641	4.05591899951956	3.78656993511593	4.17516621259483	3.85593605031241	4.3241097553305	3.69290882528357	4.59440039947282	3.56582442086772	4.3556852260661	2.79375689959108	4.10907598666459	3.11726126213764	3.93643708166989	4.82749179960404	4.04880834820994	2.84464429054576	2.31395807476567
"07bb59ea50eb069d1a242711a3fd8043"	3.65877183429957	4.32366326133821	7.37012136971065	9.40569012015995	7.45869434890139	9.47339859461339	3.36577084019419	4.47140255974832	4.32967417430487	4.34290379473086	3.46192552753156	5.09981764614659	3.12574247405154	5.04691450578567	6.46121604740919	9.0269810566634	6.39939759574112	8.39548695565292	4.77759711871056	4.72345087557199	7.64122579160244	4.87549383177113
"07cfb700ec39eefceef6909064dc6d41"	4.84930665447568	7.00735074042315	1.04914189319381	2.48036970674222	1.13222757715217	2.66319090095376	4.43805896156167	7.20542497927837	3.94619956377656	5.93864798433247	2.45426701365589	3.22012704176976	2.39363165101239	3.11985958610322	0.995574998157566	3.47582412637298	1.28937451149193	2.93774732410993	3.21410445998931	2.54344281779236	1.99356688201856	0.485899123826105
"0801888cf7a55620bb096de1660ba5a1"	1.47865724737294	3.35052435101163	1.80095373876132	2.86988329546883	2.1773347462379	2.9352059594052	2.25585578879316	3.33803789144642	1.95772733596494	2.92817854457593	2.34040097367827	3.14750011667946	1.75374602702984	3.40645685966112	1.64762058701171	3.0826718813016	2.025961252298	2.85041593906334	2.51684126831835	1.86576862697598	1.58259442837722	0.239143664089196
"081fbb0a9802aa189d446acc66a98e7c"	2.98597058290714	4.54024974659569	3.08374681387366	4.54040849328293	3.22909305079478	4.29126815514695	3.31074434349072	4.96932833477736	3.44946229680135	4.61988649792467	3.86618846908435	4.68349326209628	3.44395350454968	3.95895620841666	3.13905772863429	4.64126485469027	3.30394597222354	4.57301944557509	5.56318464969518	4.9235446412371	4.07099725596789	2.44672855292141
"084d11957570690448ac4f2019e29ed9"	3.39218875892934	2.87827645935483	2.03239448241994	1.31812793374819	2.28677273397782	2.26614307568719	4.41187704487913	3.11434727414266	3.67171228793726	4.41330712144142	1.94523849497477	2.71324335994685	2.08742211204577	4.33511451836804	2.15753874269738	3.18009337406394	2.81357098391657	3.09175501760592	2.86503685574868	3.21141606995435	1.02150623701847	1.24533717973108
"0872b27a9c01fb424b61c20e3c48b5c7"	5.1943119711887	2.7293778088153	3.38099535461651	1.33046447615922	3.72544616775488	1.72952939269192	4.07498304862097	2.25938099267795	6.2352389728231	4.11731184989667	8.29033334488321	5.93039771731013	8.06704651376678	5.96089925049087	5.55854297649261	2.59517768906569	5.73742113066673	2.0982825548125	5.62983055320286	8.73730930040967	0.979687226147219	4.74894969928041
"089fcffe363b7c88e39ed2cce3c79055"	3.05851041064251	6.48488339136017	1.67602308774545	2.80374697283691	1.78810613726349	2.65886976078495	3.27549520250726	7.20610377546419	3.50775430071474	5.7162081191102	1.87553876867775	4.80455773970314	2.15548244202364	5.60348724898867	1.42811673509372	2.67077565693293	1.09072829147633	2.8747810745639	5.96025114952021	4.29737470400033	2.29694431366964	0.593593660508114
"08c3e6fdf90609611c6bdcf879b5c2b8"	1.68604907755594	3.55019069941682	2.48938825902511	3.24608701926463	3.72096467392381	3.85525919607455	4.35401297820454	3.87044524622303	3.3756154704296	3.94293721878198	3.1042502990269	3.64826577122864	3.10200037722919	2.99345468180993	0.817791512484192	2.34850008018159	2.17060381261024	2.39234178980902	3.01005422306154	2.80523740607088	2.7178622385649	1.77589343337836
"08c76e1985e4a9bf04fcd74ea1c2b288"	4.97026799079439	11.0862972794134	3.19103915490526	3.42773804165806	3.17566096973913	4.26250267824394	7.1699226610898	13.2432781281361	5.86153586889457	10.0921673140975	4.6465707505764	7.88521900184287	3.67123757553298	7.78795503603855	3.95716664005295	5.72246652086468	3.67362908030935	7.11514909040269	7.90351785425905	5.70718017725511	5.57410468507182	3.03734071074712
