"sample_106Bb"	"sample_106Bo"	"sample_16_1_1"	"sample_16_1_4"	"sample_16_2_1"	"sample_16_2_4"	"sample_7_1_1"	"sample_7_1_4"	"sample_7_2_1"	"sample_7_2_4"
"01ac16555e036cea2ece2a239591aae6"	1.60350836737701	2.40981351303177	3.04606971626084	1.84999252765283	3.32446225900453	1.49285870188942	2.09851534953006	0.434845900979473	0.664845437887849	2.12777386295997
"01b2f3b340d5c58058b29719f8ce8d4e"	4.04619203222079	4.44914103460403	3.21763179378907	2.44782538128459	3.18415900524358	2.15805522249332	3.5474463536316	3.33113036205604	3.10913417046667	3.66567044668697
"01e013346904f75a91f713c559585ff7"	1.13342264947386	1.23698486051778	2.80973541109082	1.26599842076153	2.06681161892481	0.932094787291107	0.68944533718473	0.197119853222468	0.177040972350029	0.759810006264008
"01e7154d4b5f3188595e288aeab7f7a0"	2.32236811225485	3.73564137230623	5.18861310826286	3.06834638044642	5.23328560378681	3.22008061881242	3.19751305718567	1.24747041618755	0.995768972573873	2.86007290410623
"01e9bb0d97f8ed373a8d529ffb971acc"	3.19404446265255	3.58842715122646	4.79090582483253	3.34137115354463	4.64301766822972	3.19674080285296	3.64248362124424	2.21998470056503	2.18384153368248	3.72781322706535
"01ea06c562e6b8f6bbc5be68d99c0373"	3.19652325723577	3.21419147039133	5.0468400664328	4.81424030549847	5.17228830946525	4.41054790857773	2.84611214857988	2.069903700741	1.81360575845787	2.70275286160873
"0202a0b2dfad6a6e5b225afdddaf5729"	0.771070721307639	0.0924333183310872	0.427237036886744	0.150887647637745	0	0.465141829828828	0	0.434845900979473	0.465710050012165	0
"02104476719f02b32307edfdb1e6a0c4"	2.70975793572381	3.72619714661614	4.92402920224024	2.73381099095554	5.06457882350648	3.13040598847989	4.12518801393315	2.12993342514446	2.26932361114243	4.21184900733355
"022b87e073ba519506a6d0d9dac1bba1"	3.49741109255324	5.96947840091856	6.71442971961789	4.28335712864629	6.97971557052	4.36114185806529	5.72179544591738	3.9335983742147	3.0157463980909	6.18705291759001
"026f6d9d6a5c591d5465aaeddf6222f1"	2.07599561127554	4.17008139753384	4.17037662260648	1.72886901150983	3.85866450628833	1.34618877658338	3.86317629465999	1.89689095866138	0.968570039990359	4.52696520948507
"028a375a3a51f2d5d05b85cf4ef10890"	2.82479862766106	3.61614611364409	3.90966024935685	2.03222007315161	4.10472889534691	2.92480360211415	3.52274163137276	1.79165363029398	1.95338216389401	3.5931006645292
"02a63d174c8502c109303db99cf1e437"	2.33650911108402	3.54220362204113	4.72993946315186	3.44670336515838	4.29634553610779	3.20758075505875	3.10588672989387	1.89870547732821	1.36230899836938	3.17398974981554
"02adf979cb3500c39977fffbf7d2a048"	2.44376345184205	3.4089438937047	3.78811774616292	2.55042643707852	3.8790776576497	2.26544442625633	3.01545126585414	1.36179149001676	0.935689752482658	2.96086797365903
"02c19d40dee2d87c409a2e2f7b713d7f"	1.03092035630706	2.4565504699395	1.45423382461391	0.917409326572197	0	1.58241764355261	2.82766681398724	0.921526998669401	0.867087882561922	2.80522016558592
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.67332712078397	5.26419334213029	6.01101834933212	2.74718860317572	6.08949190929917	3.0211225939092	4.91432877148502	2.47869828945877	2.15586353895436	5.26558156117338
"02f7b0f943947c68160210ebf8af9e7d"	3.44974926347635	4.31713678516106	4.2093167308395	2.70870545684233	4.39818136583241	2.94015186299597	4.20734633397964	2.26371535824064	2.06377445125075	4.29427345989302
"034f5e1b4e4a4747a0048a61ae79aa98"	0	0.841327932921629	1.07808799529436	0.454638240510793	0.597499065679988	0.498029700374797	0.411056115921325	0	0	0.226501905723844
"03734cd02763530410103ffac1802bfc"	3.19364995064155	0.0406678587648651	0	3.45935559183544	0	1.59102625329302	0.216803495568011	2.05581934677661	2.03859049239552	0.154618406949549
"0381b98525605c48d762e395044ca5b2"	2.00055759435131	3.59375907940331	4.69442115488517	2.55868593697836	4.72456665713492	2.5307946703015	3.78687194401829	1.18723247411525	1.42676762193938	3.44829692833912
"03dbe23a9e8b7382924fd20ec95338af"	1.61801502362486	2.2027454205083	2.99881069749362	1.95827261398138	2.42842189607886	1.46553618092973	2.7393925251913	1.17165207146304	0.782206043352542	2.76334834868228
"03e263884fc71d9f491555f67c1f630d"	1.72921274093126	2.63130053762425	4.26604974195891	2.64850696937269	4.59018157589475	2.93840226852253	2.56836467247411	0.851711676581753	0.902072124876585	2.19198699623455
"03f86a1233871340db1328f6fc35aff1"	1.79969208930355	3.95932711358214	4.26604974195891	2.21140073028907	4.05768462348548	2.33196601533823	4.15081956666511	1.76092046454361	1.90412936170675	3.94420390095705
"03f8d34575dc20b78b31c3c1177379b9"	3.10394105699794	4.00714115563065	5.2153497479901	3.52556497295472	5.31836253305665	2.83960043252224	3.10061774544292	2.31858423883583	1.73001094612663	3.52078059689585
"040ffbbb2858152fe7b1bfe2be12eebb"	0.559907174049794	1.20485191779243	3.4386542324321	1.99292567826671	3.71947432139644	1.50608027855767	0.68944533718473	0.273631321354119	0.135631685464559	0.921526998669401
"041c4b843dce3deada3d6b1daf849177"	0.695501906016622	3.76747480718263	4.27081852735122	1.10314068664627	4.58566250239174	0.890432059700478	3.50870813390347	0.327402660646713	0.226501905723844	3.37017444142683
"04270753eac3e84e5b3f45e5131fd1e7"	2.59104032592807	2.73392421590798	4.353172993248	3.29581227310933	3.79980583655781	3.25723932456514	2.34999637954989	2.11998412331827	1.94499930015959	2.48770339232018
"042f95fd86a3be60cda5e0a13e76be0c"	4.72326846084027	3.60961571379987	4.01486296544444	2.60893604705047	2.98272434427057	2.720110246606	3.14469846569187	3.81099431607073	4.13409197959108	3.1850695789956
"04356242a8d119e65547c999cf90c0a1"	6.74166531031883	6.51545716183339	5.59511682872916	4.82994588670689	4.28534460388476	4.0858600241903	5.86014207017473	5.91799884365555	5.51314602475144	5.98911383635112
"043b4a5d64c5e405fa8ce60a25bebd8b"	1.59371901534947	2.69050891504555	4.32712000425386	1.49618052058566	4.12355751178324	2.62946965727925	2.04359089347314	0.707506096138806	0.68944533718473	2.23822362284869
"04731e32cb646050ab7f27f284c04106"	1.1998897084055	2.47382351247519	0.596192461709623	2.90257727812968	0	3.61388618695298	1.32204208995919	0.452003273893997	0.968621051466462	2.89874550533036
"0495aca4ee75b03118200f39e55de807"	1.88041040418543	3.56266834556909	4.72587976181195	2.11439257578946	4.41306293710726	2.09271308387308	3.87856466586429	1.05649605420276	1.41660288225198	3.61223299349217
"0496149b2d1f183353cbf9189b7049e2"	1.56122513154686	2.71324435476666	4.42146028188587	2.06117293217649	3.82854213069284	2.14432226988289	2.30440593425598	0.9867846096207	0.671052378236645	2.39667862389024
"04b93fa3ee523f9634c9c795a5f49e4b"	1.28164886755061	2.34814241811837	3.47872406526155	3.00804614567527	3.46954775345704	3.42428988549275	4.67658764910909	1.84661138254698	1.89870547732821	3.46576418364982
"04bd54b9e03f729a1a5670b1416e260b"	2.38448484452454	3.40453912514585	2.5858203429699	2.08538086890509	2.76878487176501	1.74451306285115	4.14258687793727	2.97085257471408	2.47709328815544	3.69677420836986
"04c1a513f665c225f7ed173aa4fa12bf"	1.66585227488055	3.52289932159308	5.1523572621915	3.12911110454158	5.15629005415874	3.57155909265734	2.91540310721069	1.43633588668498	1.32468146208513	2.8825204935623
"04eea75f54ae1103d2c566b1e826e22d"	1.81360575845787	2.59762763560211	2.69457258468514	2.59470395830774	2.13386083254529	2.67026857995912	1.74413487551738	1.08961022473438	0.820231271429188	1.50370955135166
"04ef5fcaf6bf35657ee641e7ab693ee9"	2.55528783489924	3.10371589585748	5.11197612563793	4.82320946865892	4.76487060320923	4.2880442804189	3.03919948639737	1.72274874043881	2.01495435255809	2.17837412990621
"04f27efead94a16b3e810b74f86514f0"	4.2467776908109	4.6624077335246	5.07091826069245	3.73337808949927	4.8395054359534	3.92248944070028	4.53292334055709	3.76924389931665	3.90733105282702	4.39485304055832
"05114c017775551aa7d1fa1a490e42d9"	0.264381459330454	1.88225504711188	2.88457299948159	0.767363257792956	1.85847909050081	0.699362884983915	2.2687366433567	0	0	2.15339401067214
"05425468abc7b6696e6644b43e20a070"	2.64040070062328	2.05199576193108	4.63093409589428	4.63586310119548	4.63677774293067	4.32065886180169	2.07428514003629	1.90526278568756	1.97945840737019	2.24812141997911
"0575b5bcc7abd6f7a59549c280abbd34"	3.56306260642636	0.751399252782819	0.957213043546916	2.19704096815839	0.795513126646511	1.7004862597086	0.391103021676271	1.9789521887406	1.19529084847741	0.0782753273625249
"058b63372cbe61fbfecc853d367548c1"	1.29830978345134	2.18384153368248	3.45140806023263	2.07984620979065	3.73691223630394	1.83356178307826	1.62994519336437	1.04378996756688	0.419049093262551	2.11032167931102
"05c4489613b115ee4ec2ef8199067913"	1.72039465316229	3.25046134661373	3.96107723415012	1.96689861613133	3.87798193260971	1.71697153787187	2.32912879394342	0.514462337094419	0.626484013752523	2.76763269876057
"05c91f47ed9f3d030a1ff1f59465f00c"	0.573642664005221	1.81754579244194	2.17506553587564	0.890432059700478	2.32185090956646	1.35003434078699	0.954688029190568	0.207010104335413	0.236107159466067	0.954688029190568
"05d75b81fb54d3ff766fc90129feed63"	1.69201832049743	3.50979465336885	3.81873206741098	0.95827240241259	3.79507425369402	0.99915990937788	3.55681455708748	0.707506096138806	0.748421041968167	3.24012191966764
"05e856ee9d148f9da62ea0b0ccf6db24"	3.54290424304976	3.08174435975218	4.09536294349582	3.61592868906081	3.99809203521475	3.05308462969703	2.76258447118295	3.15041838144263	2.13638705091276	2.81396906085696
"06094dd96a7550292ac7a15406ee3eb7"	1.76920876943714	0.645990057253149	0.808128071651538	3.15847728749275	0.932094787291107	2.5448375408328	0.991286880910561	1.55357418953179	1.17912565479535	0.759810006264008
"06122d6c188a53fa3820d7ba9c64b053"	1.98713434839465	1.37463161492011	3.79980583655781	3.04817936206503	2.90492073965132	2.83700086820485	1.56122513154686	1.69201832049743	1.58631359442664	1.95851818976271
"062dc7bf1a892776a0d4259124cbb2fd"	3.43737291809581	3.54709769202561	5.01354411271171	4.61497117895824	4.65506252349366	4.49484945544585	3.28371573808262	3.47517651218282	2.9977884082595	3.23346350538696
"06308be651a239379c2200605a63c9b6"	4.0513198180023	4.66693331383273	0.383864734389722	4.02814831217654	1.31259473548749	4.30648331452106	4.38294288057956	4.01016068864306	3.46345604668837	4.48949984612531
"0639cd2e7dadf3ff0a4ebc918d2008b9"	1.70969402275258	3.45855109124546	5.29914508910114	2.18235642703933	4.89093450695111	2.73091468962518	3.09553303739468	0.736900873449868	1.10576498040289	3.07896366121039
"067925bf2c68cfbf03151580d443463a"	2.16191168615572	3.46680307195946	2.11662065749258	1.79532756982615	2.08610227551776	1.91887900808997	3.34959980074249	1.64713628693708	1.4337318526067	3.15744442624473
"06850915424790786904937314f04f24"	3.18415816417804	3.00983335651177	2.85618268734284	2.65300848655477	2.76913953657143	1.92048615624895	2.42027799199069	1.48076078601373	1.93701777437489	2.34626598830562
"0691bcbf69519fb5dba78151aa18c728"	2.58499666757999	4.09510058963347	2.24529887315872	1.04805403947753	2.33922166290851	1.69937975541061	3.54904670699252	1.79303320074642	1.45927232702686	3.51204822498498
"06bde0cecfbcada397af9c0bf5f83820"	1.21547077928678	2.01552395626233	2.7703150068312	2.06561272330467	3.63643611354032	1.55335772966885	1.72374549290316	0.825533253106846	0.458082858350042	1.92860562484799
"06da80a2c361f6c3363b72be33e8e8d4"	2.96727366981203	2.53763979899166	3.45200903551426	2.78903659031645	3.50069548134543	2.52538459511965	2.09920521279335	1.89787076694395	1.95034730846214	1.60215646052269
"06f154fee6b1d89c4fb222e23f2b939c"	3.55370156389874	4.58555801855328	4.89597684184095	2.01290475867956	4.53915355965773	2.66306720047973	4.69257616427905	3.1850695789956	3.03745945826596	4.64008896677743
"0723628f526fba7f82f84bebd97bad25"	0.327402660646713	3.67215373078998	3.06143808189669	0.31492022289764	3.47826724403753	0.0986156199039603	3.73013907286274	0.15655065472505	0.236107159466067	3.93003805556771
"073587e420e91ec5e53de8257bfaba94"	3.14208764879005	3.45205287189412	4.90166864513936	2.54831699001466	4.77854353866039	2.86146273516557	2.82551644584491	1.61320281628096	1.72706271334981	3.02519374096157
"0760f91983ac07c0e8e9f3efab81a287"	0.255045237925484	0.882231236691572	1.87072867783067	1.5093585380793	1.89772450212851	2.07241868907767	0.945325124792503	0.226501905723844	0.0924333183310872	0.524719653155948
"0770ab0e479e6e586e8685465d538066"	4.5569563426024	3.44879391236464	3.38442656928562	2.76924290752437	2.11622292555645	3.18073782023618	3.02804019984243	3.99511829895652	3.84244773485209	3.12358127305047
"07ba0efc76158deb7ed94f5c6b5e148b"	2.80367852160728	2.00684187524858	0.332548272226965	1.46077081811666	0	1.98608995180974	1.54584566684951	2.0205371298412	1.70376556260348	1.72065617290447
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	1.8729976159257	2.76867921506586	4.15655960492301	2.72414478562667	3.89726585229324	3.36467571081497	2.39777981158753	1.46250743741486	1.4901632648776	1.71406455887577
"07d44546198c8221cf2a9765f78709b8"	2.79408360218255	0.622035548536212	0	4.39203067695585	0	3.41848587076769	0.624310863920072	3.27028505749177	2.7803191248118	0.319314372917983
"0808113a681a013933c03815ed511b06"	4.11108531011617	1.43290169433563	1.13180782601649	2.62135781484383	0	3.56675106718022	1.16718172620254	2.07158760618372	2.18596225353287	1.34212025142947
"08278cb30c0ecfa025df1080741366fe"	3.27871142961016	3.53163497258047	4.14724104581481	3.22539023991533	4.27638780251183	3.45234634896839	3.38176104727254	2.46275774713925	2.03571820692285	3.32200030245517
"082b8027abcaeb2baea3b91658963091"	3.36558557523075	2.40545435806244	3.68291439849162	3.84101813980921	4.13381024536778	3.78713705871838	2.3955762222417	2.39667862389024	2.55151997016526	1.94649283640292
"0834e59536ad310cbadacdf155bdda3b"	1.25784716489452	2.53150234437735	3.63500529876405	1.23719108058206	3.2079588428082	1.14583120909779	2.45758769554635	0.748421041968167	0.74267754690262	2.5140195597541
"084de90dee50689f7517a25348a908b6"	1.87856235226211	2.04359089347314	1.78009132711494	0.7184376631709	2.0478910172759	1.68316706998949	1.33401505446619	1.22638819186006	0.841327932921629	1.66031351960249
"087615d55895b273be3ec65195fa1639"	2.67227551689829	3.89149820542802	5.99458616478579	4.48320892619749	5.88367755660639	5.2040250935008	2.87384143742592	1.31469765617041	1.50907709962851	3.15197269691687
"08c119aa2b071004f6bc3b8b3b1c8ce4"	1.57635361292377	3.45588046588149	3.81362393591218	1.48282652127474	3.58725190669666	2.36588960305304	4.05315392337199	1.30489719491473	0.977718795550604	3.43931684763965
"08d7a738a4756ac72191feaf26591930"	4.01370285574015	3.46311277791386	4.58127456621455	2.69756946961149	4.15027911263182	2.61657374318615	2.87110285481054	3.6297226919642	3.54953577425482	2.96712264320625
"08ffb091e6fb80698e54de15a34c082d"	2.67894437291909	2.95016361475945	5.46239133584446	4.36585525491088	5.43176994231659	3.91984862523504	2.62166917085687	1.46530769301408	1.6740245574137	2.57760167061878
"0974d5a60d20f55cae8db1bb4d3ae6a9"	4.39551870595528	5.07615171193695	5.17697979475654	4.71107356826717	5.31843509125464	4.60435871683604	4.66194179447294	4.14527473652287	3.67767757164668	4.78226808152193
"0977ec1ec766483e434b5ced6346bd40"	3.00860185409992	0.626772307693485	2.68046712848754	3.57239119861783	3.23767080740597	3.22715386713682	0.327402660646713	1.92022670646927	1.49288724210354	0.318639168469421
"0989c13d0c860d464a6d08c86ae36452"	1.41848693029398	2.12465923289527	2.6310050226022	1.33206122138161	2.54425630334274	1.18408065188341	1.80771468092825	0.645152878338489	0.728842544780987	2.12195638931919
"09947d9e52474a7c0a88c03dd1c4cdc5"	3.6478580907627	1.17912565479535	1.60301895493584	3.83271811883102	1.49618052058566	3.94594810615988	0.488248671587006	3.03338757940404	2.86698086714262	0.135631685464559
"09b2d834bd6ac6da3f312992a5ada13a"	2.60209234702784	4.85449132820921	4.83956054544249	2.11773935995304	4.89158794371668	2.39717911687489	4.1676793980016	1.44598479709058	1.38820252877353	4.22233801120108
"09c649de9578b51089151c3f67c6d1f1"	3.97604336109117	3.79343156810317	4.96318557912324	3.14070513720462	4.4572842350375	2.59470395830774	2.92319760157577	2.34234268123487	1.92376897520369	3.07225826636662
"09d19cff22a275f6b41de4a94d82edbc"	4.52781578430624	3.53131243892538	3.2717028599047	4.35370237909679	2.32907826218375	4.32099092044716	3.51263021349051	4.39375051760732	4.74709758580868	2.42926196007665
"09d91bd09f3acddc13ab643e76870fa7"	0.892200887582466	0.419049093262551	3.25894771412984	4.7800261276312	4.0676183783265	5.77342897781276	0	1.0265934148793	1.03951847373538	0.517531091780994
"09fcb9ad80345395a0bea7730d6fe7e8"	2.43663597566025	2.00522365964009	3.42339219429901	2.01900329114498	2.63072704931276	1.77905060058597	1.42537203519742	0.502997060371407	1.24747041618755	1.5788529238434
"0a133b520b03346a629160a1e02b66b7"	7.90044774931554	4.63045725599997	1.93047564759129	10.2499420919181	3.6214874790796	9.86595752313129	3.62747269056689	6.58064662685468	6.65507041064852	4.08399813876795
"0a179124b7265fd051af45cf7bbb5a2e"	4.76405340679946	4.89129661154846	4.19633721298427	1.83592562579999	3.74183915177998	1.66931797478197	4.25364837041872	3.44435345011132	3.93193846949527	4.28614617979363
"0a2b2d365687ce2b521870ff1b9fa4ff"	1.05649605420276	2.9425329533264	3.20458142499516	1.2825591905395	2.37557102160657	0.972090934874321	2.40872550445407	0.442651702561981	0.197119853222468	3.07001310576655
"0a2bedc2b9e2f372d7ea96ac9331bd11"	2.14066598356824	2.08205063503366	3.82467183253261	3.33030699674903	2.86015719402329	3.39492696361679	1.0606957913222	1.45688329156018	1.05649605420276	0.719367893303026
"0a3d2dbba6357dd3b8d7cc68bd934825"	3.39929741119417	4.47580700855797	5.11224367127837	3.26518695687024	4.93940994677423	3.02040059316636	3.99270812209745	2.77246965265128	2.26245608746811	4.23926614176117
"0a4182a68004d1f4a635b111f35aff10"	2.54963070058888	1.18284160486848	0.635082197944702	1.86845949399675	0	1.11987859566306	0.255045237925484	1.66031351960249	0.945325124792503	0.226501905723844
"0a482fc1bd46974488a8258ac09ef7ae"	1.79768852425836	1.6393879002885	3.80575127473997	2.96623466544005	4.03647075137025	2.90734981160226	0.950017534948856	0.593898505053564	0.2827964070012	0.633219347180054
"0a6615421c77de34c12671148d5b177b"	2.46172587296446	3.36975814083701	4.89896124552256	2.55409108070405	4.56260114543791	2.75003209867476	3.24012191966764	1.75046253555316	1.59862567024205	3.36767403432027
"0a8072d5e752c9bb771c9801625bf602"	2.26245608746811	4.02349595205962	4.68380236702881	3.09885639033502	4.88618760891906	2.44598146629486	3.81393619434855	2.05915273371699	1.81360575845787	3.93926864894279
"0a86845c7d4c1c002a7e9103f5010edb"	3.4977775123132	0.135631685464559	0.696545400066098	4.28845082248416	0	3.22362349681682	0.166848294259004	2.61105533634609	1.99044774645155	0.0701135765956515
"0aa642a7708a378ae2d52b09a6251f52"	4.40518906274197	3.94032057210035	4.53503280980543	3.32659157278778	4.63356409641431	2.65581358473337	3.9562291348983	4.24717151144131	3.34695096048957	3.8677017755577
"0ab9f370c6f47a86452d576a2fc304ad"	2.68143377249727	3.4256293098708	4.88998118083817	2.93526141491539	4.75574221866067	2.85590924431307	2.24593960640795	1.15653522500106	0.906971441872821	2.67644876076185
"0ababa66302abc185f7420fe8592e464"	2.63738164071821	3.88056536152731	7.58735367285574	6.97203940088797	6.83337066887536	7.28086226578191	3.37225334874455	1.63467769237428	1.48194652789455	3.18906836371359
"0abfe6fab9f2f0326a0cf0b2819a045d"	4.2777843824153	4.40280703134677	6.73036175625705	5.71543495998254	6.22966869612564	6.30585690381756	4.75388165724667	3.73794910303339	2.70518376345902	4.79926005706515
"0ae7bfa0558543127382041ced659532"	4.75440313643882	5.19589284220211	4.21137661966863	3.27082541184865	3.81362393591218	3.64535365134634	5.41976552188455	4.0747826359551	4.15519543295212	5.21797580588906
"0b0887152c48ecaee3708409b923f793"	4.3087055931936	5.1299300457932	5.80130118356072	4.14653864078174	5.76788970280032	4.21597579886098	4.60535916812984	3.4830149748326	3.18956708935736	4.65009182945195
"0b181d48c37772c1041becbb17b33ac1"	1.63231424243507	3.04900286180695	3.71226848570436	1.4310980182903	3.06765769424553	1.39506330133656	1.54844084626888	1.01349910896156	0.495650055104257	2.09106497706321
"0b261f13fd2e492ade805447726ad7eb"	0.353241556604199	4.63151893861628	3.75405127467509	0.304055296649722	2.34907165352387	0.436848781475911	2.62166917085687	0.18713080712185	0.0701135765956515	2.89280435229336
"0b7adfa1cd85552388da8b57c7886d6b"	0.793218734284161	2.00359263189632	2.8552475231465	0.408291195071818	2.74278514136822	0.337081559074049	1.95338216389401	0.370103870920096	0.426978689188451	1.79969208930355
"0bb191da42bbc249401f322288de381f"	0.15655065472505	0	0.0851092357321053	0.890432059700478	0	1.62074257329298	0	0.0924333183310872	0.207010104335413	0
"0be9f61b9f7def51e9fa6d1b63fa43df"	2.98563471436326	3.42168392536098	3.98634018426805	3.15406377299117	4.08769161369033	3.26688183404941	2.93355629275224	1.90412936170675	1.4195344857676	2.83834983555062
"0c23f91edb5ca911f16c5ea6d2e6f7bb"	2.88808477567181	1.51993468921656	0.875299762613279	2.07653802785528	0.637848210467897	2.23597532636027	0.668424348038348	0.893906126406674	2.12325272959941	0.727047344819195
"0c2acb0476a685e9b3ab3da08ee22258"	0.846533282457691	2.87247308359728	0.45915973291654	0.796929498732705	0.652935519162804	2.15748193498537	2.36647871873127	0.573642664005221	0.683351862691644	2.8981569302027
"0c641f1bb166c036145c1c358b3548c0"	3.52309888772747	3.32200030245517	4.8768659303017	3.27699121177444	4.89265035805936	2.39870003979562	2.98195961440262	2.15198775921515	2.00195893955442	3.16636431507327
"0c68649e567b8069a4e74d232b8bf5ea"	1.29830978345134	2.07751280786802	5.19782329054135	2.68249441608568	4.39001308292585	3.58520107842061	2.50020732843815	0.719367893303026	0.273631321354119	1.69646662260684
"0c69526b39e6c700505869e1bb26de49"	3.09425776269196	2.96441135435033	3.41194943114572	2.050275994049	3.36839581675185	1.41752790417788	3.01391765021527	3.09049325675232	2.22479109200537	2.10021533797604
"0c779b99cbd6dd1e4ed2238758a36776"	0.782206043352542	0	0	0.972090934874321	0	1.76499822683097	0.236107159466067	0.0924333183310872	0.386686556267673	0
"0c8a4e5e6583e8f749e0fc431bc19e9b"	4.45619065436405	4.60014141287704	3.27531339674177	2.02665634548633	3.40873702035162	2.18843158761647	4.42014355377443	3.05472497627922	2.84047281258939	4.53257798754567
"0c8f6e3274d9d3dff5e25b844ec01305"	2.3259221530918	1.17165207146304	0.501662167245997	2.42262016868138	0	2.53549757257035	0	0.851711676581753	1.01349910896156	0.370103870920096
"0cc5c86249ec081e574cccf28c21ad70"	5.01120299958766	5.41153042016995	5.99266554062646	4.54420205142791	5.33362831189503	5.06784678800891	4.98488915507508	3.92694215932742	3.84314794842937	5.01120299958766
"0ccd6ae37ee2caebd21b05bdc79a677d"	3.01098904486995	3.80562317208898	4.05896371002418	3.02400539529351	3.63603153086428	3.20217546695442	3.61516926821739	2.3955762222417	2.21471189019376	3.51592939731655
"0cd52318943a4637efa5e3e02936878c"	2.58467730803113	3.18997936358646	5.24530078815919	3.92920667683951	5.31589241659602	3.86489206798042	2.84160126432515	1.49161412930093	1.88680843055708	2.84163216094868
