"sample_020Bb"	"sample_020Bo"	"sample_020Cb"	"sample_020Co"	"sample_020Db"	"sample_020Do"	"sample_088Ab"	"sample_088Ao"	"sample_088Bb"	"sample_088Bo"	"sample_088Cb"	"sample_088Co"
"00c6a28930e3eafc29b6cf8827820e4c"	2.31946813617108	2.48033127625347	2.37021487207159	2.34592822832419	2.87571763484655	2.86325230710352	2.75048497439534	3.15357071664448	2.46072494832697	2.99337750325731	2.67778066635014	3.42486573003558
"00cee8684ccbb62fce87c20103b8aed2"	3.06512343904469	4.74001879070773	3.7434222780568	4.36563578563762	2.71466322014521	3.95195031503719	2.92378611683866	4.43234230133914	2.61223656124981	3.38966109384382	2.31359031280072	4.54353730605022
"0112c347c6def14a99ba74cd77bfc94d"	1.76630695131609	3.01929585878887	2.48045810299321	3.58442841364703	1.74975413594969	3.56015193297139	1.8203048131103	3.89165906062277	1.64495948450118	3.970596018251	2.03072387488241	3.80943331415516
"011b116b1e264e2cde7ec36aa569ad7c"	1.80500936612918	4.44529783899845	3.28352739514361	4.1336171362169	1.73954433163965	3.85106138544421	2.38506053148464	4.61364854292991	2.08630543120116	3.96466403121759	2.14713289989905	4.60218292857425
"0127000197e26a049598b4a6d0225ba2"	1.85116121139404	0.21430180337389	1.98748007396407	0.293371634839806	2.35495397839321	0.335288420978619	3.57270939708958	0.915289689833416	2.92497841154379	0.832124526285831	2.54067475115946	0.996651776959194
"013c9c13c8d7029019462bef0627adba"	3.31660634600919	5.53780370012466	3.75958206316628	4.21444579766469	2.66133085131587	4.09685447641721	2.9474076498178	4.2149313981908	2.91681661726382	4.11078255279063	2.62465165636909	4.92344521089855
"015116cb2ae1efade79e1af688f3c15b"	1.47202833866916	1.51777402180592	1.93370887684901	2.2507959424273	2.06814475124343	1.91227619375501	4.34135879493783	3.18793320158783	4.67900282023981	3.5205158305607	4.16714169941648	2.9872473784252
"01525c063123cb2134c64e84ad1e2118"	1.64732080803148	3.54502086191586	2.57741290225959	3.9140264372178	1.46898801347107	3.81399288995021	2.51429067947616	4.05800694229185	2.42592068464007	4.50942749266328	2.48278773981633	4.21946829263474
"0160f5a856b526939ba1062b1cc9df76"	1.87753708544777	4.353359377388	2.99155998163668	3.10320976683262	2.35045788412452	3.33158803447882	1.91138056161224	3.42576880218575	1.61122536738821	3.08384445912122	1.66002961054623	3.76678122545621
"017a60cbade7b309db182bcabe59d6a4"	4.50192179378187	2.23238577976311	4.68111882593014	3.22103397438732	4.32475010797653	2.7572014429324	4.17520754875954	4.41120696724656	3.21836929660442	4.08151359632087	3.22808211661667	4.59252679409913
"017d459400583fe36857c77a1d541f39"	3.97204546951341	5.15575731511443	4.9466222597552	5.78441893832944	4.00378960507092	5.42674834665433	3.5858462282152	5.07773565591595	3.63207203749079	5.45595886067287	3.60639255349965	5.48340326569125
"018de0ee05bc68de9383baf688539f9f"	2.65909242288633	4.84317444792897	4.08373157652837	4.24381522210586	2.71360275709186	4.59455888474211	2.74277756042271	3.89299809115043	2.73049382060838	3.20686919140612	2.73538683068147	3.73597417820307
"019ee757485f09fa0c7881843036a765"	3.22613120085779	3.56242467736002	3.58974407756409	3.58398416355546	3.27632809774957	3.47171163747906	3.19366631871136	3.12642802454425	3.00033765249798	2.58896181384501	2.5678083435862	3.24315703577133
"019f94720ba42ef1861b87fc58cdd3de"	2.74699190097593	4.05279549789508	3.24688686683974	3.94608969013528	2.53011007182105	3.87394266580174	3.96895177067865	5.06208452299206	3.85656018854496	4.67835540396367	3.88952337649042	5.58288055533468
"01ac16555e036cea2ece2a239591aae6"	2.00598099359427	4.22894782716517	3.47625251018198	4.32480560872473	2.22876081123402	3.92511228437832	2.39145640589668	4.23573127090585	2.23661621605183	4.06938293011589	2.28563626972274	4.59868238565136
"01b2f3b340d5c58058b29719f8ce8d4e"	5.00042912118497	4.91976180693282	4.78366466217572	4.94821344323078	4.91307947205711	5.04995051560399	5.82984744613471	6.00776211729343	5.61835050429248	5.68347622456335	5.46882086437005	6.2507977996193
"01e013346904f75a91f713c559585ff7"	3.27511853068661	3.28535351460243	2.73874854799081	3.58708977763676	2.49903898294276	3.33785949059088	2.96233281187041	2.51245046938849	2.84970785629012	2.22398778614692	2.9145962953114	2.16473311421427
"01e7154d4b5f3188595e288aeab7f7a0"	2.29073718287561	3.98313676224695	3.15160683806642	4.21112863982674	2.215068861314	3.84184514640642	2.3491327446107	4.1133504669904	2.35245277167425	4.0568019070084	2.2513928461326	4.80828995275266
"01e9bb0d97f8ed373a8d529ffb971acc"	4.07452361875818	5.21496695277458	4.97510436052616	5.12034785385702	4.14032844325343	5.177663027643	3.61158147622099	4.56425714565663	3.64261821451745	4.30439801075395	3.62187923882541	4.45668433070174
"01ea06c562e6b8f6bbc5be68d99c0373"	4.69525857411968	5.34166394123236	4.57429835730449	5.01837547479496	4.80813036041019	4.83201175519772	5.54963499482382	5.42044340215704	5.44300463781337	5.55665569163232	5.25409553663157	5.0409029712402
"01feb696b69822d637cdf0956d28bad4"	4.68850822117782	1.56714567096362	4.05972268220673	1.68956135531	3.39206177882796	1.2699403039872	4.69902621812289	2.74602269966225	4.69393828570306	2.9010665860199	4.51896699142196	2.39781163293702
"0202a0b2dfad6a6e5b225afdddaf5729"	0.704122340236765	0	1.31666943500204	0.628026120155195	1.99931377699057	0.654912929693557	0.785508371812018	0.273040365605805	0.979346204589569	0.414667694373663	0.911164008519446	0
"02104476719f02b32307edfdb1e6a0c4"	3.17381700872827	4.29839688036552	3.21311925402768	4.38673446164927	2.39372178787662	3.59533312097707	3.54746334435798	4.86722871141447	3.22254349075137	4.71585341086258	3.14535500338471	5.11650348086729
"02266378f920e88e1dac1ed916c48ff6"	2.34433683116869	5.16283781463578	3.19842296381586	3.94454169472357	2.25109430542179	3.79833690585627	3.52616874152108	3.87733424743514	3.18288961905158	3.53788620103113	2.44724977986089	4.06848951593406
"022b87e073ba519506a6d0d9dac1bba1"	3.05537080934737	0.614218685254534	0.911628681385166	2.20805724708674	0	0.336543662641743	4.01651238175426	6.07186028476679	4.27478323639348	5.52056059269114	3.96300999290853	6.4745029780054
"02556710e6071f6303dfb662fc79f6b6"	1.64732080803148	2.35350441746356	1.46159383743623	3.11677186753025	0.911628681385166	3.22294848033691	2.4636949301874	4.23623525169929	2.39463906802219	4.57813397932521	2.16127725633982	3.99590228250986
"026f6d9d6a5c591d5465aaeddf6222f1"	1.48674161879161	4.01153594623291	3.3956392533568	4.20082973235053	1.88069270981256	3.92024808711937	1.34985856647868	3.72614922695863	1.33162695977758	3.53889865158484	1.38535391904283	3.49863317952676
"027ee5073ec17a7192c3036f2b817f18"	2.25109430542179	3.69927156855448	3.16992504780121	3.9759564435399	2.45192295261704	3.79258249692223	2.36234722532628	3.8543481288325	2.36398682454718	3.92384761832081	2.49723039947683	4.12580672990737
"028a375a3a51f2d5d05b85cf4ef10890"	3.97445403235906	4.92500597253699	4.37171793211324	4.92558696361488	3.96751371831647	5.0400540218029	2.51288005355444	3.46977585618743	2.50152283321081	3.34889796727049	2.38345515062689	3.87408268821802
"028ec5226565db55cfd9c4b1b082ed6b"	1.19045342800035	0	1.0662529953762	0	1.62865683999897	0	1.56810745533532	0	1.00868758114012	0	0.559078500765375	0
"02a63d174c8502c109303db99cf1e437"	4.31709454276416	5.14788251779488	4.79577395041772	4.89790878264618	4.25546188993484	5.2206909256826	4.51934668501249	5.61632459800043	4.53609873998567	5.71554818641085	4.42715223538219	5.7983883458874
"02adf979cb3500c39977fffbf7d2a048"	3.09394504562831	4.14298325519082	3.2149890960607	3.7765941393957	2.59261061155475	3.70641077284415	2.40923642176885	3.48323363735382	2.10325306243478	3.06743389333525	1.9018297022389	3.65274528106419
"02b23bbf9346b7ca3fb7e60b7c7c46cd"	2.49376529586121	0.542428936512601	2.79800375674742	0	2.70400764095561	0.347909438902162	1.42383578043283	0.259390616787194	1.90675046261129	0.689610935408691	1.9887014033102	1.56810745533532
"02c00510d4deae8d414f84d4af078919"	1.18312382480985	1.12473749897877	2.00277147832244	1.21408840089829	2.08816973094235	1.50614737385179	1.48879228346424	0.66303842712296	1.53862910742317	0	1.21980875120797	0
"02c19d40dee2d87c409a2e2f7b713d7f"	1.22395188664125	2.88481322673489	2.09060054773135	3.19055140925791	1.03831577968344	2.81731898950284	1.69736087380441	3.22323749892327	2.08197084030556	3.37486709548279	1.664933166212	3.89803888176102
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.3131566170054	5.80043218113637	4.88335298284598	5.61106792728153	1.68065880670059	5.47503743090164	3.29549013923488	6.46689784647965	3.30448528629993	5.94170113448588	3.44729567201981	6.37102552153038
"02db2ad8ae83f16a31add624ea4ad90e"	3.91466511198861	4.75169778093757	4.46265483245309	4.79484765493403	3.39098447367196	4.58823076061443	3.10009859516466	4.46613751762798	3.38613044326929	3.68021653918514	2.99599323949942	3.65800727477015
"02ed78575eba82d038ec26a744d9b6c5"	7.46601503248975	7.84321027130245	7.58228339759602	7.4693519653564	7.08805067449697	7.7503685604148	7.8310396820265	8.12337391657838	7.85064957689931	8.37412525646484	7.91685650905811	7.26748454771834
"02f7b0f943947c68160210ebf8af9e7d"	3.2659629435914	4.19411864975801	3.79366281906935	4.46653208120849	3.44354631632015	4.5102448317283	3.60255985185538	4.74856146301128	3.37776573473527	5.00703651550686	3.26554177830427	4.83960263090567
"02fdd4f04802f7d7700d7b017e231832"	2.63642816209566	2.4737375064846	2.968803733139	3.94794412706553	3.25618070398288	3.66544489733939	2.73816548278455	3.90191771856992	2.61223656124981	4.22457894233587	2.43206127435259	3.01154558153777
"03202b02066380ba1d7fadbf07ec658a"	3.02940493236903	2.08862028780934	3.20428623246349	3.47121436856385	3.60986297801793	2.968803733139	5.14136830824282	4.46693793304127	4.82897479875303	5.01868719039899	4.82016220364297	4.29208551563267
"03355cd11fa9d7ee1d42bfd508147739"	3.20523156287477	3.06426422480575	3.29629878702387	2.89278582176373	3.35583274379399	3.40418141095641	2.78575845847151	2.35219839704591	2.29354459900798	2.56919080119267	2.48702390216675	2.35005092296931
"034f5e1b4e4a4747a0048a61ae79aa98"	0.586102297483376	1.44453092610672	1.15184677148095	1.00705759267682	0.693896866222514	1.72111411523119	1.06742393297567	1.8753447098135	0.928164619938677	1.18407441152516	0.915764054582556	1.44648608909089
"03734cd02763530410103ffac1802bfc"	4.37816503829865	0.381251647372873	3.22867010394196	0.413517930258873	4.23458470907985	0.865563172165401	3.80943331415516	0.115059329734787	4.28034296224683	0.518424677681289	4.15300490316022	0
"0381b98525605c48d762e395044ca5b2"	2.80904732280919	4.66409027680788	3.44823468194751	4.40475648314741	2.55837259528661	4.28242436350102	2.86895970283231	4.42256258828834	2.81409048566479	4.55055305799127	2.69086199323128	4.76336245899221
"039c7e0354d3997945bfb6b56867ef87"	2.08065979930258	5.01901049729815	3.7914998490676	4.87971109027557	1.89933053980802	4.8158087062998	1.71004313960807	3.95336224215558	1.48879228346424	3.55645259412574	1.84262683958951	4.20475799038856
"03ce41b70baf38697859cf6c9998b33f"	2.53392694620513	5.2881520341837	4.23574319347651	4.61631805692955	2.93706787923566	4.69569723575157	2.5268333594665	4.3263221364027	2.30310695480952	4.15662192596415	2.22027897816334	4.46523889303548
"03dbe23a9e8b7382924fd20ec95338af"	2.86542491661368	3.03399354071072	2.78389124676778	3.13241484196063	2.0755855623498	3.09063232503	2.16789898973471	2.64655932248299	2.22434953900362	1.93468362362863	2.07459750220739	2.07841533304578
"03e263884fc71d9f491555f67c1f630d"	3.29370437163138	3.99469592490613	3.56514516985497	4.48744428869928	3.28774659823481	4.11400083894028	2.14100924806395	3.38376973187289	1.76520328793836	3.23770150451816	1.63482101828644	3.70194324993268
"03f86a1233871340db1328f6fc35aff1"	2.01030794600599	4.23481651335095	3.19186764542098	4.12285394670348	2.52755737116754	4.06632793621526	2.44574126843722	4.13810974132235	2.00525395097203	4.11931485983165	2.27494870173584	4.3644493045663
"03f8d34575dc20b78b31c3c1177379b9"	3.16114704604813	5.01551287267934	4.14414234555692	4.94628096221702	3.20103310609595	5.15085443049302	3.60781038657994	5.76459681965053	3.25867790745506	5.49670524928389	3.18649477182079	5.66987333674485
"040ffbbb2858152fe7b1bfe2be12eebb"	2.6260592189962	3.74720373806313	2.90953888918988	3.97625665509713	2.34126219688012	3.63508893900142	2.79723743142739	3.82779364594578	2.77359072007224	4.11534255321771	2.66936619722807	3.8228542484214
"041c4b843dce3deada3d6b1daf849177"	1.18067265181289	3.64098249092172	2.60853508627049	4.07425150875632	1.23797183125075	4.00583162208694	0.431795403354194	3.8517611927885	0.578801978775085	3.34767353125771	0.324428573418785	4.05166424486682
"04270753eac3e84e5b3f45e5131fd1e7"	1.9552260495629	2.47508524395698	2.2793361178575	2.67906015442189	2.34433683116869	2.68125437831505	3.66650500251093	3.52463020494673	3.24315703577133	3.40597461913714	3.4406193566122	3.05925715613353
"042f95fd86a3be60cda5e0a13e76be0c"	6.93698111317461	5.41328679438627	6.46178025265284	5.5292017600872	7.13387767233765	6.09403585554134	3.49091814395761	3.20634643025577	3.59722147540423	3.98611428582076	3.89344615423695	3.52005547861074
"04356242a8d119e65547c999cf90c0a1"	4.52684028783297	4.39910768848581	4.58342301483601	5.06257390220246	4.24722314887326	4.76992671769185	6.62870815773532	7.01878818327697	6.36712981175963	7.58213680438262	6.82263284640555	6.54570725758557
"044669674ac3619381fa49b9e2a04081"	2.35350441746356	2.27440987316078	1.73008971812088	3.16453232543663	1.37643087649548	2.64555559862794	4.14420494715173	5.00312973102815	3.64988963430274	4.70203497494299	3.67713677796917	5.08649350511652
"04731e32cb646050ab7f27f284c04106"	3.11199489377029	0.0945045724718856	2.97024092769037	0.146929510386918	3.28861759330161	0.157598477570636	3.76618877921424	0.0652333506258388	3.3994868642453	0.478338918571493	2.82099562766534	0.264372062134168
"0495aca4ee75b03118200f39e55de807"	3.25309234560259	4.8410277071709	3.77511788245571	4.36685517793347	2.92511708682501	4.3298214509574	2.82963636605607	4.63230099449327	2.91059586498471	4.74232298838551	2.7482563260137	4.44693688358712
"0496149b2d1f183353cbf9189b7049e2"	2.25613646528716	4.19509952860057	3.44806849928989	4.57495837057985	2.24940791995774	4.27568964241792	1.85087078971867	3.65350561225421	2.08197084030556	3.67581397120902	1.81180389735342	2.78763126377255
"04b93fa3ee523f9634c9c795a5f49e4b"	2.12559060215573	3.5790843423759	2.83626820263248	3.49432275226564	2.53899355507507	3.28355493612252	2.87093519692287	3.91797724371636	2.60195904822363	3.62234480871193	2.49723039947683	4.53404339645953
"04bd54b9e03f729a1a5670b1416e260b"	1.87746806680186	3.12736234201276	2.72754010291672	2.84137994469727	1.86845534464194	3.11398575959494	1.42020368970342	0.700571318813871	1.82163424248362	1.14089802846073	1.54276696921855	1.19191262946793
"04c1a513f665c225f7ed173aa4fa12bf"	4.02405471776675	6.04303802611973	4.07889413742701	5.04319374103703	3.22545583236784	5.11301082162425	3.22808211661667	5.01267867164431	3.04111091079158	4.18294317888012	2.96683679126711	5.45930113328622
"04ca9aedc6db942a0474cdc0a762451a"	1.45039903816072	3.6792747765158	3.53200035553511	4.1590041385322	1.62235729662952	3.63635477029858	2.62575719506176	4.11892144337942	1.96223525956854	4.23115189180425	2.13482205440441	4.12381973815704
"04d5efa38f3a410566bdc4ede3702fb5"	3.71459612754083	4.31109942928307	3.97234685731196	4.47184019022472	4.10189697085147	4.09232111643575	3.42429848457014	4.30839058960659	3.26468631612292	4.51649546276844	3.03526736036362	3.97942853775862
"04ef5fcaf6bf35657ee641e7ab693ee9"	4.35828804061308	4.0525174099222	4.1802789872849	4.05001113204365	4.11164419034672	3.90729560887647	5.321336482062	5.12098550051654	5.20272751763995	5.38545781020821	4.83757234382083	5.01845675986325
"04f27efead94a16b3e810b74f86514f0"	4.15125084281786	4.43708168823714	4.28634396691078	4.54386621419989	4.34147171114804	4.40889696959847	4.53460436377681	4.5255909042495	4.10160216201599	4.4725229737894	4.22483379048681	5.13379902779836
"04fec7391708baeeb296796f3cb236c4"	3.00115633669102	3.45920512360974	3.15502451288165	3.23183469483256	3.10608027102136	2.51857125117096	2.94508508618381	1.89110090652359	2.65232182309697	1.1112454860611	2.26414567455055	1.78585876090709
"05425468abc7b6696e6644b43e20a070"	3.59678795878271	3.51310052756098	3.49383660369303	3.79258249692223	3.4977191907835	3.26477770768018	4.23850002733178	4.37129576427897	3.38317868222006	4.00641894926428	3.68852839249902	4.52256827300713
"0575b5bcc7abd6f7a59549c280abbd34"	1.27563837954361	0.284000735383931	1.57619877652522	0.183359791193236	2.36808943875584	0.462685194325917	2.88430113018634	0.129695308393597	2.73246867364425	0.13637050429124	2.31618613272767	0
"058b63372cbe61fbfecc853d367548c1"	1.63803236634608	3.00829364810934	2.75821668754674	3.94979513142395	1.62865683999897	3.80583966245186	2.05778880398438	3.08905229248308	1.51210288400675	2.93031656780246	1.46089149932667	2.6681583294391
"059e24b38a4bff0d4f11ed6166a3437c"	0.444775560824474	2.21332056137507	2.11984328790815	2.73771333447065	0.596748608671782	3.11464267349639	0.635740500610399	3.87516771645194	0.568988865930157	3.24655169044809	0.285915513004061	4.05136120586346
"05b2a9c8fa9e660356b04f082e8db824"	3.29132551998311	1.21449485290549	2.85394333821594	2.31947092154603	3.7636743545641	1.79063350223173	4.89629128819236	1.05219829915828	4.8001527528581	2.48424142857743	4.21330083529216	0
"05c4489613b115ee4ec2ef8199067913"	3.53246830468257	5.19289427115436	4.14261852969288	4.30614784169589	3.47121436856385	4.76392491375949	3.02178103932354	5.04931778551112	3.23221604710601	4.54094009728035	3.15208196235919	5.39348844576923
"05d75b81fb54d3ff766fc90129feed63"	1.87508600998422	4.17856413463834	3.17126869663572	4.11426234628618	1.99953161685693	3.86492452156038	2.68255733506111	4.92199830560685	1.60727156760268	4.58810662801421	1.98152271230596	5.37001150632246
"05e856ee9d148f9da62ea0b0ccf6db24"	3.81997674922525	3.81892337256363	3.62405075754621	4.3654324089485	3.4300914970289	4.69847096648298	4.92199830560685	5.35802203592619	4.62907458558117	5.48275160672066	4.62019080947244	5.43323472328044
"06094dd96a7550292ac7a15406ee3eb7"	2.77531998893279	0.494793798052954	2.00816195049832	1.08264820472888	2.09257689397283	1.0095755893699	3.2699969844414	0.408912492378074	3.40481815208771	0.497460709853747	3.45832475798341	0.298918704377769
"060f5656d8e6b35f013adc46dccda6cb"	2.76931687558224	3.00908354731241	2.47777528192253	3.26904865176644	1.93693917276359	2.68344379812902	2.7176730856114	3.15208196235919	2.47255231496478	2.7107478923921	2.78870318405836	3.23427662144422
"06122d6c188a53fa3820d7ba9c64b053"	4.63668381417585	4.76105330712905	4.48094194454411	4.7949800354039	4.74183519869272	4.17487951795245	4.42902376374478	4.76187423177163	4.04222706862655	4.89303094247493	4.50385259778525	4.81692545629417
"062dc7bf1a892776a0d4259124cbb2fd"	4.22643752079623	4.75514749512014	4.93287867577251	4.86068039963778	4.80039260103351	4.88383756793872	5.07469032337047	5.05921235619598	4.46433423707433	4.84445240558907	4.24276399262757	5.04022671716496
"06308be651a239379c2200605a63c9b6"	3.61648933458233	0	3.1745906071095	0.271703955557686	3.56700448574576	0.454929804374912	4.14004751378942	0	3.84717680096151	0.586660867321519	4.07504245405285	0.46812118383793
"0639cd2e7dadf3ff0a4ebc918d2008b9"	2.99956332569339	5.15925785341169	4.13701125424122	5.08423330386031	2.98914643444557	4.91319709165703	2.05778880398438	4.5080846712088	2.25687827043754	4.18533177509132	1.85632923987735	4.90974138089382
"063fe437b9d9aede23f02fc83941f904"	1.30091837342464	3.01773150615315	2.42679896200066	3.70676671886207	1.33096556662287	3.20168457854682	2.86994793769962	4.13783180181915	2.95147835504709	3.79778453038794	2.55300134025334	2.50294955975479
"06608aa469565b1d3a438c87bb960551"	3.00036014840268	3.90697396042581	2.99716904090928	4.63575292984187	2.44639413913345	4.09338963976208	2.65109317874634	4.80643992017253	2.9124908721767	4.74853051595928	2.41196492038567	4.65559330188013
"066aad56751f9efcd6546c0e2594e7bc"	3.38612218642959	0.454981357820028	3.51500666574878	0.336543662641743	4.11504645825753	0	4.25098955722863	0.373575324572715	3.91032877102322	0.588519729477948	3.78678852659646	0.259390616787194
"067925bf2c68cfbf03151580d443463a"	1.58267878745436	1.4705550795825	2.12090552481443	1.73674847118496	1.91689522758336	1.49452337688456	2.11451458204045	0.985461635811254	1.99170766821697	1.47412889354691	2.07632655947389	0.864718258020642
"06850915424790786904937314f04f24"	2.73460124833428	4.44759314287665	3.2841548217859	3.72429746538333	2.45742136631979	3.40543107359418	3.2719812363793	3.79817501730677	2.83374143988318	3.04940004663441	2.78977395656129	3.78599845156627
"0691bcbf69519fb5dba78151aa18c728"	2.36228179950344	3.81144942744079	2.80584762441026	2.44737293558876	2.58306958510391	3.3600627431791	1.64310083506578	2.95430358783173	1.32323894713477	2.63161019187226	1.11153398798542	2.89664867777655
"06a434056b6d9da35471b83529f52fed"	3.68932315566384	3.32066200820431	3.80298810302737	3.53340354656019	3.70872982536839	3.23624836463707	2.90297972023284	4.07738794120532	2.89434164523328	2.12449377610527	2.23847527994803	1.21980875120797
"06bde0cecfbcada397af9c0bf5f83820"	2.76226739007414	4.87812880845604	4.67232852241081	5.16384523442398	3.00115633669102	4.90457429612093	2.79918484991644	4.90738092384874	2.74106564819957	4.76892371002351	2.98651939342846	4.5954233824152
"06c1a374a0a04f77bfca645ffe73c61c"	0	2.00169619305498	1.10409854493791	1.50870666515994	0.0916890860962891	3.03326598760106	0.420419399889975	1.26506414074358	0	1.44459157073017	0	0.626473047291953
"06da80a2c361f6c3363b72be33e8e8d4"	3.0469025220633	3.21360082670081	2.84841109397278	3.56105248523441	2.99512579429032	2.98601539520877	2.47693246374248	1.84157916020668	2.19064160981052	2.22449678364283	2.33525951209974	2.04310389903593
"06e55c354504ff6531cbdb3cc5cf43a4"	0.926047306789867	1.17545312895441	1.7041932802137	1.89156464520776	0.881931987131085	0.983501905292049	0.740727088855572	0.538958166664613	0.598143953640763	0.689610935408691	0.559078500765375	0.324428573418785
"06f154fee6b1d89c4fb222e23f2b939c"	3.20103310609595	5.78067167370558	4.01164308426037	4.42867999369088	3.81187236145638	6.09843154867604	3.22808211661667	4.96933471284942	2.68612492257505	5.23636898144347	2.65599872463041	5.1243079678515
"07110273e3d6af343dda0d8332e78b96"	2.72730182695177	4.45524531152172	3.55238573527335	3.99793218855856	3.00036014840268	3.78097337639348	2.85907349670363	3.96047610469375	2.90038313313352	3.55384473449127	2.67754848816539	4.19612554278233
"0723628f526fba7f82f84bebd97bad25"	1.56380101150051	5.17540344286949	3.85514691408439	5.29154146186843	1.83502902602256	4.74392696248368	0.626473047291953	4.21536088369034	0.887249075889431	3.81251687492209	0.66303842712296	4.1227071800646
"073587e420e91ec5e53de8257bfaba94"	2.90157495053075	4.59011040563452	4.13753738791586	4.99381958772011	2.45933847105994	4.59460615125225	3.50178874296073	4.83632888997474	3.39376449272469	4.68625751708331	3.23770150451816	4.91678194593054
"0760f91983ac07c0e8e9f3efab81a287"	2.39228721335135	3.40967177236618	2.79605155457005	4.07886733886429	2.68453671307117	3.47617596519997	1.54981050960875	2.83299648221873	1.67041847801308	2.78765611757022	1.43054011780907	2.74865703885434
"076c212597b0d5ff02b7d6d677f724bd"	2.10240045716355	1.67467943640726	1.603217002637	2.03570697640698	2.43384139957184	1.81958408254871	3.27264177970967	3.11721423751023	3.34889796727049	3.27593796740755	2.63498189343822	2.81929934470804
"0771eed1039e2a9a46dfc4bb7bc0681b"	1.8342924506519	2.89042217147511	2.09080067906513	3.00024227438499	1.54687223608357	3.29822790158244	2.24414779673613	3.2359521833414	2.23525665987641	3.56642183271877	2.20283169065111	2.95250537198294
"077896f52217cf2755311d9ba92258b3"	3.744199758367	2.36621909725522	3.22304506785768	3.50067750648592	3.33196587864287	2.67855668858296	5.54678568182234	4.16064184832545	5.38585688737848	3.98850652516167	5.52097896174005	4.00990006978188
