"sample_043Cb"	"sample_043Co"	"sample_056Ab"	"sample_056Ao"	"sample_40_2_1"	"sample_40_2_4"	"sample_8_0_12"	"sample_8_0_15"	"sample_8_0_4"	"sample_8_0_6"	"sample_8_0_9"
"00306dbb19665982fc78754ac92927bf"	1.62152784979051	3.11344435036465	1.79893838202631	3.15505610840337	1.89846961796236	0.400409236820555	1.64288042543432	3.08852182469592	1.86568999706804	3.01256697149005	1.09810282558049
"0051ee453ff489fa79b20379bcc79b6b"	1.51056781990225	2.52312199457686	1.45467110775738	2.67608646936999	1.54522324549091	0.229612307716522	1.68168564112163	2.26908373709142	1.43375220957934	2.52344956918842	0.224563342932916
"00539cb2af8b7b06ee1279130fa2f307"	1.85162163174008	3.49097368328872	2.42703424529751	4.15093984967644	3.31487452828524	1.24380337849419	2.41044627595035	4.39046396887634	2.61136635492643	4.22723702867738	1.43338684614376
"006c80037cfc5a276d7d1b8ef20cdccd"	1.72305394059846	2.43793273822944	1.5465971463208	0.88364147218024	0.115085230582893	0.606687096893043	2.04483663967561	3.62324124190396	2.9688519415957	3.30269495826241	2.36193869177658
"0092362bbf11972deda26d5b9e919f85"	1.49726222616816	4.05928503000084	2.02408447502765	4.24449334513106	4.04145539862117	1.5796689821172	1.48494259976513	3.56490091590526	1.40713958198137	3.14701197893242	1.39160821754363
"0095b52bd61b59e97345c0564dc8496e"	7.56191344658424	8.54917841043884	8.07678671769597	8.34839988121315	9.54468893670168	8.66200146068248	6.07164680196743	6.68845390703444	6.72209380526998	6.4599296809764	5.9789204579702
"00a550b3fa43f178639afb2a02540b16"	2.77620224808418	2.9848380969185	4.03744971364578	3.16159453289081	3.46432124639504	0.884552356086942	1.28431036083497	1.10333710910382	1.91789037903873	0.407830308814445	1.17387806649657
"00cee8684ccbb62fce87c20103b8aed2"	0.678955355895438	2.58568173560987	0.492207969294036	2.66797761622657	0.906430453259081	0.386293401383151	1.63151937141254	2.28489836969581	1.98364818751443	1.87315921854321	0.93683959424233
"0112c347c6def14a99ba74cd77bfc94d"	1.54993394994437	3.21438254518966	1.92337367104954	3.03597582881051	2.39623371135119	0.711962555977441	0.926792197953112	2.69465907215343	0.94530569694268	2.19479407049043	0.199100008032773
"011b116b1e264e2cde7ec36aa569ad7c"	1.05191182499023	3.54117214964282	2.06652439137714	3.94469567646469	2.80689433362921	0.538411686403664	2.00209494622719	4.62891389973583	2.2376787175397	4.3267622025882	1.12910528224873
"0127000197e26a049598b4a6d0225ba2"	1.22466062795551	0.250276111638924	2.26202296054005	0.204982839337034	0.193331557022263	1.65308018223666	2.16700926353372	0.136477568926128	2.32240848092588	0.118527961947003	1.2105978850176
"013c9c13c8d7029019462bef0627adba"	2.01821017617756	2.76353248407507	1.90367677717723	3.29051119543734	2.23236350733968	0.524446312948161	1.9240293553094	3.31617965252278	1.95770152164937	3.48800228905079	1.53603680383569
"015116cb2ae1efade79e1af688f3c15b"	0.759646278510151	3.09240066693216	2.64687795436662	3.14213308630233	1.93576211723202	0.272175971851484	2.3306126263542	2.71674086101518	2.77137999201965	1.26673124205471	1.27994446729997
"01524ceb0052552ad3c425bf777b0b3a"	0.822677526704856	2.73423021280348	1.17809108099992	2.30049696381896	2.00636003520829	0.378294673648271	2.86350289009041	3.83726411377998	2.85719683871086	3.59083588199424	2.16635016339032
"017a60cbade7b309db182bcabe59d6a4"	5.55854297649261	2.59517768906569	5.73742113066673	2.0982825548125	0.979687226147219	4.74894969928041	5.99028869606603	3.20737603502321	6.25975163696519	2.95607043912102	6.18530007961185
"017d459400583fe36857c77a1d541f39"	5.46412205103575	6.70772535285013	6.77947434028354	6.41982516781033	7.08856145817121	4.36138478758126	3.72996285446471	5.52732334818822	4.10416670004041	5.39982170470114	4.63274823170951
"018de0ee05bc68de9383baf688539f9f"	2.32473676631554	4.08644096121936	2.53886083207771	4.16835352960701	4.60467304362235	2.21675275451157	2.46900014274866	4.61763276444356	3.04529318823797	4.74636310402903	1.9935578922028
"019ee757485f09fa0c7881843036a765"	3.20462260866746	4.41197629498648	3.7162951605945	4.33825739765221	3.79283778967657	2.44918758536726	3.00635841559928	3.69265153087873	3.89907408890725	3.58343182355061	2.51965712991083
"019f94720ba42ef1861b87fc58cdd3de"	0.28294863740296	2.26939949186115	1.96208856978278	3.13905772863429	0.293606488391722	0.639639330590146	2.38423291178722	3.41789060460382	3.4871396985217	3.15509528838766	1.17387806649657
"01ac16555e036cea2ece2a239591aae6"	1.31606864651989	2.77792319057198	1.78394244339511	2.98960981594162	2.37630799717925	0.817506323046977	1.05969896916914	2.49204460825491	1.27980077837349	2.32185861945031	0.29510109682646
"01e013346904f75a91f713c559585ff7"	1.2575409642437	3.32257688439001	2.52711887748613	2.88832895056311	1.23298262095099	0	1.25782442340836	2.48486198212375	1.26673124205471	2.05184113053799	0.28552174061444
"01e9bb0d97f8ed373a8d529ffb971acc"	2.32514186532502	4.03493798786791	2.84464429054576	3.93560417132211	3.14703407059416	1.74657502164243	3.6374634153515	4.6428007894329	4.08396690007592	4.78719303150561	2.75249366218931
"01feb696b69822d637cdf0956d28bad4"	4.69506258883429	1.46163997778986	7.10513232761236	2.42179981441021	1.1373941234771	1.19066231144613	0	0	0	0.535393350509669	0.69669288710644
"02104476719f02b32307edfdb1e6a0c4"	2.61825575496584	3.55649842813534	2.61721822582201	3.93699197007367	3.92020990115503	1.22466062795551	2.69465907215343	4.12141716964486	2.76048931878345	4.03648166499788	2.10115606562648
"02266378f920e88e1dac1ed916c48ff6"	1.59848254244313	3.34583188778111	1.82462780259456	3.67091830099841	2.14218857378361	0.304589493285019	2.14076486037811	3.92656147210738	2.21531947368005	3.78140371513655	1.52997488200336
"022b87e073ba519506a6d0d9dac1bba1"	4.64126485469027	6.45534263315025	4.08640317941415	5.96228335766175	5.72222862352785	3.56779648591435	3.46916975039103	5.4974714252251	4.00543684285676	5.40993562562401	3.33231079024156
"026f6d9d6a5c591d5465aaeddf6222f1"	0.569750543082658	2.88117941525289	1.70609681866154	3.15373394307853	2.18029180140774	0.503241335624878	1.75776825836069	4.15505024741948	2.03553249544821	4.14712067668836	1.47419167888141
"027ee5073ec17a7192c3036f2b817f18"	1.2695976102425	2.7055843634218	1.74905132203968	2.80155705892871	1.30876786014148	0.272175971851484	0.933001525551467	1.68168564112163	1.21673186028251	5.07692098803813	0.261582420445554
"028a375a3a51f2d5d05b85cf4ef10890"	1.62827379807631	2.94823958979269	2.11213970707661	2.85533669047095	2.64586971539035	0.577761581255031	2.77039481738953	3.65714789113642	2.55205675776206	3.17106848956421	2.31674595305549
"02a63d174c8502c109303db99cf1e437"	2.35621529351449	4.17105312227518	2.65945454509169	4.02737368735065	3.30279969570926	1.76592211143782	2.98272686871106	4.33297913239584	3.25463239094031	4.12141716964486	3.70820667430442
"02adf979cb3500c39977fffbf7d2a048"	2.69343198218794	4.46335682306685	3.4033624123688	4.39769008427229	3.67190990684254	1.84227584033027	2.56022350028729	4.16710639718374	2.88275264838923	3.80433771948091	1.8921626453948
