"sample_016Bb"	"sample_016Bo"	"sample_016Cb"	"sample_016Co"	"sample_028Ab"	"sample_028Ao"	"sample_106Bb"	"sample_106Bo"	"sample_7_1_1"	"sample_7_1_4"	"sample_7_2_1"	"sample_7_2_4"	"sample_8_0_12"	"sample_8_0_15"	"sample_8_0_4"	"sample_8_0_6"	"sample_8_0_9"
"00089b46831e8ef8664d2a632b8145c5"	1.05396144567602	2.03817504734251	1.47136640047602	2.59916154293683	1.44251707343879	1.67634375425559	2.87862296622622	3.66343165615638	3.18944840120543	2.19102137987819	2.19881913563229	3.31937342396269	2.98033270654521	4.74513259522495	4.13837509985828	4.45019851590721	2.88130410403568
"0036d59b9c2c58b22fd5945b4aa3f348"	2.95930767961336	5.18797848492041	2.34947612161329	4.48293123873669	2.34516956543721	5.02295470425243	2.39115442241196	4.93514881326153	5.00432378502684	2.27497799992848	1.35920447110479	4.91679260034071	3.05941930727903	5.54672031614072	2.7322202706867	5.11610186812969	2.36075588309706
"0046281d7bcee40b30209fff59cb8a72"	3.12268874870262	3.45179308945941	3.23068272825324	3.78925182212304	2.9674481216005	3.41472243767737	2.81396906085696	3.1790412593461	3.89544433559169	2.77095520127058	2.18656406658722	3.10208467213327	2.77922664241996	3.15106180112427	3.29626669953858	2.87865403946662	1.66693822337613
"008277a5fd42cb04f88c34a26df200ce"	2.80853189674294	3.50894355117089	3.32330223861962	3.95730036447409	2.99137290784227	3.72612278696567	4.12239048925325	4.55140362507052	4.05315392337199	3.15507409889706	3.14678222250868	4.27795230541249	3.95788637642822	4.3968001666545	3.96447806470545	4.23790750352365	3.10699418169055
"00b05a391e262ebf75433a5901c94f69"	1.48563935416859	3.35072383711522	2.24469105608001	3.54338971094429	1.90400991361561	2.92195984868338	2.00055759435131	3.59375907940331	3.78687194401829	1.18723247411525	1.42676762193938	3.44829692833912	2.47965446520454	4.78224559125134	2.51684830201988	5.39607781787786	1.93907256589414
"0104f91f1cc33e553be3bfc68a517ce7"	1.39343654489537	3.00384021518064	1.57211001477479	2.88980665381048	1.0656657980178	2.73730455570978	1.63609233658954	3.4664814414221	3.05443842640389	1.10056977977122	0.802075621261634	3.36465742616014	2.0277665191774	3.80900112511352	2.28075900899645	3.60165904281392	1.16039619628125
"010f0a7d84a28949c78be5930457dabc"	2.6092854727391	3.15005419039834	2.4701245044586	2.99895152133079	2.51561691888903	3.09201582256343	3.67614622960173	2.9589930788853	2.79713254327343	2.99294464171624	2.55434719883018	2.92124334422992	2.98113139766009	3.36111289289544	3.04529318823797	3.12305543492882	1.95866164491774
"0141cc500b9cfd472681696cfe8f2eb1"	1.17574029117405	2.92485874187661	1.79720677236254	2.64256410226577	1.01392693166805	2.21391954862362	0.787727548661939	2.27497799992848	2.25866873252447	0.76545621416499	0.10340911290936	1.58878816643417	1.04419552483347	3.57420929343105	1.48494259976513	3.13544760614728	1.09810282558049
"01532d9e56ecb072ab5a8eaa9b39de5c"	1.11115957454563	1.48165408515143	1.15111871358184	0.785477470353404	0.348247633700645	1.1367721829417	1.31144149621782	2.40981351303177	1.77947347115996	1.24398743301409	1.32440299982767	1.30489719491473	0.91425666456116	2.21560833358704	0.998874454586633	1.95198082799712	0.562655734042106
"01651ac01a6d8f5ab55e823ecd4020b2"	0.705356838398787	2.15435685748681	1.78405654439836	2.47548347413078	1.69097863598291	2.18267941863324	1.95680911043858	2.25993277862657	1.97880250118421	1.00467333497008	0.725246442419945	2.19198699623455	3.55819862334617	4.42225097863662	3.6867553999071	4.57427921520393	1.72466622088546
"01748fb97de74d17bdb942aeaa74a1aa"	3.99990273862071	2.73365309844467	4.16824677868576	3.3544406586492	3.86001141101963	2.58313174376579	5.94594025105596	4.76591049217278	3.89593650875754	4.65459524380798	4.2613603448697	3.63580444183037	6.40360607822134	5.93639989746025	7.31755121417248	5.69307646261458	5.08775982803955
"018166381b3825f4433929cd661c73b1"	2.29992385503946	1.93636372662016	2.3622856173757	1.82117910321009	2.5135809185503	1.71962112019515	2.60968650251607	2.49550691897746	2.42084612504322	1.90483470134016	1.77169155763311	2.63992281811768	2.5487321641009	2.50246905050156	2.80865647636154	2.16726132571736	2.16114811879166
"01b59402bea919155f2b72585914dc28"	2.2842050810362	2.8721685840076	2.55061489271856	2.82227753019392	2.23083571257003	2.4077061463697	2.88065526081286	3.16585387932908	3.51412896432482	2.1714975688317	1.66490478531386	3.0467048165063	3.21940112687294	3.62998067966581	3.26610561037504	3.55054798811941	2.5471400160965
"01ba5a538d3091e6f291367ab4c114de"	2.26684269786994	2.32276849857299	3.35691077191089	3.26661505850843	2.22034322944364	1.99571737408898	5.33821458159154	2.02138927258793	1.92553541528028	3.76017470642019	4.40812807147839	1.93781389120319	3.50853576166785	3.16607730272451	4.75685910427466	3.22008437285146	1.72500015910892
"01bea577aa60b2f19561a6239f841214"	1.0656657980178	2.11303515428048	0.790597341697268	2.61986934053316	0.568497372493704	2.36440467115392	1.21567803009345	2.44401911492558	2.37101073697122	0.273631321354119	0.226501905723844	2.52667659486112	1.11372419314332	2.96908352898436	1.27994446729997	3.53093100521563	0.320389311219641
"021b2869c2627d813d2146e5a70b97da"	6.26106771659683	5.53329628280296	6.29400951127939	6.36394924295436	5.84708439896769	5.72246447755532	6.494414279807	6.79285597449833	5.67048882437792	5.19004216286653	5.86678030279705	6.2549956785982	5.82584179396459	5.62097930708333	6.26730392080737	5.48892466822019	4.42602275432481
"029ac96df8a3842cd51b0e24cb25d147"	6.17311167861165	1.88642140866696	6.53462550962827	0.972222571557266	4.24520371663245	0.642232761758396	4.1045774439131	0.954688029190568	0.9867846096207	3.64596451570548	3.42641652227898	0	3.84780487063812	0.825985029904507	4.08781043837919	0.665558873461503	3.08352544492526
"02a0cf41fc307b0bf084a940a0245da0"	0.379544725449822	2.98067949683603	0.332223939658722	3.38770206141914	0.356164213538162	2.41496645473173	1.31949499883854	3.83441481807984	3.82864766302962	1.32157585061759	0.985340418798839	3.92370763248371	1.48811525155565	4.67116380204161	1.1865178880448	4.26785490566071	1.16340066284381
"02c5ba36522584f868e4d3548c1e02af"	1.10371955767156	2.44372921016017	1.85168470927917	2.69714502185971	1.61779906041273	3.37275534793579	2.10591062419321	3.24955768556384	3.59708922201856	1.38680423111409	1.62757051856991	3.84029088562383	2.46900014274866	4.46079890491419	2.55082983683311	4.62429320985715	1.31011285606654
"02d5baf4915b88cd26c96b95b5015208"	3.5957585061918	4.65180758700578	3.39149883577516	4.41079648499799	3.02429062405423	4.43270755785045	2.58674400460507	3.75461302725645	3.50210642455563	1.59440852694801	1.40677666360534	3.4704349262567	3.71244225797902	5.3425526778689	3.76118579000955	5.25988788269028	2.55938683837488
"02f7ae8d3ebef446b8cdc7951ccb98e4"	3.33538352318308	1.09622377176468	3.40280342461779	0.307696442034863	4.10009779724803	0.221300253484127	3.786319183	0.935873727209864	0.587192043705526	1.05649605420276	0.995768972573873	0.607177987580577	1.55712683712532	0	1.80545327955994	0	1.830994284846
"033d19faa0ce86082c0215df5bffbdb5"	2.73876141349768	3.92052694422581	3.12467010692127	4.42329865591692	3.1437853579168	3.88090263096711	2.86973074592041	4.00931939323295	3.7021640715355	2.58035621381729	2.11325161000438	3.47854337955712	2.90052624832539	4.02978996984428	2.98749806531969	4.05955613462959	2.56666357965046
"03522a86e8b54bd9508023e65e04dfd1"	3.78363500286616	1.0656657980178	3.71502277002278	0.409891961783218	3.68890885368176	0.976472149607816	3.19480329629785	2.20944655533294	2.21165756654099	3.77583463103965	3.02101333507399	2.25138850925793	3.59861617724281	3.52770080251293	4.74745561993929	3.17830513210235	3.52723849203113
"03576e58e1c6ff8ce50c0fadbbf4860b"	1.93311072768121	2.04110408833774	1.97146524674132	2.22857508527242	2.29653140635221	1.76110299142773	1.32117833992793	1.72490805318779	1.08553042635117	1.40478976181855	1.20847366026058	1.02224766963695	2.41000205272059	2.16635016339032	2.80335795666117	1.58007501100274	1.74410865575205
"035ad00cb4268363afb29c9db102e959"	3.2998886833317	4.63784831225067	3.23112770314779	4.43990584423373	3.05976261871702	4.20183563163756	3.06211510852375	3.43073514808374	3.48078167658831	2.76563648635509	2.64514625443072	4.24881961800522	3.66039129253209	4.65963178000953	3.73598572514028	4.61576609059189	2.84263190861955
"0362c5f6815777388ea02ff51947c85e"	3.69647972375493	4.12788084830754	2.9892152840334	3.99969648151512	2.94697140145554	4.25243926842783	2.07751280786802	4.70634576700979	5.06237687632113	1.76299898990862	1.96532544644699	4.65101726161327	2.18067324551272	4.22900749774375	2.20871827104743	3.87094464471555	1.22138198136859
"036fd95372a59cb54c18db11e833a6e5"	5.5372495035837	5.12666928699465	5.89567196521648	5.49782629969834	6.07612375846539	4.82421504512762	5.12533550866495	5.0804506494728	4.44104337630821	3.49447489093016	3.0181166143776	4.55827772004981	4.77968810679646	5.00698479913997	5.40655213557926	4.86428962245992	3.75199471289398
"0386c2c39453985371b1e0a028dae5bd"	3.92008029808988	4.48788091590942	4.33541299203707	5.16842704574043	4.25834952868647	4.26279905303817	2.98502313487897	4.0556735512882	3.24437903566433	1.97712776887267	2.02299155331788	3.63324821178901	4.12218266160226	4.70379486676025	4.66838548204938	5.28116347624879	3.3708926639615
"03aa788c08141e567920d07949ef1597"	2.18521485962307	3.53131920998947	2.66004126169723	4.05213584275421	2.67876521803544	3.42613506991009	2.79639405106641	2.90745555089754	2.11032167931102	1.40478976181855	1.06487796438846	2.40763631082423	2.90484386330163	3.68122080135946	3.44335608239246	3.52167403072692	2.19829333933992
"03c3804b27717d58097d438f97396ac2"	2.93328330112149	2.45925117796409	3.26910168174699	2.26896936253655	2.75464831368746	2.72851855446603	1.90593080535749	2.48418472259459	2.0895682183693	1.34037214295895	1.97040065063029	3.10371589585748	1.71054362925939	2.22245124783428	1.75232678694424	2.01476541107452	0.497847369375678
"03f1014e7b49b7d27f67c5e9d6cf9f5a"	0.967954857495304	2.0219101465263	1.13315315815882	2.49981061520166	0.976472149607816	1.31799865726938	2.68226219712302	4.48006870446631	4.73087663720578	2.8731574945606	2.93162219395557	5.00440499267892	1.70230848144643	3.71131701910538	1.74093435611515	3.34261164177179	1.33431948276338
"03f6204f70f7051b6767b3afeff3de7c"	2.56770486525283	3.80491338319711	2.9674481216005	3.78132808905578	1.92328775280187	4.37147084281619	3.36767403432027	3.786319183	3.78108949253287	2.53534624654607	2.94061615516119	3.65006273934232	3.75862079209661	5.669526460166	4.08104761502349	5.579206096411	3.41634185633008
"040d33a988e7004112ecdeb4e029b32f"	3.88186720477724	4.62255352737172	3.81229609709658	4.61917790100552	3.95909745809643	4.37535608591759	4.45784469638967	5.55858669157052	5.58308274268409	3.60112008008083	4.41444035208446	4.96722876320506	4.70068850762966	5.69730482047982	4.74772404085628	6.00620113507296	4.21104885595377
"041ea541f1c4f5b3ffdc193464a3c139"	3.10164396728527	4.79102061730705	2.96454842213498	4.50358215665826	2.68262230158798	4.67978197905988	2.63824735882032	4.87664112774182	4.08277430082299	1.50370955135166	1.95680911043858	4.20536224588736	2.3777684549928	4.30580677931974	2.71128993649632	4.26663052634156	1.47228362222794
