"sample_016Bb"	"sample_016Bo"	"sample_016Cb"	"sample_016Co"	"sample_020Bb"	"sample_020Bo"	"sample_020Cb"	"sample_020Co"	"sample_020Db"	"sample_020Do"	"sample_028Ab"	"sample_028Ao"
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	2.12520868875303	2.1116733459362	2.21514908040493	2.87974252275073	3.59941667489158	4.27055912031323	4.01511381926042	4.19726768986165	3.73237448089814	4.38934841490287	1.40178574757394	2.0924107023666
"0808113a681a013933c03815ed511b06"	4.46819176202861	3.00272278290937	4.58366495728839	2.31226528835401	4.17411774815773	0.976479197285108	3.30952817637197	0.871813600167629	3.80551129443144	2.50854928644202	4.63741233628521	2.70017574546174
"081419daef27076e9e23740f0f3d0cfa"	2.14385556288011	2.65767592288639	2.05562196975353	2.9163626060048	3.39313792464641	4.64348394952534	4.29638845986496	4.80577602843824	3.56015193297139	4.89862507363236	1.40455339572884	2.82384091265758
"08278cb30c0ecfa025df1080741366fe"	3.03738204840135	2.87536131239215	3.43999761210808	3.11267726458559	2.74390860134469	3.95379392557603	2.88481322673489	3.38123614178767	2.85762494155579	3.26965730029877	3.32460125336941	3.10161137325034
"082b8027abcaeb2baea3b91658963091"	2.6528402221731	2.49973448464142	2.64753086781366	2.30342840854812	4.73665672933266	4.71236915864773	4.6144170615538	4.56584477935464	4.97709232639752	4.46891004514281	2.36121566739601	2.30698885381743
"0834e59536ad310cbadacdf155bdda3b"	2.24769165799625	3.70085707139529	2.54602753625375	3.58446617237977	1.64032491876484	3.8555967577817	2.65324279831801	3.40518971888725	1.72143992452678	3.38238463080179	2.22727096702822	3.66980812038643
"08d7a738a4756ac72191feaf26591930"	1.87093903527124	2.97091669840403	1.47136640047602	3.08992897002942	1.75806479270396	4.50758403813229	3.11535290867869	4.4347712079466	2.34893112985915	4.02631123022985	1.34769047768804	2.92485874187661
"08ffb091e6fb80698e54de15a34c082d"	3.00718503954247	3.18282273270214	3.16444608011645	4.16597853847491	4.4190875652519	5.74859702590402	4.77208435624831	5.85564204045642	4.66346026369931	6.01067303715526	2.78429438041602	3.35836559107635
"0974d5a60d20f55cae8db1bb4d3ae6a9"	3.68609021780847	4.41188985659447	3.78389099842203	4.37374395277091	2.82268979485994	2.30082527968132	2.88811543766372	2.78942519553556	3.11892206958423	2.33871209970945	3.49849443481058	4.39841296738908
"0977ec1ec766483e434b5ced6346bd40"	2.01742796352248	0.402391054710501	3.41249841706481	0.299385074400038	3.34634858096416	0.475085693652529	3.54732821690511	0.838254809259856	3.46372550831027	0.681198073483805	2.35162246470041	0.146371356345521
"0989c13d0c860d464a6d08c86ae36452"	3.22711578297637	4.23563708628246	3.48478064493427	4.12624636183691	1.50256389853234	2.52300710030052	2.19236860272225	2.87614969384908	1.49028593461657	2.53303062329444	3.78337894175979	4.46249434432897
"09b2d834bd6ac6da3f312992a5ada13a"	2.50924924761688	4.16854284794903	2.51457681725697	4.22267973999844	4.09781624703166	4.90814333445766	4.5242003541589	4.82628093941266	4.31847903767142	4.84861225212568	2.38504188926345	3.86559021298067
"09c649de9578b51089151c3f67c6d1f1"	3.0120015412072	3.16534646468454	3.50891967358137	3.59674426137754	3.07820282916797	3.27783030786385	3.25529755155232	2.96821043589213	3.22639188583179	3.04750877664207	3.77283658129066	2.74933561068801
"09d19cff22a275f6b41de4a94d82edbc"	5.12539858082276	4.19439287809809	5.20270498858645	3.88923058033746	4.38138718656531	0.624889770843749	3.51584799986549	1.53028916662408	4.2815300557699	1.82200042871068	4.61145927812447	4.06051743881105
"09d8ddc69c0a38c3720e026fdcb1ea1d"	1.74550259357198	3.67644699031594	2.03376533660333	3.79812315543765	2.29235534710813	4.30528418764432	3.55146808697098	4.32071697514768	2.13320266347487	3.98908122702729	1.89829968876155	3.55798036536426
"0a179124b7265fd051af45cf7bbb5a2e"	2.72352103431974	3.77976921429329	2.43154539952272	3.59840739458752	2.84044323766885	3.88230921439034	3.28045016495082	3.99573491165218	2.79730585161634	3.92754247937006	2.06879836278768	3.35509954561678
"0a2bedc2b9e2f372d7ea96ac9331bd11"	2.40799460444665	2.22351593484476	2.74563398878731	3.03067205518997	3.86120956380198	3.88388959073767	4.00673547901372	3.78083414217331	4.2436001328969	3.90407362652256	2.43758852853735	2.24314577915505
"0a3d2dbba6357dd3b8d7cc68bd934825"	3.16492151944491	4.45741707964339	3.29154771778214	4.79410118554697	3.24439385280714	4.66240285929296	3.88189108458551	5.01359990861411	2.70186283208594	4.89635505647358	3.23600940322404	4.50083655401581
"0a5a7c8b3e26ce811cf9a5a0f0698842"	3.21859294486142	0.924245012537992	3.75295789286734	1.18610960312656	5.08927583765853	5.45990250219601	5.06228630183009	5.09488168313852	4.96521647255944	5.21357437482609	4.52112469368376	1.68473275141124
"0a6615421c77de34c12671148d5b177b"	1.85129181886369	2.96353264102381	2.35815340732465	3.71209954121199	3.12343934363198	4.19251706095778	3.5734453609286	4.23724877909425	2.87514997808084	4.27655915186421	2.2113181247944	2.7720282709695
"0a8072d5e752c9bb771c9801625bf602"	1.61993733193679	3.5743383246317	1.81296778758145	3.69805019052044	2.60025086207898	4.09044844888658	3.28055009796088	3.6699402339745	2.30360976783542	3.6605177360811	1.60844160943089	3.20445722301639
"0a88346680428af1533158ede0201b34"	3.62107772115402	0.146371356345521	3.14911142726007	0	5.27726070287682	0	2.50820153804919	0	3.35028562851358	0.148454487282377	3.55121992387075	0.0965194483443099
"0aa642a7708a378ae2d52b09a6251f52"	4.79189484264108	5.17623402930923	5.06993062872072	5.18149190203929	5.07387101696057	5.67675630911446	5.18503883038354	5.2234544356385	5.04449894016464	6.55638003251953	4.00937487076029	4.84698787499153
"0abb4e308d2287c078352db4a8e5e722"	3.79103239600282	1.43181657229526	3.91492947754298	1.49688985036148	4.52801791696908	2.76327750710864	4.48076071894903	2.84188364810372	4.97433019414229	2.39957604133343	3.64577167208742	1.41281067560825
"0abfe6fab9f2f0326a0cf0b2819a045d"	4.42113556273329	5.4159905606165	4.91005135979586	5.70421275540549	5.21043396581984	5.71487923721425	5.1024049347946	5.8058419117446	4.9621973438922	5.52174188638689	4.84984072017975	6.84835681893452
"0ae7bfa0558543127382041ced659532"	2.97953586702029	3.296560641053	3.00885326561352	3.40430109349503	2.92167617697779	3.95838813634175	3.4541583913059	3.96751371831647	2.76327750710864	3.52824885823852	2.86637774567217	3.13989395763775
"0b0887152c48ecaee3708409b923f793"	4.19007456193284	5.00747065321429	4.06999164282998	5.28574043698785	5.9150703496856	5.77785198130823	5.58953307335361	5.92349924392042	7.05589386174623	6.18499198285827	4.05738659487698	4.87319889731261
"0b181d48c37772c1041becbb17b33ac1"	1.92493163067012	3.4743704550294	2.7321887740621	4.83884947301023	2.60143853270875	4.36888419997391	3.98789515764356	4.47858344620079	2.6823496874168	4.76365178241376	2.2040284892534	3.3669465965978
"0b7987dd394c6b1578d7c83c3e038319"	4.38825468752699	5.34222059957361	3.71830790805469	4.37132860173616	4.29311405153665	3.90245998516055	4.04721899184737	4.40060449263837	4.12699314926534	4.70977791837568	3.99016237058629	5.45085782781179
"0b7adfa1cd85552388da8b57c7886d6b"	0.989113592911916	2.52355997444276	0.869139164471469	2.94223154457443	1.59500430254167	3.93992208351678	2.22552465041091	3.24554610750961	1.14542526982108	3.02510430782246	0.984917509690329	2.21022185668316
"0bc554d7aaa03639090507fee7831514"	2.55203626426701	2.04402457510141	3.12615355353822	3.07807510314855	4.30377099590774	2.8794343845212	3.52259509132069	3.38882637533675	4.06715053369786	3.70519345420084	2.88855416262577	2.35803399088836
"0c23f91edb5ca911f16c5ea6d2e6f7bb"	1.07750790507216	0.329923672184455	1.80943988112237	0.341430479150787	2.77731304503221	0.689263649405143	2.25445856856704	0.381251647372873	2.13887392364894	1.73008971812088	1.067167049951	0.237491232125606
"0c641f1bb166c036145c1c358b3548c0"	2.92727300967317	3.73188099170364	3.16587172051105	4.10734781891025	3.08946120384199	4.30722636139657	3.93426438204651	4.54226467742605	2.9208140963497	4.38297323650497	2.40383631706644	3.55894242259847
"0c69526b39e6c700505869e1bb26de49"	2.55972022202223	3.17472651628101	2.74476466125389	3.12818009654149	2.77314158593582	3.31564635461568	3.20751686229349	3.47954083918999	2.46589963385248	3.28490552890586	2.80169799524808	2.52263262020589
"0c8a4e5e6583e8f749e0fc431bc19e9b"	3.19443170846829	2.48973866497019	3.2297096566486	2.68169208750136	4.47785663389414	4.51444182958145	3.93832563831316	4.05640362181023	3.6988755264952	4.48220960494608	3.66949171614098	2.56497759955361
"0cc5c86249ec081e574cccf28c21ad70"	3.98452363220841	4.58377998816844	4.35873148486489	5.36691213747014	5.33805114527223	5.95974751058061	5.53723878802268	5.90883059234643	5.16208165498657	6.20402786681666	4.33452788189868	4.35714562871359
"0ccd6ae37ee2caebd21b05bdc79a677d"	0.993292142565792	2.31893332937355	1.52423312076787	2.73803324990803	3.92198070259082	4.35047306570743	4.43534036161227	4.06137809046427	3.92892849890553	3.96539185236551	1.45835615198608	1.90836996587732
"0cd52318943a4637efa5e3e02936878c"	2.92524246766934	3.74074365258671	3.23970636447495	4.29624364060464	2.98672704794813	4.54362719509984	3.72892088807605	4.46006774047827	2.93451899101082	4.2474837020438	2.96987608966347	3.72251058380913
"0cddc551cd3c2f10d16fc8fce5d9e9cd"	2.2842050810362	2.8721685840076	2.55061489271856	2.82227753019392	3.00987282306715	4.32220475932027	3.66298435132193	4.24197592310891	3.64934205081963	3.98908122702729	2.23083571257003	2.4077061463697
"0ce4a8bb4c43849083fda1f51b3cd7f9"	3.14086822828391	3.90227628004598	3.2998886833317	4.50594730755211	4.17043998190247	5.6654016231204	4.58087896882779	5.54951183430063	4.2320313093901	5.20955987689969	3.14086822828391	3.98158727630204
"0cfa7e4119733f2ab8a1c59fc7d11cbe"	2.66082846630413	4.82566107008955	2.78290241528673	4.29140227051767	2.0230880978822	4.09125145014594	2.39520912287122	3.26904865176644	1.50160144524757	3.33842767746736	3.13206543131641	4.78172156058767
"0d08c5ce5bbbc77fcc000171f26ad75a"	2.24076418597818	3.32841451904052	2.47466700070573	3.85140388632532	3.14266582962648	3.6197726475652	3.31311692431881	4.47348463161264	3.02163780879278	4.0668764097153	2.19688529922866	3.02579408675923
"0d0c4cb9bbf60a4f26961459a473aa37"	2.32665692757576	4.93164618341665	2.26547007331136	5.40050734435841	2.98430179382073	5.14778950305637	4.17512558189163	5.08244749775089	3.20946932211372	5.08641163375063	2.41395972752962	3.99328131856927
"0d2dbee63533ea7f83cee53a256eff67"	1.41006581786914	3.16682101955216	2.1062074912258	2.98864849271772	3.41020059747677	4.27279301711977	3.9804501809393	5.2242302987912	2.72100249021335	4.75459633994124	1.51189696631975	2.53967754447469
"0d44a1331a11189eb5b80b54e2250401"	4.28335744596041	5.88150849088837	4.42666914970248	6.41795132022958	4.49729749523693	6.25338575190057	5.1697775410128	6.03888372428504	4.17118127464208	6.34998974127757	4.04328852038969	5.65386045367845
"0d44dd70f99f6ea29c8a575ed17cb12e"	1.78026735376893	3.92052694422581	1.91999186778273	3.56150339279453	3.30785985489781	5.34388361567404	4.2322637062376	4.63962591074817	2.94383332210902	4.7851362374229	1.96201364607876	3.28777146496167
"0d5570f6ca39afa62394372bd3e733df"	3.10389772787989	3.1436518508453	3.63859689858249	3.51892531082385	2.36839339269258	3.08616984350369	2.64057467249805	3.11167691409624	2.20958320906193	2.88552898811833	3.21460799920685	3.01409511933386
"0d5e0b463b926da9fe06e368a558024f"	3.19426958897566	4.39434095714038	3.40754288730288	4.50249637802161	2.68671896608031	2.70828350721755	2.68998344231415	3.06437660430768	2.29397089711485	3.05537080934737	3.16847678337051	4.2184064795454
"0d62240701ddae50db5a78fc3050341e"	2.18814009703568	3.59763181478726	2.72625775875983	3.7478935894662	5.4268187197085	5.50059245428432	4.28145784257215	4.75611128633553	4.35787824521723	5.77805011406243	2.27449287701902	3.1371353261605
"0d9c5b930278f3286c85e7e96e510d76"	2.9967792874739	4.72430482441256	3.15185901169335	4.80770211067517	3.47645418544819	5.18095652414365	4.11298254958752	4.94777081043551	3.50508802175775	4.43844341985705	3.1570767478279	4.74045251910306
