"sample_016Bb"	"sample_016Bo"	"sample_016Cb"	"sample_016Co"	"sample_028Ab"	"sample_028Ao"	"sample_088Ab"	"sample_088Ao"	"sample_088Bb"	"sample_088Bo"	"sample_088Cb"	"sample_088Co"
"028a375a3a51f2d5d05b85cf4ef10890"	1.8027900744605	2.98694618870335	2.13457558842624	3.40467516050595	1.90502446203054	2.43390419029686	2.51288005355444	3.46977585618743	2.50152283321081	3.34889796727049	2.38345515062689	3.87408268821802
"02a63d174c8502c109303db99cf1e437"	2.65676797407774	3.76605884522662	3.27635567717754	4.47188597918101	2.72321529503582	3.79882500185427	4.51934668501249	5.61632459800043	4.53609873998567	5.71554818641085	4.42715223538219	5.7983883458874
"02adf979cb3500c39977fffbf7d2a048"	3.3973489197048	4.08144001846193	3.43574019811517	3.9315337210866	4.11667487155684	4.85660222333445	2.40923642176885	3.48323363735382	2.10325306243478	3.06743389333525	1.9018297022389	3.65274528106419
"02c19d40dee2d87c409a2e2f7b713d7f"	1.54365979664978	1.90166772820734	1.84102396532875	1.54845806503253	1.85697276265559	1.57677400834968	1.69736087380441	3.22323749892327	2.08197084030556	3.37486709548279	1.664933166212	3.89803888176102
"02ccf6f06e50ce9c5e49ffe2278c9f27"	1.97884764860217	5.45477109616755	2.21932375005557	5.46665372019242	1.80491341820058	5.16543713889765	3.29549013923488	6.46689784647965	3.30448528629993	5.94170113448588	3.44729567201981	6.37102552153038
"02db2ad8ae83f16a31add624ea4ad90e"	2.58313174376579	3.91739622380008	2.72778289131233	3.67187662173155	2.74817960383614	3.89405671383502	3.10009859516466	4.46613751762798	3.38613044326929	3.68021653918514	2.99599323949942	3.65800727477015
"02ed78575eba82d038ec26a744d9b6c5"	4.44784363508344	4.78030503850925	5.07488978740174	5.50426138222127	4.42908889020197	4.95111297785107	7.8310396820265	8.12337391657838	7.85064957689931	8.37412525646484	7.91685650905811	7.26748454771834
"02f7b0f943947c68160210ebf8af9e7d"	1.24292069180414	2.03964064024988	2.14121291748721	2.38742262556175	1.41006581786914	2.04256539787456	3.60255985185538	4.74856146301128	3.37776573473527	5.00703651550686	3.26554177830427	4.83960263090567
"03355cd11fa9d7ee1d42bfd508147739"	1.88252800822886	1.21629941107046	2.14277932746718	1.83869119779125	1.74279468662777	2.34727248173769	2.78575845847151	2.35219839704591	2.29354459900798	2.56919080119267	2.48702390216675	2.35005092296931
"03734cd02763530410103ffac1802bfc"	3.20726686084322	0.126727800591516	3.69620034090806	0.116759400809843	3.49951542723872	0.116759400809843	3.80943331415516	0.115059329734787	4.28034296224683	0.518424677681289	4.15300490316022	0
"0381b98525605c48d762e395044ca5b2"	1.48563935416859	3.35072383711522	2.24469105608001	3.54338971094429	1.90400991361561	2.92195984868338	2.86895970283231	4.42256258828834	2.81409048566479	4.55055305799127	2.69086199323128	4.76336245899221
"039544c0752df4a57b038dd86e16eba6"	0.642232761758396	1.66575756349977	0.81081865443799	1.84991579239823	0.324114768078193	1.74156416831621	1.1990185522608	2.56513241762808	1.26996838843151	2.51991336831953	1.40264003965598	3.37546307669863
"03ce41b70baf38697859cf6c9998b33f"	0.522832650051581	1.74550259357198	1.26857810448374	3.40840815477061	1.15111871358184	1.56035396511462	2.5268333594665	4.3263221364027	2.30310695480952	4.15662192596415	2.22027897816334	4.46523889303548
"03dbe23a9e8b7382924fd20ec95338af"	1.49183701019042	2.04402457510141	1.09997868805247	3.0324636408553	1.03013357069587	1.68473275141124	2.16789898973471	2.64655932248299	2.22434953900362	1.93468362362863	2.07459750220739	2.07841533304578
"03e263884fc71d9f491555f67c1f630d"	0.967954857495304	2.87657659625596	1.53641894709715	2.80426312482575	1.50442155976762	2.53165123111522	2.14100924806395	3.38376973187289	1.76520328793836	3.23770150451816	1.63482101828644	3.70194324993268
"03f86a1233871340db1328f6fc35aff1"	3.49131815003563	4.43631317794396	3.57104903921017	4.31906017054026	3.57421077942203	4.59510304191252	2.44574126843722	4.13810974132235	2.00525395097203	4.11931485983165	2.27494870173584	4.3644493045663
"03f8d34575dc20b78b31c3c1177379b9"	3.15152302201884	4.12333399528403	3.30568623833268	4.75076650999262	3.06345204165529	4.35367682455675	3.60781038657994	5.76459681965053	3.25867790745506	5.49670524928389	3.18649477182079	5.66987333674485
"040ffbbb2858152fe7b1bfe2be12eebb"	1.37367962889975	2.66240101888022	2.01742796352248	2.96338618393353	1.89152938657264	2.7329212042841	2.79723743142739	3.82779364594578	2.77359072007224	4.11534255321771	2.66936619722807	3.8228542484214
"041c4b843dce3deada3d6b1daf849177"	0.356164213538162	2.56856818621036	0.67715701658107	2.45152031019536	0	2.46692273762636	0.431795403354194	3.8517611927885	0.578801978775085	3.34767353125771	0.324428573418785	4.05166424486682
"042f95fd86a3be60cda5e0a13e76be0c"	3.91537842969049	3.11422390254325	4.10196179397703	4.03376429463034	4.00093338650094	2.90656351654725	3.49091814395761	3.20634643025577	3.59722147540423	3.98611428582076	3.89344615423695	3.52005547861074
"04356242a8d119e65547c999cf90c0a1"	5.43571289813702	5.94463644520987	5.64386902094144	6.59430534173013	5.57833067782345	6.01311826400176	6.62870815773532	7.01878818327697	6.36712981175963	7.58213680438262	6.82263284640555	6.54570725758557
"0495aca4ee75b03118200f39e55de807"	3.93383439811723	5.47638607194257	4.05721217632808	5.35703424507301	3.81215559721482	5.67991097752491	2.82963636605607	4.63230099449327	2.91059586498471	4.74232298838551	2.7482563260137	4.44693688358712
"0496149b2d1f183353cbf9189b7049e2"	1.22654394868085	2.99992372712682	1.18266509896779	3.39149883577516	1.27489090137627	2.9356773394347	1.85087078971867	3.65350561225421	2.08197084030556	3.67581397120902	1.81180389735342	2.78763126377255
"04bd54b9e03f729a1a5670b1416e260b"	1.45310428504292	2.29992385503946	1.54365979664978	1.26222520287967	1.48930098354351	2.15566179924429	1.42020368970342	0.700571318813871	1.82163424248362	1.14089802846073	1.54276696921855	1.19191262946793
"04f27efead94a16b3e810b74f86514f0"	4.96519346399452	5.24271440941666	5.30713085341909	5.32004869642654	5.2903623390525	5.16913193368774	4.53460436377681	4.5255909042495	4.10160216201599	4.4725229737894	4.22483379048681	5.13379902779836
"05114c017775551aa7d1fa1a490e42d9"	0.825720739608313	2.70846318248033	0.980703745135942	1.74746600473348	0.165636464930348	2.28628445656355	0.607676434370808	3.12948051766453	0.349303844007951	3.16907026535936	1.1395110802394	4.19745184124783
"05425468abc7b6696e6644b43e20a070"	4.6758032569455	3.69031519794033	4.30487086307901	3.43161089943644	3.34376574226421	4.2246611386916	4.23850002733178	4.37129576427897	3.38317868222006	4.00641894926428	3.68852839249902	4.52256827300713
"058b63372cbe61fbfecc853d367548c1"	1.05396144567602	2.98808137996744	1.21658760213423	2.88100609220412	1.19977018568233	2.59664754248111	2.05778880398438	3.08905229248308	1.51210288400675	2.93031656780246	1.46089149932667	2.6681583294391
"059e24b38a4bff0d4f11ed6166a3437c"	0.738179339885384	1.09997868805247	0	0.984917509690329	0	0.835533502323984	0.635740500610399	3.87516771645194	0.568988865930157	3.24655169044809	0.285915513004061	4.05136120586346
"05c4489613b115ee4ec2ef8199067913"	1.50633695474711	3.33727629020441	1.90479021163134	3.702163463408	1.35865451378079	2.9756241686941	3.02178103932354	5.04931778551112	3.23221604710601	4.54094009728035	3.15208196235919	5.39348844576923
"05e856ee9d148f9da62ea0b0ccf6db24"	2.82450921989423	2.4495782185347	2.89666745390293	3.03300614090914	2.30555248592555	2.54145245472513	4.92199830560685	5.35802203592619	4.62907458558117	5.48275160672066	4.62019080947244	5.43323472328044
"06094dd96a7550292ac7a15406ee3eb7"	1.65290440717926	0.495770664437372	1.41006581786914	0.915269010094177	2.00537631861236	0.348247633700645	3.2699969844414	0.408912492378074	3.40481815208771	0.497460709853747	3.45832475798341	0.298918704377769
"062dc7bf1a892776a0d4259124cbb2fd"	3.58050442715688	4.49040974020105	4.58779775537044	4.46651180995953	3.98179730218949	4.24906919159452	5.07469032337047	5.05921235619598	4.46433423707433	4.84445240558907	4.24276399262757	5.04022671716496
"0639cd2e7dadf3ff0a4ebc918d2008b9"	1.59427645699301	3.61301897710042	1.97539618399787	3.91832924064372	2.00186177741882	3.57103863391844	2.05778880398438	4.5080846712088	2.25687827043754	4.18533177509132	1.85632923987735	4.90974138089382
"067925bf2c68cfbf03151580d443463a"	2.25492835343121	3.17469137067358	2.4625518881805	3.47174739822635	2.53404652574631	3.20912628613673	2.11451458204045	0.985461635811254	1.99170766821697	1.47412889354691	2.07632655947389	0.864718258020642
"06850915424790786904937314f04f24"	3.18840981323663	4.83608268075805	2.83712292696179	4.49783272857914	3.1335379558735	4.23856543284276	3.2719812363793	3.79817501730677	2.83374143988318	3.04940004663441	2.78977395656129	3.78599845156627
"0691bcbf69519fb5dba78151aa18c728"	1.73634482335276	3.23964988110872	1.78419834974656	3.01393018073926	1.62189102358586	2.91404503731912	1.64310083506578	2.95430358783173	1.32323894713477	2.63161019187226	1.11153398798542	2.89664867777655
"06bde0cecfbcada397af9c0bf5f83820"	2.64782716772889	3.51854619974135	2.50582539753621	3.63626884361557	2.61543471654572	3.76398337775841	2.79918484991644	4.90738092384874	2.74106564819957	4.76892371002351	2.98651939342846	4.5954233824152
"06da80a2c361f6c3363b72be33e8e8d4"	0.967954857495304	1.68264209057474	1.29359364869219	1.92164116814894	1.4291234600578	1.78971354441713	2.47693246374248	1.84157916020668	2.19064160981052	2.22449678364283	2.33525951209974	2.04310389903593
"06f154fee6b1d89c4fb222e23f2b939c"	1.23312686447627	2.72409643557544	1.63988389383134	3.41657201724266	1.08867137443727	2.50442181747097	3.22808211661667	4.96933471284942	2.68612492257505	5.23636898144347	2.65599872463041	5.1243079678515
"0723628f526fba7f82f84bebd97bad25"	0.165636464930348	2.84041604807555	0.282552187060332	2.46213491404852	0.106690630662525	2.78984294579805	0.626473047291953	4.21536088369034	0.887249075889431	3.81251687492209	0.66303842712296	4.1227071800646
"073587e420e91ec5e53de8257bfaba94"	2.79398425910319	3.12367991853441	3.78312281506934	3.78874250385887	2.80766606781548	3.2759310911664	3.50178874296073	4.83632888997474	3.39376449272469	4.68625751708331	3.23770150451816	4.91678194593054
"0770ab0e479e6e586e8685465d538066"	5.03613864786586	3.73215058305456	4.78886792873695	4.39146638966082	5.02967887521983	3.98389513852693	5.32176198120064	3.82968693667793	5.00125584425951	4.3980079996498	5.27722283310036	3.53636560062192
"077896f52217cf2755311d9ba92258b3"	4.45624173323222	3.36344508053071	4.22630700802633	3.56851242970731	3.94370004805052	3.1563288339838	5.54678568182234	4.16064184832545	5.38585688737848	3.98850652516167	5.52097896174005	4.00990006978188
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	5.66152398359087	5.73501986081466	6.20766881116395	6.8443102088757	5.59197955491005	5.74601740331472	8.22743529125749	8.30755984983306	7.75609592119762	8.80607790540469	7.54615929487353	7.55976526951961
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	2.12520868875303	2.1116733459362	2.21514908040493	2.87974252275073	1.40178574757394	2.0924107023666	3.19152024973833	3.99590228250986	3.26800878741841	4.41837182323549	2.9713094495674	4.1687600823162
"0808113a681a013933c03815ed511b06"	4.46819176202861	3.00272278290937	4.58366495728839	2.31226528835401	4.63741233628521	2.70017574546174	6.26004787821399	3.21173219222331	6.30742090157435	3.78908726542799	6.2849860344741	3.17340870170533
"081419daef27076e9e23740f0f3d0cfa"	2.14385556288011	2.65767592288639	2.05562196975353	2.9163626060048	1.40455339572884	2.82384091265758	2.99773327022416	4.29184724482652	2.66088032355915	4.09088023503088	2.98019519585212	3.98753781609177
"08278cb30c0ecfa025df1080741366fe"	3.03738204840135	2.87536131239215	3.43999761210808	3.11267726458559	3.32460125336941	3.10161137325034	4.17091385997014	4.30180605701575	4.70456166232345	3.99269345449236	4.05559541786278	4.3269681027731
"082b8027abcaeb2baea3b91658963091"	2.6528402221731	2.49973448464142	2.64753086781366	2.30342840854812	2.36121566739601	2.30698885381743	4.74582623507204	4.84120623492515	4.79838698508562	4.78443291880607	4.66096680347805	4.36332659378703
"0834e59536ad310cbadacdf155bdda3b"	2.24769165799625	3.70085707139529	2.54602753625375	3.58446617237977	2.22727096702822	3.66980812038643	2.26467124215805	3.56564359339394	2.3490353270986	3.32361230976284	2.14200841465771	3.9040839849532
"08d7a738a4756ac72191feaf26591930"	1.87093903527124	2.97091669840403	1.47136640047602	3.08992897002942	1.34769047768804	2.92485874187661	3.32599958509625	5.40412273324497	3.39434932045723	5.97328331563888	3.69806711797293	5.35283935807885
"08ffb091e6fb80698e54de15a34c082d"	3.00718503954247	3.18282273270214	3.16444608011645	4.16597853847491	2.78429438041602	3.35836559107635	2.25528852452354	2.68666501467287	2.00114460651917	3.83222184143736	2.36037099669301	3.1324104568097
"0974d5a60d20f55cae8db1bb4d3ae6a9"	3.68609021780847	4.41188985659447	3.78389099842203	4.37374395277091	3.49849443481058	4.39841296738908	3.06322870255976	2.61269922558732	2.87596746594975	2.28282988757456	3.11539992012457	2.35006788048422
"0977ec1ec766483e434b5ced6346bd40"	2.01742796352248	0.402391054710501	3.41249841706481	0.299385074400038	2.35162246470041	0.146371356345521	3.84656715700786	3.95469851313106	2.60453834598838	3.84545063074527	2.82654646383317	4.57526628820793
"0989c13d0c860d464a6d08c86ae36452"	3.22711578297637	4.23563708628246	3.48478064493427	4.12624636183691	3.78337894175979	4.46249434432897	4.21149480511477	4.65807473161292	3.87985594864612	4.79656280930782	3.93207697368456	4.96933471284942
"09947d9e52474a7c0a88c03dd1c4cdc5"	4.16772379510032	1.27173948434731	3.86332673585048	0.72190274767315	3.9344951448355	0.348247633700645	3.69070428809116	1.12830053236993	3.37962502932598	1.07623715531378	3.73575302087863	1.40691528097435
"09b2d834bd6ac6da3f312992a5ada13a"	2.50924924761688	4.16854284794903	2.51457681725697	4.22267973999844	2.38504188926345	3.86559021298067	3.34270748239208	5.04334616624214	3.30622999957377	4.83790106989664	3.28036646003417	5.29899081641299
"09c649de9578b51089151c3f67c6d1f1"	3.0120015412072	3.16534646468454	3.50891967358137	3.59674426137754	3.77283658129066	2.74933561068801	4.6351789840537	3.52308929762965	4.49902158209251	3.40481815208771	4.67981150160319	3.98332919912081
"09d19cff22a275f6b41de4a94d82edbc"	5.12539858082276	4.19439287809809	5.20270498858645	3.88923058033746	4.61145927812447	4.06051743881105	5.25271582391882	0.382836674417789	5.39837384510959	1.22975130844493	5.13980945743728	0.264372062134168
"09d8ddc69c0a38c3720e026fdcb1ea1d"	1.74550259357198	3.67644699031594	2.03376533660333	3.79812315543765	1.89829968876155	3.55798036536426	2.61351385514456	4.60427738756216	2.49291946129786	4.57094927297718	2.98196290946799	4.53926689397427
"0a133b520b03346a629160a1e02b66b7"	6.47028516410228	1.43450245115513	4.44308852558013	0.665650590496445	7.54662958165371	0.91976708235976	6.31605974439329	0.465166951354208	7.72185881045908	4.47391437369417	8.26851655253649	2.9010665860199
"0a179124b7265fd051af45cf7bbb5a2e"	2.72352103431974	3.77976921429329	2.43154539952272	3.59840739458752	2.06879836278768	3.35509954561678	3.01858993864177	4.58127683549589	2.93966389895261	4.60172796469871	2.85546456282089	4.43988045833143
"0a2bedc2b9e2f372d7ea96ac9331bd11"	2.40799460444665	2.22351593484476	2.74563398878731	3.03067205518997	2.43758852853735	2.24314577915505	4.45668433070174	4.3980079996498	4.30768717419034	4.0379357497138	4.34904000915318	4.16687171410904
"0a3d2dbba6357dd3b8d7cc68bd934825"	3.16492151944491	4.45741707964339	3.29154771778214	4.79410118554697	3.23600940322404	4.50083655401581	3.89803888176102	5.19116046056907	4.0525728112704	4.9342321772914	4.008635609437	5.01151903681393
"0a5a7c8b3e26ce811cf9a5a0f0698842"	3.21859294486142	0.924245012537992	3.75295789286734	1.18610960312656	4.52112469368376	1.68473275141124	7.04301321527198	0.130466701251678	7.125866493302	2.48278773981633	7.0359431780397	0
"0a6615421c77de34c12671148d5b177b"	1.85129181886369	2.96353264102381	2.35815340732465	3.71209954121199	2.2113181247944	2.7720282709695	2.16127725633982	3.53839255444	2.00525395097203	3.52565615896185	2.17917374807881	3.86023611555818
"0a8072d5e752c9bb771c9801625bf602"	1.61993733193679	3.5743383246317	1.81296778758145	3.69805019052044	1.60844160943089	3.20445722301639	3.15208196235919	4.51953647775873	3.04277424385593	4.65923062828802	3.0977417808496	4.64560554577477
"0aa642a7708a378ae2d52b09a6251f52"	4.79189484264108	5.17623402930923	5.06993062872072	5.18149190203929	4.00937487076029	4.84698787499153	4.32535627818515	5.73211003379205	4.05408525658498	5.33930421147972	4.18982806033927	5.47299855995847
"0abb4e308d2287c078352db4a8e5e722"	3.79103239600282	1.43181657229526	3.91492947754298	1.49688985036148	3.64577167208742	1.41281067560825	5.44639041493206	2.21403362157667	5.06813321326071	3.00379964463175	5.4167363777069	2.88368165117651
"0abfe6fab9f2f0326a0cf0b2819a045d"	4.42113556273329	5.4159905606165	4.91005135979586	5.70421275540549	4.84984072017975	6.84835681893452	6.02988128331224	6.95403480842982	6.60710905387531	6.04667065644108	6.5612245933432	5.87081807196899
"0ae7bfa0558543127382041ced659532"	2.97953586702029	3.296560641053	3.00885326561352	3.40430109349503	2.86637774567217	3.13989395763775	2.1182294688871	2.847977926836	1.80323009599075	2.90393491655662	1.82873407201942	3.00811034812042
"0b0887152c48ecaee3708409b923f793"	4.19007456193284	5.00747065321429	4.06999164282998	5.28574043698785	4.05738659487698	4.87319889731261	4.98803938521894	5.99008274285607	4.74475002482689	6.1830651699033	4.70361490254056	5.90054037967361
"0b181d48c37772c1041becbb17b33ac1"	1.92493163067012	3.4743704550294	2.7321887740621	4.83884947301023	2.2040284892534	3.3669465965978	2.37376836380391	4.42777646743043	2.13071908594335	4.60706319311897	2.30840810629683	4.44938266727067
"0b7987dd394c6b1578d7c83c3e038319"	4.38825468752699	5.34222059957361	3.71830790805469	4.37132860173616	3.99016237058629	5.45085782781179	4.4892889657338	4.52634513666763	4.51382696737835	4.3690923462442	4.30274936314601	3.80595290474107
"0b7adfa1cd85552388da8b57c7886d6b"	0.989113592911916	2.52355997444276	0.869139164471469	2.94223154457443	0.984917509690329	2.21022185668316	2.06101287223127	4.05898249086716	1.87761982905682	3.19446374930807	1.64321959375824	4.32871354203467
"0bc554d7aaa03639090507fee7831514"	2.55203626426701	2.04402457510141	3.12615355353822	3.07807510314855	2.88855416262577	2.35803399088836	4.29279998760254	3.39959743576438	3.53636560062192	3.40017886314823	4.19167361182758	3.60639255349965
"0c23f91edb5ca911f16c5ea6d2e6f7bb"	1.07750790507216	0.329923672184455	1.80943988112237	0.341430479150787	1.067167049951	0.237491232125606	3.24209153104042	0.361721102260918	3.03097391805658	0.463586853248182	2.4052037864981	0.221012809040987
"0c641f1bb166c036145c1c358b3548c0"	2.92727300967317	3.73188099170364	3.16587172051105	4.10734781891025	2.40383631706644	3.55894242259847	3.60212695270404	5.02694752330856	3.34644759416321	4.35128800671161	3.766444016798	4.3813694187548
"0c69526b39e6c700505869e1bb26de49"	2.55972022202223	3.17472651628101	2.74476466125389	3.12818009654149	2.80169799524808	2.52263262020589	2.7676124901255	2.92430010841214	2.97428066104356	3.27577713031911	3.20318069832989	2.98121286564851
"0c8a4e5e6583e8f749e0fc431bc19e9b"	3.19443170846829	2.48973866497019	3.2297096566486	2.68169208750136	3.66949171614098	2.56497759955361	4.97490327534051	4.75717543833481	5.41440017766503	4.42597961326047	4.85047769144509	4.81947181067235
"0c8f6e3274d9d3dff5e25b844ec01305"	2.61328938370406	0.265431095391893	3.08479237131465	0.239186964748908	3.56310067502822	0.175131604255276	3.18361169012529	0.160587064647948	3.56042202428379	0	3.34460586592864	0
"0cc5c86249ec081e574cccf28c21ad70"	3.98452363220841	4.58377998816844	4.35873148486489	5.36691213747014	4.33452788189868	4.35714562871359	2.81024927105304	3.22161515521483	2.69844397635953	3.92524695844884	2.88983609975352	3.77240295271413
"0ccd6ae37ee2caebd21b05bdc79a677d"	0.993292142565792	2.31893332937355	1.52423312076787	2.73803324990803	1.45835615198608	1.90836996587732	3.2134772789064	4.27744609253539	3.24111469779283	4.20553763539868	3.29290516535911	4.48477995454858
"0cd52318943a4637efa5e3e02936878c"	2.92524246766934	3.74074365258671	3.23970636447495	4.29624364060464	2.96987608966347	3.72251058380913	3.24043299049279	4.47371572077017	2.94783006503523	4.46753782444517	2.96414356244078	4.84924043847301
"0cddc551cd3c2f10d16fc8fce5d9e9cd"	2.2842050810362	2.8721685840076	2.55061489271856	2.82227753019392	2.23083571257003	2.4077061463697	3.14909778807677	4.87603651296763	3.07225062412452	4.18956413186084	2.91343703082716	4.85359809672719
"0ce4a8bb4c43849083fda1f51b3cd7f9"	3.14086822828391	3.90227628004598	3.2998886833317	4.50594730755211	3.14086822828391	3.98158727630204	4.64994582653957	5.39507104945482	4.42402521674346	5.29581874759794	4.23244918998078	5.25136065557561
"0cfa7e4119733f2ab8a1c59fc7d11cbe"	2.66082846630413	4.82566107008955	2.78290241528673	4.29140227051767	3.13206543131641	4.78172156058767	1.74715254310483	3.68547416268478	1.46089149932667	3.5317898766211	1.6616318011648	3.69504192701323
"0d08c5ce5bbbc77fcc000171f26ad75a"	2.24076418597818	3.32841451904052	2.47466700070573	3.85140388632532	2.19688529922866	3.02579408675923	3.50126350673558	4.2757523683397	3.18216702621446	4.13365341251683	3.13933725676162	4.46172374417371
"0d0c4cb9bbf60a4f26961459a473aa37"	2.32665692757576	4.93164618341665	2.26547007331136	5.40050734435841	2.41395972752962	3.99328131856927	4.05710330199192	5.36578674477492	3.94631737327479	5.11639900845856	3.79543840136566	5.66547862638716
"0d2dbee63533ea7f83cee53a256eff67"	1.41006581786914	3.16682101955216	2.1062074912258	2.98864849271772	1.51189696631975	2.53967754447469	2.71537001246442	4.92882737379568	2.6681583294391	4.78090442731476	2.95238835164647	4.63636163531829
"0d44a1331a11189eb5b80b54e2250401"	4.28335744596041	5.88150849088837	4.42666914970248	6.41795132022958	4.04328852038969	5.65386045367845	3.79778453038794	5.16632581632887	3.42826246227618	5.56576285355742	3.34767353125771	5.73582847252289
"0d44dd70f99f6ea29c8a575ed17cb12e"	1.78026735376893	3.92052694422581	1.91999186778273	3.56150339279453	1.96201364607876	3.28777146496167	3.22070490203036	4.90042298568176	2.85394425409153	4.56969825711668	2.81210416487272	4.6763762423895
