"sample_020Bb"	"sample_020Bo"	"sample_020Cb"	"sample_020Co"	"sample_020Db"	"sample_020Do"	"sample_040Bb"	"sample_040Bo"	"sample_040Db"	"sample_040Do"	"sample_18_0_14"	"sample_18_0_17"
"01525c063123cb2134c64e84ad1e2118"	1.64732080803148	3.54502086191586	2.57741290225959	3.9140264372178	1.46898801347107	3.81399288995021	2.46141623093973	3.69788627069053	2.3484089572809	3.85245769734075	4.52936523632062	3.45825171601195
"0160f5a856b526939ba1062b1cc9df76"	1.87753708544777	4.353359377388	2.99155998163668	3.10320976683262	2.35045788412452	3.33158803447882	1.43262913232537	3.06451645660036	1.55620589783716	2.92773711846818	3.24516326260958	1.13275603323495
"017a60cbade7b309db182bcabe59d6a4"	4.50192179378187	2.23238577976311	4.68111882593014	3.22103397438732	4.32475010797653	2.7572014429324	4.1451666724416	2.96519885865507	4.03352325688339	2.98044962524543	2.81491527660143	4.36865465020484
"018de0ee05bc68de9383baf688539f9f"	2.65909242288633	4.84317444792897	4.08373157652837	4.24381522210586	2.71360275709186	4.59455888474211	2.6461868226658	4.07563602144234	2.78223811325	3.98151117665997	4.30540477379546	3.15394183860536
"019ee757485f09fa0c7881843036a765"	3.22613120085779	3.56242467736002	3.58974407756409	3.58398416355546	3.27632809774957	3.47171163747906	2.84485124259436	3.12427499341683	2.64921273137772	2.89503309916712	3.67824814144528	3.53854191169557
"019f94720ba42ef1861b87fc58cdd3de"	2.74699190097593	4.05279549789508	3.24688686683974	3.94608969013528	2.53011007182105	3.87394266580174	2.70880325082242	4.01383021556661	2.59710374270481	4.43833135088435	3.19444787725097	2.65157155616702
"01ac16555e036cea2ece2a239591aae6"	2.00598099359427	4.22894782716517	3.47625251018198	4.32480560872473	2.22876081123402	3.92511228437832	1.43128384339541	2.74173594281445	1.86828495357801	3.07656745954945	3.12300240220581	1.8605822847968
"01e013346904f75a91f713c559585ff7"	3.27511853068661	3.28535351460243	2.73874854799081	3.58708977763676	2.49903898294276	3.33785949059088	2.41922080405854	3.18964472892508	2.55777754755682	3.17649010837176	3.3930778405569	2.69874033177643
"01e7154d4b5f3188595e288aeab7f7a0"	2.29073718287561	3.98313676224695	3.15160683806642	4.21112863982674	2.215068861314	3.84184514640642	3.20242965483628	4.11659846565849	3.24006847369146	4.15878871122171	4.11010774810754	3.26540022378778
"01e9bb0d97f8ed373a8d529ffb971acc"	4.07452361875818	5.21496695277458	4.97510436052616	5.12034785385702	4.14032844325343	5.177663027643	3.51099304748504	4.58182990858016	3.04404136964778	4.5901712624103	5.00850035005754	4.3143351481609
"01ea06c562e6b8f6bbc5be68d99c0373"	4.69525857411968	5.34166394123236	4.57429835730449	5.01837547479496	4.80813036041019	4.83201175519772	4.77195923553255	5.35621356371448	4.78473962584667	5.19114020178199	4.84525030057366	5.38846972216223
"01feb696b69822d637cdf0956d28bad4"	4.68850822117782	1.56714567096362	4.05972268220673	1.68956135531	3.39206177882796	1.2699403039872	3.54819971569281	0.750897086100849	2.72753905368606	0	0	0
"0202a0b2dfad6a6e5b225afdddaf5729"	0.704122340236765	0	1.31666943500204	0.628026120155195	1.99931377699057	0.654912929693557	1.24216556043483	0.243356031346463	1.00498546554687	0.216821154564469	0	1.02576440540957
"02104476719f02b32307edfdb1e6a0c4"	3.17381700872827	4.29839688036552	3.21311925402768	4.38673446164927	2.39372178787662	3.59533312097707	2.32419001674643	3.95031444078268	2.11801300565494	4.30918439959845	4.31053063296881	3.43268958875234
"02266378f920e88e1dac1ed916c48ff6"	2.34433683116869	5.16283781463578	3.19842296381586	3.94454169472357	2.25109430542179	3.79833690585627	2.42957010474853	3.98599439682657	2.74163325761925	3.76043470656365	4.50437478985316	2.837053021873
"022b87e073ba519506a6d0d9dac1bba1"	3.05537080934737	0.614218685254534	0.911628681385166	2.20805724708674	0	0.336543662641743	3.87211517626472	5.79241068275857	3.542416233244	5.31437278574274	6.85243980118597	5.74862071326019
"02556710e6071f6303dfb662fc79f6b6"	1.64732080803148	2.35350441746356	1.46159383743623	3.11677186753025	0.911628681385166	3.22294848033691	1.32289268276851	2.9151651288356	1.78817928762172	3.68884118358684	3.58569992148892	3.11013886186939
"026e9b4b119e8cabb3eedd41465c0b04"	3.81010181295635	0.728643659662414	1.92065915202594	0.347909438902162	2.23066752016323	1.00372708521521	1.74105689408254	0.510370731902121	1.95381019044191	0.363961210729011	0.490857191833992	1.18292786316323
"026f6d9d6a5c591d5465aaeddf6222f1"	1.48674161879161	4.01153594623291	3.3956392533568	4.20082973235053	1.88069270981256	3.92024808711937	1.53833300860698	3.5733117412422	1.80355192525492	3.16983938672706	3.83747149309463	2.62413984876645
"027ee5073ec17a7192c3036f2b817f18"	2.25109430542179	3.69927156855448	3.16992504780121	3.9759564435399	2.45192295261704	3.79258249692223	1.27306967040526	2.44126819275817	1.2397935132407	2.81128044935077	2.48116633017228	1.64706119653054
"028a375a3a51f2d5d05b85cf4ef10890"	3.97445403235906	4.92500597253699	4.37171793211324	4.92558696361488	3.96751371831647	5.0400540218029	2.35318314575714	3.25745017532796	2.81828481900126	3.31671734358368	3.71389396610865	2.65392482999312
"02a63d174c8502c109303db99cf1e437"	4.31709454276416	5.14788251779488	4.79577395041772	4.89790878264618	4.25546188993484	5.2206909256826	3.36607550812358	4.59638310850984	3.27052270191658	4.32077529899534	4.25100889695412	4.04280222531174
"02adf979cb3500c39977fffbf7d2a048"	3.09394504562831	4.14298325519082	3.2149890960607	3.7765941393957	2.59261061155475	3.70641077284415	2.99032539265072	3.85153728995448	2.97135067583936	3.60118022779063	4.44189764636657	3.23082301134941
"02c00510d4deae8d414f84d4af078919"	1.18312382480985	1.12473749897877	2.00277147832244	1.21408840089829	2.08816973094235	1.50614737385179	1.98502096606034	2.91514566799481	1.67246904803673	2.48256223713231	1.25419052048655	1.48314880248377
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.3131566170054	5.80043218113637	4.88335298284598	5.61106792728153	1.68065880670059	5.47503743090164	2.26535434841576	5.53818025750782	2.80413464363028	5.55638073383077	5.85449665299488	4.0399002869338
"02db2ad8ae83f16a31add624ea4ad90e"	3.91466511198861	4.75169778093757	4.46265483245309	4.79484765493403	3.39098447367196	4.58823076061443	3.52141301171573	3.80713348994343	3.2784382356794	3.57381927062879	3.51894189805816	2.81828481900126
"02f7b0f943947c68160210ebf8af9e7d"	3.2659629435914	4.19411864975801	3.79366281906935	4.46653208120849	3.44354631632015	4.5102448317283	2.5408142817263	3.86513892352917	2.65627257892057	3.88111214957391	4.0279091319784	3.16949648717013
"03202b02066380ba1d7fadbf07ec658a"	3.02940493236903	2.08862028780934	3.20428623246349	3.47121436856385	3.60986297801793	2.968803733139	1.75951172167793	1.82353264640969	1.70030185873922	2.04079166556808	3.0974852900042	4.08316732903197
"03355cd11fa9d7ee1d42bfd508147739"	3.20523156287477	3.06426422480575	3.29629878702387	2.89278582176373	3.35583274379399	3.40418141095641	2.8552839286289	2.13322317389674	2.77173942025994	2.14185269188327	2.69879498109726	2.60961301295317
"03734cd02763530410103ffac1802bfc"	4.37816503829865	0.381251647372873	3.22867010394196	0.413517930258873	4.23458470907985	0.865563172165401	3.35747076950666	1.34398890591177	3.38068314583947	1.56272105466155	1.00160411784012	3.3582045697683
"0381b98525605c48d762e395044ca5b2"	2.80904732280919	4.66409027680788	3.44823468194751	4.40475648314741	2.55837259528661	4.28242436350102	3.02784546282565	3.90535028578504	3.18243254718854	3.72042737477053	4.36379984227434	3.71886872519578
"039c7e0354d3997945bfb6b56867ef87"	2.08065979930258	5.01901049729815	3.7914998490676	4.87971109027557	1.89933053980802	4.8158087062998	1.09994473390189	3.20872043299146	0.826759819883865	3.00178889513652	3.74160235113251	2.33556522028864
"03dbe23a9e8b7382924fd20ec95338af"	2.86542491661368	3.03399354071072	2.78389124676778	3.13241484196063	2.0755855623498	3.09063232503	2.02328115905278	3.13812986997429	2.15158776944212	3.39419962101382	3.71389396610865	2.56551073831935
"03e263884fc71d9f491555f67c1f630d"	3.29370437163138	3.99469592490613	3.56514516985497	4.48744428869928	3.28774659823481	4.11400083894028	2.82875392325567	3.77300158701451	2.59150197082991	4.06096988441494	3.32659949719087	3.0146189967138
"03f86a1233871340db1328f6fc35aff1"	2.01030794600599	4.23481651335095	3.19186764542098	4.12285394670348	2.52755737116754	4.06632793621526	1.89066545731287	3.68747459364064	1.88790112144404	3.5893578500385	3.61156944873479	2.42246841762399
"03f8d34575dc20b78b31c3c1177379b9"	3.16114704604813	5.01551287267934	4.14414234555692	4.94628096221702	3.20103310609595	5.15085443049302	4.46886693325215	5.52584799573757	4.22003315104375	5.33632771281977	5.5078267095674	4.31755157386448
"040ffbbb2858152fe7b1bfe2be12eebb"	2.6260592189962	3.74720373806313	2.90953888918988	3.97625665509713	2.34126219688012	3.63508893900142	1.75951172167793	3.12720780434203	1.43262913232537	3.25164887335695	3.42836497773307	2.14182931411465
"041c4b843dce3deada3d6b1daf849177"	1.18067265181289	3.64098249092172	2.60853508627049	4.07425150875632	1.23797183125075	4.00583162208694	1.58056507486498	3.83781656688831	1.03090430564403	3.27654832876343	4.31478178807226	2.46568135580287
"04270753eac3e84e5b3f45e5131fd1e7"	1.9552260495629	2.47508524395698	2.2793361178575	2.67906015442189	2.34433683116869	2.68125437831505	4.28210270286552	4.72582199167488	3.88832030271528	4.17250087638905	3.97539209304481	3.71022256092869
"042f95fd86a3be60cda5e0a13e76be0c"	6.93698111317461	5.41328679438627	6.46178025265284	5.5292017600872	7.13387767233765	6.09403585554134	4.24425483564907	4.66871477583957	4.22904589519944	4.87743451348023	4.88705498668577	5.30612183232228
"04356242a8d119e65547c999cf90c0a1"	4.52684028783297	4.39910768848581	4.58342301483601	5.06257390220246	4.24722314887326	4.76992671769185	7.51415012172618	8.13240985345667	7.38581022174193	7.44318035978014	7.6890772428454	7.52903753909669
"04731e32cb646050ab7f27f284c04106"	3.11199489377029	0.0945045724718856	2.97024092769037	0.146929510386918	3.28861759330161	0.157598477570636	3.84427079257732	4.71226070432795	3.34361064080917	4.84222453198652	3.17159971394148	1.1851568900683
"0495aca4ee75b03118200f39e55de807"	3.25309234560259	4.8410277071709	3.77511788245571	4.36685517793347	2.92511708682501	4.3298214509574	4.10460837528772	5.88112778154203	3.93083887152579	5.82626998246532	4.67309328547296	3.77624451854879
"0496149b2d1f183353cbf9189b7049e2"	2.25613646528716	4.19509952860057	3.44806849928989	4.57495837057985	2.24940791995774	4.27568964241792	2.01885520038069	3.50749545767289	1.77943381953742	3.44448672976055	3.64870048197714	2.89779965816933
"04b93fa3ee523f9634c9c795a5f49e4b"	2.12559060215573	3.5790843423759	2.83626820263248	3.49432275226564	2.53899355507507	3.28355493612252	2.32255437306955	3.81120548804221	2.04079166556808	3.5863870437294	4.3127703356358	3.17718678790859
"04bd54b9e03f729a1a5670b1416e260b"	1.87746806680186	3.12736234201276	2.72754010291672	2.84137994469727	1.86845534464194	3.11398575959494	2.88854787340738	3.42890657799667	2.76819156891533	3.09370708189851	4.11692926367106	3.18135670318667
"04c1a513f665c225f7ed173aa4fa12bf"	4.02405471776675	6.04303802611973	4.07889413742701	5.04319374103703	3.22545583236784	5.11301082162425	2.26001442351164	3.71274379424222	1.67707549294725	3.9422488002174	3.79713381456387	3.1869955472884
"04ca9aedc6db942a0474cdc0a762451a"	1.45039903816072	3.6792747765158	3.53200035553511	4.1590041385322	1.62235729662952	3.63635477029858	0.406131552651325	1.17489408682527	0.677322630212974	1.54913573862572	2.08119001221395	1.49445345709616
"04d5efa38f3a410566bdc4ede3702fb5"	3.71459612754083	4.31109942928307	3.97234685731196	4.47184019022472	4.10189697085147	4.09232111643575	0.394943280648582	1.35817776839406	0.481129012029154	1.06025253811348	2.7480718754517	1.77661198989784
"04ef5fcaf6bf35657ee641e7ab693ee9"	4.35828804061308	4.0525174099222	4.1802789872849	4.05001113204365	4.11164419034672	3.90729560887647	4.97221942112198	3.80921305098154	5.19155159119988	4.48136230007685	3.54768940686702	4.10038149374121
"04f27efead94a16b3e810b74f86514f0"	4.15125084281786	4.43708168823714	4.28634396691078	4.54386621419989	4.34147171114804	4.40889696959847	4.72537783544693	5.46927585754858	4.29857572985567	5.01672272801625	5.40060406285989	4.91402526986007
"05425468abc7b6696e6644b43e20a070"	3.59678795878271	3.51310052756098	3.49383660369303	3.79258249692223	3.4977191907835	3.26477770768018	4.174558024547	3.08458071211226	4.6774527073055	2.94808495608642	3.34361064080917	3.33650951603992
"0575b5bcc7abd6f7a59549c280abbd34"	1.27563837954361	0.284000735383931	1.57619877652522	0.183359791193236	2.36808943875584	0.462685194325917	3.27124877955644	0.284081101533432	3.59505199660981	0.580886768400243	0.347073340446514	2.07282819272316
"058b63372cbe61fbfecc853d367548c1"	1.63803236634608	3.00829364810934	2.75821668754674	3.94979513142395	1.62865683999897	3.80583966245186	1.71543622465645	3.38065448043083	2.17272694573582	3.11764454992722	4.21187126873268	2.67600898689075
"059e24b38a4bff0d4f11ed6166a3437c"	0.444775560824474	2.21332056137507	2.11984328790815	2.73771333447065	0.596748608671782	3.11464267349639	1.29617816917678	2.01663485338702	0.812040710500356	0.883560907251236	0.449673362772485	1.06602022406745
"05c4489613b115ee4ec2ef8199067913"	3.53246830468257	5.19289427115436	4.14261852969288	4.30614784169589	3.47121436856385	4.76392491375949	1.94761957053934	3.99756957061917	1.65450667659212	3.42936855635285	3.84093424723197	2.72876037646361
"05d75b81fb54d3ff766fc90129feed63"	1.87508600998422	4.17856413463834	3.17126869663572	4.11426234628618	1.99953161685693	3.86492452156038	1.57820243937177	3.68472031444853	1.43830883913272	3.63557380162122	3.92244146293447	2.54407994385158
"05e856ee9d148f9da62ea0b0ccf6db24"	3.81997674922525	3.81892337256363	3.62405075754621	4.3654324089485	3.4300914970289	4.69847096648298	4.86166572466184	4.76742593085583	4.61030995471795	4.57582891008598	4.38337447592762	4.37099854825077
"06094dd96a7550292ac7a15406ee3eb7"	2.77531998893279	0.494793798052954	2.00816195049832	1.08264820472888	2.09257689397283	1.0095755893699	2.36893447353558	0.766537037787997	2.89779965816933	0.249902320614901	1.07745674659532	2.33232834424324
"060f5656d8e6b35f013adc46dccda6cb"	2.76931687558224	3.00908354731241	2.47777528192253	3.26904865176644	1.93693917276359	2.68344379812902	2.37826753929829	3.07305436061631	2.22279485344775	3.13668046857492	4.40339421326534	3.53367780554579
"06122d6c188a53fa3820d7ba9c64b053"	4.63668381417585	4.76105330712905	4.48094194454411	4.7949800354039	4.74183519869272	4.17487951795245	2.67600898689075	2.71324335994685	2.9782757919045	3.00427567455129	3.69581534511505	3.43860555572256
"062dc7bf1a892776a0d4259124cbb2fd"	4.22643752079623	4.75514749512014	4.93287867577251	4.86068039963778	4.80039260103351	4.88383756793872	5.02947732945274	4.44580158311401	6.90185349768123	4.39085133223954	4.32654563671437	4.32433660896514
"06308be651a239379c2200605a63c9b6"	3.61648933458233	0	3.1745906071095	0.271703955557686	3.56700448574576	0.454929804374912	3.38846904709464	0.311716449459626	2.97499062143845	0.833065952779276	0.0323317566628611	3.97860996800722
"0639cd2e7dadf3ff0a4ebc918d2008b9"	2.99956332569339	5.15925785341169	4.13701125424122	5.08423330386031	2.98914643444557	4.91319709165703	3.09067420374457	4.16267121183253	3.47441996197217	4.10212587579043	5.07580424147344	3.71755194136427
"066aad56751f9efcd6546c0e2594e7bc"	3.38612218642959	0.454981357820028	3.51500666574878	0.336543662641743	4.11504645825753	0	3.13957717364933	0.236809742078024	2.99010145018153	0.99451024006759	0	3.80267231738796
"067925bf2c68cfbf03151580d443463a"	1.58267878745436	1.4705550795825	2.12090552481443	1.73674847118496	1.91689522758336	1.49452337688456	2.77210302605437	3.53987405003818	2.91122057566925	3.52922747983529	4.23780950318717	3.20202305298884
"06850915424790786904937314f04f24"	2.73460124833428	4.44759314287665	3.2841548217859	3.72429746538333	2.45742136631979	3.40543107359418	3.02741441764565	3.69645031089615	2.64238218588648	3.29093711543622	4.13263046969448	3.1442786796174
"0691bcbf69519fb5dba78151aa18c728"	2.36228179950344	3.81144942744079	2.80584762441026	2.44737293558876	2.58306958510391	3.3600627431791	1.87562168855643	2.81326702737634	1.50261125597678	2.22380398307673	2.85326953081744	2.09320317703259
"06bde0cecfbcada397af9c0bf5f83820"	2.76226739007414	4.87812880845604	4.67232852241081	5.16384523442398	3.00115633669102	4.90457429612093	2.28417669331069	3.9681556711461	2.01440956548001	3.726035537385	3.71674021355472	3.0067562852313
"06da80a2c361f6c3363b72be33e8e8d4"	3.0469025220633	3.21360082670081	2.84841109397278	3.56105248523441	2.99512579429032	2.98601539520877	3.61191618619028	2.67446716569316	3.66806495176353	2.79575248029487	2.43009565570227	2.86720234325999
"07110273e3d6af343dda0d8332e78b96"	2.72730182695177	4.45524531152172	3.55238573527335	3.99793218855856	3.00036014840268	3.78097337639348	2.35080349745372	3.2152619534175	2.4508359664705	3.58156560276069	3.57133839801338	3.4272879747846
"0723628f526fba7f82f84bebd97bad25"	1.56380101150051	5.17540344286949	3.85514691408439	5.29154146186843	1.83502902602256	4.74392696248368	0.154436353304419	3.16103906335543	0.417196030983863	3.51199011606684	4.12262746995015	2.56551073831935
"073587e420e91ec5e53de8257bfaba94"	2.90157495053075	4.59011040563452	4.13753738791586	4.99381958772011	2.45933847105994	4.59460615125225	2.86026758474471	3.81856690575449	3.24581371980264	3.8975122315444	4.27515803798884	3.56912416233843
"0760f91983ac07c0e8e9f3efab81a287"	2.39228721335135	3.40967177236618	2.79605155457005	4.07886733886429	2.68453671307117	3.47617596519997	1.85003838971173	2.34954816422723	1.9030914052602	2.12493363626389	1.95081508546434	2.05127356053333
"076c212597b0d5ff02b7d6d677f724bd"	2.10240045716355	1.67467943640726	1.603217002637	2.03570697640698	2.43384139957184	1.81958408254871	2.80826349250039	2.54475449940678	2.39363165101239	1.67872140835235	1.19024906310613	2.91695418258224
"0771eed1039e2a9a46dfc4bb7bc0681b"	1.8342924506519	2.89042217147511	2.09080067906513	3.00024227438499	1.54687223608357	3.29822790158244	1.70638311849058	2.71766384161818	1.28699875002431	2.69197501824554	2.71324335994685	2.04295907610242
"077896f52217cf2755311d9ba92258b3"	3.744199758367	2.36621909725522	3.22304506785768	3.50067750648592	3.33196587864287	2.67855668858296	5.11194515469218	4.90745587571103	4.9954840643678	4.7914953035108	4.86305782312141	5.30769335640634
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	7.3546940297218	7.78300377041702	7.56231583139441	7.95818042242834	7.4832107394663	8.52183505169387	5.67066440907856	6.44702658424397	5.75841932313178	6.45868602851706	6.9949959880065	6.8622751605619
"07ab66989a508e3777a908855686e414"	2.27276238393216	3.2841548217859	2.24940791995774	2.64100229408786	2.09257689397283	3.21591063302883	0	2.39515515847531	0.841265416012402	2.96802700246177	2.35951348037994	1.00066864433798
"07ba0efc76158deb7ed94f5c6b5e148b"	2.29491789935798	2.90836277641297	2.8878709022281	2.9181733338079	2.63023159549431	2.66646216783688	2.32600126989567	0.356428676687178	1.73518973714581	0.188230643613282	0.196178681299769	1.36717226804633
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	3.59941667489158	4.27055912031323	4.01511381926042	4.19726768986165	3.73237448089814	4.38934841490287	3.09899258532678	3.6029020878055	3.02476180954527	3.48420185282703	3.74239415435152	3.60698858130152
"07d44546198c8221cf2a9765f78709b8"	3.50319935679332	0	3.38600595612707	0.375393601359993	3.5231859850813	0.271214468256301	4.01954558214662	3.40090400529818	4.20491796713258	3.92854181552104	4.35160479762491	4.38337447592762
"0808113a681a013933c03815ed511b06"	4.17411774815773	0.976479197285108	3.30952817637197	0.871813600167629	3.80551129443144	2.50854928644202	5.13278754065367	3.40737170761419	4.95341468830458	2.80143028213257	3.02629895958293	3.76726276285545
"08278cb30c0ecfa025df1080741366fe"	2.74390860134469	3.95379392557603	2.88481322673489	3.38123614178767	2.85762494155579	3.26965730029877	3.27149104512661	3.87938823725023	3.13957717364933	3.63381326181599	4.08119515310365	3.35300104114455
"082b8027abcaeb2baea3b91658963091"	4.73665672933266	4.71236915864773	4.6144170615538	4.56584477935464	4.97709232639752	4.46891004514281	4.28824162872256	3.7382935273283	4.08405086408869	3.47535046085183	3.62035135876894	4.59080245673337
"0833115e4467b0ceb8783aab127ff52b"	3.83253147249657	4.70804668703457	4.31709454276416	5.16118711722894	3.80155926823527	4.9564695553807	3.98444226679782	4.4995607504634	3.69415551121428	4.47437561627342	5.08917040437726	4.55286690805461
"0833893dc94fb7073e044ad8cbceb961"	1.36013620013791	1.33096556662287	0.898682207772161	0.359147484688998	1.26091026042319	1.02691863048077	1.83692402118243	1.64383933915143	0.924139846817554	1.20035627255139	0.579362391253325	1.83158897139067
"0834e59536ad310cbadacdf155bdda3b"	1.64032491876484	3.8555967577817	2.65324279831801	3.40518971888725	1.72143992452678	3.38238463080179	1.76809840773919	3.14030004073603	2.01885520038069	3.25294096316286	3.08991454478125	1.93564333955663
"08381e31997295eb3ac6bec50bb12763"	5.82742858514518	4.61489264929726	4.85707924632919	5.41592250193666	5.36543945988693	5.06955503440817	5.6757724990299	5.19188349727448	5.88392109502162	5.34519952114815	5.11095713693586	5.89003905685022
"084d4e024d1f8ab820e3b9e6bbe4b0a8"	6.10819837476032	2.34740204105046	6.15272677979299	4.556647366079	6.29697569774722	3.31195107270796	6.43530995121528	5.09716644468453	6.63654112954874	4.72981054525569	5.12763520837831	6.92368709099637
"086eca5f643453c1cf040e3cbe8b2c3c"	2.08862028780934	3.55924138693819	2.48713383443664	3.50351495225511	2.07061923936318	3.28355493612252	2.25132337705526	3.36346089982576	2.07910398471389	3.44874232642316	3.57709277929742	2.03426110459929
"08b5865dd5287e44cb75455288ca80c8"	3.24659210299502	0.442782961054987	1.42456933596229	0	2.05156210625042	0.45358593059249	3.47390246546612	0.0801965419942766	4.60380926034875	1.55620589783716	0.262825696452914	5.8264669600397
"08ffb091e6fb80698e54de15a34c082d"	4.4190875652519	5.74859702590402	4.77208435624831	5.85564204045642	4.66346026369931	6.01067303715526	4.37668112284911	5.30794289218245	4.51356792335454	5.998569497068	5.19411007456099	4.9427924753308
