"sample_8_0_12"	"sample_8_0_15"	"sample_8_0_4"	"sample_8_0_6"	"sample_8_0_9"	"sample_CFAb"	"sample_CFAo"	"sample_CFBb"	"sample_CFBo"	"sample_CFCb"	"sample_CFCo"
"018de0ee05bc68de9383baf688539f9f"	2.46900014274866	4.61763276444356	3.04529318823797	4.74636310402903	1.9935578922028	2.11440223226983	3.83819354217953	1.80990844240993	4.03440345675513	3.56285195104166	3.7064267950646
"019ee757485f09fa0c7881843036a765"	3.00635841559928	3.69265153087873	3.89907408890725	3.58343182355061	2.51965712991083	3.42082901394736	2.84647420535894	2.41767793554588	3.85765095548011	4.00850413576587	3.62106988225176
"019f94720ba42ef1861b87fc58cdd3de"	2.38423291178722	3.41789060460382	3.4871396985217	3.15509528838766	1.17387806649657	3.39922290032285	5.0273777667676	2.08459125909438	4.9829339571641	4.87761692794638	5.15672841019881
"01ac16555e036cea2ece2a239591aae6"	1.05969896916914	2.49204460825491	1.27980077837349	2.32185861945031	0.29510109682646	2.24869453376611	4.19456016152632	2.09251807203743	3.91008806958688	3.99407733379041	4.00373760729234
"01b2f3b340d5c58058b29719f8ce8d4e"	4.44780707181443	4.4273395220225	4.45551275637583	4.62104597608628	3.96775768624105	4.82042278144006	4.86044612599831	4.76612223256572	4.82030014607758	4.12761336708907	4.57432409955166
"01e013346904f75a91f713c559585ff7"	1.25782442340836	2.48486198212375	1.26673124205471	2.05184113053799	0.28552174061444	3.34548733020355	3.14888828743648	1.95772578299574	2.84293674176538	3.22123527916543	3.03864117696428
"01e7154d4b5f3188595e288aeab7f7a0"	2.97632965424395	4.85722120514154	3.20098847585504	4.65260323922272	2.08368154016861	2.87897448299086	5.28867902432655	3.57411679865459	5.0321194588886	4.99577654261387	5.20797267728418
"01e9bb0d97f8ed373a8d529ffb971acc"	3.6374634153515	4.6428007894329	4.08396690007592	4.78719303150561	2.75249366218931	3.42529274276263	5.05131683715367	3.58037934843047	4.63339979456339	4.50180447937506	4.89779472430815
"01ea06c562e6b8f6bbc5be68d99c0373"	5.26152179675598	5.61446222335741	5.34713396846323	5.3721453566533	4.1077959519296	4.4443658328227	4.92168213488537	4.22183628604373	4.83925171492526	4.73735840696131	5.0677300288717
"01feb696b69822d637cdf0956d28bad4"	0	0	0	0.535393350509669	0.69669288710644	5.77524501932159	0	3.88176567447222	0	3.12445261159274	0
"02104476719f02b32307edfdb1e6a0c4"	2.69465907215343	4.12141716964486	2.76048931878345	4.03648166499788	2.10115606562648	3.01783572522462	4.31373579407254	3.30787314272307	4.55316009702292	4.14096630443908	4.57226186264174
"02266378f920e88e1dac1ed916c48ff6"	2.14076486037811	3.92656147210738	2.21531947368005	3.78140371513655	1.52997488200336	2.44947026505809	4.15304951565973	2.062851291829	3.99523740970894	3.88984021263474	4.10667978853438
"022b87e073ba519506a6d0d9dac1bba1"	3.46916975039103	5.4974714252251	4.00543684285676	5.40993562562401	3.33231079024156	3.90531254053666	6.18438858179696	4.46574755404064	5.91864627524089	5.78837364085251	6.0512635481934
"026f6d9d6a5c591d5465aaeddf6222f1"	1.75776825836069	4.15505024741948	2.03553249544821	4.14712067668836	1.47419167888141	1.54661397389268	3.67762334109819	2.49084100660952	3.74346460439372	3.30445884891394	3.52997234706667
"027ee5073ec17a7192c3036f2b817f18"	0.933001525551467	1.68168564112163	1.21673186028251	5.07692098803813	0.261582420445554	2.74214670003937	4.34601629077417	3.08419772659679	4.21075584577275	4.18989048620897	4.48297715455283
"028a375a3a51f2d5d05b85cf4ef10890"	2.77039481738953	3.65714789113642	2.55205675776206	3.17106848956421	2.31674595305549	3.18665870202127	4.54810405024333	3.66796424813156	5.04956309255935	4.49095278589106	5.11605152020223
"02a63d174c8502c109303db99cf1e437"	2.98272686871106	4.33297913239584	3.25463239094031	4.12141716964486	3.70820667430442	3.49227924076528	4.89518086512965	3.05668888731382	4.94771514624146	4.57039528753887	4.95492315624774
"02adf979cb3500c39977fffbf7d2a048"	2.56022350028729	4.16710639718374	2.88275264838923	3.80433771948091	1.8921626453948	2.96912909164052	4.36374907466354	2.18567079814631	4.01136995702616	3.91774694375205	3.9664401718914
"02c00510d4deae8d414f84d4af078919"	2.73120505724617	1.80547024372335	2.82231372105734	2.12570088183291	1.81878855316649	1.68830824083185	0.26555915536401	0.768165595277886	0.687390643447566	0.241960595043212	0.456097384071166
"02c19d40dee2d87c409a2e2f7b713d7f"	1.49770832119226	0.712215233549702	1.1132434629301	0.603262446267548	1.04892016578155	1.30611847791222	3.66290440455269	1.62147240654306	3.84796957194986	3.29435636319328	3.54413341172182
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.78891378871158	5.45332893475352	2.67012007087517	5.36619797702963	1.62591765943108	1.80741625950409	5.31840042510793	3.58207300470868	5.42818737949507	5.20762409241359	5.42363606210899
"02db2ad8ae83f16a31add624ea4ad90e"	3.27863524426965	4.02248974212148	3.28807735725062	3.93784652951649	2.41704385381084	2.54598481579654	3.58376379736461	2.48958037755388	3.49088987236324	3.19541557260981	3.46411834525863
"02ed78575eba82d038ec26a744d9b6c5"	3.95440058862732	4.33104509940061	4.56241604681644	4.07948019834384	3.55812443555441	6.99035410898968	7.17076777022832	7.02696388647241	7.02221448929058	6.6741177479645	6.90102426041787
"02f7b0f943947c68160210ebf8af9e7d"	2.49139753831836	3.71627728235545	2.95770636633574	3.89107160975016	1.79505137827834	3.20429232676951	4.18397499661292	3.02262113537136	3.72283724187945	4.03639736066939	3.89355786566517
"03202b02066380ba1d7fadbf07ec658a"	1.71054362925939	1.7871783251264	2.43374457486098	1.46332391842725	1.10333710910382	4.81612156997053	4.00739878308088	5.32634330523391	3.28642770128694	3.49873755802336	3.42973663521431
"03301869149c66370d4f5cfd7c5c79f7"	1.37184852058817	2.89705868382261	1.37583181910898	2.99539981829687	0.648509582540956	1.54336990222422	3.18540143711743	1.2895036859229	2.8769045924455	2.90227046445955	2.80501767350485
"03355cd11fa9d7ee1d42bfd508147739"	2.42237444545787	1.35950363164444	2.78101996663475	0.81505843816658	1.97579578737546	1.8887845046757	1.24786690744402	1.80868413802593	1.5949329430021	1.65137375223432	1.54213068138448
"03734cd02763530410103ffac1802bfc"	0.0300736292207735	0	0.0487138497797326	0	0.904814925526267	5.41656735094466	0.768165595277886	3.49135320967974	0	2.72755997506352	0.446412534761481
"0381b98525605c48d762e395044ca5b2"	2.47965446520454	4.78224559125134	2.51684830201988	5.39607781787786	1.93907256589414	2.38471349087024	4.69093190345555	2.93941289592756	4.76460508355477	4.19057537990868	4.59184803915902
"039c7e0354d3997945bfb6b56867ef87"	2.50047614701169	4.50594167554301	3.04154238271945	4.14612504458098	1.88259662967757	1.40786601100782	3.33254045373985	1.41896675769385	2.84382228150985	3.0247037188692	3.16506720126978
"03dbe23a9e8b7382924fd20ec95338af"	2.73528760548187	3.91488945323843	2.79281184934882	3.81981613337936	2.11263837843561	3.34869802694281	4.32095760787418	3.18916849959766	4.13274878829435	4.01126218387143	4.1857145046282
"03e263884fc71d9f491555f67c1f630d"	2.70312877740534	3.55190236044552	2.75048471880785	3.32611026363486	1.19791207515497	2.87003026543823	4.33520270619549	2.55429588715606	4.33121048959039	4.06749053211758	4.43989055514105
"03f86a1233871340db1328f6fc35aff1"	2.6655323249428	4.37900557586769	2.64897654258682	4.4054840456924	1.52682644164513	2.05581256323007	3.71387075380019	2.39297701615981	3.60590102475664	3.54149344224035	3.83195225736148
"03f8d34575dc20b78b31c3c1177379b9"	3.39704075484587	4.76705336143708	3.67685059662013	4.82034859561654	2.78894915747479	3.62998131606633	5.33268188437168	3.74310453660768	5.12594786733843	4.87854298739545	5.13565776833335
"040ffbbb2858152fe7b1bfe2be12eebb"	2.88042152926521	4.28386404060122	3.09851085889657	4.14637404555606	1.66396246069339	3.30780379069418	4.16017574750925	3.01951950079696	3.93814429453501	3.33741519665251	3.89701056046747
"041c4b843dce3deada3d6b1daf849177"	0.509455996151454	3.08884511910802	0.425388491341913	3.13122690262876	0.168660245918363	0.823066055894185	3.22849152548149	2.07509008782214	3.40882739890616	3.59007893013907	3.60961197920315
"042f95fd86a3be60cda5e0a13e76be0c"	5.60356312055005	4.94498090082711	6.07668102923715	4.63381921528841	4.82629493288727	6.77638104601482	5.77420614428535	7.90390148721853	5.60526692313243	6.66721661617845	5.51542269241611
"04356242a8d119e65547c999cf90c0a1"	3.55980215533305	3.57073299078487	3.67285937017169	3.35978537867497	3.05947312359436	8.84474141752591	9.03238650133904	8.52937760148863	8.6841784920523	8.44455260022459	8.62830749392922
"043b4a5d64c5e405fa8ce60a25bebd8b"	2.47431542694076	2.98192945137653	2.89008727298973	2.77137999201965	1.65798423735335	3.8786257127994	6.04245062230855	5.03056319459117	6.3553668446928	5.4647726165609	6.02296860174974
"04731e32cb646050ab7f27f284c04106"	2.87231082789412	3.76046164122099	2.84971441792548	3.68032306162141	1.74805357230317	4.3555139592736	1.86557854251166	3.41033550157318	0	2.85613819708856	1.71054652153513
"0495aca4ee75b03118200f39e55de807"	2.58225051782161	4.48113414095386	2.72502635402033	4.41199554698355	1.70769501850996	4.01593347828187	4.77821901696939	3.87104933273867	4.91053841229129	4.721103903821	4.86971060399188
"0496149b2d1f183353cbf9189b7049e2"	3.08276868356363	4.00342826184253	3.84772287720606	3.94213109367771	2.12774587356616	1.68267053014832	3.20162386186038	2.38880021972723	2.87776057010096	2.7741814531702	3.09183559328513
"04b93fa3ee523f9634c9c795a5f49e4b"	1.88657208930637	3.39088915900071	2.27948614832231	3.03523253996517	1.0996645059565	2.37616412528374	4.23711472897298	1.33454622646608	3.85925544589822	3.96705770801109	4.1475181211372
"04bd54b9e03f729a1a5670b1416e260b"	2.6127139409578	3.54238300577354	2.46499505655525	3.68320096195146	2.13335285606042	2.97048021633026	3.52868757889785	2.98267500800202	3.72160159296205	2.52616780808455	2.87746313128321
"04c1a513f665c225f7ed173aa4fa12bf"	3.52306805154689	5.28945331667799	5.07229592808631	4.81065779239386	2.08759124247029	1.93162343538412	4.49299646864873	1.33854215808238	4.27632906221879	4.02792352359319	4.32237110563532
"04ca9aedc6db942a0474cdc0a762451a"	0.91425666456116	2.45423573604631	1.16410035884127	2.14815290688094	0.951401472186501	1.92941717025393	3.24344167820545	2.18696771061684	3.31280031777901	2.83045613468081	3.3050171167769
"04d5efa38f3a410566bdc4ede3702fb5"	2.24103133966858	3.38910860596477	1.70769501850996	3.52260359382834	2.27879964880197	2.02818403612554	2.02216300297813	1.79233130569841	1.81239442977735	2.14335017698097	2.06742361482243
"04eea75f54ae1103d2c566b1e826e22d"	1.61510502398013	1.5735719498074	1.49557916666987	1.86568999706804	0.951401472186501	3.09940484543592	3.39310902559088	4.19675733755919	3.90714810237316	3.24403506028052	4.04989209662072
"04ef5fcaf6bf35657ee641e7ab693ee9"	3.73636095283034	5.67747414549851	4.05710918365391	6.20985313146359	3.37413144830608	4.36154715436437	4.06410003959473	3.86946366927018	4.13201676936626	3.95285150232726	3.94640696339387
"04f27efead94a16b3e810b74f86514f0"	4.4807777965939	4.89313645805134	5.17770034895566	4.82579023594937	3.50903961530886	3.52818803018075	3.95780308192103	3.34602316271079	3.95080546871783	4.03735945101144	4.04697297140155
"05425468abc7b6696e6644b43e20a070"	3.36601473387109	4.46098068844027	3.97191625397399	3.72428327681523	2.77432970584794	4.0437787224735	3.52191772882188	2.12171815772504	3.7795267796906	4.06383875571353	3.93041020009948
"0575b5bcc7abd6f7a59549c280abbd34"	3.48931295216903	0.200888404404798	3.28770552359325	0	2.40077155946473	2.95506764706644	1.0941991922976	1.62461227906322	0.265187050560876	2.4220036382418	1.45157219245917
"058b63372cbe61fbfecc853d367548c1"	1.04419552483347	1.94525507739986	1.11887755402883	1.9497439335602	0.772172755744953	1.51368971671481	3.25053912953685	2.70544307215979	3.3166693186943	2.93915218656847	3.48157775539701
"059e24b38a4bff0d4f11ed6166a3437c"	0.457112185546232	0.574626084813797	0.91426767651004	0.706465509064177	0.411309200334024	0.616076053364569	5.02548160684481	1.57848868800348	4.86561667423622	4.55516355822675	4.7422765009563
"05c4489613b115ee4ec2ef8199067913"	3.07480367889688	5.49217067635504	2.91085737630168	5.17405429574087	2.58699802763307	2.87089214509185	5.37778906815171	1.85611672393786	4.91679418933923	4.84847526489195	5.01321984459965
"05d75b81fb54d3ff766fc90129feed63"	1.86080656146726	4.22072120388275	2.43374457486098	4.49616258334184	1.77658356213583	1.0806601082386	3.60713954033391	1.37380468886667	3.94552493593259	3.51425055282815	4.0421777636338
"05e856ee9d148f9da62ea0b0ccf6db24"	1.42314653861839	2.14938163553657	1.69904681834586	1.77943015217423	1.36880022222832	4.34531130043619	4.7719315078004	4.32659965045596	4.66997992034403	4.07112902155703	4.36657933714471
"06094dd96a7550292ac7a15406ee3eb7"	0.821811246947283	0	1.07688733488574	0.544563642070819	1.46332391842725	2.82505924841799	1.13098395956164	1.59405296878842	0.416782161336348	1.17420696465362	0.375857771355506
"062dc7bf1a892776a0d4259124cbb2fd"	3.7630139116312	4.21562334728713	4.36749648142594	4.50333163868983	3.28513626265602	4.04564327410308	3.93368961991052	4.37866870312696	4.34452215195428	4.08938026044102	4.38816048409702
"06308be651a239379c2200605a63c9b6"	4.71201892230379	0.160194655609821	4.57675728148874	0	3.92987303560442	3.76706005976035	0.0902031953501191	2.77952260099954	0.126914742547285	2.51736132039461	0.149972289824486
"067925bf2c68cfbf03151580d443463a"	2.23669389470146	2.90642484911648	2.54120601502218	2.86834355533111	1.74727806866982	2.64059585784864	2.92156259534959	2.10136418611821	2.56087469142591	2.29903452406891	2.03188880271374
"0691bcbf69519fb5dba78151aa18c728"	2.20895269402531	3.38730005223997	2.24746909669325	2.91741061692259	1.28783218220114	1.15582728897325	2.67295449502231	0.900965129756271	2.5676071292843	2.34440341963025	2.4016779378484
"06bde0cecfbcada397af9c0bf5f83820"	2.16092567154355	2.95688873726057	2.59407729766459	2.89792670284997	0.933001525551467	2.58572104749307	4.5700803147472	3.20100476449496	4.64632640944763	4.51220594032723	4.67651519037364
"06da80a2c361f6c3363b72be33e8e8d4"	3.88203214186155	2.24936404694985	4.47074824837464	1.93848378460319	2.82318772566313	5.62363792796428	4.69635467352138	4.85283677391235	4.91412740090534	4.57211213728124	4.60089675388218
"06f154fee6b1d89c4fb222e23f2b939c"	1.54712837193909	3.11540614267976	1.90157484723513	2.3710949678569	0.69669288710644	3.66835240849015	6.22007778437943	4.2616424940752	5.78786111314704	5.75058987444686	5.96931423014375
"07110273e3d6af343dda0d8332e78b96"	3.01565685419787	2.9536115193437	3.39440369004356	3.0024584023484	1.12910528224873	2.26887938420886	3.65781882870031	2.25302503253051	3.70866580676788	3.6818439629849	3.90469993709636
"0723628f526fba7f82f84bebd97bad25"	0.73514480375792	3.60548154069414	0.526138185789306	3.68399192960103	1.56043756617796	0.36535952357165	4.44275703913043	2.85613819708856	3.95197514333281	4.24825932850966	4.44864333864284
"073587e420e91ec5e53de8257bfaba94"	3.4365251694402	4.15906940942905	3.77264980571523	3.93740699647164	2.18490632685558	3.69591127282495	5.08839083434917	3.3708888157514	5.12594786733843	5.09540135224309	5.4321196024912
"0770ab0e479e6e586e8685465d538066"	4.805648179248	3.0549799478131	5.64635331357929	3.63663475992066	3.30669825952829	6.47667031112279	4.49112325240254	7.06106801240177	4.09598135527853	5.487622018017	4.11129960959644
"0771eed1039e2a9a46dfc4bb7bc0681b"	1.87297072465288	4.64006918937671	1.65498166986581	4.555438702917	1.42999349270898	1.47923598864259	3.0080758926107	1.68038179219131	3.10797035650387	2.98302063819563	3.14102442747427
"077896f52217cf2755311d9ba92258b3"	4.92419525211334	4.01081114139258	5.09026788680224	3.64179491868254	3.78209362562505	5.80303201226441	5.16597178485746	6.664970240388	5.17332268940287	5.84064523876233	4.85666886396065
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	4.73854418622708	4.99266861561417	5.2341308687763	4.85501736060082	3.95366892922543	8.4509948384797	8.32920607641386	8.08064949229241	7.85221578826683	8.05577516656444	7.74298630247948
"07ab66989a508e3777a908855686e414"	0.397309272850899	0.888704095634175	0.199100008032773	0.606503735874923	0.28552174061444	2.89976263635543	4.64193835565221	1.47269405106714	5.0164506189366	3.92110991413472	4.55228159874465
"07ba0efc76158deb7ed94f5c6b5e148b"	2.39940034014406	0.0522484714430866	2.02938956145579	0.105956360485696	1.85691234835962	3.57361127954449	0.669271079041189	2.53457767176657	0	1.80136919452773	0.600968196517218
"07c4d0f20a81938b97f1deefd4690bd8"	3.09851085889657	3.26189393416216	2.64227671326264	3.20354839770938	0.993062125398682	2.39297701615981	3.64756942385694	1.7456610789824	3.48344712895408	3.24876948366039	3.49735713986647
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	2.66443709282314	3.78790653585373	2.44335939232815	4.1371194645759	1.884988697475	3.21697802518504	4.03359575769531	3.86469153684482	3.99459862564553	3.61043476892206	3.8220175944249
"07d44546198c8221cf2a9765f78709b8"	3.28028454729276	1.49116699045806	2.69209448117653	1.33112151170073	3.63886664518327	2.98168649177862	0	3.3550886592124	0.14156900430699	1.88654587552334	0
"0808113a681a013933c03815ed511b06"	2.84539404845866	2.46531433935047	2.87107698464589	2.51446114678686	2.58470540156622	5.71824035622475	2.06788976524886	4.28891280023661	1.55797724608407	3.40498795330159	1.82916839693511
"081419daef27076e9e23740f0f3d0cfa"	2.44199149391096	3.46916975039103	2.19479407049043	3.2576644446826	1.4412275231447	2.54209920811357	4.19046398578506	2.92714682883294	4.01979045966785	3.48061097794707	3.65728470014024
"08278cb30c0ecfa025df1080741366fe"	2.78944631578027	3.57521531344556	2.76736190491296	3.52602262399064	1.84217863596594	5.59858760453765	4.87692182013403	3.5854517360655	4.52908605944994	4.41867587133673	4.57542140650201
"082b8027abcaeb2baea3b91658963091"	3.69671561320585	3.81351396396318	4.14179782198783	3.78842963319093	3.32196669592263	4.23359263345766	4.01976410923612	4.65098587364226	4.24847661330442	4.37675948757684	4.42870466509651
"0833115e4467b0ceb8783aab127ff52b"	4.64006918937671	5.05839101865557	4.61014507070262	4.8082203464585	3.84805844221188	3.73804992690926	4.73094192018346	3.54149344224035	4.92874949341426	4.32920838866474	4.54842602045311
"0834e59536ad310cbadacdf155bdda3b"	0.88018990498759	2.57060783458847	1.16759466224874	2.6038037267589	0.644977646757877	1.50021037391633	3.19603813883734	0.918525033961229	3.10214315738198	3.15991837255207	3.20717855781014
"084d4e024d1f8ab820e3b9e6bbe4b0a8"	7.27854964034959	4.18567568455165	6.89826878414041	4.03062888467809	5.18908612484189	7.18195162440602	4.07630400556721	7.4912660954596	3.22788884529604	5.85198664039088	3.08976126935611
"084de90dee50689f7517a25348a908b6"	2.52344956918842	3.14294568896662	2.74847173144739	3.03777745567518	1.69910017272582	1.3305342632979	2.04995608674831	2.04995608674831	1.52698978071307	1.50697275672892	2.10518141058388
"087615d55895b273be3ec65195fa1639"	4.07945167838589	4.92083020012909	4.48664130225617	5.46330427607617	2.91513070974945	3.62634532284419	5.40897190808905	3.18225134179111	4.93336045012917	5.04369496437811	4.94609426984444
"08ffb091e6fb80698e54de15a34c082d"	3.24709911332139	3.55465076706012	3.87340015343818	3.37511384118122	1.31412583615005	3.96330833978402	4.8110593650845	4.71512705023307	5.24761063693983	4.52744368716396	4.81944127717771
"090545e39b003a74981d7d9c506623af"	0.237055923894006	0.132451810084945	0.342976750614841	0	0.186120996439832	2.89585931495555	2.38489253821322	1.72076496378859	2.15094621078853	2.38418466650484	1.61138996116177
"09092441bfed8bc0bf33e10aed6db4b6"	1.1835610955773	1.57030449147074	1.49909969521682	1.23976919965097	0.331746803613881	2.04209371358191	3.46078064576754	1.97896906009479	3.51062202754339	3.41284396283795	3.56887152020602
"091b05420d1d03c04bff4485b8b1cb93"	1.64591949297112	3.19391471223492	1.7685631699357	3.27388054339267	0.478532157737582	1.87728129293938	2.95432510785447	2.14513189919911	2.78831589929613	2.63708567289124	3.00455761540862
"092f5a8619fb9350043cc4ea36653dd6"	2.39576792067951	2.50047614701169	2.51330426030796	2.25927249950548	1.41863182357884	2.7115236284298	2.97238953946754	2.84205041714519	2.97704881974946	3.08837599241809	3.20902328763308
"096c8afcca0cf3953b7deb7a22aa2c64"	2.81101146774918	4.54270014605254	2.67987265234074	4.41077231066342	2.86232425554565	1.63706440564908	3.74635973640515	1.2484332557903	3.73917404084059	3.60702977026535	3.74766973763069
"0974d5a60d20f55cae8db1bb4d3ae6a9"	4.45276753746351	5.48246631930313	4.48894176129764	5.42391155776386	4.19591618909759	2.74833345533516	2.34564187133207	2.59361015181704	1.93808185910796	2.88332134478038	2.03026142522644
"0977ec1ec766483e434b5ced6346bd40"	3.62747393998044	0.0610424168808622	3.78826278192229	0.0309869082261777	1.80545327955994	3.26996582169131	0.853896815844846	1.46388979787898	0.354237683090483	1.42750579008092	0.643827128686617
"0989c13d0c860d464a6d08c86ae36452"	2.13404650034742	2.90559117952537	2.55562875420381	2.64011251756672	1.03063586677215	2.06103024717076	2.77462272489477	1.85774022726851	2.95200267421787	2.50288023608397	2.89473658658578
"09947d9e52474a7c0a88c03dd1c4cdc5"	4.78627440212348	1.86568999706804	5.24082010942483	1.49909969521682	4.41046723914973	4.60657871354724	3.1377351813503	3.52952656623643	1.81487425233405	3.90070884097659	1.19743628777223
"09b2d834bd6ac6da3f312992a5ada13a"	2.48419128791805	4.08364766597142	3.08339187822157	3.85139824160959	1.37084282200565	2.89316366480356	4.83194091096192	3.12393394736589	4.69493128995879	4.51057446920708	4.77622005998294
"09c649de9578b51089151c3f67c6d1f1"	3.07873412938924	2.89077633528282	3.19189907194799	2.59848198836069	3.26026111746584	4.00116750252237	3.95395188413262	2.10004549378598	4.2444585098875	3.84361378759235	3.8618433691035
"09d19cff22a275f6b41de4a94d82edbc"	4.73575015956512	0.785786328683083	5.46731020539151	0.364803890356563	3.14467458951814	3.19562096738717	1.03515153251707	3.46113807104997	0.607653883360975	2.85233766492034	1.22639098187478
"09d8ddc69c0a38c3720e026fdcb1ea1d"	3.38325144564746	5.21550133676937	3.33118627766667	4.89725748118251	2.31829622426932	1.68549335845754	3.76095096837988	1.93602141630494	3.75135347062763	3.62877078667015	3.91899782472533
"09d91bd09f3acddc13ab643e76870fa7"	2.60616228783363	1.31950824925067	3.85010168491679	1.00785982582614	1.61962894305378	2.60566901536432	1.68387070933181	1.43983924961172	1.18394912753483	1.10764898653477	0.873897193419562
"09da4c4cd10311000e3aa404f8f9d09d"	3.9462140364248	4.03282909218911	4.28782202818169	3.85919102523289	2.6256250707396	3.48608885687346	3.60064102831299	3.8676865162345	2.53738099491869	3.54866641289764	2.92549944330748
"09fcb9ad80345395a0bea7730d6fe7e8"	3.74903563681814	4.64325533155156	3.95003976334887	4.78811081778223	3.41943695796498	3.71803235786179	3.46230121442731	3.6839361477955	3.24400745393251	3.4230087297933	3.15943227258922
"0a133b520b03346a629160a1e02b66b7"	8.43773177715894	0.951401472186501	7.59268168538307	0.993062125398682	8.0460172426324	9.17727761158912	1.95126379269702	9.58864837862785	1.99564462912287	7.64199050506763	4.05859869014299
"0a179124b7265fd051af45cf7bbb5a2e"	2.07781385039549	2.98640319302121	2.14227402403857	2.97728537744331	0.770919724544898	2.0340310989711	3.48869354748277	2.77089922560569	3.75390361214097	3.83877309677535	3.96620795732342
