"sample_088Ab"	"sample_088Ao"	"sample_088Bb"	"sample_088Bo"	"sample_088Cb"	"sample_088Co"	"sample_16_1_1"	"sample_16_1_4"	"sample_16_2_1"	"sample_16_2_4"
"03734cd02763530410103ffac1802bfc"	3.80943331415516	0.115059329734787	4.28034296224683	0.518424677681289	4.15300490316022	0	0	3.45935559183544	0	1.59102625329302
"0381b98525605c48d762e395044ca5b2"	2.86895970283231	4.42256258828834	2.81409048566479	4.55055305799127	2.69086199323128	4.76336245899221	4.69442115488517	2.55868593697836	4.72456665713492	2.5307946703015
"039544c0752df4a57b038dd86e16eba6"	1.1990185522608	2.56513241762808	1.26996838843151	2.51991336831953	1.40264003965598	3.37546307669863	2.64430766530646	1.26599842076153	2.32764349233482	1.60301895493584
"039c7e0354d3997945bfb6b56867ef87"	1.71004313960807	3.95336224215558	1.48879228346424	3.55645259412574	1.84262683958951	4.20475799038856	3.44276842414089	1.53956916111075	2.42993424162884	0.838545395506943
"03ce41b70baf38697859cf6c9998b33f"	2.5268333594665	4.3263221364027	2.30310695480952	4.15662192596415	2.22027897816334	4.46523889303548	4.42039219863745	2.30869359803045	4.06355492214368	2.49845807965306
"03dbe23a9e8b7382924fd20ec95338af"	2.16789898973471	2.64655932248299	2.22434953900362	1.93468362362863	2.07459750220739	2.07841533304578	2.99881069749362	1.95827261398138	2.42842189607886	1.46553618092973
"03e263884fc71d9f491555f67c1f630d"	2.14100924806395	3.38376973187289	1.76520328793836	3.23770150451816	1.63482101828644	3.70194324993268	4.26604974195891	2.64850696937269	4.59018157589475	2.93840226852253
"03f86a1233871340db1328f6fc35aff1"	2.44574126843722	4.13810974132235	2.00525395097203	4.11931485983165	2.27494870173584	4.3644493045663	4.26604974195891	2.21140073028907	4.05768462348548	2.33196601533823
"03f8d34575dc20b78b31c3c1177379b9"	3.60781038657994	5.76459681965053	3.25867790745506	5.49670524928389	3.18649477182079	5.66987333674485	5.2153497479901	3.52556497295472	5.31836253305665	2.83960043252224
"03ffaa3f7861bb9fd6736a756915e8c0"	2.56914362612936	0	2.46072494832697	0	2.50294955975479	0	0	0.689140163177967	0	0.955145224130595
"040ffbbb2858152fe7b1bfe2be12eebb"	2.79723743142739	3.82779364594578	2.77359072007224	4.11534255321771	2.66936619722807	3.8228542484214	3.4386542324321	1.99292567826671	3.71947432139644	1.50608027855767
"041c4b843dce3deada3d6b1daf849177"	0.431795403354194	3.8517611927885	0.578801978775085	3.34767353125771	0.324428573418785	4.05166424486682	4.27081852735122	1.10314068664627	4.58566250239174	0.890432059700478
"04270753eac3e84e5b3f45e5131fd1e7"	3.66650500251093	3.52463020494673	3.24315703577133	3.40597461913714	3.4406193566122	3.05925715613353	4.353172993248	3.29581227310933	3.79980583655781	3.25723932456514
"042f95fd86a3be60cda5e0a13e76be0c"	3.49091814395761	3.20634643025577	3.59722147540423	3.98611428582076	3.89344615423695	3.52005547861074	4.01486296544444	2.60893604705047	2.98272434427057	2.720110246606
"04356242a8d119e65547c999cf90c0a1"	6.62870815773532	7.01878818327697	6.36712981175963	7.58213680438262	6.82263284640555	6.54570725758557	5.59511682872916	4.82994588670689	4.28534460388476	4.0858600241903
"043b4a5d64c5e405fa8ce60a25bebd8b"	3.79465513357934	5.97986958458926	4.75003871967705	6.44159350833767	4.61347579869695	6.25190604115971	4.32712000425386	1.49618052058566	4.12355751178324	2.62946965727925
"04731e32cb646050ab7f27f284c04106"	3.76618877921424	0.0652333506258388	3.3994868642453	0.478338918571493	2.82099562766534	0.264372062134168	0.596192461709623	2.90257727812968	0	3.61388618695298
"0495aca4ee75b03118200f39e55de807"	2.82963636605607	4.63230099449327	2.91059586498471	4.74232298838551	2.7482563260137	4.44693688358712	4.72587976181195	2.11439257578946	4.41306293710726	2.09271308387308
"0496149b2d1f183353cbf9189b7049e2"	1.85087078971867	3.65350561225421	2.08197084030556	3.67581397120902	1.81180389735342	2.78763126377255	4.42146028188587	2.06117293217649	3.82854213069284	2.14432226988289
"04b93fa3ee523f9634c9c795a5f49e4b"	2.87093519692287	3.91797724371636	2.60195904822363	3.62234480871193	2.49723039947683	4.53404339645953	3.47872406526155	3.00804614567527	3.46954775345704	3.42428988549275
"04bd54b9e03f729a1a5670b1416e260b"	1.42020368970342	0.700571318813871	1.82163424248362	1.14089802846073	1.54276696921855	1.19191262946793	2.5858203429699	2.08538086890509	2.76878487176501	1.74451306285115
"04c1a513f665c225f7ed173aa4fa12bf"	3.22808211661667	5.01267867164431	3.04111091079158	4.18294317888012	2.96683679126711	5.45930113328622	5.1523572621915	3.12911110454158	5.15629005415874	3.57155909265734
"04ca9aedc6db942a0474cdc0a762451a"	2.62575719506176	4.11892144337942	1.96223525956854	4.23115189180425	2.13482205440441	4.12381973815704	2.65268871300022	1.62366620844473	1.904361104584	1.46929177626596
"04d5efa38f3a410566bdc4ede3702fb5"	3.42429848457014	4.30839058960659	3.26468631612292	4.51649546276844	3.03526736036362	3.97942853775862	3.67506400882022	2.6814812860234	3.82305477687094	2.32185090956646
"04eea75f54ae1103d2c566b1e826e22d"	2.77359072007224	2.23101819726155	2.23475368959896	1.74715254310483	2.44120203227719	0.805055214362159	2.69457258468514	2.59470395830774	2.13386083254529	2.67026857995912
"04ef5fcaf6bf35657ee641e7ab693ee9"	5.321336482062	5.12098550051654	5.20272751763995	5.38545781020821	4.83757234382083	5.01845675986325	5.11197612563793	4.82320946865892	4.76487060320923	4.2880442804189
"04f27efead94a16b3e810b74f86514f0"	4.53460436377681	4.5255909042495	4.10160216201599	4.4725229737894	4.22483379048681	5.13379902779836	5.07091826069245	3.73337808949927	4.8395054359534	3.92248944070028
"05114c017775551aa7d1fa1a490e42d9"	0.607676434370808	3.12948051766453	0.349303844007951	3.16907026535936	1.1395110802394	4.19745184124783	2.88457299948159	0.767363257792956	1.85847909050081	0.699362884983915
"053a96fa26931ff81216a8112d9a7fac"	2.64492721096108	2.39781163293702	2.57047712807039	2.7107478923921	2.41352521366469	2.14100924806395	0.725629859444872	0.603843724216785	0	1.32673595194669
"05425468abc7b6696e6644b43e20a070"	4.23850002733178	4.37129576427897	3.38317868222006	4.00641894926428	3.68852839249902	4.52256827300713	4.63093409589428	4.63586310119548	4.63677774293067	4.32065886180169
"0575b5bcc7abd6f7a59549c280abbd34"	2.88430113018634	0.129695308393597	2.73246867364425	0.13637050429124	2.31618613272767	0	0.957213043546916	2.19704096815839	0.795513126646511	1.7004862597086
"057d19ad82c16bb114c41198d5aa7834"	0	0.443043447662953	0.689610935408691	1.57173189155507	0	0	0.611905671277479	2.05170388514533	2.69856643872238	1.27431308764572
"058b63372cbe61fbfecc853d367548c1"	2.05778880398438	3.08905229248308	1.51210288400675	2.93031656780246	1.46089149932667	2.6681583294391	3.45140806023263	2.07984620979065	3.73691223630394	1.83356178307826
"059e24b38a4bff0d4f11ed6166a3437c"	0.635740500610399	3.87516771645194	0.568988865930157	3.24655169044809	0.285915513004061	4.05136120586346	2.19669554853627	0.259375186236246	3.00070687965799	0.781377813954305
"05c4489613b115ee4ec2ef8199067913"	3.02178103932354	5.04931778551112	3.23221604710601	4.54094009728035	3.15208196235919	5.39348844576923	3.96107723415012	1.96689861613133	3.87798193260971	1.71697153787187
"05d75b81fb54d3ff766fc90129feed63"	2.68255733506111	4.92199830560685	1.60727156760268	4.58810662801421	1.98152271230596	5.37001150632246	3.81873206741098	0.95827240241259	3.79507425369402	0.99915990937788
"05e856ee9d148f9da62ea0b0ccf6db24"	4.92199830560685	5.35802203592619	4.62907458558117	5.48275160672066	4.62019080947244	5.43323472328044	4.09536294349582	3.61592868906081	3.99809203521475	3.05308462969703
"06094dd96a7550292ac7a15406ee3eb7"	3.2699969844414	0.408912492378074	3.40481815208771	0.497460709853747	3.45832475798341	0.298918704377769	0.808128071651538	3.15847728749275	0.932094787291107	2.5448375408328
"060f5656d8e6b35f013adc46dccda6cb"	2.7176730856114	3.15208196235919	2.47255231496478	2.7107478923921	2.78870318405836	3.23427662144422	3.87293034807537	2.05739606607874	3.82208328684657	2.14432226988289
"06122d6c188a53fa3820d7ba9c64b053"	4.42902376374478	4.76187423177163	4.04222706862655	4.89303094247493	4.50385259778525	4.81692545629417	3.79980583655781	3.04817936206503	2.90492073965132	2.83700086820485
"062dc7bf1a892776a0d4259124cbb2fd"	5.07469032337047	5.05921235619598	4.46433423707433	4.84445240558907	4.24276399262757	5.04022671716496	5.01354411271171	4.61497117895824	4.65506252349366	4.49484945544585
"062e2f1710db5799ecb5303ffed1bfef"	1.1990185522608	0	0.835731224015738	0	0.963197218274146	0	0	0.486719908039558	0	1.50224826974062
"06308be651a239379c2200605a63c9b6"	4.14004751378942	0	3.84717680096151	0.586660867321519	4.07504245405285	0.46812118383793	0.383864734389722	4.02814831217654	1.31259473548749	4.30648331452106
"0639cd2e7dadf3ff0a4ebc918d2008b9"	2.05778880398438	4.5080846712088	2.25687827043754	4.18533177509132	1.85632923987735	4.90974138089382	5.29914508910114	2.18235642703933	4.89093450695111	2.73091468962518
"065c6814da267ed1133339f9baecf63c"	1.65305709120456	3.31150699022645	1.84409692111791	3.26356025380655	1.73857609231818	2.7768470328553	2.39600658125193	1.2701643958894	2.60569863549186	0.346824184128204
"06608aa469565b1d3a438c87bb960551"	2.65109317874634	4.80643992017253	2.9124908721767	4.74853051595928	2.41196492038567	4.65559330188013	3.09013758954706	1.11777222582309	3.20698160829281	1.0527623976559
"066aad56751f9efcd6546c0e2594e7bc"	4.25098955722863	0.373575324572715	3.91032877102322	0.588519729477948	3.78678852659646	0.259390616787194	0.465141829828828	3.10418426567034	0	3.60149113336266
"067925bf2c68cfbf03151580d443463a"	2.11451458204045	0.985461635811254	1.99170766821697	1.47412889354691	2.07632655947389	0.864718258020642	2.11662065749258	1.79532756982615	2.08610227551776	1.91887900808997
"06850915424790786904937314f04f24"	3.2719812363793	3.79817501730677	2.83374143988318	3.04940004663441	2.78977395656129	3.78599845156627	2.85618268734284	2.65300848655477	2.76913953657143	1.92048615624895
"0691bcbf69519fb5dba78151aa18c728"	1.64310083506578	2.95430358783173	1.32323894713477	2.63161019187226	1.11153398798542	2.89664867777655	2.24529887315872	1.04805403947753	2.33922166290851	1.69937975541061
"06a434056b6d9da35471b83529f52fed"	2.90297972023284	4.07738794120532	2.89434164523328	2.12449377610527	2.23847527994803	1.21980875120797	2.103611578727	3.70026415181056	1.84999252765283	2.90167277132631
"06bde0cecfbcada397af9c0bf5f83820"	2.79918484991644	4.90738092384874	2.74106564819957	4.76892371002351	2.98651939342846	4.5954233824152	2.7703150068312	2.06561272330467	3.63643611354032	1.55335772966885
"06da80a2c361f6c3363b72be33e8e8d4"	2.47693246374248	1.84157916020668	2.19064160981052	2.22449678364283	2.33525951209974	2.04310389903593	3.45200903551426	2.78903659031645	3.50069548134543	2.52538459511965
"06e55c354504ff6531cbdb3cc5cf43a4"	0.740727088855572	0.538958166664613	0.598143953640763	0.689610935408691	0.559078500765375	0.324428573418785	0.936503187320648	0.520659853669112	0.783300277550243	0.739729985124124
"06f154fee6b1d89c4fb222e23f2b939c"	3.22808211661667	4.96933471284942	2.68612492257505	5.23636898144347	2.65599872463041	5.1243079678515	4.89597684184095	2.01290475867956	4.53915355965773	2.66306720047973
"07110273e3d6af343dda0d8332e78b96"	2.85907349670363	3.96047610469375	2.90038313313352	3.55384473449127	2.67754848816539	4.19612554278233	3.32433929613094	1.58130712218336	3.05288167952486	1.94424653206822
"0723628f526fba7f82f84bebd97bad25"	0.626473047291953	4.21536088369034	0.887249075889431	3.81251687492209	0.66303842712296	4.1227071800646	3.06143808189669	0.31492022289764	3.47826724403753	0.0986156199039603
"073587e420e91ec5e53de8257bfaba94"	3.50178874296073	4.83632888997474	3.39376449272469	4.68625751708331	3.23770150451816	4.91678194593054	4.90166864513936	2.54831699001466	4.77854353866039	2.86146273516557
"0760f91983ac07c0e8e9f3efab81a287"	1.54981050960875	2.83299648221873	1.67041847801308	2.78765611757022	1.43054011780907	2.74865703885434	1.87072867783067	1.5093585380793	1.89772450212851	2.07241868907767
"076c212597b0d5ff02b7d6d677f724bd"	3.27264177970967	3.11721423751023	3.34889796727049	3.27593796740755	2.63498189343822	2.81929934470804	2.14084727011775	3.81329714281536	2.8439180786853	4.27597632560772
"0770ab0e479e6e586e8685465d538066"	5.32176198120064	3.82968693667793	5.00125584425951	4.3980079996498	5.27722283310036	3.53636560062192	3.38442656928562	2.76924290752437	2.11622292555645	3.18073782023618
"0771eed1039e2a9a46dfc4bb7bc0681b"	2.24414779673613	3.2359521833414	2.23525665987641	3.56642183271877	2.20283169065111	2.95250537198294	2.81846058546736	1.17691214276279	2.58236118942057	1.24090926706744
"077896f52217cf2755311d9ba92258b3"	5.54678568182234	4.16064184832545	5.38585688737848	3.98850652516167	5.52097896174005	4.00990006978188	3.18114045303795	2.77091598590434	2.76686740466477	2.83943566976243
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	8.22743529125749	8.30755984983306	7.75609592119762	8.80607790540469	7.54615929487353	7.55976526951961	6.96586972612103	6.38124691471954	6.61895522982722	6.21793234698036
"07a6681550e750fe5bd3e83dc318b5b1"	3.07707997550582	0.549068936341987	2.53521470899072	0	2.5057969206795	0.568988865930157	0	0.336302222169575	0	0.492656357808617
"07ba0efc76158deb7ed94f5c6b5e148b"	2.26414567455055	0.245859577597942	2.048848304595	0.568988865930157	1.80035574845341	0.454166379437856	0.332548272226965	1.46077081811666	0	1.98608995180974
"07c4d0f20a81938b97f1deefd4690bd8"	2.29445614242031	3.77766475676666	1.93482031206871	3.58342949001127	2.10981554553482	3.98268014458639	3.15089929387509	1.16505337378249	2.42130617743396	1.31089655749108
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	3.19152024973833	3.99590228250986	3.26800878741841	4.41837182323549	2.9713094495674	4.1687600823162	4.15655960492301	2.72414478562667	3.89726585229324	3.36467571081497
"07d44546198c8221cf2a9765f78709b8"	4.87763692016545	2.39936630790227	4.48661154635185	1.98459248883777	4.68230553213982	2.46074529431664	0	4.39203067695585	0	3.41848587076769
"0808113a681a013933c03815ed511b06"	6.26004787821399	3.21173219222331	6.30742090157435	3.78908726542799	6.2849860344741	3.17340870170533	1.13180782601649	2.62135781484383	0	3.56675106718022
"081419daef27076e9e23740f0f3d0cfa"	2.99773327022416	4.29184724482652	2.66088032355915	4.09088023503088	2.98019519585212	3.98753781609177	4.5412075843104	2.39600658125193	4.37391068930641	2.11617816241334
"08278cb30c0ecfa025df1080741366fe"	4.17091385997014	4.30180605701575	4.70456166232345	3.99269345449236	4.05559541786278	4.3269681027731	4.14724104581481	3.22539023991533	4.27638780251183	3.45234634896839
"082b8027abcaeb2baea3b91658963091"	4.74582623507204	4.84120623492515	4.79838698508562	4.78443291880607	4.66096680347805	4.36332659378703	3.68291439849162	3.84101813980921	4.13381024536778	3.78713705871838
"0833115e4467b0ceb8783aab127ff52b"	3.86206902428639	5.08864418111182	3.92831359036413	4.56207707276237	3.64216199041603	4.90768387423545	4.8936494655858	3.10351983156033	4.89653018158098	3.56905861229023
"0834e59536ad310cbadacdf155bdda3b"	2.26467124215805	3.56564359339394	2.3490353270986	3.32361230976284	2.14200841465771	3.9040839849532	3.63500529876405	1.23719108058206	3.2079588428082	1.14583120909779
"084de90dee50689f7517a25348a908b6"	1.33162695977758	3.32097888076012	1.08215765059615	2.90964701304063	1.56081893361162	2.73929172916103	1.78009132711494	0.7184376631709	2.0478910172759	1.68316706998949
"086eca5f643453c1cf040e3cbe8b2c3c"	2.53383331257758	3.4220262795481	2.09706041376829	3.81827304784388	2.20254815967054	4.03609096064765	3.74499368409473	1.19686842789995	3.63564121691917	1.31884761519315
"087615d55895b273be3ec65195fa1639"	2.88757117325072	4.30674851662795	2.82137531497426	4.19902194459751	2.8914456255383	4.88107270107154	5.99458616478579	4.48320892619749	5.88367755660639	5.2040250935008
"0883e63f08cdc13a48e005eba213d7ca"	2.46072494832697	1.25518289525217	3.03861071214296	0.915538448980322	2.9872473784252	0	0.270733757726978	0.111942010031374	0	0.840589984234444
"089f050dd822e3fc12b55d0a998f6f6c"	1.42802154583186	2.34078413056837	1.65166180383756	2.90297972023284	1.52734677482646	2.53934748546625	4.0455805577105	1.95172861746134	3.97750410719699	1.79249719703996
"08b5865dd5287e44cb75455288ca80c8"	2.61223656124981	0	2.14713289989905	0.189826656279728	1.88318331914701	0	0	4.36698317206647	0	5.84260737524625
