"sample_020Bb"	"sample_020Bo"	"sample_020Cb"	"sample_020Co"	"sample_020Db"	"sample_020Do"	"sample_043Cb"	"sample_043Co"	"sample_056Ab"	"sample_056Ao"	"sample_40_2_1"	"sample_40_2_4"
"0112c347c6def14a99ba74cd77bfc94d"	1.76630695131609	3.01929585878887	2.48045810299321	3.58442841364703	1.74975413594969	3.56015193297139	1.54993394994437	3.21438254518966	1.92337367104954	3.03597582881051	2.39623371135119	0.711962555977441
"011b116b1e264e2cde7ec36aa569ad7c"	1.80500936612918	4.44529783899845	3.28352739514361	4.1336171362169	1.73954433163965	3.85106138544421	1.05191182499023	3.54117214964282	2.06652439137714	3.94469567646469	2.80689433362921	0.538411686403664
"0127000197e26a049598b4a6d0225ba2"	1.85116121139404	0.21430180337389	1.98748007396407	0.293371634839806	2.35495397839321	0.335288420978619	1.22466062795551	0.250276111638924	2.26202296054005	0.204982839337034	0.193331557022263	1.65308018223666
"013c9c13c8d7029019462bef0627adba"	3.31660634600919	5.53780370012466	3.75958206316628	4.21444579766469	2.66133085131587	4.09685447641721	2.01821017617756	2.76353248407507	1.90367677717723	3.29051119543734	2.23236350733968	0.524446312948161
"015116cb2ae1efade79e1af688f3c15b"	1.47202833866916	1.51777402180592	1.93370887684901	2.2507959424273	2.06814475124343	1.91227619375501	0.759646278510151	3.09240066693216	2.64687795436662	3.14213308630233	1.93576211723202	0.272175971851484
"0160f5a856b526939ba1062b1cc9df76"	1.87753708544777	4.353359377388	2.99155998163668	3.10320976683262	2.35045788412452	3.33158803447882	1.6338397510465	3.14336058605601	1.69310383295278	3.87403002630092	2.82206484156436	0.866782369862384
"017a60cbade7b309db182bcabe59d6a4"	4.50192179378187	2.23238577976311	4.68111882593014	3.22103397438732	4.32475010797653	2.7572014429324	5.55854297649261	2.59517768906569	5.73742113066673	2.0982825548125	0.979687226147219	4.74894969928041
"017d459400583fe36857c77a1d541f39"	3.97204546951341	5.15575731511443	4.9466222597552	5.78441893832944	4.00378960507092	5.42674834665433	5.46412205103575	6.70772535285013	6.77947434028354	6.41982516781033	7.08856145817121	4.36138478758126
"018de0ee05bc68de9383baf688539f9f"	2.65909242288633	4.84317444792897	4.08373157652837	4.24381522210586	2.71360275709186	4.59455888474211	2.32473676631554	4.08644096121936	2.53886083207771	4.16835352960701	4.60467304362235	2.21675275451157
"019ee757485f09fa0c7881843036a765"	3.22613120085779	3.56242467736002	3.58974407756409	3.58398416355546	3.27632809774957	3.47171163747906	3.20462260866746	4.41197629498648	3.7162951605945	4.33825739765221	3.79283778967657	2.44918758536726
"019f94720ba42ef1861b87fc58cdd3de"	2.74699190097593	4.05279549789508	3.24688686683974	3.94608969013528	2.53011007182105	3.87394266580174	0.28294863740296	2.26939949186115	1.96208856978278	3.13905772863429	0.293606488391722	0.639639330590146
"01ac16555e036cea2ece2a239591aae6"	2.00598099359427	4.22894782716517	3.47625251018198	4.32480560872473	2.22876081123402	3.92511228437832	1.31606864651989	2.77792319057198	1.78394244339511	2.98960981594162	2.37630799717925	0.817506323046977
"01e013346904f75a91f713c559585ff7"	3.27511853068661	3.28535351460243	2.73874854799081	3.58708977763676	2.49903898294276	3.33785949059088	1.2575409642437	3.32257688439001	2.52711887748613	2.88832895056311	1.23298262095099	0
"01e9bb0d97f8ed373a8d529ffb971acc"	4.07452361875818	5.21496695277458	4.97510436052616	5.12034785385702	4.14032844325343	5.177663027643	2.32514186532502	4.03493798786791	2.84464429054576	3.93560417132211	3.14703407059416	1.74657502164243
"01feb696b69822d637cdf0956d28bad4"	4.68850822117782	1.56714567096362	4.05972268220673	1.68956135531	3.39206177882796	1.2699403039872	4.69506258883429	1.46163997778986	7.10513232761236	2.42179981441021	1.1373941234771	1.19066231144613
"02104476719f02b32307edfdb1e6a0c4"	3.17381700872827	4.29839688036552	3.21311925402768	4.38673446164927	2.39372178787662	3.59533312097707	2.61825575496584	3.55649842813534	2.61721822582201	3.93699197007367	3.92020990115503	1.22466062795551
"02266378f920e88e1dac1ed916c48ff6"	2.34433683116869	5.16283781463578	3.19842296381586	3.94454169472357	2.25109430542179	3.79833690585627	1.59848254244313	3.34583188778111	1.82462780259456	3.67091830099841	2.14218857378361	0.304589493285019
"022b87e073ba519506a6d0d9dac1bba1"	3.05537080934737	0.614218685254534	0.911628681385166	2.20805724708674	0	0.336543662641743	4.64126485469027	6.45534263315025	4.08640317941415	5.96228335766175	5.72222862352785	3.56779648591435
"02556710e6071f6303dfb662fc79f6b6"	1.64732080803148	2.35350441746356	1.46159383743623	3.11677186753025	0.911628681385166	3.22294848033691	1.8411347003077	3.65753490637757	2.39493808644789	3.46253976935244	4.11582517633547	2.70843112854014
"026f6d9d6a5c591d5465aaeddf6222f1"	1.48674161879161	4.01153594623291	3.3956392533568	4.20082973235053	1.88069270981256	3.92024808711937	0.569750543082658	2.88117941525289	1.70609681866154	3.15373394307853	2.18029180140774	0.503241335624878
"027ee5073ec17a7192c3036f2b817f18"	2.25109430542179	3.69927156855448	3.16992504780121	3.9759564435399	2.45192295261704	3.79258249692223	1.2695976102425	2.7055843634218	1.74905132203968	2.80155705892871	1.30876786014148	0.272175971851484
"028a375a3a51f2d5d05b85cf4ef10890"	3.97445403235906	4.92500597253699	4.37171793211324	4.92558696361488	3.96751371831647	5.0400540218029	1.62827379807631	2.94823958979269	2.11213970707661	2.85533669047095	2.64586971539035	0.577761581255031
"02a63d174c8502c109303db99cf1e437"	4.31709454276416	5.14788251779488	4.79577395041772	4.89790878264618	4.25546188993484	5.2206909256826	2.35621529351449	4.17105312227518	2.65945454509169	4.02737368735065	3.30279969570926	1.76592211143782
"02adf979cb3500c39977fffbf7d2a048"	3.09394504562831	4.14298325519082	3.2149890960607	3.7765941393957	2.59261061155475	3.70641077284415	2.69343198218794	4.46335682306685	3.4033624123688	4.39769008427229	3.67190990684254	1.84227584033027
"02c00510d4deae8d414f84d4af078919"	1.18312382480985	1.12473749897877	2.00277147832244	1.21408840089829	2.08816973094235	1.50614737385179	1.22727246803004	2.2870638867794	1.60495108111418	1.81909578367721	1.30942549866089	0.913038656992923
"02c19d40dee2d87c409a2e2f7b713d7f"	1.22395188664125	2.88481322673489	2.09060054773135	3.19055140925791	1.03831577968344	2.81731898950284	1.31260180266995	2.05004414141229	1.53778787093855	2.18829404076051	2.35796180387685	0.585708952396034
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.3131566170054	5.80043218113637	4.88335298284598	5.61106792728153	1.68065880670059	5.47503743090164	2.62032758942696	4.98169371106907	2.60363146405388	5.22714006271076	4.79362455690785	0.485899123826105
"02db2ad8ae83f16a31add624ea4ad90e"	3.91466511198861	4.75169778093757	4.46265483245309	4.79484765493403	3.39098447367196	4.58823076061443	3.80683591917502	4.20433673517617	3.59510514176114	3.76654464542628	3.60327058406059	2.69315386624531
"02ed78575eba82d038ec26a744d9b6c5"	7.46601503248975	7.84321027130245	7.58228339759602	7.4693519653564	7.08805067449697	7.7503685604148	5.05857648211438	6.00932507406128	5.31563052022359	5.87546603698833	4.72274840067009	4.34933717139804
"03202b02066380ba1d7fadbf07ec658a"	3.02940493236903	2.08862028780934	3.20428623246349	3.47121436856385	3.60986297801793	2.968803733139	2.01274923614625	2.27233493582175	1.90661333014892	2.28399129476951	1.23711778987763	1.19927086752599
"03355cd11fa9d7ee1d42bfd508147739"	3.20523156287477	3.06426422480575	3.29629878702387	2.89278582176373	3.35583274379399	3.40418141095641	3.93449254394137	3.25249673450092	3.54671173267161	2.09303621394561	1.16881101060287	1.9896858570658
"03734cd02763530410103ffac1802bfc"	4.37816503829865	0.381251647372873	3.22867010394196	0.413517930258873	4.23458470907985	0.865563172165401	3.52533324053022	0.0907714602009842	4.14653757924743	0.282891230121603	0	1.11867101527973
"0381b98525605c48d762e395044ca5b2"	2.80904732280919	4.66409027680788	3.44823468194751	4.40475648314741	2.55837259528661	4.28242436350102	1.81923606902695	3.8165041516984	2.3195843593955	3.89493057875544	2.86599753142405	1.29143212464847
"039c7e0354d3997945bfb6b56867ef87"	2.08065979930258	5.01901049729815	3.7914998490676	4.87971109027557	1.89933053980802	4.8158087062998	0.585708952396034	4.05461077747009	1.04177770474254	4.19687851190346	2.60678329517914	0.35527296162064
"03ce41b70baf38697859cf6c9998b33f"	2.53392694620513	5.2881520341837	4.23574319347651	4.61631805692955	2.93706787923566	4.69569723575157	1.23298262095099	3.32718087712002	1.3240162167382	3.8277818532746	1.85234989438136	0.250276111638924
"03e263884fc71d9f491555f67c1f630d"	3.29370437163138	3.99469592490613	3.56514516985497	4.48744428869928	3.28774659823481	4.11400083894028	2.39623371135119	3.29132968687858	3.1141083333368	3.35932299329192	3.22856453734385	2.72160991786875
"03f86a1233871340db1328f6fc35aff1"	2.01030794600599	4.23481651335095	3.19186764542098	4.12285394670348	2.52755737116754	4.06632793621526	2.91719597234695	4.6016783165018	3.44409427808387	4.67457956272469	4.09992706766885	1.3240162167382
"03f8d34575dc20b78b31c3c1177379b9"	3.16114704604813	5.01551287267934	4.14414234555692	4.94628096221702	3.20103310609595	5.15085443049302	2.89114654479417	4.79897184471008	3.79155588638415	4.79529166549176	3.91655167028953	1.61825225875625
"040ffbbb2858152fe7b1bfe2be12eebb"	2.6260592189962	3.74720373806313	2.90953888918988	3.97625665509713	2.34126219688012	3.63508893900142	1.18197900416292	3.26180254689475	2.03343333552431	3.38228635677039	2.97035902813564	0.345255691748679
"041c4b843dce3deada3d6b1daf849177"	1.18067265181289	3.64098249092172	2.60853508627049	4.07425150875632	1.23797183125075	4.00583162208694	0.345255691748679	3.03460908142478	0.250276111638924	3.27048255213054	2.56719867200964	0.0417722628722337
"04270753eac3e84e5b3f45e5131fd1e7"	1.9552260495629	2.47508524395698	2.2793361178575	2.67906015442189	2.34433683116869	2.68125437831505	1.85256507370396	3.79027207722776	3.00575509038497	3.76741836668033	2.78583040485358	1.34195436282276
"042f95fd86a3be60cda5e0a13e76be0c"	6.93698111317461	5.41328679438627	6.46178025265284	5.5292017600872	7.13387767233765	6.09403585554134	3.75163298466578	4.96991539158666	4.14327850970501	4.55479355554627	2.67763958350229	4.70502021777936
"04356242a8d119e65547c999cf90c0a1"	4.52684028783297	4.39910768848581	4.58342301483601	5.06257390220246	4.24722314887326	4.76992671769185	7.22876755314529	8.84626104642193	8.14564401683034	8.90735799062065	6.86233163496931	6.26003151956252
"04731e32cb646050ab7f27f284c04106"	3.11199489377029	0.0945045724718856	2.97024092769037	0.146929510386918	3.28861759330161	0.157598477570636	3.53558598594243	4.25625263268348	3.28708863752169	4.4548569221861	4.83683987824067	5.10172576525769
"0495aca4ee75b03118200f39e55de807"	3.25309234560259	4.8410277071709	3.77511788245571	4.36685517793347	2.92511708682501	4.3298214509574	3.2764066493547	5.01998202367691	4.39562903858249	4.96734503369024	4.66698947273165	2.24560047581529
"04b93fa3ee523f9634c9c795a5f49e4b"	2.12559060215573	3.5790843423759	2.83626820263248	3.49432275226564	2.53899355507507	3.28355493612252	1.39017276502318	2.72535734386265	1.69051344028933	3.13066354637251	1.41240338141871	0.689894540081846
"04bd54b9e03f729a1a5670b1416e260b"	1.87746806680186	3.12736234201276	2.72754010291672	2.84137994469727	1.86845534464194	3.11398575959494	2.01843291645603	2.93321671817403	2.10523513333612	3.10075639263683	3.97295013207362	1.37202630479133
"04ca9aedc6db942a0474cdc0a762451a"	1.45039903816072	3.6792747765158	3.53200035553511	4.1590041385322	1.62235729662952	3.63635477029858	1.45833777496759	3.77179343573237	1.960087882615	4.12414060169284	3.77310133992148	1.17321963611323
"04ef5fcaf6bf35657ee641e7ab693ee9"	4.35828804061308	4.0525174099222	4.1802789872849	4.05001113204365	4.11164419034672	3.90729560887647	4.16779867422729	5.20639087560625	5.2794888523496	5.12448449272222	4.47692086434658	2.70843112854014
"04f27efead94a16b3e810b74f86514f0"	4.15125084281786	4.43708168823714	4.28634396691078	4.54386621419989	4.34147171114804	4.40889696959847	3.3895054634591	5.13525417720303	4.93239274017327	5.37845858167725	4.49850847970435	2.88038185792682
"05425468abc7b6696e6644b43e20a070"	3.59678795878271	3.51310052756098	3.49383660369303	3.79258249692223	3.4977191907835	3.26477770768018	3.42575948807116	2.89414767627473	4.09447953546483	2.95700897806287	2.1766618857124	2.51516088501481
"0575b5bcc7abd6f7a59549c280abbd34"	1.27563837954361	0.284000735383931	1.57619877652522	0.183359791193236	2.36808943875584	0.462685194325917	2.38662821501551	0.157293678613881	2.60121400071692	0.283521505198277	0	1.48704765019561
"058b63372cbe61fbfecc853d367548c1"	1.63803236634608	3.00829364810934	2.75821668754674	3.94979513142395	1.62865683999897	3.80583966245186	1.87222562569603	3.94884819776504	2.81612672506801	4.40678806196964	2.94898484158577	1.01121429149598
"05c4489613b115ee4ec2ef8199067913"	3.53246830468257	5.19289427115436	4.14261852969288	4.30614784169589	3.47121436856385	4.76392491375949	1.48604586752504	3.3963260976151	1.79071957007138	3.64548443146251	2.40603397339616	0.89819725545676
"05d75b81fb54d3ff766fc90129feed63"	1.87508600998422	4.17856413463834	3.17126869663572	4.11426234628618	1.99953161685693	3.86492452156038	0.922532446973951	3.40180904958594	0.989990523832956	3.48408391921812	2.63366793014148	0.309369651817718
"05e856ee9d148f9da62ea0b0ccf6db24"	3.81997674922525	3.81892337256363	3.62405075754621	4.3654324089485	3.4300914970289	4.69847096648298	3.30446821223475	4.41542022277457	4.33341777344308	4.52720069854086	2.28108991814703	1.77589343337836
"06094dd96a7550292ac7a15406ee3eb7"	2.77531998893279	0.494793798052954	2.00816195049832	1.08264820472888	2.09257689397283	1.0095755893699	1.50360484069479	0	2.32930374933196	0	0	0.739488157441084
"060f5656d8e6b35f013adc46dccda6cb"	2.76931687558224	3.00908354731241	2.47777528192253	3.26904865176644	1.93693917276359	2.68344379812902	0.39436775968178	2.89385457473126	1.37562565229504	1.95406169191327	1.38278571300672	0
"06122d6c188a53fa3820d7ba9c64b053"	4.63668381417585	4.76105330712905	4.48094194454411	4.7949800354039	4.74183519869272	4.17487951795245	5.13173314375522	4.78344494051206	6.01742810536318	4.58918681982015	4.19216185416843	3.83302743764555
"062dc7bf1a892776a0d4259124cbb2fd"	4.22643752079623	4.75514749512014	4.93287867577251	4.86068039963778	4.80039260103351	4.88383756793872	5.42825026171487	5.55947423702406	5.43124253483071	5.28454727754859	4.60025042377998	3.80557142811229
"06308be651a239379c2200605a63c9b6"	3.61648933458233	0	3.1745906071095	0.271703955557686	3.56700448574576	0.454929804374912	2.29318027243503	0.0787701784732573	2.27397695598038	0.119571832044598	0	1.15156152671144
"0639cd2e7dadf3ff0a4ebc918d2008b9"	2.99956332569339	5.15925785341169	4.13701125424122	5.08423330386031	2.98914643444557	4.91319709165703	2.68154077744298	4.58324548668896	3.14213308630233	4.48481035198663	4.18871753025337	1.24533717973108
"067925bf2c68cfbf03151580d443463a"	1.58267878745436	1.4705550795825	2.12090552481443	1.73674847118496	1.91689522758336	1.49452337688456	2.7055843634218	3.86810465965618	3.34588880875216	4.07656111999898	4.6470085949841	2.61617961909333
"06850915424790786904937314f04f24"	2.73460124833428	4.44759314287665	3.2841548217859	3.72429746538333	2.45742136631979	3.40543107359418	2.80831940011799	3.6741363978305	2.68274642544466	3.62443359957152	3.3348956055082	1.66951701600416
"0691bcbf69519fb5dba78151aa18c728"	2.36228179950344	3.81144942744079	2.80584762441026	2.44737293558876	2.58306958510391	3.3600627431791	2.24107440999131	3.79571702838341	1.8634407016102	4.09945562844196	3.00827952651381	0.785906837817867
"06da80a2c361f6c3363b72be33e8e8d4"	3.0469025220633	3.21360082670081	2.84841109397278	3.56105248523441	2.99512579429032	2.98601539520877	2.43478107656637	3.05830845188444	3.46599493627652	3.19679399394822	2.16923844203431	1.15467652669377
"06f154fee6b1d89c4fb222e23f2b939c"	3.20103310609595	5.78067167370558	4.01164308426037	4.42867999369088	3.81187236145638	6.09843154867604	2.30406859206496	4.88956268371698	2.61097034300722	4.56948916233568	2.96816897197598	0.817791512484192
"07110273e3d6af343dda0d8332e78b96"	2.72730182695177	4.45524531152172	3.55238573527335	3.99793218855856	3.00036014840268	3.78097337639348	0.947133757691183	1.94393663152145	2.12410917225384	2.84712193432333	2.05915451958344	0.842586924188816
"0723628f526fba7f82f84bebd97bad25"	1.56380101150051	5.17540344286949	3.85514691408439	5.29154146186843	1.83502902602256	4.74392696248368	1.45170047454041	1.83207109353158	0.779406066165602	2.10176488635566	2.29694431366964	0.261285991031888
"073587e420e91ec5e53de8257bfaba94"	2.90157495053075	4.59011040563452	4.13753738791586	4.99381958772011	2.45933847105994	4.59460615125225	2.28108991814703	4.16006182586967	2.15753874269738	4.24612356040596	2.97979423510539	1.10495811127768
"0760f91983ac07c0e8e9f3efab81a287"	2.39228721335135	3.40967177236618	2.79605155457005	4.07886733886429	2.68453671307117	3.47617596519997	0.937429713672618	2.36122667957907	2.00178382792758	2.62263197457567	1.35810372617834	0.498924579459017
"077896f52217cf2755311d9ba92258b3"	3.744199758367	2.36621909725522	3.22304506785768	3.50067750648592	3.33196587864287	2.67855668858296	6.32469176362766	5.66047595876724	5.52816229340299	5.12744086848929	5.09773697311965	6.30178537381659
"07ba0efc76158deb7ed94f5c6b5e148b"	2.29491789935798	2.90836277641297	2.8878709022281	2.9181733338079	2.63023159549431	2.66646216783688	2.81612672506801	0.785906837817867	2.3606487913847	1.71124710961864	1.6366111530382	1.22466062795551
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	3.59941667489158	4.27055912031323	4.01511381926042	4.19726768986165	3.73237448089814	4.38934841490287	0	2.21658320629759	1.24533717973108	1.63106064703546	1.29328338611731	0.204982839337034
"07d44546198c8221cf2a9765f78709b8"	3.50319935679332	0	3.38600595612707	0.375393601359993	3.5231859850813	0.271214468256301	2.56758083713649	0	2.18185557551237	0.0525134523155049	0.0316285147349478	1.16094063256243
"0808113a681a013933c03815ed511b06"	4.17411774815773	0.976479197285108	3.30952817637197	0.871813600167629	3.80551129443144	2.50854928644202	4.47169132702617	1.71747167433245	5.07941345403083	1.84748840181046	1.72613740735354	1.53063166711085
"081419daef27076e9e23740f0f3d0cfa"	3.39313792464641	4.64348394952534	4.29638845986496	4.80577602843824	3.56015193297139	4.89862507363236	2.7401404889851	4.76289090847992	3.07153027751339	4.31856739756638	3.40000009853801	1.67993980477616
"08278cb30c0ecfa025df1080741366fe"	2.74390860134469	3.95379392557603	2.88481322673489	3.38123614178767	2.85762494155579	3.26965730029877	3.88606835880774	4.06295985786873	4.26807445503468	4.28015182853249	2.63164658057834	2.14263357076622
"082b8027abcaeb2baea3b91658963091"	4.73665672933266	4.71236915864773	4.6144170615538	4.56584477935464	4.97709232639752	4.46891004514281	3.82702685258198	4.28345153542187	4.07523022776519	3.76781101985053	3.97125857817276	3.71573458982155
"087615d55895b273be3ec65195fa1639"	3.46322425124204	4.44346283295538	3.91370694680269	4.92523840947579	3.19580599086014	4.53405035412378	2.27086829094497	4.18893314840703	2.73369377601869	4.42568140908183	5.27963373444315	3.16099206096667
"08b5865dd5287e44cb75455288ca80c8"	3.24659210299502	0.442782961054987	1.42456933596229	0	2.05156210625042	0.45358593059249	4.07462937210318	0.66189074815939	2.32235762179805	0	0	3.51845103277482
"08c119aa2b071004f6bc3b8b3b1c8ce4"	1.26543547488141	3.57460902950965	3.17193984463679	3.65473852896312	1.26543547488141	3.48455459030352	1.75152150551749	2.55953016164734	1.34646146061817	3.19067966301042	3.78769858398224	1.49407576905189
"08d7a738a4756ac72191feaf26591930"	1.75806479270396	4.50758403813229	3.11535290867869	4.4347712079466	2.34893112985915	4.02631123022985	1.68522622916065	3.83056235461488	2.06638353073718	3.65900100579103	3.40473421967023	1.02661275885349
"08ffb091e6fb80698e54de15a34c082d"	4.4190875652519	5.74859702590402	4.77208435624831	5.85564204045642	4.66346026369931	6.01067303715526	2.89306706673012	5.14615747877861	4.0992198254567	5.32923302939115	3.42159385220637	2.64081321571602
"090545e39b003a74981d7d9c506623af"	3.06276777655917	2.18427493337895	2.33718608415738	2.45580641214305	2.98257224465235	2.14882326022498	0.718915312133346	1.52858050631723	1.97400935678716	0.739488157441084	0.459308514860155	0.520287914754996
"09092441bfed8bc0bf33e10aed6db4b6"	2.02426187600972	3.14710743032369	2.28642043270779	3.18103718826405	2.31571535270159	2.77698827211684	1.11699405789752	2.78425653533895	1.87113917152917	2.89738940034718	1.74178858909232	0.188479312479854
"092f5a8619fb9350043cc4ea36653dd6"	4.24151556927612	3.72545532660379	3.53387083969936	3.97565614182862	2.91475863269659	3.21333908537555	1.59996962937722	2.96230526443759	1.89599365080974	2.60887901051277	1.60283637012423	0.304151946407675
"096c8afcca0cf3953b7deb7a22aa2c64"	2.39520912287122	4.72352091825204	3.57056405177555	4.36726131182965	2.35654169762021	4.27635690454752	2.60046966747147	4.60224890319346	2.19623275230701	4.57756102665707	3.95458775566709	1.61986634679935
"0974d5a60d20f55cae8db1bb4d3ae6a9"	2.82268979485994	2.30082527968132	2.88811543766372	2.78942519553556	3.11892206958423	2.33871209970945	4.91178269666619	5.2812260536149	4.55059774211437	5.40449576814595	5.29871838113094	4.99420256670379
"0977ec1ec766483e434b5ced6346bd40"	3.34634858096416	0.475085693652529	3.54732821690511	0.838254809259856	3.46372550831027	0.681198073483805	3.04616732225405	0.384736412142731	3.47053154157025	0.227885888635805	0.0280411463298189	1.94393663152145
"0989c13d0c860d464a6d08c86ae36452"	1.50256389853234	2.52300710030052	2.19236860272225	2.87614969384908	1.49028593461657	2.53303062329444	2.16266703636918	3.201781916482	2.78538297581179	3.22921577269701	2.17011834953123	1.59017688724711
"09b2d834bd6ac6da3f312992a5ada13a"	4.09781624703166	4.90814333445766	4.5242003541589	4.82628093941266	4.31847903767142	4.84861225212568	1.23529534201325	3.82062151517585	1.91675849413262	3.99651383835281	3.2858192712377	0.842435855438406
"09c649de9578b51089151c3f67c6d1f1"	3.07820282916797	3.27783030786385	3.25529755155232	2.96821043589213	3.22639188583179	3.04750877664207	1.58259442837722	2.22122122964523	2.29264525608582	3.18540052716097	1.7806973422252	1.2695976102425
"09d19cff22a275f6b41de4a94d82edbc"	4.38138718656531	0.624889770843749	3.51584799986549	1.53028916662408	4.2815300557699	1.82200042871068	3.13100512687706	1.95500004702654	4.07614007434044	2.14732111292372	1.60142811810885	3.04465998704671
"09d8ddc69c0a38c3720e026fdcb1ea1d"	2.29235534710813	4.30528418764432	3.55146808697098	4.32071697514768	2.13320266347487	3.98908122702729	2.15441106996965	3.99523456045236	2.06808061959269	4.00716096323993	4.3664693445094	2.60118453278123
"09d91bd09f3acddc13ab643e76870fa7"	1.81003026206876	1.95839362179935	1.43272991400627	0.956506236320495	1.83825587339607	1.75000410866336	2.28628618140018	1.62567702996898	2.3360084188396	0.696832006890402	0.418222735686655	1.49273469883692
"09fcb9ad80345395a0bea7730d6fe7e8"	3.3723244364415	2.46941807151909	2.92087473180564	3.3569424531537	3.0640086423282	3.2976254731605	1.22047351570451	1.24533717973108	2.47942590792366	1.80671408939547	0.601416686030339	1.22047351570451
"0a179124b7265fd051af45cf7bbb5a2e"	2.84044323766885	3.88230921439034	3.28045016495082	3.99573491165218	2.79730585161634	3.92754247937006	0.73267746117689	3.24753484378534	1.64487957086963	3.4052064014592	1.97598241168652	1.09549409882999
"0a21b5f060a23977f11f70419b706824"	2.71572255980788	3.62447756364197	2.91908770233597	4.05723442024572	2.66467912710434	3.88024036589241	1.31642110220563	3.49542552172711	2.35930620011824	3.52391592135993	1.61704808150078	0.272175971851484
"0a2b2d365687ce2b521870ff1b9fa4ff"	0.85880567645736	4.18710914109555	3.20493558972245	3.36808875691612	1.21449485290549	3.94887005752182	1.37184000746588	2.61902513223212	1.47187214991283	3.22121098210537	2.54751339653586	0.157293678613881
"0a2bedc2b9e2f372d7ea96ac9331bd11"	3.86120956380198	3.88388959073767	4.00673547901372	3.78083414217331	4.2436001328969	3.90407362652256	3.21658976832563	3.74448086797833	3.09937331633003	3.79765429495645	2.88802973885023	2.2770177970996
"0a3d2dbba6357dd3b8d7cc68bd934825"	3.24439385280714	4.66240285929296	3.88189108458551	5.01359990861411	2.70186283208594	4.89635505647358	3.06092943711401	4.96536332979738	3.68324392933208	5.05204959316953	4.65664385110786	2.1035015151719
"0a482fc1bd46974488a8258ac09ef7ae"	2.8557858341603	4.69744996056739	4.19292665619987	5.07186590011031	3.61245759159489	4.27568964241792	0	2.03157054244885	1.54083824934488	2.50761901028986	1.24123592957678	0.792365622240539
"0a5a7c8b3e26ce811cf9a5a0f0698842"	5.08927583765853	5.45990250219601	5.06228630183009	5.09488168313852	4.96521647255944	5.21357437482609	5.0164070056775	0.35527296162064	6.94350762082192	1.05671610630351	0.107734495536399	0
"0a6615421c77de34c12671148d5b177b"	3.12343934363198	4.19251706095778	3.5734453609286	4.23724877909425	2.87514997808084	4.27655915186421	1.6758627028026	3.96061988499749	2.446783417659	4.09667807408977	3.8720979709375	1.6118414614875
"0a8072d5e752c9bb771c9801625bf602"	2.60025086207898	4.09044844888658	3.28055009796088	3.6699402339745	2.30360976783542	3.6605177360811	1.93412327032252	3.86823957701279	2.5417105445466	4.24373618505462	3.56373856284658	1.1558602367292
