"sample_002Cb"	"sample_002Co"	"sample_021Ab"	"sample_021Ao"	"sample_029Db"	"sample_029Do"	"sample_032Ab"	"sample_032Ao"	"sample_032Bb"	"sample_032Bo"
"00306dbb19665982fc78754ac92927bf"	2.77649887361831	2.83346374542469	1.95573832093502	3.56843028199609	2.73014091610916	3.77496526337568	1.84559294898146	2.7800125774472	2.26994103251022	2.28116536297025
"0032aede248babc5516f057b3bcd4409"	2.7149786108116	4.17283209200237	2.7528323438741	2.98798937452948	3.16266265825894	3.82839353968818	1.98587550247762	4.1021007219649	1.58080775287044	3.25706454416049
"0034860642bb665e3bc98da83b24f6f7"	2.35335567579169	2.48240360311207	1.76566033076874	1.70854171481773	2.22732801680624	2.53689565046559	2.38953203457443	3.1068360301847	2.44657512785367	2.72496932870087
"0051ee453ff489fa79b20379bcc79b6b"	1.11314110425696	2.54194405328656	0.769876713418619	2.37826568507543	0.993473970544805	2.24179845805419	1.31020396852998	2.91837506818275	1.14983081522815	2.20989062136022
"00539cb2af8b7b06ee1279130fa2f307"	2.05926780776313	3.75758180550668	2.31617828551275	4.21294652172806	2.46076592654535	4.11593415403723	2.64650077771755	4.11740406824264	2.26602840176231	3.5933496232009
"006c80037cfc5a276d7d1b8ef20cdccd"	2.69676649203356	2.3906656659168	2.6845208782945	1.11716577009327	3.63788190546299	1.59155496137987	1.45907329052186	0.635450118746671	2.06063034487378	4.84595238827701
"00823592d773ca77be3da202ae020b29"	2.63137805086797	2.62479771562831	1.32027819458905	2.11247278419547	1.48503861851112	2.40509941548008	3.03836134779674	2.73221861434901	2.26275276270948	2.71336108521088
"0092362bbf11972deda26d5b9e919f85"	2.08069275858139	4.25000768344732	4.72663479189597	4.27160807085281	2.63365418746852	4.9054432086977	1.77841955355073	4.47582322639966	2.10357021479843	3.72023009665233
"0095b52bd61b59e97345c0564dc8496e"	4.76463885165755	5.83337156452353	5.56454446833591	6.63347226355316	6.31331381594876	6.92051506555672	5.74576046315788	5.98478106229775	5.65452110748807	6.46171569259405
"00bcc118d77be26d37aa6816c6eec493"	2.6797814450598	0.170047369543551	1.63166113713089	0.116609013428573	2.04046419890958	0.359686404934866	1.98818580649548	0	2.82774808374984	0.554714654119703
"00c4a692e67b1c93a289ffcae447cfcf"	2.23639398076231	3.79093669592108	1.33454306712969	4.07894695854765	2.36091626333063	4.2515537030428	2.73348748462049	3.70267402464347	2.46439271363719	3.22902191762921
"00cee8684ccbb62fce87c20103b8aed2"	2.17039715940748	3.37594238160161	1.09154739094599	2.46996220240218	1.56281579634904	2.43942276385196	1.91403144028486	3.328022067513	2.74468423529791	4.51441681389469
"00d413ed2e7ee7dd251ede7c7ed3ff78"	2.74681991513478	3.31320082863685	1.81866751211831	2.3796979744537	2.52590782825385	3.06733174490589	3.01366054730734	3.32357408928607	2.59291121685909	3.63237746007748
"0112c347c6def14a99ba74cd77bfc94d"	1.68916586288447	3.58957252292889	1.6040675176441	3.13816109143593	2.6380854289013	3.61192443295969	2.45962174724523	3.91946385352807	2.05727964599738	3.00451548794807
"011b116b1e264e2cde7ec36aa569ad7c"	1.8391540568588	4.67888502873372	2.27287126375856	4.6640437026872	3.03285383191856	4.62992678018215	1.78409584520015	4.67747521953862	1.96247406399063	3.8676306656372
"0127000197e26a049598b4a6d0225ba2"	2.77201048559386	0.587411892813796	1.5134608008051	0.163391293036848	1.29721746222992	0.251381789520943	1.88456255143347	0.466830655831397	2.85616258411242	3.14793187463121
"013c9c13c8d7029019462bef0627adba"	2.19956361742562	3.70127096128592	2.22059482086037	3.65199524977425	2.13681625389307	3.1755479027412	1.90145626959912	3.75236984803303	2.48801888508895	3.71777745555044
"015116cb2ae1efade79e1af688f3c15b"	2.39809580623023	2.16735231805561	3.3788897394343	3.6909493104825	3.1769515564005	3.38204650193238	1.90309334734567	2.31703537034688	2.58108325276275	3.04331294945463
"01525c063123cb2134c64e84ad1e2118"	3.28584178489062	4.3241097553305	2.20668854130733	3.64234586695838	3.05356523761156	4.16249218770038	3.52767762744353	4.25575986211136	3.09774742471471	4.14971783549819
"0160f5a856b526939ba1062b1cc9df76"	2.08069275858139	3.81852942061555	2.55635406197929	4.49485162171764	2.6100624397738	3.95633381893569	1.5842698368291	3.76063812059459	1.85509726978911	3.57031264576296
"017a60cbade7b309db182bcabe59d6a4"	5.1943119711887	2.7293778088153	3.38099535461651	1.33046447615922	3.72544616775488	1.72952939269192	4.07498304862097	2.25938099267795	6.2352389728231	4.11731184989667
"017d459400583fe36857c77a1d541f39"	3.34697267206532	5.74117177461617	3.04034610994668	6.54239720266928	4.46648680175993	5.93335883766638	3.9218027672798	6.12162901110934	3.65398472836964	4.81942912980421
"018de0ee05bc68de9383baf688539f9f"	2.13593918865032	4.21153992893862	1.51978887806451	2.78483715301161	2.16853470857372	2.95391812034037	2.12994927759711	4.39288917310156	2.07224218841559	3.4532019297155
"01ac16555e036cea2ece2a239591aae6"	1.29998933973588	3.33045108475748	1.70304625991641	2.91687385641689	1.8511664449027	2.97861643652395	1.51598048903603	3.57925442134455	1.5580765968263	2.33369063990969
"01e013346904f75a91f713c559585ff7"	2.39415565276387	3.20171131388111	3.03811304412904	4.27186069515261	3.13292292731456	4.06502033276006	1.92138997159715	3.28521120568606	1.72882410678903	3.03979848789761
"01e7154d4b5f3188595e288aeab7f7a0"	3.30085761131274	5.03129264098288	6.84323853894069	4.44421849831325	2.70126322157323	4.81540534128511	2.72165016755624	5.2290410531095	2.75649903718457	4.22813743524098
"01e9bb0d97f8ed373a8d529ffb971acc"	3.06212184606341	4.62617651011911	3.15280183216396	4.50566869489729	3.72805112760325	4.74441199311636	3.39727683970458	5.06195977433086	3.3967127741586	4.17049251054216
"01ea06c562e6b8f6bbc5be68d99c0373"	5.33849865666105	5.83696712383883	4.04433850915927	4.61767270278682	3.98404706488618	4.52260194183038	6.00281142461299	6.06799185067505	5.43096949836104	6.25792430971604
"01feb696b69822d637cdf0956d28bad4"	2.9469317118305	0.0808931152052973	6.27900325928417	3.91558186516769	3.99149976836979	5.63044187978807	2.80659592875046	0	2.15954636280891	0.27775975870613
"02104476719f02b32307edfdb1e6a0c4"	2.53718603699285	4.09651152931873	2.94987993973188	4.05511539569976	3.15938650834875	4.57939011733164	3.19758857045837	4.48840118477495	2.97398766382998	3.60435104654829
"02266378f920e88e1dac1ed916c48ff6"	1.80924781934224	3.6823695354997	2.21592858941588	3.90426235060608	2.23806192196339	3.65899638268909	1.59799954300047	3.69835410254123	2.31248987825557	3.0931719570822
"022b87e073ba519506a6d0d9dac1bba1"	3.94228348376753	6.12454663537292	4.63657776362763	5.03730319030116	3.97885477007166	5.56181606422586	3.87430240494302	5.93084893993842	4.43651309173676	6.1380629069686
"02556710e6071f6303dfb662fc79f6b6"	1.90647707049695	2.76396300245189	2.23520520566273	3.21925095449828	3.11373128588573	4.13664769930895	2.75756873486673	3.48572778914607	1.918919881018	3.18651076115562
"026f6d9d6a5c591d5465aaeddf6222f1"	1.40054161828378	3.3474798279689	1.31025898308118	3.10933623904686	1.82169994597264	3.12205410304926	1.51769202838815	3.51875180320814	1.13961000133649	2.31861797627094
"027ee5073ec17a7192c3036f2b817f18"	1.99892900811384	2.4975698478136	1.63166113713089	1.28017800433056	1.38223111731409	2.15429155987785	2.26096787794353	3.0152112703708	2.18534726383398	3.04788383704626
"02a63d174c8502c109303db99cf1e437"	3.25251270818897	4.49199297720794	3.2130500881697	4.02021243593052	3.62807262819934	4.4652428399345	3.02518005021495	4.48175076320337	3.06919265749629	4.05356612578096
"02adf979cb3500c39977fffbf7d2a048"	2.41881182115572	3.92123073186604	3.23446794073169	4.29300053864824	2.72331674818023	3.94402409891757	2.64537594841318	4.29404736983473	2.87649989801452	3.83547078686392
"02c00510d4deae8d414f84d4af078919"	2.05273051306435	2.99137095878169	1.50118993820021	1.58919320493529	1.2085893406298	1.48203133987206	1.79552590659342	3.06796923199549	1.84709060369411	2.56371716507383
"02c19d40dee2d87c409a2e2f7b713d7f"	0.949336263936235	2.91456478772127	0.82556920806647	2.50213243045307	1.2758710511196	2.15787141096695	2.01998183483641	2.85527247773575	1.84715743624226	2.25585578879316
"02ccf6f06e50ce9c5e49ffe2278c9f27"	2.25132813379728	6.17123815965322	1.47464783379941	5.21178987020971	2.4260959866512	5.08066293234522	3.08289259820358	6.43356671622073	2.39594985156192	4.82883802464889
"02db2ad8ae83f16a31add624ea4ad90e"	2.81773140911092	4.18033372387205	1.97400602320937	3.14083903732433	2.98095360501618	3.69326084180161	3.10608179340835	4.36328459475602	3.01861373480438	3.86268600677199
"02f7b0f943947c68160210ebf8af9e7d"	2.21732701244217	3.17561096863045	2.43942276385196	3.85950453977206	2.59747909683797	3.50682746098443	2.25732640907173	3.50634046482814	1.77326862460057	3.08446332336388
"02fdd4f04802f7d7700d7b017e231832"	2.0785868014935	3.09393599031235	1.72678351909904	2.54913105909762	3.06228189607084	3.09430893078917	2.85430239845208	3.34221739211303	2.18070736049717	3.07465781897255
"03202b02066380ba1d7fadbf07ec658a"	4.14037407803617	4.68776795900802	3.70701893444172	2.35359754794989	4.38992610156625	3.79036462029581	4.64804656481508	4.7249257637923	3.98453864334749	4.75089609978191
"03355cd11fa9d7ee1d42bfd508147739"	2.56229974347299	1.94510515600366	2.54465003669087	1.29698219907498	2.42191766009017	1.62052896323336	2.37790169151809	1.80938176573944	2.3012734733041	2.51369128713066
"0381b98525605c48d762e395044ca5b2"	2.23001507476128	4.40425414311174	2.2712995824861	3.9805590114471	2.67168060468772	4.11514249122343	2.49736909270935	4.77699829833228	2.53158962626022	3.95975456761856
"03ce41b70baf38697859cf6c9998b33f"	2.67862516658003	4.58267191731313	2.06035810570357	2.78483715301161	2.23189220587045	3.46468472550641	2.33067689739014	4.54437690932523	2.36924557991893	3.83066708253149
"03dbe23a9e8b7382924fd20ec95338af"	1.68944426900776	2.12932350389628	1.94532722832953	1.97647836368341	1.8571205207917	2.25865312649174	1.44052948085132	2.38804034887366	1.58692341684143	2.56666722999519
"03e263884fc71d9f491555f67c1f630d"	2.4710775503953	3.22877027297184	2.27253611063385	3.17177918587515	2.60207319915946	3.43523739041888	2.9016891956369	3.61256898131233	2.93804547896905	3.27187635110577
"03f86a1233871340db1328f6fc35aff1"	2.17306416199266	3.89096168470966	1.48887802489071	3.46854632486137	2.14166018648396	3.73027856207219	2.84552907549178	4.15739420991247	2.30747183340492	3.18232473868768
"03f8d34575dc20b78b31c3c1177379b9"	4.44287577246119	6.76275051711579	3.43473917974538	5.38632146729101	3.84704406732126	5.40504547662217	4.5656379323111	6.68718695641813	4.23888932402214	5.31126006727852
"040ffbbb2858152fe7b1bfe2be12eebb"	1.69196067838758	3.81122211961036	2.34850701867304	3.72996682654755	2.58147136129524	3.66972124937519	1.48043767104805	3.78600115353904	1.66179473939598	2.81130290016592
"041c4b843dce3deada3d6b1daf849177"	1.62166809476111	3.91710748384072	0.390759452245651	3.33685551514643	0.99493500582849	3.024065691545	1.95837855429927	4.2413817071851	1.81947205278596	3.47575538390669
"04270753eac3e84e5b3f45e5131fd1e7"	3.63992686550437	3.73763349858344	2.12518182158164	1.36658642933995	2.11777002999581	3.099896774271	3.57975405461114	3.89027306093996	3.1962105368659	3.59003767304052
"042f95fd86a3be60cda5e0a13e76be0c"	5.52834130958754	4.91037318905662	5.7503872685155	4.3210795233633	6.74569255129084	5.31495784264704	5.96052766112007	4.8054588712209	6.19264827276582	5.13796902667406
"04356242a8d119e65547c999cf90c0a1"	4.17693213133175	4.83641584405829	5.66702996631115	6.94056796605987	6.71899663250964	6.98524562445645	4.54645279284608	4.38480785813428	5.63151841069114	5.25836127015768
"04731e32cb646050ab7f27f284c04106"	3.63593722202819	0.544991080615638	2.58938827933855	0.34883831763735	1.37834283133227	1.2043107472168	3.14165839566746	0.302967896686896	1.91147278883524	2.13194990382348
"0496149b2d1f183353cbf9189b7049e2"	2.18400897887919	4.47739778362176	1.71014803174107	2.64688943558642	1.84344068836307	3.17952774360395	2.60028795050024	4.721877070297	2.56775884203623	4.01330704345409
"04b93fa3ee523f9634c9c795a5f49e4b"	2.35814921440271	3.71367630517373	1.8603586280948	2.86512418624213	2.21925956210814	3.02262650540533	2.26113894539744	4.31918732239623	2.37082077121585	3.44624572856001
"04bd54b9e03f729a1a5670b1416e260b"	1.72882410678903	3.77078120960982	1.22686258891087	3.53739360042501	2.29868944750329	3.14307140475824	1.27014024804846	3.33444150623277	1.78409584520015	3.07075718233566
"04c1a513f665c225f7ed173aa4fa12bf"	2.90906696394886	5.08600055029894	3.0164880683293	4.07725007354803	2.421034132139	4.09373782303897	4.39351406328975	5.17962015003063	4.95149148242243	6.06545207683023
"04ca9aedc6db942a0474cdc0a762451a"	0.554714654119703	2.96967301127321	0.684186248564545	2.51176010834068	1.63648191404505	2.81855759753431	1.07768312707037	2.93536413759225	0.544991080615638	2.25938099267795
"04d5efa38f3a410566bdc4ede3702fb5"	2.32410164284235	3.66913755897352	1.47482708028144	2.76750708255165	2.75480146272496	2.85842117540506	2.23082514668423	3.0824137419631	2.17306416199266	2.76608537121976
"04ef5fcaf6bf35657ee641e7ab693ee9"	4.40160229994162	4.80917591585374	3.94113316335456	3.13278358897531	3.86438072219124	3.6325804943669	5.34864502435862	5.52954553708012	4.8108235111446	5.02953039860707
"04f27efead94a16b3e810b74f86514f0"	4.49350145978633	5.2856507830184	4.10094473309543	4.36821848951502	4.33959788125763	5.21535588673369	5.21805476886713	5.99200700245247	5.06313300221964	5.78706850169411
"05114c017775551aa7d1fa1a490e42d9"	0.837729128052582	2.20345822570098	0.221029317897004	2.02016647755063	0.672189085968468	0.993473970544805	0.413469832060194	2.73949495326749	1.0135096955033	2.06675557535878
"05425468abc7b6696e6644b43e20a070"	4.18729496185742	3.46000182982195	4.48389838401442	3.28843133647635	3.85652880099893	3.6935381187228	2.61828610016003	3.81436393899723	3.31347423727976	2.81332730048656
"0575b5bcc7abd6f7a59549c280abbd34"	3.67385284297381	1.87079028049168	2.06232590119911	0.183137890169845	2.24015421588024	1.27154546779473	4.69179376446026	0.463598786963289	3.66050693396148	2.07647639998895
"058b63372cbe61fbfecc853d367548c1"	1.91644367398006	3.64785871588713	2.48681981851306	4.12121561329954	3.99804656134982	4.78539170591406	1.97658053852525	3.24203004498334	1.39036830134474	3.26288662414205
"05c4489613b115ee4ec2ef8199067913"	1.82870892082088	3.90822079401992	1.78399292676822	3.60118101736997	1.6264088196528	3.37434388595407	1.3916112773027	3.80053002527964	1.53798369693011	3.40353904260839
"05d75b81fb54d3ff766fc90129feed63"	6.00676057413411	5.46769720608386	2.54063774920287	4.62451976949896	3.4776582977566	4.36291414917506	3.59606501735044	5.30851163299303	4.08240032970085	5.33387459366971
"05e856ee9d148f9da62ea0b0ccf6db24"	3.55464723550376	4.06021291362809	4.01353030698227	4.61476758328041	4.3573834708609	4.73005187757367	3.44106424575337	4.19749883976563	3.17135788621621	3.44319679429559
"06094dd96a7550292ac7a15406ee3eb7"	1.94904860547356	0.225262634935915	1.75801263349992	0.0915689450849225	1.52716454518143	0.30133897202949	1.26553791275845	0.0651049037005916	1.56161015395378	0.640865767819377
"06122d6c188a53fa3820d7ba9c64b053"	3.12031591039146	3.29400333426002	3.59603877579739	2.6979603493302	3.95609336647631	3.56606007245365	4.00440061672642	3.71572898278991	2.96185941112194	3.54582566705839
"062dc7bf1a892776a0d4259124cbb2fd"	4.63062180801888	5.20833022818726	3.44613569251584	4.48111987693802	3.84141897958592	4.33616435506417	4.31153194405663	5.09243922528934	4.55009085993474	4.67150068182951
"06308be651a239379c2200605a63c9b6"	4.47379567345841	0.572258018282703	3.59944658318347	0.0651367958746061	4.22376291230777	0.553371154090927	4.21757342655339	0.383439957347844	4.36565090098113	1.92611183055843
"063fe437b9d9aede23f02fc83941f904"	2.09531156898022	3.7368307188866	2.1452854604151	2.79905293535053	2.36962859903552	3.49281955700945	2.46249802482764	3.87570132760821	2.28371547630807	3.34281304020934
"065c6814da267ed1133339f9baecf63c"	1.23155217305279	2.86971185991512	2.06232590119911	3.51052999807238	2.60436235981837	3.45983666144165	1.61154329456093	3.52022544935181	0.993974104658545	2.35335567579169
"066aad56751f9efcd6546c0e2594e7bc"	4.25264820654214	0.251899701419608	2.38112821531283	3.6532191152992	2.52467048465475	2.64249712102929	3.66483155739961	0	3.61483980654911	1.8524576569659
"067925bf2c68cfbf03151580d443463a"	2.15168470778391	3.32128510120347	2.64752641468401	2.47846178660987	2.90285116969451	3.0425264031306	2.02468216929317	3.25968216340982	1.99838320063331	3.06215303916492
