"sample_008Ab"	"sample_008Ao"	"sample_012Ab"	"sample_012Ao"	"sample_024Bb"	"sample_024Bo"	"sample_088Ab"	"sample_088Ao"	"sample_088Bb"	"sample_088Bo"	"sample_088Cb"	"sample_088Co"
"0127000197e26a049598b4a6d0225ba2"	0.724839627292435	0	0.501953381566355	0	1.31216869650197	0.564395774148579	3.57270939708958	0.915289689833416	2.92497841154379	0.832124526285831	2.54067475115946	0.996651776959194
"013c9c13c8d7029019462bef0627adba"	1.76068323293224	3.42848207905065	0.906989610239071	2.32568326440668	1.01387468832435	2.94031654623578	2.9474076498178	4.2149313981908	2.91681661726382	4.11078255279063	2.62465165636909	4.92344521089855
"015116cb2ae1efade79e1af688f3c15b"	2.63422136947233	3.4280504230723	2.00502977338474	2.52217072240395	1.85866004227329	3.28486054974883	4.34135879493783	3.18793320158783	4.67900282023981	3.5205158305607	4.16714169941648	2.9872473784252
"0160f5a856b526939ba1062b1cc9df76"	2.02454571332062	3.57662467196646	1.42069095690768	3.17878897672828	1.66974624894349	3.00629726694858	1.91138056161224	3.42576880218575	1.61122536738821	3.08384445912122	1.66002961054623	3.76678122545621
"017a60cbade7b309db182bcabe59d6a4"	5.70139561169716	4.30286707857383	5.4833421829079	4.3730693880493	5.51168634196327	4.59852067692376	4.17520754875954	4.41120696724656	3.21836929660442	4.08151359632087	3.22808211661667	4.59252679409913
"017d459400583fe36857c77a1d541f39"	3.25194051313803	4.77779811939336	3.13808607155888	4.78170888759291	2.91755854741254	4.76891432960442	3.5858462282152	5.07773565591595	3.63207203749079	5.45595886067287	3.60639255349965	5.48340326569125
"018de0ee05bc68de9383baf688539f9f"	3.70037883209861	5.06930286488208	3.50088825523123	4.98541313965668	3.49484876217693	4.76427245785292	2.74277756042271	3.89299809115043	2.73049382060838	3.20686919140612	2.73538683068147	3.73597417820307
"019f94720ba42ef1861b87fc58cdd3de"	2.76809175100447	4.34740368060868	2.33731641698011	3.46284156198351	2.78794089722258	3.62315890131879	3.96895177067865	5.06208452299206	3.85656018854496	4.67835540396367	3.88952337649042	5.58288055533468
"01ac16555e036cea2ece2a239591aae6"	1.25721525724279	2.65217779698296	1.01992200277372	2.18709001755468	1.09159480518581	2.8070362108791	2.39145640589668	4.23573127090585	2.23661621605183	4.06938293011589	2.28563626972274	4.59868238565136
"01e7154d4b5f3188595e288aeab7f7a0"	1.50979988097553	3.24054827158943	1.42709795547086	2.64372570150484	1.27196737767908	3.00233989506128	2.3491327446107	4.1133504669904	2.35245277167425	4.0568019070084	2.2513928461326	4.80828995275266
"01e9bb0d97f8ed373a8d529ffb971acc"	3.10045718575609	4.19827876892957	2.84295933378296	3.69876365164998	3.07491792654025	4.39901775676221	3.61158147622099	4.56425714565663	3.64261821451745	4.30439801075395	3.62187923882541	4.45668433070174
"01ea06c562e6b8f6bbc5be68d99c0373"	5.10391192278789	5.76453234353086	4.59476337246256	5.00967710184332	4.77555650872791	5.67750639571111	5.54963499482382	5.42044340215704	5.44300463781337	5.55665569163232	5.25409553663157	5.0409029712402
"01feb696b69822d637cdf0956d28bad4"	6.09174824751999	6.18969410632919	6.43070906887773	5.91292984141103	5.95084451135935	6.30115473577041	4.69902621812289	2.74602269966225	4.69393828570306	2.9010665860199	4.51896699142196	2.39781163293702
"02104476719f02b32307edfdb1e6a0c4"	2.06180589963626	3.43777240607328	2.02884980739555	3.3859748703202	1.93423828780836	3.77494591025648	3.54746334435798	4.86722871141447	3.22254349075137	4.71585341086258	3.14535500338471	5.11650348086729
"02266378f920e88e1dac1ed916c48ff6"	2.15430356106012	4.0913160515017	2.13658088979728	3.77113914860524	1.82389964973362	3.97780377690766	3.52616874152108	3.87733424743514	3.18288961905158	3.53788620103113	2.44724977986089	4.06848951593406
"022b87e073ba519506a6d0d9dac1bba1"	4.51051230339168	5.88361224898163	3.60052585857004	6.21253842813146	3.46284156198351	5.67518162526461	4.01651238175426	6.07186028476679	4.27478323639348	5.52056059269114	3.96300999290853	6.4745029780054
"026f6d9d6a5c591d5465aaeddf6222f1"	0.825610667534697	3.16246050583047	0.983879186835169	2.69005447316274	1.10477700782788	3.33569961797863	1.34985856647868	3.72614922695863	1.33162695977758	3.53889865158484	1.38535391904283	3.49863317952676
"028a375a3a51f2d5d05b85cf4ef10890"	1.83345708028424	2.66339552400622	1.62622324717989	2.65594780755237	1.54162577218102	2.52749747899739	2.51288005355444	3.46977585618743	2.50152283321081	3.34889796727049	2.38345515062689	3.87408268821802
"02a63d174c8502c109303db99cf1e437"	2.64642874976183	3.60694925941818	2.5407837758583	3.62280141723789	2.50596973855221	4.04309526753041	4.51934668501249	5.61632459800043	4.53609873998567	5.71554818641085	4.42715223538219	5.7983883458874
"02adf979cb3500c39977fffbf7d2a048"	2.70112007283831	4.21865288784158	2.0599406362902	3.53310640506762	2.12756194835733	3.80892146287358	2.40923642176885	3.48323363735382	2.10325306243478	3.06743389333525	1.9018297022389	3.65274528106419
"02c19d40dee2d87c409a2e2f7b713d7f"	1.83981761950894	1.43979010333764	2.22020135558077	0.787297597189783	1.72576833800757	1.03299941284038	1.69736087380441	3.22323749892327	2.08197084030556	3.37486709548279	1.664933166212	3.89803888176102
"02ccf6f06e50ce9c5e49ffe2278c9f27"	1.63281443877488	3.93808573853526	2.04371016420049	4.07188133547128	1.8195873614479	3.81839056972492	3.29549013923488	6.46689784647965	3.30448528629993	5.94170113448588	3.44729567201981	6.37102552153038
"02ed78575eba82d038ec26a744d9b6c5"	3.56326280965427	3.67547593822257	2.2497003205535	3.55529530102942	2.62131351767705	4.06930393500623	7.8310396820265	8.12337391657838	7.85064957689931	8.37412525646484	7.91685650905811	7.26748454771834
"02f7b0f943947c68160210ebf8af9e7d"	2.70428579126056	3.10583768934752	2.60318585862641	3.10285378774333	2.77806557188077	3.30556971813187	3.60255985185538	4.74856146301128	3.37776573473527	5.00703651550686	3.26554177830427	4.83960263090567
"03202b02066380ba1d7fadbf07ec658a"	3.95452735998681	3.90298115078547	3.81899600718001	3.69741504707345	3.12939368897518	3.20772650151071	5.14136830824282	4.46693793304127	4.82897479875303	5.01868719039899	4.82016220364297	4.29208551563267
"03355cd11fa9d7ee1d42bfd508147739"	3.78120130968538	2.14210232440707	3.31769601917612	1.80541743973502	3.82771912349999	2.16831171087768	2.78575845847151	2.35219839704591	2.29354459900798	2.56919080119267	2.48702390216675	2.35005092296931
"03734cd02763530410103ffac1802bfc"	2.22947951794966	0.208991548400235	1.7922806234833	0.214181226751819	1.86816827715748	0	3.80943331415516	0.115059329734787	4.28034296224683	0.518424677681289	4.15300490316022	0
"0381b98525605c48d762e395044ca5b2"	2.38091815960227	4.70940521247607	2.28597671095102	4.30504419655968	2.07942715058055	4.80540818274086	2.86895970283231	4.42256258828834	2.81409048566479	4.55055305799127	2.69086199323128	4.76336245899221
"039544c0752df4a57b038dd86e16eba6"	0.66508458344506	2.31259680810178	0.65130643812554	1.98512536768801	0.857436292360128	2.43866461138687	1.1990185522608	2.56513241762808	1.26996838843151	2.51991336831953	1.40264003965598	3.37546307669863
"03dbe23a9e8b7382924fd20ec95338af"	0.885268479311374	2.34372127815125	0.851775677127912	2.09082216106371	0.98944267574987	2.66060912650207	2.16789898973471	2.64655932248299	2.22434953900362	1.93468362362863	2.07459750220739	2.07841533304578
"03e263884fc71d9f491555f67c1f630d"	1.64694080482394	2.98298866763787	1.31574447454238	2.18491186380871	1.48900662324777	3.00233989506128	2.14100924806395	3.38376973187289	1.76520328793836	3.23770150451816	1.63482101828644	3.70194324993268
"03f86a1233871340db1328f6fc35aff1"	1.79220603616886	3.47197344010359	2.06584832105364	3.41676146384024	1.13638804812202	3.77083586794474	2.44574126843722	4.13810974132235	2.00525395097203	4.11931485983165	2.27494870173584	4.3644493045663
"03f8d34575dc20b78b31c3c1177379b9"	2.45633964509243	4.01595822620673	3.03207124120066	4.3169047549767	2.27992842832299	4.11075130029584	3.60781038657994	5.76459681965053	3.25867790745506	5.49670524928389	3.18649477182079	5.66987333674485
"040ffbbb2858152fe7b1bfe2be12eebb"	0.756556157752879	2.92971319025832	0.345329325123889	2.99570927328949	1.43346416559628	3.10821841652186	2.79723743142739	3.82779364594578	2.77359072007224	4.11534255321771	2.66936619722807	3.8228542484214
"041c4b843dce3deada3d6b1daf849177"	0.0890497148335058	2.97826103645446	0.460849356454254	2.58629792341684	0.363993597142208	2.82412837690315	0.431795403354194	3.8517611927885	0.578801978775085	3.34767353125771	0.324428573418785	4.05166424486682
"042f95fd86a3be60cda5e0a13e76be0c"	3.04122605824854	3.70136481164435	3.34433686462302	3.57513500238805	3.88973649584891	4.120947219434	3.49091814395761	3.20634643025577	3.59722147540423	3.98611428582076	3.89344615423695	3.52005547861074
"04356242a8d119e65547c999cf90c0a1"	4.31703475665833	4.31859000886342	2.93751173251761	3.54368953430052	3.50594925094489	4.29121774005769	6.62870815773532	7.01878818327697	6.36712981175963	7.58213680438262	6.82263284640555	6.54570725758557
"04731e32cb646050ab7f27f284c04106"	1.65150406155596	3.77771876556647	1.43102177987471	0.709729852874161	1.33518438622988	0.348167764622536	3.76618877921424	0.0652333506258388	3.3994868642453	0.478338918571493	2.82099562766534	0.264372062134168
"0495aca4ee75b03118200f39e55de807"	3.51760732691308	5.29373106552926	2.89794522885077	4.88280972558623	2.65220304483522	5.43468514220735	2.82963636605607	4.63230099449327	2.91059586498471	4.74232298838551	2.7482563260137	4.44693688358712
"04b93fa3ee523f9634c9c795a5f49e4b"	1.48655385009557	3.19535901531452	1.32270086714661	2.80665361041941	1.45542880571348	3.00687597383996	2.87093519692287	3.91797724371636	2.60195904822363	3.62234480871193	2.49723039947683	4.53404339645953
"04bd54b9e03f729a1a5670b1416e260b"	2.74099807595045	2.97961407042341	2.60613670061847	3.3734832003941	2.15913957457523	2.83434329365794	1.42020368970342	0.700571318813871	1.82163424248362	1.14089802846073	1.54276696921855	1.19191262946793
"04c1a513f665c225f7ed173aa4fa12bf"	1.43979010333764	3.38029936464565	0.373196704877903	2.99969291982935	0.750292816540479	3.54984738906351	3.22808211661667	5.01267867164431	3.04111091079158	4.18294317888012	2.96683679126711	5.45930113328622
"04ca9aedc6db942a0474cdc0a762451a"	0.477494254333101	1.53304594934234	0.601530670749934	1.83132787833835	0.601530670749934	1.94408705966585	2.62575719506176	4.11892144337942	1.96223525956854	4.23115189180425	2.13482205440441	4.12381973815704
"04d5efa38f3a410566bdc4ede3702fb5"	2.70339504934358	4.10790684396803	2.98500797326373	4.21839164143213	2.98568017002216	4.03674210863462	3.42429848457014	4.30839058960659	3.26468631612292	4.51649546276844	3.03526736036362	3.97942853775862
"04ef5fcaf6bf35657ee641e7ab693ee9"	3.50609313933672	4.35306926278684	2.93184287502408	3.3191413430418	3.5387005430271	4.69946275729538	5.321336482062	5.12098550051654	5.20272751763995	5.38545781020821	4.83757234382083	5.01845675986325
"04f27efead94a16b3e810b74f86514f0"	2.44098436822947	4.03674210863462	1.9402714241418	3.33300615305938	2.32957603800363	4.50155043210273	4.53460436377681	4.5255909042495	4.10160216201599	4.4725229737894	4.22483379048681	5.13379902779836
"04fec7391708baeeb296796f3cb236c4"	2.22308669549018	2.80418610051231	1.26823128625619	1.09719461758049	1.56136364195162	2.16678885182094	2.94508508618381	1.89110090652359	2.65232182309697	1.1112454860611	2.26414567455055	1.78585876090709
"05114c017775551aa7d1fa1a490e42d9"	0.616006923365579	2.18191407863878	0.705315347225782	1.82705582548918	0.40918484795657	2.165263670127	0.607676434370808	3.12948051766453	0.349303844007951	3.16907026535936	1.1395110802394	4.19745184124783
"05425468abc7b6696e6644b43e20a070"	2.2568484753832	2.960906563656	1.95146893167524	2.47225088837964	2.33311123839745	2.66812278849652	4.23850002733178	4.37129576427897	3.38317868222006	4.00641894926428	3.68852839249902	4.52256827300713
"0575b5bcc7abd6f7a59549c280abbd34"	2.25846809256593	0	3.08110276335762	0.363993597142208	1.75379709736452	0	2.88430113018634	0.129695308393597	2.73246867364425	0.13637050429124	2.31618613272767	0
"058b63372cbe61fbfecc853d367548c1"	0.564395774148579	2.05738315958075	0.969457969333098	2.58729926558489	0.306922041485484	2.8444549201013	2.05778880398438	3.08905229248308	1.51210288400675	2.93031656780246	1.46089149932667	2.6681583294391
"059e24b38a4bff0d4f11ed6166a3437c"	0.214700004691302	0.426704611100583	0.287150681288502	0.901603399122278	0.391352660986791	1.14064954445917	0.635740500610399	3.87516771645194	0.568988865930157	3.24655169044809	0.285915513004061	4.05136120586346
"05c4489613b115ee4ec2ef8199067913"	1.32992108015891	3.6309433556027	1.26823128625619	3.9404015969318	1.16168880409597	4.23990134867592	3.02178103932354	5.04931778551112	3.23221604710601	4.54094009728035	3.15208196235919	5.39348844576923
"05d75b81fb54d3ff766fc90129feed63"	1.21319259106857	3.33928938177677	1.28156024103535	3.2061749282173	0.695402865099614	3.31606894098247	2.68255733506111	4.92199830560685	1.60727156760268	4.58810662801421	1.98152271230596	5.37001150632246
"05e856ee9d148f9da62ea0b0ccf6db24"	2.92544016556756	3.52625463665729	2.97690616930394	3.63516401818216	2.92829087647938	3.52781887247451	4.92199830560685	5.35802203592619	4.62907458558117	5.48275160672066	4.62019080947244	5.43323472328044
"06094dd96a7550292ac7a15406ee3eb7"	2.40320659725467	0.92297633335255	2.4604880100803	0.630276600967509	2.38376868806952	1.81845657554291	3.2699969844414	0.408912492378074	3.40481815208771	0.497460709853747	3.45832475798341	0.298918704377769
"06122d6c188a53fa3820d7ba9c64b053"	2.11240880442977	2.29524146737141	1.93646683836128	1.84662231815029	2.25947789116596	2.42852611260144	4.42902376374478	4.76187423177163	4.04222706862655	4.89303094247493	4.50385259778525	4.81692545629417
"062dc7bf1a892776a0d4259124cbb2fd"	3.08344177017508	3.58124197448263	3.16953944013333	3.56560543327048	3.23398822684499	4.07578577277133	5.07469032337047	5.05921235619598	4.46433423707433	4.84445240558907	4.24276399262757	5.04022671716496
"06308be651a239379c2200605a63c9b6"	2.09901007295023	0	2.15913957457523	0	2.54852521664737	0	4.14004751378942	0	3.84717680096151	0.586660867321519	4.07504245405285	0.46812118383793
"067925bf2c68cfbf03151580d443463a"	1.65463780477758	2.79653722194277	1.40793847868534	2.32892869304105	1.426796796839	3.05178883305474	2.11451458204045	0.985461635811254	1.99170766821697	1.47412889354691	2.07632655947389	0.864718258020642
"06850915424790786904937314f04f24"	2.79957367855015	4.17125571108654	2.86139693186	3.92787474932844	2.16639868251017	3.85755388646557	3.2719812363793	3.79817501730677	2.83374143988318	3.04940004663441	2.78977395656129	3.78599845156627
"0691bcbf69519fb5dba78151aa18c728"	2.52105339031302	4.41101410403056	2.21092832210554	3.67032194202469	2.26962392748209	4.2991079238616	1.64310083506578	2.95430358783173	1.32323894713477	2.63161019187226	1.11153398798542	2.89664867777655
"06a434056b6d9da35471b83529f52fed"	4.73174798960239	2.91251043445975	3.83636680461749	3.73622774595155	4.38607355981466	3.35275143324368	2.90297972023284	4.07738794120532	2.89434164523328	2.12449377610527	2.23847527994803	1.21980875120797
"06bde0cecfbcada397af9c0bf5f83820"	1.55802893103806	2.74163737579214	1.35028548608546	2.9789066649919	1.06775366008777	2.93813442276777	2.79918484991644	4.90738092384874	2.74106564819957	4.76892371002351	2.98651939342846	4.5954233824152
"06da80a2c361f6c3363b72be33e8e8d4"	1.68427445756062	2.26642674860726	1.50690337435875	2.06866225807841	1.52245336420939	2.51799891530688	2.47693246374248	1.84157916020668	2.19064160981052	2.22449678364283	2.33525951209974	2.04310389903593
"06f154fee6b1d89c4fb222e23f2b939c"	3.7836247016468	4.7370095228934	3.4145758232229	5.39326598099549	2.14210232440707	3.9339142343903	3.22808211661667	4.96933471284942	2.68612492257505	5.23636898144347	2.65599872463041	5.1243079678515
"0723628f526fba7f82f84bebd97bad25"	0.136587343446669	1.34042318256374	0.170813930652351	1.43663213664466	0.136587343446669	1.63922193203076	0.626473047291953	4.21536088369034	0.887249075889431	3.81251687492209	0.66303842712296	4.1227071800646
"073587e420e91ec5e53de8257bfaba94"	2.62437017822691	3.56912971372156	3.0246760452384	3.19686947621692	2.90569644196014	4.30298671782781	3.50178874296073	4.83632888997474	3.39376449272469	4.68625751708331	3.23770150451816	4.91678194593054
"0760f91983ac07c0e8e9f3efab81a287"	1.367901240003	3.21041372205412	1.16584405476335	2.10063964093039	1.41100282724313	3.00629726694858	1.54981050960875	2.83299648221873	1.67041847801308	2.78765611757022	1.43054011780907	2.74865703885434
"0771eed1039e2a9a46dfc4bb7bc0681b"	0.571933893311887	2.64467118525626	0.525828515443912	2.10551247224611	0.787297597189783	2.80095810380869	2.24414779673613	3.2359521833414	2.23525665987641	3.56642183271877	2.20283169065111	2.95250537198294
"077896f52217cf2755311d9ba92258b3"	4.05630626978631	4.15706521882974	4.38168817885542	4.44620038327916	4.79424101995822	4.60541543518765	5.54678568182234	4.16064184832545	5.38585688737848	3.98850652516167	5.52097896174005	4.00990006978188
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	4.31093502219139	5.28816866727115	3.88946436180551	5.04440354133174	3.52742804285105	5.63670936638692	8.22743529125749	8.30755984983306	7.75609592119762	8.80607790540469	7.54615929487353	7.55976526951961
"07d44546198c8221cf2a9765f78709b8"	0.879763667589162	0	1.18636519621154	0	1.62360311061745	0	4.87763692016545	2.39936630790227	4.48661154635185	1.98459248883777	4.68230553213982	2.46074529431664
"0808113a681a013933c03815ed511b06"	4.16016608672947	3.23302631243452	4.4223427299584	2.59142016376521	4.04046791201073	3.17727899043297	6.26004787821399	3.21173219222331	6.30742090157435	3.78908726542799	6.2849860344741	3.17340870170533
"081419daef27076e9e23740f0f3d0cfa"	3.67372089143691	4.57191816470118	3.80161532981547	5.10269918008295	3.53792719554645	4.74026944886144	2.99773327022416	4.29184724482652	2.66088032355915	4.09088023503088	2.98019519585212	3.98753781609177
"08278cb30c0ecfa025df1080741366fe"	1.96854000845469	2.83590559903618	1.94408705966585	2.64938524122676	1.75609774867397	2.95289392464017	4.17091385997014	4.30180605701575	4.70456166232345	3.99269345449236	4.05559541786278	4.3269681027731
"082b8027abcaeb2baea3b91658963091"	3.17106043036684	3.16743348654333	3.3466861831691	2.54575545834884	3.21326660473503	3.39102231799709	4.74582623507204	4.84120623492515	4.79838698508562	4.78443291880607	4.66096680347805	4.36332659378703
"0833115e4467b0ceb8783aab127ff52b"	2.55990473162891	3.07559027186211	2.06247085066414	2.52537018006763	2.46615272241379	2.65407717909875	3.86206902428639	5.08864418111182	3.92831359036413	4.56207707276237	3.64216199041603	4.90768387423545
"0834e59536ad310cbadacdf155bdda3b"	1.01129497401542	2.98834503498087	0.742989434791528	2.30216132018625	0.779386419852787	3.05866804288995	2.26467124215805	3.56564359339394	2.3490353270986	3.32361230976284	2.14200841465771	3.9040839849532
"08d7a738a4756ac72191feaf26591930"	1.92097175626346	3.86494292822614	1.7186366526748	3.53327450902203	1.59161400617758	3.830321289027	3.32599958509625	5.40412273324497	3.39434932045723	5.97328331563888	3.69806711797293	5.35283935807885
"08ffb091e6fb80698e54de15a34c082d"	3.33300615305938	4.69143952940556	3.5653976801998	4.8438597494251	3.38796859922137	4.89443408169754	2.25528852452354	2.68666501467287	2.00114460651917	3.83222184143736	2.36037099669301	3.1324104568097
"09092441bfed8bc0bf33e10aed6db4b6"	1.62097609090064	2.79771965338868	1.15751621525096	1.85866004227329	0.917675772262734	2.16067411810178	2.0841404843363	3.27132025644303	2.10345831618699	3.30895269841835	2.26051857437484	3.4853767523047
"0974d5a60d20f55cae8db1bb4d3ae6a9"	2.41309368581868	2.50009883611624	2.33581926650907	2.40141444720305	2.69005977794375	2.40485388630592	3.06322870255976	2.61269922558732	2.87596746594975	2.28282988757456	3.11539992012457	2.35006788048422
"0977ec1ec766483e434b5ced6346bd40"	3.45656712270618	0.92297633335255	2.88539578715152	0.345329325123889	2.38376868806952	1.31574447454238	3.84656715700786	3.95469851313106	2.60453834598838	3.84545063074527	2.82654646383317	4.57526628820793
"09947d9e52474a7c0a88c03dd1c4cdc5"	2.89427053666028	1.98329607562106	3.63235222338895	1.8461379578391	2.67170843313975	1.77431485962168	3.69070428809116	1.12830053236993	3.37962502932598	1.07623715531378	3.73575302087863	1.40691528097435
"0996f829f4792e4b30cb5106215a8c42"	0.517933304252917	1.71385378205432	0	0.974491713162854	0.246395126108177	1.14489295748002	1.50439290255465	3.33410484624943	1.97911831753928	3.19223611791931	1.72876996995862	2.2495576642854
"09b2d834bd6ac6da3f312992a5ada13a"	1.9005223102413	3.70385229938935	1.62175381975745	3.37366521724621	1.61277601948682	3.36582292967012	3.34270748239208	5.04334616624214	3.30622999957377	4.83790106989664	3.28036646003417	5.29899081641299
"09c649de9578b51089151c3f67c6d1f1"	4.09580191643206	5.04902360962069	3.48470116980369	5.00183333694287	3.8774165501939	4.98322757727733	4.6351789840537	3.52308929762965	4.49902158209251	3.40481815208771	4.67981150160319	3.98332919912081
"09d19cff22a275f6b41de4a94d82edbc"	4.48766862559329	3.46866070308719	3.70711512605362	2.65223808436058	4.47668992013092	2.9379178197426	5.25271582391882	0.382836674417789	5.39837384510959	1.22975130844493	5.13980945743728	0.264372062134168
"09d8ddc69c0a38c3720e026fdcb1ea1d"	1.07404377126672	3.16045099876286	1.41411504801414	2.87811099397146	1.0196885682882	3.11262258489633	2.61351385514456	4.60427738756216	2.49291946129786	4.57094927297718	2.98196290946799	4.53926689397427
"09d91bd09f3acddc13ab643e76870fa7"	2.74869265950682	2.13897321350279	2.84522851893689	1.68959015257028	3.06198596357311	1.82061333050046	2.38497521196259	1.76692143825608	1.90270709811093	1.32913630762762	2.05970313286243	1.0688284092211
"09da4c4cd10311000e3aa404f8f9d09d"	2.71226696471158	3.30897993110328	2.27090503748478	2.45020995448319	2.425808856567	3.31865980048941	4.51268114303242	5.15412615944635	4.05589717664062	5.24495002808042	4.41014896879573	5.19348460049478
"09ec5fb7e5ff73deec56d65778be98ed"	0.23594130954407	0	0.15953473120401	0	0.501953381566355	0.40918484795657	2.0443479004373	2.0754335202823	1.37659749814103	1.79458214838497	1.91704907477357	2.24771910835279
"09fcb9ad80345395a0bea7730d6fe7e8"	1.87148060129691	1.93328105395585	2.06130342653918	1.86972285975527	1.52238525743797	2.12961588795534	4.18488924401393	3.25481675329748	3.52432975156154	3.43335448538001	3.48379564352544	2.40501162830574
"0a133b520b03346a629160a1e02b66b7"	6.77477736744441	4.90769614086921	7.80570350901792	4.25889108892134	8.78965295517889	4.74802711655106	6.31605974439329	0.465166951354208	7.72185881045908	4.47391437369417	8.26851655253649	2.9010665860199
"0a179124b7265fd051af45cf7bbb5a2e"	1.39134035863379	3.88154008632211	1.35768524528342	3.0774311474883	1.56415180189178	3.94607586898894	3.01858993864177	4.58127683549589	2.93966389895261	4.60172796469871	2.85546456282089	4.43988045833143
"0a2bedc2b9e2f372d7ea96ac9331bd11"	1.82276544387502	2.22596373415935	1.55576389162817	1.85866004227329	1.62622324717989	2.63039419853632	4.45668433070174	4.3980079996498	4.30768717419034	4.0379357497138	4.34904000915318	4.16687171410904
"0a3d2dbba6357dd3b8d7cc68bd934825"	1.32638094507519	3.55994578584981	1.45858907594012	3.28520376239173	1.48970380209585	3.86818481358508	3.89803888176102	5.19116046056907	4.0525728112704	4.9342321772914	4.008635609437	5.01151903681393
"0a482fc1bd46974488a8258ac09ef7ae"	1.35536672412713	2.34903106755119	1.30127165744507	1.59641771229746	1.37100449847593	2.20584300312947	3.4385912112992	4.46666187519408	3.28241218252993	4.14714305346142	3.33471446622719	4.45069915091773
"0a5a7c8b3e26ce811cf9a5a0f0698842"	1.95167492930515	0.113100980812874	3.25861178987183	0.148126858706786	2.5135884494522	0	7.04301321527198	0.130466701251678	7.125866493302	2.48278773981633	7.0359431780397	0
"0a6615421c77de34c12671148d5b177b"	1.68524892199731	3.41211367449683	1.60525015925122	3.11672367682035	1.35298353150879	3.69258737639346	2.16127725633982	3.53839255444	2.00525395097203	3.52565615896185	2.17917374807881	3.86023611555818
"0a8072d5e752c9bb771c9801625bf602"	1.66091919769345	3.53122768039137	1.34496610326618	3.31075153938723	1.35590037786881	3.44242511177029	3.15208196235919	4.51953647775873	3.04277424385593	4.65923062828802	3.0977417808496	4.64560554577477
"0aa642a7708a378ae2d52b09a6251f52"	4.48175224315054	5.41592628026341	4.22423017254454	4.73944735148636	4.0820018751515	5.34226284635793	4.32535627818515	5.73211003379205	4.05408525658498	5.33930421147972	4.18982806033927	5.47299855995847
"0ababa66302abc185f7420fe8592e464"	4.09274329334478	5.05026029425339	3.51964776253887	4.88078156377078	3.73210973392081	5.03557276205275	5.39446002725676	5.8232268964461	4.99257747074012	6.25025180166381	4.81344569899119	4.93646895518989
