"sample_021Ab"	"sample_021Ao"	"sample_029Db"	"sample_029Do"	"sample_8_0_12"	"sample_8_0_15"	"sample_8_0_4"	"sample_8_0_6"	"sample_8_0_9"
"013c9c13c8d7029019462bef0627adba"	2.22059482086037	3.65199524977425	2.13681625389307	3.1755479027412	1.9240293553094	3.31617965252278	1.95770152164937	3.48800228905079	1.53603680383569
"015116cb2ae1efade79e1af688f3c15b"	3.3788897394343	3.6909493104825	3.1769515564005	3.38204650193238	2.3306126263542	2.71674086101518	2.77137999201965	1.26673124205471	1.27994446729997
"017a60cbade7b309db182bcabe59d6a4"	3.38099535461651	1.33046447615922	3.72544616775488	1.72952939269192	5.99028869606603	3.20737603502321	6.25975163696519	2.95607043912102	6.18530007961185
"017d459400583fe36857c77a1d541f39"	3.04034610994668	6.54239720266928	4.46648680175993	5.93335883766638	3.72996285446471	5.52732334818822	4.10416670004041	5.39982170470114	4.63274823170951
"018de0ee05bc68de9383baf688539f9f"	1.51978887806451	2.78483715301161	2.16853470857372	2.95391812034037	2.46900014274866	4.61763276444356	3.04529318823797	4.74636310402903	1.9935578922028
"019ee757485f09fa0c7881843036a765"	2.51095768889264	3.13883125052626	2.38255641350419	3.57015729011454	3.00635841559928	3.69265153087873	3.89907408890725	3.58343182355061	2.51965712991083
"01ac16555e036cea2ece2a239591aae6"	1.70304625991641	2.91687385641689	1.8511664449027	2.97861643652395	1.05969896916914	2.49204460825491	1.27980077837349	2.32185861945031	0.29510109682646
"01e013346904f75a91f713c559585ff7"	3.03811304412904	4.27186069515261	3.13292292731456	4.06502033276006	1.25782442340836	2.48486198212375	1.26673124205471	2.05184113053799	0.28552174061444
"01e7154d4b5f3188595e288aeab7f7a0"	6.84323853894069	4.44421849831325	2.70126322157323	4.81540534128511	2.97632965424395	4.85722120514154	3.20098847585504	4.65260323922272	2.08368154016861
"01e9bb0d97f8ed373a8d529ffb971acc"	3.15280183216396	4.50566869489729	3.72805112760325	4.74441199311636	3.6374634153515	4.6428007894329	4.08396690007592	4.78719303150561	2.75249366218931
"01ea06c562e6b8f6bbc5be68d99c0373"	4.04433850915927	4.61767270278682	3.98404706488618	4.52260194183038	5.26152179675598	5.61446222335741	5.34713396846323	5.3721453566533	4.1077959519296
"01feb696b69822d637cdf0956d28bad4"	6.27900325928417	3.91558186516769	3.99149976836979	5.63044187978807	0	0	0	0.535393350509669	0.69669288710644
"02104476719f02b32307edfdb1e6a0c4"	2.94987993973188	4.05511539569976	3.15938650834875	4.57939011733164	2.69465907215343	4.12141716964486	2.76048931878345	4.03648166499788	2.10115606562648
"02266378f920e88e1dac1ed916c48ff6"	2.21592858941588	3.90426235060608	2.23806192196339	3.65899638268909	2.14076486037811	3.92656147210738	2.21531947368005	3.78140371513655	1.52997488200336
"022b87e073ba519506a6d0d9dac1bba1"	4.63657776362763	5.03730319030116	3.97885477007166	5.56181606422586	3.46916975039103	5.4974714252251	4.00543684285676	5.40993562562401	3.33231079024156
"026f6d9d6a5c591d5465aaeddf6222f1"	1.31025898308118	3.10933623904686	1.82169994597264	3.12205410304926	1.75776825836069	4.15505024741948	2.03553249544821	4.14712067668836	1.47419167888141
"027ee5073ec17a7192c3036f2b817f18"	1.63166113713089	1.28017800433056	1.38223111731409	2.15429155987785	0.933001525551467	1.68168564112163	1.21673186028251	5.07692098803813	0.261582420445554
"02a63d174c8502c109303db99cf1e437"	3.2130500881697	4.02021243593052	3.62807262819934	4.4652428399345	2.98272686871106	4.33297913239584	3.25463239094031	4.12141716964486	3.70820667430442
"02adf979cb3500c39977fffbf7d2a048"	3.23446794073169	4.29300053864824	2.72331674818023	3.94402409891757	2.56022350028729	4.16710639718374	2.88275264838923	3.80433771948091	1.8921626453948
"02c00510d4deae8d414f84d4af078919"	1.50118993820021	1.58919320493529	1.2085893406298	1.48203133987206	2.73120505724617	1.80547024372335	2.82231372105734	2.12570088183291	1.81878855316649
"02c19d40dee2d87c409a2e2f7b713d7f"	0.82556920806647	2.50213243045307	1.2758710511196	2.15787141096695	1.49770832119226	0.712215233549702	1.1132434629301	0.603262446267548	1.04892016578155
"02ccf6f06e50ce9c5e49ffe2278c9f27"	1.47464783379941	5.21178987020971	2.4260959866512	5.08066293234522	2.78891378871158	5.45332893475352	2.67012007087517	5.36619797702963	1.62591765943108
"02db2ad8ae83f16a31add624ea4ad90e"	1.97400602320937	3.14083903732433	2.98095360501618	3.69326084180161	3.27863524426965	4.02248974212148	3.28807735725062	3.93784652951649	2.41704385381084
"02f7b0f943947c68160210ebf8af9e7d"	2.43942276385196	3.85950453977206	2.59747909683797	3.50682746098443	2.49139753831836	3.71627728235545	2.95770636633574	3.89107160975016	1.79505137827834
"03202b02066380ba1d7fadbf07ec658a"	3.70701893444172	2.35359754794989	4.38992610156625	3.79036462029581	1.71054362925939	1.7871783251264	2.43374457486098	1.46332391842725	1.10333710910382
"03355cd11fa9d7ee1d42bfd508147739"	2.54465003669087	1.29698219907498	2.42191766009017	1.62052896323336	2.42237444545787	1.35950363164444	2.78101996663475	0.81505843816658	1.97579578737546
"0381b98525605c48d762e395044ca5b2"	2.2712995824861	3.9805590114471	2.67168060468772	4.11514249122343	2.47965446520454	4.78224559125134	2.51684830201988	5.39607781787786	1.93907256589414
"03dbe23a9e8b7382924fd20ec95338af"	1.94532722832953	1.97647836368341	1.8571205207917	2.25865312649174	2.73528760548187	3.91488945323843	2.79281184934882	3.81981613337936	2.11263837843561
"03e263884fc71d9f491555f67c1f630d"	2.27253611063385	3.17177918587515	2.60207319915946	3.43523739041888	2.70312877740534	3.55190236044552	2.75048471880785	3.32611026363486	1.19791207515497
"03f86a1233871340db1328f6fc35aff1"	1.48887802489071	3.46854632486137	2.14166018648396	3.73027856207219	2.6655323249428	4.37900557586769	2.64897654258682	4.4054840456924	1.52682644164513
"03f8d34575dc20b78b31c3c1177379b9"	3.43473917974538	5.38632146729101	3.84704406732126	5.40504547662217	3.39704075484587	4.76705336143708	3.67685059662013	4.82034859561654	2.78894915747479
"040ffbbb2858152fe7b1bfe2be12eebb"	2.34850701867304	3.72996682654755	2.58147136129524	3.66972124937519	2.88042152926521	4.28386404060122	3.09851085889657	4.14637404555606	1.66396246069339
"041c4b843dce3deada3d6b1daf849177"	0.390759452245651	3.33685551514643	0.99493500582849	3.024065691545	0.509455996151454	3.08884511910802	0.425388491341913	3.13122690262876	0.168660245918363
"042f95fd86a3be60cda5e0a13e76be0c"	5.7503872685155	4.3210795233633	6.74569255129084	5.31495784264704	5.60356312055005	4.94498090082711	6.07668102923715	4.63381921528841	4.82629493288727
"04356242a8d119e65547c999cf90c0a1"	5.66702996631115	6.94056796605987	6.71899663250964	6.98524562445645	3.55980215533305	3.57073299078487	3.67285937017169	3.35978537867497	3.05947312359436
"043b4a5d64c5e405fa8ce60a25bebd8b"	3.38676303930543	3.2327590059768	3.9465245237545	4.6144612896978	2.47431542694076	2.98192945137653	2.89008727298973	2.77137999201965	1.65798423735335
"04731e32cb646050ab7f27f284c04106"	2.58938827933855	0.34883831763735	1.37834283133227	1.2043107472168	2.87231082789412	3.76046164122099	2.84971441792548	3.68032306162141	1.74805357230317
"0496149b2d1f183353cbf9189b7049e2"	1.71014803174107	2.64688943558642	1.84344068836307	3.17952774360395	3.08276868356363	4.00342826184253	3.84772287720606	3.94213109367771	2.12774587356616
"04b93fa3ee523f9634c9c795a5f49e4b"	1.8603586280948	2.86512418624213	2.21925956210814	3.02262650540533	1.88657208930637	3.39088915900071	2.27948614832231	3.03523253996517	1.0996645059565
"04bd54b9e03f729a1a5670b1416e260b"	1.22686258891087	3.53739360042501	2.29868944750329	3.14307140475824	2.6127139409578	3.54238300577354	2.46499505655525	3.68320096195146	2.13335285606042
"04c1a513f665c225f7ed173aa4fa12bf"	3.0164880683293	4.07725007354803	2.421034132139	4.09373782303897	3.52306805154689	5.28945331667799	5.07229592808631	4.81065779239386	2.08759124247029
"04ca9aedc6db942a0474cdc0a762451a"	0.684186248564545	2.51176010834068	1.63648191404505	2.81855759753431	0.91425666456116	2.45423573604631	1.16410035884127	2.14815290688094	0.951401472186501
"04d5efa38f3a410566bdc4ede3702fb5"	1.47482708028144	2.76750708255165	2.75480146272496	2.85842117540506	2.24103133966858	3.38910860596477	1.70769501850996	3.52260359382834	2.27879964880197
"04ef5fcaf6bf35657ee641e7ab693ee9"	3.94113316335456	3.13278358897531	3.86438072219124	3.6325804943669	3.73636095283034	5.67747414549851	4.05710918365391	6.20985313146359	3.37413144830608
"04f27efead94a16b3e810b74f86514f0"	4.10094473309543	4.36821848951502	4.33959788125763	5.21535588673369	4.4807777965939	4.89313645805134	5.17770034895566	4.82579023594937	3.50903961530886
"05425468abc7b6696e6644b43e20a070"	4.48389838401442	3.28843133647635	3.85652880099893	3.6935381187228	3.36601473387109	4.46098068844027	3.97191625397399	3.72428327681523	2.77432970584794
"0575b5bcc7abd6f7a59549c280abbd34"	2.06232590119911	0.183137890169845	2.24015421588024	1.27154546779473	3.48931295216903	0.200888404404798	3.28770552359325	0	2.40077155946473
"058b63372cbe61fbfecc853d367548c1"	2.48681981851306	4.12121561329954	3.99804656134982	4.78539170591406	1.04419552483347	1.94525507739986	1.11887755402883	1.9497439335602	0.772172755744953
"05c4489613b115ee4ec2ef8199067913"	1.78399292676822	3.60118101736997	1.6264088196528	3.37434388595407	3.07480367889688	5.49217067635504	2.91085737630168	5.17405429574087	2.58699802763307
"05d75b81fb54d3ff766fc90129feed63"	2.54063774920287	4.62451976949896	3.4776582977566	4.36291414917506	1.86080656146726	4.22072120388275	2.43374457486098	4.49616258334184	1.77658356213583
"05e856ee9d148f9da62ea0b0ccf6db24"	4.01353030698227	4.61476758328041	4.3573834708609	4.73005187757367	1.42314653861839	2.14938163553657	1.69904681834586	1.77943015217423	1.36880022222832
"06094dd96a7550292ac7a15406ee3eb7"	1.75801263349992	0.0915689450849225	1.52716454518143	0.30133897202949	0.821811246947283	0	1.07688733488574	0.544563642070819	1.46332391842725
"062dc7bf1a892776a0d4259124cbb2fd"	3.44613569251584	4.48111987693802	3.84141897958592	4.33616435506417	3.7630139116312	4.21562334728713	4.36749648142594	4.50333163868983	3.28513626265602
"06308be651a239379c2200605a63c9b6"	3.59944658318347	0.0651367958746061	4.22376291230777	0.553371154090927	4.71201892230379	0.160194655609821	4.57675728148874	0	3.92987303560442
"067925bf2c68cfbf03151580d443463a"	2.64752641468401	2.47846178660987	2.90285116969451	3.0425264031306	2.23669389470146	2.90642484911648	2.54120601502218	2.86834355533111	1.74727806866982
"06850915424790786904937314f04f24"	2.95311178771735	4.98233060246249	3.48574132815844	4.74171827380866	2.77799541056612	4.32425523069839	2.78205643230661	4.24687817040533	2.2014720624017
"0691bcbf69519fb5dba78151aa18c728"	1.9890647889637	3.06908699386717	2.17880938897623	3.40487862690533	2.20895269402531	3.38730005223997	2.24746909669325	2.91741061692259	1.28783218220114
"06bde0cecfbcada397af9c0bf5f83820"	2.46076592654535	3.5128371415372	3.0709232304965	3.89880442365648	2.16092567154355	2.95688873726057	2.59407729766459	2.89792670284997	0.933001525551467
"06da80a2c361f6c3363b72be33e8e8d4"	4.05485574746664	4.21442557092784	4.03888006760386	4.11195834710751	3.88203214186155	2.24936404694985	4.47074824837464	1.93848378460319	2.82318772566313
"06f154fee6b1d89c4fb222e23f2b939c"	5.54183961449274	4.73359330356357	5.5647813694377	5.55130767863975	1.54712837193909	3.11540614267976	1.90157484723513	2.3710949678569	0.69669288710644
"0723628f526fba7f82f84bebd97bad25"	0	2.72990431742629	0.292759162192064	2.49322859283083	0.73514480375792	3.60548154069414	0.526138185789306	3.68399192960103	1.56043756617796
"073587e420e91ec5e53de8257bfaba94"	3.26987383566384	5.05589555293429	3.71231859851436	4.91422101166155	3.4365251694402	4.15906940942905	3.77264980571523	3.93740699647164	2.18490632685558
"0770ab0e479e6e586e8685465d538066"	4.99455455596969	3.71080727257121	5.73187022779784	4.31034157105907	4.805648179248	3.0549799478131	5.64635331357929	3.63663475992066	3.30669825952829
"0771eed1039e2a9a46dfc4bb7bc0681b"	0.412228849020459	1.7212690484022	1.32225704769008	2.48938825902511	1.87297072465288	4.64006918937671	1.65498166986581	4.555438702917	1.42999349270898
"077896f52217cf2755311d9ba92258b3"	4.73146496782478	3.60089256063283	5.27853943817661	4.31840546769363	4.92419525211334	4.01081114139258	5.09026788680224	3.64179491868254	3.78209362562505
"07ab66989a508e3777a908855686e414"	2.09080863628171	3.79993103208803	1.83240764308443	3.42911108824344	0.397309272850899	0.888704095634175	0.199100008032773	0.606503735874923	0.28552174061444
"07ba0efc76158deb7ed94f5c6b5e148b"	1.45347600127489	0	2.18822295145412	0.818374624284029	2.39940034014406	0.0522484714430866	2.02938956145579	0.105956360485696	1.85691234835962
"07c4d0f20a81938b97f1deefd4690bd8"	2.1860580182884	3.28445830089519	2.409311675158	3.93902864821755	3.09851085889657	3.26189393416216	2.64227671326264	3.20354839770938	0.993062125398682
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	3.06083438584423	3.42371527353711	3.27865001458151	4.47497539215024	2.66443709282314	3.78790653585373	2.44335939232815	4.1371194645759	1.884988697475
"07d44546198c8221cf2a9765f78709b8"	1.67602308774545	0	2.4380735692804	0.102755124572146	3.28028454729276	1.49116699045806	2.69209448117653	1.33112151170073	3.63886664518327
"0808113a681a013933c03815ed511b06"	5.03449448762319	1.75769184919226	2.29409637875104	3.8637036308705	2.84539404845866	2.46531433935047	2.87107698464589	2.51446114678686	2.58470540156622
"081419daef27076e9e23740f0f3d0cfa"	2.60775537287494	4.21152568969909	3.69603915366807	4.3350548484071	2.44199149391096	3.46916975039103	2.19479407049043	3.2576644446826	1.4412275231447
"08278cb30c0ecfa025df1080741366fe"	3.72879415716974	4.13985347595661	2.98643014257389	4.73807020433782	2.78944631578027	3.57521531344556	2.76736190491296	3.52602262399064	1.84217863596594
"082b8027abcaeb2baea3b91658963091"	3.39469396273338	3.69466231387144	3.63689347653427	3.41169521593184	3.69671561320585	3.81351396396318	4.14179782198783	3.78842963319093	3.32196669592263
"0833115e4467b0ceb8783aab127ff52b"	3.50357645724122	4.57812021200343	3.43921416525479	4.51077884392305	4.64006918937671	5.05839101865557	4.61014507070262	4.8082203464585	3.84805844221188
"0834e59536ad310cbadacdf155bdda3b"	1.73226774710502	2.70126322157323	1.64964275655622	2.65886976078495	0.88018990498759	2.57060783458847	1.16759466224874	2.6038037267589	0.644977646757877
"084d4e024d1f8ab820e3b9e6bbe4b0a8"	4.8765185873517	1.69038359691673	5.60186639049785	3.14083903732433	7.27854964034959	4.18567568455165	6.89826878414041	4.03062888467809	5.18908612484189
"087615d55895b273be3ec65195fa1639"	3.32753218326454	4.3607450292285	4.29422631018336	5.17796334122828	4.07945167838589	4.92083020012909	4.48664130225617	5.46330427607617	2.91513070974945
"08ffb091e6fb80698e54de15a34c082d"	4.47285999025616	4.18132835549797	4.63882253994993	4.8185326177321	3.24709911332139	3.55465076706012	3.87340015343818	3.37511384118122	1.31412583615005
"091b05420d1d03c04bff4485b8b1cb93"	2.02425911546629	3.09500912117353	2.12518182158164	3.09080060593377	1.64591949297112	3.19391471223492	1.7685631699357	3.27388054339267	0.478532157737582
"092f5a8619fb9350043cc4ea36653dd6"	2.35359754794989	2.51095768889264	2.54913105909762	2.83418698755857	2.39576792067951	2.50047614701169	2.51330426030796	2.25927249950548	1.41863182357884
"096c8afcca0cf3953b7deb7a22aa2c64"	1.44689777607553	3.62998559915345	1.55197652735083	3.30153667590008	2.81101146774918	4.54270014605254	2.67987265234074	4.41077231066342	2.86232425554565
"0974d5a60d20f55cae8db1bb4d3ae6a9"	4.07527692475471	5.86394947720749	4.89218833809353	5.650969851234	4.45276753746351	5.48246631930313	4.48894176129764	5.42391155776386	4.19591618909759
"0977ec1ec766483e434b5ced6346bd40"	3.47439021201216	0.483443787698047	3.13942304390256	1.18442198626432	3.62747393998044	0.0610424168808622	3.78826278192229	0.0309869082261777	1.80545327955994
"0989c13d0c860d464a6d08c86ae36452"	1.60594980521782	3.73091972000322	3.33439343853626	4.05138260118709	2.13404650034742	2.90559117952537	2.55562875420381	2.64011251756672	1.03063586677215
"09947d9e52474a7c0a88c03dd1c4cdc5"	4.45828372439064	3.22909305079478	3.16657992277432	2.98798937452948	4.78627440212348	1.86568999706804	5.24082010942483	1.49909969521682	4.41046723914973
"09b2d834bd6ac6da3f312992a5ada13a"	2.7621485429338	4.56998818813138	3.13453393430021	4.63347632209096	2.48419128791805	4.08364766597142	3.08339187822157	3.85139824160959	1.37084282200565
"09c649de9578b51089151c3f67c6d1f1"	3.27214095731047	3.49521100544381	2.36026197784201	3.0534104526374	3.07873412938924	2.89077633528282	3.19189907194799	2.59848198836069	3.26026111746584
"09d19cff22a275f6b41de4a94d82edbc"	4.58998305754708	2.31475344553768	4.29298923699772	3.20246853183252	4.73575015956512	0.785786328683083	5.46731020539151	0.364803890356563	3.14467458951814
"09d8ddc69c0a38c3720e026fdcb1ea1d"	1.85560087243538	3.84141897958592	1.90741580060673	3.42421900543207	3.38325144564746	5.21550133676937	3.33118627766667	4.89725748118251	2.31829622426932
"09d91bd09f3acddc13ab643e76870fa7"	2.71389792056532	0.561432907998303	2.53224816701926	1.73747404027117	2.60616228783363	1.31950824925067	3.85010168491679	1.00785982582614	1.61962894305378
"09da4c4cd10311000e3aa404f8f9d09d"	4.27009625128692	2.4380735692804	4.6019768928503	2.95874250998104	3.9462140364248	4.03282909218911	4.28782202818169	3.85919102523289	2.6256250707396
"09fcb9ad80345395a0bea7730d6fe7e8"	2.69237508743638	3.10065742087181	2.87907903078045	3.35868310720685	3.74903563681814	4.64325533155156	3.95003976334887	4.78811081778223	3.41943695796498
"0a133b520b03346a629160a1e02b66b7"	7.16854512007996	3.61067139577495	9.39179069602375	3.24065610316601	8.43773177715894	0.951401472186501	7.59268168538307	0.993062125398682	8.0460172426324
"0a179124b7265fd051af45cf7bbb5a2e"	1.70454079802719	1.92109331446399	2.2467150253502	3.36134713706219	2.07781385039549	2.98640319302121	2.14227402403857	2.97728537744331	0.770919724544898
"0a2b2d365687ce2b521870ff1b9fa4ff"	1.34961428925152	3.77140296581165	2.19274097399405	3.43294715106621	2.10499817114401	3.75162530688131	2.19128251374723	3.15643617688787	1.19791207515497
"0a2bedc2b9e2f372d7ea96ac9331bd11"	3.42514162961473	3.50112229691904	3.7310397746117	3.6725908108372	3.040038112435	2.13521488564209	3.18483876056282	1.59933424182499	2.07778817562314
"0a3d2dbba6357dd3b8d7cc68bd934825"	2.5156518487928	4.50925838184346	3.08460968261118	4.46437251160902	3.11481223946497	3.97662270129877	3.25416342780097	3.62758848460852	2.06149479516513
"0a5a7c8b3e26ce811cf9a5a0f0698842"	6.04182894770725	0.0600032523358097	0.891087789087478	4.9257313675993	0.680888347164005	1.9935578922028	2.90570515377986	1.33526629471418	2.68932884502156
"0a6615421c77de34c12671148d5b177b"	2.66608693789066	3.91118585236987	3.43986570450919	4.0198972892168	2.87951364111209	4.43746666998927	3.30910631354594	4.19223951322101	1.55238606355955
"0a8072d5e752c9bb771c9801625bf602"	1.81439981037791	3.98155423022014	1.87838349690536	3.63700477929071	2.1246763976256	3.80769949676696	2.14580804842156	3.80536849775848	1.07582775346288
"0a85e8423dc996333736f2f730379c04"	3.73101993904357	3.74463719302214	3.27046131656196	3.99776280764246	1.50405180490119	1.70884757015335	1.69165115916737	1.33909164209559	0.273552080529997
"0a86845c7d4c1c002a7e9103f5010edb"	3.97130687000763	2.03239448241994	3.95662957340731	2.10654831101811	2.81473735638442	2.49529846732999	3.78362165446665	1.719041095238	1.40327929695913
"0a88346680428af1533158ede0201b34"	3.52520456263183	0.245515424289892	1.84588458355934	2.40233992613104	0.855816898688543	0	1.13418018455413	0.172971312519481	1.2972948272373
"0aa642a7708a378ae2d52b09a6251f52"	4.65284074515144	4.71190936995355	4.72308672513213	5.27116863819536	5.60378663385989	5.11509042898021	5.55879882459022	4.68684418435775	4.04297806165836
"0ab9f370c6f47a86452d576a2fc304ad"	2.2629311660172	3.35919969628818	2.66856619995835	3.86015607285746	0	0.46873282211229	0.342976750614841	0.211912720971393	0
"0ababa66302abc185f7420fe8592e464"	5.72085164699209	5.15468652103033	6.05238572102811	6.28328549669662	3.53420242885449	4.36747071406087	4.20303176483	4.28107125557323	2.69226839187182
"0abb4e308d2287c078352db4a8e5e722"	3.76597474549736	2.17382401857358	5.41058808168763	3.14217532578804	4.99437609344218	3.29510089153785	5.28643229809652	2.86440051709793	4.93394170519159
"0abfe6fab9f2f0326a0cf0b2819a045d"	5.23843571865811	5.21401119990242	4.93855179439153	5.12211536700987	4.80435961036426	5.6124528127352	5.13295217853206	5.91594907103903	4.48059957678462
"0acda4757638930d0db16ac196907707"	1.54183573433475	0.938780720810582	1.28535280662274	1.25533787778973	2.05524338083635	1.03862594304642	1.70937504747596	0.483612117681161	1.04333337139653
"0ae2d3d6eaf65bba73ffe19f4553a17e"	0.733425027058516	3.61816617500267	1.29722268134516	3.15412224060621	0.562655734042106	1.68460920477677	0.957460313978846	1.90157484723513	0.199100008032773
"0b01334dee682a54a687843f4a0557ca"	1.51978887806451	3.75373417525502	2.15608308733828	3.39301734957172	1.53702892695403	3.55999029818705	2.32447338691195	3.45733849304019	0.606503735874923
"0b0887152c48ecaee3708409b923f793"	4.02067821682726	4.82939448056754	4.77798311603236	5.44885908315446	4.46709480604465	4.81256950184076	5.02080999791594	4.78113797772047	3.13470946260667
"0b181d48c37772c1041becbb17b33ac1"	2.10654831101811	3.32364152365754	3.25328266219891	4.46684193538556	2.39433330013558	3.22941655565845	2.58462709008087	2.92277699064484	0.727571795414228
"0b261f13fd2e492ade805447726ad7eb"	0.987732868128508	2.59054812597272	2.0303668370326	3.16788227502645	0	2.9552514708212	0.386676366655982	2.01055973545348	0
"0b7adfa1cd85552388da8b57c7886d6b"	1.36658642933995	2.93684707556242	1.07056940351011	2.44480141222498	0.875678715306986	3.08132521170139	1.21673186028251	2.80144873669668	0.407830308814445
"0bb191da42bbc249401f322288de381f"	1.18559088734276	0	0.245515424289892	0	1.77391723909705	0	1.83853108957146	0	0.998874454586633
"0bde0564069bf8fd2aeeae680bd6e8bf"	5.09235929529571	5.70279084982544	3.89598061158461	5.93335883766638	3.50762588681612	6.95764740338935	4.33215243815364	6.7593957805133	2.16635016339032
"0be9f61b9f7def51e9fa6d1b63fa43df"	1.98680802641068	2.5611405747874	1.58840220520725	2.62920322270385	1.94525507739986	3.02257437920609	2.56303182786851	2.30739351398635	1.30585840946941
"0c13226181291f8612e7219430ee312b"	1.556315577951	3.32085318410067	1.76720034772735	2.89413356231813	2.62987588023981	4.31442165675978	2.90742551246199	4.21283170549208	1.77391723909705
"0c23f91edb5ca911f16c5ea6d2e6f7bb"	4.44639529763637	1.70172534652407	3.8450623532982	2.5611405747874	1.78325413722336	0.493607907718236	1.90022602530029	0.633365621027354	1.06877082774924
"0c641f1bb166c036145c1c358b3548c0"	2.6380854289013	4.44947100785594	3.39664771427025	4.34362228820262	2.33429435756355	3.64353929696813	2.58337361649771	3.51603232278559	1.47689884536842
"0c69526b39e6c700505869e1bb26de49"	3.26149954026815	2.28555632975489	2.59590605546271	2.63758490881907	2.3643128968345	2.62884961631572	2.50552612469354	2.338828786022	2.33667150659909
"0c8a4e5e6583e8f749e0fc431bc19e9b"	4.0101724235054	3.48384530818874	2.96274513126479	3.65761528355811	2.46097386512193	4.06955338477437	2.78312699903074	4.32363918352396	1.90157484723513
"0cb53fad3ff0516bace8d54936974ac0"	3.16585677024034	2.80318333221964	2.87356953100595	2.85071819383252	1.16410035884127	2.40148590964855	1.98061408349773	3.25705876895616	1.23976919965097
"0cc5c86249ec081e574cccf28c21ad70"	4.47743771847814	4.78241789254652	5.45133909506379	5.86386166039807	4.13132314830138	3.98106342778454	4.68377705718777	4.32593035069191	3.02334004756353
"0ccbc537e9ee03b714c7210425b6ddcf"	1.4052485894117	2.78196958404553	2.3521273552192	3.24005084333799	1.59933424182499	3.50668228958294	2.32447338691195	2.55328217520052	1.42243340773576
"0ccd6ae37ee2caebd21b05bdc79a677d"	2.72889542196369	3.15147967793784	3.58869883294208	3.7670476367319	2.23130092314658	3.22525094688913	2.47054638287125	2.9311773319975	1.41815598618712
"0cd52318943a4637efa5e3e02936878c"	3.78078416611454	4.44425557551792	3.59754125658713	4.16894650211817	3.46568935139201	4.90079656439918	3.71911081606309	4.84108515060296	2.38930305670313
"0cddc551cd3c2f10d16fc8fce5d9e9cd"	2.6179883579863	3.39974899993022	1.90511791599694	3.15346225431988	3.21940112687294	3.62998067966581	3.26610561037504	3.55054798811941	2.5471400160965
"0ce4a8bb4c43849083fda1f51b3cd7f9"	3.87982661981979	4.64493267543101	4.31386475710154	5.05283720010058	4.38882199383375	4.37821608373761	4.49633805122803	4.65649747179793	2.40858772245267
"0ce5e64a14aefbbf08f9f55bab8d3087"	2.12518182158164	3.51605822594723	2.38966696749867	3.15214097356236	3.17830513210235	3.06310377800217	3.53781793125757	2.91938585949594	1.10333710910382
