"sample_020Bb"	"sample_020Bo"	"sample_020Cb"	"sample_020Co"	"sample_020Db"	"sample_020Do"	"sample_16_1_1"	"sample_16_1_4"	"sample_16_2_1"	"sample_16_2_4"
"0026fcece5bad932ca77e9b27dd8c599"	2.98995159759496	3.43164510908097	3.36200461478504	4.61679274165604	2.64328153792844	3.98104782307148	5.00444823364995	3.34971957902593	4.96121708274647	3.789148093143
"00306dbb19665982fc78754ac92927bf"	3.26771960447526	4.80785879829288	3.95105480927813	4.42730620539703	3.36722047591833	4.25297112035842	2.48193977238682	2.95384616368784	2.28299717831376	3.027821320873
"0032aede248babc5516f057b3bcd4409"	2.44962990286275	3.23942096781706	2.60467055324363	3.39757898719653	1.82826491802882	3.24571608632723	3.02256503341897	1.88880662446522	2.70353642934456	2.03636440206363
"0034860642bb665e3bc98da83b24f6f7"	1.20879733217147	2.2395822630702	1.3773869364132	2.33158769474961	1.09225709091451	2.07055911464886	3.30128113017792	2.26814995070835	2.93683307483863	2.89678095283442
"0051ee453ff489fa79b20379bcc79b6b"	1.81397817790943	2.93629019107775	2.55810517080816	3.11316873355318	1.60589522854176	3.03533834164761	2.37398004813342	1.88522339592511	1.25827589272424	2.15577665535745
"006c80037cfc5a276d7d1b8ef20cdccd"	3.69237755560237	0	3.1113215522069	0.753150876229689	3.81318431490403	0.247912199829091	2.78991690168542	2.55346711079066	0.675017170393496	2.76748321988921
"00823592d773ca77be3da202ae020b29"	2.46288971271645	3.79582342544386	2.93451899101082	4.02001016443603	2.31947092154603	3.66585440037414	3.29909717504575	2.1391052313606	3.05657371892132	1.85926171917942
"0092362bbf11972deda26d5b9e919f85"	2.90779290247465	4.79392050063143	3.72081581606859	4.71910368835638	2.30520725212794	4.44044821982137	4.89120543817544	1.66931797478197	4.65857769285256	2.01290475867956
"0095b52bd61b59e97345c0564dc8496e"	6.75999670802805	7.4509478067342	7.15739318268075	7.06069865202205	6.81568790997879	7.4646496254384	6.14513243040775	5.48512588353003	5.71709215985505	5.83907875062416
"00a550b3fa43f178639afb2a02540b16"	3.69052220406108	3.3218177541024	3.73428800229766	3.86559532838706	3.5772966199216	3.58353971601803	3.64458011856188	3.57405333621416	3.40579373555818	4.00620997284737
"00b08f570ae6322b03af00df9230f86d"	1.86769652948454	0	2.47911759214871	0.639864540314357	2.59429125791423	0.313417068401069	0.611905671277479	1.5255905428715	0	2.37281445304717
"00bcc118d77be26d37aa6816c6eec493"	2.39082305075915	0.175672836288781	2.1831220469101	0.569957555604261	2.10240045716355	0.359147484688998	0	2.73956618067322	0	2.39330584839184
"00c4a692e67b1c93a289ffcae447cfcf"	2.1369870750238	4.38077234838561	3.76032736286256	4.44590553205753	2.33042591549876	4.60853280603898	4.91048332371871	3.11541261928986	4.56136439019034	3.15784797676697
"00cee8684ccbb62fce87c20103b8aed2"	3.06512343904469	4.74001879070773	3.7434222780568	4.36563578563762	2.71466322014521	3.95195031503719	2.90654077637384	0.890432059700478	2.3824293809837	1.12740898828547
"00d413ed2e7ee7dd251ede7c7ed3ff78"	3.93988327860692	5.24402534890184	4.21775198833632	5.0937041138552	3.40967177236618	4.64993213349008	2.99182806202906	1.5255905428715	2.61115097276207	1.65527438541602
"00ebf8e1ef000771b72c70f2036cc4f0"	2.67895464880233	0	1.52910486863033	0.167817143505454	2.41327782552989	0.134562360993951	0.611905671277479	2.66203418542213	0	2.22749014162885
"0112c347c6def14a99ba74cd77bfc94d"	1.76630695131609	3.01929585878887	2.48045810299321	3.58442841364703	1.74975413594969	3.56015193297139	3.45327733108006	1.60534488780071	3.18317151838227	1.32465606308192
"011b116b1e264e2cde7ec36aa569ad7c"	1.80500936612918	4.44529783899845	3.28352739514361	4.1336171362169	1.73954433163965	3.85106138544421	4.83024401595929	2.12261016841739	4.88985322591189	1.99813304266913
"0127000197e26a049598b4a6d0225ba2"	1.85116121139404	0.21430180337389	1.98748007396407	0.293371634839806	2.35495397839321	0.335288420978619	0.17896520959305	2.22916183226529	0	2.32364629171513
"013c9c13c8d7029019462bef0627adba"	3.31660634600919	5.53780370012466	3.75958206316628	4.21444579766469	2.66133085131587	4.09685447641721	3.45397618763146	1.0526305682192	3.75791065167579	1.43295292740123
"015116cb2ae1efade79e1af688f3c15b"	1.47202833866916	1.51777402180592	1.93370887684901	2.2507959424273	2.06814475124343	1.91227619375501	2.20815154883239	2.58246853502406	2.35611353757127	3.38041974720093
"01525c063123cb2134c64e84ad1e2118"	1.64732080803148	3.54502086191586	2.57741290225959	3.9140264372178	1.46898801347107	3.81399288995021	3.50085645494235	1.62366620844473	3.71623811938155	1.87527889533655
"0160f5a856b526939ba1062b1cc9df76"	1.87753708544777	4.353359377388	2.99155998163668	3.10320976683262	2.35045788412452	3.33158803447882	3.39492696361679	1.17424714216405	3.3387479124908	1.8661576611687
"017a60cbade7b309db182bcabe59d6a4"	4.50192179378187	2.23238577976311	4.68111882593014	3.22103397438732	4.32475010797653	2.7572014429324	4.95434888112948	5.14754854511918	4.37912141861755	5.3359837666131
"017d459400583fe36857c77a1d541f39"	3.97204546951341	5.15575731511443	4.9466222597552	5.78441893832944	4.00378960507092	5.42674834665433	5.83041976581375	3.48691136184084	5.43989926050183	4.18355401888583
"018de0ee05bc68de9383baf688539f9f"	2.65909242288633	4.84317444792897	4.08373157652837	4.24381522210586	2.71360275709186	4.59455888474211	4.20697669546922	2.7734186277729	4.43594422632915	2.89841421931827
"019f94720ba42ef1861b87fc58cdd3de"	2.74699190097593	4.05279549789508	3.24688686683974	3.94608969013528	2.53011007182105	3.87394266580174	5.81530449917208	3.55603890851393	5.52598094313943	3.93037029973101
"01ac16555e036cea2ece2a239591aae6"	2.00598099359427	4.22894782716517	3.47625251018198	4.32480560872473	2.22876081123402	3.92511228437832	3.04606971626084	1.84999252765283	3.32446225900453	1.49285870188942
"01b2f3b340d5c58058b29719f8ce8d4e"	5.00042912118497	4.91976180693282	4.78366466217572	4.94821344323078	4.91307947205711	5.04995051560399	3.21763179378907	2.44782538128459	3.18415900524358	2.15805522249332
"01e013346904f75a91f713c559585ff7"	3.27511853068661	3.28535351460243	2.73874854799081	3.58708977763676	2.49903898294276	3.33785949059088	2.80973541109082	1.26599842076153	2.06681161892481	0.932094787291107
"01e7154d4b5f3188595e288aeab7f7a0"	2.29073718287561	3.98313676224695	3.15160683806642	4.21112863982674	2.215068861314	3.84184514640642	5.18861310826286	3.06834638044642	5.23328560378681	3.22008061881242
"01e9bb0d97f8ed373a8d529ffb971acc"	4.07452361875818	5.21496695277458	4.97510436052616	5.12034785385702	4.14032844325343	5.177663027643	4.79090582483253	3.34137115354463	4.64301766822972	3.19674080285296
"01ea06c562e6b8f6bbc5be68d99c0373"	4.69525857411968	5.34166394123236	4.57429835730449	5.01837547479496	4.80813036041019	4.83201175519772	5.0468400664328	4.81424030549847	5.17228830946525	4.41054790857773
"0202a0b2dfad6a6e5b225afdddaf5729"	0.704122340236765	0	1.31666943500204	0.628026120155195	1.99931377699057	0.654912929693557	0.427237036886744	0.150887647637745	0	0.465141829828828
"02104476719f02b32307edfdb1e6a0c4"	3.17381700872827	4.29839688036552	3.21311925402768	4.38673446164927	2.39372178787662	3.59533312097707	4.92402920224024	2.73381099095554	5.06457882350648	3.13040598847989
