"sample_008Ab"	"sample_008Ao"	"sample_012Ab"	"sample_012Ao"	"sample_020Bb"	"sample_020Bo"	"sample_020Cb"	"sample_020Co"	"sample_020Db"	"sample_020Do"	"sample_024Bb"	"sample_024Bo"
"00306dbb19665982fc78754ac92927bf"	1.14168003620066	3.05947180644256	1.42545103178093	2.308609330465	3.26771960447526	4.80785879829288	3.95105480927813	4.42730620539703	3.36722047591833	4.25297112035842	1.1676869397181	2.75750968410333
"0032aede248babc5516f057b3bcd4409"	1.73988091589059	2.6129883238016	1.97224948866988	2.99903007980845	2.44962990286275	3.23942096781706	2.60467055324363	3.39757898719653	1.82826491802882	3.24571608632723	1.7988335554413	2.69264379624379
"0051ee453ff489fa79b20379bcc79b6b"	1.34042318256374	2.66802233562245	1.27196737767908	2.16678885182094	1.81397817790943	2.93629019107775	2.55810517080816	3.11316873355318	1.60589522854176	3.03533834164761	0.901603399122278	2.45020995448319
"00539cb2af8b7b06ee1279130fa2f307"	1.46063247429251	3.74708282683313	0.954038499484924	3.09374706397674	2.00289458129608	4.37487672933642	3.29115049223728	4.41061435252543	2.1295954640247	4.06601607755993	1.09226716145969	3.85717942506772
"006c80037cfc5a276d7d1b8ef20cdccd"	2.60049543093496	2.11384641104977	1.46484509440062	1.82182226691346	3.69237755560237	0	3.1113215522069	0.753150876229689	3.81318431490403	0.247912199829091	2.15794354853774	3.83224386719806
"0092362bbf11972deda26d5b9e919f85"	1.50390293711463	3.7974463737599	1.23008197410087	3.00366075987611	2.90779290247465	4.79392050063143	3.72081581606859	4.71910368835638	2.30520725212794	4.44044821982137	0.799334354441691	3.70103625980123
"0095b52bd61b59e97345c0564dc8496e"	7.13561910823496	8.26891014955157	6.4299584414206	7.64784570253546	6.75999670802805	7.4509478067342	7.15739318268075	7.06069865202205	6.81568790997879	7.4646496254384	6.30534341128089	7.44762015839823
"00a550b3fa43f178639afb2a02540b16"	3.59432973508601	2.46162352257293	3.86298852641627	2.916118827901	3.69052220406108	3.3218177541024	3.73428800229766	3.86559532838706	3.5772966199216	3.58353971601803	3.6901330430429	2.55371378180422
"00c4a692e67b1c93a289ffcae447cfcf"	3.11709600198271	3.82394844527772	2.50710306002508	4.21032812795133	2.1369870750238	4.38077234838561	3.76032736286256	4.44590553205753	2.33042591549876	4.60853280603898	1.99422196754317	3.59140057437899
"00cee8684ccbb62fce87c20103b8aed2"	1.03244964074383	3.86896203863665	0.706655941323986	2.7190900172501	3.06512343904469	4.74001879070773	3.7434222780568	4.36563578563762	2.71466322014521	3.95195031503719	0.917036999697315	3.15387574129798
"00d413ed2e7ee7dd251ede7c7ed3ff78"	2.65220304483522	1.8892959568478	1.19445717397681	1.24933854040006	3.93988327860692	5.24402534890184	4.21775198833632	5.0937041138552	3.40967177236618	4.64993213349008	3.82045515436819	1.67224837884478
"00ebf8e1ef000771b72c70f2036cc4f0"	1.69693125659223	0.246395126108177	1.4523231774657	0	2.67895464880233	0	1.52910486863033	0.167817143505454	2.41327782552989	0.134562360993951	0.822981748340178	0.400308502306564
"0112c347c6def14a99ba74cd77bfc94d"	2.2722774204191	3.97572336290467	1.87102726134746	3.86047009839678	1.76630695131609	3.01929585878887	2.48045810299321	3.58442841364703	1.74975413594969	3.56015193297139	1.78553429967128	3.58256125780413
"011b116b1e264e2cde7ec36aa569ad7c"	1.27568956266247	3.04693072594418	1.15332614293146	3.12238496833934	1.80500936612918	4.44529783899845	3.28352739514361	4.1336171362169	1.73954433163965	3.85106138544421	0.775114189423935	2.96805450356149
"0127000197e26a049598b4a6d0225ba2"	0.724839627292435	0	0.501953381566355	0	1.85116121139404	0.21430180337389	1.98748007396407	0.293371634839806	2.35495397839321	0.335288420978619	1.31216869650197	0.564395774148579
"013c9c13c8d7029019462bef0627adba"	1.76068323293224	3.42848207905065	0.906989610239071	2.32568326440668	3.31660634600919	5.53780370012466	3.75958206316628	4.21444579766469	2.66133085131587	4.09685447641721	1.01387468832435	2.94031654623578
"015116cb2ae1efade79e1af688f3c15b"	2.63422136947233	3.4280504230723	2.00502977338474	2.52217072240395	1.47202833866916	1.51777402180592	1.93370887684901	2.2507959424273	2.06814475124343	1.91227619375501	1.85866004227329	3.28486054974883
"0160f5a856b526939ba1062b1cc9df76"	2.02454571332062	3.57662467196646	1.42069095690768	3.17878897672828	1.87753708544777	4.353359377388	2.99155998163668	3.10320976683262	2.35045788412452	3.33158803447882	1.66974624894349	3.00629726694858
"017a60cbade7b309db182bcabe59d6a4"	5.70139561169716	4.30286707857383	5.4833421829079	4.3730693880493	4.50192179378187	2.23238577976311	4.68111882593014	3.22103397438732	4.32475010797653	2.7572014429324	5.51168634196327	4.59852067692376
"017d459400583fe36857c77a1d541f39"	3.25194051313803	4.77779811939336	3.13808607155888	4.78170888759291	3.97204546951341	5.15575731511443	4.9466222597552	5.78441893832944	4.00378960507092	5.42674834665433	2.91755854741254	4.76891432960442
"018de0ee05bc68de9383baf688539f9f"	3.70037883209861	5.06930286488208	3.50088825523123	4.98541313965668	2.65909242288633	4.84317444792897	4.08373157652837	4.24381522210586	2.71360275709186	4.59455888474211	3.49484876217693	4.76427245785292
"019f94720ba42ef1861b87fc58cdd3de"	2.76809175100447	4.34740368060868	2.33731641698011	3.46284156198351	2.74699190097593	4.05279549789508	3.24688686683974	3.94608969013528	2.53011007182105	3.87394266580174	2.78794089722258	3.62315890131879
"01ac16555e036cea2ece2a239591aae6"	1.25721525724279	2.65217779698296	1.01992200277372	2.18709001755468	2.00598099359427	4.22894782716517	3.47625251018198	4.32480560872473	2.22876081123402	3.92511228437832	1.09159480518581	2.8070362108791
"01e7154d4b5f3188595e288aeab7f7a0"	1.50979988097553	3.24054827158943	1.42709795547086	2.64372570150484	2.29073718287561	3.98313676224695	3.15160683806642	4.21112863982674	2.215068861314	3.84184514640642	1.27196737767908	3.00233989506128
"01e9bb0d97f8ed373a8d529ffb971acc"	3.10045718575609	4.19827876892957	2.84295933378296	3.69876365164998	4.07452361875818	5.21496695277458	4.97510436052616	5.12034785385702	4.14032844325343	5.177663027643	3.07491792654025	4.39901775676221
"01ea06c562e6b8f6bbc5be68d99c0373"	5.10391192278789	5.76453234353086	4.59476337246256	5.00967710184332	4.69525857411968	5.34166394123236	4.57429835730449	5.01837547479496	4.80813036041019	4.83201175519772	4.77555650872791	5.67750639571111
"01feb696b69822d637cdf0956d28bad4"	6.09174824751999	6.18969410632919	6.43070906887773	5.91292984141103	4.68850822117782	1.56714567096362	4.05972268220673	1.68956135531	3.39206177882796	1.2699403039872	5.95084451135935	6.30115473577041
"02104476719f02b32307edfdb1e6a0c4"	2.06180589963626	3.43777240607328	2.02884980739555	3.3859748703202	3.17381700872827	4.29839688036552	3.21311925402768	4.38673446164927	2.39372178787662	3.59533312097707	1.93423828780836	3.77494591025648
"02266378f920e88e1dac1ed916c48ff6"	2.15430356106012	4.0913160515017	2.13658088979728	3.77113914860524	2.34433683116869	5.16283781463578	3.19842296381586	3.94454169472357	2.25109430542179	3.79833690585627	1.82389964973362	3.97780377690766
"022b87e073ba519506a6d0d9dac1bba1"	4.51051230339168	5.88361224898163	3.60052585857004	6.21253842813146	3.05537080934737	0.614218685254534	0.911628681385166	2.20805724708674	0	0.336543662641743	3.46284156198351	5.67518162526461
"026f6d9d6a5c591d5465aaeddf6222f1"	0.825610667534697	3.16246050583047	0.983879186835169	2.69005447316274	1.48674161879161	4.01153594623291	3.3956392533568	4.20082973235053	1.88069270981256	3.92024808711937	1.10477700782788	3.33569961797863
"028a375a3a51f2d5d05b85cf4ef10890"	1.83345708028424	2.66339552400622	1.62622324717989	2.65594780755237	3.97445403235906	4.92500597253699	4.37171793211324	4.92558696361488	3.96751371831647	5.0400540218029	1.54162577218102	2.52749747899739
"02a63d174c8502c109303db99cf1e437"	2.64642874976183	3.60694925941818	2.5407837758583	3.62280141723789	4.31709454276416	5.14788251779488	4.79577395041772	4.89790878264618	4.25546188993484	5.2206909256826	2.50596973855221	4.04309526753041
"02adf979cb3500c39977fffbf7d2a048"	2.70112007283831	4.21865288784158	2.0599406362902	3.53310640506762	3.09394504562831	4.14298325519082	3.2149890960607	3.7765941393957	2.59261061155475	3.70641077284415	2.12756194835733	3.80892146287358
"02c19d40dee2d87c409a2e2f7b713d7f"	1.83981761950894	1.43979010333764	2.22020135558077	0.787297597189783	1.22395188664125	2.88481322673489	2.09060054773135	3.19055140925791	1.03831577968344	2.81731898950284	1.72576833800757	1.03299941284038
"02ccf6f06e50ce9c5e49ffe2278c9f27"	1.63281443877488	3.93808573853526	2.04371016420049	4.07188133547128	2.3131566170054	5.80043218113637	4.88335298284598	5.61106792728153	1.68065880670059	5.47503743090164	1.8195873614479	3.81839056972492
"02ed78575eba82d038ec26a744d9b6c5"	3.56326280965427	3.67547593822257	2.2497003205535	3.55529530102942	7.46601503248975	7.84321027130245	7.58228339759602	7.4693519653564	7.08805067449697	7.7503685604148	2.62131351767705	4.06930393500623
"02f7b0f943947c68160210ebf8af9e7d"	2.70428579126056	3.10583768934752	2.60318585862641	3.10285378774333	3.2659629435914	4.19411864975801	3.79366281906935	4.46653208120849	3.44354631632015	4.5102448317283	2.77806557188077	3.30556971813187
"03202b02066380ba1d7fadbf07ec658a"	3.95452735998681	3.90298115078547	3.81899600718001	3.69741504707345	3.02940493236903	2.08862028780934	3.20428623246349	3.47121436856385	3.60986297801793	2.968803733139	3.12939368897518	3.20772650151071
"03355cd11fa9d7ee1d42bfd508147739"	3.78120130968538	2.14210232440707	3.31769601917612	1.80541743973502	3.20523156287477	3.06426422480575	3.29629878702387	2.89278582176373	3.35583274379399	3.40418141095641	3.82771912349999	2.16831171087768
"03734cd02763530410103ffac1802bfc"	2.22947951794966	0.208991548400235	1.7922806234833	0.214181226751819	4.37816503829865	0.381251647372873	3.22867010394196	0.413517930258873	4.23458470907985	0.865563172165401	1.86816827715748	0
"0381b98525605c48d762e395044ca5b2"	2.38091815960227	4.70940521247607	2.28597671095102	4.30504419655968	2.80904732280919	4.66409027680788	3.44823468194751	4.40475648314741	2.55837259528661	4.28242436350102	2.07942715058055	4.80540818274086
"03dbe23a9e8b7382924fd20ec95338af"	0.885268479311374	2.34372127815125	0.851775677127912	2.09082216106371	2.86542491661368	3.03399354071072	2.78389124676778	3.13241484196063	2.0755855623498	3.09063232503	0.98944267574987	2.66060912650207
"03e263884fc71d9f491555f67c1f630d"	1.64694080482394	2.98298866763787	1.31574447454238	2.18491186380871	3.29370437163138	3.99469592490613	3.56514516985497	4.48744428869928	3.28774659823481	4.11400083894028	1.48900662324777	3.00233989506128
"03f86a1233871340db1328f6fc35aff1"	1.79220603616886	3.47197344010359	2.06584832105364	3.41676146384024	2.01030794600599	4.23481651335095	3.19186764542098	4.12285394670348	2.52755737116754	4.06632793621526	1.13638804812202	3.77083586794474
"03f8d34575dc20b78b31c3c1177379b9"	2.45633964509243	4.01595822620673	3.03207124120066	4.3169047549767	3.16114704604813	5.01551287267934	4.14414234555692	4.94628096221702	3.20103310609595	5.15085443049302	2.27992842832299	4.11075130029584
"040ffbbb2858152fe7b1bfe2be12eebb"	0.756556157752879	2.92971319025832	0.345329325123889	2.99570927328949	2.6260592189962	3.74720373806313	2.90953888918988	3.97625665509713	2.34126219688012	3.63508893900142	1.43346416559628	3.10821841652186
"041c4b843dce3deada3d6b1daf849177"	0.0890497148335058	2.97826103645446	0.460849356454254	2.58629792341684	1.18067265181289	3.64098249092172	2.60853508627049	4.07425150875632	1.23797183125075	4.00583162208694	0.363993597142208	2.82412837690315
"042f95fd86a3be60cda5e0a13e76be0c"	3.04122605824854	3.70136481164435	3.34433686462302	3.57513500238805	6.93698111317461	5.41328679438627	6.46178025265284	5.5292017600872	7.13387767233765	6.09403585554134	3.88973649584891	4.120947219434
"04356242a8d119e65547c999cf90c0a1"	4.31703475665833	4.31859000886342	2.93751173251761	3.54368953430052	4.52684028783297	4.39910768848581	4.58342301483601	5.06257390220246	4.24722314887326	4.76992671769185	3.50594925094489	4.29121774005769
"04731e32cb646050ab7f27f284c04106"	1.65150406155596	3.77771876556647	1.43102177987471	0.709729852874161	3.11199489377029	0.0945045724718856	2.97024092769037	0.146929510386918	3.28861759330161	0.157598477570636	1.33518438622988	0.348167764622536
