"sample_002Cb"	"sample_002Co"	"sample_020Bb"	"sample_020Bo"	"sample_020Cb"	"sample_020Co"	"sample_020Db"	"sample_020Do"	"sample_032Ab"	"sample_032Ao"	"sample_032Bb"	"sample_032Bo"
"0495aca4ee75b03118200f39e55de807"	3.27506748266119	5.01721858328334	3.25309234560259	4.8410277071709	3.77511788245571	4.36685517793347	2.92511708682501	4.3298214509574	3.70002192062558	5.16046310663904	3.58303760040931	4.57887313973211
"0496149b2d1f183353cbf9189b7049e2"	2.18400897887919	4.47739778362176	2.25613646528716	4.19509952860057	3.44806849928989	4.57495837057985	2.24940791995774	4.27568964241792	2.60028795050024	4.721877070297	2.56775884203623	4.01330704345409
"04b93fa3ee523f9634c9c795a5f49e4b"	2.35814921440271	3.71367630517373	2.12559060215573	3.5790843423759	2.83626820263248	3.49432275226564	2.53899355507507	3.28355493612252	2.26113894539744	4.31918732239623	2.37082077121585	3.44624572856001
"04bd54b9e03f729a1a5670b1416e260b"	1.72882410678903	3.77078120960982	1.87746806680186	3.12736234201276	2.72754010291672	2.84137994469727	1.86845534464194	3.11398575959494	1.27014024804846	3.33444150623277	1.78409584520015	3.07075718233566
"04c1a513f665c225f7ed173aa4fa12bf"	2.90906696394886	5.08600055029894	4.02405471776675	6.04303802611973	4.07889413742701	5.04319374103703	3.22545583236784	5.11301082162425	4.39351406328975	5.17962015003063	4.95149148242243	6.06545207683023
"04ca9aedc6db942a0474cdc0a762451a"	0.554714654119703	2.96967301127321	1.45039903816072	3.6792747765158	3.53200035553511	4.1590041385322	1.62235729662952	3.63635477029858	1.07768312707037	2.93536413759225	0.544991080615638	2.25938099267795
"04d5efa38f3a410566bdc4ede3702fb5"	2.32410164284235	3.66913755897352	3.71459612754083	4.31109942928307	3.97234685731196	4.47184019022472	4.10189697085147	4.09232111643575	2.23082514668423	3.0824137419631	2.17306416199266	2.76608537121976
"04ef5fcaf6bf35657ee641e7ab693ee9"	4.40160229994162	4.80917591585374	4.35828804061308	4.0525174099222	4.1802789872849	4.05001113204365	4.11164419034672	3.90729560887647	5.34864502435862	5.52954553708012	4.8108235111446	5.02953039860707
"04f27efead94a16b3e810b74f86514f0"	4.49350145978633	5.2856507830184	4.15125084281786	4.43708168823714	4.28634396691078	4.54386621419989	4.34147171114804	4.40889696959847	5.21805476886713	5.99200700245247	5.06313300221964	5.78706850169411
"04fec7391708baeeb296796f3cb236c4"	2.72275777914782	3.82920367316454	3.00115633669102	3.45920512360974	3.15502451288165	3.23183469483256	3.10608027102136	2.51857125117096	2.62759633113526	3.40737598803477	4.52976584776101	5.42660650378094
"05425468abc7b6696e6644b43e20a070"	4.18729496185742	3.46000182982195	3.59678795878271	3.51310052756098	3.49383660369303	3.79258249692223	3.4977191907835	3.26477770768018	2.61828610016003	3.81436393899723	3.31347423727976	2.81332730048656
"0575b5bcc7abd6f7a59549c280abbd34"	3.67385284297381	1.87079028049168	1.27563837954361	0.284000735383931	1.57619877652522	0.183359791193236	2.36808943875584	0.462685194325917	4.69179376446026	0.463598786963289	3.66050693396148	2.07647639998895
"058b63372cbe61fbfecc853d367548c1"	1.91644367398006	3.64785871588713	1.63803236634608	3.00829364810934	2.75821668754674	3.94979513142395	1.62865683999897	3.80583966245186	1.97658053852525	3.24203004498334	1.39036830134474	3.26288662414205
