"sample_002Cb"	"sample_002Co"	"sample_032Ab"	"sample_032Ao"	"sample_032Bb"	"sample_032Bo"	"sample_CFAb"	"sample_CFAo"	"sample_CFBb"	"sample_CFBo"	"sample_CFCb"	"sample_CFCo"
"044669674ac3619381fa49b9e2a04081"	2.03990088735083	3.26481980917435	2.70150046500036	3.33504180267989	2.12392327119296	3.28647196671562	2.64791116137171	2.60501231937403	2.72755997506352	2.53278338103155	3.19976541873166	3.21697802518504
"04731e32cb646050ab7f27f284c04106"	3.63593722202819	0.544991080615638	3.14165839566746	0.302967896686896	1.91147278883524	2.13194990382348	4.3555139592736	1.86557854251166	3.41033550157318	0	2.85613819708856	1.71054652153513
"0495aca4ee75b03118200f39e55de807"	3.27506748266119	5.01721858328334	3.70002192062558	5.16046310663904	3.58303760040931	4.57887313973211	4.01593347828187	4.77821901696939	3.87104933273867	4.91053841229129	4.721103903821	4.86971060399188
"0496149b2d1f183353cbf9189b7049e2"	2.18400897887919	4.47739778362176	2.60028795050024	4.721877070297	2.56775884203623	4.01330704345409	1.68267053014832	3.20162386186038	2.38880021972723	2.87776057010096	2.7741814531702	3.09183559328513
"04b93fa3ee523f9634c9c795a5f49e4b"	2.35814921440271	3.71367630517373	2.26113894539744	4.31918732239623	2.37082077121585	3.44624572856001	2.37616412528374	4.23711472897298	1.33454622646608	3.85925544589822	3.96705770801109	4.1475181211372
"04bd54b9e03f729a1a5670b1416e260b"	1.72882410678903	3.77078120960982	1.27014024804846	3.33444150623277	1.78409584520015	3.07075718233566	2.97048021633026	3.52868757889785	2.98267500800202	3.72160159296205	2.52616780808455	2.87746313128321
"04c1a513f665c225f7ed173aa4fa12bf"	2.90906696394886	5.08600055029894	4.39351406328975	5.17962015003063	4.95149148242243	6.06545207683023	1.93162343538412	4.49299646864873	1.33854215808238	4.27632906221879	4.02792352359319	4.32237110563532
"04ca9aedc6db942a0474cdc0a762451a"	0.554714654119703	2.96967301127321	1.07768312707037	2.93536413759225	0.544991080615638	2.25938099267795	1.92941717025393	3.24344167820545	2.18696771061684	3.31280031777901	2.83045613468081	3.3050171167769
"04d5efa38f3a410566bdc4ede3702fb5"	2.32410164284235	3.66913755897352	2.23082514668423	3.0824137419631	2.17306416199266	2.76608537121976	2.02818403612554	2.02216300297813	1.79233130569841	1.81239442977735	2.14335017698097	2.06742361482243
"04eea75f54ae1103d2c566b1e826e22d"	4.03942471738645	3.30271883454556	3.75710294303535	2.89797979877378	4.55400034713749	3.12031591039146	3.09940484543592	3.39310902559088	4.19675733755919	3.90714810237316	3.24403506028052	4.04989209662072
"04ef5fcaf6bf35657ee641e7ab693ee9"	4.40160229994162	4.80917591585374	5.34864502435862	5.52954553708012	4.8108235111446	5.02953039860707	4.36154715436437	4.06410003959473	3.86946366927018	4.13201676936626	3.95285150232726	3.94640696339387
"04f27efead94a16b3e810b74f86514f0"	4.49350145978633	5.2856507830184	5.21805476886713	5.99200700245247	5.06313300221964	5.78706850169411	3.52818803018075	3.95780308192103	3.34602316271079	3.95080546871783	4.03735945101144	4.04697297140155
"05114c017775551aa7d1fa1a490e42d9"	0.837729128052582	2.20345822570098	0.413469832060194	2.73949495326749	1.0135096955033	2.06675557535878	0.924576311460928	3.07862494698355	2.5471763490947	3.40933035254568	3.2338993642195	3.37921458752842
"05425468abc7b6696e6644b43e20a070"	4.18729496185742	3.46000182982195	2.61828610016003	3.81436393899723	3.31347423727976	2.81332730048656	4.0437787224735	3.52191772882188	2.12171815772504	3.7795267796906	4.06383875571353	3.93041020009948
"0575b5bcc7abd6f7a59549c280abbd34"	3.67385284297381	1.87079028049168	4.69179376446026	0.463598786963289	3.66050693396148	2.07647639998895	2.95506764706644	1.0941991922976	1.62461227906322	0.265187050560876	2.4220036382418	1.45157219245917
"058b63372cbe61fbfecc853d367548c1"	1.91644367398006	3.64785871588713	1.97658053852525	3.24203004498334	1.39036830134474	3.26288662414205	1.51368971671481	3.25053912953685	2.70544307215979	3.3166693186943	2.93915218656847	3.48157775539701
"059e24b38a4bff0d4f11ed6166a3437c"	0.611150481755214	0.929578457721076	0	0.35155435607742	0.554714654119703	0.802056740901611	0.616076053364569	5.02548160684481	1.57848868800348	4.86561667423622	4.55516355822675	4.7422765009563
"05b2a9c8fa9e660356b04f082e8db824"	4.09060906058192	2.59794049996873	4.35617685188275	1.89893638423332	4.57783460006868	4.71621744940156	4.76754539715888	2.83760697203916	4.1901002185446	1.66268441806204	3.00002504640599	1.96414628393623
"05c4489613b115ee4ec2ef8199067913"	1.82870892082088	3.90822079401992	1.3916112773027	3.80053002527964	1.53798369693011	3.40353904260839	2.87089214509185	5.37778906815171	1.85611672393786	4.91679418933923	4.84847526489195	5.01321984459965
"05d75b81fb54d3ff766fc90129feed63"	6.00676057413411	5.46769720608386	3.59606501735044	5.30851163299303	4.08240032970085	5.33387459366971	1.0806601082386	3.60713954033391	1.37380468886667	3.94552493593259	3.51425055282815	4.0421777636338
"05e856ee9d148f9da62ea0b0ccf6db24"	3.55464723550376	4.06021291362809	3.44106424575337	4.19749883976563	3.17135788621621	3.44319679429559	4.34531130043619	4.7719315078004	4.32659965045596	4.66997992034403	4.07112902155703	4.36657933714471
"06094dd96a7550292ac7a15406ee3eb7"	1.94904860547356	0.225262634935915	1.26553791275845	0.0651049037005916	1.56161015395378	0.640865767819377	2.82505924841799	1.13098395956164	1.59405296878842	0.416782161336348	1.17420696465362	0.375857771355506
"06122d6c188a53fa3820d7ba9c64b053"	3.12031591039146	3.29400333426002	4.00440061672642	3.71572898278991	2.96185941112194	3.54582566705839	4.72326847861244	4.70002673564509	4.0485662777858	4.438274539682	4.50651531493493	4.52974225383957
"062dc7bf1a892776a0d4259124cbb2fd"	4.63062180801888	5.20833022818726	4.31153194405663	5.09243922528934	4.55009085993474	4.67150068182951	4.04564327410308	3.93368961991052	4.37866870312696	4.34452215195428	4.08938026044102	4.38816048409702
"06308be651a239379c2200605a63c9b6"	4.47379567345841	0.572258018282703	4.21757342655339	0.383439957347844	4.36565090098113	1.92611183055843	3.76706005976035	0.0902031953501191	2.77952260099954	0.126914742547285	2.51736132039461	0.149972289824486
"063fe437b9d9aede23f02fc83941f904"	2.09531156898022	3.7368307188866	2.46249802482764	3.87570132760821	2.28371547630807	3.34281304020934	3.08281561462081	3.81801592821672	3.80320460706782	4.10128138010502	3.8614974162795	4.0254826821554
"065c6814da267ed1133339f9baecf63c"	1.23155217305279	2.86971185991512	1.61154329456093	3.52022544935181	0.993974104658545	2.35335567579169	0.773330940650903	2.45200732165019	1.60643354245478	2.73027295000448	2.24807605714798	2.79367471245213
"066aad56751f9efcd6546c0e2594e7bc"	4.25264820654214	0.251899701419608	3.66483155739961	0	3.61483980654911	1.8524576569659	4.66397540310288	0.154683109489998	3.84178919286364	0.128280631474234	3.63961315661102	0
"067925bf2c68cfbf03151580d443463a"	2.15168470778391	3.32128510120347	2.02468216929317	3.25968216340982	1.99838320063331	3.06215303916492	2.64059585784864	2.92156259534959	2.10136418611821	2.56087469142591	2.29903452406891	2.03188880271374
"0691bcbf69519fb5dba78151aa18c728"	1.71074336778506	2.85409124182899	1.16376288080219	2.84318431581182	2.23663296205611	2.83745896227446	1.15582728897325	2.67295449502231	0.900965129756271	2.5676071292843	2.34440341963025	2.4016779378484
"06bde0cecfbcada397af9c0bf5f83820"	2.36133218865493	4.33255548180927	4.30586536363637	4.37480756477941	3.40121641481436	3.39105454994855	2.58572104749307	4.5700803147472	3.20100476449496	4.64632640944763	4.51220594032723	4.67651519037364
"06da80a2c361f6c3363b72be33e8e8d4"	3.40285276899654	2.36038034632134	2.85606083884101	2.34603333310442	3.24303249184641	2.28941545951637	5.62363792796428	4.69635467352138	4.85283677391235	4.91412740090534	4.57211213728124	4.60089675388218
"06f154fee6b1d89c4fb222e23f2b939c"	2.58404864546658	4.88164985769924	3.42727336216101	4.9500602431345	3.01614020781102	4.8396254618305	3.66835240849015	6.22007778437943	4.2616424940752	5.78786111314704	5.75058987444686	5.96931423014375
"07110273e3d6af343dda0d8332e78b96"	2.16922054359328	3.15252142669008	1.91147278883524	3.2635314344869	1.97658053852525	3.0676256810829	2.26887938420886	3.65781882870031	2.25302503253051	3.70866580676788	3.6818439629849	3.90469993709636
"0723628f526fba7f82f84bebd97bad25"	0.416032585087047	3.10623758878994	0.578517384034298	3.56940247294424	0.530279880327491	2.11682150823865	0.36535952357165	4.44275703913043	2.85613819708856	3.95197514333281	4.24825932850966	4.44864333864284
"073587e420e91ec5e53de8257bfaba94"	3.03007664550363	4.38871322948848	3.00033083394905	4.53502153613228	3.08472883708957	4.4767816604087	3.69591127282495	5.08839083434917	3.3708888157514	5.12594786733843	5.09540135224309	5.4321196024912
"0760f91983ac07c0e8e9f3efab81a287"	1.91644367398006	1.41112940259118	1.81475226396254	1.76696938522083	1.26063192687406	2.62637807219819	0.875497914880333	2.25296347357651	1.02252074116078	1.44341671879942	1.40155821440687	1.88618061363643
"0770ab0e479e6e586e8685465d538066"	5.68948353365537	4.52027212346647	6.1730973375902	4.60685012410154	6.012840791012	4.6243597822819	6.47667031112279	4.49112325240254	7.06106801240177	4.09598135527853	5.487622018017	4.11129960959644
"0771eed1039e2a9a46dfc4bb7bc0681b"	1.257789081454	2.76866108445255	2.06049008171305	3.15414401463781	1.73579612179147	2.60871875618742	1.47923598864259	3.0080758926107	1.68038179219131	3.10797035650387	2.98302063819563	3.14102442747427
"077896f52217cf2755311d9ba92258b3"	5.33354929371501	5.45776134497582	4.8251253397607	5.65469811071426	5.43685518172426	5.53866383157463	5.80303201226441	5.16597178485746	6.664970240388	5.17332268940287	5.84064523876233	4.85666886396065
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	5.57509454872473	7.01637032161707	7.11490154777103	7.19598651986333	6.37667742796505	7.28126976352998	8.4509948384797	8.32920607641386	8.08064949229241	7.85221578826683	8.05577516656444	7.74298630247948
"07ab66989a508e3777a908855686e414"	2.41995986754543	3.74642180118653	0.929578457721076	3.74283591661911	1.98818580649548	3.79834441251061	2.89976263635543	4.64193835565221	1.47269405106714	5.0164506189366	3.92110991413472	4.55228159874465
"07ba0efc76158deb7ed94f5c6b5e148b"	2.78842887940015	0.441659645236198	1.12923399429797	0.163268116928399	1.46051427325949	0.277491470941944	3.57361127954449	0.669271079041189	2.53457767176657	0	1.80136919452773	0.600968196517218
"07c4d0f20a81938b97f1deefd4690bd8"	1.42338227262168	2.64569432736696	1.82295253404026	2.72496932870087	1.50518966686339	2.76396300245189	2.39297701615981	3.64756942385694	1.7456610789824	3.48344712895408	3.24876948366039	3.49735713986647
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	2.11379852296504	3.37099477355542	2.68439323537778	3.43218645507645	1.53467471027946	2.0785868014935	3.21697802518504	4.03359575769531	3.86469153684482	3.99459862564553	3.61043476892206	3.8220175944249
"07d44546198c8221cf2a9765f78709b8"	4.09422447691481	0.222558259897845	2.72030782915787	0.0566824565145171	3.19742922742384	0.870959448354682	2.98168649177862	0	3.3550886592124	0.14156900430699	1.88654587552334	0
"0808113a681a013933c03815ed511b06"	4.46201195221749	1.00078730697531	5.10416119740994	1.0003692250189	3.91387848618153	1.66376184595064	5.71824035622475	2.06788976524886	4.28891280023661	1.55797724608407	3.40498795330159	1.82916839693511
